date,fun_unscaled,fun_monthly,isPartial,scale,fun
2015-11-13,95,72.0,,0.72,68.39999999999999
2015-11-14,76,72.0,,0.72,54.72
2015-11-15,75,72.0,,0.72,54.0
2015-11-16,75,72.0,,0.72,54.0
2015-11-17,85,72.0,,0.72,61.199999999999996
2015-11-18,85,72.0,,0.72,61.199999999999996
2015-11-19,89,72.0,,0.72,64.08
2015-11-20,89,72.0,,0.72,64.08
2015-11-21,85,72.0,,0.72,61.199999999999996
2015-11-22,71,72.0,,0.72,51.12
2015-11-23,83,72.0,,0.72,59.76
2015-11-24,82,72.0,,0.72,59.04
2015-11-25,74,72.0,,0.72,53.28
2015-11-26,66,72.0,,0.72,47.519999999999996
2015-11-27,77,72.0,,0.72,55.44
2015-11-28,83,72.0,,0.72,59.76
2015-11-29,73,72.0,,0.72,52.559999999999995
2015-11-30,71,72.0,,0.72,51.12
2015-12-01,98,70.0,False,0.7,68.6
2015-12-02,93,70.0,,0.7,65.1
2015-12-03,95,70.0,,0.7,66.5
2015-12-04,98,70.0,,0.7,68.6
2015-12-05,83,70.0,,0.7,58.099999999999994
2015-12-06,84,70.0,,0.7,58.8
2015-12-07,90,70.0,,0.7,62.99999999999999
2015-12-08,98,70.0,,0.7,68.6
2015-12-09,91,70.0,,0.7,63.699999999999996
2015-12-10,92,70.0,,0.7,64.39999999999999
2015-12-11,100,70.0,,0.7,70.0
2015-12-12,89,70.0,,0.7,62.3
2015-12-13,76,70.0,,0.7,53.199999999999996
2015-12-14,95,70.0,,0.7,66.5
2015-12-15,92,70.0,,0.7,64.39999999999999
2015-12-16,98,70.0,,0.7,68.6
2015-12-17,98,70.0,,0.7,68.6
2015-12-18,95,70.0,,0.7,66.5
2015-12-19,87,70.0,,0.7,60.9
2015-12-20,92,70.0,,0.7,64.39999999999999
2015-12-21,86,70.0,,0.7,60.199999999999996
2015-12-22,84,70.0,,0.7,58.8
2015-12-23,87,70.0,,0.7,60.9
2015-12-24,75,70.0,,0.7,52.5
2015-12-25,66,70.0,,0.7,46.199999999999996
2015-12-26,90,70.0,,0.7,62.99999999999999
2015-12-27,93,70.0,,0.7,65.1
2015-12-28,91,70.0,,0.7,63.699999999999996
2015-12-29,93,70.0,,0.7,65.1
2015-12-30,85,70.0,,0.7,59.49999999999999
2015-12-31,96,70.0,,0.7,67.19999999999999
2016-01-01,100,67.0,False,0.67,67.0
2016-01-02,95,67.0,,0.67,63.650000000000006
2016-01-03,84,67.0,,0.67,56.28
2016-01-04,74,67.0,,0.67,49.580000000000005
2016-01-05,73,67.0,,0.67,48.910000000000004
2016-01-06,77,67.0,,0.67,51.59
2016-01-07,78,67.0,,0.67,52.260000000000005
2016-01-08,86,67.0,,0.67,57.620000000000005
2016-01-09,88,67.0,,0.67,58.96
2016-01-10,76,67.0,,0.67,50.92
2016-01-11,73,67.0,,0.67,48.910000000000004
2016-01-12,75,67.0,,0.67,50.25
2016-01-13,82,67.0,,0.67,54.940000000000005
2016-01-14,73,67.0,,0.67,48.910000000000004
2016-01-15,89,67.0,,0.67,59.63
2016-01-16,93,67.0,,0.67,62.31
2016-01-17,88,67.0,,0.67,58.96
2016-01-18,88,67.0,,0.67,58.96
2016-01-19,74,67.0,,0.67,49.580000000000005
2016-01-20,77,67.0,,0.67,51.59
2016-01-21,83,67.0,,0.67,55.61000000000001
2016-01-22,85,67.0,,0.67,56.95
2016-01-23,88,67.0,,0.67,58.96
2016-01-24,84,67.0,,0.67,56.28
2016-01-25,77,67.0,,0.67,51.59
2016-01-26,77,67.0,,0.67,51.59
2016-01-27,81,67.0,,0.67,54.27
2016-01-28,82,67.0,,0.67,54.940000000000005
2016-01-29,91,67.0,,0.67,60.970000000000006
2016-01-30,91,67.0,,0.67,60.970000000000006
2016-01-31,88,67.0,,0.67,58.96
2016-02-01,75,73.0,False,0.73,54.75
2016-02-02,80,73.0,,0.73,58.4
2016-02-03,81,73.0,,0.73,59.129999999999995
2016-02-04,84,73.0,,0.73,61.32
2016-02-05,92,73.0,,0.73,67.16
2016-02-06,96,73.0,,0.73,70.08
2016-02-07,93,73.0,,0.73,67.89
2016-02-08,74,73.0,,0.73,54.019999999999996
2016-02-09,78,73.0,,0.73,56.94
2016-02-10,83,73.0,,0.73,60.589999999999996
2016-02-11,87,73.0,,0.73,63.51
2016-02-12,95,73.0,,0.73,69.35
2016-02-13,100,73.0,,0.73,73.0
2016-02-14,97,73.0,,0.73,70.81
2016-02-15,87,73.0,,0.73,63.51
2016-02-16,78,73.0,,0.73,56.94
2016-02-17,84,73.0,,0.73,61.32
2016-02-18,85,73.0,,0.73,62.05
2016-02-19,89,73.0,,0.73,64.97
2016-02-20,100,73.0,,0.73,73.0
2016-02-21,98,73.0,,0.73,71.53999999999999
2016-02-22,84,73.0,,0.73,61.32
2016-02-23,86,73.0,,0.73,62.78
2016-02-24,84,73.0,,0.73,61.32
2016-02-25,88,73.0,,0.73,64.24
2016-02-26,95,73.0,,0.73,69.35
2016-02-27,94,73.0,,0.73,68.62
2016-02-28,93,73.0,,0.73,67.89
2016-02-29,83,73.0,,0.73,60.589999999999996
2016-03-01,77,74.0,False,0.74,56.98
2016-03-02,79,74.0,,0.74,58.46
2016-03-03,86,74.0,,0.74,63.64
2016-03-04,82,74.0,,0.74,60.68
2016-03-05,93,74.0,,0.74,68.82
2016-03-06,91,74.0,,0.74,67.34
2016-03-07,81,74.0,,0.74,59.94
2016-03-08,78,74.0,,0.74,57.72
2016-03-09,81,74.0,,0.74,59.94
2016-03-10,86,74.0,,0.74,63.64
2016-03-11,87,74.0,,0.74,64.38
2016-03-12,91,74.0,,0.74,67.34
2016-03-13,90,74.0,,0.74,66.6
2016-03-14,85,74.0,,0.74,62.9
2016-03-15,82,74.0,,0.74,60.68
2016-03-16,82,74.0,,0.74,60.68
2016-03-17,87,74.0,,0.74,64.38
2016-03-18,88,74.0,,0.74,65.12
2016-03-19,100,74.0,,0.74,74.0
2016-03-20,90,74.0,,0.74,66.6
2016-03-21,83,74.0,,0.74,61.42
2016-03-22,81,74.0,,0.74,59.94
2016-03-23,88,74.0,,0.74,65.12
2016-03-24,86,74.0,,0.74,63.64
2016-03-25,82,74.0,,0.74,60.68
2016-03-26,88,74.0,,0.74,65.12
2016-03-27,79,74.0,,0.74,58.46
2016-03-28,79,74.0,,0.74,58.46
2016-03-29,83,74.0,,0.74,61.42
2016-03-30,80,74.0,,0.74,59.2
2016-03-31,84,74.0,,0.74,62.16
2016-04-01,87,75.0,False,0.75,65.25
2016-04-02,100,75.0,,0.75,75.0
2016-04-03,93,75.0,,0.75,69.75
2016-04-04,81,75.0,,0.75,60.75
2016-04-05,83,75.0,,0.75,62.25
2016-04-06,88,75.0,,0.75,66.0
2016-04-07,91,75.0,,0.75,68.25
2016-04-08,93,75.0,,0.75,69.75
2016-04-09,98,75.0,,0.75,73.5
2016-04-10,92,75.0,,0.75,69.0
2016-04-11,79,75.0,,0.75,59.25
2016-04-12,79,75.0,,0.75,59.25
2016-04-13,80,75.0,,0.75,60.0
2016-04-14,79,75.0,,0.75,59.25
2016-04-15,93,75.0,,0.75,69.75
2016-04-16,90,75.0,,0.75,67.5
2016-04-17,91,75.0,,0.75,68.25
2016-04-18,80,75.0,,0.75,60.0
2016-04-19,81,75.0,,0.75,60.75
2016-04-20,82,75.0,,0.75,61.5
2016-04-21,78,75.0,,0.75,58.5
2016-04-22,83,75.0,,0.75,62.25
2016-04-23,92,75.0,,0.75,69.0
2016-04-24,88,75.0,,0.75,66.0
2016-04-25,79,75.0,,0.75,59.25
2016-04-26,88,75.0,,0.75,66.0
2016-04-27,83,75.0,,0.75,62.25
2016-04-28,82,75.0,,0.75,61.5
2016-04-29,89,75.0,,0.75,66.75
2016-04-30,90,75.0,,0.75,67.5
2016-05-01,87,76.0,False,0.76,66.12
2016-05-02,79,76.0,,0.76,60.04
2016-05-03,86,76.0,,0.76,65.36
2016-05-04,82,76.0,,0.76,62.32
2016-05-05,82,76.0,,0.76,62.32
2016-05-06,87,76.0,,0.76,66.12
2016-05-07,84,76.0,,0.76,63.84
2016-05-08,76,76.0,,0.76,57.76
2016-05-09,83,76.0,,0.76,63.08
2016-05-10,87,76.0,,0.76,66.12
2016-05-11,84,76.0,,0.76,63.84
2016-05-12,83,76.0,,0.76,63.08
2016-05-13,91,76.0,,0.76,69.16
2016-05-14,92,76.0,,0.76,69.92
2016-05-15,90,76.0,,0.76,68.4
2016-05-16,88,76.0,,0.76,66.88
2016-05-17,89,76.0,,0.76,67.64
2016-05-18,85,76.0,,0.76,64.6
2016-05-19,92,76.0,,0.76,69.92
2016-05-20,92,76.0,,0.76,69.92
2016-05-21,94,76.0,,0.76,71.44
2016-05-22,94,76.0,,0.76,71.44
2016-05-23,86,76.0,,0.76,65.36
2016-05-24,90,76.0,,0.76,68.4
2016-05-25,86,76.0,,0.76,65.36
2016-05-26,91,76.0,,0.76,69.16
2016-05-27,93,76.0,,0.76,70.68
2016-05-28,100,76.0,,0.76,76.0
2016-05-29,100,76.0,,0.76,76.0
2016-05-30,98,76.0,,0.76,74.48
2016-05-31,87,76.0,,0.76,66.12
2016-06-01,92,75.0,False,0.75,69.0
2016-06-02,86,75.0,,0.75,64.5
2016-06-03,94,75.0,,0.75,70.5
2016-06-04,97,75.0,,0.75,72.75
2016-06-05,98,75.0,,0.75,73.5
2016-06-06,86,75.0,,0.75,64.5
2016-06-07,91,75.0,,0.75,68.25
2016-06-08,86,75.0,,0.75,64.5
2016-06-09,91,75.0,,0.75,68.25
2016-06-10,89,75.0,,0.75,66.75
2016-06-11,100,75.0,,0.75,75.0
2016-06-12,94,75.0,,0.75,70.5
2016-06-13,84,75.0,,0.75,63.0
2016-06-14,88,75.0,,0.75,66.0
2016-06-15,85,75.0,,0.75,63.75
2016-06-16,86,75.0,,0.75,64.5
2016-06-17,85,75.0,,0.75,63.75
2016-06-18,93,75.0,,0.75,69.75
2016-06-19,86,75.0,,0.75,64.5
2016-06-20,80,75.0,,0.75,60.0
2016-06-21,84,75.0,,0.75,63.0
2016-06-22,85,75.0,,0.75,63.75
2016-06-23,85,75.0,,0.75,63.75
2016-06-24,87,75.0,,0.75,65.25
2016-06-25,98,75.0,,0.75,73.5
2016-06-26,95,75.0,,0.75,71.25
2016-06-27,85,75.0,,0.75,63.75
2016-06-28,83,75.0,,0.75,62.25
2016-06-29,83,75.0,,0.75,62.25
2016-06-30,86,75.0,,0.75,64.5
2016-07-01,82,72.0,False,0.72,59.04
2016-07-02,96,72.0,,0.72,69.12
2016-07-03,100,72.0,,0.72,72.0
2016-07-04,90,72.0,,0.72,64.8
2016-07-05,82,72.0,,0.72,59.04
2016-07-06,87,72.0,,0.72,62.64
2016-07-07,80,72.0,,0.72,57.599999999999994
2016-07-08,84,72.0,,0.72,60.48
2016-07-09,93,72.0,,0.72,66.96
2016-07-10,92,72.0,,0.72,66.24
2016-07-11,79,72.0,,0.72,56.879999999999995
2016-07-12,75,72.0,,0.72,54.0
2016-07-13,75,72.0,,0.72,54.0
2016-07-14,79,72.0,,0.72,56.879999999999995
2016-07-15,79,72.0,,0.72,56.879999999999995
2016-07-16,92,72.0,,0.72,66.24
2016-07-17,88,72.0,,0.72,63.36
2016-07-18,82,72.0,,0.72,59.04
2016-07-19,77,72.0,,0.72,55.44
2016-07-20,85,72.0,,0.72,61.199999999999996
2016-07-21,77,72.0,,0.72,55.44
2016-07-22,86,72.0,,0.72,61.919999999999995
2016-07-23,94,72.0,,0.72,67.67999999999999
2016-07-24,94,72.0,,0.72,67.67999999999999
2016-07-25,74,72.0,,0.72,53.28
2016-07-26,74,72.0,,0.72,53.28
2016-07-27,80,72.0,,0.72,57.599999999999994
2016-07-28,77,72.0,,0.72,55.44
2016-07-29,86,72.0,,0.72,61.919999999999995
2016-07-30,95,72.0,,0.72,68.39999999999999
2016-07-31,85,72.0,,0.72,61.199999999999996
2016-08-01,88,65.0,False,0.65,57.2
2016-08-02,90,65.0,,0.65,58.5
2016-08-03,87,65.0,,0.65,56.550000000000004
2016-08-04,86,65.0,,0.65,55.9
2016-08-05,91,65.0,,0.65,59.15
2016-08-06,100,65.0,,0.65,65.0
2016-08-07,95,65.0,,0.65,61.75
2016-08-08,77,65.0,,0.65,50.050000000000004
2016-08-09,81,65.0,,0.65,52.65
2016-08-10,84,65.0,,0.65,54.6
2016-08-11,86,65.0,,0.65,55.9
2016-08-12,86,65.0,,0.65,55.9
2016-08-13,94,65.0,,0.65,61.1
2016-08-14,89,65.0,,0.65,57.85
2016-08-15,72,65.0,,0.65,46.800000000000004
2016-08-16,78,65.0,,0.65,50.7
2016-08-17,80,65.0,,0.65,52.0
2016-08-18,77,65.0,,0.65,50.050000000000004
2016-08-19,82,65.0,,0.65,53.300000000000004
2016-08-20,97,65.0,,0.65,63.050000000000004
2016-08-21,85,65.0,,0.65,55.25
2016-08-22,74,65.0,,0.65,48.1
2016-08-23,76,65.0,,0.65,49.4
2016-08-24,82,65.0,,0.65,53.300000000000004
2016-08-25,85,65.0,,0.65,55.25
2016-08-26,87,65.0,,0.65,56.550000000000004
2016-08-27,94,65.0,,0.65,61.1
2016-08-28,88,65.0,,0.65,57.2
2016-08-29,76,65.0,,0.65,49.4
2016-08-30,82,65.0,,0.65,53.300000000000004
2016-08-31,82,65.0,,0.65,53.300000000000004
2016-09-01,76,65.0,False,0.65,49.4
2016-09-02,88,65.0,,0.65,57.2
2016-09-03,96,65.0,,0.65,62.400000000000006
2016-09-04,100,65.0,,0.65,65.0
2016-09-05,95,65.0,,0.65,61.75
2016-09-06,71,65.0,,0.65,46.15
2016-09-07,77,65.0,,0.65,50.050000000000004
2016-09-08,77,65.0,,0.65,50.050000000000004
2016-09-09,84,65.0,,0.65,54.6
2016-09-10,89,65.0,,0.65,57.85
2016-09-11,80,65.0,,0.65,52.0
2016-09-12,73,65.0,,0.65,47.45
2016-09-13,76,65.0,,0.65,49.4
2016-09-14,79,65.0,,0.65,51.35
2016-09-15,77,65.0,,0.65,50.050000000000004
2016-09-16,91,65.0,,0.65,59.15
2016-09-17,93,65.0,,0.65,60.45
2016-09-18,83,65.0,,0.65,53.95
2016-09-19,77,65.0,,0.65,50.050000000000004
2016-09-20,80,65.0,,0.65,52.0
2016-09-21,79,65.0,,0.65,51.35
2016-09-22,82,65.0,,0.65,53.300000000000004
2016-09-23,88,65.0,,0.65,57.2
2016-09-24,91,65.0,,0.65,59.15
2016-09-25,83,65.0,,0.65,53.95
2016-09-26,78,65.0,,0.65,50.7
2016-09-27,82,65.0,,0.65,53.300000000000004
2016-09-28,80,65.0,,0.65,52.0
2016-09-29,83,65.0,,0.65,53.95
2016-09-30,89,65.0,,0.65,57.85
2016-10-01,96,69.0,False,0.69,66.24
2016-10-02,90,69.0,,0.69,62.099999999999994
2016-10-03,82,69.0,,0.69,56.58
2016-10-04,80,69.0,,0.69,55.199999999999996
2016-10-05,88,69.0,,0.69,60.72
2016-10-06,83,69.0,,0.69,57.269999999999996
2016-10-07,88,69.0,,0.69,60.72
2016-10-08,92,69.0,,0.69,63.48
2016-10-09,89,69.0,,0.69,61.41
2016-10-10,85,69.0,,0.69,58.65
2016-10-11,85,69.0,,0.69,58.65
2016-10-12,84,69.0,,0.69,57.959999999999994
2016-10-13,87,69.0,,0.69,60.029999999999994
2016-10-14,91,69.0,,0.69,62.78999999999999
2016-10-15,99,69.0,,0.69,68.30999999999999
2016-10-16,90,69.0,,0.69,62.099999999999994
2016-10-17,86,69.0,,0.69,59.339999999999996
2016-10-18,84,69.0,,0.69,57.959999999999994
2016-10-19,87,69.0,,0.69,60.029999999999994
2016-10-20,90,69.0,,0.69,62.099999999999994
2016-10-21,95,69.0,,0.69,65.55
2016-10-22,100,69.0,,0.69,69.0
2016-10-23,91,69.0,,0.69,62.78999999999999
2016-10-24,81,69.0,,0.69,55.88999999999999
2016-10-25,84,69.0,,0.69,57.959999999999994
2016-10-26,88,69.0,,0.69,60.72
2016-10-27,90,69.0,,0.69,62.099999999999994
2016-10-28,95,69.0,,0.69,65.55
2016-10-29,94,69.0,,0.69,64.86
2016-10-30,92,69.0,,0.69,63.48
2016-10-31,89,69.0,,0.69,61.41
2016-11-01,97,65.0,False,0.65,63.050000000000004
2016-11-02,92,65.0,,0.65,59.800000000000004
2016-11-03,91,65.0,,0.65,59.15
2016-11-04,100,65.0,,0.65,65.0
2016-11-05,90,65.0,,0.65,58.5
2016-11-06,92,65.0,,0.65,59.800000000000004
2016-11-07,84,65.0,,0.65,54.6
2016-11-08,85,65.0,,0.65,55.25
2016-11-09,62,65.0,,0.65,40.300000000000004
2016-11-10,92,65.0,,0.65,59.800000000000004
2016-11-11,93,65.0,,0.65,60.45
2016-11-12,94,65.0,,0.65,61.1
2016-11-13,93,65.0,,0.65,60.45
2016-11-14,83,65.0,,0.65,53.95
2016-11-15,90,65.0,,0.65,58.5
2016-11-16,93,65.0,,0.65,60.45
2016-11-17,89,65.0,,0.65,57.85
2016-11-18,88,65.0,,0.65,57.2
2016-11-19,92,65.0,,0.65,59.800000000000004
2016-11-20,95,65.0,,0.65,61.75
2016-11-21,86,65.0,,0.65,55.9
2016-11-22,88,65.0,,0.65,57.2
2016-11-23,83,65.0,,0.65,53.95
2016-11-24,68,65.0,,0.65,44.2
2016-11-25,82,65.0,,0.65,53.300000000000004
2016-11-26,93,65.0,,0.65,60.45
2016-11-27,82,65.0,,0.65,53.300000000000004
2016-11-28,75,65.0,,0.65,48.75
2016-11-29,87,65.0,,0.65,56.550000000000004
2016-11-30,85,65.0,,0.65,55.25
2016-12-01,96,64.0,False,0.64,61.44
2016-12-02,96,64.0,,0.64,61.44
2016-12-03,94,64.0,,0.64,60.160000000000004
2016-12-04,96,64.0,,0.64,61.44
2016-12-05,90,64.0,,0.64,57.6
2016-12-06,94,64.0,,0.64,60.160000000000004
2016-12-07,91,64.0,,0.64,58.24
2016-12-08,91,64.0,,0.64,58.24
2016-12-09,93,64.0,,0.64,59.52
2016-12-10,92,64.0,,0.64,58.88
2016-12-11,90,64.0,,0.64,57.6
2016-12-12,96,64.0,,0.64,61.44
2016-12-13,94,64.0,,0.64,60.160000000000004
2016-12-14,95,64.0,,0.64,60.800000000000004
2016-12-15,95,64.0,,0.64,60.800000000000004
2016-12-16,92,64.0,,0.64,58.88
2016-12-17,100,64.0,,0.64,64.0
2016-12-18,89,64.0,,0.64,56.96
2016-12-19,85,64.0,,0.64,54.4
2016-12-20,89,64.0,,0.64,56.96
2016-12-21,83,64.0,,0.64,53.120000000000005
2016-12-22,89,64.0,,0.64,56.96
2016-12-23,80,64.0,,0.64,51.2
2016-12-24,78,64.0,,0.64,49.92
2016-12-25,76,64.0,,0.64,48.64
2016-12-26,95,64.0,,0.64,60.800000000000004
2016-12-27,86,64.0,,0.64,55.04
2016-12-28,93,64.0,,0.64,59.52
2016-12-29,97,64.0,,0.64,62.08
2016-12-30,95,64.0,,0.64,60.800000000000004
2016-12-31,97,64.0,,0.64,62.08
2017-01-01,85,69.0,False,0.69,58.65
2017-01-02,84,69.0,,0.69,57.959999999999994
2017-01-03,76,69.0,,0.69,52.44
2017-01-04,76,69.0,,0.69,52.44
2017-01-05,79,69.0,,0.69,54.51
2017-01-06,77,69.0,,0.69,53.129999999999995
2017-01-07,79,69.0,,0.69,54.51
2017-01-08,80,69.0,,0.69,55.199999999999996
2017-01-09,90,69.0,,0.69,62.099999999999994
2017-01-10,83,69.0,,0.69,57.269999999999996
2017-01-11,83,69.0,,0.69,57.269999999999996
2017-01-12,83,69.0,,0.69,57.269999999999996
2017-01-13,90,69.0,,0.69,62.099999999999994
2017-01-14,92,69.0,,0.69,63.48
2017-01-15,94,69.0,,0.69,64.86
2017-01-16,87,69.0,,0.69,60.029999999999994
2017-01-17,75,69.0,,0.69,51.74999999999999
2017-01-18,83,69.0,,0.69,57.269999999999996
2017-01-19,81,69.0,,0.69,55.88999999999999
2017-01-20,86,69.0,,0.69,59.339999999999996
2017-01-21,99,69.0,,0.69,68.30999999999999
2017-01-22,89,69.0,,0.69,61.41
2017-01-23,79,69.0,,0.69,54.51
2017-01-24,79,69.0,,0.69,54.51
2017-01-25,81,69.0,,0.69,55.88999999999999
2017-01-26,82,69.0,,0.69,56.58
2017-01-27,95,69.0,,0.69,65.55
2017-01-28,100,69.0,,0.69,69.0
2017-01-29,90,69.0,,0.69,62.099999999999994
2017-01-30,81,69.0,,0.69,55.88999999999999
2017-01-31,83,69.0,,0.69,57.269999999999996
2017-02-01,80,71.0,False,0.71,56.8
2017-02-02,80,71.0,,0.71,56.8
2017-02-03,90,71.0,,0.71,63.9
2017-02-04,96,71.0,,0.71,68.16
2017-02-05,80,71.0,,0.71,56.8
2017-02-06,68,71.0,,0.71,48.28
2017-02-07,76,71.0,,0.71,53.959999999999994
2017-02-08,78,71.0,,0.71,55.379999999999995
2017-02-09,80,71.0,,0.71,56.8
2017-02-10,86,71.0,,0.71,61.059999999999995
2017-02-11,92,71.0,,0.71,65.32
2017-02-12,88,71.0,,0.71,62.48
2017-02-13,74,71.0,,0.71,52.54
2017-02-14,80,71.0,,0.71,56.8
2017-02-15,81,71.0,,0.71,57.51
2017-02-16,81,71.0,,0.71,57.51
2017-02-17,87,71.0,,0.71,61.769999999999996
2017-02-18,94,71.0,,0.71,66.74
2017-02-19,100,71.0,,0.71,71.0
2017-02-20,84,71.0,,0.71,59.64
2017-02-21,78,71.0,,0.71,55.379999999999995
2017-02-22,83,71.0,,0.71,58.93
2017-02-23,85,71.0,,0.71,60.349999999999994
2017-02-24,89,71.0,,0.71,63.19
2017-02-25,100,71.0,,0.71,71.0
2017-02-26,93,71.0,,0.71,66.03
2017-02-27,76,71.0,,0.71,53.959999999999994
2017-02-28,80,71.0,,0.71,56.8
2017-03-01,82,75.0,False,0.75,61.5
2017-03-02,82,75.0,,0.75,61.5
2017-03-03,88,75.0,,0.75,66.0
2017-03-04,96,75.0,,0.75,72.0
2017-03-05,94,75.0,,0.75,70.5
2017-03-06,81,75.0,,0.75,60.75
2017-03-07,82,75.0,,0.75,61.5
2017-03-08,86,75.0,,0.75,64.5
2017-03-09,86,75.0,,0.75,64.5
2017-03-10,89,75.0,,0.75,66.75
2017-03-11,99,75.0,,0.75,74.25
2017-03-12,94,75.0,,0.75,70.5
2017-03-13,84,75.0,,0.75,63.0
2017-03-14,86,75.0,,0.75,64.5
2017-03-15,86,75.0,,0.75,64.5
2017-03-16,90,75.0,,0.75,67.5
2017-03-17,96,75.0,,0.75,72.0
2017-03-18,97,75.0,,0.75,72.75
2017-03-19,91,75.0,,0.75,68.25
2017-03-20,84,75.0,,0.75,63.0
2017-03-21,82,75.0,,0.75,61.5
2017-03-22,87,75.0,,0.75,65.25
2017-03-23,86,75.0,,0.75,64.5
2017-03-24,96,75.0,,0.75,72.0
2017-03-25,100,75.0,,0.75,75.0
2017-03-26,94,75.0,,0.75,70.5
2017-03-27,84,75.0,,0.75,63.0
2017-03-28,84,75.0,,0.75,63.0
2017-03-29,86,75.0,,0.75,64.5
2017-03-30,88,75.0,,0.75,66.0
2017-03-31,95,75.0,,0.75,71.25
2017-04-01,96,73.0,False,0.73,70.08
2017-04-02,97,73.0,,0.73,70.81
2017-04-03,82,73.0,,0.73,59.86
2017-04-04,90,73.0,,0.73,65.7
2017-04-05,88,73.0,,0.73,64.24
2017-04-06,87,73.0,,0.73,63.51
2017-04-07,91,73.0,,0.73,66.42999999999999
2017-04-08,100,73.0,,0.73,73.0
2017-04-09,94,73.0,,0.73,68.62
2017-04-10,86,73.0,,0.73,62.78
2017-04-11,88,73.0,,0.73,64.24
2017-04-12,89,73.0,,0.73,64.97
2017-04-13,88,73.0,,0.73,64.24
2017-04-14,91,73.0,,0.73,66.42999999999999
2017-04-15,87,73.0,,0.73,63.51
2017-04-16,79,73.0,,0.73,57.67
2017-04-17,77,73.0,,0.73,56.21
2017-04-18,78,73.0,,0.73,56.94
2017-04-19,87,73.0,,0.73,63.51
2017-04-20,87,73.0,,0.73,63.51
2017-04-21,93,73.0,,0.73,67.89
2017-04-22,100,73.0,,0.73,73.0
2017-04-23,85,73.0,,0.73,62.05
2017-04-24,81,73.0,,0.73,59.129999999999995
2017-04-25,86,73.0,,0.73,62.78
2017-04-26,81,73.0,,0.73,59.129999999999995
2017-04-27,86,73.0,,0.73,62.78
2017-04-28,91,73.0,,0.73,66.42999999999999
2017-04-29,92,73.0,,0.73,67.16
2017-04-30,84,73.0,,0.73,61.32
2017-05-01,76,76.0,False,0.76,57.76
2017-05-02,80,76.0,,0.76,60.8
2017-05-03,81,76.0,,0.76,61.56
2017-05-04,81,76.0,,0.76,61.56
2017-05-05,84,76.0,,0.76,63.84
2017-05-06,86,76.0,,0.76,65.36
2017-05-07,86,76.0,,0.76,65.36
2017-05-08,81,76.0,,0.76,61.56
2017-05-09,83,76.0,,0.76,63.08
2017-05-10,84,76.0,,0.76,63.84
2017-05-11,85,76.0,,0.76,64.6
2017-05-12,80,76.0,,0.76,60.8
2017-05-13,86,76.0,,0.76,65.36
2017-05-14,79,76.0,,0.76,60.04
2017-05-15,82,76.0,,0.76,62.32
2017-05-16,83,76.0,,0.76,63.08
2017-05-17,83,76.0,,0.76,63.08
2017-05-18,85,76.0,,0.76,64.6
2017-05-19,91,76.0,,0.76,69.16
2017-05-20,92,76.0,,0.76,69.92
2017-05-21,84,76.0,,0.76,63.84
2017-05-22,87,76.0,,0.76,66.12
2017-05-23,87,76.0,,0.76,66.12
2017-05-24,87,76.0,,0.76,66.12
2017-05-25,90,76.0,,0.76,68.4
2017-05-26,88,76.0,,0.76,66.88
2017-05-27,100,76.0,,0.76,76.0
2017-05-28,98,76.0,,0.76,74.48
2017-05-29,95,76.0,,0.76,72.2
2017-05-30,86,76.0,,0.76,65.36
2017-05-31,93,76.0,,0.76,70.68
2017-06-01,84,76.0,False,0.76,63.84
2017-06-02,90,76.0,,0.76,68.4
2017-06-03,95,76.0,,0.76,72.2
2017-06-04,90,76.0,,0.76,68.4
2017-06-05,80,76.0,,0.76,60.8
2017-06-06,82,76.0,,0.76,62.32
2017-06-07,82,76.0,,0.76,62.32
2017-06-08,83,76.0,,0.76,63.08
2017-06-09,84,76.0,,0.76,63.84
2017-06-10,100,76.0,,0.76,76.0
2017-06-11,87,76.0,,0.76,66.12
2017-06-12,84,76.0,,0.76,63.84
2017-06-13,80,76.0,,0.76,60.8
2017-06-14,81,76.0,,0.76,61.56
2017-06-15,81,76.0,,0.76,61.56
2017-06-16,87,76.0,,0.76,66.12
2017-06-17,93,76.0,,0.76,70.68
2017-06-18,86,76.0,,0.76,65.36
2017-06-19,80,76.0,,0.76,60.8
2017-06-20,81,76.0,,0.76,61.56
2017-06-21,80,76.0,,0.76,60.8
2017-06-22,81,76.0,,0.76,61.56
2017-06-23,82,76.0,,0.76,62.32
2017-06-24,95,76.0,,0.76,72.2
2017-06-25,96,76.0,,0.76,72.96000000000001
2017-06-26,83,76.0,,0.76,63.08
2017-06-27,80,76.0,,0.76,60.8
2017-06-28,81,76.0,,0.76,61.56
2017-06-29,88,76.0,,0.76,66.88
2017-06-30,83,76.0,,0.76,63.08
2017-07-01,91,75.0,False,0.75,68.25
2017-07-02,95,75.0,,0.75,71.25
2017-07-03,92,75.0,,0.75,69.0
2017-07-04,89,75.0,,0.75,66.75
2017-07-05,81,75.0,,0.75,60.75
2017-07-06,87,75.0,,0.75,65.25
2017-07-07,81,75.0,,0.75,60.75
2017-07-08,100,75.0,,0.75,75.0
2017-07-09,94,75.0,,0.75,70.5
2017-07-10,82,75.0,,0.75,61.5
2017-07-11,77,75.0,,0.75,57.75
2017-07-12,77,75.0,,0.75,57.75
2017-07-13,83,75.0,,0.75,62.25
2017-07-14,87,75.0,,0.75,65.25
