date,fun_unscaled,fun_monthly,isPartial,scale,fun
2014-03-19,90,76.0,,0.76,68.4
2014-03-20,86,76.0,,0.76,65.36
2014-03-21,92,76.0,,0.76,69.92
2014-03-22,97,76.0,,0.76,73.72
2014-03-23,96,76.0,,0.76,72.96000000000001
2014-03-24,80,76.0,,0.76,60.8
2014-03-25,92,76.0,,0.76,69.92
2014-03-26,89,76.0,,0.76,67.64
2014-03-27,86,76.0,,0.76,65.36
2014-03-28,94,76.0,,0.76,71.44
2014-03-29,98,76.0,,0.76,74.48
2014-03-30,92,76.0,,0.76,69.92
2014-03-31,81,76.0,,0.76,61.56
2014-04-01,86,76.0,False,0.76,65.36
2014-04-02,88,76.0,,0.76,66.88
2014-04-03,92,76.0,,0.76,69.92
2014-04-04,92,76.0,,0.76,69.92
2014-04-05,95,76.0,,0.76,72.2
2014-04-06,90,76.0,,0.76,68.4
2014-04-07,85,76.0,,0.76,64.6
2014-04-08,84,76.0,,0.76,63.84
2014-04-09,82,76.0,,0.76,62.32
2014-04-10,88,76.0,,0.76,66.88
2014-04-11,89,76.0,,0.76,67.64
2014-04-12,100,76.0,,0.76,76.0
2014-04-13,89,76.0,,0.76,67.64
2014-04-14,78,76.0,,0.76,59.28
2014-04-15,84,76.0,,0.76,63.84
2014-04-16,85,76.0,,0.76,64.6
2014-04-17,84,76.0,,0.76,63.84
2014-04-18,92,76.0,,0.76,69.92
2014-04-19,95,76.0,,0.76,72.2
2014-04-20,80,76.0,,0.76,60.8
2014-04-21,81,76.0,,0.76,61.56
2014-04-22,83,76.0,,0.76,63.08
2014-04-23,81,76.0,,0.76,61.56
2014-04-24,87,76.0,,0.76,66.12
2014-04-25,92,76.0,,0.76,69.92
2014-04-26,94,76.0,,0.76,71.44
2014-04-27,90,76.0,,0.76,68.4
2014-04-28,84,76.0,,0.76,63.84
2014-04-29,86,76.0,,0.76,65.36
2014-04-30,87,76.0,,0.76,66.12
2014-05-01,85,82.0,False,0.82,69.7
2014-05-02,84,82.0,,0.82,68.88
2014-05-03,82,82.0,,0.82,67.24
2014-05-04,79,82.0,,0.82,64.78
2014-05-05,81,82.0,,0.82,66.42
2014-05-06,83,82.0,,0.82,68.06
2014-05-07,83,82.0,,0.82,68.06
2014-05-08,86,82.0,,0.82,70.52
2014-05-09,88,82.0,,0.82,72.16
2014-05-10,84,82.0,,0.82,68.88
2014-05-11,83,82.0,,0.82,68.06
2014-05-12,80,82.0,,0.82,65.6
2014-05-13,87,82.0,,0.82,71.33999999999999
2014-05-14,80,82.0,,0.82,65.6
2014-05-15,83,82.0,,0.82,68.06
2014-05-16,90,82.0,,0.82,73.8
2014-05-17,92,82.0,,0.82,75.44
2014-05-18,91,82.0,,0.82,74.61999999999999
2014-05-19,83,82.0,,0.82,68.06
2014-05-20,95,82.0,,0.82,77.89999999999999
2014-05-21,91,82.0,,0.82,74.61999999999999
2014-05-22,92,82.0,,0.82,75.44
2014-05-23,94,82.0,,0.82,77.08
2014-05-24,96,82.0,,0.82,78.72
2014-05-25,100,82.0,,0.82,82.0
2014-05-26,96,82.0,,0.82,78.72
2014-05-27,89,82.0,,0.82,72.97999999999999
2014-05-28,93,82.0,,0.82,76.25999999999999
2014-05-29,90,82.0,,0.82,73.8
2014-05-30,91,82.0,,0.82,74.61999999999999
2014-05-31,93,82.0,,0.82,76.25999999999999
2014-06-01,99,81.0,False,0.81,80.19000000000001
2014-06-02,92,81.0,,0.81,74.52000000000001
2014-06-03,91,81.0,,0.81,73.71000000000001
2014-06-04,94,81.0,,0.81,76.14
2014-06-05,93,81.0,,0.81,75.33
2014-06-06,94,81.0,,0.81,76.14
2014-06-07,99,81.0,,0.81,80.19000000000001
2014-06-08,96,81.0,,0.81,77.76
2014-06-09,86,81.0,,0.81,69.66000000000001
2014-06-10,90,81.0,,0.81,72.9
2014-06-11,93,81.0,,0.81,75.33
2014-06-12,86,81.0,,0.81,69.66000000000001
2014-06-13,84,81.0,,0.81,68.04
2014-06-14,96,81.0,,0.81,77.76
2014-06-15,93,81.0,,0.81,75.33
2014-06-16,93,81.0,,0.81,75.33
2014-06-17,87,81.0,,0.81,70.47
2014-06-18,89,81.0,,0.81,72.09
2014-06-19,93,81.0,,0.81,75.33
2014-06-20,86,81.0,,0.81,69.66000000000001
2014-06-21,99,81.0,,0.81,80.19000000000001
2014-06-22,96,81.0,,0.81,77.76
2014-06-23,90,81.0,,0.81,72.9
2014-06-24,90,81.0,,0.81,72.9
2014-06-25,87,81.0,,0.81,70.47
2014-06-26,88,81.0,,0.81,71.28
2014-06-27,92,81.0,,0.81,74.52000000000001
2014-06-28,97,81.0,,0.81,78.57000000000001
2014-06-29,100,81.0,,0.81,81.0
2014-06-30,89,81.0,,0.81,72.09
2014-07-01,84,80.0,False,0.8,67.2
2014-07-02,90,80.0,,0.8,72.0
2014-07-03,83,80.0,,0.8,66.4
2014-07-04,95,80.0,,0.8,76.0
2014-07-05,98,80.0,,0.8,78.4
2014-07-06,97,80.0,,0.8,77.60000000000001
2014-07-07,84,80.0,,0.8,67.2
2014-07-08,86,80.0,,0.8,68.8
2014-07-09,81,80.0,,0.8,64.8
2014-07-10,83,80.0,,0.8,66.4
2014-07-11,91,80.0,,0.8,72.8
2014-07-12,97,80.0,,0.8,77.60000000000001
2014-07-13,89,80.0,,0.8,71.2
2014-07-14,92,80.0,,0.8,73.60000000000001
2014-07-15,93,80.0,,0.8,74.4
2014-07-16,94,80.0,,0.8,75.2
2014-07-17,89,80.0,,0.8,71.2
2014-07-18,93,80.0,,0.8,74.4
2014-07-19,100,80.0,,0.8,80.0
2014-07-20,97,80.0,,0.8,77.60000000000001
2014-07-21,86,80.0,,0.8,68.8
2014-07-22,89,80.0,,0.8,71.2
2014-07-23,82,80.0,,0.8,65.60000000000001
2014-07-24,93,80.0,,0.8,74.4
2014-07-25,88,80.0,,0.8,70.4
2014-07-26,99,80.0,,0.8,79.2
2014-07-27,95,80.0,,0.8,76.0
2014-07-28,83,80.0,,0.8,66.4
2014-07-29,81,80.0,,0.8,64.8
2014-07-30,77,80.0,,0.8,61.6
2014-07-31,80,80.0,,0.8,64.0
2014-08-01,89,72.0,False,0.72,64.08
2014-08-02,100,72.0,,0.72,72.0
2014-08-03,92,72.0,,0.72,66.24
2014-08-04,83,72.0,,0.72,59.76
2014-08-05,84,72.0,,0.72,60.48
2014-08-06,85,72.0,,0.72,61.199999999999996
2014-08-07,79,72.0,,0.72,56.879999999999995
2014-08-08,83,72.0,,0.72,59.76
2014-08-09,98,72.0,,0.72,70.56
2014-08-10,86,72.0,,0.72,61.919999999999995
2014-08-11,76,72.0,,0.72,54.72
2014-08-12,79,72.0,,0.72,56.879999999999995
2014-08-13,75,72.0,,0.72,54.0
2014-08-14,74,72.0,,0.72,53.28
2014-08-15,85,72.0,,0.72,61.199999999999996
2014-08-16,94,72.0,,0.72,67.67999999999999
2014-08-17,90,72.0,,0.72,64.8
2014-08-18,73,72.0,,0.72,52.559999999999995
2014-08-19,76,72.0,,0.72,54.72
2014-08-20,75,72.0,,0.72,54.0
2014-08-21,80,72.0,,0.72,57.599999999999994
2014-08-22,84,72.0,,0.72,60.48
2014-08-23,92,72.0,,0.72,66.24
2014-08-24,82,72.0,,0.72,59.04
2014-08-25,72,72.0,,0.72,51.839999999999996
2014-08-26,74,72.0,,0.72,53.28
2014-08-27,76,72.0,,0.72,54.72
2014-08-28,76,72.0,,0.72,54.72
2014-08-29,84,72.0,,0.72,60.48
2014-08-30,92,72.0,,0.72,66.24
2014-08-31,94,72.0,,0.72,67.67999999999999
2014-09-01,96,69.0,False,0.69,66.24
2014-09-02,76,69.0,,0.69,52.44
2014-09-03,71,69.0,,0.69,48.989999999999995
2014-09-04,83,69.0,,0.69,57.269999999999996
2014-09-05,83,69.0,,0.69,57.269999999999996
2014-09-06,93,69.0,,0.69,64.17
2014-09-07,85,69.0,,0.69,58.65
2014-09-08,75,69.0,,0.69,51.74999999999999
2014-09-09,77,69.0,,0.69,53.129999999999995
2014-09-10,80,69.0,,0.69,55.199999999999996
2014-09-11,77,69.0,,0.69,53.129999999999995
2014-09-12,82,69.0,,0.69,56.58
2014-09-13,87,69.0,,0.69,60.029999999999994
2014-09-14,92,69.0,,0.69,63.48
2014-09-15,78,69.0,,0.69,53.81999999999999
2014-09-16,80,69.0,,0.69,55.199999999999996
2014-09-17,81,69.0,,0.69,55.88999999999999
2014-09-18,80,69.0,,0.69,55.199999999999996
2014-09-19,89,69.0,,0.69,61.41
2014-09-20,92,69.0,,0.69,63.48
2014-09-21,83,69.0,,0.69,57.269999999999996
2014-09-22,74,69.0,,0.69,51.059999999999995
2014-09-23,83,69.0,,0.69,57.269999999999996
2014-09-24,83,69.0,,0.69,57.269999999999996
2014-09-25,87,69.0,,0.69,60.029999999999994
2014-09-26,91,69.0,,0.69,62.78999999999999
2014-09-27,100,69.0,,0.69,69.0
2014-09-28,89,69.0,,0.69,61.41
2014-09-29,81,69.0,,0.69,55.88999999999999
2014-09-30,79,69.0,,0.69,54.51
2014-10-01,91,70.0,False,0.7,63.699999999999996
2014-10-02,90,70.0,,0.7,62.99999999999999
2014-10-03,92,70.0,,0.7,64.39999999999999
2014-10-04,91,70.0,,0.7,63.699999999999996
2014-10-05,88,70.0,,0.7,61.599999999999994
2014-10-06,78,70.0,,0.7,54.599999999999994
2014-10-07,81,70.0,,0.7,56.699999999999996
2014-10-08,81,70.0,,0.7,56.699999999999996
2014-10-09,86,70.0,,0.7,60.199999999999996
2014-10-10,91,70.0,,0.7,63.699999999999996
2014-10-11,100,70.0,,0.7,70.0
2014-10-12,96,70.0,,0.7,67.19999999999999
2014-10-13,91,70.0,,0.7,63.699999999999996
2014-10-14,86,70.0,,0.7,60.199999999999996
2014-10-15,91,70.0,,0.7,63.699999999999996
2014-10-16,89,70.0,,0.7,62.3
2014-10-17,94,70.0,,0.7,65.8
2014-10-18,96,70.0,,0.7,67.19999999999999
2014-10-19,85,70.0,,0.7,59.49999999999999
2014-10-20,85,70.0,,0.7,59.49999999999999
2014-10-21,90,70.0,,0.7,62.99999999999999
2014-10-22,84,70.0,,0.7,58.8
2014-10-23,90,70.0,,0.7,62.99999999999999
2014-10-24,98,70.0,,0.7,68.6
2014-10-25,91,70.0,,0.7,63.699999999999996
2014-10-26,90,70.0,,0.7,62.99999999999999
2014-10-27,86,70.0,,0.7,60.199999999999996
2014-10-28,86,70.0,,0.7,60.199999999999996
2014-10-29,91,70.0,,0.7,63.699999999999996
2014-10-30,93,70.0,,0.7,65.1
2014-10-31,95,70.0,,0.7,66.5
2014-11-01,92,70.0,False,0.7,64.39999999999999
2014-11-02,85,70.0,,0.7,59.49999999999999
2014-11-03,85,70.0,,0.7,59.49999999999999
2014-11-04,88,70.0,,0.7,61.599999999999994
2014-11-05,86,70.0,,0.7,60.199999999999996
2014-11-06,95,70.0,,0.7,66.5
2014-11-07,100,70.0,,0.7,70.0
2014-11-08,99,70.0,,0.7,69.3
2014-11-09,88,70.0,,0.7,61.599999999999994
2014-11-10,82,70.0,,0.7,57.4
2014-11-11,86,70.0,,0.7,60.199999999999996
2014-11-12,88,70.0,,0.7,61.599999999999994
2014-11-13,85,70.0,,0.7,59.49999999999999
2014-11-14,92,70.0,,0.7,64.39999999999999
2014-11-15,86,70.0,,0.7,60.199999999999996
2014-11-16,88,70.0,,0.7,61.599999999999994
2014-11-17,83,70.0,,0.7,58.099999999999994
2014-11-18,86,70.0,,0.7,60.199999999999996
2014-11-19,87,70.0,,0.7,60.9
2014-11-20,92,70.0,,0.7,64.39999999999999
2014-11-21,96,70.0,,0.7,67.19999999999999
2014-11-22,91,70.0,,0.7,63.699999999999996
2014-11-23,84,70.0,,0.7,58.8
2014-11-24,87,70.0,,0.7,60.9
2014-11-25,84,70.0,,0.7,58.8
2014-11-26,77,70.0,,0.7,53.9
2014-11-27,66,70.0,,0.7,46.199999999999996
2014-11-28,79,70.0,,0.7,55.3
2014-11-29,82,70.0,,0.7,57.4
2014-11-30,79,70.0,,0.7,55.3
2014-12-01,78,69.0,False,0.69,53.81999999999999
2014-12-02,86,69.0,,0.69,59.339999999999996
2014-12-03,90,69.0,,0.69,62.099999999999994
2014-12-04,90,69.0,,0.69,62.099999999999994
2014-12-05,91,69.0,,0.69,62.78999999999999
2014-12-06,92,69.0,,0.69,63.48
2014-12-07,90,69.0,,0.69,62.099999999999994
2014-12-08,85,69.0,,0.69,58.65
2014-12-09,90,69.0,,0.69,62.099999999999994
2014-12-10,89,69.0,,0.69,61.41
2014-12-11,97,69.0,,0.69,66.92999999999999
2014-12-12,100,69.0,,0.69,69.0
2014-12-13,94,69.0,,0.69,64.86
2014-12-14,88,69.0,,0.69,60.72
2014-12-15,88,69.0,,0.69,60.72
2014-12-16,93,69.0,,0.69,64.17
2014-12-17,94,69.0,,0.69,64.86
2014-12-18,97,69.0,,0.69,66.92999999999999
2014-12-19,94,69.0,,0.69,64.86
2014-12-20,89,69.0,,0.69,61.41
2014-12-21,92,69.0,,0.69,63.48
2014-12-22,89,69.0,,0.69,61.41
2014-12-23,84,69.0,,0.69,57.959999999999994
2014-12-24,80,69.0,,0.69,55.199999999999996
2014-12-25,76,69.0,,0.69,52.44
2014-12-26,89,69.0,,0.69,61.41
2014-12-27,98,69.0,,0.69,67.61999999999999
2014-12-28,99,69.0,,0.69,68.30999999999999
2014-12-29,86,69.0,,0.69,59.339999999999996
2014-12-30,90,69.0,,0.69,62.099999999999994
2014-12-31,95,69.0,,0.69,65.55
2015-01-01,94,72.0,False,0.72,67.67999999999999
2015-01-02,85,72.0,,0.72,61.199999999999996
2015-01-03,89,72.0,,0.72,64.08
2015-01-04,88,72.0,,0.72,63.36
2015-01-05,74,72.0,,0.72,53.28
2015-01-06,88,72.0,,0.72,63.36
2015-01-07,84,72.0,,0.72,60.48
2015-01-08,84,72.0,,0.72,60.48
2015-01-09,89,72.0,,0.72,64.08
2015-01-10,96,72.0,,0.72,69.12
2015-01-11,87,72.0,,0.72,62.64
2015-01-12,81,72.0,,0.72,58.32
2015-01-13,85,72.0,,0.72,61.199999999999996
2015-01-14,88,72.0,,0.72,63.36
2015-01-15,90,72.0,,0.72,64.8
2015-01-16,100,72.0,,0.72,72.0
2015-01-17,98,72.0,,0.72,70.56
2015-01-18,95,72.0,,0.72,68.39999999999999
2015-01-19,84,72.0,,0.72,60.48
2015-01-20,84,72.0,,0.72,60.48
2015-01-21,84,72.0,,0.72,60.48
2015-01-22,90,72.0,,0.72,64.8
2015-01-23,93,72.0,,0.72,66.96
2015-01-24,96,72.0,,0.72,69.12
2015-01-25,90,72.0,,0.72,64.8
2015-01-26,85,72.0,,0.72,61.199999999999996
2015-01-27,91,72.0,,0.72,65.52
2015-01-28,97,72.0,,0.72,69.84
2015-01-29,90,72.0,,0.72,64.8
2015-01-30,99,72.0,,0.72,71.28
2015-01-31,92,72.0,,0.72,66.24
2015-02-01,75,72.0,False,0.72,54.0
2015-02-02,74,72.0,,0.72,53.28
2015-02-03,82,72.0,,0.72,59.04
2015-02-04,84,72.0,,0.72,60.48
2015-02-05,84,72.0,,0.72,60.48
2015-02-06,100,72.0,,0.72,72.0
2015-02-07,86,72.0,,0.72,61.919999999999995
2015-02-08,81,72.0,,0.72,58.32
2015-02-09,81,72.0,,0.72,58.32
2015-02-10,81,72.0,,0.72,58.32
2015-02-11,85,72.0,,0.72,61.199999999999996
2015-02-12,84,72.0,,0.72,60.48
2015-02-13,88,72.0,,0.72,63.36
2015-02-14,89,72.0,,0.72,64.08
2015-02-15,87,72.0,,0.72,62.64
2015-02-16,86,72.0,,0.72,61.919999999999995
2015-02-17,80,72.0,,0.72,57.599999999999994
2015-02-18,82,72.0,,0.72,59.04
2015-02-19,83,72.0,,0.72,59.76
2015-02-20,90,72.0,,0.72,64.8
2015-02-21,97,72.0,,0.72,69.84
2015-02-22,92,72.0,,0.72,66.24
2015-02-23,77,72.0,,0.72,55.44
2015-02-24,82,72.0,,0.72,59.04
2015-02-25,84,72.0,,0.72,60.48
2015-02-26,81,72.0,,0.72,58.32
2015-02-27,82,72.0,,0.72,59.04
2015-02-28,98,72.0,,0.72,70.56
2015-03-01,87,77.0,False,0.77,66.99
2015-03-02,81,77.0,,0.77,62.370000000000005
2015-03-03,84,77.0,,0.77,64.68
2015-03-04,84,77.0,,0.77,64.68
2015-03-05,86,77.0,,0.77,66.22
2015-03-06,94,77.0,,0.77,72.38
2015-03-07,97,77.0,,0.77,74.69
2015-03-08,91,77.0,,0.77,70.07000000000001
2015-03-09,86,77.0,,0.77,66.22
2015-03-10,87,77.0,,0.77,66.99
2015-03-11,86,77.0,,0.77,66.22
2015-03-12,91,77.0,,0.77,70.07000000000001
2015-03-13,96,77.0,,0.77,73.92
2015-03-14,94,77.0,,0.77,72.38
2015-03-15,85,77.0,,0.77,65.45
2015-03-16,87,77.0,,0.77,66.99
2015-03-17,85,77.0,,0.77,65.45
2015-03-18,94,77.0,,0.77,72.38
2015-03-19,88,77.0,,0.77,67.76
2015-03-20,92,77.0,,0.77,70.84
2015-03-21,96,77.0,,0.77,73.92
2015-03-22,87,77.0,,0.77,66.99
2015-03-23,83,77.0,,0.77,63.910000000000004
2015-03-24,93,77.0,,0.77,71.61
2015-03-25,87,77.0,,0.77,66.99
2015-03-26,89,77.0,,0.77,68.53
2015-03-27,96,77.0,,0.77,73.92
2015-03-28,100,77.0,,0.77,77.0
2015-03-29,89,77.0,,0.77,68.53
2015-03-30,88,77.0,,0.77,67.76
2015-03-31,99,77.0,,0.77,76.23
2015-04-01,90,75.0,False,0.75,67.5
2015-04-02,91,75.0,,0.75,68.25
2015-04-03,87,75.0,,0.75,65.25
2015-04-04,94,75.0,,0.75,70.5
2015-04-05,81,75.0,,0.75,60.75
2015-04-06,81,75.0,,0.75,60.75
2015-04-07,81,75.0,,0.75,60.75
2015-04-08,84,75.0,,0.75,63.0
2015-04-09,83,75.0,,0.75,62.25
2015-04-10,96,75.0,,0.75,72.0
2015-04-11,96,75.0,,0.75,72.0
2015-04-12,86,75.0,,0.75,64.5
2015-04-13,90,75.0,,0.75,67.5
2015-04-14,86,75.0,,0.75,64.5
2015-04-15,88,75.0,,0.75,66.0
2015-04-16,92,75.0,,0.75,69.0
2015-04-17,98,75.0,,0.75,73.5
2015-04-18,91,75.0,,0.75,68.25
2015-04-19,91,75.0,,0.75,68.25
2015-04-20,93,75.0,,0.75,69.75
2015-04-21,89,75.0,,0.75,66.75
2015-04-22,86,75.0,,0.75,64.5
2015-04-23,92,75.0,,0.75,69.0
2015-04-24,94,75.0,,0.75,70.5
2015-04-25,100,75.0,,0.75,75.0
2015-04-26,87,75.0,,0.75,65.25
2015-04-27,86,75.0,,0.75,64.5
2015-04-28,90,75.0,,0.75,67.5
2015-04-29,92,75.0,,0.75,69.0
2015-04-30,85,75.0,,0.75,63.75
2015-05-01,83,83.0,False,0.83,68.89
2015-05-02,71,83.0,,0.83,58.93
2015-05-03,69,83.0,,0.83,57.269999999999996
2015-05-04,80,83.0,,0.83,66.39999999999999
2015-05-05,75,83.0,,0.83,62.25
2015-05-06,80,83.0,,0.83,66.39999999999999
2015-05-07,86,83.0,,0.83,71.38
2015-05-08,85,83.0,,0.83,70.55
2015-05-09,75,83.0,,0.83,62.25
2015-05-10,73,83.0,,0.83,60.589999999999996
2015-05-11,78,83.0,,0.83,64.74
2015-05-12,85,83.0,,0.83,70.55
2015-05-13,82,83.0,,0.83,68.06
2015-05-14,85,83.0,,0.83,70.55
2015-05-15,93,83.0,,0.83,77.19
2015-05-16,86,83.0,,0.83,71.38
2015-05-17,81,83.0,,0.83,67.22999999999999
2015-05-18,84,83.0,,0.83,69.72
2015-05-19,87,83.0,,0.83,72.21
2015-05-20,92,83.0,,0.83,76.36
2015-05-21,98,83.0,,0.83,81.33999999999999
2015-05-22,88,83.0,,0.83,73.03999999999999
2015-05-23,92,83.0,,0.83,76.36
2015-05-24,100,83.0,,0.83,83.0
2015-05-25,90,83.0,,0.83,74.7
2015-05-26,88,83.0,,0.83,73.03999999999999
2015-05-27,90,83.0,,0.83,74.7
2015-05-28,95,83.0,,0.83,78.85
2015-05-29,86,83.0,,0.83,71.38
2015-05-30,91,83.0,,0.83,75.53
2015-05-31,86,83.0,,0.83,71.38
2015-06-01,74,84.0,False,0.84,62.16
2015-06-02,76,84.0,,0.84,63.839999999999996
2015-06-03,76,84.0,,0.84,63.839999999999996
2015-06-04,78,84.0,,0.84,65.52
2015-06-05,77,84.0,,0.84,64.67999999999999
2015-06-06,73,84.0,,0.84,61.32
2015-06-07,77,84.0,,0.84,64.67999999999999
2015-06-08,100,84.0,,0.84,84.0
2015-06-09,79,84.0,,0.84,66.36
2015-06-10,76,84.0,,0.84,63.839999999999996
2015-06-11,75,84.0,,0.84,63.0
2015-06-12,70,84.0,,0.84,58.8
2015-06-13,81,84.0,,0.84,68.03999999999999
2015-06-14,75,84.0,,0.84,63.0
2015-06-15,73,84.0,,0.84,61.32
2015-06-16,67,84.0,,0.84,56.28
2015-06-17,68,84.0,,0.84,57.12
2015-06-18,69,84.0,,0.84,57.96
2015-06-19,72,84.0,,0.84,60.48
2015-06-20,76,84.0,,0.84,63.839999999999996
2015-06-21,77,84.0,,0.84,64.67999999999999
2015-06-22,66,84.0,,0.84,55.44
2015-06-23,68,84.0,,0.84,57.12
2015-06-24,70,84.0,,0.84,58.8
2015-06-25,75,84.0,,0.84,63.0
2015-06-26,74,84.0,,0.84,62.16
2015-06-27,81,84.0,,0.84,68.03999999999999
2015-06-28,79,84.0,,0.84,66.36
2015-06-29,72,84.0,,0.84,60.48
2015-06-30,70,84.0,,0.84,58.8
2015-07-01,89,78.0,False,0.78,69.42
2015-07-02,87,78.0,,0.78,67.86
2015-07-03,92,78.0,,0.78,71.76
2015-07-04,93,78.0,,0.78,72.54
2015-07-05,90,78.0,,0.78,70.2
2015-07-06,81,78.0,,0.78,63.18
2015-07-07,84,78.0,,0.78,65.52
2015-07-08,81,78.0,,0.78,63.18
2015-07-09,87,78.0,,0.78,67.86
2015-07-10,87,78.0,,0.78,67.86
2015-07-11,100,78.0,,0.78,78.0
2015-07-12,98,78.0,,0.78,76.44
2015-07-13,82,78.0,,0.78,63.96
2015-07-14,84,78.0,,0.78,65.52
2015-07-15,81,78.0,,0.78,63.18
2015-07-16,79,78.0,,0.78,61.620000000000005
2015-07-17,89,78.0,,0.78,69.42
2015-07-18,100,78.0,,0.78,78.0
2015-07-19,93,78.0,,0.78,72.54
2015-07-20,83,78.0,,0.78,64.74000000000001
2015-07-21,84,78.0,,0.78,65.52
2015-07-22,84,78.0,,0.78,65.52
2015-07-23,86,78.0,,0.78,67.08
2015-07-24,85,78.0,,0.78,66.3
2015-07-25,98,78.0,,0.78,76.44
2015-07-26,90,78.0,,0.78,70.2
2015-07-27,81,78.0,,0.78,63.18
2015-07-28,83,78.0,,0.78,64.74000000000001
2015-07-29,78,78.0,,0.78,60.84
2015-07-30,79,78.0,,0.78,61.620000000000005
2015-07-31,83,78.0,,0.78,64.74000000000001
2015-08-01,99,72.0,False,0.72,71.28
2015-08-02,88,72.0,,0.72,63.36
2015-08-03,83,72.0,,0.72,59.76
2015-08-04,82,72.0,,0.72,59.04
2015-08-05,83,72.0,,0.72,59.76
2015-08-06,84,72.0,,0.72,60.48
2015-08-07,82,72.0,,0.72,59.04
2015-08-08,100,72.0,,0.72,72.0
2015-08-09,98,72.0,,0.72,70.56
2015-08-10,79,72.0,,0.72,56.879999999999995
2015-08-11,73,72.0,,0.72,52.559999999999995
2015-08-12,78,72.0,,0.72,56.16
2015-08-13,79,72.0,,0.72,56.879999999999995
2015-08-14,90,72.0,,0.72,64.8
2015-08-15,98,72.0,,0.72,70.56
2015-08-16,85,72.0,,0.72,61.199999999999996
2015-08-17,76,72.0,,0.72,54.72
2015-08-18,84,72.0,,0.72,60.48
2015-08-19,75,72.0,,0.72,54.0
2015-08-20,81,72.0,,0.72,58.32
2015-08-21,86,72.0,,0.72,61.919999999999995
2015-08-22,93,72.0,,0.72,66.96
2015-08-23,84,72.0,,0.72,60.48
2015-08-24,76,72.0,,0.72,54.72
2015-08-25,82,72.0,,0.72,59.04
2015-08-26,79,72.0,,0.72,56.879999999999995
2015-08-27,79,72.0,,0.72,56.879999999999995
2015-08-28,87,72.0,,0.72,62.64
2015-08-29,93,72.0,,0.72,66.96
2015-08-30,82,72.0,,0.72,59.04
2015-08-31,74,72.0,,0.72,53.28
2015-09-01,77,73.0,False,0.73,56.21
2015-09-02,78,73.0,,0.73,56.94
2015-09-03,88,73.0,,0.73,64.24
2015-09-04,94,73.0,,0.73,68.62
2015-09-05,97,73.0,,0.73,70.81
2015-09-06,100,73.0,,0.73,73.0
2015-09-07,91,73.0,,0.73,66.42999999999999
2015-09-08,69,73.0,,0.73,50.37
2015-09-09,75,73.0,,0.73,54.75
2015-09-10,81,73.0,,0.73,59.129999999999995
2015-09-11,82,73.0,,0.73,59.86
2015-09-12,85,73.0,,0.73,62.05
2015-09-13,80,73.0,,0.73,58.4
2015-09-14,75,73.0,,0.73,54.75
2015-09-15,77,73.0,,0.73,56.21
2015-09-16,80,73.0,,0.73,58.4
2015-09-17,84,73.0,,0.73,61.32
2015-09-18,91,73.0,,0.73,66.42999999999999
2015-09-19,87,73.0,,0.73,63.51
2015-09-20,79,73.0,,0.73,57.67
2015-09-21,75,73.0,,0.73,54.75
2015-09-22,82,73.0,,0.73,59.86
2015-09-23,80,73.0,,0.73,58.4
2015-09-24,83,73.0,,0.73,60.589999999999996
2015-09-25,84,73.0,,0.73,61.32
2015-09-26,88,73.0,,0.73,64.24
2015-09-27,80,73.0,,0.73,58.4
2015-09-28,74,73.0,,0.73,54.019999999999996
2015-09-29,77,73.0,,0.73,56.21
2015-09-30,81,73.0,,0.73,59.129999999999995
2015-10-01,91,74.0,False,0.74,67.34
2015-10-02,94,74.0,,0.74,69.56
2015-10-03,89,74.0,,0.74,65.86
2015-10-04,85,74.0,,0.74,62.9
2015-10-05,86,74.0,,0.74,63.64
2015-10-06,83,74.0,,0.74,61.42
2015-10-07,91,74.0,,0.74,67.34
2015-10-08,95,74.0,,0.74,70.3
2015-10-09,96,74.0,,0.74,71.03999999999999
2015-10-10,96,74.0,,0.74,71.03999999999999
2015-10-11,91,74.0,,0.74,67.34
2015-10-12,88,74.0,,0.74,65.12
2015-10-13,86,74.0,,0.74,63.64
2015-10-14,92,74.0,,0.74,68.08
2015-10-15,93,74.0,,0.74,68.82
2015-10-16,97,74.0,,0.74,71.78
2015-10-17,99,74.0,,0.74,73.26
2015-10-18,88,74.0,,0.74,65.12
2015-10-19,82,74.0,,0.74,60.68
2015-10-20,82,74.0,,0.74,60.68
2015-10-21,93,74.0,,0.74,68.82
2015-10-22,97,74.0,,0.74,71.78
2015-10-23,100,74.0,,0.74,74.0
2015-10-24,89,74.0,,0.74,65.86
2015-10-25,88,74.0,,0.74,65.12
2015-10-26,81,74.0,,0.74,59.94
2015-10-27,89,74.0,,0.74,65.86
2015-10-28,93,74.0,,0.74,68.82
2015-10-29,89,74.0,,0.74,65.86
2015-10-30,96,74.0,,0.74,71.03999999999999
2015-10-31,85,74.0,,0.74,62.9
2015-11-01,81,72.0,False,0.72,58.32
2015-11-02,89,72.0,,0.72,64.08
2015-11-03,83,72.0,,0.72,59.76
2015-11-04,87,72.0,,0.72,62.64
2015-11-05,85,72.0,,0.72,61.199999999999996
2015-11-06,100,72.0,,0.72,72.0
2015-11-07,95,72.0,,0.72,68.39999999999999
2015-11-08,81,72.0,,0.72,58.32
2015-11-09,83,72.0,,0.72,59.76
2015-11-10,87,72.0,,0.72,62.64
2015-11-11,86,72.0,,0.72,61.919999999999995
2015-11-12,90,72.0,,0.72,64.8
