date,rare earths_unscaled,rare earths_monthly,isPartial,scale,rare earths
2018-03-01,100,4.0,False,0.04,4.0
2018-03-02,0,4.0,,0.04,0.0
2018-03-03,0,4.0,,0.04,0.0
2018-03-04,0,4.0,,0.04,0.0
2018-03-05,51,4.0,,0.04,2.04
2018-03-06,51,4.0,,0.04,2.04
2018-03-07,0,4.0,,0.04,0.0
2018-03-08,0,4.0,,0.04,0.0
2018-03-09,0,4.0,,0.04,0.0
2018-03-10,0,4.0,,0.04,0.0
2018-03-11,0,4.0,,0.04,0.0
2018-03-12,0,4.0,,0.04,0.0
2018-03-13,0,4.0,,0.04,0.0
2018-03-14,52,4.0,,0.04,2.08
2018-03-15,0,4.0,,0.04,0.0
2018-03-16,0,4.0,,0.04,0.0
2018-03-17,0,4.0,,0.04,0.0
2018-03-18,0,4.0,,0.04,0.0
2018-03-19,0,4.0,,0.04,0.0
2018-03-20,0,4.0,,0.04,0.0
2018-03-21,0,4.0,,0.04,0.0
2018-03-22,0,4.0,,0.04,0.0
2018-03-23,54,4.0,,0.04,2.16
2018-03-24,0,4.0,,0.04,0.0
2018-03-25,0,4.0,,0.04,0.0
2018-03-26,0,4.0,,0.04,0.0
2018-03-27,0,4.0,,0.04,0.0
2018-03-28,55,4.0,,0.04,2.2
2018-03-29,0,4.0,,0.04,0.0
2018-03-30,0,4.0,,0.04,0.0
2018-03-31,0,4.0,,0.04,0.0
2018-04-01,63,7.0,False,0.07,4.41
2018-04-02,52,7.0,,0.07,3.6400000000000006
2018-04-03,0,7.0,,0.07,0.0
2018-04-04,51,7.0,,0.07,3.5700000000000003
2018-04-05,77,7.0,,0.07,5.390000000000001
2018-04-06,53,7.0,,0.07,3.7100000000000004
2018-04-07,0,7.0,,0.07,0.0
2018-04-08,0,7.0,,0.07,0.0
2018-04-09,51,7.0,,0.07,3.5700000000000003
2018-04-10,0,7.0,,0.07,0.0
2018-04-11,0,7.0,,0.07,0.0
2018-04-12,0,7.0,,0.07,0.0
2018-04-13,0,7.0,,0.07,0.0
2018-04-14,0,7.0,,0.07,0.0
2018-04-15,0,7.0,,0.07,0.0
2018-04-16,0,7.0,,0.07,0.0
2018-04-17,74,7.0,,0.07,5.180000000000001
2018-04-18,0,7.0,,0.07,0.0
2018-04-19,0,7.0,,0.07,0.0
2018-04-20,52,7.0,,0.07,3.6400000000000006
2018-04-21,0,7.0,,0.07,0.0
2018-04-22,91,7.0,,0.07,6.370000000000001
2018-04-23,100,7.0,,0.07,7.000000000000001
2018-04-24,0,7.0,,0.07,0.0
2018-04-25,0,7.0,,0.07,0.0
2018-04-26,0,7.0,,0.07,0.0
2018-04-27,0,7.0,,0.07,0.0
2018-04-28,0,7.0,,0.07,0.0
2018-04-29,63,7.0,,0.07,4.41
2018-04-30,50,7.0,,0.07,3.5000000000000004
2018-05-01,0,6.0,False,0.06,0.0
2018-05-02,95,6.0,,0.06,5.7
2018-05-03,0,6.0,,0.06,0.0
2018-05-04,0,6.0,,0.06,0.0
2018-05-05,0,6.0,,0.06,0.0
2018-05-06,0,6.0,,0.06,0.0
2018-05-07,0,6.0,,0.06,0.0
2018-05-08,0,6.0,,0.06,0.0
2018-05-09,0,6.0,,0.06,0.0
2018-05-10,0,6.0,,0.06,0.0
2018-05-11,0,6.0,,0.06,0.0
2018-05-12,0,6.0,,0.06,0.0
2018-05-13,0,6.0,,0.06,0.0
2018-05-14,0,6.0,,0.06,0.0
2018-05-15,96,6.0,,0.06,5.76
2018-05-16,96,6.0,,0.06,5.76
2018-05-17,96,6.0,,0.06,5.76
2018-05-18,0,6.0,,0.06,0.0
2018-05-19,0,6.0,,0.06,0.0
2018-05-20,0,6.0,,0.06,0.0
2018-05-21,0,6.0,,0.06,0.0
2018-05-22,0,6.0,,0.06,0.0
2018-05-23,99,6.0,,0.06,5.9399999999999995
2018-05-24,0,6.0,,0.06,0.0
2018-05-25,0,6.0,,0.06,0.0
2018-05-26,0,6.0,,0.06,0.0
2018-05-27,0,6.0,,0.06,0.0
2018-05-28,0,6.0,,0.06,0.0
2018-05-29,0,6.0,,0.06,0.0
2018-05-30,0,6.0,,0.06,0.0
2018-05-31,100,6.0,,0.06,6.0
2018-06-01,0,6.0,False,0.06,0.0
2018-06-02,0,6.0,,0.06,0.0
2018-06-03,0,6.0,,0.06,0.0
2018-06-04,96,6.0,,0.06,5.76
2018-06-05,0,6.0,,0.06,0.0
2018-06-06,0,6.0,,0.06,0.0
2018-06-07,97,6.0,,0.06,5.819999999999999
2018-06-08,100,6.0,,0.06,6.0
2018-06-09,0,6.0,,0.06,0.0
2018-06-10,0,6.0,,0.06,0.0
2018-06-11,0,6.0,,0.06,0.0
2018-06-12,91,6.0,,0.06,5.46
2018-06-13,0,6.0,,0.06,0.0
2018-06-14,0,6.0,,0.06,0.0
2018-06-15,0,6.0,,0.06,0.0
2018-06-16,0,6.0,,0.06,0.0
2018-06-17,0,6.0,,0.06,0.0
2018-06-18,98,6.0,,0.06,5.88
2018-06-19,98,6.0,,0.06,5.88
2018-06-20,0,6.0,,0.06,0.0
2018-06-21,0,6.0,,0.06,0.0
2018-06-22,0,6.0,,0.06,0.0
2018-06-23,0,6.0,,0.06,0.0
2018-06-24,0,6.0,,0.06,0.0
2018-06-25,98,6.0,,0.06,5.88
2018-06-26,0,6.0,,0.06,0.0
2018-06-27,0,6.0,,0.06,0.0
2018-06-28,0,6.0,,0.06,0.0
2018-06-29,0,6.0,,0.06,0.0
2018-06-30,0,6.0,,0.06,0.0
2018-07-01,0,5.0,False,0.05,0.0
2018-07-02,86,5.0,,0.05,4.3
2018-07-03,0,5.0,,0.05,0.0
2018-07-04,0,5.0,,0.05,0.0
2018-07-05,0,5.0,,0.05,0.0
2018-07-06,0,5.0,,0.05,0.0
2018-07-07,0,5.0,,0.05,0.0
2018-07-08,100,5.0,,0.05,5.0
2018-07-09,0,5.0,,0.05,0.0
2018-07-10,0,5.0,,0.05,0.0
2018-07-11,82,5.0,,0.05,4.1000000000000005
2018-07-12,0,5.0,,0.05,0.0
2018-07-13,0,5.0,,0.05,0.0
2018-07-14,0,5.0,,0.05,0.0
2018-07-15,0,5.0,,0.05,0.0
2018-07-16,87,5.0,,0.05,4.3500000000000005
2018-07-17,0,5.0,,0.05,0.0
2018-07-18,0,5.0,,0.05,0.0
2018-07-19,0,5.0,,0.05,0.0
2018-07-20,0,5.0,,0.05,0.0
2018-07-21,0,5.0,,0.05,0.0
2018-07-22,0,5.0,,0.05,0.0
2018-07-23,0,5.0,,0.05,0.0
2018-07-24,0,5.0,,0.05,0.0
2018-07-25,0,5.0,,0.05,0.0
2018-07-26,0,5.0,,0.05,0.0
2018-07-27,0,5.0,,0.05,0.0
2018-07-28,0,5.0,,0.05,0.0
2018-07-29,0,5.0,,0.05,0.0
2018-07-30,0,5.0,,0.05,0.0
2018-07-31,0,5.0,,0.05,0.0
2018-08-01,0,4.0,False,0.04,0.0
2018-08-02,0,4.0,,0.04,0.0
2018-08-03,0,4.0,,0.04,0.0
2018-08-04,0,4.0,,0.04,0.0
2018-08-05,0,4.0,,0.04,0.0
2018-08-06,0,4.0,,0.04,0.0
2018-08-07,98,4.0,,0.04,3.92
2018-08-08,99,4.0,,0.04,3.96
2018-08-09,0,4.0,,0.04,0.0
2018-08-10,0,4.0,,0.04,0.0
2018-08-11,0,4.0,,0.04,0.0
2018-08-12,0,4.0,,0.04,0.0
2018-08-13,0,4.0,,0.04,0.0
2018-08-14,0,4.0,,0.04,0.0
2018-08-15,0,4.0,,0.04,0.0
2018-08-16,0,4.0,,0.04,0.0
2018-08-17,100,4.0,,0.04,4.0
2018-08-18,0,4.0,,0.04,0.0
2018-08-19,0,4.0,,0.04,0.0
2018-08-20,0,4.0,,0.04,0.0
2018-08-21,0,4.0,,0.04,0.0
2018-08-22,0,4.0,,0.04,0.0
2018-08-23,0,4.0,,0.04,0.0
2018-08-24,0,4.0,,0.04,0.0
2018-08-25,0,4.0,,0.04,0.0
2018-08-26,0,4.0,,0.04,0.0
2018-08-27,0,4.0,,0.04,0.0
2018-08-28,0,4.0,,0.04,0.0
2018-08-29,98,4.0,,0.04,3.92
2018-08-30,0,4.0,,0.04,0.0
2018-08-31,0,4.0,,0.04,0.0
2018-09-01,51,4.0,False,0.04,2.04
2018-09-02,0,4.0,,0.04,0.0
2018-09-03,0,4.0,,0.04,0.0
2018-09-04,0,4.0,,0.04,0.0
2018-09-05,0,4.0,,0.04,0.0
2018-09-06,83,4.0,,0.04,3.3200000000000003
2018-09-07,0,4.0,,0.04,0.0
2018-09-08,0,4.0,,0.04,0.0
2018-09-09,48,4.0,,0.04,1.92
2018-09-10,0,4.0,,0.04,0.0
2018-09-11,0,4.0,,0.04,0.0
2018-09-12,42,4.0,,0.04,1.68
2018-09-13,0,4.0,,0.04,0.0
2018-09-14,87,4.0,,0.04,3.48
2018-09-15,0,4.0,,0.04,0.0
2018-09-16,0,4.0,,0.04,0.0
2018-09-17,0,4.0,,0.04,0.0
2018-09-18,41,4.0,,0.04,1.6400000000000001
2018-09-19,0,4.0,,0.04,0.0
2018-09-20,0,4.0,,0.04,0.0
2018-09-21,0,4.0,,0.04,0.0
2018-09-22,0,4.0,,0.04,0.0
2018-09-23,100,4.0,,0.04,4.0
2018-09-24,0,4.0,,0.04,0.0
2018-09-25,42,4.0,,0.04,1.68
2018-09-26,0,4.0,,0.04,0.0
2018-09-27,0,4.0,,0.04,0.0
2018-09-28,43,4.0,,0.04,1.72
2018-09-29,0,4.0,,0.04,0.0
2018-09-30,0,4.0,,0.04,0.0
2018-10-01,80,3.0,False,0.03,2.4
2018-10-02,0,3.0,,0.03,0.0
2018-10-03,0,3.0,,0.03,0.0
2018-10-04,83,3.0,,0.03,2.4899999999999998
2018-10-05,84,3.0,,0.03,2.52
2018-10-06,99,3.0,,0.03,2.9699999999999998
2018-10-07,0,3.0,,0.03,0.0
2018-10-08,83,3.0,,0.03,2.4899999999999998
2018-10-09,0,3.0,,0.03,0.0
2018-10-10,0,3.0,,0.03,0.0
2018-10-11,0,3.0,,0.03,0.0
2018-10-12,0,3.0,,0.03,0.0
2018-10-13,0,3.0,,0.03,0.0
2018-10-14,100,3.0,,0.03,3.0
2018-10-15,0,3.0,,0.03,0.0
2018-10-16,0,3.0,,0.03,0.0
2018-10-17,0,3.0,,0.03,0.0
2018-10-18,0,3.0,,0.03,0.0
2018-10-19,0,3.0,,0.03,0.0
2018-10-20,0,3.0,,0.03,0.0
2018-10-21,0,3.0,,0.03,0.0
2018-10-22,0,3.0,,0.03,0.0
2018-10-23,0,3.0,,0.03,0.0
2018-10-24,79,3.0,,0.03,2.37
2018-10-25,0,3.0,,0.03,0.0
2018-10-26,0,3.0,,0.03,0.0
2018-10-27,0,3.0,,0.03,0.0
2018-10-28,99,3.0,,0.03,2.9699999999999998
2018-10-29,0,3.0,,0.03,0.0
2018-10-30,0,3.0,,0.03,0.0
2018-10-31,86,3.0,,0.03,2.58
2018-11-01,0,5.0,False,0.05,0.0
2018-11-02,0,5.0,,0.05,0.0
2018-11-03,0,5.0,,0.05,0.0
2018-11-04,61,5.0,,0.05,3.0500000000000003
2018-11-05,0,5.0,,0.05,0.0
2018-11-06,0,5.0,,0.05,0.0
2018-11-07,0,5.0,,0.05,0.0
2018-11-08,0,5.0,,0.05,0.0
2018-11-09,0,5.0,,0.05,0.0
2018-11-10,0,5.0,,0.05,0.0
2018-11-11,0,5.0,,0.05,0.0
2018-11-12,53,5.0,,0.05,2.6500000000000004
2018-11-13,0,5.0,,0.05,0.0
2018-11-14,54,5.0,,0.05,2.7
2018-11-15,0,5.0,,0.05,0.0
2018-11-16,0,5.0,,0.05,0.0
2018-11-17,0,5.0,,0.05,0.0
2018-11-18,64,5.0,,0.05,3.2
2018-11-19,0,5.0,,0.05,0.0
2018-11-20,0,5.0,,0.05,0.0
2018-11-21,0,5.0,,0.05,0.0
2018-11-22,0,5.0,,0.05,0.0
2018-11-23,0,5.0,,0.05,0.0
2018-11-24,0,5.0,,0.05,0.0
2018-11-25,0,5.0,,0.05,0.0
2018-11-26,100,5.0,,0.05,5.0
2018-11-27,0,5.0,,0.05,0.0
2018-11-28,0,5.0,,0.05,0.0
2018-11-29,0,5.0,,0.05,0.0
2018-11-30,0,5.0,,0.05,0.0
2018-12-01,46,4.0,False,0.04,1.84
2018-12-02,0,4.0,,0.04,0.0
2018-12-03,0,4.0,,0.04,0.0
2018-12-04,0,4.0,,0.04,0.0
2018-12-05,0,4.0,,0.04,0.0
2018-12-06,0,4.0,,0.04,0.0
2018-12-07,0,4.0,,0.04,0.0
2018-12-08,0,4.0,,0.04,0.0
2018-12-09,0,4.0,,0.04,0.0
2018-12-10,0,4.0,,0.04,0.0
2018-12-11,0,4.0,,0.04,0.0
2018-12-12,0,4.0,,0.04,0.0
2018-12-13,40,4.0,,0.04,1.6
2018-12-14,0,4.0,,0.04,0.0
2018-12-15,49,4.0,,0.04,1.96
2018-12-16,0,4.0,,0.04,0.0
2018-12-17,0,4.0,,0.04,0.0
2018-12-18,39,4.0,,0.04,1.56
2018-12-19,0,4.0,,0.04,0.0
2018-12-20,0,4.0,,0.04,0.0
2018-12-21,0,4.0,,0.04,0.0
2018-12-22,100,4.0,,0.04,4.0
2018-12-23,0,4.0,,0.04,0.0
2018-12-24,50,4.0,,0.04,2.0
2018-12-25,0,4.0,,0.04,0.0
2018-12-26,0,4.0,,0.04,0.0
2018-12-27,0,4.0,,0.04,0.0
2018-12-28,0,4.0,,0.04,0.0
2018-12-29,0,4.0,,0.04,0.0
2018-12-30,47,4.0,,0.04,1.8800000000000001
2018-12-31,45,4.0,,0.04,1.8
2019-01-01,0,4.0,False,0.04,0.0
2019-01-02,0,4.0,,0.04,0.0
2019-01-03,52,4.0,,0.04,2.08
2019-01-04,0,4.0,,0.04,0.0
2019-01-05,0,4.0,,0.04,0.0
2019-01-06,58,4.0,,0.04,2.32
2019-01-07,100,4.0,,0.04,4.0
2019-01-08,0,4.0,,0.04,0.0
2019-01-09,0,4.0,,0.04,0.0
2019-01-10,0,4.0,,0.04,0.0
2019-01-11,0,4.0,,0.04,0.0
2019-01-12,0,4.0,,0.04,0.0
2019-01-13,0,4.0,,0.04,0.0
2019-01-14,50,4.0,,0.04,2.0
2019-01-15,0,4.0,,0.04,0.0
2019-01-16,0,4.0,,0.04,0.0
2019-01-17,0,4.0,,0.04,0.0
2019-01-18,0,4.0,,0.04,0.0
2019-01-19,0,4.0,,0.04,0.0
2019-01-20,0,4.0,,0.04,0.0
2019-01-21,0,4.0,,0.04,0.0
2019-01-22,0,4.0,,0.04,0.0
2019-01-23,0,4.0,,0.04,0.0
2019-01-24,0,4.0,,0.04,0.0
2019-01-25,51,4.0,,0.04,2.04
2019-01-26,0,4.0,,0.04,0.0
2019-01-27,0,4.0,,0.04,0.0
2019-01-28,0,4.0,,0.04,0.0
2019-01-29,0,4.0,,0.04,0.0
2019-01-30,0,4.0,,0.04,0.0
2019-01-31,0,4.0,,0.04,0.0
2019-02-01,0,3.0,False,0.03,0.0
2019-02-02,0,3.0,,0.03,0.0
2019-02-03,0,3.0,,0.03,0.0
2019-02-04,83,3.0,,0.03,2.4899999999999998
2019-02-05,85,3.0,,0.03,2.55
2019-02-06,86,3.0,,0.03,2.58
2019-02-07,83,3.0,,0.03,2.4899999999999998
2019-02-08,0,3.0,,0.03,0.0
2019-02-09,0,3.0,,0.03,0.0
2019-02-10,100,3.0,,0.03,3.0
2019-02-11,0,3.0,,0.03,0.0
2019-02-12,0,3.0,,0.03,0.0
2019-02-13,0,3.0,,0.03,0.0
2019-02-14,0,3.0,,0.03,0.0
2019-02-15,90,3.0,,0.03,2.6999999999999997
2019-02-16,0,3.0,,0.03,0.0
2019-02-17,0,3.0,,0.03,0.0
2019-02-18,89,3.0,,0.03,2.67
2019-02-19,0,3.0,,0.03,0.0
2019-02-20,0,3.0,,0.03,0.0
2019-02-21,0,3.0,,0.03,0.0
2019-02-22,0,3.0,,0.03,0.0
2019-02-23,99,3.0,,0.03,2.9699999999999998
2019-02-24,0,3.0,,0.03,0.0
2019-02-25,83,3.0,,0.03,2.4899999999999998
2019-02-26,85,3.0,,0.03,2.55
2019-02-27,0,3.0,,0.03,0.0
2019-02-28,87,3.0,,0.03,2.61
2019-03-01,94,5.0,False,0.05,4.7
2019-03-02,0,5.0,,0.05,0.0
2019-03-03,0,5.0,,0.05,0.0
2019-03-04,0,5.0,,0.05,0.0
2019-03-05,0,5.0,,0.05,0.0
2019-03-06,0,5.0,,0.05,0.0
2019-03-07,0,5.0,,0.05,0.0
2019-03-08,0,5.0,,0.05,0.0
2019-03-09,0,5.0,,0.05,0.0
2019-03-10,0,5.0,,0.05,0.0
2019-03-11,0,5.0,,0.05,0.0
2019-03-12,0,5.0,,0.05,0.0
2019-03-13,97,5.0,,0.05,4.8500000000000005
2019-03-14,96,5.0,,0.05,4.800000000000001
2019-03-15,98,5.0,,0.05,4.9
2019-03-16,0,5.0,,0.05,0.0
2019-03-17,0,5.0,,0.05,0.0
2019-03-18,100,5.0,,0.05,5.0
2019-03-19,0,5.0,,0.05,0.0
2019-03-20,0,5.0,,0.05,0.0
2019-03-21,0,5.0,,0.05,0.0
2019-03-22,0,5.0,,0.05,0.0
2019-03-23,0,5.0,,0.05,0.0
2019-03-24,0,5.0,,0.05,0.0
2019-03-25,0,5.0,,0.05,0.0
2019-03-26,0,5.0,,0.05,0.0
2019-03-27,0,5.0,,0.05,0.0
2019-03-28,98,5.0,,0.05,4.9
2019-03-29,0,5.0,,0.05,0.0
2019-03-30,0,5.0,,0.05,0.0
2019-03-31,0,5.0,,0.05,0.0
2019-04-01,0,4.0,False,0.04,0.0
2019-04-02,0,4.0,,0.04,0.0
2019-04-03,0,4.0,,0.04,0.0
2019-04-04,96,4.0,,0.04,3.84
2019-04-05,0,4.0,,0.04,0.0
2019-04-06,0,4.0,,0.04,0.0
2019-04-07,0,4.0,,0.04,0.0
2019-04-08,0,4.0,,0.04,0.0
2019-04-09,0,4.0,,0.04,0.0
2019-04-10,0,4.0,,0.04,0.0
2019-04-11,0,4.0,,0.04,0.0
2019-04-12,0,4.0,,0.04,0.0
2019-04-13,0,4.0,,0.04,0.0
2019-04-14,0,4.0,,0.04,0.0
2019-04-15,96,4.0,,0.04,3.84
2019-04-16,96,4.0,,0.04,3.84
2019-04-17,98,4.0,,0.04,3.92
2019-04-18,100,4.0,,0.04,4.0
2019-04-19,0,4.0,,0.04,0.0
2019-04-20,0,4.0,,0.04,0.0
2019-04-21,0,4.0,,0.04,0.0
2019-04-22,0,4.0,,0.04,0.0
2019-04-23,0,4.0,,0.04,0.0
2019-04-24,98,4.0,,0.04,3.92
2019-04-25,0,4.0,,0.04,0.0
2019-04-26,0,4.0,,0.04,0.0
2019-04-27,0,4.0,,0.04,0.0
2019-04-28,0,4.0,,0.04,0.0
2019-04-29,0,4.0,,0.04,0.0
2019-04-30,0,4.0,,0.04,0.0
2019-05-01,0,37.0,False,0.37,0.0
2019-05-02,0,37.0,,0.37,0.0
2019-05-03,5,37.0,,0.37,1.85
2019-05-04,0,37.0,,0.37,0.0
2019-05-05,0,37.0,,0.37,0.0
2019-05-06,0,37.0,,0.37,0.0
2019-05-07,0,37.0,,0.37,0.0
2019-05-08,5,37.0,,0.37,1.85
2019-05-09,0,37.0,,0.37,0.0
2019-05-10,0,37.0,,0.37,0.0
2019-05-11,6,37.0,,0.37,2.2199999999999998
2019-05-12,0,37.0,,0.37,0.0
2019-05-13,0,37.0,,0.37,0.0
2019-05-14,0,37.0,,0.37,0.0
2019-05-15,5,37.0,,0.37,1.85
2019-05-16,0,37.0,,0.37,0.0
2019-05-17,0,37.0,,0.37,0.0
2019-05-18,0,37.0,,0.37,0.0
2019-05-19,6,37.0,,0.37,2.2199999999999998
2019-05-20,10,37.0,,0.37,3.7
2019-05-21,5,37.0,,0.37,1.85
2019-05-22,5,37.0,,0.37,1.85
2019-05-23,5,37.0,,0.37,1.85
2019-05-24,11,37.0,,0.37,4.07
2019-05-25,0,37.0,,0.37,0.0
2019-05-26,0,37.0,,0.37,0.0
2019-05-27,6,37.0,,0.37,2.2199999999999998
2019-05-28,11,37.0,,0.37,4.07
2019-05-29,88,37.0,,0.37,32.56
2019-05-30,100,37.0,,0.37,37.0
2019-05-31,27,37.0,,0.37,9.99
2019-06-01,50,17.0,False,0.17,8.5
2019-06-02,32,17.0,,0.17,5.44
2019-06-03,68,17.0,,0.17,11.56
2019-06-04,55,17.0,,0.17,9.350000000000001
2019-06-05,55,17.0,,0.17,9.350000000000001
2019-06-06,28,17.0,,0.17,4.760000000000001
2019-06-07,29,17.0,,0.17,4.930000000000001
2019-06-08,33,17.0,,0.17,5.61
2019-06-09,100,17.0,,0.17,17.0
2019-06-10,69,17.0,,0.17,11.73
2019-06-11,42,17.0,,0.17,7.140000000000001
2019-06-12,57,17.0,,0.17,9.690000000000001
2019-06-13,28,17.0,,0.17,4.760000000000001
2019-06-14,0,17.0,,0.17,0.0
2019-06-15,0,17.0,,0.17,0.0
2019-06-16,33,17.0,,0.17,5.61
2019-06-17,28,17.0,,0.17,4.760000000000001
2019-06-18,28,17.0,,0.17,4.760000000000001
2019-06-19,28,17.0,,0.17,4.760000000000001
2019-06-20,0,17.0,,0.17,0.0
2019-06-21,0,17.0,,0.17,0.0
2019-06-22,34,17.0,,0.17,5.78
2019-06-23,0,17.0,,0.17,0.0
2019-06-24,0,17.0,,0.17,0.0
2019-06-25,0,17.0,,0.17,0.0
2019-06-26,0,17.0,,0.17,0.0
2019-06-27,28,17.0,,0.17,4.760000000000001
2019-06-28,30,17.0,,0.17,5.1000000000000005
2019-06-29,0,17.0,,0.17,0.0
2019-06-30,0,17.0,,0.17,0.0
2019-07-01,50,5.0,False,0.05,2.5
2019-07-02,0,5.0,,0.05,0.0
2019-07-03,0,5.0,,0.05,0.0
2019-07-04,57,5.0,,0.05,2.85
2019-07-05,0,5.0,,0.05,0.0
2019-07-06,0,5.0,,0.05,0.0
2019-07-07,0,5.0,,0.05,0.0
2019-07-08,49,5.0,,0.05,2.45
2019-07-09,0,5.0,,0.05,0.0
2019-07-10,50,5.0,,0.05,2.5
2019-07-11,49,5.0,,0.05,2.45
2019-07-12,51,5.0,,0.05,2.5500000000000003
2019-07-13,59,5.0,,0.05,2.95
2019-07-14,59,5.0,,0.05,2.95
2019-07-15,0,5.0,,0.05,0.0
2019-07-16,49,5.0,,0.05,2.45
2019-07-17,49,5.0,,0.05,2.45
2019-07-18,50,5.0,,0.05,2.5
2019-07-19,0,5.0,,0.05,0.0
2019-07-20,0,5.0,,0.05,0.0
2019-07-21,0,5.0,,0.05,0.0
2019-07-22,100,5.0,,0.05,5.0
2019-07-23,49,5.0,,0.05,2.45
2019-07-24,52,5.0,,0.05,2.6
2019-07-25,0,5.0,,0.05,0.0
2019-07-26,0,5.0,,0.05,0.0
2019-07-27,0,5.0,,0.05,0.0
2019-07-28,0,5.0,,0.05,0.0
2019-07-29,52,5.0,,0.05,2.6
2019-07-30,0,5.0,,0.05,0.0
2019-07-31,0,5.0,,0.05,0.0
2019-08-01,0,14.0,False,0.14,0.0
2019-08-02,53,14.0,,0.14,7.420000000000001
2019-08-03,0,14.0,,0.14,0.0
2019-08-04,0,14.0,,0.14,0.0
2019-08-05,0,14.0,,0.14,0.0
2019-08-06,0,14.0,,0.14,0.0
2019-08-07,51,14.0,,0.14,7.140000000000001
2019-08-08,51,14.0,,0.14,7.140000000000001
2019-08-09,100,14.0,,0.14,14.000000000000002
2019-08-10,0,14.0,,0.14,0.0
2019-08-11,0,14.0,,0.14,0.0
2019-08-12,50,14.0,,0.14,7.000000000000001
2019-08-13,98,14.0,,0.14,13.72
2019-08-14,47,14.0,,0.14,6.580000000000001
2019-08-15,0,14.0,,0.14,0.0
2019-08-16,0,14.0,,0.14,0.0
2019-08-17,0,14.0,,0.14,0.0
2019-08-18,0,14.0,,0.14,0.0
2019-08-19,0,14.0,,0.14,0.0
2019-08-20,0,14.0,,0.14,0.0
2019-08-21,48,14.0,,0.14,6.720000000000001
2019-08-22,0,14.0,,0.14,0.0
2019-08-23,0,14.0,,0.14,0.0
2019-08-24,0,14.0,,0.14,0.0
2019-08-25,56,14.0,,0.14,7.840000000000001
2019-08-26,0,14.0,,0.14,0.0
2019-08-27,0,14.0,,0.14,0.0
2019-08-28,0,14.0,,0.14,0.0
2019-08-29,47,14.0,,0.14,6.580000000000001
2019-08-30,46,14.0,,0.14,6.44
2019-08-31,0,14.0,,0.14,0.0
2019-09-01,0,4.0,False,0.04,0.0
2019-09-02,56,4.0,,0.04,2.24
2019-09-03,50,4.0,,0.04,2.0
2019-09-04,50,4.0,,0.04,2.0
2019-09-05,0,4.0,,0.04,0.0
2019-09-06,0,4.0,,0.04,0.0
2019-09-07,0,4.0,,0.04,0.0
2019-09-08,0,4.0,,0.04,0.0
2019-09-09,0,4.0,,0.04,0.0
2019-09-10,0,4.0,,0.04,0.0
2019-09-11,50,4.0,,0.04,2.0
2019-09-12,0,4.0,,0.04,0.0
2019-09-13,100,4.0,,0.04,4.0
2019-09-14,0,4.0,,0.04,0.0
2019-09-15,0,4.0,,0.04,0.0
2019-09-16,49,4.0,,0.04,1.96
2019-09-17,0,4.0,,0.04,0.0
2019-09-18,0,4.0,,0.04,0.0
2019-09-19,50,4.0,,0.04,2.0
2019-09-20,50,4.0,,0.04,2.0
2019-09-21,0,4.0,,0.04,0.0
2019-09-22,0,4.0,,0.04,0.0
2019-09-23,0,4.0,,0.04,0.0
2019-09-24,50,4.0,,0.04,2.0
2019-09-25,0,4.0,,0.04,0.0
2019-09-26,0,4.0,,0.04,0.0
2019-09-27,0,4.0,,0.04,0.0
2019-09-28,62,4.0,,0.04,2.48
2019-09-29,0,4.0,,0.04,0.0
2019-09-30,0,4.0,,0.04,0.0
2019-10-01,0,5.0,False,0.05,0.0
2019-10-02,0,5.0,,0.05,0.0
2019-10-03,0,5.0,,0.05,0.0
2019-10-04,0,5.0,,0.05,0.0
2019-10-05,0,5.0,,0.05,0.0
2019-10-06,0,5.0,,0.05,0.0
2019-10-07,0,5.0,,0.05,0.0
2019-10-08,99,5.0,,0.05,4.95
2019-10-09,100,5.0,,0.05,5.0
2019-10-10,0,5.0,,0.05,0.0
2019-10-11,0,5.0,,0.05,0.0
2019-10-12,0,5.0,,0.05,0.0
2019-10-13,0,5.0,,0.05,0.0
2019-10-14,0,5.0,,0.05,0.0
2019-10-15,0,5.0,,0.05,0.0
2019-10-16,97,5.0,,0.05,4.8500000000000005
2019-10-17,0,5.0,,0.05,0.0
2019-10-18,0,5.0,,0.05,0.0
2019-10-19,0,5.0,,0.05,0.0
2019-10-20,0,5.0,,0.05,0.0
2019-10-21,0,5.0,,0.05,0.0
2019-10-22,0,5.0,,0.05,0.0
2019-10-23,0,5.0,,0.05,0.0
2019-10-24,0,5.0,,0.05,0.0
2019-10-25,0,5.0,,0.05,0.0
2019-10-26,0,5.0,,0.05,0.0
2019-10-27,0,5.0,,0.05,0.0
2019-10-28,0,5.0,,0.05,0.0
2019-10-29,0,5.0,,0.05,0.0
2019-10-30,0,5.0,,0.05,0.0
2019-10-31,0,5.0,,0.05,0.0
2019-11-01,92,4.0,False,0.04,3.68
2019-11-02,0,4.0,,0.04,0.0
2019-11-03,0,4.0,,0.04,0.0
2019-11-04,89,4.0,,0.04,3.56
2019-11-05,0,4.0,,0.04,0.0
2019-11-06,0,4.0,,0.04,0.0
2019-11-07,87,4.0,,0.04,3.48
2019-11-08,0,4.0,,0.04,0.0
2019-11-09,0,4.0,,0.04,0.0
2019-11-10,0,4.0,,0.04,0.0
2019-11-11,0,4.0,,0.04,0.0
2019-11-12,0,4.0,,0.04,0.0
