date,rare earths_unscaled,rare earths_monthly,isPartial,scale,rare earths
2019-11-13,0,4.0,,0.04,0.0
2019-11-14,0,4.0,,0.04,0.0
2019-11-15,85,4.0,,0.04,3.4
2019-11-16,0,4.0,,0.04,0.0
2019-11-17,0,4.0,,0.04,0.0
2019-11-18,85,4.0,,0.04,3.4
2019-11-19,0,4.0,,0.04,0.0
2019-11-20,0,4.0,,0.04,0.0
2019-11-21,88,4.0,,0.04,3.52
2019-11-22,0,4.0,,0.04,0.0
2019-11-23,0,4.0,,0.04,0.0
2019-11-24,100,4.0,,0.04,4.0
2019-11-25,0,4.0,,0.04,0.0
2019-11-26,0,4.0,,0.04,0.0
2019-11-27,0,4.0,,0.04,0.0
2019-11-28,0,4.0,,0.04,0.0
2019-11-29,0,4.0,,0.04,0.0
2019-11-30,0,4.0,,0.04,0.0
2019-12-01,0,10.0,False,0.1,0.0
2019-12-02,43,10.0,,0.1,4.3
2019-12-03,45,10.0,,0.1,4.5
2019-12-04,0,10.0,,0.1,0.0
2019-12-05,0,10.0,,0.1,0.0
2019-12-06,0,10.0,,0.1,0.0
2019-12-07,0,10.0,,0.1,0.0
2019-12-08,53,10.0,,0.1,5.300000000000001
2019-12-09,0,10.0,,0.1,0.0
2019-12-10,47,10.0,,0.1,4.7
2019-12-11,92,10.0,,0.1,9.200000000000001
2019-12-12,47,10.0,,0.1,4.7
2019-12-13,69,10.0,,0.1,6.9
2019-12-14,54,10.0,,0.1,5.4
2019-12-15,0,10.0,,0.1,0.0
2019-12-16,46,10.0,,0.1,4.6000000000000005
2019-12-17,0,10.0,,0.1,0.0
2019-12-18,93,10.0,,0.1,9.3
2019-12-19,0,10.0,,0.1,0.0
2019-12-20,100,10.0,,0.1,10.0
2019-12-21,0,10.0,,0.1,0.0
2019-12-22,0,10.0,,0.1,0.0
2019-12-23,51,10.0,,0.1,5.1000000000000005
2019-12-24,0,10.0,,0.1,0.0
2019-12-25,0,10.0,,0.1,0.0
2019-12-26,54,10.0,,0.1,5.4
2019-12-27,0,10.0,,0.1,0.0
2019-12-28,0,10.0,,0.1,0.0
2019-12-29,0,10.0,,0.1,0.0
2019-12-30,0,10.0,,0.1,0.0
2019-12-31,0,10.0,,0.1,0.0
2020-01-01,0,5.0,False,0.05,0.0
2020-01-02,0,5.0,,0.05,0.0
2020-01-03,0,5.0,,0.05,0.0
2020-01-04,0,5.0,,0.05,0.0
2020-01-05,0,5.0,,0.05,0.0
2020-01-06,0,5.0,,0.05,0.0
2020-01-07,0,5.0,,0.05,0.0
2020-01-08,100,5.0,,0.05,5.0
2020-01-09,0,5.0,,0.05,0.0
2020-01-10,0,5.0,,0.05,0.0
2020-01-11,0,5.0,,0.05,0.0
2020-01-12,0,5.0,,0.05,0.0
2020-01-13,0,5.0,,0.05,0.0
2020-01-14,0,5.0,,0.05,0.0
2020-01-15,0,5.0,,0.05,0.0
2020-01-16,0,5.0,,0.05,0.0
2020-01-17,0,5.0,,0.05,0.0
2020-01-18,0,5.0,,0.05,0.0
2020-01-19,0,5.0,,0.05,0.0
2020-01-20,0,5.0,,0.05,0.0
2020-01-21,97,5.0,,0.05,4.8500000000000005
2020-01-22,0,5.0,,0.05,0.0
2020-01-23,98,5.0,,0.05,4.9
2020-01-24,0,5.0,,0.05,0.0
2020-01-25,0,5.0,,0.05,0.0
2020-01-26,0,5.0,,0.05,0.0
2020-01-27,93,5.0,,0.05,4.65
2020-01-28,0,5.0,,0.05,0.0
2020-01-29,0,5.0,,0.05,0.0
2020-01-30,0,5.0,,0.05,0.0
2020-01-31,0,5.0,,0.05,0.0
2020-02-01,58,7.0,False,0.07,4.0600000000000005
2020-02-02,57,7.0,,0.07,3.99
2020-02-03,92,7.0,,0.07,6.44
2020-02-04,0,7.0,,0.07,0.0
2020-02-05,0,7.0,,0.07,0.0
2020-02-06,100,7.0,,0.07,7.000000000000001
2020-02-07,0,7.0,,0.07,0.0
2020-02-08,58,7.0,,0.07,4.0600000000000005
2020-02-09,0,7.0,,0.07,0.0
2020-02-10,95,7.0,,0.07,6.65
2020-02-11,0,7.0,,0.07,0.0
2020-02-12,49,7.0,,0.07,3.43
2020-02-13,50,7.0,,0.07,3.5000000000000004
2020-02-14,0,7.0,,0.07,0.0
2020-02-15,58,7.0,,0.07,4.0600000000000005
2020-02-16,0,7.0,,0.07,0.0
2020-02-17,0,7.0,,0.07,0.0
2020-02-18,47,7.0,,0.07,3.2900000000000005
2020-02-19,0,7.0,,0.07,0.0
2020-02-20,0,7.0,,0.07,0.0
2020-02-21,49,7.0,,0.07,3.43
2020-02-22,56,7.0,,0.07,3.9200000000000004
2020-02-23,0,7.0,,0.07,0.0
2020-02-24,95,7.0,,0.07,6.65
2020-02-25,0,7.0,,0.07,0.0
2020-02-26,46,7.0,,0.07,3.22
2020-02-27,0,7.0,,0.07,0.0
2020-02-28,48,7.0,,0.07,3.3600000000000003
2020-02-29,0,7.0,,0.07,0.0
2020-03-01,0,3.0,False,0.03,0.0
2020-03-02,67,3.0,,0.03,2.01
2020-03-03,65,3.0,,0.03,1.95
2020-03-04,0,3.0,,0.03,0.0
2020-03-05,100,3.0,,0.03,3.0
2020-03-06,0,3.0,,0.03,0.0
2020-03-07,0,3.0,,0.03,0.0
2020-03-08,0,3.0,,0.03,0.0
2020-03-09,0,3.0,,0.03,0.0
2020-03-10,0,3.0,,0.03,0.0
2020-03-11,0,3.0,,0.03,0.0
2020-03-12,64,3.0,,0.03,1.92
2020-03-13,0,3.0,,0.03,0.0
2020-03-14,0,3.0,,0.03,0.0
2020-03-15,77,3.0,,0.03,2.31
2020-03-16,0,3.0,,0.03,0.0
2020-03-17,0,3.0,,0.03,0.0
2020-03-18,0,3.0,,0.03,0.0
2020-03-19,0,3.0,,0.03,0.0
2020-03-20,64,3.0,,0.03,1.92
2020-03-21,0,3.0,,0.03,0.0
2020-03-22,0,3.0,,0.03,0.0
2020-03-23,0,3.0,,0.03,0.0
2020-03-24,66,3.0,,0.03,1.98
2020-03-25,66,3.0,,0.03,1.98
2020-03-26,0,3.0,,0.03,0.0
2020-03-27,0,3.0,,0.03,0.0
2020-03-28,0,3.0,,0.03,0.0
2020-03-29,0,3.0,,0.03,0.0
2020-03-30,0,3.0,,0.03,0.0
2020-03-31,0,3.0,,0.03,0.0
2020-04-01,0,5.0,False,0.05,0.0
2020-04-02,51,5.0,,0.05,2.5500000000000003
2020-04-03,51,5.0,,0.05,2.5500000000000003
2020-04-04,0,5.0,,0.05,0.0
2020-04-05,0,5.0,,0.05,0.0
2020-04-06,0,5.0,,0.05,0.0
2020-04-07,51,5.0,,0.05,2.5500000000000003
2020-04-08,0,5.0,,0.05,0.0
2020-04-09,0,5.0,,0.05,0.0
2020-04-10,53,5.0,,0.05,2.6500000000000004
2020-04-11,0,5.0,,0.05,0.0
2020-04-12,0,5.0,,0.05,0.0
2020-04-13,51,5.0,,0.05,2.5500000000000003
2020-04-14,0,5.0,,0.05,0.0
2020-04-15,0,5.0,,0.05,0.0
2020-04-16,0,5.0,,0.05,0.0
2020-04-17,0,5.0,,0.05,0.0
2020-04-18,0,5.0,,0.05,0.0
2020-04-19,0,5.0,,0.05,0.0
2020-04-20,0,5.0,,0.05,0.0
2020-04-21,50,5.0,,0.05,2.5
2020-04-22,0,5.0,,0.05,0.0
2020-04-23,0,5.0,,0.05,0.0
2020-04-24,49,5.0,,0.05,2.45
2020-04-25,0,5.0,,0.05,0.0
2020-04-26,0,5.0,,0.05,0.0
2020-04-27,100,5.0,,0.05,5.0
2020-04-28,0,5.0,,0.05,0.0
2020-04-29,0,5.0,,0.05,0.0
2020-04-30,95,5.0,,0.05,4.75
2020-05-01,49,6.0,False,0.06,2.94
2020-05-02,57,6.0,,0.06,3.42
2020-05-03,0,6.0,,0.06,0.0
2020-05-04,0,6.0,,0.06,0.0
2020-05-05,0,6.0,,0.06,0.0
2020-05-06,49,6.0,,0.06,2.94
2020-05-07,0,6.0,,0.06,0.0
2020-05-08,0,6.0,,0.06,0.0
2020-05-09,0,6.0,,0.06,0.0
2020-05-10,57,6.0,,0.06,3.42
2020-05-11,0,6.0,,0.06,0.0
2020-05-12,100,6.0,,0.06,6.0
2020-05-13,0,6.0,,0.06,0.0
2020-05-14,97,6.0,,0.06,5.819999999999999
2020-05-15,0,6.0,,0.06,0.0
2020-05-16,0,6.0,,0.06,0.0
2020-05-17,0,6.0,,0.06,0.0
2020-05-18,49,6.0,,0.06,2.94
2020-05-19,49,6.0,,0.06,2.94
2020-05-20,0,6.0,,0.06,0.0
2020-05-21,51,6.0,,0.06,3.06
2020-05-22,50,6.0,,0.06,3.0
2020-05-23,0,6.0,,0.06,0.0
2020-05-24,0,6.0,,0.06,0.0
2020-05-25,57,6.0,,0.06,3.42
2020-05-26,50,6.0,,0.06,3.0
2020-05-27,50,6.0,,0.06,3.0
2020-05-28,49,6.0,,0.06,2.94
2020-05-29,0,6.0,,0.06,0.0
2020-05-30,0,6.0,,0.06,0.0
2020-05-31,0,6.0,,0.06,0.0
2020-06-01,27,6.0,False,0.06,1.6199999999999999
2020-06-02,0,6.0,,0.06,0.0
2020-06-03,26,6.0,,0.06,1.56
2020-06-04,26,6.0,,0.06,1.56
2020-06-05,0,6.0,,0.06,0.0
2020-06-06,0,6.0,,0.06,0.0
2020-06-07,31,6.0,,0.06,1.8599999999999999
2020-06-08,0,6.0,,0.06,0.0
2020-06-09,26,6.0,,0.06,1.56
2020-06-10,27,6.0,,0.06,1.6199999999999999
2020-06-11,0,6.0,,0.06,0.0
2020-06-12,0,6.0,,0.06,0.0
2020-06-13,33,6.0,,0.06,1.98
2020-06-14,0,6.0,,0.06,0.0
2020-06-15,0,6.0,,0.06,0.0
2020-06-16,27,6.0,,0.06,1.6199999999999999
2020-06-17,0,6.0,,0.06,0.0
2020-06-18,0,6.0,,0.06,0.0
2020-06-19,58,6.0,,0.06,3.48
2020-06-20,0,6.0,,0.06,0.0
2020-06-21,100,6.0,,0.06,6.0
2020-06-22,29,6.0,,0.06,1.74
2020-06-23,0,6.0,,0.06,0.0
2020-06-24,0,6.0,,0.06,0.0
2020-06-25,0,6.0,,0.06,0.0
2020-06-26,0,6.0,,0.06,0.0
2020-06-27,0,6.0,,0.06,0.0
2020-06-28,32,6.0,,0.06,1.92
2020-06-29,43,6.0,,0.06,2.58
2020-06-30,29,6.0,,0.06,1.74
2020-07-01,0,6.0,False,0.06,0.0
2020-07-02,50,6.0,,0.06,3.0
2020-07-03,0,6.0,,0.06,0.0
2020-07-04,0,6.0,,0.06,0.0
2020-07-05,0,6.0,,0.06,0.0
2020-07-06,0,6.0,,0.06,0.0
2020-07-07,0,6.0,,0.06,0.0
2020-07-08,49,6.0,,0.06,2.94
2020-07-09,0,6.0,,0.06,0.0
2020-07-10,0,6.0,,0.06,0.0
2020-07-11,56,6.0,,0.06,3.36
2020-07-12,0,6.0,,0.06,0.0
2020-07-13,0,6.0,,0.06,0.0
2020-07-14,49,6.0,,0.06,2.94
2020-07-15,50,6.0,,0.06,3.0
2020-07-16,0,6.0,,0.06,0.0
2020-07-17,0,6.0,,0.06,0.0
2020-07-18,0,6.0,,0.06,0.0
2020-07-19,0,6.0,,0.06,0.0
2020-07-20,51,6.0,,0.06,3.06
2020-07-21,50,6.0,,0.06,3.0
2020-07-22,0,6.0,,0.06,0.0
2020-07-23,100,6.0,,0.06,6.0
2020-07-24,51,6.0,,0.06,3.06
2020-07-25,57,6.0,,0.06,3.42
2020-07-26,0,6.0,,0.06,0.0
2020-07-27,51,6.0,,0.06,3.06
2020-07-28,50,6.0,,0.06,3.0
2020-07-29,0,6.0,,0.06,0.0
2020-07-30,0,6.0,,0.06,0.0
2020-07-31,0,6.0,,0.06,0.0
2020-08-01,57,5.0,False,0.05,2.85
2020-08-02,0,5.0,,0.05,0.0
2020-08-03,51,5.0,,0.05,2.5500000000000003
2020-08-04,0,5.0,,0.05,0.0
2020-08-05,0,5.0,,0.05,0.0
2020-08-06,0,5.0,,0.05,0.0
2020-08-07,0,5.0,,0.05,0.0
2020-08-08,0,5.0,,0.05,0.0
2020-08-09,58,5.0,,0.05,2.9000000000000004
2020-08-10,0,5.0,,0.05,0.0
2020-08-11,50,5.0,,0.05,2.5
2020-08-12,50,5.0,,0.05,2.5
2020-08-13,100,5.0,,0.05,5.0
2020-08-14,51,5.0,,0.05,2.5500000000000003
2020-08-15,57,5.0,,0.05,2.85
2020-08-16,0,5.0,,0.05,0.0
2020-08-17,50,5.0,,0.05,2.5
2020-08-18,98,5.0,,0.05,4.9
2020-08-19,49,5.0,,0.05,2.45
2020-08-20,49,5.0,,0.05,2.45
2020-08-21,50,5.0,,0.05,2.5
2020-08-22,0,5.0,,0.05,0.0
2020-08-23,0,5.0,,0.05,0.0
2020-08-24,0,5.0,,0.05,0.0
2020-08-25,0,5.0,,0.05,0.0
2020-08-26,48,5.0,,0.05,2.4000000000000004
2020-08-27,0,5.0,,0.05,0.0
2020-08-28,49,5.0,,0.05,2.45
2020-08-29,55,5.0,,0.05,2.75
2020-08-30,0,5.0,,0.05,0.0
2020-08-31,0,5.0,,0.05,0.0
2020-09-01,0,7.0,False,0.07,0.0
2020-09-02,0,7.0,,0.07,0.0
2020-09-03,0,7.0,,0.07,0.0
2020-09-04,53,7.0,,0.07,3.7100000000000004
2020-09-05,0,7.0,,0.07,0.0
2020-09-06,0,7.0,,0.07,0.0
2020-09-07,0,7.0,,0.07,0.0
2020-09-08,0,7.0,,0.07,0.0
2020-09-09,0,7.0,,0.07,0.0
2020-09-10,0,7.0,,0.07,0.0
2020-09-11,0,7.0,,0.07,0.0
2020-09-12,61,7.0,,0.07,4.2700000000000005
2020-09-13,0,7.0,,0.07,0.0
2020-09-14,99,7.0,,0.07,6.930000000000001
2020-09-15,0,7.0,,0.07,0.0
2020-09-16,0,7.0,,0.07,0.0
2020-09-17,0,7.0,,0.07,0.0
2020-09-18,0,7.0,,0.07,0.0
2020-09-19,0,7.0,,0.07,0.0
2020-09-20,0,7.0,,0.07,0.0
2020-09-21,50,7.0,,0.07,3.5000000000000004
2020-09-22,50,7.0,,0.07,3.5000000000000004
2020-09-23,51,7.0,,0.07,3.5700000000000003
2020-09-24,100,7.0,,0.07,7.000000000000001
2020-09-25,0,7.0,,0.07,0.0
2020-09-26,0,7.0,,0.07,0.0
2020-09-27,0,7.0,,0.07,0.0
2020-09-28,0,7.0,,0.07,0.0
2020-09-29,0,7.0,,0.07,0.0
2020-09-30,0,7.0,,0.07,0.0
2020-10-01,67,7.0,False,0.07,4.69
2020-10-02,0,7.0,,0.07,0.0
2020-10-03,53,7.0,,0.07,3.7100000000000004
2020-10-04,54,7.0,,0.07,3.7800000000000002
2020-10-05,44,7.0,,0.07,3.08
2020-10-06,88,7.0,,0.07,6.16
2020-10-07,45,7.0,,0.07,3.1500000000000004
2020-10-08,0,7.0,,0.07,0.0
2020-10-09,0,7.0,,0.07,0.0
2020-10-10,0,7.0,,0.07,0.0
2020-10-11,0,7.0,,0.07,0.0
2020-10-12,51,7.0,,0.07,3.5700000000000003
2020-10-13,0,7.0,,0.07,0.0
2020-10-14,0,7.0,,0.07,0.0
2020-10-15,100,7.0,,0.07,7.000000000000001
2020-10-16,0,7.0,,0.07,0.0
2020-10-17,0,7.0,,0.07,0.0
2020-10-18,0,7.0,,0.07,0.0
2020-10-19,51,7.0,,0.07,3.5700000000000003
2020-10-20,0,7.0,,0.07,0.0
2020-10-21,51,7.0,,0.07,3.5700000000000003
2020-10-22,51,7.0,,0.07,3.5700000000000003
2020-10-23,0,7.0,,0.07,0.0
2020-10-24,0,7.0,,0.07,0.0
2020-10-25,0,7.0,,0.07,0.0
2020-10-26,51,7.0,,0.07,3.5700000000000003
2020-10-27,0,7.0,,0.07,0.0
2020-10-28,51,7.0,,0.07,3.5700000000000003
2020-10-29,50,7.0,,0.07,3.5000000000000004
2020-10-30,0,7.0,,0.07,0.0
2020-10-31,0,7.0,,0.07,0.0
2020-11-01,70,5.0,False,0.05,3.5
2020-11-02,0,5.0,,0.05,0.0
2020-11-03,59,5.0,,0.05,2.95
2020-11-04,0,5.0,,0.05,0.0
2020-11-05,0,5.0,,0.05,0.0
2020-11-06,100,5.0,,0.05,5.0
2020-11-07,58,5.0,,0.05,2.9000000000000004
2020-11-08,0,5.0,,0.05,0.0
2020-11-09,0,5.0,,0.05,0.0
2020-11-10,58,5.0,,0.05,2.9000000000000004
2020-11-11,57,5.0,,0.05,2.85
2020-11-12,0,5.0,,0.05,0.0
2020-11-13,0,5.0,,0.05,0.0
2020-11-14,66,5.0,,0.05,3.3000000000000003
2020-11-15,0,5.0,,0.05,0.0
2020-11-16,58,5.0,,0.05,2.9000000000000004
2020-11-17,0,5.0,,0.05,0.0
2020-11-18,60,5.0,,0.05,3.0
2020-11-19,59,5.0,,0.05,2.95
2020-11-20,0,5.0,,0.05,0.0
2020-11-21,66,5.0,,0.05,3.3000000000000003
2020-11-22,0,5.0,,0.05,0.0
2020-11-23,0,5.0,,0.05,0.0
2020-11-24,0,5.0,,0.05,0.0
2020-11-25,0,5.0,,0.05,0.0
2020-11-26,0,5.0,,0.05,0.0
2020-11-27,0,5.0,,0.05,0.0
2020-11-28,65,5.0,,0.05,3.25
2020-11-29,0,5.0,,0.05,0.0
2020-11-30,0,5.0,,0.05,0.0
