date,religion_unscaled,religion_monthly,isPartial,scale,religion
2015-04-20,72,84.0,,0.84,60.48
2015-04-21,86,84.0,,0.84,72.24
2015-04-22,83,84.0,,0.84,69.72
2015-04-23,75,84.0,,0.84,63.0
2015-04-24,82,84.0,,0.84,68.88
2015-04-25,64,84.0,,0.84,53.76
2015-04-26,77,84.0,,0.84,64.67999999999999
2015-04-27,85,84.0,,0.84,71.39999999999999
2015-04-28,73,84.0,,0.84,61.32
2015-04-29,82,84.0,,0.84,68.88
2015-04-30,83,84.0,,0.84,69.72
2015-05-01,79,74.0,False,0.74,58.46
2015-05-02,63,74.0,,0.74,46.62
2015-05-03,84,74.0,,0.74,62.16
2015-05-04,96,74.0,,0.74,71.03999999999999
2015-05-05,90,74.0,,0.74,66.6
2015-05-06,100,74.0,,0.74,74.0
2015-05-07,99,74.0,,0.74,73.26
2015-05-08,78,74.0,,0.74,57.72
2015-05-09,64,74.0,,0.74,47.36
2015-05-10,78,74.0,,0.74,57.72
2015-05-11,93,74.0,,0.74,68.82
2015-05-12,92,74.0,,0.74,68.08
2015-05-13,90,74.0,,0.74,66.6
2015-05-14,87,74.0,,0.74,64.38
2015-05-15,83,74.0,,0.74,61.42
2015-05-16,62,74.0,,0.74,45.88
2015-05-17,76,74.0,,0.74,56.24
2015-05-18,87,74.0,,0.74,64.38
2015-05-19,92,74.0,,0.74,68.08
2015-05-20,77,74.0,,0.74,56.98
2015-05-21,79,74.0,,0.74,58.46
2015-05-22,73,74.0,,0.74,54.019999999999996
2015-05-23,74,74.0,,0.74,54.76
2015-05-24,76,74.0,,0.74,56.24
2015-05-25,72,74.0,,0.74,53.28
2015-05-26,74,74.0,,0.74,54.76
2015-05-27,72,74.0,,0.74,53.28
2015-05-28,78,74.0,,0.74,57.72
2015-05-29,69,74.0,,0.74,51.06
2015-05-30,66,74.0,,0.74,48.839999999999996
2015-05-31,79,74.0,,0.74,58.46
2015-06-01,79,60.0,False,0.6,47.4
2015-06-02,75,60.0,,0.6,45.0
2015-06-03,74,60.0,,0.6,44.4
2015-06-04,80,60.0,,0.6,48.0
2015-06-05,73,60.0,,0.6,43.8
2015-06-06,66,60.0,,0.6,39.6
2015-06-07,88,60.0,,0.6,52.8
2015-06-08,70,60.0,,0.6,42.0
2015-06-09,64,60.0,,0.6,38.4
2015-06-10,64,60.0,,0.6,38.4
2015-06-11,70,60.0,,0.6,42.0
2015-06-12,68,60.0,,0.6,40.8
2015-06-13,65,60.0,,0.6,39.0
2015-06-14,69,60.0,,0.6,41.4
2015-06-15,65,60.0,,0.6,39.0
2015-06-16,67,60.0,,0.6,40.199999999999996
2015-06-17,72,60.0,,0.6,43.199999999999996
2015-06-18,63,60.0,,0.6,37.8
2015-06-19,63,60.0,,0.6,37.8
2015-06-20,70,60.0,,0.6,42.0
2015-06-21,77,60.0,,0.6,46.199999999999996
2015-06-22,65,60.0,,0.6,39.0
2015-06-23,61,60.0,,0.6,36.6
2015-06-24,65,60.0,,0.6,39.0
2015-06-25,55,60.0,,0.6,33.0
2015-06-26,79,60.0,,0.6,47.4
2015-06-27,100,60.0,,0.6,60.0
2015-06-28,88,60.0,,0.6,52.8
2015-06-29,72,60.0,,0.6,43.199999999999996
2015-06-30,78,60.0,,0.6,46.8
2015-07-01,88,56.0,False,0.56,49.28
2015-07-02,100,56.0,,0.56,56.00000000000001
2015-07-03,88,56.0,,0.56,49.28
2015-07-04,93,56.0,,0.56,52.080000000000005
2015-07-05,87,56.0,,0.56,48.720000000000006
2015-07-06,78,56.0,,0.56,43.68000000000001
2015-07-07,85,56.0,,0.56,47.6
2015-07-08,93,56.0,,0.56,52.080000000000005
2015-07-09,72,56.0,,0.56,40.32000000000001
2015-07-10,74,56.0,,0.56,41.440000000000005
2015-07-11,71,56.0,,0.56,39.760000000000005
2015-07-12,83,56.0,,0.56,46.480000000000004
2015-07-13,84,56.0,,0.56,47.040000000000006
2015-07-14,84,56.0,,0.56,47.040000000000006
2015-07-15,80,56.0,,0.56,44.800000000000004
2015-07-16,78,56.0,,0.56,43.68000000000001
2015-07-17,91,56.0,,0.56,50.96000000000001
2015-07-18,87,56.0,,0.56,48.720000000000006
2015-07-19,99,56.0,,0.56,55.440000000000005
2015-07-20,83,56.0,,0.56,46.480000000000004
2015-07-21,85,56.0,,0.56,47.6
2015-07-22,84,56.0,,0.56,47.040000000000006
2015-07-23,77,56.0,,0.56,43.120000000000005
2015-07-24,78,56.0,,0.56,43.68000000000001
2015-07-25,75,56.0,,0.56,42.00000000000001
2015-07-26,82,56.0,,0.56,45.92
2015-07-27,83,56.0,,0.56,46.480000000000004
2015-07-28,86,56.0,,0.56,48.160000000000004
2015-07-29,84,56.0,,0.56,47.040000000000006
2015-07-30,80,56.0,,0.56,44.800000000000004
2015-07-31,82,56.0,,0.56,45.92
2015-08-01,68,62.0,False,0.62,42.16
2015-08-02,81,62.0,,0.62,50.22
2015-08-03,67,62.0,,0.62,41.54
2015-08-04,59,62.0,,0.62,36.58
2015-08-05,69,62.0,,0.62,42.78
2015-08-06,62,62.0,,0.62,38.44
2015-08-07,79,62.0,,0.62,48.98
2015-08-08,78,62.0,,0.62,48.36
2015-08-09,78,62.0,,0.62,48.36
2015-08-10,64,62.0,,0.62,39.68
2015-08-11,67,62.0,,0.62,41.54
2015-08-12,60,62.0,,0.62,37.2
2015-08-13,72,62.0,,0.62,44.64
2015-08-14,70,62.0,,0.62,43.4
2015-08-15,73,62.0,,0.62,45.26
2015-08-16,84,62.0,,0.62,52.08
2015-08-17,82,62.0,,0.62,50.839999999999996
2015-08-18,77,62.0,,0.62,47.74
2015-08-19,73,62.0,,0.62,45.26
2015-08-20,82,62.0,,0.62,50.839999999999996
2015-08-21,96,62.0,,0.62,59.519999999999996
2015-08-22,83,62.0,,0.62,51.46
2015-08-23,83,62.0,,0.62,51.46
2015-08-24,89,62.0,,0.62,55.18
2015-08-25,89,62.0,,0.62,55.18
2015-08-26,92,62.0,,0.62,57.04
2015-08-27,100,62.0,,0.62,62.0
2015-08-28,90,62.0,,0.62,55.8
2015-08-29,72,62.0,,0.62,44.64
2015-08-30,88,62.0,,0.62,54.56
2015-08-31,89,62.0,,0.62,55.18
2015-09-01,58,99.0,False,0.99,57.42
2015-09-02,67,99.0,,0.99,66.33
2015-09-03,70,99.0,,0.99,69.3
2015-09-04,65,99.0,,0.99,64.35
2015-09-05,54,99.0,,0.99,53.46
2015-09-06,60,99.0,,0.99,59.4
2015-09-07,55,99.0,,0.99,54.45
2015-09-08,73,99.0,,0.99,72.27
2015-09-09,72,99.0,,0.99,71.28
2015-09-10,71,99.0,,0.99,70.29
2015-09-11,65,99.0,,0.99,64.35
2015-09-12,56,99.0,,0.99,55.44
2015-09-13,65,99.0,,0.99,64.35
2015-09-14,72,99.0,,0.99,71.28
2015-09-15,70,99.0,,0.99,69.3
2015-09-16,74,99.0,,0.99,73.26
2015-09-17,79,99.0,,0.99,78.21
2015-09-18,76,99.0,,0.99,75.24
2015-09-19,57,99.0,,0.99,56.43
2015-09-20,72,99.0,,0.99,71.28
2015-09-21,87,99.0,,0.99,86.13
2015-09-22,89,99.0,,0.99,88.11
2015-09-23,96,99.0,,0.99,95.03999999999999
2015-09-24,100,99.0,,0.99,99.0
2015-09-25,88,99.0,,0.99,87.12
2015-09-26,64,99.0,,0.99,63.36
2015-09-27,69,99.0,,0.99,68.31
2015-09-28,82,99.0,,0.99,81.17999999999999
2015-09-29,81,99.0,,0.99,80.19
2015-09-30,78,99.0,,0.99,77.22
2015-10-01,100,93.0,False,0.93,93.0
2015-10-02,93,93.0,,0.93,86.49000000000001
2015-10-03,63,93.0,,0.93,58.59
2015-10-04,68,93.0,,0.93,63.24
2015-10-05,78,93.0,,0.93,72.54
2015-10-06,83,93.0,,0.93,77.19
2015-10-07,77,93.0,,0.93,71.61
2015-10-08,81,93.0,,0.93,75.33
2015-10-09,73,93.0,,0.93,67.89
2015-10-10,53,93.0,,0.93,49.29
2015-10-11,62,93.0,,0.93,57.660000000000004
2015-10-12,64,93.0,,0.93,59.52
2015-10-13,80,93.0,,0.93,74.4
2015-10-14,82,93.0,,0.93,76.26
2015-10-15,74,93.0,,0.93,68.82000000000001
2015-10-16,68,93.0,,0.93,63.24
2015-10-17,56,93.0,,0.93,52.080000000000005
2015-10-18,65,93.0,,0.93,60.45
2015-10-19,79,93.0,,0.93,73.47
2015-10-20,73,93.0,,0.93,67.89
2015-10-21,79,93.0,,0.93,73.47
2015-10-22,82,93.0,,0.93,76.26
2015-10-23,67,93.0,,0.93,62.31
2015-10-24,51,93.0,,0.93,47.43
2015-10-25,67,93.0,,0.93,62.31
2015-10-26,85,93.0,,0.93,79.05
2015-10-27,81,93.0,,0.93,75.33
2015-10-28,80,93.0,,0.93,74.4
2015-10-29,73,93.0,,0.93,67.89
2015-10-30,71,93.0,,0.93,66.03
2015-10-31,49,93.0,,0.93,45.57
2015-11-01,57,100.0,False,1.0,57.0
2015-11-02,68,100.0,,1.0,68.0
2015-11-03,73,100.0,,1.0,73.0
2015-11-04,75,100.0,,1.0,75.0
2015-11-05,78,100.0,,1.0,78.0
2015-11-06,71,100.0,,1.0,71.0
2015-11-07,55,100.0,,1.0,55.0
2015-11-08,58,100.0,,1.0,58.0
2015-11-09,67,100.0,,1.0,67.0
2015-11-10,70,100.0,,1.0,70.0
2015-11-11,66,100.0,,1.0,66.0
2015-11-12,73,100.0,,1.0,73.0
2015-11-13,73,100.0,,1.0,73.0
2015-11-14,78,100.0,,1.0,78.0
2015-11-15,83,100.0,,1.0,83.0
2015-11-16,94,100.0,,1.0,94.0
2015-11-17,100,100.0,,1.0,100.0
2015-11-18,98,100.0,,1.0,98.0
2015-11-19,98,100.0,,1.0,98.0
2015-11-20,88,100.0,,1.0,88.0
2015-11-21,62,100.0,,1.0,62.0
2015-11-22,70,100.0,,1.0,70.0
2015-11-23,75,100.0,,1.0,75.0
2015-11-24,70,100.0,,1.0,70.0
2015-11-25,55,100.0,,1.0,55.0
2015-11-26,56,100.0,,1.0,56.0
2015-11-27,59,100.0,,1.0,59.0
2015-11-28,60,100.0,,1.0,60.0
2015-11-29,64,100.0,,1.0,64.0
2015-11-30,76,100.0,,1.0,76.0
2015-12-01,70,96.0,False,0.96,67.2
2015-12-02,78,96.0,,0.96,74.88
2015-12-03,80,96.0,,0.96,76.8
2015-12-04,76,96.0,,0.96,72.96
2015-12-05,63,96.0,,0.96,60.48
2015-12-06,65,96.0,,0.96,62.4
2015-12-07,83,96.0,,0.96,79.67999999999999
2015-12-08,92,96.0,,0.96,88.32
2015-12-09,100,96.0,,0.96,96.0
2015-12-10,95,96.0,,0.96,91.2
2015-12-11,79,96.0,,0.96,75.84
2015-12-12,65,96.0,,0.96,62.4
2015-12-13,67,96.0,,0.96,64.32
2015-12-14,78,96.0,,0.96,74.88
2015-12-15,79,96.0,,0.96,75.84
2015-12-16,85,96.0,,0.96,81.6
2015-12-17,67,96.0,,0.96,64.32
2015-12-18,68,96.0,,0.96,65.28
2015-12-19,47,96.0,,0.96,45.12
2015-12-20,61,96.0,,0.96,58.559999999999995
2015-12-21,49,96.0,,0.96,47.04
2015-12-22,49,96.0,,0.96,47.04
2015-12-23,47,96.0,,0.96,45.12
2015-12-24,51,96.0,,0.96,48.96
2015-12-25,59,96.0,,0.96,56.64
2015-12-26,53,96.0,,0.96,50.879999999999995
2015-12-27,54,96.0,,0.96,51.839999999999996
2015-12-28,39,96.0,,0.96,37.44
2015-12-29,40,96.0,,0.96,38.4
2015-12-30,42,96.0,,0.96,40.32
2015-12-31,40,96.0,,0.96,38.4
2016-01-01,64,77.0,False,0.77,49.28
2016-01-02,66,77.0,,0.77,50.82
2016-01-03,78,77.0,,0.77,60.06
2016-01-04,62,77.0,,0.77,47.74
2016-01-05,70,77.0,,0.77,53.9
2016-01-06,73,77.0,,0.77,56.21
2016-01-07,80,77.0,,0.77,61.6
2016-01-08,73,77.0,,0.77,56.21
2016-01-09,61,77.0,,0.77,46.97
2016-01-10,61,77.0,,0.77,46.97
2016-01-11,81,77.0,,0.77,62.370000000000005
2016-01-12,83,77.0,,0.77,63.910000000000004
2016-01-13,91,77.0,,0.77,70.07000000000001
2016-01-14,77,77.0,,0.77,59.29
2016-01-15,76,77.0,,0.77,58.52
2016-01-16,68,77.0,,0.77,52.36
2016-01-17,63,77.0,,0.77,48.51
2016-01-18,71,77.0,,0.77,54.67
2016-01-19,89,77.0,,0.77,68.53
2016-01-20,80,77.0,,0.77,61.6
2016-01-21,100,77.0,,0.77,77.0
2016-01-22,70,77.0,,0.77,53.9
2016-01-23,64,77.0,,0.77,49.28
2016-01-24,75,77.0,,0.77,57.75
2016-01-25,83,77.0,,0.77,63.910000000000004
2016-01-26,89,77.0,,0.77,68.53
2016-01-27,84,77.0,,0.77,64.68
2016-01-28,83,77.0,,0.77,63.910000000000004
2016-01-29,82,77.0,,0.77,63.14
2016-01-30,61,77.0,,0.77,46.97
2016-01-31,71,77.0,,0.77,54.67
2016-02-01,90,85.0,False,0.85,76.5
2016-02-02,97,85.0,,0.85,82.45
2016-02-03,91,85.0,,0.85,77.35
2016-02-04,89,85.0,,0.85,75.64999999999999
2016-02-05,91,85.0,,0.85,77.35
2016-02-06,64,85.0,,0.85,54.4
2016-02-07,89,85.0,,0.85,75.64999999999999
2016-02-08,81,85.0,,0.85,68.85
2016-02-09,88,85.0,,0.85,74.8
2016-02-10,100,85.0,,0.85,85.0
2016-02-11,92,85.0,,0.85,78.2
2016-02-12,78,85.0,,0.85,66.3
2016-02-13,72,85.0,,0.85,61.199999999999996
2016-02-14,71,85.0,,0.85,60.35
2016-02-15,67,85.0,,0.85,56.949999999999996
2016-02-16,74,85.0,,0.85,62.9
2016-02-17,85,85.0,,0.85,72.25
2016-02-18,95,85.0,,0.85,80.75
2016-02-19,94,85.0,,0.85,79.89999999999999
2016-02-20,69,85.0,,0.85,58.65
2016-02-21,77,85.0,,0.85,65.45
2016-02-22,93,85.0,,0.85,79.05
2016-02-23,81,85.0,,0.85,68.85
2016-02-24,87,85.0,,0.85,73.95
2016-02-25,88,85.0,,0.85,74.8
2016-02-26,84,85.0,,0.85,71.39999999999999
2016-02-27,66,85.0,,0.85,56.1
2016-02-28,82,85.0,,0.85,69.7
2016-02-29,84,85.0,,0.85,71.39999999999999
2016-03-01,94,82.0,False,0.82,77.08
2016-03-02,83,82.0,,0.82,68.06
2016-03-03,91,82.0,,0.82,74.61999999999999
2016-03-04,84,82.0,,0.82,68.88
2016-03-05,70,82.0,,0.82,57.4
2016-03-06,85,82.0,,0.82,69.7
2016-03-07,96,82.0,,0.82,78.72
2016-03-08,88,82.0,,0.82,72.16
2016-03-09,96,82.0,,0.82,78.72
2016-03-10,79,82.0,,0.82,64.78
2016-03-11,93,82.0,,0.82,76.25999999999999
2016-03-12,64,82.0,,0.82,52.48
2016-03-13,77,82.0,,0.82,63.13999999999999
2016-03-14,86,82.0,,0.82,70.52
2016-03-15,83,82.0,,0.82,68.06
2016-03-16,100,82.0,,0.82,82.0
2016-03-17,90,82.0,,0.82,73.8
2016-03-18,72,82.0,,0.82,59.04
2016-03-19,65,82.0,,0.82,53.3
2016-03-20,81,82.0,,0.82,66.42
2016-03-21,90,82.0,,0.82,73.8
2016-03-22,95,82.0,,0.82,77.89999999999999
2016-03-23,95,82.0,,0.82,77.89999999999999
2016-03-24,92,82.0,,0.82,75.44
2016-03-25,82,82.0,,0.82,67.24
2016-03-26,80,82.0,,0.82,65.6
2016-03-27,100,82.0,,0.82,82.0
2016-03-28,99,82.0,,0.82,81.17999999999999
2016-03-29,91,82.0,,0.82,74.61999999999999
2016-03-30,84,82.0,,0.82,68.88
2016-03-31,81,82.0,,0.82,66.42
2016-04-01,74,80.0,False,0.8,59.2
2016-04-02,67,80.0,,0.8,53.6
2016-04-03,86,80.0,,0.8,68.8
2016-04-04,86,80.0,,0.8,68.8
2016-04-05,86,80.0,,0.8,68.8
2016-04-06,91,80.0,,0.8,72.8
2016-04-07,84,80.0,,0.8,67.2
2016-04-08,77,80.0,,0.8,61.6
2016-04-09,67,80.0,,0.8,53.6
2016-04-10,87,80.0,,0.8,69.60000000000001
2016-04-11,83,80.0,,0.8,66.4
2016-04-12,83,80.0,,0.8,66.4
2016-04-13,88,80.0,,0.8,70.4
2016-04-14,86,80.0,,0.8,68.8
2016-04-15,76,80.0,,0.8,60.800000000000004
2016-04-16,78,80.0,,0.8,62.400000000000006
2016-04-17,85,80.0,,0.8,68.0
2016-04-18,86,80.0,,0.8,68.8
2016-04-19,85,80.0,,0.8,68.0
2016-04-20,86,80.0,,0.8,68.8
2016-04-21,100,80.0,,0.8,80.0
2016-04-22,94,80.0,,0.8,75.2
2016-04-23,73,80.0,,0.8,58.400000000000006
2016-04-24,81,80.0,,0.8,64.8
2016-04-25,80,80.0,,0.8,64.0
2016-04-26,88,80.0,,0.8,70.4
2016-04-27,94,80.0,,0.8,75.2
2016-04-28,82,80.0,,0.8,65.60000000000001
2016-04-29,70,80.0,,0.8,56.0
2016-04-30,71,80.0,,0.8,56.800000000000004
2016-05-01,96,71.0,False,0.71,68.16
2016-05-02,100,71.0,,0.71,71.0
2016-05-03,96,71.0,,0.71,68.16
2016-05-04,92,71.0,,0.71,65.32
2016-05-05,91,71.0,,0.71,64.61
2016-05-06,87,71.0,,0.71,61.769999999999996
2016-05-07,63,71.0,,0.71,44.73
2016-05-08,81,71.0,,0.71,57.51
2016-05-09,84,71.0,,0.71,59.64
2016-05-10,87,71.0,,0.71,61.769999999999996
2016-05-11,85,71.0,,0.71,60.349999999999994
2016-05-12,89,71.0,,0.71,63.19
2016-05-13,76,71.0,,0.71,53.959999999999994
2016-05-14,66,71.0,,0.71,46.86
2016-05-15,75,71.0,,0.71,53.25
2016-05-16,81,71.0,,0.71,57.51
2016-05-17,87,71.0,,0.71,61.769999999999996
2016-05-18,83,71.0,,0.71,58.93
2016-05-19,78,71.0,,0.71,55.379999999999995
2016-05-20,68,71.0,,0.71,48.28
2016-05-21,59,71.0,,0.71,41.89
2016-05-22,76,71.0,,0.71,53.959999999999994
2016-05-23,75,71.0,,0.71,53.25
2016-05-24,74,71.0,,0.71,52.54
2016-05-25,72,71.0,,0.71,51.12
2016-05-26,80,71.0,,0.71,56.8
2016-05-27,67,71.0,,0.71,47.57
2016-05-28,61,71.0,,0.71,43.309999999999995
2016-05-29,71,71.0,,0.71,50.41
2016-05-30,83,71.0,,0.71,58.93
2016-05-31,71,71.0,,0.71,50.41
2016-06-01,80,61.0,False,0.61,48.8
2016-06-02,82,61.0,,0.61,50.019999999999996
2016-06-03,70,61.0,,0.61,42.699999999999996
2016-06-04,82,61.0,,0.61,50.019999999999996
2016-06-05,86,61.0,,0.61,52.46
2016-06-06,74,61.0,,0.61,45.14
2016-06-07,66,61.0,,0.61,40.26
2016-06-08,67,61.0,,0.61,40.87
2016-06-09,65,61.0,,0.61,39.65
2016-06-10,61,61.0,,0.61,37.21
2016-06-11,65,61.0,,0.61,39.65
2016-06-12,96,61.0,,0.61,58.56
2016-06-13,100,61.0,,0.61,61.0
2016-06-14,90,61.0,,0.61,54.9
2016-06-15,91,61.0,,0.61,55.51
2016-06-16,75,61.0,,0.61,45.75
2016-06-17,62,61.0,,0.61,37.82
2016-06-18,73,61.0,,0.61,44.53
2016-06-19,78,61.0,,0.61,47.58
2016-06-20,59,61.0,,0.61,35.99
2016-06-21,59,61.0,,0.61,35.99
2016-06-22,63,61.0,,0.61,38.43
2016-06-23,52,61.0,,0.61,31.72
2016-06-24,60,61.0,,0.61,36.6
2016-06-25,60,61.0,,0.61,36.6
2016-06-26,61,61.0,,0.61,37.21
2016-06-27,63,61.0,,0.61,38.43
2016-06-28,61,61.0,,0.61,37.21
2016-06-29,62,61.0,,0.61,37.82
2016-06-30,64,61.0,,0.61,39.04
2016-07-01,98,56.0,False,0.56,54.88
2016-07-02,83,56.0,,0.56,46.480000000000004
2016-07-03,93,56.0,,0.56,52.080000000000005
2016-07-04,94,56.0,,0.56,52.64000000000001
2016-07-05,81,56.0,,0.56,45.36000000000001
2016-07-06,73,56.0,,0.56,40.88
2016-07-07,74,56.0,,0.56,41.440000000000005
2016-07-08,77,56.0,,0.56,43.120000000000005
2016-07-09,80,56.0,,0.56,44.800000000000004
2016-07-10,89,56.0,,0.56,49.84
2016-07-11,82,56.0,,0.56,45.92
2016-07-12,71,56.0,,0.56,39.760000000000005
2016-07-13,75,56.0,,0.56,42.00000000000001
2016-07-14,77,56.0,,0.56,43.120000000000005
2016-07-15,100,56.0,,0.56,56.00000000000001
2016-07-16,95,56.0,,0.56,53.2
2016-07-17,100,56.0,,0.56,56.00000000000001
2016-07-18,92,56.0,,0.56,51.52
2016-07-19,96,56.0,,0.56,53.760000000000005
2016-07-20,94,56.0,,0.56,52.64000000000001
2016-07-21,92,56.0,,0.56,51.52
2016-07-22,88,56.0,,0.56,49.28
2016-07-23,90,56.0,,0.56,50.400000000000006
2016-07-24,95,56.0,,0.56,53.2
2016-07-25,80,56.0,,0.56,44.800000000000004
2016-07-26,84,56.0,,0.56,47.040000000000006
2016-07-27,71,56.0,,0.56,39.760000000000005
2016-07-28,89,56.0,,0.56,49.84
2016-07-29,84,56.0,,0.56,47.040000000000006
2016-07-30,78,56.0,,0.56,43.68000000000001
2016-07-31,94,56.0,,0.56,52.64000000000001
2016-08-01,61,59.0,False,0.59,35.989999999999995
2016-08-02,69,59.0,,0.59,40.71
2016-08-03,67,59.0,,0.59,39.53
2016-08-04,67,59.0,,0.59,39.53
2016-08-05,65,59.0,,0.59,38.35
2016-08-06,71,59.0,,0.59,41.89
2016-08-07,78,59.0,,0.59,46.019999999999996
2016-08-08,67,59.0,,0.59,39.53
2016-08-09,66,59.0,,0.59,38.94
2016-08-10,63,59.0,,0.59,37.169999999999995
2016-08-11,67,59.0,,0.59,39.53
2016-08-12,68,59.0,,0.59,40.12
2016-08-13,59,59.0,,0.59,34.809999999999995
2016-08-14,79,59.0,,0.59,46.61
2016-08-15,73,59.0,,0.59,43.07
2016-08-16,65,59.0,,0.59,38.35
2016-08-17,72,59.0,,0.59,42.48
2016-08-18,70,59.0,,0.59,41.3
2016-08-19,66,59.0,,0.59,38.94
2016-08-20,60,59.0,,0.59,35.4
2016-08-21,78,59.0,,0.59,46.019999999999996
2016-08-22,77,59.0,,0.59,45.43
2016-08-23,84,59.0,,0.59,49.559999999999995
2016-08-24,86,59.0,,0.59,50.739999999999995
2016-08-25,87,59.0,,0.59,51.33
2016-08-26,83,59.0,,0.59,48.97
2016-08-27,73,59.0,,0.59,43.07
2016-08-28,81,59.0,,0.59,47.79
2016-08-29,92,59.0,,0.59,54.279999999999994
2016-08-30,100,59.0,,0.59,59.0
2016-08-31,98,59.0,,0.59,57.82
2016-09-01,81,80.0,False,0.8,64.8
2016-09-02,65,80.0,,0.8,52.0
2016-09-03,53,80.0,,0.8,42.400000000000006
2016-09-04,70,80.0,,0.8,56.0
2016-09-05,80,80.0,,0.8,64.0
2016-09-06,84,80.0,,0.8,67.2
2016-09-07,90,80.0,,0.8,72.0
2016-09-08,79,80.0,,0.8,63.2
2016-09-09,82,80.0,,0.8,65.60000000000001
2016-09-10,52,80.0,,0.8,41.6
2016-09-11,71,80.0,,0.8,56.800000000000004
2016-09-12,92,80.0,,0.8,73.60000000000001
2016-09-13,91,80.0,,0.8,72.8
2016-09-14,97,80.0,,0.8,77.60000000000001
2016-09-15,97,80.0,,0.8,77.60000000000001
2016-09-16,70,80.0,,0.8,56.0
2016-09-17,60,80.0,,0.8,48.0
2016-09-18,78,80.0,,0.8,62.400000000000006
2016-09-19,92,80.0,,0.8,73.60000000000001
2016-09-20,89,80.0,,0.8,71.2
2016-09-21,86,80.0,,0.8,68.8
2016-09-22,88,80.0,,0.8,70.4
2016-09-23,86,80.0,,0.8,68.8
2016-09-24,60,80.0,,0.8,48.0
2016-09-25,81,80.0,,0.8,64.8
2016-09-26,95,80.0,,0.8,76.0
2016-09-27,79,80.0,,0.8,63.2
2016-09-28,100,80.0,,0.8,80.0
2016-09-29,92,80.0,,0.8,73.60000000000001
2016-09-30,85,80.0,,0.8,68.0
2016-10-01,58,82.0,False,0.82,47.559999999999995
2016-10-02,75,82.0,,0.82,61.49999999999999
2016-10-03,85,82.0,,0.82,69.7
2016-10-04,88,82.0,,0.82,72.16
2016-10-05,100,82.0,,0.82,82.0
2016-10-06,93,82.0,,0.82,76.25999999999999
2016-10-07,76,82.0,,0.82,62.31999999999999
2016-10-08,62,82.0,,0.82,50.839999999999996
2016-10-09,67,82.0,,0.82,54.94
2016-10-10,80,82.0,,0.82,65.6
2016-10-11,91,82.0,,0.82,74.61999999999999
2016-10-12,93,82.0,,0.82,76.25999999999999
2016-10-13,90,82.0,,0.82,73.8
2016-10-14,74,82.0,,0.82,60.68
2016-10-15,65,82.0,,0.82,53.3
2016-10-16,72,82.0,,0.82,59.04
2016-10-17,81,82.0,,0.82,66.42
2016-10-18,84,82.0,,0.82,68.88
2016-10-19,82,82.0,,0.82,67.24
2016-10-20,88,82.0,,0.82,72.16
2016-10-21,79,82.0,,0.82,64.78
2016-10-22,64,82.0,,0.82,52.48
2016-10-23,77,82.0,,0.82,63.13999999999999
2016-10-24,91,82.0,,0.82,74.61999999999999
2016-10-25,85,82.0,,0.82,69.7
2016-10-26,88,82.0,,0.82,72.16
2016-10-27,88,82.0,,0.82,72.16
2016-10-28,76,82.0,,0.82,62.31999999999999
2016-10-29,59,82.0,,0.82,48.379999999999995
2016-10-30,72,82.0,,0.82,59.04
2016-10-31,82,82.0,,0.82,67.24
2016-11-01,78,86.0,False,0.86,67.08
2016-11-02,83,86.0,,0.86,71.38
2016-11-03,77,86.0,,0.86,66.22
2016-11-04,77,86.0,,0.86,66.22
2016-11-05,58,86.0,,0.86,49.88
2016-11-06,74,86.0,,0.86,63.64
2016-11-07,75,86.0,,0.86,64.5
2016-11-08,76,86.0,,0.86,65.36
2016-11-09,82,86.0,,0.86,70.52
2016-11-10,95,86.0,,0.86,81.7
2016-11-11,73,86.0,,0.86,62.78
2016-11-12,63,86.0,,0.86,54.18
2016-11-13,80,86.0,,0.86,68.8
2016-11-14,89,86.0,,0.86,76.53999999999999
2016-11-15,91,86.0,,0.86,78.26
2016-11-16,85,86.0,,0.86,73.1
2016-11-17,90,86.0,,0.86,77.4
2016-11-18,82,86.0,,0.86,70.52
2016-11-19,56,86.0,,0.86,48.16
2016-11-20,72,86.0,,0.86,61.92
2016-11-21,82,86.0,,0.86,70.52
2016-11-22,76,86.0,,0.86,65.36
2016-11-23,60,86.0,,0.86,51.6
2016-11-24,58,86.0,,0.86,49.88
2016-11-25,73,86.0,,0.86,62.78
2016-11-26,74,86.0,,0.86,63.64
2016-11-27,76,86.0,,0.86,65.36
2016-11-28,100,86.0,,0.86,86.0
2016-11-29,95,86.0,,0.86,81.7
2016-11-30,94,86.0,,0.86,80.84
2016-12-01,93,84.0,False,0.84,78.11999999999999
2016-12-02,83,84.0,,0.84,69.72
2016-12-03,65,84.0,,0.84,54.6
2016-12-04,75,84.0,,0.84,63.0
2016-12-05,94,84.0,,0.84,78.96
2016-12-06,100,84.0,,0.84,84.0
2016-12-07,94,84.0,,0.84,78.96
2016-12-08,86,84.0,,0.84,72.24
2016-12-09,82,84.0,,0.84,68.88
2016-12-10,59,84.0,,0.84,49.559999999999995
2016-12-11,78,84.0,,0.84,65.52
2016-12-12,91,84.0,,0.84,76.44
2016-12-13,89,84.0,,0.84,74.75999999999999
2016-12-14,91,84.0,,0.84,76.44
2016-12-15,81,84.0,,0.84,68.03999999999999
2016-12-16,76,84.0,,0.84,63.839999999999996
2016-12-17,62,84.0,,0.84,52.08
2016-12-18,72,84.0,,0.84,60.48
