date,religion_unscaled,religion_monthly,isPartial,scale,religion
2011-12-15,92,94.0,,0.94,86.47999999999999
2011-12-16,77,94.0,,0.94,72.38
2011-12-17,65,94.0,,0.94,61.099999999999994
2011-12-18,79,94.0,,0.94,74.25999999999999
2011-12-19,77,94.0,,0.94,72.38
2011-12-20,68,94.0,,0.94,63.919999999999995
2011-12-21,67,94.0,,0.94,62.98
2011-12-22,64,94.0,,0.94,60.16
2011-12-23,57,94.0,,0.94,53.58
2011-12-24,68,94.0,,0.94,63.919999999999995
2011-12-25,79,94.0,,0.94,74.25999999999999
2011-12-26,73,94.0,,0.94,68.61999999999999
2011-12-27,53,94.0,,0.94,49.82
2011-12-28,55,94.0,,0.94,51.699999999999996
2011-12-29,49,94.0,,0.94,46.059999999999995
2011-12-30,57,94.0,,0.94,53.58
2011-12-31,56,94.0,,0.94,52.64
2012-01-01,52,92.0,False,0.92,47.84
2012-01-02,67,92.0,,0.92,61.64
2012-01-03,70,92.0,,0.92,64.4
2012-01-04,71,92.0,,0.92,65.32000000000001
2012-01-05,71,92.0,,0.92,65.32000000000001
2012-01-06,67,92.0,,0.92,61.64
2012-01-07,61,92.0,,0.92,56.120000000000005
2012-01-08,81,92.0,,0.92,74.52000000000001
2012-01-09,84,92.0,,0.92,77.28
2012-01-10,77,92.0,,0.92,70.84
2012-01-11,85,92.0,,0.92,78.2
2012-01-12,100,92.0,,0.92,92.0
2012-01-13,99,92.0,,0.92,91.08
2012-01-14,87,92.0,,0.92,80.04
2012-01-15,86,92.0,,0.92,79.12
2012-01-16,85,92.0,,0.92,78.2
2012-01-17,84,92.0,,0.92,77.28
2012-01-18,85,92.0,,0.92,78.2
2012-01-19,82,92.0,,0.92,75.44
2012-01-20,73,92.0,,0.92,67.16
2012-01-21,70,92.0,,0.92,64.4
2012-01-22,77,92.0,,0.92,70.84
2012-01-23,79,92.0,,0.92,72.68
2012-01-24,87,92.0,,0.92,80.04
2012-01-25,87,92.0,,0.92,80.04
2012-01-26,81,92.0,,0.92,74.52000000000001
2012-01-27,87,92.0,,0.92,80.04
2012-01-28,67,92.0,,0.92,61.64
2012-01-29,86,92.0,,0.92,79.12
2012-01-30,74,92.0,,0.92,68.08
2012-01-31,87,92.0,,0.92,80.04
2012-02-01,88,96.0,False,0.96,84.47999999999999
2012-02-02,91,96.0,,0.96,87.36
2012-02-03,77,96.0,,0.96,73.92
2012-02-04,73,96.0,,0.96,70.08
2012-02-05,80,96.0,,0.96,76.8
2012-02-06,83,96.0,,0.96,79.67999999999999
2012-02-07,91,96.0,,0.96,87.36
2012-02-08,92,96.0,,0.96,88.32
2012-02-09,97,96.0,,0.96,93.11999999999999
2012-02-10,89,96.0,,0.96,85.44
2012-02-11,74,96.0,,0.96,71.03999999999999
2012-02-12,78,96.0,,0.96,74.88
2012-02-13,85,96.0,,0.96,81.6
2012-02-14,77,96.0,,0.96,73.92
2012-02-15,89,96.0,,0.96,85.44
2012-02-16,90,96.0,,0.96,86.39999999999999
2012-02-17,75,96.0,,0.96,72.0
2012-02-18,70,96.0,,0.96,67.2
2012-02-19,79,96.0,,0.96,75.84
2012-02-20,83,96.0,,0.96,79.67999999999999
2012-02-21,91,96.0,,0.96,87.36
2012-02-22,100,96.0,,0.96,96.0
2012-02-23,86,96.0,,0.96,82.56
2012-02-24,85,96.0,,0.96,81.6
2012-02-25,68,96.0,,0.96,65.28
2012-02-26,83,96.0,,0.96,79.67999999999999
2012-02-27,93,96.0,,0.96,89.28
2012-02-28,89,96.0,,0.96,85.44
2012-02-29,90,96.0,,0.96,86.39999999999999
2012-03-01,98,86.0,False,0.86,84.28
2012-03-02,85,86.0,,0.86,73.1
2012-03-03,86,86.0,,0.86,73.96
2012-03-04,100,86.0,,0.86,86.0
2012-03-05,100,86.0,,0.86,86.0
2012-03-06,94,86.0,,0.86,80.84
2012-03-07,89,86.0,,0.86,76.53999999999999
2012-03-08,99,86.0,,0.86,85.14
2012-03-09,89,86.0,,0.86,76.53999999999999
2012-03-10,71,86.0,,0.86,61.06
2012-03-11,95,86.0,,0.86,81.7
2012-03-12,88,86.0,,0.86,75.67999999999999
2012-03-13,95,86.0,,0.86,81.7
2012-03-14,96,86.0,,0.86,82.56
2012-03-15,83,86.0,,0.86,71.38
2012-03-16,78,86.0,,0.86,67.08
2012-03-17,75,86.0,,0.86,64.5
2012-03-18,85,86.0,,0.86,73.1
2012-03-19,90,86.0,,0.86,77.4
2012-03-20,92,86.0,,0.86,79.12
2012-03-21,83,86.0,,0.86,71.38
2012-03-22,86,86.0,,0.86,73.96
2012-03-23,78,86.0,,0.86,67.08
2012-03-24,79,86.0,,0.86,67.94
2012-03-25,94,86.0,,0.86,80.84
2012-03-26,89,86.0,,0.86,76.53999999999999
2012-03-27,96,86.0,,0.86,82.56
2012-03-28,88,86.0,,0.86,75.67999999999999
2012-03-29,84,86.0,,0.86,72.24
2012-03-30,92,86.0,,0.86,79.12
2012-03-31,71,86.0,,0.86,61.06
2012-04-01,66,86.0,False,0.86,56.76
2012-04-02,69,86.0,,0.86,59.339999999999996
2012-04-03,77,86.0,,0.86,66.22
2012-04-04,76,86.0,,0.86,65.36
2012-04-05,78,86.0,,0.86,67.08
2012-04-06,83,86.0,,0.86,71.38
2012-04-07,77,86.0,,0.86,66.22
2012-04-08,100,86.0,,0.86,86.0
2012-04-09,89,86.0,,0.86,76.53999999999999
2012-04-10,90,86.0,,0.86,77.4
2012-04-11,86,86.0,,0.86,73.96
2012-04-12,89,86.0,,0.86,76.53999999999999
2012-04-13,68,86.0,,0.86,58.48
2012-04-14,74,86.0,,0.86,63.64
2012-04-15,81,86.0,,0.86,69.66
2012-04-16,85,86.0,,0.86,73.1
2012-04-17,98,86.0,,0.86,84.28
2012-04-18,80,86.0,,0.86,68.8
2012-04-19,86,86.0,,0.86,73.96
2012-04-20,74,86.0,,0.86,63.64
2012-04-21,62,86.0,,0.86,53.32
2012-04-22,85,86.0,,0.86,73.1
2012-04-23,86,86.0,,0.86,73.96
2012-04-24,86,86.0,,0.86,73.96
2012-04-25,72,86.0,,0.86,61.92
2012-04-26,81,86.0,,0.86,69.66
2012-04-27,80,86.0,,0.86,68.8
2012-04-28,69,86.0,,0.86,59.339999999999996
2012-04-29,73,86.0,,0.86,62.78
2012-04-30,87,86.0,,0.86,74.82
2012-05-01,89,78.0,False,0.78,69.42
2012-05-02,94,78.0,,0.78,73.32000000000001
2012-05-03,93,78.0,,0.78,72.54
2012-05-04,89,78.0,,0.78,69.42
2012-05-05,72,78.0,,0.78,56.160000000000004
2012-05-06,75,78.0,,0.78,58.5
2012-05-07,98,78.0,,0.78,76.44
2012-05-08,84,78.0,,0.78,65.52
2012-05-09,100,78.0,,0.78,78.0
2012-05-10,97,78.0,,0.78,75.66
2012-05-11,89,78.0,,0.78,69.42
2012-05-12,66,78.0,,0.78,51.480000000000004
2012-05-13,74,78.0,,0.78,57.72
2012-05-14,90,78.0,,0.78,70.2
2012-05-15,93,78.0,,0.78,72.54
2012-05-16,85,78.0,,0.78,66.3
2012-05-17,83,78.0,,0.78,64.74000000000001
2012-05-18,67,78.0,,0.78,52.260000000000005
2012-05-19,63,78.0,,0.78,49.14
2012-05-20,71,78.0,,0.78,55.38
2012-05-21,83,78.0,,0.78,64.74000000000001
2012-05-22,86,78.0,,0.78,67.08
2012-05-23,82,78.0,,0.78,63.96
2012-05-24,71,78.0,,0.78,55.38
2012-05-25,67,78.0,,0.78,52.260000000000005
2012-05-26,71,78.0,,0.78,55.38
2012-05-27,65,78.0,,0.78,50.7
2012-05-28,67,78.0,,0.78,52.260000000000005
2012-05-29,72,78.0,,0.78,56.160000000000004
2012-05-30,74,78.0,,0.78,57.72
2012-05-31,71,78.0,,0.78,55.38
2012-06-01,82,60.0,False,0.6,49.199999999999996
2012-06-02,79,60.0,,0.6,47.4
2012-06-03,100,60.0,,0.6,60.0
2012-06-04,83,60.0,,0.6,49.8
2012-06-05,95,60.0,,0.6,57.0
2012-06-06,84,60.0,,0.6,50.4
2012-06-07,77,60.0,,0.6,46.199999999999996
2012-06-08,75,60.0,,0.6,45.0
2012-06-09,78,60.0,,0.6,46.8
2012-06-10,90,60.0,,0.6,54.0
2012-06-11,86,60.0,,0.6,51.6
2012-06-12,78,60.0,,0.6,46.8
2012-06-13,82,60.0,,0.6,49.199999999999996
2012-06-14,67,60.0,,0.6,40.199999999999996
2012-06-15,66,60.0,,0.6,39.6
2012-06-16,72,60.0,,0.6,43.199999999999996
2012-06-17,82,60.0,,0.6,49.199999999999996
2012-06-18,78,60.0,,0.6,46.8
2012-06-19,73,60.0,,0.6,43.8
2012-06-20,74,60.0,,0.6,44.4
2012-06-21,68,60.0,,0.6,40.8
2012-06-22,66,60.0,,0.6,39.6
2012-06-23,89,60.0,,0.6,53.4
2012-06-24,94,60.0,,0.6,56.4
2012-06-25,81,60.0,,0.6,48.6
2012-06-26,79,60.0,,0.6,47.4
2012-06-27,78,60.0,,0.6,46.8
2012-06-28,74,60.0,,0.6,44.4
2012-06-29,70,60.0,,0.6,42.0
2012-06-30,75,60.0,,0.6,45.0
2012-07-01,70,68.0,False,0.68,47.6
2012-07-02,72,68.0,,0.68,48.96
2012-07-03,83,68.0,,0.68,56.440000000000005
2012-07-04,83,68.0,,0.68,56.440000000000005
2012-07-05,67,68.0,,0.68,45.56
2012-07-06,69,68.0,,0.68,46.92
2012-07-07,83,68.0,,0.68,56.440000000000005
2012-07-08,82,68.0,,0.68,55.760000000000005
2012-07-09,74,68.0,,0.68,50.32
2012-07-10,100,68.0,,0.68,68.0
2012-07-11,99,68.0,,0.68,67.32000000000001
2012-07-12,83,68.0,,0.68,56.440000000000005
2012-07-13,84,68.0,,0.68,57.120000000000005
2012-07-14,79,68.0,,0.68,53.720000000000006
2012-07-15,91,68.0,,0.68,61.88
2012-07-16,77,68.0,,0.68,52.36000000000001
2012-07-17,77,68.0,,0.68,52.36000000000001
2012-07-18,79,68.0,,0.68,53.720000000000006
2012-07-19,73,68.0,,0.68,49.64
2012-07-20,79,68.0,,0.68,53.720000000000006
2012-07-21,86,68.0,,0.68,58.480000000000004
2012-07-22,100,68.0,,0.68,68.0
2012-07-23,90,68.0,,0.68,61.2
2012-07-24,72,68.0,,0.68,48.96
2012-07-25,75,68.0,,0.68,51.00000000000001
2012-07-26,78,68.0,,0.68,53.040000000000006
2012-07-27,73,68.0,,0.68,49.64
2012-07-28,79,68.0,,0.68,53.720000000000006
2012-07-29,88,68.0,,0.68,59.84
2012-07-30,75,68.0,,0.68,51.00000000000001
2012-07-31,74,68.0,,0.68,50.32
2012-08-01,36,82.0,False,0.82,29.52
2012-08-02,40,82.0,,0.82,32.8
2012-08-03,35,82.0,,0.82,28.7
2012-08-04,34,82.0,,0.82,27.88
2012-08-05,100,82.0,,0.82,82.0
2012-08-06,73,82.0,,0.82,59.86
2012-08-07,49,82.0,,0.82,40.18
2012-08-08,40,82.0,,0.82,32.8
2012-08-09,37,82.0,,0.82,30.34
2012-08-10,38,82.0,,0.82,31.159999999999997
2012-08-11,50,82.0,,0.82,41.0
2012-08-12,50,82.0,,0.82,41.0
2012-08-13,39,82.0,,0.82,31.979999999999997
2012-08-14,41,82.0,,0.82,33.62
2012-08-15,41,82.0,,0.82,33.62
2012-08-16,39,82.0,,0.82,31.979999999999997
2012-08-17,34,82.0,,0.82,27.88
2012-08-18,40,82.0,,0.82,32.8
2012-08-19,43,82.0,,0.82,35.26
2012-08-20,35,82.0,,0.82,28.7
2012-08-21,39,82.0,,0.82,31.979999999999997
2012-08-22,37,82.0,,0.82,30.34
2012-08-23,40,82.0,,0.82,32.8
2012-08-24,41,82.0,,0.82,33.62
2012-08-25,38,82.0,,0.82,31.159999999999997
2012-08-26,45,82.0,,0.82,36.9
2012-08-27,44,82.0,,0.82,36.08
2012-08-28,44,82.0,,0.82,36.08
2012-08-29,51,82.0,,0.82,41.82
2012-08-30,49,82.0,,0.82,40.18
2012-08-31,50,82.0,,0.82,41.0
2012-09-01,59,96.0,False,0.96,56.64
2012-09-02,61,96.0,,0.96,58.559999999999995
2012-09-03,59,96.0,,0.96,56.64
2012-09-04,79,96.0,,0.96,75.84
2012-09-05,77,96.0,,0.96,73.92
2012-09-06,73,96.0,,0.96,70.08
2012-09-07,80,96.0,,0.96,76.8
2012-09-08,64,96.0,,0.96,61.44
2012-09-09,76,96.0,,0.96,72.96
2012-09-10,69,96.0,,0.96,66.24
2012-09-11,77,96.0,,0.96,73.92
2012-09-12,98,96.0,,0.96,94.08
2012-09-13,89,96.0,,0.96,85.44
2012-09-14,85,96.0,,0.96,81.6
2012-09-15,78,96.0,,0.96,74.88
2012-09-16,87,96.0,,0.96,83.52
2012-09-17,89,96.0,,0.96,85.44
2012-09-18,100,96.0,,0.96,96.0
2012-09-19,99,96.0,,0.96,95.03999999999999
2012-09-20,88,96.0,,0.96,84.47999999999999
2012-09-21,83,96.0,,0.96,79.67999999999999
2012-09-22,56,96.0,,0.96,53.76
2012-09-23,77,96.0,,0.96,73.92
2012-09-24,90,96.0,,0.96,86.39999999999999
2012-09-25,89,96.0,,0.96,85.44
2012-09-26,86,96.0,,0.96,82.56
2012-09-27,80,96.0,,0.96,76.8
2012-09-28,78,96.0,,0.96,74.88
2012-09-29,69,96.0,,0.96,66.24
2012-09-30,82,96.0,,0.96,78.72
2012-10-01,92,93.0,False,0.93,85.56
2012-10-02,97,93.0,,0.93,90.21000000000001
2012-10-03,96,93.0,,0.93,89.28
2012-10-04,95,93.0,,0.93,88.35000000000001
2012-10-05,83,93.0,,0.93,77.19
2012-10-06,68,93.0,,0.93,63.24
2012-10-07,78,93.0,,0.93,72.54
2012-10-08,92,93.0,,0.93,85.56
2012-10-09,96,93.0,,0.93,89.28
2012-10-10,91,93.0,,0.93,84.63000000000001
2012-10-11,93,93.0,,0.93,86.49000000000001
2012-10-12,92,93.0,,0.93,85.56
2012-10-13,72,93.0,,0.93,66.96000000000001
2012-10-14,85,93.0,,0.93,79.05
2012-10-15,93,93.0,,0.93,86.49000000000001
2012-10-16,92,93.0,,0.93,85.56
2012-10-17,100,93.0,,0.93,93.0
2012-10-18,99,93.0,,0.93,92.07000000000001
2012-10-19,81,93.0,,0.93,75.33
2012-10-20,69,93.0,,0.93,64.17
2012-10-21,88,93.0,,0.93,81.84
2012-10-22,84,93.0,,0.93,78.12
2012-10-23,96,93.0,,0.93,89.28
2012-10-24,97,93.0,,0.93,90.21000000000001
2012-10-25,92,93.0,,0.93,85.56
2012-10-26,77,93.0,,0.93,71.61
2012-10-27,62,93.0,,0.93,57.660000000000004
2012-10-28,79,93.0,,0.93,73.47
2012-10-29,83,93.0,,0.93,77.19
2012-10-30,81,93.0,,0.93,75.33
2012-10-31,83,93.0,,0.93,77.19
2012-11-01,77,93.0,False,0.93,71.61
2012-11-02,78,93.0,,0.93,72.54
2012-11-03,66,93.0,,0.93,61.38
2012-11-04,78,93.0,,0.93,72.54
2012-11-05,85,93.0,,0.93,79.05
2012-11-06,98,93.0,,0.93,91.14
2012-11-07,99,93.0,,0.93,92.07000000000001
2012-11-08,90,93.0,,0.93,83.7
2012-11-09,80,93.0,,0.93,74.4
2012-11-10,68,93.0,,0.93,63.24
2012-11-11,80,93.0,,0.93,74.4
2012-11-12,79,93.0,,0.93,73.47
2012-11-13,84,93.0,,0.93,78.12
2012-11-14,89,93.0,,0.93,82.77000000000001
2012-11-15,90,93.0,,0.93,83.7
2012-11-16,79,93.0,,0.93,73.47
2012-11-17,59,93.0,,0.93,54.870000000000005
2012-11-18,82,93.0,,0.93,76.26
2012-11-19,88,93.0,,0.93,81.84
2012-11-20,83,93.0,,0.93,77.19
2012-11-21,65,93.0,,0.93,60.45
2012-11-22,64,93.0,,0.93,59.52
2012-11-23,74,93.0,,0.93,68.82000000000001
2012-11-24,71,93.0,,0.93,66.03
2012-11-25,82,93.0,,0.93,76.26
2012-11-26,85,93.0,,0.93,79.05
2012-11-27,100,93.0,,0.93,93.0
2012-11-28,94,93.0,,0.93,87.42
2012-11-29,92,93.0,,0.93,85.56
2012-11-30,87,93.0,,0.93,80.91000000000001
2012-12-01,66,88.0,False,0.88,58.08
2012-12-02,68,88.0,,0.88,59.84
2012-12-03,82,88.0,,0.88,72.16
2012-12-04,85,88.0,,0.88,74.8
2012-12-05,94,88.0,,0.88,82.72
2012-12-06,90,88.0,,0.88,79.2
2012-12-07,95,88.0,,0.88,83.6
2012-12-08,69,88.0,,0.88,60.72
2012-12-09,82,88.0,,0.88,72.16
2012-12-10,87,88.0,,0.88,76.56
2012-12-11,81,88.0,,0.88,71.28
2012-12-12,85,88.0,,0.88,74.8
2012-12-13,94,88.0,,0.88,82.72
2012-12-14,74,88.0,,0.88,65.12
2012-12-15,65,88.0,,0.88,57.2
2012-12-16,78,88.0,,0.88,68.64
2012-12-17,100,88.0,,0.88,88.0
2012-12-18,86,88.0,,0.88,75.68
2012-12-19,81,88.0,,0.88,71.28
2012-12-20,64,88.0,,0.88,56.32
2012-12-21,55,88.0,,0.88,48.4
2012-12-22,63,88.0,,0.88,55.44
2012-12-23,64,88.0,,0.88,56.32
2012-12-24,68,88.0,,0.88,59.84
2012-12-25,71,88.0,,0.88,62.48
2012-12-26,61,88.0,,0.88,53.68
2012-12-27,51,88.0,,0.88,44.88
2012-12-28,50,88.0,,0.88,44.0
2012-12-29,61,88.0,,0.88,53.68
2012-12-30,64,88.0,,0.88,56.32
2012-12-31,54,88.0,,0.88,47.52
2013-01-01,60,78.0,False,0.78,46.800000000000004
2013-01-02,67,78.0,,0.78,52.260000000000005
2013-01-03,70,78.0,,0.78,54.6
2013-01-04,74,78.0,,0.78,57.72
2013-01-05,62,78.0,,0.78,48.36
2013-01-06,78,78.0,,0.78,60.84
2013-01-07,83,78.0,,0.78,64.74000000000001
2013-01-08,83,78.0,,0.78,64.74000000000001
2013-01-09,91,78.0,,0.78,70.98
2013-01-10,87,78.0,,0.78,67.86
2013-01-11,84,78.0,,0.78,65.52
2013-01-12,69,78.0,,0.78,53.82
2013-01-13,74,78.0,,0.78,57.72
2013-01-14,91,78.0,,0.78,70.98
2013-01-15,90,78.0,,0.78,70.2
2013-01-16,90,78.0,,0.78,70.2
2013-01-17,87,78.0,,0.78,67.86
2013-01-18,81,78.0,,0.78,63.18
2013-01-19,79,78.0,,0.78,61.620000000000005
2013-01-20,86,78.0,,0.78,67.08
2013-01-21,94,78.0,,0.78,73.32000000000001
2013-01-22,96,78.0,,0.78,74.88
2013-01-23,94,78.0,,0.78,73.32000000000001
2013-01-24,96,78.0,,0.78,74.88
2013-01-25,87,78.0,,0.78,67.86
2013-01-26,80,78.0,,0.78,62.400000000000006
2013-01-27,80,78.0,,0.78,62.400000000000006
2013-01-28,87,78.0,,0.78,67.86
2013-01-29,94,78.0,,0.78,73.32000000000001
2013-01-30,89,78.0,,0.78,69.42
2013-01-31,100,78.0,,0.78,78.0
2013-02-01,82,84.0,False,0.84,68.88
2013-02-02,68,84.0,,0.84,57.12
2013-02-03,80,84.0,,0.84,67.2
2013-02-04,91,84.0,,0.84,76.44
2013-02-05,91,84.0,,0.84,76.44
2013-02-06,91,84.0,,0.84,76.44
2013-02-07,90,84.0,,0.84,75.6
2013-02-08,81,84.0,,0.84,68.03999999999999
2013-02-09,65,84.0,,0.84,54.6
2013-02-10,87,84.0,,0.84,73.08
2013-02-11,99,84.0,,0.84,83.16
2013-02-12,97,84.0,,0.84,81.48
2013-02-13,100,84.0,,0.84,84.0
2013-02-14,91,84.0,,0.84,76.44
2013-02-15,86,84.0,,0.84,72.24
2013-02-16,82,84.0,,0.84,68.88
2013-02-17,79,84.0,,0.84,66.36
2013-02-18,81,84.0,,0.84,68.03999999999999
2013-02-19,89,84.0,,0.84,74.75999999999999
2013-02-20,98,84.0,,0.84,82.32
2013-02-21,85,84.0,,0.84,71.39999999999999
2013-02-22,82,84.0,,0.84,68.88
2013-02-23,78,84.0,,0.84,65.52
2013-02-24,85,84.0,,0.84,71.39999999999999
2013-02-25,87,84.0,,0.84,73.08
2013-02-26,93,84.0,,0.84,78.11999999999999
2013-02-27,97,84.0,,0.84,81.48
2013-02-28,93,84.0,,0.84,78.11999999999999
2013-03-01,70,85.0,False,0.85,59.5
2013-03-02,66,85.0,,0.85,56.1
2013-03-03,73,85.0,,0.85,62.05
2013-03-04,80,85.0,,0.85,68.0
2013-03-05,84,85.0,,0.85,71.39999999999999
2013-03-06,79,85.0,,0.85,67.14999999999999
2013-03-07,74,85.0,,0.85,62.9
2013-03-08,74,85.0,,0.85,62.9
2013-03-09,58,85.0,,0.85,49.3
2013-03-10,75,85.0,,0.85,63.75
2013-03-11,73,85.0,,0.85,62.05
2013-03-12,85,85.0,,0.85,72.25
2013-03-13,100,85.0,,0.85,85.0
2013-03-14,80,85.0,,0.85,68.0
2013-03-15,63,85.0,,0.85,53.55
2013-03-16,57,85.0,,0.85,48.449999999999996
2013-03-17,82,85.0,,0.85,69.7
2013-03-18,75,85.0,,0.85,63.75
2013-03-19,70,85.0,,0.85,59.5
2013-03-20,84,85.0,,0.85,71.39999999999999
2013-03-21,68,85.0,,0.85,57.8
2013-03-22,68,85.0,,0.85,57.8
2013-03-23,61,85.0,,0.85,51.85
2013-03-24,70,85.0,,0.85,59.5
2013-03-25,72,85.0,,0.85,61.199999999999996
2013-03-26,77,85.0,,0.85,65.45
2013-03-27,76,85.0,,0.85,64.6
2013-03-28,71,85.0,,0.85,60.35
2013-03-29,67,85.0,,0.85,56.949999999999996
2013-03-30,59,85.0,,0.85,50.15
2013-03-31,89,85.0,,0.85,75.64999999999999
2013-04-01,79,87.0,False,0.87,68.73
2013-04-02,66,87.0,,0.87,57.42
2013-04-03,88,87.0,,0.87,76.56
2013-04-04,83,87.0,,0.87,72.21
2013-04-05,71,87.0,,0.87,61.77
2013-04-06,67,87.0,,0.87,58.29
2013-04-07,75,87.0,,0.87,65.25
2013-04-08,75,87.0,,0.87,65.25
2013-04-09,82,87.0,,0.87,71.34
2013-04-10,80,87.0,,0.87,69.6
2013-04-11,74,87.0,,0.87,64.38
2013-04-12,75,87.0,,0.87,65.25
2013-04-13,62,87.0,,0.87,53.94
2013-04-14,80,87.0,,0.87,69.6
2013-04-15,84,87.0,,0.87,73.08
2013-04-16,80,87.0,,0.87,69.6
2013-04-17,81,87.0,,0.87,70.47
2013-04-18,79,87.0,,0.87,68.73
2013-04-19,100,87.0,,0.87,87.0
2013-04-20,90,87.0,,0.87,78.3
2013-04-21,78,87.0,,0.87,67.86
2013-04-22,96,87.0,,0.87,83.52
2013-04-23,89,87.0,,0.87,77.42999999999999
2013-04-24,79,87.0,,0.87,68.73
2013-04-25,86,87.0,,0.87,74.82
2013-04-26,73,87.0,,0.87,63.51
2013-04-27,63,87.0,,0.87,54.81
2013-04-28,74,87.0,,0.87,64.38
2013-04-29,85,87.0,,0.87,73.95
2013-04-30,88,87.0,,0.87,76.56
2013-05-01,94,76.0,False,0.76,71.44
2013-05-02,100,76.0,,0.76,76.0
2013-05-03,92,76.0,,0.76,69.92
2013-05-04,80,76.0,,0.76,60.8
2013-05-05,81,76.0,,0.76,61.56
2013-05-06,93,76.0,,0.76,70.68
2013-05-07,92,76.0,,0.76,69.92
2013-05-08,83,76.0,,0.76,63.08
2013-05-09,86,76.0,,0.76,65.36
2013-05-10,75,76.0,,0.76,57.0
2013-05-11,66,76.0,,0.76,50.160000000000004
2013-05-12,75,76.0,,0.76,57.0
2013-05-13,87,76.0,,0.76,66.12
2013-05-14,77,76.0,,0.76,58.52
2013-05-15,82,76.0,,0.76,62.32
2013-05-16,82,76.0,,0.76,62.32
2013-05-17,72,76.0,,0.76,54.72
2013-05-18,52,76.0,,0.76,39.52
2013-05-19,71,76.0,,0.76,53.96
2013-05-20,79,76.0,,0.76,60.04
2013-05-21,77,76.0,,0.76,58.52
2013-05-22,81,76.0,,0.76,61.56
2013-05-23,82,76.0,,0.76,62.32
2013-05-24,67,76.0,,0.76,50.92
2013-05-25,57,76.0,,0.76,43.32
2013-05-26,69,76.0,,0.76,52.44
2013-05-27,73,76.0,,0.76,55.480000000000004
2013-05-28,66,76.0,,0.76,50.160000000000004
2013-05-29,73,76.0,,0.76,55.480000000000004
2013-05-30,69,76.0,,0.76,52.44
2013-05-31,67,76.0,,0.76,50.92
2013-06-01,67,58.0,False,0.58,38.86
2013-06-02,91,58.0,,0.58,52.779999999999994
2013-06-03,87,58.0,,0.58,50.459999999999994
2013-06-04,86,58.0,,0.58,49.879999999999995
2013-06-05,88,58.0,,0.58,51.04
2013-06-06,81,58.0,,0.58,46.98
2013-06-07,71,58.0,,0.58,41.18
2013-06-08,82,58.0,,0.58,47.559999999999995
2013-06-09,100,58.0,,0.58,57.99999999999999
2013-06-10,75,58.0,,0.58,43.5
2013-06-11,79,58.0,,0.58,45.82
2013-06-12,71,58.0,,0.58,41.18
2013-06-13,71,58.0,,0.58,41.18
2013-06-14,76,58.0,,0.58,44.08
2013-06-15,72,58.0,,0.58,41.76
2013-06-16,87,58.0,,0.58,50.459999999999994
2013-06-17,74,58.0,,0.58,42.919999999999995
2013-06-18,75,58.0,,0.58,43.5
2013-06-19,77,58.0,,0.58,44.66
2013-06-20,69,58.0,,0.58,40.019999999999996
2013-06-21,67,58.0,,0.58,38.86
2013-06-22,63,58.0,,0.58,36.54
2013-06-23,87,58.0,,0.58,50.459999999999994
2013-06-24,73,58.0,,0.58,42.339999999999996
2013-06-25,71,58.0,,0.58,41.18
2013-06-26,75,58.0,,0.58,43.5
2013-06-27,77,58.0,,0.58,44.66
2013-06-28,69,58.0,,0.58,40.019999999999996
2013-06-29,78,58.0,,0.58,45.239999999999995
2013-06-30,93,58.0,,0.58,53.94
2013-07-01,75,58.0,False,0.58,43.5
2013-07-02,74,58.0,,0.58,42.919999999999995
2013-07-03,67,58.0,,0.58,38.86
2013-07-04,71,58.0,,0.58,41.18
2013-07-05,70,58.0,,0.58,40.599999999999994
2013-07-06,56,58.0,,0.58,32.48
2013-07-07,93,58.0,,0.58,53.94
2013-07-08,72,58.0,,0.58,41.76
2013-07-09,74,58.0,,0.58,42.919999999999995
2013-07-10,80,58.0,,0.58,46.4
2013-07-11,77,58.0,,0.58,44.66
2013-07-12,59,58.0,,0.58,34.22
2013-07-13,80,58.0,,0.58,46.4
2013-07-14,69,58.0,,0.58,40.019999999999996
2013-07-15,67,58.0,,0.58,38.86
2013-07-16,67,58.0,,0.58,38.86
2013-07-17,72,58.0,,0.58,41.76
2013-07-18,67,58.0,,0.58,38.86
2013-07-19,74,58.0,,0.58,42.919999999999995
2013-07-20,65,58.0,,0.58,37.699999999999996
2013-07-21,100,58.0,,0.58,57.99999999999999
2013-07-22,73,58.0,,0.58,42.339999999999996
2013-07-23,58,58.0,,0.58,33.64
2013-07-24,78,58.0,,0.58,45.239999999999995
2013-07-25,72,58.0,,0.58,41.76
2013-07-26,70,58.0,,0.58,40.599999999999994
2013-07-27,76,58.0,,0.58,44.08
2013-07-28,96,58.0,,0.58,55.67999999999999
2013-07-29,80,58.0,,0.58,46.4
2013-07-30,72,58.0,,0.58,41.76
2013-07-31,81,58.0,,0.58,46.98
2013-08-01,71,62.0,False,0.62,44.02
2013-08-02,64,62.0,,0.62,39.68
2013-08-03,72,62.0,,0.62,44.64
2013-08-04,83,62.0,,0.62,51.46
2013-08-05,70,62.0,,0.62,43.4
2013-08-06,78,62.0,,0.62,48.36
2013-08-07,72,62.0,,0.62,44.64
2013-08-08,73,62.0,,0.62,45.26
2013-08-09,73,62.0,,0.62,45.26
2013-08-10,78,62.0,,0.62,48.36
2013-08-11,75,62.0,,0.62,46.5
2013-08-12,71,62.0,,0.62,44.02
2013-08-13,74,62.0,,0.62,45.88
