date,economics_unscaled,economics_monthly,isPartial,scale,economics
2016-11-07,96,80.0,,0.8,76.80000000000001
2016-11-08,86,80.0,,0.8,68.8
2016-11-09,59,80.0,,0.8,47.2
2016-11-10,95,80.0,,0.8,76.0
2016-11-11,55,80.0,,0.8,44.0
2016-11-12,33,80.0,,0.8,26.400000000000002
2016-11-13,42,80.0,,0.8,33.6
2016-11-14,89,80.0,,0.8,71.2
2016-11-15,87,80.0,,0.8,69.60000000000001
2016-11-16,83,80.0,,0.8,66.4
2016-11-17,100,80.0,,0.8,80.0
2016-11-18,70,80.0,,0.8,56.0
2016-11-19,37,80.0,,0.8,29.6
2016-11-20,41,80.0,,0.8,32.800000000000004
2016-11-21,55,80.0,,0.8,44.0
2016-11-22,63,80.0,,0.8,50.400000000000006
2016-11-23,50,80.0,,0.8,40.0
2016-11-24,25,80.0,,0.8,20.0
2016-11-25,29,80.0,,0.8,23.200000000000003
2016-11-26,34,80.0,,0.8,27.200000000000003
2016-11-27,47,80.0,,0.8,37.6
2016-11-28,72,80.0,,0.8,57.6
2016-11-29,82,80.0,,0.8,65.60000000000001
2016-11-30,92,80.0,,0.8,73.60000000000001
2016-12-01,88,69.0,False,0.69,60.72
2016-12-02,83,69.0,,0.69,57.269999999999996
2016-12-03,46,69.0,,0.69,31.74
2016-12-04,54,69.0,,0.69,37.26
2016-12-05,93,69.0,,0.69,64.17
2016-12-06,95,69.0,,0.69,65.55
2016-12-07,95,69.0,,0.69,65.55
2016-12-08,80,69.0,,0.69,55.199999999999996
2016-12-09,79,69.0,,0.69,54.51
2016-12-10,39,69.0,,0.69,26.909999999999997
2016-12-11,59,69.0,,0.69,40.709999999999994
2016-12-12,96,69.0,,0.69,66.24
2016-12-13,100,69.0,,0.69,69.0
2016-12-14,99,69.0,,0.69,68.30999999999999
2016-12-15,92,69.0,,0.69,63.48
2016-12-16,66,69.0,,0.69,45.54
2016-12-17,32,69.0,,0.69,22.08
2016-12-18,39,69.0,,0.69,26.909999999999997
2016-12-19,55,69.0,,0.69,37.949999999999996
2016-12-20,63,69.0,,0.69,43.47
2016-12-21,47,69.0,,0.69,32.43
2016-12-22,42,69.0,,0.69,28.979999999999997
2016-12-23,29,69.0,,0.69,20.009999999999998
2016-12-24,22,69.0,,0.69,15.18
2016-12-25,20,69.0,,0.69,13.799999999999999
2016-12-26,27,69.0,,0.69,18.63
2016-12-27,30,69.0,,0.69,20.7
2016-12-28,29,69.0,,0.69,20.009999999999998
2016-12-29,31,69.0,,0.69,21.389999999999997
2016-12-30,28,69.0,,0.69,19.32
2016-12-31,21,69.0,,0.69,14.489999999999998
2017-01-01,18,84.0,False,0.84,15.12
2017-01-02,32,84.0,,0.84,26.88
2017-01-03,45,84.0,,0.84,37.8
2017-01-04,67,84.0,,0.84,56.28
2017-01-05,61,84.0,,0.84,51.239999999999995
2017-01-06,68,84.0,,0.84,57.12
2017-01-07,41,84.0,,0.84,34.44
2017-01-08,38,84.0,,0.84,31.919999999999998
2017-01-09,60,84.0,,0.84,50.4
2017-01-10,70,84.0,,0.84,58.8
2017-01-11,80,84.0,,0.84,67.2
2017-01-12,86,84.0,,0.84,72.24
2017-01-13,70,84.0,,0.84,58.8
2017-01-14,33,84.0,,0.84,27.72
2017-01-15,39,84.0,,0.84,32.76
2017-01-16,53,84.0,,0.84,44.519999999999996
2017-01-17,82,84.0,,0.84,68.88
2017-01-18,89,84.0,,0.84,74.75999999999999
2017-01-19,97,84.0,,0.84,81.48
2017-01-20,71,84.0,,0.84,59.64
2017-01-21,33,84.0,,0.84,27.72
2017-01-22,48,84.0,,0.84,40.32
2017-01-23,94,84.0,,0.84,78.96
2017-01-24,100,84.0,,0.84,84.0
2017-01-25,86,84.0,,0.84,72.24
2017-01-26,93,84.0,,0.84,78.11999999999999
2017-01-27,77,84.0,,0.84,64.67999999999999
2017-01-28,40,84.0,,0.84,33.6
2017-01-29,48,84.0,,0.84,40.32
2017-01-30,84,84.0,,0.84,70.56
2017-01-31,94,84.0,,0.84,78.96
2017-02-01,95,91.0,False,0.91,86.45
2017-02-02,100,91.0,,0.91,91.0
2017-02-03,83,91.0,,0.91,75.53
2017-02-04,39,91.0,,0.91,35.49
2017-02-05,51,91.0,,0.91,46.410000000000004
2017-02-06,99,91.0,,0.91,90.09
2017-02-07,98,91.0,,0.91,89.18
2017-02-08,91,91.0,,0.91,82.81
2017-02-09,88,91.0,,0.91,80.08
2017-02-10,78,91.0,,0.91,70.98
2017-02-11,41,91.0,,0.91,37.31
2017-02-12,50,91.0,,0.91,45.5
2017-02-13,82,91.0,,0.91,74.62
2017-02-14,85,91.0,,0.91,77.35000000000001
2017-02-15,93,91.0,,0.91,84.63000000000001
2017-02-16,96,91.0,,0.91,87.36
2017-02-17,85,91.0,,0.91,77.35000000000001
2017-02-18,42,91.0,,0.91,38.22
2017-02-19,44,91.0,,0.91,40.04
2017-02-20,59,91.0,,0.91,53.690000000000005
2017-02-21,91,91.0,,0.91,82.81
2017-02-22,93,91.0,,0.91,84.63000000000001
2017-02-23,96,91.0,,0.91,87.36
2017-02-24,70,91.0,,0.91,63.7
2017-02-25,47,91.0,,0.91,42.77
2017-02-26,49,91.0,,0.91,44.59
2017-02-27,91,91.0,,0.91,82.81
2017-02-28,96,91.0,,0.91,87.36
2017-03-01,93,83.0,False,0.83,77.19
2017-03-02,92,83.0,,0.83,76.36
2017-03-03,85,83.0,,0.83,70.55
2017-03-04,42,83.0,,0.83,34.86
2017-03-05,47,83.0,,0.83,39.01
2017-03-06,87,83.0,,0.83,72.21
2017-03-07,97,83.0,,0.83,80.50999999999999
2017-03-08,88,83.0,,0.83,73.03999999999999
2017-03-09,89,83.0,,0.83,73.86999999999999
2017-03-10,69,83.0,,0.83,57.269999999999996
2017-03-11,37,83.0,,0.83,30.709999999999997
2017-03-12,48,83.0,,0.83,39.839999999999996
2017-03-13,72,83.0,,0.83,59.76
2017-03-14,73,83.0,,0.83,60.589999999999996
2017-03-15,81,83.0,,0.83,67.22999999999999
2017-03-16,80,83.0,,0.83,66.39999999999999
2017-03-17,62,83.0,,0.83,51.46
2017-03-18,39,83.0,,0.83,32.37
2017-03-19,47,83.0,,0.83,39.01
2017-03-20,88,83.0,,0.83,73.03999999999999
2017-03-21,92,83.0,,0.83,76.36
2017-03-22,92,83.0,,0.83,76.36
2017-03-23,84,83.0,,0.83,69.72
2017-03-24,73,83.0,,0.83,60.589999999999996
2017-03-25,38,83.0,,0.83,31.54
2017-03-26,53,83.0,,0.83,43.989999999999995
2017-03-27,86,83.0,,0.83,71.38
2017-03-28,93,83.0,,0.83,77.19
2017-03-29,100,83.0,,0.83,83.0
2017-03-30,90,83.0,,0.83,74.7
2017-03-31,76,83.0,,0.83,63.08
2017-04-01,39,84.0,False,0.84,32.76
2017-04-02,50,84.0,,0.84,42.0
2017-04-03,86,84.0,,0.84,72.24
2017-04-04,91,84.0,,0.84,76.44
2017-04-05,84,84.0,,0.84,70.56
2017-04-06,79,84.0,,0.84,66.36
2017-04-07,67,84.0,,0.84,56.28
2017-04-08,38,84.0,,0.84,31.919999999999998
2017-04-09,41,84.0,,0.84,34.44
2017-04-10,84,84.0,,0.84,70.56
2017-04-11,84,84.0,,0.84,70.56
2017-04-12,80,84.0,,0.84,67.2
2017-04-13,78,84.0,,0.84,65.52
2017-04-14,52,84.0,,0.84,43.68
2017-04-15,35,84.0,,0.84,29.4
2017-04-16,42,84.0,,0.84,35.28
2017-04-17,76,84.0,,0.84,63.839999999999996
2017-04-18,88,84.0,,0.84,73.92
2017-04-19,84,84.0,,0.84,70.56
2017-04-20,88,84.0,,0.84,73.92
2017-04-21,69,84.0,,0.84,57.96
2017-04-22,40,84.0,,0.84,33.6
2017-04-23,47,84.0,,0.84,39.48
2017-04-24,100,84.0,,0.84,84.0
2017-04-25,88,84.0,,0.84,73.92
2017-04-26,91,84.0,,0.84,76.44
2017-04-27,93,84.0,,0.84,78.11999999999999
2017-04-28,80,84.0,,0.84,67.2
2017-04-29,42,84.0,,0.84,35.28
2017-04-30,58,84.0,,0.84,48.72
2017-05-01,98,76.0,False,0.76,74.48
2017-05-02,98,76.0,,0.76,74.48
2017-05-03,100,76.0,,0.76,76.0
2017-05-04,99,76.0,,0.76,75.24
2017-05-05,86,76.0,,0.76,65.36
2017-05-06,48,76.0,,0.76,36.480000000000004
2017-05-07,54,76.0,,0.76,41.04
2017-05-08,94,76.0,,0.76,71.44
2017-05-09,94,76.0,,0.76,71.44
2017-05-10,97,76.0,,0.76,73.72
2017-05-11,98,76.0,,0.76,74.48
2017-05-12,85,76.0,,0.76,64.6
2017-05-13,42,76.0,,0.76,31.92
2017-05-14,45,76.0,,0.76,34.2
2017-05-15,85,76.0,,0.76,64.6
2017-05-16,75,76.0,,0.76,57.0
2017-05-17,75,76.0,,0.76,57.0
2017-05-18,73,76.0,,0.76,55.480000000000004
2017-05-19,62,76.0,,0.76,47.12
2017-05-20,34,76.0,,0.76,25.84
2017-05-21,37,76.0,,0.76,28.12
2017-05-22,66,76.0,,0.76,50.160000000000004
2017-05-23,68,76.0,,0.76,51.68
2017-05-24,60,76.0,,0.76,45.6
2017-05-25,71,76.0,,0.76,53.96
2017-05-26,45,76.0,,0.76,34.2
2017-05-27,28,76.0,,0.76,21.28
2017-05-28,20,76.0,,0.76,15.2
2017-05-29,41,76.0,,0.76,31.16
2017-05-30,60,76.0,,0.76,45.6
2017-05-31,64,76.0,,0.76,48.64
2017-06-01,100,45.0,False,0.45,45.0
2017-06-02,76,45.0,,0.45,34.2
2017-06-03,49,45.0,,0.45,22.05
2017-06-04,60,45.0,,0.45,27.0
2017-06-05,76,45.0,,0.45,34.2
2017-06-06,86,45.0,,0.45,38.7
2017-06-07,95,45.0,,0.45,42.75
2017-06-08,93,45.0,,0.45,41.85
2017-06-09,69,45.0,,0.45,31.05
2017-06-10,49,45.0,,0.45,22.05
2017-06-11,60,45.0,,0.45,27.0
2017-06-12,77,45.0,,0.45,34.65
2017-06-13,82,45.0,,0.45,36.9
2017-06-14,66,45.0,,0.45,29.7
2017-06-15,70,45.0,,0.45,31.5
2017-06-16,61,45.0,,0.45,27.45
2017-06-17,36,45.0,,0.45,16.2
2017-06-18,56,45.0,,0.45,25.2
2017-06-19,74,45.0,,0.45,33.300000000000004
2017-06-20,60,45.0,,0.45,27.0
2017-06-21,69,45.0,,0.45,31.05
2017-06-22,70,45.0,,0.45,31.5
2017-06-23,53,45.0,,0.45,23.85
2017-06-24,41,45.0,,0.45,18.45
2017-06-25,54,45.0,,0.45,24.3
2017-06-26,66,45.0,,0.45,29.7
2017-06-27,71,45.0,,0.45,31.95
2017-06-28,64,45.0,,0.45,28.8
2017-06-29,68,45.0,,0.45,30.6
2017-06-30,70,45.0,,0.45,31.5
2017-07-01,62,38.0,False,0.38,23.56
2017-07-02,63,38.0,,0.38,23.94
2017-07-03,86,38.0,,0.38,32.68
2017-07-04,72,38.0,,0.38,27.36
2017-07-05,86,38.0,,0.38,32.68
2017-07-06,94,38.0,,0.38,35.72
2017-07-07,96,38.0,,0.38,36.480000000000004
2017-07-08,65,38.0,,0.38,24.7
2017-07-09,82,38.0,,0.38,31.16
2017-07-10,86,38.0,,0.38,32.68
2017-07-11,98,38.0,,0.38,37.24
2017-07-12,90,38.0,,0.38,34.2
2017-07-13,76,38.0,,0.38,28.88
2017-07-14,80,38.0,,0.38,30.4
2017-07-15,59,38.0,,0.38,22.42
2017-07-16,62,38.0,,0.38,23.56
2017-07-17,83,38.0,,0.38,31.54
2017-07-18,96,38.0,,0.38,36.480000000000004
2017-07-19,95,38.0,,0.38,36.1
2017-07-20,82,38.0,,0.38,31.16
2017-07-21,72,38.0,,0.38,27.36
2017-07-22,55,38.0,,0.38,20.9
2017-07-23,66,38.0,,0.38,25.080000000000002
2017-07-24,100,38.0,,0.38,38.0
2017-07-25,77,38.0,,0.38,29.26
2017-07-26,80,38.0,,0.38,30.4
2017-07-27,96,38.0,,0.38,36.480000000000004
2017-07-28,79,38.0,,0.38,30.02
2017-07-29,61,38.0,,0.38,23.18
2017-07-30,51,38.0,,0.38,19.38
2017-07-31,68,38.0,,0.38,25.84
2017-08-01,48,58.0,False,0.58,27.839999999999996
2017-08-02,42,58.0,,0.58,24.36
2017-08-03,42,58.0,,0.58,24.36
2017-08-04,36,58.0,,0.58,20.88
2017-08-05,20,58.0,,0.58,11.6
2017-08-06,26,58.0,,0.58,15.079999999999998
2017-08-07,45,58.0,,0.58,26.099999999999998
2017-08-08,46,58.0,,0.58,26.68
2017-08-09,41,58.0,,0.58,23.779999999999998
2017-08-10,43,58.0,,0.58,24.939999999999998
2017-08-11,50,58.0,,0.58,28.999999999999996
2017-08-12,31,58.0,,0.58,17.98
2017-08-13,34,58.0,,0.58,19.72
2017-08-14,50,58.0,,0.58,28.999999999999996
2017-08-15,55,58.0,,0.58,31.9
2017-08-16,57,58.0,,0.58,33.059999999999995
2017-08-17,56,58.0,,0.58,32.48
2017-08-18,53,58.0,,0.58,30.74
2017-08-19,30,58.0,,0.58,17.4
2017-08-20,36,58.0,,0.58,20.88
2017-08-21,57,58.0,,0.58,33.059999999999995
2017-08-22,73,58.0,,0.58,42.339999999999996
2017-08-23,76,58.0,,0.58,44.08
2017-08-24,74,58.0,,0.58,42.919999999999995
2017-08-25,56,58.0,,0.58,32.48
2017-08-26,31,58.0,,0.58,17.98
2017-08-27,46,58.0,,0.58,26.68
2017-08-28,85,58.0,,0.58,49.3
2017-08-29,85,58.0,,0.58,49.3
2017-08-30,100,58.0,,0.58,57.99999999999999
2017-08-31,88,58.0,,0.58,51.04
2017-09-01,75,85.0,False,0.85,63.75
2017-09-02,34,85.0,,0.85,28.9
2017-09-03,40,85.0,,0.85,34.0
2017-09-04,49,85.0,,0.85,41.65
2017-09-05,81,85.0,,0.85,68.85
2017-09-06,87,85.0,,0.85,73.95
2017-09-07,98,85.0,,0.85,83.3
2017-09-08,75,85.0,,0.85,63.75
2017-09-09,40,85.0,,0.85,34.0
2017-09-10,47,85.0,,0.85,39.949999999999996
2017-09-11,80,85.0,,0.85,68.0
2017-09-12,86,85.0,,0.85,73.1
2017-09-13,85,85.0,,0.85,72.25
2017-09-14,96,85.0,,0.85,81.6
2017-09-15,71,85.0,,0.85,60.35
2017-09-16,39,85.0,,0.85,33.15
2017-09-17,60,85.0,,0.85,51.0
2017-09-18,100,85.0,,0.85,85.0
2017-09-19,97,85.0,,0.85,82.45
2017-09-20,97,85.0,,0.85,82.45
2017-09-21,90,85.0,,0.85,76.5
2017-09-22,76,85.0,,0.85,64.6
2017-09-23,40,85.0,,0.85,34.0
2017-09-24,48,85.0,,0.85,40.8
2017-09-25,93,85.0,,0.85,79.05
2017-09-26,98,85.0,,0.85,83.3
2017-09-27,84,85.0,,0.85,71.39999999999999
2017-09-28,97,85.0,,0.85,82.45
2017-09-29,77,85.0,,0.85,65.45
2017-09-30,33,85.0,,0.85,28.05
2017-10-01,40,85.0,False,0.85,34.0
2017-10-02,65,85.0,,0.85,55.25
2017-10-03,87,85.0,,0.85,73.95
2017-10-04,83,85.0,,0.85,70.55
2017-10-05,94,85.0,,0.85,79.89999999999999
2017-10-06,67,85.0,,0.85,56.949999999999996
2017-10-07,49,85.0,,0.85,41.65
2017-10-08,48,85.0,,0.85,40.8
2017-10-09,100,85.0,,0.85,85.0
2017-10-10,84,85.0,,0.85,71.39999999999999
2017-10-11,74,85.0,,0.85,62.9
2017-10-12,89,85.0,,0.85,75.64999999999999
2017-10-13,60,85.0,,0.85,51.0
2017-10-14,40,85.0,,0.85,34.0
2017-10-15,42,85.0,,0.85,35.699999999999996
2017-10-16,71,85.0,,0.85,60.35
2017-10-17,82,85.0,,0.85,69.7
2017-10-18,84,85.0,,0.85,71.39999999999999
2017-10-19,90,85.0,,0.85,76.5
2017-10-20,60,85.0,,0.85,51.0
2017-10-21,38,85.0,,0.85,32.3
2017-10-22,45,85.0,,0.85,38.25
2017-10-23,86,85.0,,0.85,73.1
2017-10-24,89,85.0,,0.85,75.64999999999999
2017-10-25,84,85.0,,0.85,71.39999999999999
2017-10-26,74,85.0,,0.85,62.9
2017-10-27,61,85.0,,0.85,51.85
2017-10-28,36,85.0,,0.85,30.599999999999998
2017-10-29,41,85.0,,0.85,34.85
2017-10-30,72,85.0,,0.85,61.199999999999996
2017-10-31,78,85.0,,0.85,66.3
2017-11-01,94,77.0,False,0.77,72.38
2017-11-02,97,77.0,,0.77,74.69
2017-11-03,79,77.0,,0.77,60.83
2017-11-04,44,77.0,,0.77,33.88
2017-11-05,51,77.0,,0.77,39.27
2017-11-06,93,77.0,,0.77,71.61
2017-11-07,94,77.0,,0.77,72.38
2017-11-08,92,77.0,,0.77,70.84
2017-11-09,99,77.0,,0.77,76.23
2017-11-10,65,77.0,,0.77,50.050000000000004
2017-11-11,38,77.0,,0.77,29.26
2017-11-12,45,77.0,,0.77,34.65
2017-11-13,96,77.0,,0.77,73.92
2017-11-14,94,77.0,,0.77,72.38
2017-11-15,93,77.0,,0.77,71.61
2017-11-16,100,77.0,,0.77,77.0
2017-11-17,78,77.0,,0.77,60.06
2017-11-18,35,77.0,,0.77,26.95
2017-11-19,43,77.0,,0.77,33.11
2017-11-20,73,77.0,,0.77,56.21
2017-11-21,66,77.0,,0.77,50.82
2017-11-22,44,77.0,,0.77,33.88
2017-11-23,29,77.0,,0.77,22.330000000000002
2017-11-24,30,77.0,,0.77,23.1
2017-11-25,39,77.0,,0.77,30.03
2017-11-26,47,77.0,,0.77,36.19
2017-11-27,79,77.0,,0.77,60.83
2017-11-28,85,77.0,,0.77,65.45
2017-11-29,93,77.0,,0.77,71.61
2017-11-30,87,77.0,,0.77,66.99
2017-12-01,88,70.0,False,0.7,61.599999999999994
2017-12-02,45,70.0,,0.7,31.499999999999996
2017-12-03,52,70.0,,0.7,36.4
2017-12-04,81,70.0,,0.7,56.699999999999996
2017-12-05,85,70.0,,0.7,59.49999999999999
2017-12-06,91,70.0,,0.7,63.699999999999996
2017-12-07,82,70.0,,0.7,57.4
2017-12-08,73,70.0,,0.7,51.099999999999994
2017-12-09,41,70.0,,0.7,28.7
2017-12-10,57,70.0,,0.7,39.9
2017-12-11,89,70.0,,0.7,62.3
2017-12-12,100,70.0,,0.7,70.0
2017-12-13,87,70.0,,0.7,60.9
2017-12-14,89,70.0,,0.7,62.3
2017-12-15,77,70.0,,0.7,53.9
2017-12-16,36,70.0,,0.7,25.2
2017-12-17,43,70.0,,0.7,30.099999999999998
2017-12-18,71,70.0,,0.7,49.699999999999996
2017-12-19,63,70.0,,0.7,44.099999999999994
2017-12-20,72,70.0,,0.7,50.4
2017-12-21,61,70.0,,0.7,42.699999999999996
2017-12-22,41,70.0,,0.7,28.7
2017-12-23,27,70.0,,0.7,18.9
2017-12-24,24,70.0,,0.7,16.799999999999997
2017-12-25,26,70.0,,0.7,18.2
2017-12-26,25,70.0,,0.7,17.5
2017-12-27,29,70.0,,0.7,20.299999999999997
2017-12-28,32,70.0,,0.7,22.4
2017-12-29,28,70.0,,0.7,19.599999999999998
2017-12-30,25,70.0,,0.7,17.5
2017-12-31,21,70.0,,0.7,14.7
2018-01-01,24,80.0,False,0.8,19.200000000000003
2018-01-02,33,80.0,,0.8,26.400000000000002
2018-01-03,40,80.0,,0.8,32.0
2018-01-04,44,80.0,,0.8,35.2
2018-01-05,40,80.0,,0.8,32.0
2018-01-06,33,80.0,,0.8,26.400000000000002
2018-01-07,29,80.0,,0.8,23.200000000000003
2018-01-08,63,80.0,,0.8,50.400000000000006
2018-01-09,78,80.0,,0.8,62.400000000000006
2018-01-10,81,80.0,,0.8,64.8
2018-01-11,86,80.0,,0.8,68.8
2018-01-12,70,80.0,,0.8,56.0
2018-01-13,27,80.0,,0.8,21.6
2018-01-14,33,80.0,,0.8,26.400000000000002
2018-01-15,45,80.0,,0.8,36.0
2018-01-16,70,80.0,,0.8,56.0
2018-01-17,68,80.0,,0.8,54.400000000000006
2018-01-18,68,80.0,,0.8,54.400000000000006
2018-01-19,71,80.0,,0.8,56.800000000000004
2018-01-20,36,80.0,,0.8,28.8
2018-01-21,37,80.0,,0.8,29.6
2018-01-22,81,80.0,,0.8,64.8
2018-01-23,100,80.0,,0.8,80.0
2018-01-24,84,80.0,,0.8,67.2
2018-01-25,80,80.0,,0.8,64.0
2018-01-26,61,80.0,,0.8,48.800000000000004
2018-01-27,34,80.0,,0.8,27.200000000000003
2018-01-28,48,80.0,,0.8,38.400000000000006
2018-01-29,81,80.0,,0.8,64.8
2018-01-30,82,80.0,,0.8,65.60000000000001
2018-01-31,77,80.0,,0.8,61.6
2018-02-01,93,84.0,False,0.84,78.11999999999999
2018-02-02,78,84.0,,0.84,65.52
2018-02-03,41,84.0,,0.84,34.44
2018-02-04,39,84.0,,0.84,32.76
2018-02-05,77,84.0,,0.84,64.67999999999999
2018-02-06,99,84.0,,0.84,83.16
2018-02-07,84,84.0,,0.84,70.56
2018-02-08,100,84.0,,0.84,84.0
2018-02-09,69,84.0,,0.84,57.96
2018-02-10,32,84.0,,0.84,26.88
2018-02-11,46,84.0,,0.84,38.64
2018-02-12,92,84.0,,0.84,77.28
2018-02-13,82,84.0,,0.84,68.88
2018-02-14,80,84.0,,0.84,67.2
2018-02-15,83,84.0,,0.84,69.72
2018-02-16,62,84.0,,0.84,52.08
2018-02-17,30,84.0,,0.84,25.2
2018-02-18,31,84.0,,0.84,26.04
2018-02-19,65,84.0,,0.84,54.6
2018-02-20,77,84.0,,0.84,64.67999999999999
2018-02-21,83,84.0,,0.84,69.72
2018-02-22,83,84.0,,0.84,69.72
2018-02-23,57,84.0,,0.84,47.879999999999995
2018-02-24,33,84.0,,0.84,27.72
2018-02-25,38,84.0,,0.84,31.919999999999998
2018-02-26,74,84.0,,0.84,62.16
2018-02-27,83,84.0,,0.84,69.72
2018-02-28,89,84.0,,0.84,74.75999999999999
2018-03-01,100,71.0,False,0.71,71.0
2018-03-02,73,71.0,,0.71,51.83
2018-03-03,44,71.0,,0.71,31.24
2018-03-04,47,71.0,,0.71,33.37
2018-03-05,89,71.0,,0.71,63.19
2018-03-06,97,71.0,,0.71,68.86999999999999
2018-03-07,94,71.0,,0.71,66.74
2018-03-08,99,71.0,,0.71,70.28999999999999
2018-03-09,73,71.0,,0.71,51.83
2018-03-10,35,71.0,,0.71,24.849999999999998
2018-03-11,46,71.0,,0.71,32.66
2018-03-12,78,71.0,,0.71,55.379999999999995
2018-03-13,80,71.0,,0.71,56.8
2018-03-14,80,71.0,,0.71,56.8
2018-03-15,83,71.0,,0.71,58.93
2018-03-16,67,71.0,,0.71,47.57
2018-03-17,35,71.0,,0.71,24.849999999999998
2018-03-18,38,71.0,,0.71,26.979999999999997
2018-03-19,82,71.0,,0.71,58.22
2018-03-20,88,71.0,,0.71,62.48
2018-03-21,85,71.0,,0.71,60.349999999999994
2018-03-22,83,71.0,,0.71,58.93
2018-03-23,75,71.0,,0.71,53.25
2018-03-24,30,71.0,,0.71,21.299999999999997
2018-03-25,48,71.0,,0.71,34.08
2018-03-26,76,71.0,,0.71,53.959999999999994
2018-03-27,85,71.0,,0.71,60.349999999999994
2018-03-28,83,71.0,,0.71,58.93
2018-03-29,76,71.0,,0.71,53.959999999999994
2018-03-30,53,71.0,,0.71,37.629999999999995
2018-03-31,39,71.0,,0.71,27.689999999999998
2018-04-01,37,79.0,False,0.79,29.23
2018-04-02,78,79.0,,0.79,61.620000000000005
2018-04-03,75,79.0,,0.79,59.25
2018-04-04,88,79.0,,0.79,69.52000000000001
2018-04-05,80,79.0,,0.79,63.2
2018-04-06,74,79.0,,0.79,58.46
2018-04-07,37,79.0,,0.79,29.23
2018-04-08,46,79.0,,0.79,36.34
2018-04-09,91,79.0,,0.79,71.89
2018-04-10,87,79.0,,0.79,68.73
2018-04-11,99,79.0,,0.79,78.21000000000001
2018-04-12,85,79.0,,0.79,67.15
2018-04-13,75,79.0,,0.79,59.25
2018-04-14,38,79.0,,0.79,30.020000000000003
2018-04-15,48,79.0,,0.79,37.92
2018-04-16,92,79.0,,0.79,72.68
2018-04-17,85,79.0,,0.79,67.15
2018-04-18,89,79.0,,0.79,70.31
2018-04-19,79,79.0,,0.79,62.410000000000004
2018-04-20,67,79.0,,0.79,52.93
2018-04-21,39,79.0,,0.79,30.810000000000002
2018-04-22,42,79.0,,0.79,33.18
2018-04-23,99,79.0,,0.79,78.21000000000001
2018-04-24,83,79.0,,0.79,65.57000000000001
2018-04-25,91,79.0,,0.79,71.89
2018-04-26,85,79.0,,0.79,67.15
2018-04-27,74,79.0,,0.79,58.46
2018-04-28,37,79.0,,0.79,29.23
2018-04-29,52,79.0,,0.79,41.08
2018-04-30,100,79.0,,0.79,79.0
2018-05-01,96,70.0,False,0.7,67.19999999999999
2018-05-02,99,70.0,,0.7,69.3
2018-05-03,81,70.0,,0.7,56.699999999999996
2018-05-04,83,70.0,,0.7,58.099999999999994
2018-05-05,40,70.0,,0.7,28.0
2018-05-06,51,70.0,,0.7,35.699999999999996
2018-05-07,96,70.0,,0.7,67.19999999999999
2018-05-08,89,70.0,,0.7,62.3
2018-05-09,90,70.0,,0.7,62.99999999999999
2018-05-10,90,70.0,,0.7,62.99999999999999
2018-05-11,78,70.0,,0.7,54.599999999999994
2018-05-12,34,70.0,,0.7,23.799999999999997
2018-05-13,47,70.0,,0.7,32.9
2018-05-14,85,70.0,,0.7,59.49999999999999
2018-05-15,80,70.0,,0.7,56.0
2018-05-16,100,70.0,,0.7,70.0
2018-05-17,80,70.0,,0.7,56.0
2018-05-18,70,70.0,,0.7,49.0
2018-05-19,30,70.0,,0.7,21.0
2018-05-20,43,70.0,,0.7,30.099999999999998
2018-05-21,68,70.0,,0.7,47.599999999999994
2018-05-22,73,70.0,,0.7,51.099999999999994
2018-05-23,65,70.0,,0.7,45.5
2018-05-24,64,70.0,,0.7,44.8
2018-05-25,53,70.0,,0.7,37.099999999999994
2018-05-26,25,70.0,,0.7,17.5
2018-05-27,32,70.0,,0.7,22.4
2018-05-28,37,70.0,,0.7,25.9
2018-05-29,61,70.0,,0.7,42.699999999999996
2018-05-30,63,70.0,,0.7,44.099999999999994
2018-05-31,63,70.0,,0.7,44.099999999999994
2018-06-01,100,42.0,False,0.42,42.0
2018-06-02,55,42.0,,0.42,23.099999999999998
2018-06-03,63,42.0,,0.42,26.459999999999997
2018-06-04,98,42.0,,0.42,41.16
2018-06-05,96,42.0,,0.42,40.32
2018-06-06,92,42.0,,0.42,38.64
2018-06-07,89,42.0,,0.42,37.379999999999995
2018-06-08,71,42.0,,0.42,29.82
2018-06-09,48,42.0,,0.42,20.16
2018-06-10,62,42.0,,0.42,26.04
2018-06-11,81,42.0,,0.42,34.019999999999996
2018-06-12,80,42.0,,0.42,33.6
2018-06-13,87,42.0,,0.42,36.54
2018-06-14,74,42.0,,0.42,31.08
2018-06-15,57,42.0,,0.42,23.939999999999998
2018-06-16,41,42.0,,0.42,17.22
2018-06-17,52,42.0,,0.42,21.84
2018-06-18,68,42.0,,0.42,28.56
2018-06-19,70,42.0,,0.42,29.4
2018-06-20,68,42.0,,0.42,28.56
2018-06-21,68,42.0,,0.42,28.56
2018-06-22,62,42.0,,0.42,26.04
2018-06-23,39,42.0,,0.42,16.38
2018-06-24,42,42.0,,0.42,17.64
2018-06-25,68,42.0,,0.42,28.56
2018-06-26,69,42.0,,0.42,28.98
2018-06-27,83,42.0,,0.42,34.86
2018-06-28,69,42.0,,0.42,28.98
2018-06-29,65,42.0,,0.42,27.3
2018-06-30,45,42.0,,0.42,18.9
2018-07-01,66,37.0,False,0.37,24.419999999999998
2018-07-02,96,37.0,,0.37,35.519999999999996
2018-07-03,84,37.0,,0.37,31.08
