date,economics_unscaled,economics_monthly,isPartial,scale,economics
2013-07-02,100,43.0,,0.43,43.0
2013-07-03,51,43.0,,0.43,21.93
2013-07-04,46,43.0,,0.43,19.78
2013-07-05,71,43.0,,0.43,30.53
2013-07-06,54,43.0,,0.43,23.22
2013-07-07,60,43.0,,0.43,25.8
2013-07-08,93,43.0,,0.43,39.99
2013-07-09,91,43.0,,0.43,39.13
2013-07-10,93,43.0,,0.43,39.99
2013-07-11,75,43.0,,0.43,32.25
2013-07-12,74,43.0,,0.43,31.82
2013-07-13,49,43.0,,0.43,21.07
2013-07-14,44,43.0,,0.43,18.919999999999998
2013-07-15,79,43.0,,0.43,33.97
2013-07-16,78,43.0,,0.43,33.54
2013-07-17,95,43.0,,0.43,40.85
2013-07-18,81,43.0,,0.43,34.83
2013-07-19,77,43.0,,0.43,33.11
2013-07-20,75,43.0,,0.43,32.25
2013-07-21,68,43.0,,0.43,29.24
2013-07-22,91,43.0,,0.43,39.13
2013-07-23,85,43.0,,0.43,36.55
2013-07-24,90,43.0,,0.43,38.7
2013-07-25,91,43.0,,0.43,39.13
2013-07-26,87,43.0,,0.43,37.41
2013-07-27,53,43.0,,0.43,22.79
2013-07-28,69,43.0,,0.43,29.669999999999998
2013-07-29,83,43.0,,0.43,35.69
2013-07-30,66,43.0,,0.43,28.38
2013-07-31,92,43.0,,0.43,39.56
2013-08-01,51,58.0,False,0.58,29.58
2013-08-02,39,58.0,,0.58,22.619999999999997
2013-08-03,30,58.0,,0.58,17.4
2013-08-04,38,58.0,,0.58,22.04
2013-08-05,43,58.0,,0.58,24.939999999999998
2013-08-06,46,58.0,,0.58,26.68
2013-08-07,47,58.0,,0.58,27.259999999999998
2013-08-08,45,58.0,,0.58,26.099999999999998
2013-08-09,42,58.0,,0.58,24.36
2013-08-10,33,58.0,,0.58,19.139999999999997
2013-08-11,36,58.0,,0.58,20.88
2013-08-12,57,58.0,,0.58,33.059999999999995
2013-08-13,46,58.0,,0.58,26.68
2013-08-14,46,58.0,,0.58,26.68
2013-08-15,51,58.0,,0.58,29.58
2013-08-16,50,58.0,,0.58,28.999999999999996
2013-08-17,38,58.0,,0.58,22.04
2013-08-18,43,58.0,,0.58,24.939999999999998
2013-08-19,58,58.0,,0.58,33.64
2013-08-20,69,58.0,,0.58,40.019999999999996
2013-08-21,66,58.0,,0.58,38.279999999999994
2013-08-22,72,58.0,,0.58,41.76
2013-08-23,66,58.0,,0.58,38.279999999999994
2013-08-24,39,58.0,,0.58,22.619999999999997
2013-08-25,58,58.0,,0.58,33.64
2013-08-26,82,58.0,,0.58,47.559999999999995
2013-08-27,97,58.0,,0.58,56.26
2013-08-28,100,58.0,,0.58,57.99999999999999
2013-08-29,81,58.0,,0.58,46.98
2013-08-30,69,58.0,,0.58,40.019999999999996
2013-08-31,44,58.0,,0.58,25.52
2013-09-01,45,87.0,False,0.87,39.15
2013-09-02,58,87.0,,0.87,50.46
2013-09-03,96,87.0,,0.87,83.52
2013-09-04,97,87.0,,0.87,84.39
2013-09-05,100,87.0,,0.87,87.0
2013-09-06,76,87.0,,0.87,66.12
2013-09-07,51,87.0,,0.87,44.37
2013-09-08,54,87.0,,0.87,46.98
2013-09-09,92,87.0,,0.87,80.04
2013-09-10,90,87.0,,0.87,78.3
2013-09-11,94,87.0,,0.87,81.78
2013-09-12,91,87.0,,0.87,79.17
2013-09-13,74,87.0,,0.87,64.38
2013-09-14,38,87.0,,0.87,33.06
2013-09-15,53,87.0,,0.87,46.11
2013-09-16,84,87.0,,0.87,73.08
2013-09-17,92,87.0,,0.87,80.04
2013-09-18,86,87.0,,0.87,74.82
2013-09-19,98,87.0,,0.87,85.26
2013-09-20,77,87.0,,0.87,66.99
2013-09-21,48,87.0,,0.87,41.76
2013-09-22,54,87.0,,0.87,46.98
2013-09-23,90,87.0,,0.87,78.3
2013-09-24,86,87.0,,0.87,74.82
2013-09-25,83,87.0,,0.87,72.21
2013-09-26,92,87.0,,0.87,80.04
2013-09-27,74,87.0,,0.87,64.38
2013-09-28,45,87.0,,0.87,39.15
2013-09-29,56,87.0,,0.87,48.72
2013-09-30,92,87.0,,0.87,80.04
2013-10-01,81,90.0,False,0.9,72.9
2013-10-02,92,90.0,,0.9,82.8
2013-10-03,93,90.0,,0.9,83.7
2013-10-04,70,90.0,,0.9,63.0
2013-10-05,44,90.0,,0.9,39.6
2013-10-06,53,90.0,,0.9,47.7
2013-10-07,82,90.0,,0.9,73.8
2013-10-08,89,90.0,,0.9,80.10000000000001
2013-10-09,100,90.0,,0.9,90.0
2013-10-10,85,90.0,,0.9,76.5
2013-10-11,67,90.0,,0.9,60.300000000000004
2013-10-12,37,90.0,,0.9,33.300000000000004
2013-10-13,49,90.0,,0.9,44.1
2013-10-14,100,90.0,,0.9,90.0
2013-10-15,96,90.0,,0.9,86.4
2013-10-16,85,90.0,,0.9,76.5
2013-10-17,85,90.0,,0.9,76.5
2013-10-18,63,90.0,,0.9,56.7
2013-10-19,43,90.0,,0.9,38.7
2013-10-20,49,90.0,,0.9,44.1
2013-10-21,81,90.0,,0.9,72.9
2013-10-22,84,90.0,,0.9,75.60000000000001
2013-10-23,89,90.0,,0.9,80.10000000000001
2013-10-24,90,90.0,,0.9,81.0
2013-10-25,72,90.0,,0.9,64.8
2013-10-26,44,90.0,,0.9,39.6
2013-10-27,50,90.0,,0.9,45.0
2013-10-28,80,90.0,,0.9,72.0
2013-10-29,85,90.0,,0.9,76.5
2013-10-30,84,90.0,,0.9,75.60000000000001
2013-10-31,77,90.0,,0.9,69.3
2013-11-01,66,77.0,False,0.77,50.82
2013-11-02,44,77.0,,0.77,33.88
2013-11-03,47,77.0,,0.77,36.19
2013-11-04,87,77.0,,0.77,66.99
2013-11-05,87,77.0,,0.77,66.99
2013-11-06,88,77.0,,0.77,67.76
2013-11-07,82,77.0,,0.77,63.14
2013-11-08,69,77.0,,0.77,53.13
2013-11-09,40,77.0,,0.77,30.8
2013-11-10,47,77.0,,0.77,36.19
2013-11-11,79,77.0,,0.77,60.83
2013-11-12,100,77.0,,0.77,77.0
2013-11-13,87,77.0,,0.77,66.99
2013-11-14,81,77.0,,0.77,62.370000000000005
2013-11-15,72,77.0,,0.77,55.44
2013-11-16,44,77.0,,0.77,33.88
2013-11-17,54,77.0,,0.77,41.58
2013-11-18,78,77.0,,0.77,60.06
2013-11-19,90,77.0,,0.77,69.3
2013-11-20,87,77.0,,0.77,66.99
2013-11-21,90,77.0,,0.77,69.3
2013-11-22,67,77.0,,0.77,51.59
2013-11-23,39,77.0,,0.77,30.03
2013-11-24,47,77.0,,0.77,36.19
2013-11-25,72,77.0,,0.77,55.44
2013-11-26,69,77.0,,0.77,53.13
2013-11-27,44,77.0,,0.77,33.88
2013-11-28,31,77.0,,0.77,23.87
2013-11-29,32,77.0,,0.77,24.64
2013-11-30,43,77.0,,0.77,33.11
2013-12-01,50,69.0,False,0.69,34.5
2013-12-02,72,69.0,,0.69,49.67999999999999
2013-12-03,84,69.0,,0.69,57.959999999999994
2013-12-04,91,69.0,,0.69,62.78999999999999
2013-12-05,82,69.0,,0.69,56.58
2013-12-06,72,69.0,,0.69,49.67999999999999
2013-12-07,47,69.0,,0.69,32.43
2013-12-08,50,69.0,,0.69,34.5
2013-12-09,89,69.0,,0.69,61.41
2013-12-10,100,69.0,,0.69,69.0
2013-12-11,90,69.0,,0.69,62.099999999999994
2013-12-12,91,69.0,,0.69,62.78999999999999
2013-12-13,78,69.0,,0.69,53.81999999999999
2013-12-14,51,69.0,,0.69,35.19
2013-12-15,49,69.0,,0.69,33.809999999999995
2013-12-16,75,69.0,,0.69,51.74999999999999
2013-12-17,73,69.0,,0.69,50.37
2013-12-18,71,69.0,,0.69,48.989999999999995
2013-12-19,57,69.0,,0.69,39.33
2013-12-20,48,69.0,,0.69,33.12
2013-12-21,36,69.0,,0.69,24.839999999999996
2013-12-22,32,69.0,,0.69,22.08
2013-12-23,35,69.0,,0.69,24.15
2013-12-24,27,69.0,,0.69,18.63
2013-12-25,24,69.0,,0.69,16.56
2013-12-26,34,69.0,,0.69,23.459999999999997
2013-12-27,29,69.0,,0.69,20.009999999999998
2013-12-28,27,69.0,,0.69,18.63
2013-12-29,31,69.0,,0.69,21.389999999999997
2013-12-30,37,69.0,,0.69,25.529999999999998
2013-12-31,33,69.0,,0.69,22.77
2014-01-01,19,78.0,False,0.78,14.82
2014-01-02,47,78.0,,0.78,36.660000000000004
2014-01-03,41,78.0,,0.78,31.98
2014-01-04,46,78.0,,0.78,35.88
2014-01-05,41,78.0,,0.78,31.98
2014-01-06,57,78.0,,0.78,44.46
2014-01-07,77,78.0,,0.78,60.06
2014-01-08,81,78.0,,0.78,63.18
2014-01-09,88,78.0,,0.78,68.64
2014-01-10,98,78.0,,0.78,76.44
2014-01-11,56,78.0,,0.78,43.68
2014-01-12,54,78.0,,0.78,42.120000000000005
2014-01-13,99,78.0,,0.78,77.22
2014-01-14,87,78.0,,0.78,67.86
2014-01-15,86,78.0,,0.78,67.08
2014-01-16,85,78.0,,0.78,66.3
2014-01-17,88,78.0,,0.78,68.64
2014-01-18,40,78.0,,0.78,31.200000000000003
2014-01-19,47,78.0,,0.78,36.660000000000004
2014-01-20,56,78.0,,0.78,43.68
2014-01-21,92,78.0,,0.78,71.76
2014-01-22,88,78.0,,0.78,68.64
2014-01-23,100,78.0,,0.78,78.0
2014-01-24,74,78.0,,0.78,57.72
2014-01-25,41,78.0,,0.78,31.98
2014-01-26,67,78.0,,0.78,52.260000000000005
2014-01-27,97,78.0,,0.78,75.66
2014-01-28,99,78.0,,0.78,77.22
2014-01-29,91,78.0,,0.78,70.98
2014-01-30,89,78.0,,0.78,69.42
2014-01-31,82,78.0,,0.78,63.96
2014-02-01,40,84.0,False,0.84,33.6
2014-02-02,50,84.0,,0.84,42.0
2014-02-03,72,84.0,,0.84,60.48
2014-02-04,91,84.0,,0.84,76.44
2014-02-05,83,84.0,,0.84,69.72
2014-02-06,95,84.0,,0.84,79.8
2014-02-07,68,84.0,,0.84,57.12
2014-02-08,41,84.0,,0.84,34.44
2014-02-09,48,84.0,,0.84,40.32
2014-02-10,86,84.0,,0.84,72.24
2014-02-11,87,84.0,,0.84,73.08
2014-02-12,75,84.0,,0.84,63.0
2014-02-13,62,84.0,,0.84,52.08
2014-02-14,65,84.0,,0.84,54.6
2014-02-15,42,84.0,,0.84,35.28
2014-02-16,45,84.0,,0.84,37.8
2014-02-17,67,84.0,,0.84,56.28
2014-02-18,78,84.0,,0.84,65.52
2014-02-19,82,84.0,,0.84,68.88
2014-02-20,79,84.0,,0.84,66.36
2014-02-21,71,84.0,,0.84,59.64
2014-02-22,40,84.0,,0.84,33.6
2014-02-23,54,84.0,,0.84,45.36
2014-02-24,84,84.0,,0.84,70.56
2014-02-25,88,84.0,,0.84,73.92
2014-02-26,100,84.0,,0.84,84.0
2014-02-27,82,84.0,,0.84,68.88
2014-02-28,69,84.0,,0.84,57.96
2014-03-01,46,76.0,False,0.76,34.96
2014-03-02,53,76.0,,0.76,40.28
2014-03-03,76,76.0,,0.76,57.76
2014-03-04,98,76.0,,0.76,74.48
2014-03-05,90,76.0,,0.76,68.4
2014-03-06,98,76.0,,0.76,74.48
2014-03-07,77,76.0,,0.76,58.52
2014-03-08,44,76.0,,0.76,33.44
2014-03-09,56,76.0,,0.76,42.56
2014-03-10,83,76.0,,0.76,63.08
2014-03-11,77,76.0,,0.76,58.52
2014-03-12,92,76.0,,0.76,69.92
2014-03-13,68,76.0,,0.76,51.68
2014-03-14,68,76.0,,0.76,51.68
2014-03-15,40,76.0,,0.76,30.4
2014-03-16,44,76.0,,0.76,33.44
2014-03-17,80,76.0,,0.76,60.8
2014-03-18,73,76.0,,0.76,55.480000000000004
2014-03-19,89,76.0,,0.76,67.64
2014-03-20,87,76.0,,0.76,66.12
2014-03-21,76,76.0,,0.76,57.76
2014-03-22,36,76.0,,0.76,27.36
2014-03-23,56,76.0,,0.76,42.56
2014-03-24,89,76.0,,0.76,67.64
2014-03-25,98,76.0,,0.76,74.48
2014-03-26,92,76.0,,0.76,69.92
2014-03-27,100,76.0,,0.76,76.0
2014-03-28,75,76.0,,0.76,57.0
2014-03-29,42,76.0,,0.76,31.92
2014-03-30,59,76.0,,0.76,44.84
2014-03-31,88,76.0,,0.76,66.88
2014-04-01,79,83.0,False,0.83,65.57
2014-04-02,87,83.0,,0.83,72.21
2014-04-03,81,83.0,,0.83,67.22999999999999
2014-04-04,68,83.0,,0.83,56.44
2014-04-05,45,83.0,,0.83,37.35
2014-04-06,48,83.0,,0.83,39.839999999999996
2014-04-07,87,83.0,,0.83,72.21
2014-04-08,82,83.0,,0.83,68.06
2014-04-09,82,83.0,,0.83,68.06
2014-04-10,83,83.0,,0.83,68.89
2014-04-11,67,83.0,,0.83,55.61
2014-04-12,37,83.0,,0.83,30.709999999999997
2014-04-13,47,83.0,,0.83,39.01
2014-04-14,87,83.0,,0.83,72.21
2014-04-15,88,83.0,,0.83,73.03999999999999
2014-04-16,76,83.0,,0.83,63.08
2014-04-17,75,83.0,,0.83,62.25
2014-04-18,52,83.0,,0.83,43.16
2014-04-19,40,83.0,,0.83,33.199999999999996
2014-04-20,46,83.0,,0.83,38.18
2014-04-21,78,83.0,,0.83,64.74
2014-04-22,92,83.0,,0.83,76.36
2014-04-23,100,83.0,,0.83,83.0
2014-04-24,80,83.0,,0.83,66.39999999999999
2014-04-25,80,83.0,,0.83,66.39999999999999
2014-04-26,45,83.0,,0.83,37.35
2014-04-27,51,83.0,,0.83,42.33
2014-04-28,91,83.0,,0.83,75.53
2014-04-29,89,83.0,,0.83,73.86999999999999
2014-04-30,81,83.0,,0.83,67.22999999999999
2014-05-01,95,74.0,False,0.74,70.3
2014-05-02,79,74.0,,0.74,58.46
2014-05-03,38,74.0,,0.74,28.12
2014-05-04,50,74.0,,0.74,37.0
2014-05-05,92,74.0,,0.74,68.08
2014-05-06,100,74.0,,0.74,74.0
2014-05-07,91,74.0,,0.74,67.34
2014-05-08,87,74.0,,0.74,64.38
2014-05-09,72,74.0,,0.74,53.28
2014-05-10,49,74.0,,0.74,36.26
2014-05-11,54,74.0,,0.74,39.96
2014-05-12,84,74.0,,0.74,62.16
2014-05-13,84,74.0,,0.74,62.16
2014-05-14,84,74.0,,0.74,62.16
2014-05-15,82,74.0,,0.74,60.68
2014-05-16,61,74.0,,0.74,45.14
2014-05-17,32,74.0,,0.74,23.68
2014-05-18,44,74.0,,0.74,32.56
2014-05-19,80,74.0,,0.74,59.2
2014-05-20,64,74.0,,0.74,47.36
2014-05-21,78,74.0,,0.74,57.72
2014-05-22,66,74.0,,0.74,48.839999999999996
2014-05-23,55,74.0,,0.74,40.7
2014-05-24,39,74.0,,0.74,28.86
2014-05-25,30,74.0,,0.74,22.2
2014-05-26,45,74.0,,0.74,33.3
2014-05-27,71,74.0,,0.74,52.54
2014-05-28,54,74.0,,0.74,39.96
2014-05-29,67,74.0,,0.74,49.58
2014-05-30,47,74.0,,0.74,34.78
2014-05-31,32,74.0,,0.74,23.68
2014-06-01,52,49.0,False,0.49,25.48
2014-06-02,83,49.0,,0.49,40.67
2014-06-03,100,49.0,,0.49,49.0
2014-06-04,80,49.0,,0.49,39.2
2014-06-05,70,49.0,,0.49,34.3
2014-06-06,62,49.0,,0.49,30.38
2014-06-07,62,49.0,,0.49,30.38
2014-06-08,56,49.0,,0.49,27.439999999999998
2014-06-09,84,49.0,,0.49,41.16
2014-06-10,74,49.0,,0.49,36.26
2014-06-11,97,49.0,,0.49,47.53
2014-06-12,78,49.0,,0.49,38.22
2014-06-13,58,49.0,,0.49,28.419999999999998
2014-06-14,33,49.0,,0.49,16.169999999999998
2014-06-15,50,49.0,,0.49,24.5
2014-06-16,51,49.0,,0.49,24.99
2014-06-17,52,49.0,,0.49,25.48
2014-06-18,59,49.0,,0.49,28.91
2014-06-19,61,49.0,,0.49,29.89
2014-06-20,50,49.0,,0.49,24.5
2014-06-21,38,49.0,,0.49,18.62
2014-06-22,58,49.0,,0.49,28.419999999999998
2014-06-23,62,49.0,,0.49,30.38
2014-06-24,60,49.0,,0.49,29.4
2014-06-25,78,49.0,,0.49,38.22
2014-06-26,55,49.0,,0.49,26.95
2014-06-27,60,49.0,,0.49,29.4
2014-06-28,42,49.0,,0.49,20.58
2014-06-29,57,49.0,,0.49,27.93
2014-06-30,69,49.0,,0.49,33.81
2014-07-01,72,44.0,False,0.44,31.68
2014-07-02,71,44.0,,0.44,31.24
2014-07-03,71,44.0,,0.44,31.24
2014-07-04,53,44.0,,0.44,23.32
2014-07-05,62,44.0,,0.44,27.28
2014-07-06,51,44.0,,0.44,22.44
2014-07-07,81,44.0,,0.44,35.64
2014-07-08,77,44.0,,0.44,33.88
2014-07-09,100,44.0,,0.44,44.0
2014-07-10,68,44.0,,0.44,29.92
2014-07-11,67,44.0,,0.44,29.48
2014-07-12,56,44.0,,0.44,24.64
2014-07-13,49,44.0,,0.44,21.56
2014-07-14,74,44.0,,0.44,32.56
2014-07-15,92,44.0,,0.44,40.48
2014-07-16,80,44.0,,0.44,35.2
2014-07-17,88,44.0,,0.44,38.72
2014-07-18,64,44.0,,0.44,28.16
2014-07-19,49,44.0,,0.44,21.56
2014-07-20,68,44.0,,0.44,29.92
2014-07-21,80,44.0,,0.44,35.2
2014-07-22,82,44.0,,0.44,36.08
2014-07-23,94,44.0,,0.44,41.36
2014-07-24,71,44.0,,0.44,31.24
2014-07-25,54,44.0,,0.44,23.76
2014-07-26,61,44.0,,0.44,26.84
2014-07-27,52,44.0,,0.44,22.88
2014-07-28,70,44.0,,0.44,30.8
2014-07-29,78,44.0,,0.44,34.32
2014-07-30,80,44.0,,0.44,35.2
2014-07-31,69,44.0,,0.44,30.36
2014-08-01,47,59.0,False,0.59,27.729999999999997
2014-08-02,26,59.0,,0.59,15.34
2014-08-03,26,59.0,,0.59,15.34
2014-08-04,47,59.0,,0.59,27.729999999999997
2014-08-05,39,59.0,,0.59,23.009999999999998
2014-08-06,55,59.0,,0.59,32.449999999999996
2014-08-07,57,59.0,,0.59,33.629999999999995
2014-08-08,33,59.0,,0.59,19.47
2014-08-09,34,59.0,,0.59,20.06
2014-08-10,28,59.0,,0.59,16.52
2014-08-11,45,59.0,,0.59,26.549999999999997
2014-08-12,53,59.0,,0.59,31.27
2014-08-13,50,59.0,,0.59,29.5
2014-08-14,43,59.0,,0.59,25.369999999999997
2014-08-15,55,59.0,,0.59,32.449999999999996
2014-08-16,26,59.0,,0.59,15.34
2014-08-17,36,59.0,,0.59,21.24
2014-08-18,57,59.0,,0.59,33.629999999999995
2014-08-19,61,59.0,,0.59,35.989999999999995
2014-08-20,70,59.0,,0.59,41.3
2014-08-21,74,59.0,,0.59,43.66
2014-08-22,71,59.0,,0.59,41.89
2014-08-23,34,59.0,,0.59,20.06
2014-08-24,54,59.0,,0.59,31.86
2014-08-25,84,59.0,,0.59,49.559999999999995
2014-08-26,92,59.0,,0.59,54.279999999999994
2014-08-27,100,59.0,,0.59,59.0
2014-08-28,89,59.0,,0.59,52.51
2014-08-29,86,59.0,,0.59,50.739999999999995
2014-08-30,48,59.0,,0.59,28.32
2014-08-31,43,59.0,,0.59,25.369999999999997
2014-09-01,61,93.0,False,0.93,56.730000000000004
2014-09-02,73,93.0,,0.93,67.89
2014-09-03,98,93.0,,0.93,91.14
2014-09-04,91,93.0,,0.93,84.63000000000001
2014-09-05,74,93.0,,0.93,68.82000000000001
2014-09-06,46,93.0,,0.93,42.78
2014-09-07,54,93.0,,0.93,50.220000000000006
2014-09-08,84,93.0,,0.93,78.12
2014-09-09,86,93.0,,0.93,79.98
2014-09-10,86,93.0,,0.93,79.98
2014-09-11,77,93.0,,0.93,71.61
2014-09-12,72,93.0,,0.93,66.96000000000001
2014-09-13,40,93.0,,0.93,37.2
2014-09-14,53,93.0,,0.93,49.29
2014-09-15,84,93.0,,0.93,78.12
2014-09-16,100,93.0,,0.93,93.0
2014-09-17,71,93.0,,0.93,66.03
2014-09-18,83,93.0,,0.93,77.19
2014-09-19,69,93.0,,0.93,64.17
2014-09-20,44,93.0,,0.93,40.92
2014-09-21,47,93.0,,0.93,43.71
2014-09-22,77,93.0,,0.93,71.61
2014-09-23,91,93.0,,0.93,84.63000000000001
2014-09-24,89,93.0,,0.93,82.77000000000001
2014-09-25,84,93.0,,0.93,78.12
2014-09-26,61,93.0,,0.93,56.730000000000004
2014-09-27,41,93.0,,0.93,38.13
2014-09-28,50,93.0,,0.93,46.5
2014-09-29,83,93.0,,0.93,77.19
2014-09-30,87,93.0,,0.93,80.91000000000001
2014-10-01,88,89.0,False,0.89,78.32000000000001
2014-10-02,90,89.0,,0.89,80.1
2014-10-03,73,89.0,,0.89,64.97
2014-10-04,38,89.0,,0.89,33.82
2014-10-05,50,89.0,,0.89,44.5
2014-10-06,94,89.0,,0.89,83.66
2014-10-07,100,89.0,,0.89,89.0
2014-10-08,99,89.0,,0.89,88.11
2014-10-09,100,89.0,,0.89,89.0
2014-10-10,82,89.0,,0.89,72.98
2014-10-11,41,89.0,,0.89,36.49
2014-10-12,55,89.0,,0.89,48.95
2014-10-13,99,89.0,,0.89,88.11
2014-10-14,99,89.0,,0.89,88.11
2014-10-15,83,89.0,,0.89,73.87
2014-10-16,88,89.0,,0.89,78.32000000000001
2014-10-17,83,89.0,,0.89,73.87
2014-10-18,42,89.0,,0.89,37.38
2014-10-19,64,89.0,,0.89,56.96
2014-10-20,93,89.0,,0.89,82.77
2014-10-21,93,89.0,,0.89,82.77
2014-10-22,91,89.0,,0.89,80.99
2014-10-23,92,89.0,,0.89,81.88
2014-10-24,80,89.0,,0.89,71.2
2014-10-25,44,89.0,,0.89,39.160000000000004
2014-10-26,60,89.0,,0.89,53.4
2014-10-27,93,89.0,,0.89,82.77
2014-10-28,98,89.0,,0.89,87.22
2014-10-29,91,89.0,,0.89,80.99
2014-10-30,83,89.0,,0.89,73.87
2014-10-31,77,89.0,,0.89,68.53
2014-11-01,41,78.0,False,0.78,31.98
2014-11-02,52,78.0,,0.78,40.56
2014-11-03,98,78.0,,0.78,76.44
2014-11-04,91,78.0,,0.78,70.98
2014-11-05,90,78.0,,0.78,70.2
2014-11-06,90,78.0,,0.78,70.2
2014-11-07,85,78.0,,0.78,66.3
2014-11-08,42,78.0,,0.78,32.76
2014-11-09,54,78.0,,0.78,42.120000000000005
2014-11-10,86,78.0,,0.78,67.08
2014-11-11,91,78.0,,0.78,70.98
2014-11-12,100,78.0,,0.78,78.0
2014-11-13,95,78.0,,0.78,74.10000000000001
2014-11-14,72,78.0,,0.78,56.160000000000004
2014-11-15,47,78.0,,0.78,36.660000000000004
2014-11-16,61,78.0,,0.78,47.58
2014-11-17,94,78.0,,0.78,73.32000000000001
2014-11-18,93,78.0,,0.78,72.54
2014-11-19,63,78.0,,0.78,49.14
2014-11-20,92,78.0,,0.78,71.76
2014-11-21,85,78.0,,0.78,66.3
2014-11-22,40,78.0,,0.78,31.200000000000003
2014-11-23,45,78.0,,0.78,35.1
2014-11-24,72,78.0,,0.78,56.160000000000004
2014-11-25,58,78.0,,0.78,45.24
2014-11-26,46,78.0,,0.78,35.88
2014-11-27,33,78.0,,0.78,25.740000000000002
2014-11-28,38,78.0,,0.78,29.64
2014-11-29,47,78.0,,0.78,36.660000000000004
2014-11-30,50,78.0,,0.78,39.0
2014-12-01,81,68.0,False,0.68,55.080000000000005
2014-12-02,74,68.0,,0.68,50.32
2014-12-03,98,68.0,,0.68,66.64
2014-12-04,79,68.0,,0.68,53.720000000000006
2014-12-05,82,68.0,,0.68,55.760000000000005
2014-12-06,53,68.0,,0.68,36.04
2014-12-07,51,68.0,,0.68,34.68
2014-12-08,92,68.0,,0.68,62.56
2014-12-09,96,68.0,,0.68,65.28
2014-12-10,92,68.0,,0.68,62.56
2014-12-11,100,68.0,,0.68,68.0
2014-12-12,82,68.0,,0.68,55.760000000000005
2014-12-13,45,68.0,,0.68,30.6
2014-12-14,57,68.0,,0.68,38.760000000000005
2014-12-15,76,68.0,,0.68,51.68000000000001
2014-12-16,83,68.0,,0.68,56.440000000000005
2014-12-17,77,68.0,,0.68,52.36000000000001
2014-12-18,79,68.0,,0.68,53.720000000000006
2014-12-19,66,68.0,,0.68,44.88
2014-12-20,23,68.0,,0.68,15.64
2014-12-21,34,68.0,,0.68,23.12
2014-12-22,32,68.0,,0.68,21.76
2014-12-23,38,68.0,,0.68,25.840000000000003
2014-12-24,29,68.0,,0.68,19.720000000000002
2014-12-25,20,68.0,,0.68,13.600000000000001
2014-12-26,24,68.0,,0.68,16.32
2014-12-27,33,68.0,,0.68,22.44
2014-12-28,26,68.0,,0.68,17.68
2014-12-29,45,68.0,,0.68,30.6
2014-12-30,34,68.0,,0.68,23.12
2014-12-31,35,68.0,,0.68,23.8
2015-01-01,21,85.0,False,0.85,17.849999999999998
2015-01-02,29,85.0,,0.85,24.65
2015-01-03,27,85.0,,0.85,22.95
2015-01-04,35,85.0,,0.85,29.75
2015-01-05,47,85.0,,0.85,39.949999999999996
2015-01-06,60,85.0,,0.85,51.0
2015-01-07,61,85.0,,0.85,51.85
2015-01-08,66,85.0,,0.85,56.1
2015-01-09,64,85.0,,0.85,54.4
2015-01-10,31,85.0,,0.85,26.349999999999998
2015-01-11,37,85.0,,0.85,31.45
2015-01-12,66,85.0,,0.85,56.1
2015-01-13,69,85.0,,0.85,58.65
2015-01-14,66,85.0,,0.85,56.1
2015-01-15,74,85.0,,0.85,62.9
2015-01-16,73,85.0,,0.85,62.05
2015-01-17,36,85.0,,0.85,30.599999999999998
2015-01-18,35,85.0,,0.85,29.75
2015-01-19,47,85.0,,0.85,39.949999999999996
2015-01-20,81,85.0,,0.85,68.85
2015-01-21,82,85.0,,0.85,69.7
2015-01-22,86,85.0,,0.85,73.1
2015-01-23,74,85.0,,0.85,62.9
2015-01-24,39,85.0,,0.85,33.15
2015-01-25,43,85.0,,0.85,36.55
2015-01-26,74,85.0,,0.85,62.9
2015-01-27,75,85.0,,0.85,63.75
2015-01-28,68,85.0,,0.85,57.8
2015-01-29,100,85.0,,0.85,85.0
2015-01-30,81,85.0,,0.85,68.85
2015-01-31,43,85.0,,0.85,36.55
2015-02-01,54,83.0,False,0.83,44.82
2015-02-02,86,83.0,,0.83,71.38
2015-02-03,96,83.0,,0.83,79.67999999999999
2015-02-04,94,83.0,,0.83,78.02
2015-02-05,81,83.0,,0.83,67.22999999999999
2015-02-06,73,83.0,,0.83,60.589999999999996
2015-02-07,47,83.0,,0.83,39.01
2015-02-08,53,83.0,,0.83,43.989999999999995
2015-02-09,88,83.0,,0.83,73.03999999999999
2015-02-10,100,83.0,,0.83,83.0
2015-02-11,92,83.0,,0.83,76.36
2015-02-12,91,83.0,,0.83,75.53
2015-02-13,76,83.0,,0.83,63.08
2015-02-14,28,83.0,,0.83,23.24
2015-02-15,51,83.0,,0.83,42.33
2015-02-16,59,83.0,,0.83,48.97
2015-02-17,81,83.0,,0.83,67.22999999999999
2015-02-18,75,83.0,,0.83,62.25
2015-02-19,80,83.0,,0.83,66.39999999999999
2015-02-20,72,83.0,,0.83,59.76
2015-02-21,39,83.0,,0.83,32.37
2015-02-22,59,83.0,,0.83,48.97
2015-02-23,88,83.0,,0.83,73.03999999999999
2015-02-24,74,83.0,,0.83,61.419999999999995
2015-02-25,91,83.0,,0.83,75.53
2015-02-26,90,83.0,,0.83,74.7
2015-02-27,66,83.0,,0.83,54.779999999999994
2015-02-28,40,83.0,,0.83,33.199999999999996
2015-03-01,44,80.0,False,0.8,35.2
2015-03-02,70,80.0,,0.8,56.0
2015-03-03,92,80.0,,0.8,73.60000000000001
2015-03-04,89,80.0,,0.8,71.2
