date,crisis_unscaled,crisis_monthly,isPartial,scale,crisis
2015-03-03,85,57.0,,0.57,48.449999999999996
2015-03-04,72,57.0,,0.57,41.04
2015-03-05,64,57.0,,0.57,36.48
2015-03-06,65,57.0,,0.57,37.05
2015-03-07,57,57.0,,0.57,32.489999999999995
2015-03-08,65,57.0,,0.57,37.05
2015-03-09,72,57.0,,0.57,41.04
2015-03-10,80,57.0,,0.57,45.599999999999994
2015-03-11,77,57.0,,0.57,43.88999999999999
2015-03-12,70,57.0,,0.57,39.9
2015-03-13,58,57.0,,0.57,33.059999999999995
2015-03-14,45,57.0,,0.57,25.65
2015-03-15,54,57.0,,0.57,30.779999999999998
2015-03-16,79,57.0,,0.57,45.029999999999994
2015-03-17,73,57.0,,0.57,41.61
2015-03-18,83,57.0,,0.57,47.309999999999995
2015-03-19,85,57.0,,0.57,48.449999999999996
2015-03-20,72,57.0,,0.57,41.04
2015-03-21,53,57.0,,0.57,30.209999999999997
2015-03-22,53,57.0,,0.57,30.209999999999997
2015-03-23,85,57.0,,0.57,48.449999999999996
2015-03-24,91,57.0,,0.57,51.87
2015-03-25,86,57.0,,0.57,49.019999999999996
2015-03-26,100,57.0,,0.57,56.99999999999999
2015-03-27,87,57.0,,0.57,49.589999999999996
2015-03-28,63,57.0,,0.57,35.91
2015-03-29,71,57.0,,0.57,40.47
2015-03-30,90,57.0,,0.57,51.3
2015-03-31,96,57.0,,0.57,54.72
2015-04-01,80,68.0,False,0.68,54.400000000000006
2015-04-02,66,68.0,,0.68,44.88
2015-04-03,56,68.0,,0.68,38.080000000000005
2015-04-04,56,68.0,,0.68,38.080000000000005
2015-04-05,44,68.0,,0.68,29.92
2015-04-06,78,68.0,,0.68,53.040000000000006
2015-04-07,77,68.0,,0.68,52.36000000000001
2015-04-08,71,68.0,,0.68,48.28
2015-04-09,78,68.0,,0.68,53.040000000000006
2015-04-10,74,68.0,,0.68,50.32
2015-04-11,47,68.0,,0.68,31.96
2015-04-12,62,68.0,,0.68,42.160000000000004
2015-04-13,64,68.0,,0.68,43.52
2015-04-14,81,68.0,,0.68,55.080000000000005
2015-04-15,83,68.0,,0.68,56.440000000000005
2015-04-16,77,68.0,,0.68,52.36000000000001
2015-04-17,81,68.0,,0.68,55.080000000000005
2015-04-18,51,68.0,,0.68,34.68
2015-04-19,54,68.0,,0.68,36.720000000000006
2015-04-20,81,68.0,,0.68,55.080000000000005
2015-04-21,95,68.0,,0.68,64.60000000000001
2015-04-22,78,68.0,,0.68,53.040000000000006
2015-04-23,94,68.0,,0.68,63.92
2015-04-24,85,68.0,,0.68,57.800000000000004
2015-04-25,52,68.0,,0.68,35.36
2015-04-26,56,68.0,,0.68,38.080000000000005
2015-04-27,100,68.0,,0.68,68.0
2015-04-28,95,68.0,,0.68,64.60000000000001
2015-04-29,86,68.0,,0.68,58.480000000000004
2015-04-30,83,68.0,,0.68,56.440000000000005
2015-05-01,81,59.0,False,0.59,47.79
2015-05-02,57,59.0,,0.59,33.629999999999995
2015-05-03,60,59.0,,0.59,35.4
2015-05-04,95,59.0,,0.59,56.05
2015-05-05,94,59.0,,0.59,55.459999999999994
2015-05-06,100,59.0,,0.59,59.0
2015-05-07,94,59.0,,0.59,55.459999999999994
2015-05-08,95,59.0,,0.59,56.05
2015-05-09,49,59.0,,0.59,28.91
2015-05-10,39,59.0,,0.59,23.009999999999998
2015-05-11,96,59.0,,0.59,56.64
2015-05-12,86,59.0,,0.59,50.739999999999995
2015-05-13,99,59.0,,0.59,58.41
2015-05-14,85,59.0,,0.59,50.15
2015-05-15,83,59.0,,0.59,48.97
2015-05-16,43,59.0,,0.59,25.369999999999997
2015-05-17,62,59.0,,0.59,36.58
2015-05-18,74,59.0,,0.59,43.66
2015-05-19,92,59.0,,0.59,54.279999999999994
2015-05-20,78,59.0,,0.59,46.019999999999996
2015-05-21,86,59.0,,0.59,50.739999999999995
2015-05-22,67,59.0,,0.59,39.53
2015-05-23,48,59.0,,0.59,28.32
2015-05-24,52,59.0,,0.59,30.68
2015-05-25,48,59.0,,0.59,28.32
2015-05-26,79,59.0,,0.59,46.61
2015-05-27,77,59.0,,0.59,45.43
2015-05-28,77,59.0,,0.59,45.43
2015-05-29,81,59.0,,0.59,47.79
2015-05-30,41,59.0,,0.59,24.189999999999998
2015-05-31,52,59.0,,0.59,30.68
2015-06-01,67,52.0,False,0.52,34.84
2015-06-02,67,52.0,,0.52,34.84
2015-06-03,74,52.0,,0.52,38.480000000000004
2015-06-04,57,52.0,,0.52,29.64
2015-06-05,60,52.0,,0.52,31.200000000000003
2015-06-06,44,52.0,,0.52,22.880000000000003
2015-06-07,40,52.0,,0.52,20.8
2015-06-08,62,52.0,,0.52,32.24
2015-06-09,60,52.0,,0.52,31.200000000000003
2015-06-10,75,52.0,,0.52,39.0
2015-06-11,63,52.0,,0.52,32.76
2015-06-12,51,52.0,,0.52,26.52
2015-06-13,39,52.0,,0.52,20.28
2015-06-14,46,52.0,,0.52,23.92
2015-06-15,57,52.0,,0.52,29.64
2015-06-16,53,52.0,,0.52,27.560000000000002
2015-06-17,56,52.0,,0.52,29.12
2015-06-18,44,52.0,,0.52,22.880000000000003
2015-06-19,53,52.0,,0.52,27.560000000000002
2015-06-20,45,52.0,,0.52,23.400000000000002
2015-06-21,35,52.0,,0.52,18.2
2015-06-22,54,52.0,,0.52,28.080000000000002
2015-06-23,51,52.0,,0.52,26.52
2015-06-24,50,52.0,,0.52,26.0
2015-06-25,61,52.0,,0.52,31.720000000000002
2015-06-26,48,52.0,,0.52,24.96
2015-06-27,44,52.0,,0.52,22.880000000000003
2015-06-28,83,52.0,,0.52,43.160000000000004
2015-06-29,100,52.0,,0.52,52.0
2015-06-30,100,52.0,,0.52,52.0
2015-07-01,100,53.0,False,0.53,53.0
2015-07-02,68,53.0,,0.53,36.04
2015-07-03,70,53.0,,0.53,37.1
2015-07-04,67,53.0,,0.53,35.510000000000005
2015-07-05,74,53.0,,0.53,39.22
2015-07-06,96,53.0,,0.53,50.88
2015-07-07,77,53.0,,0.53,40.81
2015-07-08,81,53.0,,0.53,42.93
2015-07-09,76,53.0,,0.53,40.28
2015-07-10,64,53.0,,0.53,33.92
2015-07-11,57,53.0,,0.53,30.21
2015-07-12,77,53.0,,0.53,40.81
2015-07-13,71,53.0,,0.53,37.63
2015-07-14,63,53.0,,0.53,33.39
2015-07-15,59,53.0,,0.53,31.270000000000003
2015-07-16,58,53.0,,0.53,30.740000000000002
2015-07-17,46,53.0,,0.53,24.380000000000003
2015-07-18,51,53.0,,0.53,27.03
2015-07-19,48,53.0,,0.53,25.44
2015-07-20,51,53.0,,0.53,27.03
2015-07-21,50,53.0,,0.53,26.5
2015-07-22,48,53.0,,0.53,25.44
2015-07-23,49,53.0,,0.53,25.970000000000002
2015-07-24,47,53.0,,0.53,24.91
2015-07-25,42,53.0,,0.53,22.26
2015-07-26,45,53.0,,0.53,23.85
2015-07-27,55,53.0,,0.53,29.150000000000002
2015-07-28,51,53.0,,0.53,27.03
2015-07-29,48,53.0,,0.53,25.44
2015-07-30,48,53.0,,0.53,25.44
2015-07-31,46,53.0,,0.53,24.380000000000003
2015-08-01,57,45.0,False,0.45,25.650000000000002
2015-08-02,52,45.0,,0.45,23.400000000000002
2015-08-03,66,45.0,,0.45,29.7
2015-08-04,66,45.0,,0.45,29.7
2015-08-05,78,45.0,,0.45,35.1
2015-08-06,63,45.0,,0.45,28.35
2015-08-07,73,45.0,,0.45,32.85
2015-08-08,57,45.0,,0.45,25.650000000000002
2015-08-09,58,45.0,,0.45,26.1
2015-08-10,70,45.0,,0.45,31.5
2015-08-11,53,45.0,,0.45,23.85
2015-08-12,76,45.0,,0.45,34.2
2015-08-13,92,45.0,,0.45,41.4
2015-08-14,62,45.0,,0.45,27.900000000000002
2015-08-15,54,45.0,,0.45,24.3
2015-08-16,62,45.0,,0.45,27.900000000000002
2015-08-17,79,45.0,,0.45,35.550000000000004
2015-08-18,73,45.0,,0.45,32.85
2015-08-19,69,45.0,,0.45,31.05
2015-08-20,69,45.0,,0.45,31.05
2015-08-21,72,45.0,,0.45,32.4
2015-08-22,59,45.0,,0.45,26.55
2015-08-23,63,45.0,,0.45,28.35
2015-08-24,93,45.0,,0.45,41.85
2015-08-25,95,45.0,,0.45,42.75
2015-08-26,100,45.0,,0.45,45.0
2015-08-27,90,45.0,,0.45,40.5
2015-08-28,80,45.0,,0.45,36.0
2015-08-29,81,45.0,,0.45,36.45
2015-08-30,71,45.0,,0.45,31.95
2015-08-31,85,45.0,,0.45,38.25
2015-09-01,59,77.0,False,0.77,45.43
2015-09-02,69,77.0,,0.77,53.13
2015-09-03,91,77.0,,0.77,70.07000000000001
2015-09-04,94,77.0,,0.77,72.38
2015-09-05,75,77.0,,0.77,57.75
2015-09-06,75,77.0,,0.77,57.75
2015-09-07,89,77.0,,0.77,68.53
2015-09-08,88,77.0,,0.77,67.76
2015-09-09,97,77.0,,0.77,74.69
2015-09-10,95,77.0,,0.77,73.15
2015-09-11,85,77.0,,0.77,65.45
2015-09-12,53,77.0,,0.77,40.81
2015-09-13,63,77.0,,0.77,48.51
2015-09-14,85,77.0,,0.77,65.45
2015-09-15,84,77.0,,0.77,64.68
2015-09-16,87,77.0,,0.77,66.99
2015-09-17,100,77.0,,0.77,77.0
2015-09-18,91,77.0,,0.77,70.07000000000001
2015-09-19,66,77.0,,0.77,50.82
2015-09-20,66,77.0,,0.77,50.82
2015-09-21,77,77.0,,0.77,59.29
2015-09-22,85,77.0,,0.77,65.45
2015-09-23,70,77.0,,0.77,53.9
2015-09-24,78,77.0,,0.77,60.06
2015-09-25,67,77.0,,0.77,51.59
2015-09-26,44,77.0,,0.77,33.88
2015-09-27,62,77.0,,0.77,47.74
2015-09-28,75,77.0,,0.77,57.75
2015-09-29,74,77.0,,0.77,56.980000000000004
2015-09-30,77,77.0,,0.77,59.29
2015-10-01,63,71.0,False,0.71,44.73
2015-10-02,53,71.0,,0.71,37.629999999999995
2015-10-03,41,71.0,,0.71,29.11
2015-10-04,42,71.0,,0.71,29.82
2015-10-05,63,71.0,,0.71,44.73
2015-10-06,63,71.0,,0.71,44.73
2015-10-07,62,71.0,,0.71,44.019999999999996
2015-10-08,66,71.0,,0.71,46.86
2015-10-09,55,71.0,,0.71,39.05
2015-10-10,32,71.0,,0.71,22.72
2015-10-11,56,71.0,,0.71,39.76
2015-10-12,64,71.0,,0.71,45.44
2015-10-13,54,71.0,,0.71,38.339999999999996
2015-10-14,66,71.0,,0.71,46.86
2015-10-15,61,71.0,,0.71,43.309999999999995
2015-10-16,62,71.0,,0.71,44.019999999999996
2015-10-17,41,71.0,,0.71,29.11
2015-10-18,42,71.0,,0.71,29.82
2015-10-19,67,71.0,,0.71,47.57
2015-10-20,63,71.0,,0.71,44.73
2015-10-21,58,71.0,,0.71,41.18
2015-10-22,56,71.0,,0.71,39.76
2015-10-23,58,71.0,,0.71,41.18
2015-10-24,40,71.0,,0.71,28.4
2015-10-25,47,71.0,,0.71,33.37
2015-10-26,75,71.0,,0.71,53.25
2015-10-27,69,71.0,,0.71,48.989999999999995
2015-10-28,74,71.0,,0.71,52.54
2015-10-29,81,71.0,,0.71,57.51
2015-10-30,100,71.0,,0.71,71.0
2015-10-31,88,71.0,,0.71,62.48
2015-11-01,97,78.0,False,0.78,75.66
2015-11-02,91,78.0,,0.78,70.98
2015-11-03,85,78.0,,0.78,66.3
2015-11-04,81,78.0,,0.78,63.18
2015-11-05,85,78.0,,0.78,66.3
2015-11-06,86,78.0,,0.78,67.08
2015-11-07,100,78.0,,0.78,78.0
2015-11-08,73,78.0,,0.78,56.940000000000005
2015-11-09,79,78.0,,0.78,61.620000000000005
2015-11-10,84,78.0,,0.78,65.52
2015-11-11,77,78.0,,0.78,60.06
2015-11-12,73,78.0,,0.78,56.940000000000005
2015-11-13,69,78.0,,0.78,53.82
2015-11-14,75,78.0,,0.78,58.5
2015-11-15,70,78.0,,0.78,54.6
2015-11-16,86,78.0,,0.78,67.08
2015-11-17,85,78.0,,0.78,66.3
2015-11-18,84,78.0,,0.78,65.52
2015-11-19,86,78.0,,0.78,67.08
2015-11-20,76,78.0,,0.78,59.28
2015-11-21,51,78.0,,0.78,39.78
2015-11-22,47,78.0,,0.78,36.660000000000004
2015-11-23,63,78.0,,0.78,49.14
2015-11-24,62,78.0,,0.78,48.36
2015-11-25,45,78.0,,0.78,35.1
2015-11-26,33,78.0,,0.78,25.740000000000002
2015-11-27,29,78.0,,0.78,22.62
2015-11-28,37,78.0,,0.78,28.86
2015-11-29,43,78.0,,0.78,33.54
2015-11-30,62,78.0,,0.78,48.36
2015-12-01,69,58.0,False,0.58,40.019999999999996
2015-12-02,93,58.0,,0.58,53.94
2015-12-03,100,58.0,,0.58,57.99999999999999
2015-12-04,70,58.0,,0.58,40.599999999999994
2015-12-05,59,58.0,,0.58,34.22
2015-12-06,62,58.0,,0.58,35.96
2015-12-07,80,58.0,,0.58,46.4
2015-12-08,82,58.0,,0.58,47.559999999999995
2015-12-09,93,58.0,,0.58,53.94
2015-12-10,90,58.0,,0.58,52.199999999999996
2015-12-11,75,58.0,,0.58,43.5
2015-12-12,43,58.0,,0.58,24.939999999999998
2015-12-13,58,58.0,,0.58,33.64
2015-12-14,74,58.0,,0.58,42.919999999999995
2015-12-15,80,58.0,,0.58,46.4
2015-12-16,65,58.0,,0.58,37.699999999999996
2015-12-17,63,58.0,,0.58,36.54
2015-12-18,66,58.0,,0.58,38.279999999999994
2015-12-19,52,58.0,,0.58,30.159999999999997
2015-12-20,41,58.0,,0.58,23.779999999999998
2015-12-21,45,58.0,,0.58,26.099999999999998
2015-12-22,50,58.0,,0.58,28.999999999999996
2015-12-23,42,58.0,,0.58,24.36
2015-12-24,36,58.0,,0.58,20.88
2015-12-25,34,58.0,,0.58,19.72
2015-12-26,33,58.0,,0.58,19.139999999999997
2015-12-27,45,58.0,,0.58,26.099999999999998
2015-12-28,50,58.0,,0.58,28.999999999999996
2015-12-29,49,58.0,,0.58,28.419999999999998
2015-12-30,50,58.0,,0.58,28.999999999999996
2015-12-31,46,58.0,,0.58,26.68
2016-01-01,28,68.0,False,0.68,19.040000000000003
2016-01-02,29,68.0,,0.68,19.720000000000002
2016-01-03,35,68.0,,0.68,23.8
2016-01-04,43,68.0,,0.68,29.240000000000002
2016-01-05,46,68.0,,0.68,31.28
2016-01-06,51,68.0,,0.68,34.68
2016-01-07,57,68.0,,0.68,38.760000000000005
2016-01-08,57,68.0,,0.68,38.760000000000005
2016-01-09,39,68.0,,0.68,26.520000000000003
2016-01-10,39,68.0,,0.68,26.520000000000003
2016-01-11,51,68.0,,0.68,34.68
2016-01-12,50,68.0,,0.68,34.0
2016-01-13,63,68.0,,0.68,42.84
2016-01-14,47,68.0,,0.68,31.96
2016-01-15,54,68.0,,0.68,36.720000000000006
2016-01-16,46,68.0,,0.68,31.28
2016-01-17,48,68.0,,0.68,32.64
2016-01-18,65,68.0,,0.68,44.2
2016-01-19,90,68.0,,0.68,61.2
2016-01-20,100,68.0,,0.68,68.0
2016-01-21,92,68.0,,0.68,62.56
2016-01-22,78,68.0,,0.68,53.040000000000006
2016-01-23,62,68.0,,0.68,42.160000000000004
2016-01-24,53,68.0,,0.68,36.04
2016-01-25,71,68.0,,0.68,48.28
2016-01-26,78,68.0,,0.68,53.040000000000006
2016-01-27,66,68.0,,0.68,44.88
2016-01-28,76,68.0,,0.68,51.68000000000001
2016-01-29,62,68.0,,0.68,42.160000000000004
2016-01-30,55,68.0,,0.68,37.400000000000006
2016-01-31,49,68.0,,0.68,33.32
2016-02-01,89,72.0,False,0.72,64.08
2016-02-02,84,72.0,,0.72,60.48
2016-02-03,92,72.0,,0.72,66.24
2016-02-04,100,72.0,,0.72,72.0
2016-02-05,84,72.0,,0.72,60.48
2016-02-06,68,72.0,,0.72,48.96
2016-02-07,72,72.0,,0.72,51.839999999999996
2016-02-08,81,72.0,,0.72,58.32
2016-02-09,88,72.0,,0.72,63.36
2016-02-10,100,72.0,,0.72,72.0
2016-02-11,96,72.0,,0.72,69.12
2016-02-12,84,72.0,,0.72,60.48
2016-02-13,59,72.0,,0.72,42.48
2016-02-14,70,72.0,,0.72,50.4
2016-02-15,84,72.0,,0.72,60.48
2016-02-16,92,72.0,,0.72,66.24
2016-02-17,95,72.0,,0.72,68.39999999999999
2016-02-18,91,72.0,,0.72,65.52
2016-02-19,85,72.0,,0.72,61.199999999999996
2016-02-20,59,72.0,,0.72,42.48
2016-02-21,77,72.0,,0.72,55.44
2016-02-22,97,72.0,,0.72,69.84
2016-02-23,87,72.0,,0.72,62.64
2016-02-24,81,72.0,,0.72,58.32
2016-02-25,87,72.0,,0.72,62.64
2016-02-26,78,72.0,,0.72,56.16
2016-02-27,60,72.0,,0.72,43.199999999999996
2016-02-28,72,72.0,,0.72,51.839999999999996
2016-02-29,87,72.0,,0.72,62.64
2016-03-01,75,69.0,False,0.69,51.74999999999999
2016-03-02,79,69.0,,0.69,54.51
2016-03-03,88,69.0,,0.69,60.72
2016-03-04,79,69.0,,0.69,54.51
2016-03-05,66,69.0,,0.69,45.54
2016-03-06,74,69.0,,0.69,51.059999999999995
2016-03-07,100,69.0,,0.69,69.0
2016-03-08,88,69.0,,0.69,60.72
2016-03-09,85,69.0,,0.69,58.65
2016-03-10,83,69.0,,0.69,57.269999999999996
2016-03-11,75,69.0,,0.69,51.74999999999999
2016-03-12,57,69.0,,0.69,39.33
2016-03-13,59,69.0,,0.69,40.709999999999994
2016-03-14,85,69.0,,0.69,58.65
2016-03-15,77,69.0,,0.69,53.129999999999995
2016-03-16,77,69.0,,0.69,53.129999999999995
2016-03-17,75,69.0,,0.69,51.74999999999999
2016-03-18,86,69.0,,0.69,59.339999999999996
2016-03-19,57,69.0,,0.69,39.33
2016-03-20,63,69.0,,0.69,43.47
2016-03-21,84,69.0,,0.69,57.959999999999994
2016-03-22,85,69.0,,0.69,58.65
2016-03-23,84,69.0,,0.69,57.959999999999994
2016-03-24,78,69.0,,0.69,53.81999999999999
2016-03-25,65,69.0,,0.69,44.849999999999994
2016-03-26,56,69.0,,0.69,38.64
2016-03-27,61,69.0,,0.69,42.089999999999996
2016-03-28,79,69.0,,0.69,54.51
2016-03-29,80,69.0,,0.69,55.199999999999996
2016-03-30,90,69.0,,0.69,62.099999999999994
2016-03-31,78,69.0,,0.69,53.81999999999999
2016-04-01,65,78.0,False,0.78,50.7
2016-04-02,51,78.0,,0.78,39.78
2016-04-03,61,78.0,,0.78,47.58
2016-04-04,77,78.0,,0.78,60.06
2016-04-05,77,78.0,,0.78,60.06
2016-04-06,75,78.0,,0.78,58.5
2016-04-07,75,78.0,,0.78,58.5
2016-04-08,70,78.0,,0.78,54.6
2016-04-09,45,78.0,,0.78,35.1
2016-04-10,60,78.0,,0.78,46.800000000000004
2016-04-11,85,78.0,,0.78,66.3
2016-04-12,86,78.0,,0.78,67.08
2016-04-13,81,78.0,,0.78,63.18
2016-04-14,89,78.0,,0.78,69.42
2016-04-15,72,78.0,,0.78,56.160000000000004
2016-04-16,47,78.0,,0.78,36.660000000000004
2016-04-17,58,78.0,,0.78,45.24
2016-04-18,87,78.0,,0.78,67.86
2016-04-19,80,78.0,,0.78,62.400000000000006
2016-04-20,100,78.0,,0.78,78.0
2016-04-21,94,78.0,,0.78,73.32000000000001
2016-04-22,75,78.0,,0.78,58.5
2016-04-23,50,78.0,,0.78,39.0
2016-04-24,57,78.0,,0.78,44.46
2016-04-25,85,78.0,,0.78,66.3
2016-04-26,88,78.0,,0.78,68.64
2016-04-27,89,78.0,,0.78,69.42
2016-04-28,86,78.0,,0.78,67.08
2016-04-29,70,78.0,,0.78,54.6
2016-04-30,50,78.0,,0.78,39.0
2016-05-01,63,67.0,False,0.67,42.21
2016-05-02,100,67.0,,0.67,67.0
2016-05-03,93,67.0,,0.67,62.31
2016-05-04,94,67.0,,0.67,62.980000000000004
2016-05-05,96,67.0,,0.67,64.32000000000001
2016-05-06,80,67.0,,0.67,53.6
2016-05-07,47,67.0,,0.67,31.490000000000002
2016-05-08,55,67.0,,0.67,36.85
2016-05-09,96,67.0,,0.67,64.32000000000001
2016-05-10,88,67.0,,0.67,58.96
2016-05-11,80,67.0,,0.67,53.6
2016-05-12,83,67.0,,0.67,55.61000000000001
2016-05-13,79,67.0,,0.67,52.93
2016-05-14,42,67.0,,0.67,28.14
2016-05-15,55,67.0,,0.67,36.85
2016-05-16,91,67.0,,0.67,60.970000000000006
2016-05-17,82,67.0,,0.67,54.940000000000005
2016-05-18,87,67.0,,0.67,58.290000000000006
2016-05-19,80,67.0,,0.67,53.6
2016-05-20,70,67.0,,0.67,46.900000000000006
2016-05-21,44,67.0,,0.67,29.48
2016-05-22,54,67.0,,0.67,36.18
2016-05-23,75,67.0,,0.67,50.25
2016-05-24,81,67.0,,0.67,54.27
2016-05-25,76,67.0,,0.67,50.92
2016-05-26,75,67.0,,0.67,50.25
2016-05-27,59,67.0,,0.67,39.53
2016-05-28,47,67.0,,0.67,31.490000000000002
2016-05-29,49,67.0,,0.67,32.830000000000005
2016-05-30,53,67.0,,0.67,35.510000000000005
2016-05-31,66,67.0,,0.67,44.220000000000006
2016-06-01,99,53.0,False,0.53,52.470000000000006
2016-06-02,91,53.0,,0.53,48.230000000000004
2016-06-03,79,53.0,,0.53,41.870000000000005
2016-06-04,58,53.0,,0.53,30.740000000000002
2016-06-05,100,53.0,,0.53,53.0
2016-06-06,93,53.0,,0.53,49.29
2016-06-07,94,53.0,,0.53,49.82
2016-06-08,95,53.0,,0.53,50.35
2016-06-09,83,53.0,,0.53,43.99
2016-06-10,80,53.0,,0.53,42.400000000000006
2016-06-11,64,53.0,,0.53,33.92
2016-06-12,69,53.0,,0.53,36.57
2016-06-13,88,53.0,,0.53,46.64
2016-06-14,93,53.0,,0.53,49.29
2016-06-15,96,53.0,,0.53,50.88
2016-06-16,93,53.0,,0.53,49.29
2016-06-17,83,53.0,,0.53,43.99
2016-06-18,69,53.0,,0.53,36.57
2016-06-19,69,53.0,,0.53,36.57
2016-06-20,76,53.0,,0.53,40.28
2016-06-21,82,53.0,,0.53,43.46
2016-06-22,91,53.0,,0.53,48.230000000000004
2016-06-23,79,53.0,,0.53,41.870000000000005
2016-06-24,87,53.0,,0.53,46.11
2016-06-25,67,53.0,,0.53,35.510000000000005
2016-06-26,67,53.0,,0.53,35.510000000000005
2016-06-27,78,53.0,,0.53,41.34
2016-06-28,97,53.0,,0.53,51.410000000000004
2016-06-29,86,53.0,,0.53,45.580000000000005
2016-06-30,79,53.0,,0.53,41.870000000000005
2016-07-01,85,50.0,False,0.5,42.5
2016-07-02,75,50.0,,0.5,37.5
2016-07-03,76,50.0,,0.5,38.0
2016-07-04,55,50.0,,0.5,27.5
2016-07-05,65,50.0,,0.5,32.5
2016-07-06,80,50.0,,0.5,40.0
2016-07-07,79,50.0,,0.5,39.5
2016-07-08,95,50.0,,0.5,47.5
2016-07-09,80,50.0,,0.5,40.0
2016-07-10,70,50.0,,0.5,35.0
2016-07-11,80,50.0,,0.5,40.0
2016-07-12,82,50.0,,0.5,41.0
2016-07-13,81,50.0,,0.5,40.5
2016-07-14,79,50.0,,0.5,39.5
2016-07-15,68,50.0,,0.5,34.0
2016-07-16,50,50.0,,0.5,25.0
2016-07-17,66,50.0,,0.5,33.0
2016-07-18,74,50.0,,0.5,37.0
2016-07-19,82,50.0,,0.5,41.0
2016-07-20,71,50.0,,0.5,35.5
2016-07-21,67,50.0,,0.5,33.5
2016-07-22,72,50.0,,0.5,36.0
2016-07-23,67,50.0,,0.5,33.5
2016-07-24,100,50.0,,0.5,50.0
2016-07-25,95,50.0,,0.5,47.5
2016-07-26,81,50.0,,0.5,40.5
2016-07-27,88,50.0,,0.5,44.0
2016-07-28,77,50.0,,0.5,38.5
2016-07-29,72,50.0,,0.5,36.0
2016-07-30,77,50.0,,0.5,38.5
2016-07-31,86,50.0,,0.5,43.0
2016-08-01,96,43.0,False,0.43,41.28
2016-08-02,87,43.0,,0.43,37.41
2016-08-03,85,43.0,,0.43,36.55
2016-08-04,83,43.0,,0.43,35.69
2016-08-05,75,43.0,,0.43,32.25
2016-08-06,69,43.0,,0.43,29.669999999999998
2016-08-07,64,43.0,,0.43,27.52
2016-08-08,75,43.0,,0.43,32.25
2016-08-09,83,43.0,,0.43,35.69
2016-08-10,70,43.0,,0.43,30.099999999999998
2016-08-11,67,43.0,,0.43,28.81
2016-08-12,68,43.0,,0.43,29.24
2016-08-13,51,43.0,,0.43,21.93
2016-08-14,65,43.0,,0.43,27.95
2016-08-15,78,43.0,,0.43,33.54
2016-08-16,74,43.0,,0.43,31.82
2016-08-17,72,43.0,,0.43,30.96
2016-08-18,70,43.0,,0.43,30.099999999999998
2016-08-19,66,43.0,,0.43,28.38
2016-08-20,53,43.0,,0.43,22.79
2016-08-21,55,43.0,,0.43,23.65
2016-08-22,75,43.0,,0.43,32.25
2016-08-23,73,43.0,,0.43,31.39
2016-08-24,81,43.0,,0.43,34.83
2016-08-25,79,43.0,,0.43,33.97
2016-08-26,72,43.0,,0.43,30.96
2016-08-27,62,43.0,,0.43,26.66
2016-08-28,71,43.0,,0.43,30.53
2016-08-29,100,43.0,,0.43,43.0
2016-08-30,85,43.0,,0.43,36.55
2016-08-31,88,43.0,,0.43,37.839999999999996
2016-09-01,70,54.0,False,0.54,37.800000000000004
2016-09-02,59,54.0,,0.54,31.860000000000003
2016-09-03,37,54.0,,0.54,19.98
2016-09-04,52,54.0,,0.54,28.080000000000002
2016-09-05,56,54.0,,0.54,30.240000000000002
2016-09-06,70,54.0,,0.54,37.800000000000004
2016-09-07,78,54.0,,0.54,42.120000000000005
2016-09-08,67,54.0,,0.54,36.18
2016-09-09,66,54.0,,0.54,35.64
2016-09-10,40,54.0,,0.54,21.6
2016-09-11,58,54.0,,0.54,31.32
2016-09-12,70,54.0,,0.54,37.800000000000004
2016-09-13,71,54.0,,0.54,38.34
2016-09-14,77,54.0,,0.54,41.580000000000005
2016-09-15,86,54.0,,0.54,46.440000000000005
2016-09-16,82,54.0,,0.54,44.28
2016-09-17,69,54.0,,0.54,37.260000000000005
2016-09-18,80,54.0,,0.54,43.2
2016-09-19,100,54.0,,0.54,54.0
2016-09-20,81,54.0,,0.54,43.74
2016-09-21,91,54.0,,0.54,49.14
2016-09-22,100,54.0,,0.54,54.0
2016-09-23,72,54.0,,0.54,38.88
2016-09-24,54,54.0,,0.54,29.160000000000004
2016-09-25,67,54.0,,0.54,36.18
2016-09-26,74,54.0,,0.54,39.96
2016-09-27,84,54.0,,0.54,45.36
2016-09-28,89,54.0,,0.54,48.06
2016-09-29,90,54.0,,0.54,48.6
2016-09-30,79,54.0,,0.54,42.660000000000004
2016-10-01,70,55.0,False,0.55,38.5
2016-10-02,77,55.0,,0.55,42.35
2016-10-03,95,55.0,,0.55,52.25000000000001
2016-10-04,95,55.0,,0.55,52.25000000000001
2016-10-05,85,55.0,,0.55,46.75000000000001
2016-10-06,90,55.0,,0.55,49.50000000000001
2016-10-07,83,55.0,,0.55,45.650000000000006
2016-10-08,76,55.0,,0.55,41.800000000000004
2016-10-09,70,55.0,,0.55,38.5
2016-10-10,95,55.0,,0.55,52.25000000000001
2016-10-11,94,55.0,,0.55,51.7
2016-10-12,90,55.0,,0.55,49.50000000000001
2016-10-13,97,55.0,,0.55,53.35
2016-10-14,82,55.0,,0.55,45.1
2016-10-15,55,55.0,,0.55,30.250000000000004
2016-10-16,64,55.0,,0.55,35.2
2016-10-17,97,55.0,,0.55,53.35
2016-10-18,100,55.0,,0.55,55.00000000000001
2016-10-19,93,55.0,,0.55,51.150000000000006
2016-10-20,94,55.0,,0.55,51.7
