date,crisis_unscaled,crisis_monthly,isPartial,scale,crisis
2013-07-17,91,41.0,,0.41,37.309999999999995
2013-07-18,83,41.0,,0.41,34.03
2013-07-19,82,41.0,,0.41,33.62
2013-07-20,51,41.0,,0.41,20.91
2013-07-21,57,41.0,,0.41,23.369999999999997
2013-07-22,79,41.0,,0.41,32.39
2013-07-23,91,41.0,,0.41,37.309999999999995
2013-07-24,85,41.0,,0.41,34.85
2013-07-25,86,41.0,,0.41,35.26
2013-07-26,86,41.0,,0.41,35.26
2013-07-27,73,41.0,,0.41,29.93
2013-07-28,79,41.0,,0.41,32.39
2013-07-29,89,41.0,,0.41,36.489999999999995
2013-07-30,71,41.0,,0.41,29.11
2013-07-31,90,41.0,,0.41,36.9
2013-08-01,79,44.0,False,0.44,34.76
2013-08-02,85,44.0,,0.44,37.4
2013-08-03,77,44.0,,0.44,33.88
2013-08-04,82,44.0,,0.44,36.08
2013-08-05,79,44.0,,0.44,34.76
2013-08-06,84,44.0,,0.44,36.96
2013-08-07,85,44.0,,0.44,37.4
2013-08-08,78,44.0,,0.44,34.32
2013-08-09,78,44.0,,0.44,34.32
2013-08-10,73,44.0,,0.44,32.12
2013-08-11,80,44.0,,0.44,35.2
2013-08-12,74,44.0,,0.44,32.56
2013-08-13,78,44.0,,0.44,34.32
2013-08-14,85,44.0,,0.44,37.4
2013-08-15,95,44.0,,0.44,41.8
2013-08-16,93,44.0,,0.44,40.92
2013-08-17,60,44.0,,0.44,26.4
2013-08-18,65,44.0,,0.44,28.6
2013-08-19,86,44.0,,0.44,37.84
2013-08-20,77,44.0,,0.44,33.88
2013-08-21,92,44.0,,0.44,40.48
2013-08-22,79,44.0,,0.44,34.76
2013-08-23,74,44.0,,0.44,32.56
2013-08-24,78,44.0,,0.44,34.32
2013-08-25,65,44.0,,0.44,28.6
2013-08-26,82,44.0,,0.44,36.08
2013-08-27,89,44.0,,0.44,39.160000000000004
2013-08-28,95,44.0,,0.44,41.8
2013-08-29,100,44.0,,0.44,44.0
2013-08-30,96,44.0,,0.44,42.24
2013-08-31,92,44.0,,0.44,40.48
2013-09-01,59,54.0,False,0.54,31.860000000000003
2013-09-02,55,54.0,,0.54,29.700000000000003
2013-09-03,71,54.0,,0.54,38.34
2013-09-04,77,54.0,,0.54,41.580000000000005
2013-09-05,76,54.0,,0.54,41.040000000000006
2013-09-06,71,54.0,,0.54,38.34
2013-09-07,69,54.0,,0.54,37.260000000000005
2013-09-08,83,54.0,,0.54,44.82
2013-09-09,86,54.0,,0.54,46.440000000000005
2013-09-10,75,54.0,,0.54,40.5
2013-09-11,100,54.0,,0.54,54.0
2013-09-12,93,54.0,,0.54,50.220000000000006
2013-09-13,86,54.0,,0.54,46.440000000000005
2013-09-14,50,54.0,,0.54,27.0
2013-09-15,63,54.0,,0.54,34.02
2013-09-16,75,54.0,,0.54,40.5
2013-09-17,69,54.0,,0.54,37.260000000000005
2013-09-18,87,54.0,,0.54,46.980000000000004
2013-09-19,77,54.0,,0.54,41.580000000000005
2013-09-20,82,54.0,,0.54,44.28
2013-09-21,51,54.0,,0.54,27.540000000000003
2013-09-22,62,54.0,,0.54,33.480000000000004
2013-09-23,78,54.0,,0.54,42.120000000000005
2013-09-24,76,54.0,,0.54,41.040000000000006
2013-09-25,64,54.0,,0.54,34.56
2013-09-26,85,54.0,,0.54,45.900000000000006
2013-09-27,79,54.0,,0.54,42.660000000000004
2013-09-28,69,54.0,,0.54,37.260000000000005
2013-09-29,49,54.0,,0.54,26.46
2013-09-30,77,54.0,,0.54,41.580000000000005
2013-10-01,82,56.0,False,0.56,45.92
2013-10-02,87,56.0,,0.56,48.720000000000006
2013-10-03,85,56.0,,0.56,47.6
2013-10-04,74,56.0,,0.56,41.440000000000005
2013-10-05,56,56.0,,0.56,31.360000000000003
2013-10-06,65,56.0,,0.56,36.400000000000006
2013-10-07,89,56.0,,0.56,49.84
2013-10-08,94,56.0,,0.56,52.64000000000001
2013-10-09,86,56.0,,0.56,48.160000000000004
2013-10-10,88,56.0,,0.56,49.28
2013-10-11,74,56.0,,0.56,41.440000000000005
2013-10-12,58,56.0,,0.56,32.480000000000004
2013-10-13,67,56.0,,0.56,37.52
2013-10-14,89,56.0,,0.56,49.84
2013-10-15,86,56.0,,0.56,48.160000000000004
2013-10-16,100,56.0,,0.56,56.00000000000001
2013-10-17,91,56.0,,0.56,50.96000000000001
2013-10-18,75,56.0,,0.56,42.00000000000001
2013-10-19,52,56.0,,0.56,29.120000000000005
2013-10-20,65,56.0,,0.56,36.400000000000006
2013-10-21,87,56.0,,0.56,48.720000000000006
2013-10-22,82,56.0,,0.56,45.92
2013-10-23,74,56.0,,0.56,41.440000000000005
2013-10-24,78,56.0,,0.56,43.68000000000001
2013-10-25,68,56.0,,0.56,38.080000000000005
2013-10-26,50,56.0,,0.56,28.000000000000004
2013-10-27,62,56.0,,0.56,34.720000000000006
2013-10-28,86,56.0,,0.56,48.160000000000004
2013-10-29,93,56.0,,0.56,52.080000000000005
2013-10-30,74,56.0,,0.56,41.440000000000005
2013-10-31,86,56.0,,0.56,48.160000000000004
2013-11-01,66,55.0,False,0.55,36.300000000000004
2013-11-02,53,55.0,,0.55,29.150000000000002
2013-11-03,67,55.0,,0.55,36.85
2013-11-04,85,55.0,,0.55,46.75000000000001
2013-11-05,74,55.0,,0.55,40.7
2013-11-06,84,55.0,,0.55,46.2
2013-11-07,85,55.0,,0.55,46.75000000000001
2013-11-08,74,55.0,,0.55,40.7
2013-11-09,63,55.0,,0.55,34.650000000000006
2013-11-10,62,55.0,,0.55,34.1
2013-11-11,78,55.0,,0.55,42.900000000000006
2013-11-12,86,55.0,,0.55,47.300000000000004
2013-11-13,100,55.0,,0.55,55.00000000000001
2013-11-14,80,55.0,,0.55,44.0
2013-11-15,73,55.0,,0.55,40.150000000000006
2013-11-16,62,55.0,,0.55,34.1
2013-11-17,70,55.0,,0.55,38.5
2013-11-18,93,55.0,,0.55,51.150000000000006
2013-11-19,87,55.0,,0.55,47.85
2013-11-20,90,55.0,,0.55,49.50000000000001
2013-11-21,84,55.0,,0.55,46.2
2013-11-22,86,55.0,,0.55,47.300000000000004
2013-11-23,60,55.0,,0.55,33.0
2013-11-24,59,55.0,,0.55,32.45
2013-11-25,87,55.0,,0.55,47.85
2013-11-26,82,55.0,,0.55,45.1
2013-11-27,62,55.0,,0.55,34.1
2013-11-28,41,55.0,,0.55,22.55
2013-11-29,47,55.0,,0.55,25.85
2013-11-30,57,55.0,,0.55,31.35
2013-12-01,62,48.0,False,0.48,29.759999999999998
2013-12-02,82,48.0,,0.48,39.36
2013-12-03,89,48.0,,0.48,42.72
2013-12-04,93,48.0,,0.48,44.64
2013-12-05,88,48.0,,0.48,42.239999999999995
2013-12-06,78,48.0,,0.48,37.44
2013-12-07,53,48.0,,0.48,25.439999999999998
2013-12-08,63,48.0,,0.48,30.24
2013-12-09,88,48.0,,0.48,42.239999999999995
2013-12-10,82,48.0,,0.48,39.36
2013-12-11,100,48.0,,0.48,48.0
2013-12-12,91,48.0,,0.48,43.68
2013-12-13,82,48.0,,0.48,39.36
2013-12-14,67,48.0,,0.48,32.16
2013-12-15,47,48.0,,0.48,22.56
2013-12-16,84,48.0,,0.48,40.32
2013-12-17,84,48.0,,0.48,40.32
2013-12-18,77,48.0,,0.48,36.96
2013-12-19,64,48.0,,0.48,30.72
2013-12-20,55,48.0,,0.48,26.4
2013-12-21,46,48.0,,0.48,22.08
2013-12-22,48,48.0,,0.48,23.04
2013-12-23,50,48.0,,0.48,24.0
2013-12-24,45,48.0,,0.48,21.599999999999998
2013-12-25,29,48.0,,0.48,13.92
2013-12-26,48,48.0,,0.48,23.04
2013-12-27,40,48.0,,0.48,19.2
2013-12-28,45,48.0,,0.48,21.599999999999998
2013-12-29,40,48.0,,0.48,19.2
2013-12-30,50,48.0,,0.48,24.0
2013-12-31,47,48.0,,0.48,22.56
2014-01-01,42,47.0,False,0.47,19.74
2014-01-02,53,47.0,,0.47,24.91
2014-01-03,56,47.0,,0.47,26.32
2014-01-04,58,47.0,,0.47,27.259999999999998
2014-01-05,56,47.0,,0.47,26.32
2014-01-06,55,47.0,,0.47,25.849999999999998
2014-01-07,63,47.0,,0.47,29.61
2014-01-08,91,47.0,,0.47,42.769999999999996
2014-01-09,80,47.0,,0.47,37.599999999999994
2014-01-10,78,47.0,,0.47,36.66
2014-01-11,58,47.0,,0.47,27.259999999999998
2014-01-12,64,47.0,,0.47,30.08
2014-01-13,77,47.0,,0.47,36.19
2014-01-14,88,47.0,,0.47,41.36
2014-01-15,79,47.0,,0.47,37.129999999999995
2014-01-16,75,47.0,,0.47,35.25
2014-01-17,70,47.0,,0.47,32.9
2014-01-18,60,47.0,,0.47,28.2
2014-01-19,67,47.0,,0.47,31.49
2014-01-20,78,47.0,,0.47,36.66
2014-01-21,97,47.0,,0.47,45.589999999999996
2014-01-22,90,47.0,,0.47,42.3
2014-01-23,86,47.0,,0.47,40.419999999999995
2014-01-24,82,47.0,,0.47,38.54
2014-01-25,69,47.0,,0.47,32.43
2014-01-26,66,47.0,,0.47,31.02
2014-01-27,92,47.0,,0.47,43.239999999999995
2014-01-28,82,47.0,,0.47,38.54
2014-01-29,100,47.0,,0.47,47.0
2014-01-30,86,47.0,,0.47,40.419999999999995
2014-01-31,76,47.0,,0.47,35.72
2014-02-01,53,58.0,False,0.58,30.74
2014-02-02,57,58.0,,0.58,33.059999999999995
2014-02-03,69,58.0,,0.58,40.019999999999996
2014-02-04,79,58.0,,0.58,45.82
2014-02-05,68,58.0,,0.58,39.44
2014-02-06,82,58.0,,0.58,47.559999999999995
2014-02-07,62,58.0,,0.58,35.96
2014-02-08,57,58.0,,0.58,33.059999999999995
2014-02-09,61,58.0,,0.58,35.379999999999995
2014-02-10,74,58.0,,0.58,42.919999999999995
2014-02-11,83,58.0,,0.58,48.13999999999999
2014-02-12,77,58.0,,0.58,44.66
2014-02-13,84,58.0,,0.58,48.72
2014-02-14,56,58.0,,0.58,32.48
2014-02-15,57,58.0,,0.58,33.059999999999995
2014-02-16,59,58.0,,0.58,34.22
2014-02-17,83,58.0,,0.58,48.13999999999999
2014-02-18,81,58.0,,0.58,46.98
2014-02-19,83,58.0,,0.58,48.13999999999999
2014-02-20,78,58.0,,0.58,45.239999999999995
2014-02-21,86,58.0,,0.58,49.879999999999995
2014-02-22,56,58.0,,0.58,32.48
2014-02-23,77,58.0,,0.58,44.66
2014-02-24,85,58.0,,0.58,49.3
2014-02-25,91,58.0,,0.58,52.779999999999994
2014-02-26,96,58.0,,0.58,55.67999999999999
2014-02-27,100,58.0,,0.58,57.99999999999999
2014-02-28,84,58.0,,0.58,48.72
2014-03-01,32,81.0,False,0.81,25.92
2014-03-02,45,81.0,,0.81,36.45
2014-03-03,56,81.0,,0.81,45.36
2014-03-04,52,81.0,,0.81,42.120000000000005
2014-03-05,48,81.0,,0.81,38.88
2014-03-06,55,81.0,,0.81,44.550000000000004
2014-03-07,48,81.0,,0.81,38.88
2014-03-08,30,81.0,,0.81,24.3
2014-03-09,43,81.0,,0.81,34.830000000000005
2014-03-10,40,81.0,,0.81,32.400000000000006
2014-03-11,46,81.0,,0.81,37.260000000000005
2014-03-12,41,81.0,,0.81,33.21
2014-03-13,44,81.0,,0.81,35.64
2014-03-14,55,81.0,,0.81,44.550000000000004
2014-03-15,47,81.0,,0.81,38.07
2014-03-16,63,81.0,,0.81,51.03
2014-03-17,100,81.0,,0.81,81.0
2014-03-18,63,81.0,,0.81,51.03
2014-03-19,52,81.0,,0.81,42.120000000000005
2014-03-20,47,81.0,,0.81,38.07
2014-03-21,47,81.0,,0.81,38.07
2014-03-22,36,81.0,,0.81,29.160000000000004
2014-03-23,59,81.0,,0.81,47.790000000000006
2014-03-24,74,81.0,,0.81,59.940000000000005
2014-03-25,62,81.0,,0.81,50.220000000000006
2014-03-26,52,81.0,,0.81,42.120000000000005
2014-03-27,47,81.0,,0.81,38.07
2014-03-28,42,81.0,,0.81,34.02
2014-03-29,38,81.0,,0.81,30.78
2014-03-30,49,81.0,,0.81,39.690000000000005
2014-03-31,59,81.0,,0.81,47.790000000000006
2014-04-01,72,79.0,False,0.79,56.88
2014-04-02,68,79.0,,0.79,53.72
2014-04-03,71,79.0,,0.79,56.09
2014-04-04,55,79.0,,0.79,43.45
2014-04-05,47,79.0,,0.79,37.13
2014-04-06,56,79.0,,0.79,44.24
2014-04-07,88,79.0,,0.79,69.52000000000001
2014-04-08,75,79.0,,0.79,59.25
2014-04-09,67,79.0,,0.79,52.93
2014-04-10,66,79.0,,0.79,52.14
2014-04-11,61,79.0,,0.79,48.190000000000005
2014-04-12,46,79.0,,0.79,36.34
2014-04-13,57,79.0,,0.79,45.03
2014-04-14,93,79.0,,0.79,73.47
2014-04-15,70,79.0,,0.79,55.300000000000004
2014-04-16,73,79.0,,0.79,57.67
2014-04-17,67,79.0,,0.79,52.93
2014-04-18,51,79.0,,0.79,40.29
2014-04-19,45,79.0,,0.79,35.550000000000004
2014-04-20,54,79.0,,0.79,42.660000000000004
2014-04-21,89,79.0,,0.79,70.31
2014-04-22,79,79.0,,0.79,62.410000000000004
2014-04-23,72,79.0,,0.79,56.88
2014-04-24,80,79.0,,0.79,63.2
2014-04-25,75,79.0,,0.79,59.25
2014-04-26,50,79.0,,0.79,39.5
2014-04-27,56,79.0,,0.79,44.24
2014-04-28,100,79.0,,0.79,79.0
2014-04-29,79,79.0,,0.79,62.410000000000004
2014-04-30,81,79.0,,0.79,63.99
2014-05-01,79,80.0,False,0.8,63.2
2014-05-02,70,80.0,,0.8,56.0
2014-05-03,57,80.0,,0.8,45.6
2014-05-04,72,80.0,,0.8,57.6
2014-05-05,89,80.0,,0.8,71.2
2014-05-06,75,80.0,,0.8,60.0
2014-05-07,80,80.0,,0.8,64.0
2014-05-08,76,80.0,,0.8,60.800000000000004
2014-05-09,69,80.0,,0.8,55.2
2014-05-10,47,80.0,,0.8,37.6
2014-05-11,68,80.0,,0.8,54.400000000000006
2014-05-12,100,80.0,,0.8,80.0
2014-05-13,92,80.0,,0.8,73.60000000000001
2014-05-14,75,80.0,,0.8,60.0
2014-05-15,78,80.0,,0.8,62.400000000000006
2014-05-16,64,80.0,,0.8,51.2
2014-05-17,42,80.0,,0.8,33.6
2014-05-18,65,80.0,,0.8,52.0
2014-05-19,100,80.0,,0.8,80.0
2014-05-20,70,80.0,,0.8,56.0
2014-05-21,79,80.0,,0.8,63.2
2014-05-22,70,80.0,,0.8,56.0
2014-05-23,62,80.0,,0.8,49.6
2014-05-24,37,80.0,,0.8,29.6
2014-05-25,38,80.0,,0.8,30.400000000000002
2014-05-26,77,80.0,,0.8,61.6
2014-05-27,62,80.0,,0.8,49.6
2014-05-28,71,80.0,,0.8,56.800000000000004
2014-05-29,63,80.0,,0.8,50.400000000000006
2014-05-30,61,80.0,,0.8,48.800000000000004
2014-05-31,37,80.0,,0.8,29.6
2014-06-01,67,57.0,False,0.57,38.19
2014-06-02,86,57.0,,0.57,49.019999999999996
2014-06-03,78,57.0,,0.57,44.459999999999994
2014-06-04,58,57.0,,0.57,33.059999999999995
2014-06-05,72,57.0,,0.57,41.04
2014-06-06,55,57.0,,0.57,31.349999999999998
2014-06-07,47,57.0,,0.57,26.79
2014-06-08,53,57.0,,0.57,30.209999999999997
2014-06-09,68,57.0,,0.57,38.76
2014-06-10,62,57.0,,0.57,35.339999999999996
2014-06-11,62,57.0,,0.57,35.339999999999996
2014-06-12,57,57.0,,0.57,32.489999999999995
2014-06-13,61,57.0,,0.57,34.769999999999996
2014-06-14,49,57.0,,0.57,27.929999999999996
2014-06-15,52,57.0,,0.57,29.639999999999997
2014-06-16,87,57.0,,0.57,49.589999999999996
2014-06-17,67,57.0,,0.57,38.19
2014-06-18,59,57.0,,0.57,33.629999999999995
2014-06-19,63,57.0,,0.57,35.91
2014-06-20,49,57.0,,0.57,27.929999999999996
2014-06-21,46,57.0,,0.57,26.22
2014-06-22,100,57.0,,0.57,56.99999999999999
2014-06-23,79,57.0,,0.57,45.029999999999994
2014-06-24,68,57.0,,0.57,38.76
2014-06-25,66,57.0,,0.57,37.62
2014-06-26,61,57.0,,0.57,34.769999999999996
2014-06-27,46,57.0,,0.57,26.22
2014-06-28,51,57.0,,0.57,29.069999999999997
2014-06-29,47,57.0,,0.57,26.79
2014-06-30,60,57.0,,0.57,34.199999999999996
2014-07-01,70,51.0,False,0.51,35.7
2014-07-02,74,51.0,,0.51,37.74
2014-07-03,78,51.0,,0.51,39.78
2014-07-04,57,51.0,,0.51,29.07
2014-07-05,48,51.0,,0.51,24.48
2014-07-06,74,51.0,,0.51,37.74
2014-07-07,83,51.0,,0.51,42.33
2014-07-08,78,51.0,,0.51,39.78
2014-07-09,83,51.0,,0.51,42.33
2014-07-10,88,51.0,,0.51,44.88
2014-07-11,92,51.0,,0.51,46.92
2014-07-12,88,51.0,,0.51,44.88
2014-07-13,86,51.0,,0.51,43.86
2014-07-14,76,51.0,,0.51,38.76
2014-07-15,82,51.0,,0.51,41.82
2014-07-16,81,51.0,,0.51,41.31
2014-07-17,93,51.0,,0.51,47.43
2014-07-18,100,51.0,,0.51,51.0
2014-07-19,80,51.0,,0.51,40.8
2014-07-20,84,51.0,,0.51,42.84
2014-07-21,85,51.0,,0.51,43.35
2014-07-22,89,51.0,,0.51,45.39
2014-07-23,82,51.0,,0.51,41.82
2014-07-24,76,51.0,,0.51,38.76
2014-07-25,78,51.0,,0.51,39.78
2014-07-26,62,51.0,,0.51,31.62
2014-07-27,71,51.0,,0.51,36.21
2014-07-28,78,51.0,,0.51,39.78
2014-07-29,74,51.0,,0.51,37.74
2014-07-30,78,51.0,,0.51,39.78
2014-07-31,77,51.0,,0.51,39.27
2014-08-01,69,48.0,False,0.48,33.12
2014-08-02,72,48.0,,0.48,34.56
2014-08-03,70,48.0,,0.48,33.6
2014-08-04,100,48.0,,0.48,48.0
2014-08-05,73,48.0,,0.48,35.04
2014-08-06,75,48.0,,0.48,36.0
2014-08-07,77,48.0,,0.48,36.96
2014-08-08,67,48.0,,0.48,32.16
2014-08-09,72,48.0,,0.48,34.56
2014-08-10,69,48.0,,0.48,33.12
2014-08-11,68,48.0,,0.48,32.64
2014-08-12,69,48.0,,0.48,33.12
2014-08-13,72,48.0,,0.48,34.56
2014-08-14,78,48.0,,0.48,37.44
2014-08-15,69,48.0,,0.48,33.12
2014-08-16,61,48.0,,0.48,29.279999999999998
2014-08-17,53,48.0,,0.48,25.439999999999998
2014-08-18,63,48.0,,0.48,30.24
2014-08-19,70,48.0,,0.48,33.6
2014-08-20,77,48.0,,0.48,36.96
2014-08-21,81,48.0,,0.48,38.879999999999995
2014-08-22,69,48.0,,0.48,33.12
2014-08-23,70,48.0,,0.48,33.6
2014-08-24,60,48.0,,0.48,28.799999999999997
2014-08-25,71,48.0,,0.48,34.08
2014-08-26,67,48.0,,0.48,32.16
2014-08-27,77,48.0,,0.48,36.96
2014-08-28,83,48.0,,0.48,39.839999999999996
2014-08-29,77,48.0,,0.48,36.96
2014-08-30,55,48.0,,0.48,26.4
2014-08-31,74,48.0,,0.48,35.519999999999996
2014-09-01,79,53.0,False,0.53,41.870000000000005
2014-09-02,77,53.0,,0.53,40.81
2014-09-03,91,53.0,,0.53,48.230000000000004
2014-09-04,85,53.0,,0.53,45.050000000000004
2014-09-05,77,53.0,,0.53,40.81
2014-09-06,64,53.0,,0.53,33.92
2014-09-07,67,53.0,,0.53,35.510000000000005
2014-09-08,72,53.0,,0.53,38.160000000000004
2014-09-09,75,53.0,,0.53,39.75
2014-09-10,84,53.0,,0.53,44.52
2014-09-11,98,53.0,,0.53,51.940000000000005
2014-09-12,71,53.0,,0.53,37.63
2014-09-13,49,53.0,,0.53,25.970000000000002
2014-09-14,72,53.0,,0.53,38.160000000000004
2014-09-15,94,53.0,,0.53,49.82
2014-09-16,81,53.0,,0.53,42.93
2014-09-17,84,53.0,,0.53,44.52
2014-09-18,87,53.0,,0.53,46.11
2014-09-19,64,53.0,,0.53,33.92
2014-09-20,61,53.0,,0.53,32.33
2014-09-21,61,53.0,,0.53,32.33
2014-09-22,99,53.0,,0.53,52.470000000000006
2014-09-23,72,53.0,,0.53,38.160000000000004
2014-09-24,81,53.0,,0.53,42.93
2014-09-25,98,53.0,,0.53,51.940000000000005
2014-09-26,68,53.0,,0.53,36.04
2014-09-27,53,53.0,,0.53,28.09
2014-09-28,67,53.0,,0.53,35.510000000000005
2014-09-29,100,53.0,,0.53,53.0
2014-09-30,98,53.0,,0.53,51.940000000000005
2014-10-01,90,56.0,False,0.56,50.400000000000006
2014-10-02,96,56.0,,0.56,53.760000000000005
2014-10-03,76,56.0,,0.56,42.56
2014-10-04,56,56.0,,0.56,31.360000000000003
2014-10-05,70,56.0,,0.56,39.2
2014-10-06,79,56.0,,0.56,44.24
2014-10-07,93,56.0,,0.56,52.080000000000005
2014-10-08,99,56.0,,0.56,55.440000000000005
2014-10-09,92,56.0,,0.56,51.52
2014-10-10,75,56.0,,0.56,42.00000000000001
2014-10-11,53,56.0,,0.56,29.680000000000003
2014-10-12,59,56.0,,0.56,33.040000000000006
2014-10-13,87,56.0,,0.56,48.720000000000006
2014-10-14,94,56.0,,0.56,52.64000000000001
2014-10-15,94,56.0,,0.56,52.64000000000001
2014-10-16,97,56.0,,0.56,54.32000000000001
2014-10-17,75,56.0,,0.56,42.00000000000001
2014-10-18,54,56.0,,0.56,30.240000000000002
2014-10-19,66,56.0,,0.56,36.96
2014-10-20,91,56.0,,0.56,50.96000000000001
2014-10-21,86,56.0,,0.56,48.160000000000004
2014-10-22,100,56.0,,0.56,56.00000000000001
2014-10-23,94,56.0,,0.56,52.64000000000001
2014-10-24,87,56.0,,0.56,48.720000000000006
2014-10-25,64,56.0,,0.56,35.84
2014-10-26,72,56.0,,0.56,40.32000000000001
2014-10-27,85,56.0,,0.56,47.6
2014-10-28,95,56.0,,0.56,53.2
2014-10-29,88,56.0,,0.56,49.28
2014-10-30,89,56.0,,0.56,49.84
2014-10-31,77,56.0,,0.56,43.120000000000005
2014-11-01,68,53.0,False,0.53,36.04
2014-11-02,56,53.0,,0.53,29.68
2014-11-03,86,53.0,,0.53,45.580000000000005
2014-11-04,81,53.0,,0.53,42.93
2014-11-05,98,53.0,,0.53,51.940000000000005
2014-11-06,97,53.0,,0.53,51.410000000000004
2014-11-07,86,53.0,,0.53,45.580000000000005
2014-11-08,72,53.0,,0.53,38.160000000000004
2014-11-09,73,53.0,,0.53,38.690000000000005
2014-11-10,100,53.0,,0.53,53.0
2014-11-11,90,53.0,,0.53,47.7
2014-11-12,99,53.0,,0.53,52.470000000000006
2014-11-13,96,53.0,,0.53,50.88
2014-11-14,72,53.0,,0.53,38.160000000000004
2014-11-15,65,53.0,,0.53,34.45
2014-11-16,81,53.0,,0.53,42.93
2014-11-17,80,53.0,,0.53,42.400000000000006
2014-11-18,93,53.0,,0.53,49.29
2014-11-19,88,53.0,,0.53,46.64
2014-11-20,91,53.0,,0.53,48.230000000000004
2014-11-21,82,53.0,,0.53,43.46
2014-11-22,53,53.0,,0.53,28.09
2014-11-23,73,53.0,,0.53,38.690000000000005
2014-11-24,86,53.0,,0.53,45.580000000000005
2014-11-25,98,53.0,,0.53,51.940000000000005
2014-11-26,69,53.0,,0.53,36.57
2014-11-27,44,53.0,,0.53,23.32
2014-11-28,43,53.0,,0.53,22.790000000000003
2014-11-29,72,53.0,,0.53,38.160000000000004
2014-11-30,70,53.0,,0.53,37.1
2014-12-01,79,50.0,False,0.5,39.5
2014-12-02,90,50.0,,0.5,45.0
2014-12-03,78,50.0,,0.5,39.0
2014-12-04,88,50.0,,0.5,44.0
2014-12-05,73,50.0,,0.5,36.5
2014-12-06,55,50.0,,0.5,27.5
2014-12-07,61,50.0,,0.5,30.5
2014-12-08,87,50.0,,0.5,43.5
2014-12-09,89,50.0,,0.5,44.5
2014-12-10,87,50.0,,0.5,43.5
2014-12-11,94,50.0,,0.5,47.0
2014-12-12,75,50.0,,0.5,37.5
2014-12-13,50,50.0,,0.5,25.0
2014-12-14,61,50.0,,0.5,30.5
2014-12-15,100,50.0,,0.5,50.0
2014-12-16,86,50.0,,0.5,43.0
2014-12-17,92,50.0,,0.5,46.0
2014-12-18,94,50.0,,0.5,47.0
2014-12-19,72,50.0,,0.5,36.0
2014-12-20,43,50.0,,0.5,21.5
2014-12-21,45,50.0,,0.5,22.5
2014-12-22,57,50.0,,0.5,28.5
2014-12-23,57,50.0,,0.5,28.5
2014-12-24,38,50.0,,0.5,19.0
2014-12-25,34,50.0,,0.5,17.0
2014-12-26,42,50.0,,0.5,21.0
2014-12-27,34,50.0,,0.5,17.0
2014-12-28,53,50.0,,0.5,26.5
2014-12-29,43,50.0,,0.5,21.5
2014-12-30,46,50.0,,0.5,23.0
2014-12-31,58,50.0,,0.5,29.0
2015-01-01,47,46.0,False,0.46,21.62
2015-01-02,61,46.0,,0.46,28.060000000000002
2015-01-03,55,46.0,,0.46,25.3
2015-01-04,57,46.0,,0.46,26.220000000000002
2015-01-05,67,46.0,,0.46,30.82
2015-01-06,71,46.0,,0.46,32.660000000000004
2015-01-07,76,46.0,,0.46,34.96
2015-01-08,86,46.0,,0.46,39.56
2015-01-09,75,46.0,,0.46,34.5
2015-01-10,69,46.0,,0.46,31.740000000000002
2015-01-11,70,46.0,,0.46,32.2
2015-01-12,73,46.0,,0.46,33.58
2015-01-13,85,46.0,,0.46,39.1
2015-01-14,80,46.0,,0.46,36.800000000000004
2015-01-15,82,46.0,,0.46,37.72
2015-01-16,78,46.0,,0.46,35.88
2015-01-17,64,46.0,,0.46,29.44
2015-01-18,69,46.0,,0.46,31.740000000000002
2015-01-19,60,46.0,,0.46,27.6
2015-01-20,99,46.0,,0.46,45.54
2015-01-21,98,46.0,,0.46,45.080000000000005
2015-01-22,92,46.0,,0.46,42.32
2015-01-23,70,46.0,,0.46,32.2
2015-01-24,74,46.0,,0.46,34.04
2015-01-25,51,46.0,,0.46,23.46
2015-01-26,100,46.0,,0.46,46.0
2015-01-27,93,46.0,,0.46,42.78
2015-01-28,86,46.0,,0.46,39.56
2015-01-29,88,46.0,,0.46,40.480000000000004
2015-01-30,89,46.0,,0.46,40.940000000000005
2015-01-31,62,46.0,,0.46,28.52
2015-02-01,42,53.0,False,0.53,22.26
2015-02-02,67,53.0,,0.53,35.510000000000005
2015-02-03,74,53.0,,0.53,39.22
2015-02-04,82,53.0,,0.53,43.46
2015-02-05,78,53.0,,0.53,41.34
2015-02-06,82,53.0,,0.53,43.46
2015-02-07,55,53.0,,0.53,29.150000000000002
2015-02-08,58,53.0,,0.53,30.740000000000002
2015-02-09,76,53.0,,0.53,40.28
2015-02-10,77,53.0,,0.53,40.81
2015-02-11,87,53.0,,0.53,46.11
2015-02-12,74,53.0,,0.53,39.22
2015-02-13,73,53.0,,0.53,38.690000000000005
2015-02-14,52,53.0,,0.53,27.560000000000002
2015-02-15,56,53.0,,0.53,29.68
2015-02-16,69,53.0,,0.53,36.57
2015-02-17,80,53.0,,0.53,42.400000000000006
2015-02-18,79,53.0,,0.53,41.870000000000005
2015-02-19,75,53.0,,0.53,39.75
2015-02-20,67,53.0,,0.53,35.510000000000005
2015-02-21,49,53.0,,0.53,25.970000000000002
2015-02-22,61,53.0,,0.53,32.33
2015-02-23,100,53.0,,0.53,53.0
2015-02-24,76,53.0,,0.53,40.28
2015-02-25,86,53.0,,0.53,45.580000000000005
2015-02-26,84,53.0,,0.53,44.52
2015-02-27,72,53.0,,0.53,38.160000000000004
2015-02-28,49,53.0,,0.53,25.970000000000002
2015-03-01,68,57.0,False,0.57,38.76
2015-03-02,76,57.0,,0.57,43.31999999999999
