date,stocks_unscaled,stocks_monthly,isPartial,scale,stocks
2012-04-04,84,21.0,,0.21,17.64
2012-04-05,89,21.0,,0.21,18.689999999999998
2012-04-06,61,21.0,,0.21,12.809999999999999
2012-04-07,59,21.0,,0.21,12.389999999999999
2012-04-08,50,21.0,,0.21,10.5
2012-04-09,85,21.0,,0.21,17.849999999999998
2012-04-10,91,21.0,,0.21,19.11
2012-04-11,87,21.0,,0.21,18.27
2012-04-12,96,21.0,,0.21,20.16
2012-04-13,71,21.0,,0.21,14.91
2012-04-14,67,21.0,,0.21,14.07
2012-04-15,51,21.0,,0.21,10.709999999999999
2012-04-16,87,21.0,,0.21,18.27
2012-04-17,84,21.0,,0.21,17.64
2012-04-18,95,21.0,,0.21,19.95
2012-04-19,87,21.0,,0.21,18.27
2012-04-20,91,21.0,,0.21,19.11
2012-04-21,50,21.0,,0.21,10.5
2012-04-22,51,21.0,,0.21,10.709999999999999
2012-04-23,80,21.0,,0.21,16.8
2012-04-24,100,21.0,,0.21,21.0
2012-04-25,64,21.0,,0.21,13.44
2012-04-26,82,21.0,,0.21,17.22
2012-04-27,76,21.0,,0.21,15.959999999999999
2012-04-28,59,21.0,,0.21,12.389999999999999
2012-04-29,62,21.0,,0.21,13.02
2012-04-30,69,21.0,,0.21,14.49
2012-05-01,47,23.0,False,0.23,10.81
2012-05-02,49,23.0,,0.23,11.270000000000001
2012-05-03,46,23.0,,0.23,10.58
2012-05-04,43,23.0,,0.23,9.89
2012-05-05,37,23.0,,0.23,8.51
2012-05-06,29,23.0,,0.23,6.67
2012-05-07,40,23.0,,0.23,9.200000000000001
2012-05-08,41,23.0,,0.23,9.43
2012-05-09,45,23.0,,0.23,10.35
2012-05-10,46,23.0,,0.23,10.58
2012-05-11,42,23.0,,0.23,9.66
2012-05-12,29,23.0,,0.23,6.67
2012-05-13,25,23.0,,0.23,5.75
2012-05-14,48,23.0,,0.23,11.040000000000001
2012-05-15,47,23.0,,0.23,10.81
2012-05-16,48,23.0,,0.23,11.040000000000001
2012-05-17,52,23.0,,0.23,11.96
2012-05-18,100,23.0,,0.23,23.0
2012-05-19,53,23.0,,0.23,12.190000000000001
2012-05-20,38,23.0,,0.23,8.74
2012-05-21,55,23.0,,0.23,12.65
2012-05-22,56,23.0,,0.23,12.88
2012-05-23,60,23.0,,0.23,13.8
2012-05-24,51,23.0,,0.23,11.73
2012-05-25,46,23.0,,0.23,10.58
2012-05-26,33,23.0,,0.23,7.590000000000001
2012-05-27,28,23.0,,0.23,6.44
2012-05-28,29,23.0,,0.23,6.67
2012-05-29,39,23.0,,0.23,8.97
2012-05-30,47,23.0,,0.23,10.81
2012-05-31,49,23.0,,0.23,11.270000000000001
2012-06-01,96,17.0,False,0.17,16.32
2012-06-02,76,17.0,,0.17,12.920000000000002
2012-06-03,81,17.0,,0.17,13.770000000000001
2012-06-04,99,17.0,,0.17,16.830000000000002
2012-06-05,94,17.0,,0.17,15.98
2012-06-06,91,17.0,,0.17,15.47
2012-06-07,83,17.0,,0.17,14.110000000000001
2012-06-08,85,17.0,,0.17,14.450000000000001
2012-06-09,61,17.0,,0.17,10.370000000000001
2012-06-10,65,17.0,,0.17,11.05
2012-06-11,87,17.0,,0.17,14.790000000000001
2012-06-12,83,17.0,,0.17,14.110000000000001
2012-06-13,83,17.0,,0.17,14.110000000000001
2012-06-14,79,17.0,,0.17,13.430000000000001
2012-06-15,87,17.0,,0.17,14.790000000000001
2012-06-16,67,17.0,,0.17,11.39
2012-06-17,57,17.0,,0.17,9.690000000000001
2012-06-18,90,17.0,,0.17,15.3
2012-06-19,94,17.0,,0.17,15.98
2012-06-20,91,17.0,,0.17,15.47
2012-06-21,82,17.0,,0.17,13.940000000000001
2012-06-22,83,17.0,,0.17,14.110000000000001
2012-06-23,63,17.0,,0.17,10.71
2012-06-24,54,17.0,,0.17,9.180000000000001
2012-06-25,86,17.0,,0.17,14.620000000000001
2012-06-26,77,17.0,,0.17,13.090000000000002
2012-06-27,90,17.0,,0.17,15.3
2012-06-28,100,17.0,,0.17,17.0
2012-06-29,89,17.0,,0.17,15.13
2012-06-30,67,17.0,,0.17,11.39
2012-07-01,53,17.0,False,0.17,9.01
2012-07-02,77,17.0,,0.17,13.090000000000002
2012-07-03,81,17.0,,0.17,13.770000000000001
2012-07-04,78,17.0,,0.17,13.260000000000002
2012-07-05,81,17.0,,0.17,13.770000000000001
2012-07-06,76,17.0,,0.17,12.920000000000002
2012-07-07,80,17.0,,0.17,13.600000000000001
2012-07-08,57,17.0,,0.17,9.690000000000001
2012-07-09,87,17.0,,0.17,14.790000000000001
2012-07-10,88,17.0,,0.17,14.96
2012-07-11,100,17.0,,0.17,17.0
2012-07-12,90,17.0,,0.17,15.3
2012-07-13,84,17.0,,0.17,14.280000000000001
2012-07-14,69,17.0,,0.17,11.73
2012-07-15,79,17.0,,0.17,13.430000000000001
2012-07-16,74,17.0,,0.17,12.58
2012-07-17,87,17.0,,0.17,14.790000000000001
2012-07-18,95,17.0,,0.17,16.150000000000002
2012-07-19,87,17.0,,0.17,14.790000000000001
2012-07-20,68,17.0,,0.17,11.56
2012-07-21,62,17.0,,0.17,10.540000000000001
2012-07-22,68,17.0,,0.17,11.56
2012-07-23,86,17.0,,0.17,14.620000000000001
2012-07-24,81,17.0,,0.17,13.770000000000001
2012-07-25,80,17.0,,0.17,13.600000000000001
2012-07-26,80,17.0,,0.17,13.600000000000001
2012-07-27,65,17.0,,0.17,11.05
2012-07-28,66,17.0,,0.17,11.22
2012-07-29,61,17.0,,0.17,10.370000000000001
2012-07-30,71,17.0,,0.17,12.07
2012-07-31,75,17.0,,0.17,12.750000000000002
2012-08-01,87,17.0,False,0.17,14.790000000000001
2012-08-02,81,17.0,,0.17,13.770000000000001
2012-08-03,78,17.0,,0.17,13.260000000000002
2012-08-04,57,17.0,,0.17,9.690000000000001
2012-08-05,62,17.0,,0.17,10.540000000000001
2012-08-06,85,17.0,,0.17,14.450000000000001
2012-08-07,76,17.0,,0.17,12.920000000000002
2012-08-08,80,17.0,,0.17,13.600000000000001
2012-08-09,88,17.0,,0.17,14.96
2012-08-10,72,17.0,,0.17,12.24
2012-08-11,64,17.0,,0.17,10.88
2012-08-12,72,17.0,,0.17,12.24
2012-08-13,77,17.0,,0.17,13.090000000000002
2012-08-14,79,17.0,,0.17,13.430000000000001
2012-08-15,67,17.0,,0.17,11.39
2012-08-16,72,17.0,,0.17,12.24
2012-08-17,88,17.0,,0.17,14.96
2012-08-18,58,17.0,,0.17,9.860000000000001
2012-08-19,55,17.0,,0.17,9.350000000000001
2012-08-20,88,17.0,,0.17,14.96
2012-08-21,90,17.0,,0.17,15.3
2012-08-22,82,17.0,,0.17,13.940000000000001
2012-08-23,100,17.0,,0.17,17.0
2012-08-24,72,17.0,,0.17,12.24
2012-08-25,53,17.0,,0.17,9.01
2012-08-26,52,17.0,,0.17,8.84
2012-08-27,73,17.0,,0.17,12.41
2012-08-28,69,17.0,,0.17,11.73
2012-08-29,80,17.0,,0.17,13.600000000000001
2012-08-30,65,17.0,,0.17,11.05
2012-08-31,70,17.0,,0.17,11.9
2012-09-01,58,20.0,False,0.2,11.600000000000001
2012-09-02,43,20.0,,0.2,8.6
2012-09-03,58,20.0,,0.2,11.600000000000001
2012-09-04,55,20.0,,0.2,11.0
2012-09-05,75,20.0,,0.2,15.0
2012-09-06,68,20.0,,0.2,13.600000000000001
2012-09-07,81,20.0,,0.2,16.2
2012-09-08,59,20.0,,0.2,11.8
2012-09-09,39,20.0,,0.2,7.800000000000001
2012-09-10,76,20.0,,0.2,15.200000000000001
2012-09-11,79,20.0,,0.2,15.8
2012-09-12,79,20.0,,0.2,15.8
2012-09-13,91,20.0,,0.2,18.2
2012-09-14,75,20.0,,0.2,15.0
2012-09-15,62,20.0,,0.2,12.4
2012-09-16,56,20.0,,0.2,11.200000000000001
2012-09-17,100,20.0,,0.2,20.0
2012-09-18,76,20.0,,0.2,15.200000000000001
2012-09-19,80,20.0,,0.2,16.0
2012-09-20,82,20.0,,0.2,16.400000000000002
2012-09-21,68,20.0,,0.2,13.600000000000001
2012-09-22,63,20.0,,0.2,12.600000000000001
2012-09-23,61,20.0,,0.2,12.200000000000001
2012-09-24,75,20.0,,0.2,15.0
2012-09-25,91,20.0,,0.2,18.2
2012-09-26,76,20.0,,0.2,15.200000000000001
2012-09-27,69,20.0,,0.2,13.8
2012-09-28,80,20.0,,0.2,16.0
2012-09-29,54,20.0,,0.2,10.8
2012-09-30,51,20.0,,0.2,10.200000000000001
2012-10-01,82,20.0,False,0.2,16.400000000000002
2012-10-02,89,20.0,,0.2,17.8
2012-10-03,85,20.0,,0.2,17.0
2012-10-04,100,20.0,,0.2,20.0
2012-10-05,85,20.0,,0.2,17.0
2012-10-06,62,20.0,,0.2,12.4
2012-10-07,56,20.0,,0.2,11.200000000000001
2012-10-08,75,20.0,,0.2,15.0
2012-10-09,78,20.0,,0.2,15.600000000000001
2012-10-10,97,20.0,,0.2,19.400000000000002
2012-10-11,92,20.0,,0.2,18.400000000000002
2012-10-12,77,20.0,,0.2,15.4
2012-10-13,60,20.0,,0.2,12.0
2012-10-14,46,20.0,,0.2,9.200000000000001
2012-10-15,65,20.0,,0.2,13.0
2012-10-16,85,20.0,,0.2,17.0
2012-10-17,99,20.0,,0.2,19.8
2012-10-18,88,20.0,,0.2,17.6
2012-10-19,90,20.0,,0.2,18.0
2012-10-20,49,20.0,,0.2,9.8
2012-10-21,52,20.0,,0.2,10.4
2012-10-22,84,20.0,,0.2,16.8
2012-10-23,98,20.0,,0.2,19.6
2012-10-24,94,20.0,,0.2,18.8
2012-10-25,89,20.0,,0.2,17.8
2012-10-26,83,20.0,,0.2,16.6
2012-10-27,62,20.0,,0.2,12.4
2012-10-28,59,20.0,,0.2,11.8
2012-10-29,66,20.0,,0.2,13.200000000000001
2012-10-30,57,20.0,,0.2,11.4
2012-10-31,81,20.0,,0.2,16.2
2012-11-01,57,20.0,False,0.2,11.4
2012-11-02,70,20.0,,0.2,14.0
2012-11-03,44,20.0,,0.2,8.8
2012-11-04,36,20.0,,0.2,7.2
2012-11-05,63,20.0,,0.2,12.600000000000001
2012-11-06,63,20.0,,0.2,12.600000000000001
2012-11-07,100,20.0,,0.2,20.0
2012-11-08,91,20.0,,0.2,18.2
2012-11-09,86,20.0,,0.2,17.2
2012-11-10,44,20.0,,0.2,8.8
2012-11-11,46,20.0,,0.2,9.200000000000001
2012-11-12,64,20.0,,0.2,12.8
2012-11-13,69,20.0,,0.2,13.8
2012-11-14,74,20.0,,0.2,14.8
2012-11-15,72,20.0,,0.2,14.4
2012-11-16,66,20.0,,0.2,13.200000000000001
2012-11-17,54,20.0,,0.2,10.8
2012-11-18,44,20.0,,0.2,8.8
2012-11-19,60,20.0,,0.2,12.0
2012-11-20,68,20.0,,0.2,13.600000000000001
2012-11-21,58,20.0,,0.2,11.600000000000001
2012-11-22,42,20.0,,0.2,8.4
2012-11-23,48,20.0,,0.2,9.600000000000001
2012-11-24,51,20.0,,0.2,10.200000000000001
2012-11-25,46,20.0,,0.2,9.200000000000001
2012-11-26,62,20.0,,0.2,12.4
2012-11-27,69,20.0,,0.2,13.8
2012-11-28,73,20.0,,0.2,14.600000000000001
2012-11-29,72,20.0,,0.2,14.4
2012-11-30,62,20.0,,0.2,12.4
2012-12-01,64,19.0,False,0.19,12.16
2012-12-02,52,19.0,,0.19,9.88
2012-12-03,73,19.0,,0.19,13.870000000000001
2012-12-04,100,19.0,,0.19,19.0
2012-12-05,82,19.0,,0.19,15.58
2012-12-06,85,19.0,,0.19,16.15
2012-12-07,74,19.0,,0.19,14.06
2012-12-08,60,19.0,,0.19,11.4
2012-12-09,63,19.0,,0.19,11.97
2012-12-10,79,19.0,,0.19,15.01
2012-12-11,85,19.0,,0.19,16.15
2012-12-12,85,19.0,,0.19,16.15
2012-12-13,90,19.0,,0.19,17.1
2012-12-14,70,19.0,,0.19,13.3
2012-12-15,55,19.0,,0.19,10.45
2012-12-16,42,19.0,,0.19,7.98
2012-12-17,69,19.0,,0.19,13.11
2012-12-18,80,19.0,,0.19,15.2
2012-12-19,79,19.0,,0.19,15.01
2012-12-20,83,19.0,,0.19,15.77
2012-12-21,89,19.0,,0.19,16.91
2012-12-22,40,19.0,,0.19,7.6
2012-12-23,50,19.0,,0.19,9.5
2012-12-24,64,19.0,,0.19,12.16
2012-12-25,63,19.0,,0.19,11.97
2012-12-26,74,19.0,,0.19,14.06
2012-12-27,76,19.0,,0.19,14.44
2012-12-28,90,19.0,,0.19,17.1
2012-12-29,57,19.0,,0.19,10.83
2012-12-30,64,19.0,,0.19,12.16
2012-12-31,83,19.0,,0.19,15.77
2013-01-01,64,23.0,False,0.23,14.72
2013-01-02,87,23.0,,0.23,20.01
2013-01-03,78,23.0,,0.23,17.94
2013-01-04,93,23.0,,0.23,21.39
2013-01-05,60,23.0,,0.23,13.8
2013-01-06,66,23.0,,0.23,15.180000000000001
2013-01-07,66,23.0,,0.23,15.180000000000001
2013-01-08,71,23.0,,0.23,16.330000000000002
2013-01-09,69,23.0,,0.23,15.870000000000001
2013-01-10,76,23.0,,0.23,17.48
2013-01-11,67,23.0,,0.23,15.41
2013-01-12,62,23.0,,0.23,14.26
2013-01-13,51,23.0,,0.23,11.73
2013-01-14,87,23.0,,0.23,20.01
2013-01-15,69,23.0,,0.23,15.870000000000001
2013-01-16,75,23.0,,0.23,17.25
2013-01-17,81,23.0,,0.23,18.630000000000003
2013-01-18,94,23.0,,0.23,21.62
2013-01-19,56,23.0,,0.23,12.88
2013-01-20,61,23.0,,0.23,14.030000000000001
2013-01-21,54,23.0,,0.23,12.42
2013-01-22,74,23.0,,0.23,17.02
2013-01-23,83,23.0,,0.23,19.09
2013-01-24,89,23.0,,0.23,20.470000000000002
2013-01-25,100,23.0,,0.23,23.0
2013-01-26,81,23.0,,0.23,18.630000000000003
2013-01-27,67,23.0,,0.23,15.41
2013-01-28,90,23.0,,0.23,20.7
2013-01-29,84,23.0,,0.23,19.32
2013-01-30,100,23.0,,0.23,23.0
2013-01-31,91,23.0,,0.23,20.93
2013-02-01,90,24.0,False,0.24,21.599999999999998
2013-02-02,60,24.0,,0.24,14.399999999999999
2013-02-03,57,24.0,,0.24,13.68
2013-02-04,76,24.0,,0.24,18.24
2013-02-05,100,24.0,,0.24,24.0
2013-02-06,84,24.0,,0.24,20.16
2013-02-07,91,24.0,,0.24,21.84
2013-02-08,96,24.0,,0.24,23.04
2013-02-09,60,24.0,,0.24,14.399999999999999
2013-02-10,58,24.0,,0.24,13.92
2013-02-11,80,24.0,,0.24,19.2
2013-02-12,86,24.0,,0.24,20.64
2013-02-13,91,24.0,,0.24,21.84
2013-02-14,84,24.0,,0.24,20.16
2013-02-15,82,24.0,,0.24,19.68
2013-02-16,61,24.0,,0.24,14.639999999999999
2013-02-17,65,24.0,,0.24,15.6
2013-02-18,68,24.0,,0.24,16.32
2013-02-19,83,24.0,,0.24,19.919999999999998
2013-02-20,98,24.0,,0.24,23.52
2013-02-21,85,24.0,,0.24,20.4
2013-02-22,78,24.0,,0.24,18.72
2013-02-23,52,24.0,,0.24,12.48
2013-02-24,54,24.0,,0.24,12.959999999999999
2013-02-25,80,24.0,,0.24,19.2
2013-02-26,85,24.0,,0.24,20.4
2013-02-27,81,24.0,,0.24,19.439999999999998
2013-02-28,87,24.0,,0.24,20.88
2013-03-01,84,23.0,False,0.23,19.32
2013-03-02,66,23.0,,0.23,15.180000000000001
2013-03-03,53,23.0,,0.23,12.190000000000001
2013-03-04,84,23.0,,0.23,19.32
2013-03-05,94,23.0,,0.23,21.62
2013-03-06,100,23.0,,0.23,23.0
2013-03-07,98,23.0,,0.23,22.540000000000003
2013-03-08,85,23.0,,0.23,19.55
2013-03-09,66,23.0,,0.23,15.180000000000001
2013-03-10,56,23.0,,0.23,12.88
2013-03-11,81,23.0,,0.23,18.630000000000003
2013-03-12,94,23.0,,0.23,21.62
2013-03-13,80,23.0,,0.23,18.400000000000002
2013-03-14,88,23.0,,0.23,20.240000000000002
2013-03-15,85,23.0,,0.23,19.55
2013-03-16,64,23.0,,0.23,14.72
2013-03-17,56,23.0,,0.23,12.88
2013-03-18,83,23.0,,0.23,19.09
2013-03-19,85,23.0,,0.23,19.55
2013-03-20,96,23.0,,0.23,22.080000000000002
2013-03-21,86,23.0,,0.23,19.78
2013-03-22,81,23.0,,0.23,18.630000000000003
2013-03-23,55,23.0,,0.23,12.65
2013-03-24,61,23.0,,0.23,14.030000000000001
2013-03-25,82,23.0,,0.23,18.86
2013-03-26,82,23.0,,0.23,18.86
2013-03-27,74,23.0,,0.23,17.02
2013-03-28,81,23.0,,0.23,18.630000000000003
2013-03-29,59,23.0,,0.23,13.57
2013-03-30,52,23.0,,0.23,11.96
2013-03-31,52,23.0,,0.23,11.96
2013-04-01,86,21.0,False,0.21,18.06
2013-04-02,87,21.0,,0.21,18.27
2013-04-03,78,21.0,,0.21,16.38
2013-04-04,82,21.0,,0.21,17.22
2013-04-05,88,21.0,,0.21,18.48
2013-04-06,64,21.0,,0.21,13.44
2013-04-07,60,21.0,,0.21,12.6
2013-04-08,76,21.0,,0.21,15.959999999999999
2013-04-09,95,21.0,,0.21,19.95
2013-04-10,98,21.0,,0.21,20.58
2013-04-11,97,21.0,,0.21,20.37
2013-04-12,99,21.0,,0.21,20.79
2013-04-13,56,21.0,,0.21,11.76
2013-04-14,51,21.0,,0.21,10.709999999999999
2013-04-15,91,21.0,,0.21,19.11
2013-04-16,96,21.0,,0.21,20.16
2013-04-17,93,21.0,,0.21,19.529999999999998
2013-04-18,89,21.0,,0.21,18.689999999999998
2013-04-19,84,21.0,,0.21,17.64
2013-04-20,52,21.0,,0.21,10.92
2013-04-21,57,21.0,,0.21,11.969999999999999
2013-04-22,89,21.0,,0.21,18.689999999999998
2013-04-23,93,21.0,,0.21,19.529999999999998
2013-04-24,98,21.0,,0.21,20.58
2013-04-25,84,21.0,,0.21,17.64
2013-04-26,89,21.0,,0.21,18.689999999999998
2013-04-27,59,21.0,,0.21,12.389999999999999
2013-04-28,56,21.0,,0.21,11.76
2013-04-29,91,21.0,,0.21,19.11
2013-04-30,100,21.0,,0.21,21.0
2013-05-01,88,22.0,False,0.22,19.36
2013-05-02,90,22.0,,0.22,19.8
2013-05-03,95,22.0,,0.22,20.9
2013-05-04,70,22.0,,0.22,15.4
2013-05-05,67,22.0,,0.22,14.74
2013-05-06,92,22.0,,0.22,20.24
2013-05-07,86,22.0,,0.22,18.92
2013-05-08,98,22.0,,0.22,21.56
2013-05-09,85,22.0,,0.22,18.7
2013-05-10,80,22.0,,0.22,17.6
2013-05-11,62,22.0,,0.22,13.64
2013-05-12,56,22.0,,0.22,12.32
2013-05-13,93,22.0,,0.22,20.46
2013-05-14,98,22.0,,0.22,21.56
2013-05-15,97,22.0,,0.22,21.34
2013-05-16,100,22.0,,0.22,22.0
2013-05-17,91,22.0,,0.22,20.02
2013-05-18,63,22.0,,0.22,13.86
2013-05-19,63,22.0,,0.22,13.86
2013-05-20,95,22.0,,0.22,20.9
2013-05-21,97,22.0,,0.22,21.34
2013-05-22,92,22.0,,0.22,20.24
2013-05-23,89,22.0,,0.22,19.580000000000002
2013-05-24,85,22.0,,0.22,18.7
2013-05-25,52,22.0,,0.22,11.44
2013-05-26,54,22.0,,0.22,11.88
2013-05-27,55,22.0,,0.22,12.1
2013-05-28,97,22.0,,0.22,21.34
2013-05-29,94,22.0,,0.22,20.68
2013-05-30,91,22.0,,0.22,20.02
2013-05-31,76,22.0,,0.22,16.72
2013-06-01,57,18.0,False,0.18,10.26
2013-06-02,82,18.0,,0.18,14.76
2013-06-03,92,18.0,,0.18,16.56
2013-06-04,97,18.0,,0.18,17.46
2013-06-05,78,18.0,,0.18,14.04
2013-06-06,87,18.0,,0.18,15.66
2013-06-07,71,18.0,,0.18,12.78
2013-06-08,64,18.0,,0.18,11.52
2013-06-09,71,18.0,,0.18,12.78
2013-06-10,83,18.0,,0.18,14.94
2013-06-11,96,18.0,,0.18,17.28
2013-06-12,84,18.0,,0.18,15.12
2013-06-13,81,18.0,,0.18,14.58
2013-06-14,85,18.0,,0.18,15.299999999999999
2013-06-15,61,18.0,,0.18,10.98
2013-06-16,52,18.0,,0.18,9.36
2013-06-17,82,18.0,,0.18,14.76
2013-06-18,82,18.0,,0.18,14.76
2013-06-19,73,18.0,,0.18,13.139999999999999
2013-06-20,100,18.0,,0.18,18.0
2013-06-21,93,18.0,,0.18,16.74
2013-06-22,64,18.0,,0.18,11.52
2013-06-23,49,18.0,,0.18,8.82
2013-06-24,91,18.0,,0.18,16.38
2013-06-25,87,18.0,,0.18,15.66
2013-06-26,87,18.0,,0.18,15.66
2013-06-27,80,18.0,,0.18,14.399999999999999
2013-06-28,78,18.0,,0.18,14.04
2013-06-29,64,18.0,,0.18,11.52
2013-06-30,65,18.0,,0.18,11.7
2013-07-01,74,18.0,False,0.18,13.32
2013-07-02,86,18.0,,0.18,15.479999999999999
2013-07-03,83,18.0,,0.18,14.94
2013-07-04,64,18.0,,0.18,11.52
2013-07-05,81,18.0,,0.18,14.58
2013-07-06,62,18.0,,0.18,11.16
2013-07-07,60,18.0,,0.18,10.799999999999999
2013-07-08,86,18.0,,0.18,15.479999999999999
2013-07-09,88,18.0,,0.18,15.84
2013-07-10,91,18.0,,0.18,16.38
2013-07-11,88,18.0,,0.18,15.84
2013-07-12,78,18.0,,0.18,14.04
2013-07-13,59,18.0,,0.18,10.62
2013-07-14,64,18.0,,0.18,11.52
2013-07-15,94,18.0,,0.18,16.919999999999998
2013-07-16,99,18.0,,0.18,17.82
2013-07-17,96,18.0,,0.18,17.28
2013-07-18,97,18.0,,0.18,17.46
2013-07-19,90,18.0,,0.18,16.2
2013-07-20,70,18.0,,0.18,12.6
2013-07-21,75,18.0,,0.18,13.5
2013-07-22,89,18.0,,0.18,16.02
2013-07-23,94,18.0,,0.18,16.919999999999998
2013-07-24,89,18.0,,0.18,16.02
2013-07-25,99,18.0,,0.18,17.82
2013-07-26,87,18.0,,0.18,15.66
2013-07-27,81,18.0,,0.18,14.58
2013-07-28,77,18.0,,0.18,13.86
2013-07-29,85,18.0,,0.18,15.299999999999999
2013-07-30,92,18.0,,0.18,16.56
2013-07-31,100,18.0,,0.18,18.0
2013-08-01,96,18.0,False,0.18,17.28
2013-08-02,76,18.0,,0.18,13.68
2013-08-03,57,18.0,,0.18,10.26
2013-08-04,66,18.0,,0.18,11.879999999999999
2013-08-05,64,18.0,,0.18,11.52
2013-08-06,86,18.0,,0.18,15.479999999999999
2013-08-07,94,18.0,,0.18,16.919999999999998
2013-08-08,96,18.0,,0.18,17.28
2013-08-09,94,18.0,,0.18,16.919999999999998
2013-08-10,71,18.0,,0.18,12.78
2013-08-11,73,18.0,,0.18,13.139999999999999
2013-08-12,73,18.0,,0.18,13.139999999999999
2013-08-13,74,18.0,,0.18,13.32
2013-08-14,90,18.0,,0.18,16.2
2013-08-15,95,18.0,,0.18,17.099999999999998
2013-08-16,83,18.0,,0.18,14.94
2013-08-17,65,18.0,,0.18,11.7
2013-08-18,61,18.0,,0.18,10.98
2013-08-19,72,18.0,,0.18,12.959999999999999
2013-08-20,86,18.0,,0.18,15.479999999999999
2013-08-21,81,18.0,,0.18,14.58
2013-08-22,98,18.0,,0.18,17.64
2013-08-23,91,18.0,,0.18,16.38
2013-08-24,52,18.0,,0.18,9.36
2013-08-25,54,18.0,,0.18,9.719999999999999
2013-08-26,76,18.0,,0.18,13.68
2013-08-27,100,18.0,,0.18,18.0
2013-08-28,79,18.0,,0.18,14.219999999999999
2013-08-29,75,18.0,,0.18,13.5
2013-08-30,80,18.0,,0.18,14.399999999999999
2013-08-31,47,18.0,,0.18,8.459999999999999
2013-09-01,33,23.0,False,0.23,7.590000000000001
2013-09-02,42,23.0,,0.23,9.66
2013-09-03,45,23.0,,0.23,10.35
2013-09-04,53,23.0,,0.23,12.190000000000001
2013-09-05,48,23.0,,0.23,11.040000000000001
2013-09-06,56,23.0,,0.23,12.88
2013-09-07,43,23.0,,0.23,9.89
2013-09-08,34,23.0,,0.23,7.82
2013-09-09,55,23.0,,0.23,12.65
2013-09-10,60,23.0,,0.23,13.8
2013-09-11,67,23.0,,0.23,15.41
2013-09-12,64,23.0,,0.23,14.72
2013-09-13,64,23.0,,0.23,14.72
2013-09-14,34,23.0,,0.23,7.82
2013-09-15,40,23.0,,0.23,9.200000000000001
2013-09-16,59,23.0,,0.23,13.57
2013-09-17,66,23.0,,0.23,15.180000000000001
2013-09-18,82,23.0,,0.23,18.86
2013-09-19,85,23.0,,0.23,19.55
2013-09-20,84,23.0,,0.23,19.32
2013-09-21,78,23.0,,0.23,17.94
2013-09-22,63,23.0,,0.23,14.49
2013-09-23,88,23.0,,0.23,20.240000000000002
2013-09-24,80,23.0,,0.23,18.400000000000002
2013-09-25,93,23.0,,0.23,21.39
2013-09-26,100,23.0,,0.23,23.0
2013-09-27,81,23.0,,0.23,18.630000000000003
2013-09-28,69,23.0,,0.23,15.870000000000001
2013-09-29,68,23.0,,0.23,15.64
2013-09-30,89,23.0,,0.23,20.470000000000002
2013-10-01,96,25.0,False,0.25,24.0
2013-10-02,78,25.0,,0.25,19.5
2013-10-03,82,25.0,,0.25,20.5
2013-10-04,78,25.0,,0.25,19.5
2013-10-05,65,25.0,,0.25,16.25
2013-10-06,54,25.0,,0.25,13.5
2013-10-07,83,25.0,,0.25,20.75
2013-10-08,85,25.0,,0.25,21.25
2013-10-09,83,25.0,,0.25,20.75
2013-10-10,83,25.0,,0.25,20.75
2013-10-11,70,25.0,,0.25,17.5
2013-10-12,54,25.0,,0.25,13.5
2013-10-13,48,25.0,,0.25,12.0
2013-10-14,72,25.0,,0.25,18.0
2013-10-15,76,25.0,,0.25,19.0
2013-10-16,77,25.0,,0.25,19.25
2013-10-17,89,25.0,,0.25,22.25
2013-10-18,100,25.0,,0.25,25.0
2013-10-19,66,25.0,,0.25,16.5
2013-10-20,62,25.0,,0.25,15.5
2013-10-21,88,25.0,,0.25,22.0
2013-10-22,79,25.0,,0.25,19.75
2013-10-23,82,25.0,,0.25,20.5
2013-10-24,82,25.0,,0.25,20.5
2013-10-25,83,25.0,,0.25,20.75
2013-10-26,56,25.0,,0.25,14.0
2013-10-27,56,25.0,,0.25,14.0
2013-10-28,81,25.0,,0.25,20.25
2013-10-29,76,25.0,,0.25,19.0
2013-10-30,76,25.0,,0.25,19.0
2013-10-31,80,25.0,,0.25,20.0
2013-11-01,71,24.0,False,0.24,17.04
2013-11-02,47,24.0,,0.24,11.28
2013-11-03,55,24.0,,0.24,13.2
2013-11-04,81,24.0,,0.24,19.439999999999998
2013-11-05,67,24.0,,0.24,16.08
2013-11-06,77,24.0,,0.24,18.48
2013-11-07,99,24.0,,0.24,23.759999999999998
2013-11-08,69,24.0,,0.24,16.56
2013-11-09,61,24.0,,0.24,14.639999999999999
2013-11-10,46,24.0,,0.24,11.04
2013-11-11,78,24.0,,0.24,18.72
2013-11-12,100,24.0,,0.24,24.0
2013-11-13,85,24.0,,0.24,20.4
2013-11-14,78,24.0,,0.24,18.72
2013-11-15,86,24.0,,0.24,20.64
2013-11-16,63,24.0,,0.24,15.12
2013-11-17,59,24.0,,0.24,14.16
2013-11-18,86,24.0,,0.24,20.64
2013-11-19,82,24.0,,0.24,19.68
2013-11-20,81,24.0,,0.24,19.439999999999998
2013-11-21,92,24.0,,0.24,22.08
2013-11-22,81,24.0,,0.24,19.439999999999998
2013-11-23,53,24.0,,0.24,12.719999999999999
2013-11-24,52,24.0,,0.24,12.48
2013-11-25,65,24.0,,0.24,15.6
2013-11-26,72,24.0,,0.24,17.28
