date,stocks_unscaled,stocks_monthly,isPartial,scale,stocks
2013-11-27,67,24.0,,0.24,16.08
2013-11-28,46,24.0,,0.24,11.04
2013-11-29,51,24.0,,0.24,12.24
2013-11-30,42,24.0,,0.24,10.08
2013-12-01,62,23.0,False,0.23,14.26
2013-12-02,86,23.0,,0.23,19.78
2013-12-03,92,23.0,,0.23,21.16
2013-12-04,91,23.0,,0.23,20.93
2013-12-05,88,23.0,,0.23,20.240000000000002
2013-12-06,89,23.0,,0.23,20.470000000000002
2013-12-07,59,23.0,,0.23,13.57
2013-12-08,69,23.0,,0.23,15.870000000000001
2013-12-09,84,23.0,,0.23,19.32
2013-12-10,79,23.0,,0.23,18.17
2013-12-11,89,23.0,,0.23,20.470000000000002
2013-12-12,78,23.0,,0.23,17.94
2013-12-13,83,23.0,,0.23,19.09
2013-12-14,58,23.0,,0.23,13.34
2013-12-15,63,23.0,,0.23,14.49
2013-12-16,79,23.0,,0.23,18.17
2013-12-17,91,23.0,,0.23,20.93
2013-12-18,87,23.0,,0.23,20.01
2013-12-19,86,23.0,,0.23,19.78
2013-12-20,90,23.0,,0.23,20.7
2013-12-21,67,23.0,,0.23,15.41
2013-12-22,65,23.0,,0.23,14.950000000000001
2013-12-23,82,23.0,,0.23,18.86
2013-12-24,82,23.0,,0.23,18.86
2013-12-25,61,23.0,,0.23,14.030000000000001
2013-12-26,97,23.0,,0.23,22.310000000000002
2013-12-27,100,23.0,,0.23,23.0
2013-12-28,77,23.0,,0.23,17.71
2013-12-29,76,23.0,,0.23,17.48
2013-12-30,99,23.0,,0.23,22.77
2013-12-31,96,23.0,,0.23,22.080000000000002
2014-01-01,63,29.0,False,0.29,18.27
2014-01-02,93,29.0,,0.29,26.97
2014-01-03,92,29.0,,0.29,26.68
2014-01-04,62,29.0,,0.29,17.98
2014-01-05,58,29.0,,0.29,16.82
2014-01-06,71,29.0,,0.29,20.59
2014-01-07,87,29.0,,0.29,25.229999999999997
2014-01-08,98,29.0,,0.29,28.419999999999998
2014-01-09,97,29.0,,0.29,28.13
2014-01-10,100,29.0,,0.29,28.999999999999996
2014-01-11,64,29.0,,0.29,18.56
2014-01-12,65,29.0,,0.29,18.849999999999998
2014-01-13,77,29.0,,0.29,22.33
2014-01-14,95,29.0,,0.29,27.549999999999997
2014-01-15,91,29.0,,0.29,26.389999999999997
2014-01-16,76,29.0,,0.29,22.04
2014-01-17,88,29.0,,0.29,25.52
2014-01-18,67,29.0,,0.29,19.43
2014-01-19,63,29.0,,0.29,18.27
2014-01-20,60,29.0,,0.29,17.4
2014-01-21,72,29.0,,0.29,20.88
2014-01-22,85,29.0,,0.29,24.65
2014-01-23,83,29.0,,0.29,24.069999999999997
2014-01-24,76,29.0,,0.29,22.04
2014-01-25,63,29.0,,0.29,18.27
2014-01-26,59,29.0,,0.29,17.11
2014-01-27,84,29.0,,0.29,24.36
2014-01-28,87,29.0,,0.29,25.229999999999997
2014-01-29,84,29.0,,0.29,24.36
2014-01-30,89,29.0,,0.29,25.81
2014-01-31,82,29.0,,0.29,23.779999999999998
2014-02-01,59,29.0,False,0.29,17.11
2014-02-02,48,29.0,,0.29,13.919999999999998
2014-02-03,74,29.0,,0.29,21.459999999999997
2014-02-04,84,29.0,,0.29,24.36
2014-02-05,79,29.0,,0.29,22.91
2014-02-06,100,29.0,,0.29,28.999999999999996
2014-02-07,85,29.0,,0.29,24.65
2014-02-08,66,29.0,,0.29,19.139999999999997
2014-02-09,61,29.0,,0.29,17.689999999999998
2014-02-10,84,29.0,,0.29,24.36
2014-02-11,79,29.0,,0.29,22.91
2014-02-12,71,29.0,,0.29,20.59
2014-02-13,87,29.0,,0.29,25.229999999999997
2014-02-14,67,29.0,,0.29,19.43
2014-02-15,57,29.0,,0.29,16.529999999999998
2014-02-16,51,29.0,,0.29,14.79
2014-02-17,55,29.0,,0.29,15.95
2014-02-18,79,29.0,,0.29,22.91
2014-02-19,80,29.0,,0.29,23.2
2014-02-20,83,29.0,,0.29,24.069999999999997
2014-02-21,82,29.0,,0.29,23.779999999999998
2014-02-22,59,29.0,,0.29,17.11
2014-02-23,56,29.0,,0.29,16.24
2014-02-24,82,29.0,,0.29,23.779999999999998
2014-02-25,92,29.0,,0.29,26.68
2014-02-26,93,29.0,,0.29,26.97
2014-02-27,95,29.0,,0.29,27.549999999999997
2014-02-28,83,29.0,,0.29,24.069999999999997
2014-03-01,62,29.0,False,0.29,17.98
2014-03-02,64,29.0,,0.29,18.56
2014-03-03,91,29.0,,0.29,26.389999999999997
2014-03-04,94,29.0,,0.29,27.259999999999998
2014-03-05,100,29.0,,0.29,28.999999999999996
2014-03-06,100,29.0,,0.29,28.999999999999996
2014-03-07,92,29.0,,0.29,26.68
2014-03-08,66,29.0,,0.29,19.139999999999997
2014-03-09,57,29.0,,0.29,16.529999999999998
2014-03-10,82,29.0,,0.29,23.779999999999998
2014-03-11,91,29.0,,0.29,26.389999999999997
2014-03-12,85,29.0,,0.29,24.65
2014-03-13,87,29.0,,0.29,25.229999999999997
2014-03-14,85,29.0,,0.29,24.65
2014-03-15,65,29.0,,0.29,18.849999999999998
2014-03-16,61,29.0,,0.29,17.689999999999998
2014-03-17,81,29.0,,0.29,23.49
2014-03-18,82,29.0,,0.29,23.779999999999998
2014-03-19,81,29.0,,0.29,23.49
2014-03-20,81,29.0,,0.29,23.49
2014-03-21,86,29.0,,0.29,24.939999999999998
2014-03-22,53,29.0,,0.29,15.37
2014-03-23,54,29.0,,0.29,15.659999999999998
2014-03-24,73,29.0,,0.29,21.169999999999998
2014-03-25,89,29.0,,0.29,25.81
2014-03-26,88,29.0,,0.29,25.52
2014-03-27,89,29.0,,0.29,25.81
2014-03-28,73,29.0,,0.29,21.169999999999998
2014-03-29,58,29.0,,0.29,16.82
2014-03-30,53,29.0,,0.29,15.37
2014-03-31,78,29.0,,0.29,22.619999999999997
2014-04-01,95,24.0,False,0.24,22.8
2014-04-02,99,24.0,,0.24,23.759999999999998
2014-04-03,95,24.0,,0.24,22.8
2014-04-04,100,24.0,,0.24,24.0
2014-04-05,56,24.0,,0.24,13.44
2014-04-06,63,24.0,,0.24,15.12
2014-04-07,89,24.0,,0.24,21.36
2014-04-08,90,24.0,,0.24,21.599999999999998
2014-04-09,86,24.0,,0.24,20.64
2014-04-10,91,24.0,,0.24,21.84
2014-04-11,89,24.0,,0.24,21.36
2014-04-12,64,24.0,,0.24,15.36
2014-04-13,56,24.0,,0.24,13.44
2014-04-14,86,24.0,,0.24,20.64
2014-04-15,80,24.0,,0.24,19.2
2014-04-16,91,24.0,,0.24,21.84
2014-04-17,88,24.0,,0.24,21.119999999999997
2014-04-18,59,24.0,,0.24,14.16
2014-04-19,45,24.0,,0.24,10.799999999999999
2014-04-20,53,24.0,,0.24,12.719999999999999
2014-04-21,79,24.0,,0.24,18.96
2014-04-22,82,24.0,,0.24,19.68
2014-04-23,88,24.0,,0.24,21.119999999999997
2014-04-24,83,24.0,,0.24,19.919999999999998
2014-04-25,80,24.0,,0.24,19.2
2014-04-26,56,24.0,,0.24,13.44
2014-04-27,46,24.0,,0.24,11.04
2014-04-28,75,24.0,,0.24,18.0
2014-04-29,83,24.0,,0.24,19.919999999999998
2014-04-30,75,24.0,,0.24,18.0
2014-05-01,91,20.0,False,0.2,18.2
2014-05-02,94,20.0,,0.2,18.8
2014-05-03,53,20.0,,0.2,10.600000000000001
2014-05-04,55,20.0,,0.2,11.0
2014-05-05,84,20.0,,0.2,16.8
2014-05-06,100,20.0,,0.2,20.0
2014-05-07,96,20.0,,0.2,19.200000000000003
2014-05-08,95,20.0,,0.2,19.0
2014-05-09,94,20.0,,0.2,18.8
2014-05-10,65,20.0,,0.2,13.0
2014-05-11,70,20.0,,0.2,14.0
2014-05-12,87,20.0,,0.2,17.400000000000002
2014-05-13,83,20.0,,0.2,16.6
2014-05-14,93,20.0,,0.2,18.6
2014-05-15,87,20.0,,0.2,17.400000000000002
2014-05-16,84,20.0,,0.2,16.8
2014-05-17,57,20.0,,0.2,11.4
2014-05-18,59,20.0,,0.2,11.8
2014-05-19,81,20.0,,0.2,16.2
2014-05-20,81,20.0,,0.2,16.2
2014-05-21,89,20.0,,0.2,17.8
2014-05-22,91,20.0,,0.2,18.2
2014-05-23,82,20.0,,0.2,16.400000000000002
2014-05-24,53,20.0,,0.2,10.600000000000001
2014-05-25,55,20.0,,0.2,11.0
2014-05-26,53,20.0,,0.2,10.600000000000001
2014-05-27,75,20.0,,0.2,15.0
2014-05-28,68,20.0,,0.2,13.600000000000001
2014-05-29,70,20.0,,0.2,14.0
2014-05-30,81,20.0,,0.2,16.2
2014-05-31,55,20.0,,0.2,11.0
2014-06-01,57,19.0,False,0.19,10.83
2014-06-02,74,19.0,,0.19,14.06
2014-06-03,78,19.0,,0.19,14.82
2014-06-04,88,19.0,,0.19,16.72
2014-06-05,96,19.0,,0.19,18.240000000000002
2014-06-06,89,19.0,,0.19,16.91
2014-06-07,62,19.0,,0.19,11.78
2014-06-08,63,19.0,,0.19,11.97
2014-06-09,90,19.0,,0.19,17.1
2014-06-10,100,19.0,,0.19,19.0
2014-06-11,90,19.0,,0.19,17.1
2014-06-12,89,19.0,,0.19,16.91
2014-06-13,80,19.0,,0.19,15.2
2014-06-14,59,19.0,,0.19,11.21
2014-06-15,59,19.0,,0.19,11.21
2014-06-16,79,19.0,,0.19,15.01
2014-06-17,81,19.0,,0.19,15.39
2014-06-18,76,19.0,,0.19,14.44
2014-06-19,86,19.0,,0.19,16.34
2014-06-20,74,19.0,,0.19,14.06
2014-06-21,56,19.0,,0.19,10.64
2014-06-22,68,19.0,,0.19,12.92
2014-06-23,89,19.0,,0.19,16.91
2014-06-24,87,19.0,,0.19,16.53
2014-06-25,80,19.0,,0.19,15.2
2014-06-26,80,19.0,,0.19,15.2
2014-06-27,72,19.0,,0.19,13.68
2014-06-28,51,19.0,,0.19,9.69
2014-06-29,62,19.0,,0.19,11.78
2014-06-30,78,19.0,,0.19,14.82
2014-07-01,85,19.0,False,0.19,16.15
2014-07-02,79,19.0,,0.19,15.01
2014-07-03,72,19.0,,0.19,13.68
2014-07-04,55,19.0,,0.19,10.45
2014-07-05,57,19.0,,0.19,10.83
2014-07-06,59,19.0,,0.19,11.21
2014-07-07,78,19.0,,0.19,14.82
2014-07-08,79,19.0,,0.19,15.01
2014-07-09,79,19.0,,0.19,15.01
2014-07-10,78,19.0,,0.19,14.82
2014-07-11,69,19.0,,0.19,13.11
2014-07-12,46,19.0,,0.19,8.74
2014-07-13,47,19.0,,0.19,8.93
2014-07-14,83,19.0,,0.19,15.77
2014-07-15,72,19.0,,0.19,13.68
2014-07-16,100,19.0,,0.19,19.0
2014-07-17,77,19.0,,0.19,14.63
2014-07-18,70,19.0,,0.19,13.3
2014-07-19,58,19.0,,0.19,11.02
2014-07-20,56,19.0,,0.19,10.64
2014-07-21,84,19.0,,0.19,15.96
2014-07-22,90,19.0,,0.19,17.1
2014-07-23,83,19.0,,0.19,15.77
2014-07-24,97,19.0,,0.19,18.43
2014-07-25,77,19.0,,0.19,14.63
2014-07-26,61,19.0,,0.19,11.59
2014-07-27,61,19.0,,0.19,11.59
2014-07-28,91,19.0,,0.19,17.29
2014-07-29,82,19.0,,0.19,15.58
2014-07-30,71,19.0,,0.19,13.49
2014-07-31,96,19.0,,0.19,18.240000000000002
2014-08-01,96,18.0,False,0.18,17.28
2014-08-02,75,18.0,,0.18,13.5
2014-08-03,71,18.0,,0.18,12.78
2014-08-04,97,18.0,,0.18,17.46
2014-08-05,100,18.0,,0.18,18.0
2014-08-06,73,18.0,,0.18,13.139999999999999
2014-08-07,91,18.0,,0.18,16.38
2014-08-08,79,18.0,,0.18,14.219999999999999
2014-08-09,64,18.0,,0.18,11.52
2014-08-10,65,18.0,,0.18,11.7
2014-08-11,79,18.0,,0.18,14.219999999999999
2014-08-12,70,18.0,,0.18,12.6
2014-08-13,80,18.0,,0.18,14.399999999999999
2014-08-14,81,18.0,,0.18,14.58
2014-08-15,80,18.0,,0.18,14.399999999999999
2014-08-16,51,18.0,,0.18,9.18
2014-08-17,58,18.0,,0.18,10.44
2014-08-18,88,18.0,,0.18,15.84
2014-08-19,91,18.0,,0.18,16.38
2014-08-20,80,18.0,,0.18,14.399999999999999
2014-08-21,95,18.0,,0.18,17.099999999999998
2014-08-22,86,18.0,,0.18,15.479999999999999
2014-08-23,64,18.0,,0.18,11.52
2014-08-24,52,18.0,,0.18,9.36
2014-08-25,81,18.0,,0.18,14.58
2014-08-26,85,18.0,,0.18,15.299999999999999
2014-08-27,81,18.0,,0.18,14.58
2014-08-28,75,18.0,,0.18,13.5
2014-08-29,89,18.0,,0.18,16.02
2014-08-30,70,18.0,,0.18,12.6
2014-08-31,66,18.0,,0.18,11.879999999999999
2014-09-01,49,22.0,False,0.22,10.78
2014-09-02,72,22.0,,0.22,15.84
2014-09-03,81,22.0,,0.22,17.82
2014-09-04,78,22.0,,0.22,17.16
2014-09-05,79,22.0,,0.22,17.38
2014-09-06,60,22.0,,0.22,13.2
2014-09-07,38,22.0,,0.22,8.36
2014-09-08,70,22.0,,0.22,15.4
2014-09-09,91,22.0,,0.22,20.02
2014-09-10,88,22.0,,0.22,19.36
2014-09-11,84,22.0,,0.22,18.48
2014-09-12,83,22.0,,0.22,18.26
2014-09-13,57,22.0,,0.22,12.540000000000001
2014-09-14,50,22.0,,0.22,11.0
2014-09-15,89,22.0,,0.22,19.580000000000002
2014-09-16,96,22.0,,0.22,21.12
2014-09-17,87,22.0,,0.22,19.14
2014-09-18,87,22.0,,0.22,19.14
2014-09-19,100,22.0,,0.22,22.0
2014-09-20,69,22.0,,0.22,15.18
2014-09-21,62,22.0,,0.22,13.64
2014-09-22,91,22.0,,0.22,20.02
2014-09-23,97,22.0,,0.22,21.34
2014-09-24,90,22.0,,0.22,19.8
2014-09-25,88,22.0,,0.22,19.36
2014-09-26,82,22.0,,0.22,18.04
2014-09-27,53,22.0,,0.22,11.66
2014-09-28,62,22.0,,0.22,13.64
2014-09-29,81,22.0,,0.22,17.82
2014-09-30,94,22.0,,0.22,20.68
2014-10-01,81,24.0,False,0.24,19.439999999999998
2014-10-02,73,24.0,,0.24,17.52
2014-10-03,74,24.0,,0.24,17.759999999999998
2014-10-04,48,24.0,,0.24,11.52
2014-10-05,42,24.0,,0.24,10.08
2014-10-06,73,24.0,,0.24,17.52
2014-10-07,82,24.0,,0.24,19.68
2014-10-08,69,24.0,,0.24,16.56
2014-10-09,79,24.0,,0.24,18.96
2014-10-10,78,24.0,,0.24,18.72
2014-10-11,42,24.0,,0.24,10.08
2014-10-12,49,24.0,,0.24,11.76
2014-10-13,72,24.0,,0.24,17.28
2014-10-14,85,24.0,,0.24,20.4
2014-10-15,100,24.0,,0.24,24.0
2014-10-16,88,24.0,,0.24,21.119999999999997
2014-10-17,83,24.0,,0.24,19.919999999999998
2014-10-18,50,24.0,,0.24,12.0
2014-10-19,47,24.0,,0.24,11.28
2014-10-20,67,24.0,,0.24,16.08
2014-10-21,84,24.0,,0.24,20.16
2014-10-22,93,24.0,,0.24,22.32
2014-10-23,84,24.0,,0.24,20.16
2014-10-24,72,24.0,,0.24,17.28
2014-10-25,46,24.0,,0.24,11.04
2014-10-26,41,24.0,,0.24,9.84
2014-10-27,69,24.0,,0.24,16.56
2014-10-28,67,24.0,,0.24,16.08
2014-10-29,80,24.0,,0.24,19.2
2014-10-30,71,24.0,,0.24,17.04
2014-10-31,72,24.0,,0.24,17.28
2014-11-01,69,23.0,False,0.23,15.870000000000001
2014-11-02,63,23.0,,0.23,14.49
2014-11-03,93,23.0,,0.23,21.39
2014-11-04,92,23.0,,0.23,21.16
2014-11-05,100,23.0,,0.23,23.0
2014-11-06,100,23.0,,0.23,23.0
2014-11-07,93,23.0,,0.23,21.39
2014-11-08,52,23.0,,0.23,11.96
2014-11-09,63,23.0,,0.23,14.49
2014-11-10,75,23.0,,0.23,17.25
2014-11-11,82,23.0,,0.23,18.86
2014-11-12,96,23.0,,0.23,22.080000000000002
2014-11-13,94,23.0,,0.23,21.62
2014-11-14,82,23.0,,0.23,18.86
2014-11-15,56,23.0,,0.23,12.88
2014-11-16,57,23.0,,0.23,13.110000000000001
2014-11-17,93,23.0,,0.23,21.39
2014-11-18,90,23.0,,0.23,20.7
2014-11-19,87,23.0,,0.23,20.01
2014-11-20,92,23.0,,0.23,21.16
2014-11-21,85,23.0,,0.23,19.55
2014-11-22,61,23.0,,0.23,14.030000000000001
2014-11-23,62,23.0,,0.23,14.26
2014-11-24,85,23.0,,0.23,19.55
2014-11-25,79,23.0,,0.23,18.17
2014-11-26,69,23.0,,0.23,15.870000000000001
2014-11-27,46,23.0,,0.23,10.58
2014-11-28,63,23.0,,0.23,14.49
2014-11-29,65,23.0,,0.23,14.950000000000001
2014-11-30,63,23.0,,0.23,14.49
2014-12-01,72,25.0,False,0.25,18.0
2014-12-02,74,25.0,,0.25,18.5
2014-12-03,68,25.0,,0.25,17.0
2014-12-04,77,25.0,,0.25,19.25
2014-12-05,71,25.0,,0.25,17.75
2014-12-06,49,25.0,,0.25,12.25
2014-12-07,46,25.0,,0.25,11.5
2014-12-08,72,25.0,,0.25,18.0
2014-12-09,70,25.0,,0.25,17.5
2014-12-10,67,25.0,,0.25,16.75
2014-12-11,72,25.0,,0.25,18.0
2014-12-12,77,25.0,,0.25,19.25
2014-12-13,51,25.0,,0.25,12.75
2014-12-14,58,25.0,,0.25,14.5
2014-12-15,99,25.0,,0.25,24.75
2014-12-16,100,25.0,,0.25,25.0
2014-12-17,91,25.0,,0.25,22.75
2014-12-18,81,25.0,,0.25,20.25
2014-12-19,78,25.0,,0.25,19.5
2014-12-20,58,25.0,,0.25,14.5
2014-12-21,47,25.0,,0.25,11.75
2014-12-22,72,25.0,,0.25,18.0
2014-12-23,77,25.0,,0.25,19.25
2014-12-24,64,25.0,,0.25,16.0
2014-12-25,42,25.0,,0.25,10.5
2014-12-26,68,25.0,,0.25,17.0
2014-12-27,57,25.0,,0.25,14.25
2014-12-28,58,25.0,,0.25,14.5
2014-12-29,79,25.0,,0.25,19.75
2014-12-30,73,25.0,,0.25,18.25
2014-12-31,71,25.0,,0.25,17.75
2015-01-01,59,26.0,False,0.26,15.34
2015-01-02,72,26.0,,0.26,18.72
2015-01-03,67,26.0,,0.26,17.42
2015-01-04,55,26.0,,0.26,14.3
2015-01-05,85,26.0,,0.26,22.1
2015-01-06,100,26.0,,0.26,26.0
2015-01-07,85,26.0,,0.26,22.1
2015-01-08,94,26.0,,0.26,24.44
2015-01-09,94,26.0,,0.26,24.44
2015-01-10,62,26.0,,0.26,16.12
2015-01-11,51,26.0,,0.26,13.26
2015-01-12,82,26.0,,0.26,21.32
2015-01-13,81,26.0,,0.26,21.060000000000002
2015-01-14,87,26.0,,0.26,22.62
2015-01-15,85,26.0,,0.26,22.1
2015-01-16,79,26.0,,0.26,20.54
2015-01-17,52,26.0,,0.26,13.52
2015-01-18,58,26.0,,0.26,15.08
2015-01-19,66,26.0,,0.26,17.16
2015-01-20,79,26.0,,0.26,20.54
2015-01-21,81,26.0,,0.26,21.060000000000002
2015-01-22,79,26.0,,0.26,20.54
2015-01-23,78,26.0,,0.26,20.28
2015-01-24,61,26.0,,0.26,15.860000000000001
2015-01-25,57,26.0,,0.26,14.82
2015-01-26,72,26.0,,0.26,18.72
2015-01-27,82,26.0,,0.26,21.32
2015-01-28,86,26.0,,0.26,22.36
2015-01-29,84,26.0,,0.26,21.84
2015-01-30,93,26.0,,0.26,24.18
2015-01-31,54,26.0,,0.26,14.040000000000001
2015-02-01,52,26.0,False,0.26,13.52
2015-02-02,80,26.0,,0.26,20.8
2015-02-03,100,26.0,,0.26,26.0
2015-02-04,91,26.0,,0.26,23.66
2015-02-05,95,26.0,,0.26,24.7
2015-02-06,91,26.0,,0.26,23.66
2015-02-07,53,26.0,,0.26,13.780000000000001
2015-02-08,54,26.0,,0.26,14.040000000000001
2015-02-09,87,26.0,,0.26,22.62
2015-02-10,92,26.0,,0.26,23.92
2015-02-11,87,26.0,,0.26,22.62
2015-02-12,99,26.0,,0.26,25.740000000000002
2015-02-13,92,26.0,,0.26,23.92
2015-02-14,54,26.0,,0.26,14.040000000000001
2015-02-15,67,26.0,,0.26,17.42
2015-02-16,58,26.0,,0.26,15.08
2015-02-17,88,26.0,,0.26,22.880000000000003
2015-02-18,80,26.0,,0.26,20.8
2015-02-19,82,26.0,,0.26,21.32
2015-02-20,83,26.0,,0.26,21.580000000000002
2015-02-21,69,26.0,,0.26,17.94
2015-02-22,60,26.0,,0.26,15.600000000000001
2015-02-23,86,26.0,,0.26,22.36
2015-02-24,91,26.0,,0.26,23.66
2015-02-25,94,26.0,,0.26,24.44
2015-02-26,88,26.0,,0.26,22.880000000000003
2015-02-27,79,26.0,,0.26,20.54
2015-02-28,52,26.0,,0.26,13.52
2015-03-01,66,24.0,False,0.24,15.84
2015-03-02,96,24.0,,0.24,23.04
2015-03-03,97,24.0,,0.24,23.279999999999998
2015-03-04,99,24.0,,0.24,23.759999999999998
2015-03-05,93,24.0,,0.24,22.32
2015-03-06,98,24.0,,0.24,23.52
2015-03-07,68,24.0,,0.24,16.32
2015-03-08,70,24.0,,0.24,16.8
2015-03-09,91,24.0,,0.24,21.84
2015-03-10,100,24.0,,0.24,24.0
2015-03-11,98,24.0,,0.24,23.52
2015-03-12,93,24.0,,0.24,22.32
2015-03-13,85,24.0,,0.24,20.4
2015-03-14,74,24.0,,0.24,17.759999999999998
2015-03-15,58,24.0,,0.24,13.92
2015-03-16,83,24.0,,0.24,19.919999999999998
2015-03-17,97,24.0,,0.24,23.279999999999998
2015-03-18,99,24.0,,0.24,23.759999999999998
2015-03-19,96,24.0,,0.24,23.04
2015-03-20,94,24.0,,0.24,22.56
2015-03-21,56,24.0,,0.24,13.44
2015-03-22,59,24.0,,0.24,14.16
2015-03-23,91,24.0,,0.24,21.84
2015-03-24,95,24.0,,0.24,22.8
2015-03-25,85,24.0,,0.24,20.4
2015-03-26,92,24.0,,0.24,22.08
2015-03-27,84,24.0,,0.24,20.16
2015-03-28,59,24.0,,0.24,14.16
2015-03-29,61,24.0,,0.24,14.639999999999999
2015-03-30,87,24.0,,0.24,20.88
2015-03-31,91,24.0,,0.24,21.84
2015-04-01,76,23.0,False,0.23,17.48
2015-04-02,88,23.0,,0.23,20.240000000000002
2015-04-03,61,23.0,,0.23,14.030000000000001
2015-04-04,43,23.0,,0.23,9.89
2015-04-05,48,23.0,,0.23,11.040000000000001
2015-04-06,81,23.0,,0.23,18.630000000000003
2015-04-07,83,23.0,,0.23,19.09
2015-04-08,86,23.0,,0.23,19.78
2015-04-09,90,23.0,,0.23,20.7
2015-04-10,82,23.0,,0.23,18.86
2015-04-11,54,23.0,,0.23,12.42
2015-04-12,55,23.0,,0.23,12.65
2015-04-13,72,23.0,,0.23,16.560000000000002
2015-04-14,90,23.0,,0.23,20.7
2015-04-15,81,23.0,,0.23,18.630000000000003
2015-04-16,85,23.0,,0.23,19.55
2015-04-17,79,23.0,,0.23,18.17
2015-04-18,55,23.0,,0.23,12.65
2015-04-19,60,23.0,,0.23,13.8
2015-04-20,71,23.0,,0.23,16.330000000000002
2015-04-21,86,23.0,,0.23,19.78
2015-04-22,93,23.0,,0.23,21.39
2015-04-23,100,23.0,,0.23,23.0
2015-04-24,87,23.0,,0.23,20.01
2015-04-25,48,23.0,,0.23,11.040000000000001
2015-04-26,57,23.0,,0.23,13.110000000000001
2015-04-27,85,23.0,,0.23,19.55
2015-04-28,77,23.0,,0.23,17.71
2015-04-29,83,23.0,,0.23,19.09
2015-04-30,67,23.0,,0.23,15.41
2015-05-01,85,19.0,False,0.19,16.15
2015-05-02,53,19.0,,0.19,10.07
2015-05-03,44,19.0,,0.19,8.36
2015-05-04,88,19.0,,0.19,16.72
2015-05-05,81,19.0,,0.19,15.39
2015-05-06,90,19.0,,0.19,17.1
2015-05-07,100,19.0,,0.19,19.0
2015-05-08,97,19.0,,0.19,18.43
2015-05-09,50,19.0,,0.19,9.5
2015-05-10,55,19.0,,0.19,10.45
2015-05-11,85,19.0,,0.19,16.15
2015-05-12,90,19.0,,0.19,17.1
2015-05-13,82,19.0,,0.19,15.58
2015-05-14,87,19.0,,0.19,16.53
2015-05-15,86,19.0,,0.19,16.34
2015-05-16,58,19.0,,0.19,11.02
2015-05-17,63,19.0,,0.19,11.97
2015-05-18,79,19.0,,0.19,15.01
2015-05-19,87,19.0,,0.19,16.53
2015-05-20,92,19.0,,0.19,17.48
2015-05-21,93,19.0,,0.19,17.67
2015-05-22,77,19.0,,0.19,14.63
2015-05-23,44,19.0,,0.19,8.36
2015-05-24,53,19.0,,0.19,10.07
2015-05-25,58,19.0,,0.19,11.02
2015-05-26,67,19.0,,0.19,12.73
2015-05-27,82,19.0,,0.19,15.58
2015-05-28,93,19.0,,0.19,17.67
2015-05-29,84,19.0,,0.19,15.96
2015-05-30,58,19.0,,0.19,11.02
2015-05-31,47,19.0,,0.19,8.93
2015-06-01,89,19.0,False,0.19,16.91
2015-06-02,79,19.0,,0.19,15.01
2015-06-03,87,19.0,,0.19,16.53
2015-06-04,78,19.0,,0.19,14.82
2015-06-05,73,19.0,,0.19,13.870000000000001
2015-06-06,53,19.0,,0.19,10.07
2015-06-07,53,19.0,,0.19,10.07
2015-06-08,71,19.0,,0.19,13.49
2015-06-09,80,19.0,,0.19,15.2
2015-06-10,94,19.0,,0.19,17.86
2015-06-11,89,19.0,,0.19,16.91
2015-06-12,85,19.0,,0.19,16.15
2015-06-13,50,19.0,,0.19,9.5
2015-06-14,52,19.0,,0.19,9.88
2015-06-15,74,19.0,,0.19,14.06
2015-06-16,75,19.0,,0.19,14.25
2015-06-17,77,19.0,,0.19,14.63
2015-06-18,89,19.0,,0.19,16.91
2015-06-19,76,19.0,,0.19,14.44
2015-06-20,57,19.0,,0.19,10.83
2015-06-21,58,19.0,,0.19,11.02
2015-06-22,90,19.0,,0.19,17.1
2015-06-23,86,19.0,,0.19,16.34
2015-06-24,92,19.0,,0.19,17.48
2015-06-25,74,19.0,,0.19,14.06
2015-06-26,77,19.0,,0.19,14.63
2015-06-27,63,19.0,,0.19,11.97
2015-06-28,58,19.0,,0.19,11.02
2015-06-29,95,19.0,,0.19,18.05
2015-06-30,100,19.0,,0.19,19.0
2015-07-01,82,21.0,False,0.21,17.22
2015-07-02,90,21.0,,0.21,18.9
2015-07-03,70,21.0,,0.21,14.7
2015-07-04,38,21.0,,0.21,7.9799999999999995
2015-07-05,42,21.0,,0.21,8.82
2015-07-06,64,21.0,,0.21,13.44
2015-07-07,73,21.0,,0.21,15.33
2015-07-08,100,21.0,,0.21,21.0
2015-07-09,96,21.0,,0.21,20.16
2015-07-10,72,21.0,,0.21,15.12
2015-07-11,40,21.0,,0.21,8.4
2015-07-12,54,21.0,,0.21,11.34
2015-07-13,60,21.0,,0.21,12.6
2015-07-14,76,21.0,,0.21,15.959999999999999
2015-07-15,67,21.0,,0.21,14.07
2015-07-16,73,21.0,,0.21,15.33
2015-07-17,67,21.0,,0.21,14.07
2015-07-18,47,21.0,,0.21,9.87
2015-07-19,53,21.0,,0.21,11.129999999999999
2015-07-20,75,21.0,,0.21,15.75
2015-07-21,77,21.0,,0.21,16.169999999999998
2015-07-22,66,21.0,,0.21,13.86
2015-07-23,76,21.0,,0.21,15.959999999999999
2015-07-24,69,21.0,,0.21,14.49
2015-07-25,44,21.0,,0.21,9.24
2015-07-26,65,21.0,,0.21,13.65
2015-07-27,69,21.0,,0.21,14.49
2015-07-28,70,21.0,,0.21,14.7
2015-07-29,80,21.0,,0.21,16.8
2015-07-30,80,21.0,,0.21,16.8
2015-07-31,71,21.0,,0.21,14.91
