date,short selling_unscaled,short selling_monthly,isPartial,scale,short selling
2017-03-27,79,39.0,,0.39,30.810000000000002
2017-03-28,62,39.0,,0.39,24.18
2017-03-29,36,39.0,,0.39,14.040000000000001
2017-03-30,81,39.0,,0.39,31.59
2017-03-31,36,39.0,,0.39,14.040000000000001
2017-04-01,85,28.0,False,0.28,23.8
2017-04-02,34,28.0,,0.28,9.520000000000001
2017-04-03,69,28.0,,0.28,19.32
2017-04-04,35,28.0,,0.28,9.8
2017-04-05,70,28.0,,0.28,19.6
2017-04-06,35,28.0,,0.28,9.8
2017-04-07,44,28.0,,0.28,12.32
2017-04-08,17,28.0,,0.28,4.760000000000001
2017-04-09,35,28.0,,0.28,9.8
2017-04-10,64,28.0,,0.28,17.92
2017-04-11,100,28.0,,0.28,28.000000000000004
2017-04-12,29,28.0,,0.28,8.120000000000001
2017-04-13,51,28.0,,0.28,14.280000000000001
2017-04-14,24,28.0,,0.28,6.720000000000001
2017-04-15,0,28.0,,0.28,0.0
2017-04-16,46,28.0,,0.28,12.88
2017-04-17,71,28.0,,0.28,19.880000000000003
2017-04-18,77,28.0,,0.28,21.560000000000002
2017-04-19,42,28.0,,0.28,11.760000000000002
2017-04-20,86,28.0,,0.28,24.080000000000002
2017-04-21,37,28.0,,0.28,10.360000000000001
2017-04-22,26,28.0,,0.28,7.280000000000001
2017-04-23,52,28.0,,0.28,14.560000000000002
2017-04-24,63,28.0,,0.28,17.64
2017-04-25,21,28.0,,0.28,5.880000000000001
2017-04-26,76,28.0,,0.28,21.28
2017-04-27,42,28.0,,0.28,11.760000000000002
2017-04-28,58,28.0,,0.28,16.240000000000002
2017-04-29,17,28.0,,0.28,4.760000000000001
2017-04-30,51,28.0,,0.28,14.280000000000001
2017-05-01,83,29.0,False,0.29,24.069999999999997
2017-05-02,100,29.0,,0.29,28.999999999999996
2017-05-03,67,29.0,,0.29,19.43
2017-05-04,85,29.0,,0.29,24.65
2017-05-05,18,29.0,,0.29,5.22
2017-05-06,21,29.0,,0.29,6.09
2017-05-07,62,29.0,,0.29,17.98
2017-05-08,34,29.0,,0.29,9.86
2017-05-09,68,29.0,,0.29,19.72
2017-05-10,69,29.0,,0.29,20.009999999999998
2017-05-11,70,29.0,,0.29,20.299999999999997
2017-05-12,36,29.0,,0.29,10.44
2017-05-13,22,29.0,,0.29,6.38
2017-05-14,22,29.0,,0.29,6.38
2017-05-15,73,29.0,,0.29,21.169999999999998
2017-05-16,92,29.0,,0.29,26.68
2017-05-17,0,29.0,,0.29,0.0
2017-05-18,74,29.0,,0.29,21.459999999999997
2017-05-19,77,29.0,,0.29,22.33
2017-05-20,22,29.0,,0.29,6.38
2017-05-21,0,29.0,,0.29,0.0
2017-05-22,55,29.0,,0.29,15.95
2017-05-23,18,29.0,,0.29,5.22
2017-05-24,37,29.0,,0.29,10.729999999999999
2017-05-25,19,29.0,,0.29,5.51
2017-05-26,19,29.0,,0.29,5.51
2017-05-27,0,29.0,,0.29,0.0
2017-05-28,24,29.0,,0.29,6.959999999999999
2017-05-29,22,29.0,,0.29,6.38
2017-05-30,18,29.0,,0.29,5.22
2017-05-31,0,29.0,,0.29,0.0
2017-06-01,32,25.0,False,0.25,8.0
2017-06-02,44,25.0,,0.25,11.0
2017-06-03,38,25.0,,0.25,9.5
2017-06-04,100,25.0,,0.25,25.0
2017-06-05,73,25.0,,0.25,18.25
2017-06-06,51,25.0,,0.25,12.75
2017-06-07,93,25.0,,0.25,23.25
2017-06-08,31,25.0,,0.25,7.75
2017-06-09,22,25.0,,0.25,5.5
2017-06-10,25,25.0,,0.25,6.25
2017-06-11,26,25.0,,0.25,6.5
2017-06-12,52,25.0,,0.25,13.0
2017-06-13,51,25.0,,0.25,12.75
2017-06-14,0,25.0,,0.25,0.0
2017-06-15,32,25.0,,0.25,8.0
2017-06-16,65,25.0,,0.25,16.25
2017-06-17,25,25.0,,0.25,6.25
2017-06-18,51,25.0,,0.25,12.75
2017-06-19,62,25.0,,0.25,15.5
2017-06-20,60,25.0,,0.25,15.0
2017-06-21,80,25.0,,0.25,20.0
2017-06-22,41,25.0,,0.25,10.25
2017-06-23,61,25.0,,0.25,15.25
2017-06-24,36,25.0,,0.25,9.0
2017-06-25,51,25.0,,0.25,12.75
2017-06-26,42,25.0,,0.25,10.5
2017-06-27,22,25.0,,0.25,5.5
2017-06-28,56,25.0,,0.25,14.0
2017-06-29,44,25.0,,0.25,11.0
2017-06-30,91,25.0,,0.25,22.75
2017-07-01,0,25.0,False,0.25,0.0
2017-07-02,21,25.0,,0.25,5.25
2017-07-03,55,25.0,,0.25,13.75
2017-07-04,40,25.0,,0.25,10.0
2017-07-05,18,25.0,,0.25,4.5
2017-07-06,51,25.0,,0.25,12.75
2017-07-07,86,25.0,,0.25,21.5
2017-07-08,0,25.0,,0.25,0.0
2017-07-09,100,25.0,,0.25,25.0
2017-07-10,17,25.0,,0.25,4.25
2017-07-11,17,25.0,,0.25,4.25
2017-07-12,34,25.0,,0.25,8.5
2017-07-13,68,25.0,,0.25,17.0
2017-07-14,52,25.0,,0.25,13.0
2017-07-15,59,25.0,,0.25,14.75
2017-07-16,0,25.0,,0.25,0.0
2017-07-17,68,25.0,,0.25,17.0
2017-07-18,34,25.0,,0.25,8.5
2017-07-19,17,25.0,,0.25,4.25
2017-07-20,33,25.0,,0.25,8.25
2017-07-21,17,25.0,,0.25,4.25
2017-07-22,20,25.0,,0.25,5.0
2017-07-23,39,25.0,,0.25,9.75
2017-07-24,50,25.0,,0.25,12.5
2017-07-25,34,25.0,,0.25,8.5
2017-07-26,51,25.0,,0.25,12.75
2017-07-27,34,25.0,,0.25,8.5
2017-07-28,52,25.0,,0.25,13.0
2017-07-29,39,25.0,,0.25,9.75
2017-07-30,20,25.0,,0.25,5.0
2017-07-31,17,25.0,,0.25,4.25
2017-08-01,32,29.0,False,0.29,9.28
2017-08-02,16,29.0,,0.29,4.64
2017-08-03,98,29.0,,0.29,28.419999999999998
2017-08-04,0,29.0,,0.29,0.0
2017-08-05,59,29.0,,0.29,17.11
2017-08-06,60,29.0,,0.29,17.4
2017-08-07,0,29.0,,0.29,0.0
2017-08-08,47,29.0,,0.29,13.629999999999999
2017-08-09,16,29.0,,0.29,4.64
2017-08-10,84,29.0,,0.29,24.36
2017-08-11,34,29.0,,0.29,9.86
2017-08-12,39,29.0,,0.29,11.309999999999999
2017-08-13,20,29.0,,0.29,5.8
2017-08-14,17,29.0,,0.29,4.93
2017-08-15,100,29.0,,0.29,28.999999999999996
2017-08-16,50,29.0,,0.29,14.499999999999998
2017-08-17,50,29.0,,0.29,14.499999999999998
2017-08-18,33,29.0,,0.29,9.569999999999999
2017-08-19,0,29.0,,0.29,0.0
2017-08-20,19,29.0,,0.29,5.51
2017-08-21,92,29.0,,0.29,26.68
2017-08-22,33,29.0,,0.29,9.569999999999999
2017-08-23,33,29.0,,0.29,9.569999999999999
2017-08-24,49,29.0,,0.29,14.209999999999999
2017-08-25,50,29.0,,0.29,14.499999999999998
2017-08-26,19,29.0,,0.29,5.51
2017-08-27,37,29.0,,0.29,10.729999999999999
2017-08-28,48,29.0,,0.29,13.919999999999998
2017-08-29,16,29.0,,0.29,4.64
2017-08-30,64,29.0,,0.29,18.56
2017-08-31,49,29.0,,0.29,14.209999999999999
2017-09-01,43,24.0,False,0.24,10.32
2017-09-02,48,24.0,,0.24,11.52
2017-09-03,49,24.0,,0.24,11.76
2017-09-04,47,24.0,,0.24,11.28
2017-09-05,99,24.0,,0.24,23.759999999999998
2017-09-06,19,24.0,,0.24,4.56
2017-09-07,40,24.0,,0.24,9.6
2017-09-08,40,24.0,,0.24,9.6
2017-09-09,24,24.0,,0.24,5.76
2017-09-10,0,24.0,,0.24,0.0
2017-09-11,20,24.0,,0.24,4.8
2017-09-12,40,24.0,,0.24,9.6
2017-09-13,20,24.0,,0.24,4.8
2017-09-14,40,24.0,,0.24,9.6
2017-09-15,41,24.0,,0.24,9.84
2017-09-16,0,24.0,,0.24,0.0
2017-09-17,48,24.0,,0.24,11.52
2017-09-18,81,24.0,,0.24,19.439999999999998
2017-09-19,100,24.0,,0.24,24.0
2017-09-20,61,24.0,,0.24,14.639999999999999
2017-09-21,41,24.0,,0.24,9.84
2017-09-22,21,24.0,,0.24,5.04
2017-09-23,25,24.0,,0.24,6.0
2017-09-24,0,24.0,,0.24,0.0
2017-09-25,61,24.0,,0.24,14.639999999999999
2017-09-26,41,24.0,,0.24,9.84
2017-09-27,21,24.0,,0.24,5.04
2017-09-28,41,24.0,,0.24,9.84
2017-09-29,42,24.0,,0.24,10.08
2017-09-30,25,24.0,,0.24,6.0
2017-10-01,34,30.0,False,0.3,10.2
2017-10-02,27,30.0,,0.3,8.1
2017-10-03,69,30.0,,0.3,20.7
2017-10-04,83,30.0,,0.3,24.9
2017-10-05,100,30.0,,0.3,30.0
2017-10-06,58,30.0,,0.3,17.4
2017-10-07,17,30.0,,0.3,5.1
2017-10-08,16,30.0,,0.3,4.8
2017-10-09,27,30.0,,0.3,8.1
2017-10-10,68,30.0,,0.3,20.4
2017-10-11,0,30.0,,0.3,0.0
2017-10-12,55,30.0,,0.3,16.5
2017-10-13,29,30.0,,0.3,8.7
2017-10-14,34,30.0,,0.3,10.2
2017-10-15,17,30.0,,0.3,5.1
2017-10-16,14,30.0,,0.3,4.2
2017-10-17,28,30.0,,0.3,8.4
2017-10-18,70,30.0,,0.3,21.0
2017-10-19,58,30.0,,0.3,17.4
2017-10-20,29,30.0,,0.3,8.7
2017-10-21,53,30.0,,0.3,15.899999999999999
2017-10-22,50,30.0,,0.3,15.0
2017-10-23,14,30.0,,0.3,4.2
2017-10-24,28,30.0,,0.3,8.4
2017-10-25,84,30.0,,0.3,25.2
2017-10-26,99,30.0,,0.3,29.7
2017-10-27,59,30.0,,0.3,17.7
2017-10-28,34,30.0,,0.3,10.2
2017-10-29,34,30.0,,0.3,10.2
2017-10-30,14,30.0,,0.3,4.2
2017-10-31,29,30.0,,0.3,8.7
2017-11-01,74,29.0,False,0.29,21.459999999999997
2017-11-02,18,29.0,,0.29,5.22
2017-11-03,28,29.0,,0.29,8.12
2017-11-04,21,29.0,,0.29,6.09
2017-11-05,21,29.0,,0.29,6.09
2017-11-06,79,29.0,,0.29,22.91
2017-11-07,53,29.0,,0.29,15.37
2017-11-08,88,29.0,,0.29,25.52
2017-11-09,54,29.0,,0.29,15.659999999999998
2017-11-10,66,29.0,,0.29,19.139999999999997
2017-11-11,86,29.0,,0.29,24.939999999999998
2017-11-12,53,29.0,,0.29,15.37
2017-11-13,44,29.0,,0.29,12.76
2017-11-14,98,29.0,,0.29,28.419999999999998
2017-11-15,71,29.0,,0.29,20.59
2017-11-16,36,29.0,,0.29,10.44
2017-11-17,74,29.0,,0.29,21.459999999999997
2017-11-18,64,29.0,,0.29,18.56
2017-11-19,86,29.0,,0.29,24.939999999999998
2017-11-20,100,29.0,,0.29,28.999999999999996
2017-11-21,46,29.0,,0.29,13.34
2017-11-22,60,29.0,,0.29,17.4
2017-11-23,44,29.0,,0.29,12.76
2017-11-24,21,29.0,,0.29,6.09
2017-11-25,21,29.0,,0.29,6.09
2017-11-26,42,29.0,,0.29,12.18
2017-11-27,84,29.0,,0.29,24.36
2017-11-28,52,29.0,,0.29,15.079999999999998
2017-11-29,70,29.0,,0.29,20.299999999999997
2017-11-30,44,29.0,,0.29,12.76
2017-12-01,23,32.0,False,0.32,7.36
2017-12-02,27,32.0,,0.32,8.64
2017-12-03,27,32.0,,0.32,8.64
2017-12-04,11,32.0,,0.32,3.52
2017-12-05,0,32.0,,0.32,0.0
2017-12-06,55,32.0,,0.32,17.6
2017-12-07,56,32.0,,0.32,17.92
2017-12-08,23,32.0,,0.32,7.36
2017-12-09,41,32.0,,0.32,13.120000000000001
2017-12-10,13,32.0,,0.32,4.16
2017-12-11,34,32.0,,0.32,10.88
2017-12-12,100,32.0,,0.32,32.0
2017-12-13,34,32.0,,0.32,10.88
2017-12-14,46,32.0,,0.32,14.72
2017-12-15,48,32.0,,0.32,15.36
2017-12-16,42,32.0,,0.32,13.44
2017-12-17,0,32.0,,0.32,0.0
2017-12-18,23,32.0,,0.32,7.36
2017-12-19,12,32.0,,0.32,3.84
2017-12-20,12,32.0,,0.32,3.84
2017-12-21,0,32.0,,0.32,0.0
2017-12-22,39,32.0,,0.32,12.48
2017-12-23,43,32.0,,0.32,13.76
2017-12-24,0,32.0,,0.32,0.0
2017-12-25,0,32.0,,0.32,0.0
2017-12-26,41,32.0,,0.32,13.120000000000001
2017-12-27,0,32.0,,0.32,0.0
2017-12-28,13,32.0,,0.32,4.16
2017-12-29,52,32.0,,0.32,16.64
2017-12-30,41,32.0,,0.32,13.120000000000001
2017-12-31,14,32.0,,0.32,4.48
2018-01-01,23,35.0,False,0.35,8.049999999999999
2018-01-02,0,35.0,,0.35,0.0
2018-01-03,38,35.0,,0.35,13.299999999999999
2018-01-04,48,35.0,,0.35,16.799999999999997
2018-01-05,49,35.0,,0.35,17.15
2018-01-06,11,35.0,,0.35,3.8499999999999996
2018-01-07,22,35.0,,0.35,7.699999999999999
2018-01-08,74,35.0,,0.35,25.9
2018-01-09,28,35.0,,0.35,9.799999999999999
2018-01-10,9,35.0,,0.35,3.15
2018-01-11,57,35.0,,0.35,19.95
2018-01-12,28,35.0,,0.35,9.799999999999999
2018-01-13,11,35.0,,0.35,3.8499999999999996
2018-01-14,11,35.0,,0.35,3.8499999999999996
2018-01-15,30,35.0,,0.35,10.5
2018-01-16,0,35.0,,0.35,0.0
2018-01-17,18,35.0,,0.35,6.3
2018-01-18,28,35.0,,0.35,9.799999999999999
2018-01-19,29,35.0,,0.35,10.149999999999999
2018-01-20,0,35.0,,0.35,0.0
2018-01-21,33,35.0,,0.35,11.549999999999999
2018-01-22,9,35.0,,0.35,3.15
2018-01-23,36,35.0,,0.35,12.6
2018-01-24,19,35.0,,0.35,6.6499999999999995
2018-01-25,46,35.0,,0.35,16.099999999999998
2018-01-26,19,35.0,,0.35,6.6499999999999995
2018-01-27,45,35.0,,0.35,15.749999999999998
2018-01-28,100,35.0,,0.35,35.0
2018-01-29,46,35.0,,0.35,16.099999999999998
2018-01-30,54,35.0,,0.35,18.9
2018-01-31,46,35.0,,0.35,16.099999999999998
2018-02-01,75,49.0,False,0.49,36.75
2018-02-02,76,49.0,,0.49,37.24
2018-02-03,67,49.0,,0.49,32.83
2018-02-04,33,49.0,,0.49,16.169999999999998
2018-02-05,54,49.0,,0.49,26.46
2018-02-06,83,49.0,,0.49,40.67
2018-02-07,37,49.0,,0.49,18.13
2018-02-08,28,49.0,,0.49,13.719999999999999
2018-02-09,95,49.0,,0.49,46.55
2018-02-10,55,49.0,,0.49,26.95
2018-02-11,43,49.0,,0.49,21.07
2018-02-12,55,49.0,,0.49,26.95
2018-02-13,55,49.0,,0.49,26.95
2018-02-14,74,49.0,,0.49,36.26
2018-02-15,48,49.0,,0.49,23.52
2018-02-16,38,49.0,,0.49,18.62
2018-02-17,100,49.0,,0.49,49.0
2018-02-18,45,49.0,,0.49,22.05
2018-02-19,29,49.0,,0.49,14.209999999999999
2018-02-20,19,49.0,,0.49,9.31
2018-02-21,47,49.0,,0.49,23.03
2018-02-22,37,49.0,,0.49,18.13
2018-02-23,56,49.0,,0.49,27.439999999999998
2018-02-24,45,49.0,,0.49,22.05
2018-02-25,33,49.0,,0.49,16.169999999999998
2018-02-26,46,49.0,,0.49,22.54
2018-02-27,64,49.0,,0.49,31.36
2018-02-28,37,49.0,,0.49,18.13
2018-03-01,81,38.0,False,0.38,30.78
2018-03-02,76,38.0,,0.38,28.88
2018-03-03,50,38.0,,0.38,19.0
2018-03-04,40,38.0,,0.38,15.2
2018-03-05,100,38.0,,0.38,38.0
2018-03-06,66,38.0,,0.38,25.080000000000002
2018-03-07,33,38.0,,0.38,12.540000000000001
2018-03-08,59,38.0,,0.38,22.42
2018-03-09,61,38.0,,0.38,23.18
2018-03-10,61,38.0,,0.38,23.18
2018-03-11,40,38.0,,0.38,15.2
2018-03-12,42,38.0,,0.38,15.96
2018-03-13,59,38.0,,0.38,22.42
2018-03-14,34,38.0,,0.38,12.92
2018-03-15,43,38.0,,0.38,16.34
2018-03-16,79,38.0,,0.38,30.02
2018-03-17,40,38.0,,0.38,15.2
2018-03-18,72,38.0,,0.38,27.36
2018-03-19,42,38.0,,0.38,15.96
2018-03-20,42,38.0,,0.38,15.96
2018-03-21,92,38.0,,0.38,34.96
2018-03-22,26,38.0,,0.38,9.88
2018-03-23,26,38.0,,0.38,9.88
2018-03-24,62,38.0,,0.38,23.56
2018-03-25,72,38.0,,0.38,27.36
2018-03-26,43,38.0,,0.38,16.34
2018-03-27,87,38.0,,0.38,33.06
2018-03-28,89,38.0,,0.38,33.82
2018-03-29,71,38.0,,0.38,26.98
2018-03-30,57,38.0,,0.38,21.66
2018-03-31,42,38.0,,0.38,15.96
2018-04-01,32,32.0,False,0.32,10.24
2018-04-02,32,32.0,,0.32,10.24
2018-04-03,75,32.0,,0.32,24.0
2018-04-04,37,32.0,,0.32,11.84
2018-04-05,57,32.0,,0.32,18.240000000000002
2018-04-06,46,32.0,,0.32,14.72
2018-04-07,45,32.0,,0.32,14.4
2018-04-08,37,32.0,,0.32,11.84
2018-04-09,56,32.0,,0.32,17.92
2018-04-10,68,32.0,,0.32,21.76
2018-04-11,63,32.0,,0.32,20.16
2018-04-12,38,32.0,,0.32,12.16
2018-04-13,39,32.0,,0.32,12.48
2018-04-14,30,32.0,,0.32,9.6
2018-04-15,22,32.0,,0.32,7.04
2018-04-16,49,32.0,,0.32,15.68
2018-04-17,24,32.0,,0.32,7.68
2018-04-18,50,32.0,,0.32,16.0
2018-04-19,32,32.0,,0.32,10.24
2018-04-20,39,32.0,,0.32,12.48
2018-04-21,23,32.0,,0.32,7.36
2018-04-22,15,32.0,,0.32,4.8
2018-04-23,18,32.0,,0.32,5.76
2018-04-24,49,32.0,,0.32,15.68
2018-04-25,31,32.0,,0.32,9.92
2018-04-26,100,32.0,,0.32,32.0
2018-04-27,64,32.0,,0.32,20.48
2018-04-28,61,32.0,,0.32,19.52
2018-04-29,61,32.0,,0.32,19.52
2018-04-30,88,32.0,,0.32,28.16
2018-05-01,61,27.0,False,0.27,16.470000000000002
2018-05-02,92,27.0,,0.27,24.840000000000003
2018-05-03,70,27.0,,0.27,18.900000000000002
2018-05-04,32,27.0,,0.27,8.64
2018-05-05,56,27.0,,0.27,15.120000000000001
2018-05-06,19,27.0,,0.27,5.130000000000001
2018-05-07,23,27.0,,0.27,6.210000000000001
2018-05-08,100,27.0,,0.27,27.0
2018-05-09,39,27.0,,0.27,10.530000000000001
2018-05-10,47,27.0,,0.27,12.690000000000001
2018-05-11,24,27.0,,0.27,6.48
2018-05-12,38,27.0,,0.27,10.260000000000002
2018-05-13,19,27.0,,0.27,5.130000000000001
2018-05-14,40,27.0,,0.27,10.8
2018-05-15,69,27.0,,0.27,18.630000000000003
2018-05-16,16,27.0,,0.27,4.32
2018-05-17,31,27.0,,0.27,8.370000000000001
2018-05-18,40,27.0,,0.27,10.8
2018-05-19,19,27.0,,0.27,5.130000000000001
2018-05-20,47,27.0,,0.27,12.690000000000001
2018-05-21,31,27.0,,0.27,8.370000000000001
2018-05-22,46,27.0,,0.27,12.420000000000002
2018-05-23,63,27.0,,0.27,17.01
2018-05-24,25,27.0,,0.27,6.75
2018-05-25,34,27.0,,0.27,9.18
2018-05-26,20,27.0,,0.27,5.4
2018-05-27,59,27.0,,0.27,15.930000000000001
2018-05-28,56,27.0,,0.27,15.120000000000001
2018-05-29,47,27.0,,0.27,12.690000000000001
2018-05-30,39,27.0,,0.27,10.530000000000001
2018-05-31,56,27.0,,0.27,15.120000000000001
2018-06-01,51,29.0,False,0.29,14.79
2018-06-02,70,29.0,,0.29,20.299999999999997
2018-06-03,20,29.0,,0.29,5.8
2018-06-04,41,29.0,,0.29,11.889999999999999
2018-06-05,41,29.0,,0.29,11.889999999999999
2018-06-06,50,29.0,,0.29,14.499999999999998
2018-06-07,58,29.0,,0.29,16.82
2018-06-08,17,29.0,,0.29,4.93
2018-06-09,39,29.0,,0.29,11.309999999999999
2018-06-10,50,29.0,,0.29,14.499999999999998
2018-06-11,32,29.0,,0.29,9.28
2018-06-12,47,29.0,,0.29,13.629999999999999
2018-06-13,63,29.0,,0.29,18.27
2018-06-14,34,29.0,,0.29,9.86
2018-06-15,61,29.0,,0.29,17.689999999999998
2018-06-16,40,29.0,,0.29,11.6
2018-06-17,40,29.0,,0.29,11.6
2018-06-18,59,29.0,,0.29,17.11
2018-06-19,42,29.0,,0.29,12.18
2018-06-20,76,29.0,,0.29,22.04
2018-06-21,42,29.0,,0.29,12.18
2018-06-22,17,29.0,,0.29,4.93
2018-06-23,39,29.0,,0.29,11.309999999999999
2018-06-24,40,29.0,,0.29,11.6
2018-06-25,17,29.0,,0.29,4.93
2018-06-26,42,29.0,,0.29,12.18
2018-06-27,100,29.0,,0.29,28.999999999999996
2018-06-28,77,29.0,,0.29,22.33
2018-06-29,62,29.0,,0.29,17.98
2018-06-30,59,29.0,,0.29,17.11
2018-07-01,20,30.0,False,0.3,6.0
2018-07-02,85,30.0,,0.3,25.5
2018-07-03,0,30.0,,0.3,0.0
2018-07-04,100,30.0,,0.3,30.0
2018-07-05,19,30.0,,0.3,5.7
2018-07-06,85,30.0,,0.3,25.5
2018-07-07,79,30.0,,0.3,23.7
2018-07-08,40,30.0,,0.3,12.0
2018-07-09,33,30.0,,0.3,9.9
2018-07-10,66,30.0,,0.3,19.8
2018-07-11,47,30.0,,0.3,14.1
2018-07-12,52,30.0,,0.3,15.6
2018-07-13,54,30.0,,0.3,16.2
2018-07-14,20,30.0,,0.3,6.0
2018-07-15,0,30.0,,0.3,0.0
2018-07-16,69,30.0,,0.3,20.7
2018-07-17,51,30.0,,0.3,15.299999999999999
2018-07-18,17,30.0,,0.3,5.1
2018-07-19,17,30.0,,0.3,5.1
2018-07-20,35,30.0,,0.3,10.5
2018-07-21,40,30.0,,0.3,12.0
2018-07-22,59,30.0,,0.3,17.7
2018-07-23,68,30.0,,0.3,20.4
2018-07-24,67,30.0,,0.3,20.099999999999998
2018-07-25,68,30.0,,0.3,20.4
2018-07-26,69,30.0,,0.3,20.7
2018-07-27,35,30.0,,0.3,10.5
2018-07-28,80,30.0,,0.3,24.0
2018-07-29,20,30.0,,0.3,6.0
2018-07-30,17,30.0,,0.3,5.1
2018-07-31,34,30.0,,0.3,10.2
2018-08-01,17,37.0,False,0.37,6.29
2018-08-02,42,37.0,,0.37,15.54
2018-08-03,18,37.0,,0.37,6.66
2018-08-04,30,37.0,,0.37,11.1
2018-08-05,0,37.0,,0.37,0.0
2018-08-06,9,37.0,,0.37,3.33
2018-08-07,76,37.0,,0.37,28.12
2018-08-08,34,37.0,,0.37,12.58
2018-08-09,69,37.0,,0.37,25.53
2018-08-10,35,37.0,,0.37,12.95
2018-08-11,100,37.0,,0.37,37.0
2018-08-12,20,37.0,,0.37,7.4
2018-08-13,17,37.0,,0.37,6.29
2018-08-14,17,37.0,,0.37,6.29
2018-08-15,35,37.0,,0.37,12.95
2018-08-16,9,37.0,,0.37,3.33
2018-08-17,17,37.0,,0.37,6.29
2018-08-18,51,37.0,,0.37,18.87
2018-08-19,41,37.0,,0.37,15.17
2018-08-20,52,37.0,,0.37,19.24
2018-08-21,25,37.0,,0.37,9.25
2018-08-22,17,37.0,,0.37,6.29
2018-08-23,9,37.0,,0.37,3.33
2018-08-24,18,37.0,,0.37,6.66
2018-08-25,10,37.0,,0.37,3.7
2018-08-26,20,37.0,,0.37,7.4
2018-08-27,34,37.0,,0.37,12.58
2018-08-28,17,37.0,,0.37,6.29
2018-08-29,17,37.0,,0.37,6.29
2018-08-30,51,37.0,,0.37,18.87
2018-08-31,35,37.0,,0.37,12.95
2018-09-01,15,36.0,False,0.36,5.3999999999999995
2018-09-02,0,36.0,,0.36,0.0
2018-09-03,57,36.0,,0.36,20.52
2018-09-04,12,36.0,,0.36,4.32
2018-09-05,12,36.0,,0.36,4.32
2018-09-06,36,36.0,,0.36,12.959999999999999
2018-09-07,62,36.0,,0.36,22.32
2018-09-08,14,36.0,,0.36,5.04
2018-09-09,28,36.0,,0.36,10.08
2018-09-10,48,36.0,,0.36,17.28
2018-09-11,36,36.0,,0.36,12.959999999999999
2018-09-12,84,36.0,,0.36,30.24
2018-09-13,12,36.0,,0.36,4.32
2018-09-14,49,36.0,,0.36,17.64
2018-09-15,29,36.0,,0.36,10.44
2018-09-16,14,36.0,,0.36,5.04
2018-09-17,61,36.0,,0.36,21.96
2018-09-18,12,36.0,,0.36,4.32
2018-09-19,85,36.0,,0.36,30.599999999999998
2018-09-20,49,36.0,,0.36,17.64
2018-09-21,100,36.0,,0.36,36.0
2018-09-22,90,36.0,,0.36,32.4
2018-09-23,15,36.0,,0.36,5.3999999999999995
2018-09-24,37,36.0,,0.36,13.32
2018-09-25,84,36.0,,0.36,30.24
2018-09-26,73,36.0,,0.36,26.279999999999998
2018-09-27,61,36.0,,0.36,21.96
2018-09-28,51,36.0,,0.36,18.36
2018-09-29,30,36.0,,0.36,10.799999999999999
2018-09-30,44,36.0,,0.36,15.84
2018-10-01,62,37.0,False,0.37,22.94
2018-10-02,17,37.0,,0.37,6.29
2018-10-03,28,37.0,,0.37,10.36
2018-10-04,40,37.0,,0.37,14.8
2018-10-05,100,37.0,,0.37,37.0
2018-10-06,55,37.0,,0.37,20.35
2018-10-07,53,37.0,,0.37,19.61
2018-10-08,35,37.0,,0.37,12.95
2018-10-09,29,37.0,,0.37,10.73
2018-10-10,52,37.0,,0.37,19.24
2018-10-11,70,37.0,,0.37,25.9
2018-10-12,42,37.0,,0.37,15.54
2018-10-13,21,37.0,,0.37,7.77
2018-10-14,42,37.0,,0.37,15.54
2018-10-15,34,37.0,,0.37,12.58
2018-10-16,64,37.0,,0.37,23.68
2018-10-17,46,37.0,,0.37,17.02
2018-10-18,18,37.0,,0.37,6.66
2018-10-19,24,37.0,,0.37,8.879999999999999
2018-10-20,14,37.0,,0.37,5.18
2018-10-21,34,37.0,,0.37,12.58
2018-10-22,35,37.0,,0.37,12.95
2018-10-23,52,37.0,,0.37,19.24
2018-10-24,67,37.0,,0.37,24.79
2018-10-25,23,37.0,,0.37,8.51
2018-10-26,42,37.0,,0.37,15.54
2018-10-27,48,37.0,,0.37,17.759999999999998
2018-10-28,41,37.0,,0.37,15.17
2018-10-29,40,37.0,,0.37,14.8
2018-10-30,40,37.0,,0.37,14.8
2018-10-31,18,37.0,,0.37,6.66
2018-11-01,39,29.0,False,0.29,11.309999999999999
2018-11-02,25,29.0,,0.29,7.249999999999999
2018-11-03,15,29.0,,0.29,4.35
2018-11-04,0,29.0,,0.29,0.0
2018-11-05,45,29.0,,0.29,13.049999999999999
2018-11-06,48,29.0,,0.29,13.919999999999998
2018-11-07,64,29.0,,0.29,18.56
2018-11-08,24,29.0,,0.29,6.959999999999999
2018-11-09,100,29.0,,0.29,28.999999999999996
2018-11-10,73,29.0,,0.29,21.169999999999998
2018-11-11,0,29.0,,0.29,0.0
2018-11-12,73,29.0,,0.29,21.169999999999998
2018-11-13,47,29.0,,0.29,13.629999999999999
2018-11-14,25,29.0,,0.29,7.249999999999999
2018-11-15,24,29.0,,0.29,6.959999999999999
2018-11-16,50,29.0,,0.29,14.499999999999998
2018-11-17,44,29.0,,0.29,12.76
2018-11-18,14,29.0,,0.29,4.06
2018-11-19,63,29.0,,0.29,18.27
2018-11-20,50,29.0,,0.29,14.499999999999998
2018-11-21,40,29.0,,0.29,11.6
2018-11-22,29,29.0,,0.29,8.41
2018-11-23,28,29.0,,0.29,8.12
