date,short selling_unscaled,short selling_monthly,isPartial,scale,short selling
2015-07-24,46,29.0,,0.29,13.34
2015-07-25,83,29.0,,0.29,24.069999999999997
2015-07-26,28,29.0,,0.29,8.12
2015-07-27,44,29.0,,0.29,12.76
2015-07-28,33,29.0,,0.29,9.569999999999999
2015-07-29,44,29.0,,0.29,12.76
2015-07-30,44,29.0,,0.29,12.76
2015-07-31,69,29.0,,0.29,20.009999999999998
2015-08-01,44,31.0,False,0.31,13.64
2015-08-02,22,31.0,,0.31,6.82
2015-08-03,88,31.0,,0.31,27.28
2015-08-04,68,31.0,,0.31,21.08
2015-08-05,69,31.0,,0.31,21.39
2015-08-06,52,31.0,,0.31,16.12
2015-08-07,36,31.0,,0.31,11.16
2015-08-08,22,31.0,,0.31,6.82
2015-08-09,0,31.0,,0.31,0.0
2015-08-10,35,31.0,,0.31,10.85
2015-08-11,17,31.0,,0.31,5.27
2015-08-12,26,31.0,,0.31,8.06
2015-08-13,26,31.0,,0.31,8.06
2015-08-14,18,31.0,,0.31,5.58
2015-08-15,33,31.0,,0.31,10.23
2015-08-16,22,31.0,,0.31,6.82
2015-08-17,34,31.0,,0.31,10.54
2015-08-18,34,31.0,,0.31,10.54
2015-08-19,25,31.0,,0.31,7.75
2015-08-20,17,31.0,,0.31,5.27
2015-08-21,26,31.0,,0.31,8.06
2015-08-22,43,31.0,,0.31,13.33
2015-08-23,21,31.0,,0.31,6.51
2015-08-24,58,31.0,,0.31,17.98
2015-08-25,50,31.0,,0.31,15.5
2015-08-26,57,31.0,,0.31,17.669999999999998
2015-08-27,100,31.0,,0.31,31.0
2015-08-28,17,31.0,,0.31,5.27
2015-08-29,32,31.0,,0.31,9.92
2015-08-30,42,31.0,,0.31,13.02
2015-08-31,41,31.0,,0.31,12.709999999999999
2015-09-01,39,36.0,False,0.36,14.04
2015-09-02,0,36.0,,0.36,0.0
2015-09-03,59,36.0,,0.36,21.24
2015-09-04,21,36.0,,0.36,7.56
2015-09-05,52,36.0,,0.36,18.72
2015-09-06,54,36.0,,0.36,19.439999999999998
2015-09-07,24,36.0,,0.36,8.64
2015-09-08,39,36.0,,0.36,14.04
2015-09-09,39,36.0,,0.36,14.04
2015-09-10,19,36.0,,0.36,6.84
2015-09-11,20,36.0,,0.36,7.199999999999999
2015-09-12,50,36.0,,0.36,18.0
2015-09-13,0,36.0,,0.36,0.0
2015-09-14,19,36.0,,0.36,6.84
2015-09-15,38,36.0,,0.36,13.68
2015-09-16,77,36.0,,0.36,27.72
2015-09-17,0,36.0,,0.36,0.0
2015-09-18,20,36.0,,0.36,7.199999999999999
2015-09-19,26,36.0,,0.36,9.36
2015-09-20,74,36.0,,0.36,26.64
2015-09-21,19,36.0,,0.36,6.84
2015-09-22,19,36.0,,0.36,6.84
2015-09-23,58,36.0,,0.36,20.88
2015-09-24,97,36.0,,0.36,34.92
2015-09-25,80,36.0,,0.36,28.799999999999997
2015-09-26,26,36.0,,0.36,9.36
2015-09-27,100,36.0,,0.36,36.0
2015-09-28,38,36.0,,0.36,13.68
2015-09-29,37,36.0,,0.36,13.32
2015-09-30,19,36.0,,0.36,6.84
2015-10-01,16,31.0,False,0.31,4.96
2015-10-02,67,31.0,,0.31,20.77
2015-10-03,21,31.0,,0.31,6.51
2015-10-04,31,31.0,,0.31,9.61
2015-10-05,24,31.0,,0.31,7.4399999999999995
2015-10-06,24,31.0,,0.31,7.4399999999999995
2015-10-07,56,31.0,,0.31,17.36
2015-10-08,24,31.0,,0.31,7.4399999999999995
2015-10-09,50,31.0,,0.31,15.5
2015-10-10,43,31.0,,0.31,13.33
2015-10-11,22,31.0,,0.31,6.82
2015-10-12,51,31.0,,0.31,15.81
2015-10-13,56,31.0,,0.31,17.36
2015-10-14,63,31.0,,0.31,19.53
2015-10-15,40,31.0,,0.31,12.4
2015-10-16,100,31.0,,0.31,31.0
2015-10-17,43,31.0,,0.31,13.33
2015-10-18,52,31.0,,0.31,16.12
2015-10-19,32,31.0,,0.31,9.92
2015-10-20,39,31.0,,0.31,12.09
2015-10-21,24,31.0,,0.31,7.4399999999999995
2015-10-22,48,31.0,,0.31,14.879999999999999
2015-10-23,57,31.0,,0.31,17.669999999999998
2015-10-24,62,31.0,,0.31,19.22
2015-10-25,51,31.0,,0.31,15.81
2015-10-26,63,31.0,,0.31,19.53
2015-10-27,54,31.0,,0.31,16.74
2015-10-28,61,31.0,,0.31,18.91
2015-10-29,47,31.0,,0.31,14.57
2015-10-30,67,31.0,,0.31,20.77
2015-10-31,21,31.0,,0.31,6.51
2015-11-01,0,31.0,False,0.31,0.0
2015-11-02,22,31.0,,0.31,6.82
2015-11-03,54,31.0,,0.31,16.74
2015-11-04,55,31.0,,0.31,17.05
2015-11-05,100,31.0,,0.31,31.0
2015-11-06,68,31.0,,0.31,21.08
2015-11-07,86,31.0,,0.31,26.66
2015-11-08,57,31.0,,0.31,17.669999999999998
2015-11-09,55,31.0,,0.31,17.05
2015-11-10,65,31.0,,0.31,20.15
2015-11-11,46,31.0,,0.31,14.26
2015-11-12,69,31.0,,0.31,21.39
2015-11-13,70,31.0,,0.31,21.7
2015-11-14,57,31.0,,0.31,17.669999999999998
2015-11-15,43,31.0,,0.31,13.33
2015-11-16,44,31.0,,0.31,13.64
2015-11-17,65,31.0,,0.31,20.15
2015-11-18,44,31.0,,0.31,13.64
2015-11-19,67,31.0,,0.31,20.77
2015-11-20,23,31.0,,0.31,7.13
2015-11-21,43,31.0,,0.31,13.33
2015-11-22,28,31.0,,0.31,8.68
2015-11-23,45,31.0,,0.31,13.95
2015-11-24,46,31.0,,0.31,14.26
2015-11-25,49,31.0,,0.31,15.19
2015-11-26,29,31.0,,0.31,8.99
2015-11-27,54,31.0,,0.31,16.74
2015-11-28,28,31.0,,0.31,8.68
2015-11-29,28,31.0,,0.31,8.68
2015-11-30,84,31.0,,0.31,26.04
2015-12-01,43,33.0,False,0.33,14.190000000000001
2015-12-02,44,33.0,,0.33,14.520000000000001
2015-12-03,45,33.0,,0.33,14.850000000000001
2015-12-04,30,33.0,,0.33,9.9
2015-12-05,29,33.0,,0.33,9.57
2015-12-06,38,33.0,,0.33,12.540000000000001
2015-12-07,51,33.0,,0.33,16.830000000000002
2015-12-08,72,33.0,,0.33,23.76
2015-12-09,51,33.0,,0.33,16.830000000000002
2015-12-10,82,33.0,,0.33,27.060000000000002
2015-12-11,31,33.0,,0.33,10.23
2015-12-12,0,33.0,,0.33,0.0
2015-12-13,0,33.0,,0.33,0.0
2015-12-14,30,33.0,,0.33,9.9
2015-12-15,45,33.0,,0.33,14.850000000000001
2015-12-16,70,33.0,,0.33,23.1
2015-12-17,32,33.0,,0.33,10.56
2015-12-18,58,33.0,,0.33,19.14
2015-12-19,61,33.0,,0.33,20.130000000000003
2015-12-20,31,33.0,,0.33,10.23
2015-12-21,58,33.0,,0.33,19.14
2015-12-22,25,33.0,,0.33,8.25
2015-12-23,35,33.0,,0.33,11.55
2015-12-24,30,33.0,,0.33,9.9
2015-12-25,35,33.0,,0.33,11.55
2015-12-26,63,33.0,,0.33,20.790000000000003
2015-12-27,100,33.0,,0.33,33.0
2015-12-28,59,33.0,,0.33,19.470000000000002
2015-12-29,50,33.0,,0.33,16.5
2015-12-30,0,33.0,,0.33,0.0
2015-12-31,36,33.0,,0.33,11.88
2016-01-01,65,36.0,False,0.36,23.4
2016-01-02,47,36.0,,0.36,16.919999999999998
2016-01-03,79,36.0,,0.36,28.439999999999998
2016-01-04,58,36.0,,0.36,20.88
2016-01-05,87,36.0,,0.36,31.32
2016-01-06,68,36.0,,0.36,24.48
2016-01-07,77,36.0,,0.36,27.72
2016-01-08,59,36.0,,0.36,21.24
2016-01-09,100,36.0,,0.36,36.0
2016-01-10,52,36.0,,0.36,18.72
2016-01-11,28,36.0,,0.36,10.08
2016-01-12,28,36.0,,0.36,10.08
2016-01-13,66,36.0,,0.36,23.759999999999998
2016-01-14,53,36.0,,0.36,19.08
2016-01-15,77,36.0,,0.36,27.72
2016-01-16,67,36.0,,0.36,24.119999999999997
2016-01-17,43,36.0,,0.36,15.479999999999999
2016-01-18,79,36.0,,0.36,28.439999999999998
2016-01-19,56,36.0,,0.36,20.16
2016-01-20,84,36.0,,0.36,30.24
2016-01-21,28,36.0,,0.36,10.08
2016-01-22,48,36.0,,0.36,17.28
2016-01-23,33,36.0,,0.36,11.879999999999999
2016-01-24,76,36.0,,0.36,27.36
2016-01-25,47,36.0,,0.36,16.919999999999998
2016-01-26,47,36.0,,0.36,16.919999999999998
2016-01-27,94,36.0,,0.36,33.839999999999996
2016-01-28,28,36.0,,0.36,10.08
2016-01-29,58,36.0,,0.36,20.88
2016-01-30,23,36.0,,0.36,8.28
2016-01-31,67,36.0,,0.36,24.119999999999997
2016-02-01,58,40.0,False,0.4,23.200000000000003
2016-02-02,36,40.0,,0.4,14.4
2016-02-03,37,40.0,,0.4,14.8
2016-02-04,58,40.0,,0.4,23.200000000000003
2016-02-05,75,40.0,,0.4,30.0
2016-02-06,52,40.0,,0.4,20.8
2016-02-07,34,40.0,,0.4,13.600000000000001
2016-02-08,56,40.0,,0.4,22.400000000000002
2016-02-09,71,40.0,,0.4,28.400000000000002
2016-02-10,100,40.0,,0.4,40.0
2016-02-11,67,40.0,,0.4,26.8
2016-02-12,60,40.0,,0.4,24.0
2016-02-13,79,40.0,,0.4,31.6
2016-02-14,43,40.0,,0.4,17.2
2016-02-15,37,40.0,,0.4,14.8
2016-02-16,85,40.0,,0.4,34.0
2016-02-17,65,40.0,,0.4,26.0
2016-02-18,50,40.0,,0.4,20.0
2016-02-19,30,40.0,,0.4,12.0
2016-02-20,18,40.0,,0.4,7.2
2016-02-21,26,40.0,,0.4,10.4
2016-02-22,50,40.0,,0.4,20.0
2016-02-23,64,40.0,,0.4,25.6
2016-02-24,71,40.0,,0.4,28.400000000000002
2016-02-25,22,40.0,,0.4,8.8
2016-02-26,45,40.0,,0.4,18.0
2016-02-27,44,40.0,,0.4,17.6
2016-02-28,89,40.0,,0.4,35.6
2016-02-29,35,40.0,,0.4,14.0
2016-03-01,55,35.0,False,0.35,19.25
2016-03-02,42,35.0,,0.35,14.7
2016-03-03,71,35.0,,0.35,24.849999999999998
2016-03-04,58,35.0,,0.35,20.299999999999997
2016-03-05,17,35.0,,0.35,5.949999999999999
2016-03-06,17,35.0,,0.35,5.949999999999999
2016-03-07,28,35.0,,0.35,9.799999999999999
2016-03-08,56,35.0,,0.35,19.599999999999998
2016-03-09,43,35.0,,0.35,15.049999999999999
2016-03-10,29,35.0,,0.35,10.149999999999999
2016-03-11,15,35.0,,0.35,5.25
2016-03-12,17,35.0,,0.35,5.949999999999999
2016-03-13,34,35.0,,0.35,11.899999999999999
2016-03-14,28,35.0,,0.35,9.799999999999999
2016-03-15,58,35.0,,0.35,20.299999999999997
2016-03-16,100,35.0,,0.35,35.0
2016-03-17,29,35.0,,0.35,10.149999999999999
2016-03-18,30,35.0,,0.35,10.5
2016-03-19,51,35.0,,0.35,17.849999999999998
2016-03-20,68,35.0,,0.35,23.799999999999997
2016-03-21,14,35.0,,0.35,4.8999999999999995
2016-03-22,43,35.0,,0.35,15.049999999999999
2016-03-23,72,35.0,,0.35,25.2
2016-03-24,45,35.0,,0.35,15.749999999999998
2016-03-25,62,35.0,,0.35,21.7
2016-03-26,35,35.0,,0.35,12.25
2016-03-27,18,35.0,,0.35,6.3
2016-03-28,15,35.0,,0.35,5.25
2016-03-29,43,35.0,,0.35,15.049999999999999
2016-03-30,43,35.0,,0.35,15.049999999999999
2016-03-31,44,35.0,,0.35,15.399999999999999
2016-04-01,22,35.0,False,0.35,7.699999999999999
2016-04-02,17,35.0,,0.35,5.949999999999999
2016-04-03,17,35.0,,0.35,5.949999999999999
2016-04-04,21,35.0,,0.35,7.35
2016-04-05,42,35.0,,0.35,14.7
2016-04-06,36,35.0,,0.35,12.6
2016-04-07,100,35.0,,0.35,35.0
2016-04-08,45,35.0,,0.35,15.749999999999998
2016-04-09,34,35.0,,0.35,11.899999999999999
2016-04-10,68,35.0,,0.35,23.799999999999997
2016-04-11,35,35.0,,0.35,12.25
2016-04-12,42,35.0,,0.35,14.7
2016-04-13,36,35.0,,0.35,12.6
2016-04-14,29,35.0,,0.35,10.149999999999999
2016-04-15,90,35.0,,0.35,31.499999999999996
2016-04-16,18,35.0,,0.35,6.3
2016-04-17,63,35.0,,0.35,22.049999999999997
2016-04-18,43,35.0,,0.35,15.049999999999999
2016-04-19,50,35.0,,0.35,17.5
2016-04-20,43,35.0,,0.35,15.049999999999999
2016-04-21,42,35.0,,0.35,14.7
2016-04-22,73,35.0,,0.35,25.549999999999997
2016-04-23,18,35.0,,0.35,6.3
2016-04-24,44,35.0,,0.35,15.399999999999999
2016-04-25,71,35.0,,0.35,24.849999999999998
2016-04-26,49,35.0,,0.35,17.15
2016-04-27,14,35.0,,0.35,4.8999999999999995
2016-04-28,21,35.0,,0.35,7.35
2016-04-29,0,35.0,,0.35,0.0
2016-04-30,78,35.0,,0.35,27.299999999999997
2016-05-01,60,32.0,False,0.32,19.2
2016-05-02,75,32.0,,0.32,24.0
2016-05-03,100,32.0,,0.32,32.0
2016-05-04,50,32.0,,0.32,16.0
2016-05-05,51,32.0,,0.32,16.32
2016-05-06,63,32.0,,0.32,20.16
2016-05-07,63,32.0,,0.32,20.16
2016-05-08,95,32.0,,0.32,30.400000000000002
2016-05-09,43,32.0,,0.32,13.76
2016-05-10,59,32.0,,0.32,18.88
2016-05-11,26,32.0,,0.32,8.32
2016-05-12,35,32.0,,0.32,11.200000000000001
2016-05-13,26,32.0,,0.32,8.32
2016-05-14,0,32.0,,0.32,0.0
2016-05-15,84,32.0,,0.32,26.88
2016-05-16,52,32.0,,0.32,16.64
2016-05-17,59,32.0,,0.32,18.88
2016-05-18,51,32.0,,0.32,16.32
2016-05-19,70,32.0,,0.32,22.400000000000002
2016-05-20,54,32.0,,0.32,17.28
2016-05-21,32,32.0,,0.32,10.24
2016-05-22,21,32.0,,0.32,6.72
2016-05-23,52,32.0,,0.32,16.64
2016-05-24,35,32.0,,0.32,11.200000000000001
2016-05-25,35,32.0,,0.32,11.200000000000001
2016-05-26,54,32.0,,0.32,17.28
2016-05-27,37,32.0,,0.32,11.84
2016-05-28,22,32.0,,0.32,7.04
2016-05-29,33,32.0,,0.32,10.56
2016-05-30,41,32.0,,0.32,13.120000000000001
2016-05-31,35,32.0,,0.32,11.200000000000001
2016-06-01,0,30.0,False,0.3,0.0
2016-06-02,40,30.0,,0.3,12.0
2016-06-03,41,30.0,,0.3,12.299999999999999
2016-06-04,48,30.0,,0.3,14.399999999999999
2016-06-05,24,30.0,,0.3,7.199999999999999
2016-06-06,39,30.0,,0.3,11.7
2016-06-07,100,30.0,,0.3,30.0
2016-06-08,40,30.0,,0.3,12.0
2016-06-09,62,30.0,,0.3,18.599999999999998
2016-06-10,21,30.0,,0.3,6.3
2016-06-11,72,30.0,,0.3,21.599999999999998
2016-06-12,0,30.0,,0.3,0.0
2016-06-13,80,30.0,,0.3,24.0
2016-06-14,60,30.0,,0.3,18.0
2016-06-15,20,30.0,,0.3,6.0
2016-06-16,0,30.0,,0.3,0.0
2016-06-17,0,30.0,,0.3,0.0
2016-06-18,0,30.0,,0.3,0.0
2016-06-19,50,30.0,,0.3,15.0
2016-06-20,20,30.0,,0.3,6.0
2016-06-21,61,30.0,,0.3,18.3
2016-06-22,20,30.0,,0.3,6.0
2016-06-23,42,30.0,,0.3,12.6
2016-06-24,84,30.0,,0.3,25.2
2016-06-25,0,30.0,,0.3,0.0
2016-06-26,50,30.0,,0.3,15.0
2016-06-27,61,30.0,,0.3,18.3
2016-06-28,40,30.0,,0.3,12.0
2016-06-29,0,30.0,,0.3,0.0
2016-06-30,42,30.0,,0.3,12.6
2016-07-01,44,30.0,False,0.3,13.2
2016-07-02,0,30.0,,0.3,0.0
2016-07-03,0,30.0,,0.3,0.0
2016-07-04,0,30.0,,0.3,0.0
2016-07-05,22,30.0,,0.3,6.6
2016-07-06,43,30.0,,0.3,12.9
2016-07-07,86,30.0,,0.3,25.8
2016-07-08,0,30.0,,0.3,0.0
2016-07-09,50,30.0,,0.3,15.0
2016-07-10,100,30.0,,0.3,30.0
2016-07-11,22,30.0,,0.3,6.6
2016-07-12,64,30.0,,0.3,19.2
2016-07-13,88,30.0,,0.3,26.4
2016-07-14,61,30.0,,0.3,18.3
2016-07-15,0,30.0,,0.3,0.0
2016-07-16,25,30.0,,0.3,7.5
2016-07-17,0,30.0,,0.3,0.0
2016-07-18,21,30.0,,0.3,6.3
2016-07-19,42,30.0,,0.3,12.6
2016-07-20,43,30.0,,0.3,12.9
2016-07-21,22,30.0,,0.3,6.6
2016-07-22,44,30.0,,0.3,13.2
2016-07-23,0,30.0,,0.3,0.0
2016-07-24,75,30.0,,0.3,22.5
2016-07-25,42,30.0,,0.3,12.6
2016-07-26,64,30.0,,0.3,19.2
2016-07-27,21,30.0,,0.3,6.3
2016-07-28,42,30.0,,0.3,12.6
2016-07-29,43,30.0,,0.3,12.9
2016-07-30,74,30.0,,0.3,22.2
2016-07-31,25,30.0,,0.3,7.5
2016-08-01,20,19.0,False,0.19,3.8
2016-08-02,100,19.0,,0.19,19.0
2016-08-03,21,19.0,,0.19,3.99
2016-08-04,21,19.0,,0.19,3.99
2016-08-05,44,19.0,,0.19,8.36
2016-08-06,25,19.0,,0.19,4.75
2016-08-07,50,19.0,,0.19,9.5
2016-08-08,42,19.0,,0.19,7.98
2016-08-09,42,19.0,,0.19,7.98
2016-08-10,0,19.0,,0.19,0.0
2016-08-11,43,19.0,,0.19,8.17
2016-08-12,0,19.0,,0.19,0.0
2016-08-13,0,19.0,,0.19,0.0
2016-08-14,25,19.0,,0.19,4.75
2016-08-15,21,19.0,,0.19,3.99
2016-08-16,43,19.0,,0.19,8.17
2016-08-17,87,19.0,,0.19,16.53
2016-08-18,0,19.0,,0.19,0.0
2016-08-19,0,19.0,,0.19,0.0
2016-08-20,25,19.0,,0.19,4.75
2016-08-21,0,19.0,,0.19,0.0
2016-08-22,43,19.0,,0.19,8.17
2016-08-23,21,19.0,,0.19,3.99
2016-08-24,21,19.0,,0.19,3.99
2016-08-25,20,19.0,,0.19,3.8
2016-08-26,41,19.0,,0.19,7.79
2016-08-27,47,19.0,,0.19,8.93
2016-08-28,94,19.0,,0.19,17.86
2016-08-29,59,19.0,,0.19,11.21
2016-08-30,20,19.0,,0.19,3.8
2016-08-31,20,19.0,,0.19,3.8
2016-09-01,100,25.0,False,0.25,25.0
2016-09-02,43,25.0,,0.25,10.75
2016-09-03,59,25.0,,0.25,14.75
2016-09-04,0,25.0,,0.25,0.0
2016-09-05,28,25.0,,0.25,7.0
2016-09-06,41,25.0,,0.25,10.25
2016-09-07,40,25.0,,0.25,10.0
2016-09-08,49,25.0,,0.25,12.25
2016-09-09,33,25.0,,0.25,8.25
2016-09-10,19,25.0,,0.25,4.75
2016-09-11,19,25.0,,0.25,4.75
2016-09-12,64,25.0,,0.25,16.0
2016-09-13,40,25.0,,0.25,10.0
2016-09-14,49,25.0,,0.25,12.25
2016-09-15,24,25.0,,0.25,6.0
2016-09-16,51,25.0,,0.25,12.75
2016-09-17,29,25.0,,0.25,7.25
2016-09-18,28,25.0,,0.25,7.0
2016-09-19,32,25.0,,0.25,8.0
2016-09-20,56,25.0,,0.25,14.0
2016-09-21,65,25.0,,0.25,16.25
2016-09-22,41,25.0,,0.25,10.25
2016-09-23,50,25.0,,0.25,12.5
2016-09-24,30,25.0,,0.25,7.5
2016-09-25,29,25.0,,0.25,7.25
2016-09-26,32,25.0,,0.25,8.0
2016-09-27,48,25.0,,0.25,12.0
2016-09-28,24,25.0,,0.25,6.0
2016-09-29,32,25.0,,0.25,8.0
2016-09-30,58,25.0,,0.25,14.5
2016-10-01,0,24.0,False,0.24,0.0
2016-10-02,40,24.0,,0.24,9.6
2016-10-03,25,24.0,,0.24,6.0
2016-10-04,100,24.0,,0.24,24.0
2016-10-05,17,24.0,,0.24,4.08
2016-10-06,0,24.0,,0.24,0.0
2016-10-07,17,24.0,,0.24,4.08
2016-10-08,41,24.0,,0.24,9.84
2016-10-09,50,24.0,,0.24,12.0
2016-10-10,17,24.0,,0.24,4.08
2016-10-11,42,24.0,,0.24,10.08
2016-10-12,43,24.0,,0.24,10.32
2016-10-13,60,24.0,,0.24,14.399999999999999
2016-10-14,36,24.0,,0.24,8.64
2016-10-15,42,24.0,,0.24,10.08
2016-10-16,40,24.0,,0.24,9.6
2016-10-17,34,24.0,,0.24,8.16
2016-10-18,17,24.0,,0.24,4.08
2016-10-19,17,24.0,,0.24,4.08
2016-10-20,60,24.0,,0.24,14.399999999999999
2016-10-21,53,24.0,,0.24,12.719999999999999
2016-10-22,42,24.0,,0.24,10.08
2016-10-23,62,24.0,,0.24,14.879999999999999
2016-10-24,50,24.0,,0.24,12.0
2016-10-25,58,24.0,,0.24,13.92
2016-10-26,58,24.0,,0.24,13.92
2016-10-27,84,24.0,,0.24,20.16
2016-10-28,44,24.0,,0.24,10.559999999999999
2016-10-29,20,24.0,,0.24,4.8
2016-10-30,30,24.0,,0.24,7.199999999999999
2016-10-31,51,24.0,,0.24,12.24
2016-11-01,46,26.0,False,0.26,11.96
2016-11-02,26,26.0,,0.26,6.76
2016-11-03,0,26.0,,0.26,0.0
2016-11-04,74,26.0,,0.26,19.240000000000002
2016-11-05,0,26.0,,0.26,0.0
2016-11-06,42,26.0,,0.26,10.92
2016-11-07,52,26.0,,0.26,13.52
2016-11-08,67,26.0,,0.26,17.42
2016-11-09,63,26.0,,0.26,16.38
2016-11-10,36,26.0,,0.26,9.36
2016-11-11,0,26.0,,0.26,0.0
2016-11-12,21,26.0,,0.26,5.46
2016-11-13,63,26.0,,0.26,16.38
2016-11-14,44,26.0,,0.26,11.440000000000001
2016-11-15,17,26.0,,0.26,4.42
2016-11-16,35,26.0,,0.26,9.1
2016-11-17,27,26.0,,0.26,7.0200000000000005
2016-11-18,100,26.0,,0.26,26.0
2016-11-19,64,26.0,,0.26,16.64
2016-11-20,21,26.0,,0.26,5.46
2016-11-21,71,26.0,,0.26,18.46
2016-11-22,36,26.0,,0.26,9.36
2016-11-23,67,26.0,,0.26,17.42
2016-11-24,53,26.0,,0.26,13.780000000000001
2016-11-25,20,26.0,,0.26,5.2
2016-11-26,50,26.0,,0.26,13.0
2016-11-27,60,26.0,,0.26,15.600000000000001
2016-11-28,48,26.0,,0.26,12.48
2016-11-29,65,26.0,,0.26,16.900000000000002
2016-11-30,67,26.0,,0.26,17.42
2016-12-01,0,25.0,False,0.25,0.0
2016-12-02,16,25.0,,0.25,4.0
2016-12-03,19,25.0,,0.25,4.75
2016-12-04,18,25.0,,0.25,4.5
2016-12-05,14,25.0,,0.25,3.5
2016-12-06,90,25.0,,0.25,22.5
2016-12-07,63,25.0,,0.25,15.75
2016-12-08,63,25.0,,0.25,15.75
2016-12-09,0,25.0,,0.25,0.0
2016-12-10,19,25.0,,0.25,4.75
2016-12-11,0,25.0,,0.25,0.0
2016-12-12,76,25.0,,0.25,19.0
2016-12-13,63,25.0,,0.25,15.75
2016-12-14,16,25.0,,0.25,4.0
2016-12-15,65,25.0,,0.25,16.25
2016-12-16,67,25.0,,0.25,16.75
2016-12-17,19,25.0,,0.25,4.75
2016-12-18,58,25.0,,0.25,14.5
2016-12-19,100,25.0,,0.25,25.0
2016-12-20,34,25.0,,0.25,8.5
2016-12-21,35,25.0,,0.25,8.75
2016-12-22,54,25.0,,0.25,13.5
2016-12-23,0,25.0,,0.25,0.0
2016-12-24,20,25.0,,0.25,5.0
2016-12-25,44,25.0,,0.25,11.0
2016-12-26,39,25.0,,0.25,9.75
2016-12-27,35,25.0,,0.25,8.75
2016-12-28,17,25.0,,0.25,4.25
2016-12-29,17,25.0,,0.25,4.25
2016-12-30,18,25.0,,0.25,4.5
2016-12-31,0,25.0,,0.25,0.0
2017-01-01,0,26.0,False,0.26,0.0
2017-01-02,65,26.0,,0.26,16.900000000000002
2017-01-03,41,26.0,,0.26,10.66
2017-01-04,41,26.0,,0.26,10.66
2017-01-05,62,26.0,,0.26,16.12
2017-01-06,21,26.0,,0.26,5.46
2017-01-07,0,26.0,,0.26,0.0
2017-01-08,0,26.0,,0.26,0.0
2017-01-09,20,26.0,,0.26,5.2
2017-01-10,78,26.0,,0.26,20.28
2017-01-11,20,26.0,,0.26,5.2
2017-01-12,100,26.0,,0.26,26.0
2017-01-13,0,26.0,,0.26,0.0
2017-01-14,24,26.0,,0.26,6.24
2017-01-15,0,26.0,,0.26,0.0
2017-01-16,41,26.0,,0.26,10.66
2017-01-17,39,26.0,,0.26,10.14
2017-01-18,59,26.0,,0.26,15.34
2017-01-19,59,26.0,,0.26,15.34
2017-01-20,99,26.0,,0.26,25.740000000000002
2017-01-21,70,26.0,,0.26,18.2
2017-01-22,45,26.0,,0.26,11.700000000000001
2017-01-23,95,26.0,,0.26,24.7
2017-01-24,79,26.0,,0.26,20.54
2017-01-25,20,26.0,,0.26,5.2
2017-01-26,20,26.0,,0.26,5.2
2017-01-27,81,26.0,,0.26,21.060000000000002
2017-01-28,0,26.0,,0.26,0.0
2017-01-29,23,26.0,,0.26,5.98
2017-01-30,19,26.0,,0.26,4.94
2017-01-31,76,26.0,,0.26,19.76
2017-02-01,77,32.0,False,0.32,24.64
2017-02-02,55,32.0,,0.32,17.6
2017-02-03,33,32.0,,0.32,10.56
2017-02-04,48,32.0,,0.32,15.36
2017-02-05,38,32.0,,0.32,12.16
2017-02-06,61,32.0,,0.32,19.52
2017-02-07,55,32.0,,0.32,17.6
2017-02-08,72,32.0,,0.32,23.04
2017-02-09,65,32.0,,0.32,20.8
2017-02-10,41,32.0,,0.32,13.120000000000001
2017-02-11,58,32.0,,0.32,18.56
2017-02-12,38,32.0,,0.32,12.16
2017-02-13,100,32.0,,0.32,32.0
2017-02-14,48,32.0,,0.32,15.36
2017-02-15,33,32.0,,0.32,10.56
2017-02-16,63,32.0,,0.32,20.16
2017-02-17,56,32.0,,0.32,17.92
2017-02-18,38,32.0,,0.32,12.16
2017-02-19,20,32.0,,0.32,6.4
2017-02-20,66,32.0,,0.32,21.12
2017-02-21,39,32.0,,0.32,12.48
2017-02-22,87,32.0,,0.32,27.84
2017-02-23,96,32.0,,0.32,30.72
2017-02-24,49,32.0,,0.32,15.68
2017-02-25,19,32.0,,0.32,6.08
2017-02-26,46,32.0,,0.32,14.72
2017-02-27,66,32.0,,0.32,21.12
2017-02-28,75,32.0,,0.32,24.0
2017-03-01,58,39.0,False,0.39,22.62
2017-03-02,51,39.0,,0.39,19.89
2017-03-03,63,39.0,,0.39,24.57
2017-03-04,32,39.0,,0.39,12.48
2017-03-05,31,39.0,,0.39,12.09
2017-03-06,100,39.0,,0.39,39.0
2017-03-07,82,39.0,,0.39,31.98
2017-03-08,78,39.0,,0.39,30.42
2017-03-09,52,39.0,,0.39,20.28
2017-03-10,36,39.0,,0.39,14.040000000000001
2017-03-11,0,39.0,,0.39,0.0
2017-03-12,69,39.0,,0.39,26.91
2017-03-13,66,39.0,,0.39,25.740000000000002
2017-03-14,79,39.0,,0.39,30.810000000000002
2017-03-15,44,39.0,,0.39,17.16
2017-03-16,98,39.0,,0.39,38.22
2017-03-17,65,39.0,,0.39,25.35
2017-03-18,63,39.0,,0.39,24.57
2017-03-19,32,39.0,,0.39,12.48
2017-03-20,53,39.0,,0.39,20.67
2017-03-21,98,39.0,,0.39,38.22
2017-03-22,62,39.0,,0.39,24.18
2017-03-23,72,39.0,,0.39,28.080000000000002
2017-03-24,91,39.0,,0.39,35.49
2017-03-25,64,39.0,,0.39,24.96
2017-03-26,74,39.0,,0.39,28.86
