date,derivatives_unscaled,derivatives_monthly,isPartial,scale,derivatives
2011-09-02,21,70.0,,0.7,14.7
2011-09-03,17,70.0,,0.7,11.899999999999999
2011-09-04,26,70.0,,0.7,18.2
2011-09-05,50,70.0,,0.7,35.0
2011-09-06,48,70.0,,0.7,33.599999999999994
2011-09-07,32,70.0,,0.7,22.4
2011-09-08,55,70.0,,0.7,38.5
2011-09-09,40,70.0,,0.7,28.0
2011-09-10,24,70.0,,0.7,16.799999999999997
2011-09-11,60,70.0,,0.7,42.0
2011-09-12,64,70.0,,0.7,44.8
2011-09-13,69,70.0,,0.7,48.3
2011-09-14,89,70.0,,0.7,62.3
2011-09-15,68,70.0,,0.7,47.599999999999994
2011-09-16,70,70.0,,0.7,49.0
2011-09-17,41,70.0,,0.7,28.7
2011-09-18,52,70.0,,0.7,36.4
2011-09-19,45,70.0,,0.7,31.499999999999996
2011-09-20,57,70.0,,0.7,39.9
2011-09-21,92,70.0,,0.7,64.39999999999999
2011-09-22,70,70.0,,0.7,49.0
2011-09-23,70,70.0,,0.7,49.0
2011-09-24,32,70.0,,0.7,22.4
2011-09-25,36,70.0,,0.7,25.2
2011-09-26,88,70.0,,0.7,61.599999999999994
2011-09-27,100,70.0,,0.7,70.0
2011-09-28,75,70.0,,0.7,52.5
2011-09-29,66,70.0,,0.7,46.199999999999996
2011-09-30,74,70.0,,0.7,51.8
2011-10-01,34,79.0,False,0.79,26.86
2011-10-02,38,79.0,,0.79,30.020000000000003
2011-10-03,73,79.0,,0.79,57.67
2011-10-04,90,79.0,,0.79,71.10000000000001
2011-10-05,85,79.0,,0.79,67.15
2011-10-06,99,79.0,,0.79,78.21000000000001
2011-10-07,85,79.0,,0.79,67.15
2011-10-08,21,79.0,,0.79,16.59
2011-10-09,51,79.0,,0.79,40.29
2011-10-10,77,79.0,,0.79,60.830000000000005
2011-10-11,58,79.0,,0.79,45.82
2011-10-12,93,79.0,,0.79,73.47
2011-10-13,95,79.0,,0.79,75.05
2011-10-14,55,79.0,,0.79,43.45
2011-10-15,21,79.0,,0.79,16.59
2011-10-16,57,79.0,,0.79,45.03
2011-10-17,61,79.0,,0.79,48.190000000000005
2011-10-18,96,79.0,,0.79,75.84
2011-10-19,87,79.0,,0.79,68.73
2011-10-20,75,79.0,,0.79,59.25
2011-10-21,77,79.0,,0.79,60.830000000000005
2011-10-22,47,79.0,,0.79,37.13
2011-10-23,42,79.0,,0.79,33.18
2011-10-24,100,79.0,,0.79,79.0
2011-10-25,83,79.0,,0.79,65.57000000000001
2011-10-26,97,79.0,,0.79,76.63000000000001
2011-10-27,71,79.0,,0.79,56.09
2011-10-28,58,79.0,,0.79,45.82
2011-10-29,24,79.0,,0.79,18.96
2011-10-30,29,79.0,,0.79,22.91
2011-10-31,60,79.0,,0.79,47.400000000000006
2011-11-01,75,63.0,False,0.63,47.25
2011-11-02,65,63.0,,0.63,40.95
2011-11-03,96,63.0,,0.63,60.480000000000004
2011-11-04,92,63.0,,0.63,57.96
2011-11-05,43,63.0,,0.63,27.09
2011-11-06,53,63.0,,0.63,33.39
2011-11-07,65,63.0,,0.63,40.95
2011-11-08,52,63.0,,0.63,32.76
2011-11-09,100,63.0,,0.63,63.0
2011-11-10,93,63.0,,0.63,58.59
2011-11-11,56,63.0,,0.63,35.28
2011-11-12,33,63.0,,0.63,20.79
2011-11-13,40,63.0,,0.63,25.2
2011-11-14,88,63.0,,0.63,55.44
2011-11-15,91,63.0,,0.63,57.33
2011-11-16,64,63.0,,0.63,40.32
2011-11-17,91,63.0,,0.63,57.33
2011-11-18,52,63.0,,0.63,32.76
2011-11-19,30,63.0,,0.63,18.9
2011-11-20,45,63.0,,0.63,28.35
2011-11-21,72,63.0,,0.63,45.36
2011-11-22,74,63.0,,0.63,46.62
2011-11-23,47,63.0,,0.63,29.61
2011-11-24,24,63.0,,0.63,15.120000000000001
2011-11-25,35,63.0,,0.63,22.05
2011-11-26,30,63.0,,0.63,18.9
2011-11-27,40,63.0,,0.63,25.2
2011-11-28,67,63.0,,0.63,42.21
2011-11-29,80,63.0,,0.63,50.4
2011-11-30,69,63.0,,0.63,43.47
2011-12-01,94,50.0,False,0.5,47.0
2011-12-02,72,50.0,,0.5,36.0
2011-12-03,45,50.0,,0.5,22.5
2011-12-04,59,50.0,,0.5,29.5
2011-12-05,90,50.0,,0.5,45.0
2011-12-06,70,50.0,,0.5,35.0
2011-12-07,100,50.0,,0.5,50.0
2011-12-08,79,50.0,,0.5,39.5
2011-12-09,58,50.0,,0.5,29.0
2011-12-10,25,50.0,,0.5,12.5
2011-12-11,49,50.0,,0.5,24.5
2011-12-12,69,50.0,,0.5,34.5
2011-12-13,98,50.0,,0.5,49.0
2011-12-14,83,50.0,,0.5,41.5
2011-12-15,76,50.0,,0.5,38.0
2011-12-16,69,50.0,,0.5,34.5
2011-12-17,28,50.0,,0.5,14.0
2011-12-18,33,50.0,,0.5,16.5
2011-12-19,45,50.0,,0.5,22.5
2011-12-20,39,50.0,,0.5,19.5
2011-12-21,27,50.0,,0.5,13.5
2011-12-22,19,50.0,,0.5,9.5
2011-12-23,16,50.0,,0.5,8.0
2011-12-24,11,50.0,,0.5,5.5
2011-12-25,12,50.0,,0.5,6.0
2011-12-26,15,50.0,,0.5,7.5
2011-12-27,26,50.0,,0.5,13.0
2011-12-28,15,50.0,,0.5,7.5
2011-12-29,17,50.0,,0.5,8.5
2011-12-30,20,50.0,,0.5,10.0
2011-12-31,22,50.0,,0.5,11.0
2012-01-01,22,46.0,False,0.46,10.120000000000001
2012-01-02,31,46.0,,0.46,14.26
2012-01-03,44,46.0,,0.46,20.240000000000002
2012-01-04,41,46.0,,0.46,18.86
2012-01-05,54,46.0,,0.46,24.84
2012-01-06,55,46.0,,0.46,25.3
2012-01-07,16,46.0,,0.46,7.36
2012-01-08,12,46.0,,0.46,5.5200000000000005
2012-01-09,65,46.0,,0.46,29.900000000000002
2012-01-10,72,46.0,,0.46,33.120000000000005
2012-01-11,100,46.0,,0.46,46.0
2012-01-12,45,46.0,,0.46,20.7
2012-01-13,56,46.0,,0.46,25.76
2012-01-14,27,46.0,,0.46,12.42
2012-01-15,37,46.0,,0.46,17.02
2012-01-16,62,46.0,,0.46,28.52
2012-01-17,74,46.0,,0.46,34.04
2012-01-18,86,46.0,,0.46,39.56
2012-01-19,74,46.0,,0.46,34.04
2012-01-20,78,46.0,,0.46,35.88
2012-01-21,56,46.0,,0.46,25.76
2012-01-22,38,46.0,,0.46,17.48
2012-01-23,96,46.0,,0.46,44.160000000000004
2012-01-24,66,46.0,,0.46,30.360000000000003
2012-01-25,88,46.0,,0.46,40.480000000000004
2012-01-26,90,46.0,,0.46,41.4
2012-01-27,56,46.0,,0.46,25.76
2012-01-28,36,46.0,,0.46,16.560000000000002
2012-01-29,36,46.0,,0.46,16.560000000000002
2012-01-30,78,46.0,,0.46,35.88
2012-01-31,75,46.0,,0.46,34.5
2012-02-01,71,59.0,False,0.59,41.89
2012-02-02,45,59.0,,0.59,26.549999999999997
2012-02-03,53,59.0,,0.59,31.27
2012-02-04,30,59.0,,0.59,17.7
2012-02-05,37,59.0,,0.59,21.83
2012-02-06,42,59.0,,0.59,24.779999999999998
2012-02-07,74,59.0,,0.59,43.66
2012-02-08,92,59.0,,0.59,54.279999999999994
2012-02-09,76,59.0,,0.59,44.839999999999996
2012-02-10,57,59.0,,0.59,33.629999999999995
2012-02-11,46,59.0,,0.59,27.139999999999997
2012-02-12,20,59.0,,0.59,11.799999999999999
2012-02-13,47,59.0,,0.59,27.729999999999997
2012-02-14,79,59.0,,0.59,46.61
2012-02-15,45,59.0,,0.59,26.549999999999997
2012-02-16,68,59.0,,0.59,40.12
2012-02-17,36,59.0,,0.59,21.24
2012-02-18,21,59.0,,0.59,12.389999999999999
2012-02-19,13,59.0,,0.59,7.67
2012-02-20,35,59.0,,0.59,20.65
2012-02-21,100,59.0,,0.59,59.0
2012-02-22,68,59.0,,0.59,40.12
2012-02-23,52,59.0,,0.59,30.68
2012-02-24,60,59.0,,0.59,35.4
2012-02-25,34,59.0,,0.59,20.06
2012-02-26,39,59.0,,0.59,23.009999999999998
2012-02-27,62,59.0,,0.59,36.58
2012-02-28,77,59.0,,0.59,45.43
2012-02-29,67,59.0,,0.59,39.53
2012-03-01,99,53.0,False,0.53,52.470000000000006
2012-03-02,82,53.0,,0.53,43.46
2012-03-03,28,53.0,,0.53,14.84
2012-03-04,67,53.0,,0.53,35.510000000000005
2012-03-05,82,53.0,,0.53,43.46
2012-03-06,72,53.0,,0.53,38.160000000000004
2012-03-07,100,53.0,,0.53,53.0
2012-03-08,88,53.0,,0.53,46.64
2012-03-09,60,53.0,,0.53,31.8
2012-03-10,34,53.0,,0.53,18.02
2012-03-11,40,53.0,,0.53,21.200000000000003
2012-03-12,51,53.0,,0.53,27.03
2012-03-13,75,53.0,,0.53,39.75
2012-03-14,85,53.0,,0.53,45.050000000000004
2012-03-15,83,53.0,,0.53,43.99
2012-03-16,57,53.0,,0.53,30.21
2012-03-17,47,53.0,,0.53,24.91
2012-03-18,27,53.0,,0.53,14.31
2012-03-19,51,53.0,,0.53,27.03
2012-03-20,83,53.0,,0.53,43.99
2012-03-21,86,53.0,,0.53,45.580000000000005
2012-03-22,99,53.0,,0.53,52.470000000000006
2012-03-23,40,53.0,,0.53,21.200000000000003
2012-03-24,56,53.0,,0.53,29.68
2012-03-25,35,53.0,,0.53,18.55
2012-03-26,84,53.0,,0.53,44.52
2012-03-27,81,53.0,,0.53,42.93
2012-03-28,65,53.0,,0.53,34.45
2012-03-29,85,53.0,,0.53,45.050000000000004
2012-03-30,55,53.0,,0.53,29.150000000000002
2012-03-31,22,53.0,,0.53,11.66
2012-04-01,45,52.0,False,0.52,23.400000000000002
2012-04-02,49,52.0,,0.52,25.48
2012-04-03,47,52.0,,0.52,24.44
2012-04-04,61,52.0,,0.52,31.720000000000002
2012-04-05,51,52.0,,0.52,26.52
2012-04-06,39,52.0,,0.52,20.28
2012-04-07,24,52.0,,0.52,12.48
2012-04-08,48,52.0,,0.52,24.96
2012-04-09,40,52.0,,0.52,20.8
2012-04-10,71,52.0,,0.52,36.92
2012-04-11,65,52.0,,0.52,33.800000000000004
2012-04-12,85,52.0,,0.52,44.2
2012-04-13,51,52.0,,0.52,26.52
2012-04-14,31,52.0,,0.52,16.12
2012-04-15,44,52.0,,0.52,22.880000000000003
2012-04-16,49,52.0,,0.52,25.48
2012-04-17,82,52.0,,0.52,42.64
2012-04-18,100,52.0,,0.52,52.0
2012-04-19,66,52.0,,0.52,34.32
2012-04-20,63,52.0,,0.52,32.76
2012-04-21,47,52.0,,0.52,24.44
2012-04-22,63,52.0,,0.52,32.76
2012-04-23,57,52.0,,0.52,29.64
2012-04-24,69,52.0,,0.52,35.88
2012-04-25,93,52.0,,0.52,48.36
2012-04-26,74,52.0,,0.52,38.480000000000004
2012-04-27,64,52.0,,0.52,33.28
2012-04-28,33,52.0,,0.52,17.16
2012-04-29,49,52.0,,0.52,25.48
2012-04-30,73,52.0,,0.52,37.96
2012-05-01,73,60.0,False,0.6,43.8
2012-05-02,93,60.0,,0.6,55.8
2012-05-03,80,60.0,,0.6,48.0
2012-05-04,61,60.0,,0.6,36.6
2012-05-05,60,60.0,,0.6,36.0
2012-05-06,48,60.0,,0.6,28.799999999999997
2012-05-07,74,60.0,,0.6,44.4
2012-05-08,88,60.0,,0.6,52.8
2012-05-09,71,60.0,,0.6,42.6
2012-05-10,66,60.0,,0.6,39.6
2012-05-11,88,60.0,,0.6,52.8
2012-05-12,63,60.0,,0.6,37.8
2012-05-13,63,60.0,,0.6,37.8
2012-05-14,100,60.0,,0.6,60.0
2012-05-15,89,60.0,,0.6,53.4
2012-05-16,68,60.0,,0.6,40.8
2012-05-17,56,60.0,,0.6,33.6
2012-05-18,60,60.0,,0.6,36.0
2012-05-19,40,60.0,,0.6,24.0
2012-05-20,40,60.0,,0.6,24.0
2012-05-21,51,60.0,,0.6,30.599999999999998
2012-05-22,57,60.0,,0.6,34.199999999999996
2012-05-23,49,60.0,,0.6,29.4
2012-05-24,51,60.0,,0.6,30.599999999999998
2012-05-25,39,60.0,,0.6,23.4
2012-05-26,27,60.0,,0.6,16.2
2012-05-27,17,60.0,,0.6,10.2
2012-05-28,25,60.0,,0.6,15.0
2012-05-29,67,60.0,,0.6,40.199999999999996
2012-05-30,49,60.0,,0.6,29.4
2012-05-31,58,60.0,,0.6,34.8
2012-06-01,57,33.0,False,0.33,18.810000000000002
2012-06-02,39,33.0,,0.33,12.870000000000001
2012-06-03,64,33.0,,0.33,21.12
2012-06-04,76,33.0,,0.33,25.080000000000002
2012-06-05,79,33.0,,0.33,26.07
2012-06-06,68,33.0,,0.33,22.44
2012-06-07,83,33.0,,0.33,27.39
2012-06-08,50,33.0,,0.33,16.5
2012-06-09,32,33.0,,0.33,10.56
2012-06-10,48,33.0,,0.33,15.84
2012-06-11,100,33.0,,0.33,33.0
2012-06-12,61,33.0,,0.33,20.130000000000003
2012-06-13,66,33.0,,0.33,21.78
2012-06-14,54,33.0,,0.33,17.82
2012-06-15,56,33.0,,0.33,18.48
2012-06-16,33,33.0,,0.33,10.89
2012-06-17,49,33.0,,0.33,16.17
2012-06-18,65,33.0,,0.33,21.45
2012-06-19,68,33.0,,0.33,22.44
2012-06-20,57,33.0,,0.33,18.810000000000002
2012-06-21,70,33.0,,0.33,23.1
2012-06-22,39,33.0,,0.33,12.870000000000001
2012-06-23,36,33.0,,0.33,11.88
2012-06-24,28,33.0,,0.33,9.24
2012-06-25,59,33.0,,0.33,19.470000000000002
2012-06-26,61,33.0,,0.33,20.130000000000003
2012-06-27,85,33.0,,0.33,28.05
2012-06-28,67,33.0,,0.33,22.11
2012-06-29,29,33.0,,0.33,9.57
2012-06-30,24,33.0,,0.33,7.92
2012-07-01,38,31.0,False,0.31,11.78
2012-07-02,85,31.0,,0.31,26.35
2012-07-03,96,31.0,,0.31,29.759999999999998
2012-07-04,59,31.0,,0.31,18.29
2012-07-05,68,31.0,,0.31,21.08
2012-07-06,61,31.0,,0.31,18.91
2012-07-07,73,31.0,,0.31,22.63
2012-07-08,41,31.0,,0.31,12.709999999999999
2012-07-09,97,31.0,,0.31,30.07
2012-07-10,100,31.0,,0.31,31.0
2012-07-11,98,31.0,,0.31,30.38
2012-07-12,92,31.0,,0.31,28.52
2012-07-13,91,31.0,,0.31,28.21
2012-07-14,32,31.0,,0.31,9.92
2012-07-15,50,31.0,,0.31,15.5
2012-07-16,57,31.0,,0.31,17.669999999999998
2012-07-17,85,31.0,,0.31,26.35
2012-07-18,72,31.0,,0.31,22.32
2012-07-19,55,31.0,,0.31,17.05
2012-07-20,52,31.0,,0.31,16.12
2012-07-21,28,31.0,,0.31,8.68
2012-07-22,51,31.0,,0.31,15.81
2012-07-23,72,31.0,,0.31,22.32
2012-07-24,71,31.0,,0.31,22.01
2012-07-25,50,31.0,,0.31,15.5
2012-07-26,87,31.0,,0.31,26.97
2012-07-27,49,31.0,,0.31,15.19
2012-07-28,18,31.0,,0.31,5.58
2012-07-29,27,31.0,,0.31,8.37
2012-07-30,40,31.0,,0.31,12.4
2012-07-31,49,31.0,,0.31,15.19
2012-08-01,20,30.0,False,0.3,6.0
2012-08-02,36,30.0,,0.3,10.799999999999999
2012-08-03,16,30.0,,0.3,4.8
2012-08-04,19,30.0,,0.3,5.7
2012-08-05,13,30.0,,0.3,3.9
2012-08-06,35,30.0,,0.3,10.5
2012-08-07,35,30.0,,0.3,10.5
2012-08-08,36,30.0,,0.3,10.799999999999999
2012-08-09,46,30.0,,0.3,13.799999999999999
2012-08-10,47,30.0,,0.3,14.1
2012-08-11,58,30.0,,0.3,17.4
2012-08-12,26,30.0,,0.3,7.8
2012-08-13,15,30.0,,0.3,4.5
2012-08-14,35,30.0,,0.3,10.5
2012-08-15,26,30.0,,0.3,7.8
2012-08-16,57,30.0,,0.3,17.099999999999998
2012-08-17,43,30.0,,0.3,12.9
2012-08-18,13,30.0,,0.3,3.9
2012-08-19,13,30.0,,0.3,3.9
2012-08-20,46,30.0,,0.3,13.799999999999999
2012-08-21,35,30.0,,0.3,10.5
2012-08-22,46,30.0,,0.3,13.799999999999999
2012-08-23,31,30.0,,0.3,9.299999999999999
2012-08-24,54,30.0,,0.3,16.2
2012-08-25,19,30.0,,0.3,5.7
2012-08-26,56,30.0,,0.3,16.8
2012-08-27,100,30.0,,0.3,30.0
2012-08-28,79,30.0,,0.3,23.7
2012-08-29,86,30.0,,0.3,25.8
2012-08-30,76,30.0,,0.3,22.8
2012-08-31,42,30.0,,0.3,12.6
2012-09-01,15,63.0,False,0.63,9.45
2012-09-02,24,63.0,,0.63,15.120000000000001
2012-09-03,40,63.0,,0.63,25.2
2012-09-04,52,63.0,,0.63,32.76
2012-09-05,57,63.0,,0.63,35.910000000000004
2012-09-06,79,63.0,,0.63,49.77
2012-09-07,40,63.0,,0.63,25.2
2012-09-08,16,63.0,,0.63,10.08
2012-09-09,31,63.0,,0.63,19.53
2012-09-10,67,63.0,,0.63,42.21
2012-09-11,55,63.0,,0.63,34.65
2012-09-12,66,63.0,,0.63,41.58
2012-09-13,63,63.0,,0.63,39.69
2012-09-14,45,63.0,,0.63,28.35
2012-09-15,19,63.0,,0.63,11.97
2012-09-16,50,63.0,,0.63,31.5
2012-09-17,89,63.0,,0.63,56.07
2012-09-18,67,63.0,,0.63,42.21
2012-09-19,85,63.0,,0.63,53.55
2012-09-20,100,63.0,,0.63,63.0
2012-09-21,48,63.0,,0.63,30.240000000000002
2012-09-22,37,63.0,,0.63,23.31
2012-09-23,38,63.0,,0.63,23.94
2012-09-24,67,63.0,,0.63,42.21
2012-09-25,72,63.0,,0.63,45.36
2012-09-26,89,63.0,,0.63,56.07
2012-09-27,82,63.0,,0.63,51.660000000000004
2012-09-28,59,63.0,,0.63,37.17
2012-09-29,33,63.0,,0.63,20.79
2012-09-30,75,63.0,,0.63,47.25
2012-10-01,65,74.0,False,0.74,48.1
2012-10-02,73,74.0,,0.74,54.019999999999996
2012-10-03,84,74.0,,0.74,62.16
2012-10-04,75,74.0,,0.74,55.5
2012-10-05,46,74.0,,0.74,34.04
2012-10-06,22,74.0,,0.74,16.28
2012-10-07,27,74.0,,0.74,19.98
2012-10-08,55,74.0,,0.74,40.7
2012-10-09,72,74.0,,0.74,53.28
2012-10-10,100,74.0,,0.74,74.0
2012-10-11,71,74.0,,0.74,52.54
2012-10-12,66,74.0,,0.74,48.839999999999996
2012-10-13,28,74.0,,0.74,20.72
2012-10-14,32,74.0,,0.74,23.68
2012-10-15,67,74.0,,0.74,49.58
2012-10-16,73,74.0,,0.74,54.019999999999996
2012-10-17,50,74.0,,0.74,37.0
2012-10-18,54,74.0,,0.74,39.96
2012-10-19,49,74.0,,0.74,36.26
2012-10-20,25,74.0,,0.74,18.5
2012-10-21,37,74.0,,0.74,27.38
2012-10-22,43,74.0,,0.74,31.82
2012-10-23,63,74.0,,0.74,46.62
2012-10-24,60,74.0,,0.74,44.4
2012-10-25,62,74.0,,0.74,45.88
2012-10-26,83,74.0,,0.74,61.42
2012-10-27,27,74.0,,0.74,19.98
2012-10-28,56,74.0,,0.74,41.44
2012-10-29,51,74.0,,0.74,37.74
2012-10-30,61,74.0,,0.74,45.14
2012-10-31,57,74.0,,0.74,42.18
2012-11-01,75,53.0,False,0.53,39.75
2012-11-02,59,53.0,,0.53,31.270000000000003
2012-11-03,24,53.0,,0.53,12.72
2012-11-04,51,53.0,,0.53,27.03
2012-11-05,79,53.0,,0.53,41.870000000000005
2012-11-06,72,53.0,,0.53,38.160000000000004
2012-11-07,59,53.0,,0.53,31.270000000000003
2012-11-08,62,53.0,,0.53,32.86
2012-11-09,73,53.0,,0.53,38.690000000000005
2012-11-10,42,53.0,,0.53,22.26
2012-11-11,44,53.0,,0.53,23.32
2012-11-12,64,53.0,,0.53,33.92
2012-11-13,90,53.0,,0.53,47.7
2012-11-14,100,53.0,,0.53,53.0
2012-11-15,86,53.0,,0.53,45.580000000000005
2012-11-16,60,53.0,,0.53,31.8
2012-11-17,28,53.0,,0.53,14.84
2012-11-18,44,53.0,,0.53,23.32
2012-11-19,45,53.0,,0.53,23.85
2012-11-20,56,53.0,,0.53,29.68
2012-11-21,24,53.0,,0.53,12.72
2012-11-22,18,53.0,,0.53,9.540000000000001
2012-11-23,19,53.0,,0.53,10.07
2012-11-24,21,53.0,,0.53,11.13
2012-11-25,33,53.0,,0.53,17.490000000000002
2012-11-26,56,53.0,,0.53,29.68
2012-11-27,67,53.0,,0.53,35.510000000000005
2012-11-28,61,53.0,,0.53,32.33
2012-11-29,81,53.0,,0.53,42.93
2012-11-30,66,53.0,,0.53,34.980000000000004
2012-12-01,41,44.0,False,0.44,18.04
2012-12-02,37,44.0,,0.44,16.28
2012-12-03,63,44.0,,0.44,27.72
2012-12-04,57,44.0,,0.44,25.080000000000002
2012-12-05,91,44.0,,0.44,40.04
2012-12-06,64,44.0,,0.44,28.16
2012-12-07,78,44.0,,0.44,34.32
2012-12-08,44,44.0,,0.44,19.36
2012-12-09,51,44.0,,0.44,22.44
2012-12-10,100,44.0,,0.44,44.0
2012-12-11,92,44.0,,0.44,40.48
2012-12-12,77,44.0,,0.44,33.88
2012-12-13,84,44.0,,0.44,36.96
2012-12-14,54,44.0,,0.44,23.76
2012-12-15,35,44.0,,0.44,15.4
2012-12-16,42,44.0,,0.44,18.48
2012-12-17,52,44.0,,0.44,22.88
2012-12-18,57,44.0,,0.44,25.080000000000002
2012-12-19,59,44.0,,0.44,25.96
2012-12-20,47,44.0,,0.44,20.68
2012-12-21,47,44.0,,0.44,20.68
2012-12-22,14,44.0,,0.44,6.16
2012-12-23,10,44.0,,0.44,4.4
2012-12-24,14,44.0,,0.44,6.16
2012-12-25,13,44.0,,0.44,5.72
2012-12-26,19,44.0,,0.44,8.36
2012-12-27,21,44.0,,0.44,9.24
2012-12-28,24,44.0,,0.44,10.56
2012-12-29,11,44.0,,0.44,4.84
2012-12-30,18,44.0,,0.44,7.92
2012-12-31,8,44.0,,0.44,3.52
2013-01-01,5,41.0,False,0.41,2.05
2013-01-02,35,41.0,,0.41,14.35
2013-01-03,28,41.0,,0.41,11.479999999999999
2013-01-04,37,41.0,,0.41,15.17
2013-01-05,11,41.0,,0.41,4.51
2013-01-06,22,41.0,,0.41,9.02
2013-01-07,38,41.0,,0.41,15.579999999999998
2013-01-08,46,41.0,,0.41,18.86
2013-01-09,54,41.0,,0.41,22.139999999999997
2013-01-10,65,41.0,,0.41,26.65
2013-01-11,51,41.0,,0.41,20.91
2013-01-12,16,41.0,,0.41,6.56
2013-01-13,28,41.0,,0.41,11.479999999999999
2013-01-14,68,41.0,,0.41,27.88
2013-01-15,74,41.0,,0.41,30.34
2013-01-16,71,41.0,,0.41,29.11
2013-01-17,79,41.0,,0.41,32.39
2013-01-18,55,41.0,,0.41,22.549999999999997
2013-01-19,36,41.0,,0.41,14.76
2013-01-20,20,41.0,,0.41,8.2
2013-01-21,53,41.0,,0.41,21.73
2013-01-22,77,41.0,,0.41,31.569999999999997
2013-01-23,74,41.0,,0.41,30.34
2013-01-24,73,41.0,,0.41,29.93
2013-01-25,73,41.0,,0.41,29.93
2013-01-26,30,41.0,,0.41,12.299999999999999
2013-01-27,46,41.0,,0.41,18.86
2013-01-28,100,41.0,,0.41,41.0
2013-01-29,74,41.0,,0.41,30.34
2013-01-30,80,41.0,,0.41,32.8
2013-01-31,85,41.0,,0.41,34.85
2013-02-01,44,60.0,False,0.6,26.4
2013-02-02,41,60.0,,0.6,24.599999999999998
2013-02-03,34,60.0,,0.6,20.4
2013-02-04,60,60.0,,0.6,36.0
2013-02-05,84,60.0,,0.6,50.4
2013-02-06,90,60.0,,0.6,54.0
2013-02-07,80,60.0,,0.6,48.0
2013-02-08,67,60.0,,0.6,40.199999999999996
2013-02-09,41,60.0,,0.6,24.599999999999998
2013-02-10,48,60.0,,0.6,28.799999999999997
2013-02-11,63,60.0,,0.6,37.8
2013-02-12,65,60.0,,0.6,39.0
2013-02-13,89,60.0,,0.6,53.4
2013-02-14,68,60.0,,0.6,40.8
2013-02-15,58,60.0,,0.6,34.8
2013-02-16,43,60.0,,0.6,25.8
2013-02-17,33,60.0,,0.6,19.8
2013-02-18,64,60.0,,0.6,38.4
2013-02-19,99,60.0,,0.6,59.4
2013-02-20,77,60.0,,0.6,46.199999999999996
2013-02-21,100,60.0,,0.6,60.0
2013-02-22,60,60.0,,0.6,36.0
2013-02-23,34,60.0,,0.6,20.4
2013-02-24,55,60.0,,0.6,33.0
2013-02-25,79,60.0,,0.6,47.4
2013-02-26,98,60.0,,0.6,58.8
2013-02-27,87,60.0,,0.6,52.199999999999996
2013-02-28,72,60.0,,0.6,43.199999999999996
2013-03-01,47,50.0,False,0.5,23.5
2013-03-02,41,50.0,,0.5,20.5
2013-03-03,64,50.0,,0.5,32.0
2013-03-04,79,50.0,,0.5,39.5
2013-03-05,79,50.0,,0.5,39.5
2013-03-06,66,50.0,,0.5,33.0
2013-03-07,53,50.0,,0.5,26.5
2013-03-08,66,50.0,,0.5,33.0
2013-03-09,30,50.0,,0.5,15.0
2013-03-10,30,50.0,,0.5,15.0
2013-03-11,46,50.0,,0.5,23.0
2013-03-12,100,50.0,,0.5,50.0
2013-03-13,69,50.0,,0.5,34.5
2013-03-14,63,50.0,,0.5,31.5
2013-03-15,59,50.0,,0.5,29.5
2013-03-16,38,50.0,,0.5,19.0
2013-03-17,34,50.0,,0.5,17.0
2013-03-18,61,50.0,,0.5,30.5
2013-03-19,63,50.0,,0.5,31.5
2013-03-20,43,50.0,,0.5,21.5
2013-03-21,47,50.0,,0.5,23.5
2013-03-22,64,50.0,,0.5,32.0
2013-03-23,11,50.0,,0.5,5.5
2013-03-24,49,50.0,,0.5,24.5
2013-03-25,70,50.0,,0.5,35.0
2013-03-26,53,50.0,,0.5,26.5
2013-03-27,57,50.0,,0.5,28.5
2013-03-28,58,50.0,,0.5,29.0
2013-03-29,31,50.0,,0.5,15.5
2013-03-30,36,50.0,,0.5,18.0
2013-03-31,25,50.0,,0.5,12.5
2013-04-01,44,49.0,False,0.49,21.56
2013-04-02,77,49.0,,0.49,37.73
2013-04-03,81,49.0,,0.49,39.69
2013-04-04,100,49.0,,0.49,49.0
2013-04-05,45,49.0,,0.49,22.05
2013-04-06,31,49.0,,0.49,15.19
2013-04-07,34,49.0,,0.49,16.66
2013-04-08,40,49.0,,0.49,19.6
2013-04-09,55,49.0,,0.49,26.95
2013-04-10,71,49.0,,0.49,34.79
2013-04-11,68,49.0,,0.49,33.32
2013-04-12,48,49.0,,0.49,23.52
2013-04-13,12,49.0,,0.49,5.88
2013-04-14,35,49.0,,0.49,17.15
2013-04-15,39,49.0,,0.49,19.11
2013-04-16,57,49.0,,0.49,27.93
2013-04-17,55,49.0,,0.49,26.95
2013-04-18,82,49.0,,0.49,40.18
2013-04-19,25,49.0,,0.49,12.25
2013-04-20,19,49.0,,0.49,9.31
2013-04-21,35,49.0,,0.49,17.15
2013-04-22,68,49.0,,0.49,33.32
2013-04-23,76,49.0,,0.49,37.24
2013-04-24,52,49.0,,0.49,25.48
2013-04-25,72,49.0,,0.49,35.28
2013-04-26,46,49.0,,0.49,22.54
2013-04-27,31,49.0,,0.49,15.19
2013-04-28,47,49.0,,0.49,23.03
2013-04-29,46,49.0,,0.49,22.54
2013-04-30,77,49.0,,0.49,37.73
2013-05-01,67,43.0,False,0.43,28.81
2013-05-02,55,43.0,,0.43,23.65
2013-05-03,74,43.0,,0.43,31.82
2013-05-04,33,43.0,,0.43,14.19
2013-05-05,56,43.0,,0.43,24.08
2013-05-06,60,43.0,,0.43,25.8
