date,movie_unscaled,movie_monthly,isPartial,scale,movie
2019-05-04,100,74.0,,0.74,74.0
2019-05-05,96,74.0,,0.74,71.03999999999999
2019-05-06,60,74.0,,0.74,44.4
2019-05-07,53,74.0,,0.74,39.22
2019-05-08,55,74.0,,0.74,40.7
2019-05-09,55,74.0,,0.74,40.7
2019-05-10,64,74.0,,0.74,47.36
2019-05-11,92,74.0,,0.74,68.08
2019-05-12,98,74.0,,0.74,72.52
2019-05-13,57,74.0,,0.74,42.18
2019-05-14,54,74.0,,0.74,39.96
2019-05-15,51,74.0,,0.74,37.74
2019-05-16,50,74.0,,0.74,37.0
2019-05-17,60,74.0,,0.74,44.4
2019-05-18,82,74.0,,0.74,60.68
2019-05-19,82,74.0,,0.74,60.68
2019-05-20,54,74.0,,0.74,39.96
2019-05-21,52,74.0,,0.74,38.48
2019-05-22,52,74.0,,0.74,38.48
2019-05-23,53,74.0,,0.74,39.22
2019-05-24,63,74.0,,0.74,46.62
2019-05-25,87,74.0,,0.74,64.38
2019-05-26,91,74.0,,0.74,67.34
2019-05-27,90,74.0,,0.74,66.6
2019-05-28,62,74.0,,0.74,45.88
2019-05-29,54,74.0,,0.74,39.96
2019-05-30,53,74.0,,0.74,39.22
2019-05-31,65,74.0,,0.74,48.1
2019-06-01,96,74.0,False,0.74,71.03999999999999
2019-06-02,99,74.0,,0.74,73.26
2019-06-03,65,74.0,,0.74,48.1
2019-06-04,63,74.0,,0.74,46.62
2019-06-05,62,74.0,,0.74,45.88
2019-06-06,62,74.0,,0.74,45.88
2019-06-07,68,74.0,,0.74,50.32
2019-06-08,93,74.0,,0.74,68.82
2019-06-09,97,74.0,,0.74,71.78
2019-06-10,66,74.0,,0.74,48.839999999999996
2019-06-11,61,74.0,,0.74,45.14
2019-06-12,61,74.0,,0.74,45.14
2019-06-13,62,74.0,,0.74,45.88
2019-06-14,66,74.0,,0.74,48.839999999999996
2019-06-15,87,74.0,,0.74,64.38
2019-06-16,94,74.0,,0.74,69.56
2019-06-17,67,74.0,,0.74,49.58
2019-06-18,67,74.0,,0.74,49.58
2019-06-19,65,74.0,,0.74,48.1
2019-06-20,65,74.0,,0.74,48.1
2019-06-21,72,74.0,,0.74,53.28
2019-06-22,97,74.0,,0.74,71.78
2019-06-23,100,74.0,,0.74,74.0
2019-06-24,69,74.0,,0.74,51.06
2019-06-25,66,74.0,,0.74,48.839999999999996
2019-06-26,64,74.0,,0.74,47.36
2019-06-27,64,74.0,,0.74,47.36
2019-06-28,70,74.0,,0.74,51.8
2019-06-29,95,74.0,,0.74,70.3
2019-06-30,97,74.0,,0.74,71.78
2019-07-01,61,77.0,False,0.77,46.97
2019-07-02,61,77.0,,0.77,46.97
2019-07-03,62,77.0,,0.77,47.74
2019-07-04,76,77.0,,0.77,58.52
2019-07-05,76,77.0,,0.77,58.52
2019-07-06,87,77.0,,0.77,66.99
2019-07-07,83,77.0,,0.77,63.910000000000004
2019-07-08,61,77.0,,0.77,46.97
2019-07-09,57,77.0,,0.77,43.89
2019-07-10,58,77.0,,0.77,44.660000000000004
2019-07-11,58,77.0,,0.77,44.660000000000004
2019-07-12,64,77.0,,0.77,49.28
2019-07-13,83,77.0,,0.77,63.910000000000004
2019-07-14,87,77.0,,0.77,66.99
2019-07-15,61,77.0,,0.77,46.97
2019-07-16,60,77.0,,0.77,46.2
2019-07-17,60,77.0,,0.77,46.2
2019-07-18,63,77.0,,0.77,48.51
2019-07-19,77,77.0,,0.77,59.29
2019-07-20,97,77.0,,0.77,74.69
2019-07-21,100,77.0,,0.77,77.0
2019-07-22,70,77.0,,0.77,53.9
2019-07-23,68,77.0,,0.77,52.36
2019-07-24,62,77.0,,0.77,47.74
2019-07-25,59,77.0,,0.77,45.43
2019-07-26,66,77.0,,0.77,50.82
2019-07-27,86,77.0,,0.77,66.22
2019-07-28,86,77.0,,0.77,66.22
2019-07-29,62,77.0,,0.77,47.74
2019-07-30,59,77.0,,0.77,45.43
2019-07-31,56,77.0,,0.77,43.120000000000005
2019-08-01,61,70.0,False,0.7,42.699999999999996
2019-08-02,71,70.0,,0.7,49.699999999999996
2019-08-03,94,70.0,,0.7,65.8
2019-08-04,95,70.0,,0.7,66.5
2019-08-05,67,70.0,,0.7,46.9
2019-08-06,65,70.0,,0.7,45.5
2019-08-07,62,70.0,,0.7,43.4
2019-08-08,66,70.0,,0.7,46.199999999999996
2019-08-09,72,70.0,,0.7,50.4
2019-08-10,100,70.0,,0.7,70.0
2019-08-11,100,70.0,,0.7,70.0
2019-08-12,68,70.0,,0.7,47.599999999999994
2019-08-13,65,70.0,,0.7,45.5
2019-08-14,62,70.0,,0.7,43.4
2019-08-15,59,70.0,,0.7,41.3
2019-08-16,68,70.0,,0.7,47.599999999999994
2019-08-17,95,70.0,,0.7,66.5
2019-08-18,98,70.0,,0.7,68.6
2019-08-19,64,70.0,,0.7,44.8
2019-08-20,60,70.0,,0.7,42.0
2019-08-21,62,70.0,,0.7,43.4
2019-08-22,61,70.0,,0.7,42.699999999999996
2019-08-23,66,70.0,,0.7,46.199999999999996
2019-08-24,92,70.0,,0.7,64.39999999999999
2019-08-25,95,70.0,,0.7,66.5
2019-08-26,61,70.0,,0.7,42.699999999999996
2019-08-27,58,70.0,,0.7,40.599999999999994
2019-08-28,56,70.0,,0.7,39.199999999999996
2019-08-29,56,70.0,,0.7,39.199999999999996
2019-08-30,62,70.0,,0.7,43.4
2019-08-31,85,70.0,,0.7,59.49999999999999
2019-09-01,92,68.0,False,0.68,62.56
2019-09-02,91,68.0,,0.68,61.88
2019-09-03,64,68.0,,0.68,43.52
2019-09-04,55,68.0,,0.68,37.400000000000006
2019-09-05,54,68.0,,0.68,36.720000000000006
2019-09-06,65,68.0,,0.68,44.2
2019-09-07,94,68.0,,0.68,63.92
2019-09-08,92,68.0,,0.68,62.56
2019-09-09,60,68.0,,0.68,40.800000000000004
2019-09-10,56,68.0,,0.68,38.080000000000005
2019-09-11,56,68.0,,0.68,38.080000000000005
2019-09-12,58,68.0,,0.68,39.440000000000005
2019-09-13,67,68.0,,0.68,45.56
2019-09-14,100,68.0,,0.68,68.0
2019-09-15,90,68.0,,0.68,61.2
2019-09-16,59,68.0,,0.68,40.120000000000005
2019-09-17,55,68.0,,0.68,37.400000000000006
2019-09-18,57,68.0,,0.68,38.760000000000005
2019-09-19,59,68.0,,0.68,40.120000000000005
2019-09-20,66,68.0,,0.68,44.88
2019-09-21,92,68.0,,0.68,62.56
2019-09-22,91,68.0,,0.68,61.88
2019-09-23,60,68.0,,0.68,40.800000000000004
2019-09-24,56,68.0,,0.68,38.080000000000005
2019-09-25,57,68.0,,0.68,38.760000000000005
2019-09-26,56,68.0,,0.68,38.080000000000005
2019-09-27,64,68.0,,0.68,43.52
2019-09-28,91,68.0,,0.68,61.88
2019-09-29,90,68.0,,0.68,61.2
2019-09-30,61,68.0,,0.68,41.480000000000004
2019-10-01,57,74.0,False,0.74,42.18
2019-10-02,57,74.0,,0.74,42.18
2019-10-03,61,74.0,,0.74,45.14
2019-10-04,73,74.0,,0.74,54.019999999999996
2019-10-05,98,74.0,,0.74,72.52
2019-10-06,95,74.0,,0.74,70.3
2019-10-07,65,74.0,,0.74,48.1
2019-10-08,62,74.0,,0.74,45.88
2019-10-09,62,74.0,,0.74,45.88
2019-10-10,61,74.0,,0.74,45.14
2019-10-11,73,74.0,,0.74,54.019999999999996
2019-10-12,100,74.0,,0.74,74.0
2019-10-13,97,74.0,,0.74,71.78
2019-10-14,69,74.0,,0.74,51.06
2019-10-15,61,74.0,,0.74,45.14
2019-10-16,60,74.0,,0.74,44.4
2019-10-17,60,74.0,,0.74,44.4
2019-10-18,67,74.0,,0.74,49.58
2019-10-19,94,74.0,,0.74,69.56
2019-10-20,96,74.0,,0.74,71.03999999999999
2019-10-21,65,74.0,,0.74,48.1
2019-10-22,63,74.0,,0.74,46.62
2019-10-23,60,74.0,,0.74,44.4
2019-10-24,60,74.0,,0.74,44.4
2019-10-25,72,74.0,,0.74,53.28
2019-10-26,98,74.0,,0.74,72.52
2019-10-27,98,74.0,,0.74,72.52
2019-10-28,65,74.0,,0.74,48.1
2019-10-29,60,74.0,,0.74,44.4
2019-10-30,63,74.0,,0.74,46.62
2019-10-31,69,74.0,,0.74,51.06
2019-11-01,75,78.0,False,0.78,58.5
2019-11-02,95,78.0,,0.78,74.10000000000001
2019-11-03,87,78.0,,0.78,67.86
2019-11-04,60,78.0,,0.78,46.800000000000004
2019-11-05,55,78.0,,0.78,42.9
2019-11-06,56,78.0,,0.78,43.68
2019-11-07,56,78.0,,0.78,43.68
2019-11-08,66,78.0,,0.78,51.480000000000004
2019-11-09,90,78.0,,0.78,70.2
2019-11-10,93,78.0,,0.78,72.54
2019-11-11,67,78.0,,0.78,52.260000000000005
2019-11-12,61,78.0,,0.78,47.58
2019-11-13,60,78.0,,0.78,46.800000000000004
2019-11-14,59,78.0,,0.78,46.02
2019-11-15,67,78.0,,0.78,52.260000000000005
2019-11-16,100,78.0,,0.78,78.0
2019-11-17,94,78.0,,0.78,73.32000000000001
2019-11-18,64,78.0,,0.78,49.92
2019-11-19,57,78.0,,0.78,44.46
2019-11-20,57,78.0,,0.78,44.46
2019-11-21,60,78.0,,0.78,46.800000000000004
2019-11-22,68,78.0,,0.78,53.04
2019-11-23,92,78.0,,0.78,71.76
2019-11-24,96,78.0,,0.78,74.88
2019-11-25,64,78.0,,0.78,49.92
2019-11-26,67,78.0,,0.78,52.260000000000005
2019-11-27,75,78.0,,0.78,58.5
2019-11-28,84,78.0,,0.78,65.52
2019-11-29,91,78.0,,0.78,70.98
2019-11-30,100,78.0,,0.78,78.0
2019-12-01,74,79.0,False,0.79,58.46
2019-12-02,48,79.0,,0.79,37.92
2019-12-03,46,79.0,,0.79,36.34
2019-12-04,47,79.0,,0.79,37.13
2019-12-05,47,79.0,,0.79,37.13
2019-12-06,48,79.0,,0.79,37.92
2019-12-07,65,79.0,,0.79,51.35
2019-12-08,67,79.0,,0.79,52.93
2019-12-09,49,79.0,,0.79,38.71
2019-12-10,46,79.0,,0.79,36.34
2019-12-11,47,79.0,,0.79,37.13
2019-12-12,48,79.0,,0.79,37.92
2019-12-13,52,79.0,,0.79,41.08
2019-12-14,70,79.0,,0.79,55.300000000000004
2019-12-15,73,79.0,,0.79,57.67
2019-12-16,54,79.0,,0.79,42.660000000000004
2019-12-17,51,79.0,,0.79,40.29
2019-12-18,50,79.0,,0.79,39.5
2019-12-19,52,79.0,,0.79,41.08
2019-12-20,62,79.0,,0.79,48.980000000000004
2019-12-21,79,79.0,,0.79,62.410000000000004
2019-12-22,80,79.0,,0.79,63.2
2019-12-23,68,79.0,,0.79,53.72
2019-12-24,70,79.0,,0.79,55.300000000000004
2019-12-25,100,79.0,,0.79,79.0
2019-12-26,83,79.0,,0.79,65.57000000000001
2019-12-27,75,79.0,,0.79,59.25
2019-12-28,80,79.0,,0.79,63.2
2019-12-29,78,79.0,,0.79,61.620000000000005
2019-12-30,68,79.0,,0.79,53.72
2019-12-31,64,79.0,,0.79,50.56
2020-01-01,100,72.0,False,0.72,72.0
2020-01-02,80,72.0,,0.72,57.599999999999994
2020-01-03,76,72.0,,0.72,54.72
2020-01-04,91,72.0,,0.72,65.52
2020-01-05,88,72.0,,0.72,63.36
2020-01-06,68,72.0,,0.72,48.96
2020-01-07,60,72.0,,0.72,43.199999999999996
2020-01-08,56,72.0,,0.72,40.32
2020-01-09,57,72.0,,0.72,41.04
2020-01-10,65,72.0,,0.72,46.8
2020-01-11,89,72.0,,0.72,64.08
2020-01-12,89,72.0,,0.72,64.08
2020-01-13,63,72.0,,0.72,45.36
2020-01-14,56,72.0,,0.72,40.32
2020-01-15,57,72.0,,0.72,41.04
2020-01-16,55,72.0,,0.72,39.6
2020-01-17,68,72.0,,0.72,48.96
2020-01-18,99,72.0,,0.72,71.28
2020-01-19,98,72.0,,0.72,70.56
2020-01-20,80,72.0,,0.72,57.599999999999994
2020-01-21,59,72.0,,0.72,42.48
2020-01-22,54,72.0,,0.72,38.879999999999995
2020-01-23,53,72.0,,0.72,38.16
2020-01-24,63,72.0,,0.72,45.36
2020-01-25,93,72.0,,0.72,66.96
2020-01-26,84,72.0,,0.72,60.48
2020-01-27,54,72.0,,0.72,38.879999999999995
2020-01-28,52,72.0,,0.72,37.44
2020-01-29,49,72.0,,0.72,35.28
2020-01-30,51,72.0,,0.72,36.72
2020-01-31,56,72.0,,0.72,40.32
2020-02-01,76,72.0,False,0.72,54.72
2020-02-02,74,72.0,,0.72,53.28
2020-02-03,47,72.0,,0.72,33.839999999999996
2020-02-04,48,72.0,,0.72,34.56
2020-02-05,46,72.0,,0.72,33.12
2020-02-06,50,72.0,,0.72,36.0
2020-02-07,56,72.0,,0.72,40.32
2020-02-08,80,72.0,,0.72,57.599999999999994
2020-02-09,88,72.0,,0.72,63.36
2020-02-10,75,72.0,,0.72,54.0
2020-02-11,56,72.0,,0.72,40.32
2020-02-12,54,72.0,,0.72,38.879999999999995
2020-02-13,55,72.0,,0.72,39.6
2020-02-14,70,72.0,,0.72,50.4
2020-02-15,100,72.0,,0.72,72.0
2020-02-16,94,72.0,,0.72,67.67999999999999
2020-02-17,71,72.0,,0.72,51.12
2020-02-18,54,72.0,,0.72,38.879999999999995
2020-02-19,52,72.0,,0.72,37.44
2020-02-20,50,72.0,,0.72,36.0
2020-02-21,61,72.0,,0.72,43.92
2020-02-22,84,72.0,,0.72,60.48
2020-02-23,83,72.0,,0.72,59.76
2020-02-24,54,72.0,,0.72,38.879999999999995
2020-02-25,49,72.0,,0.72,35.28
2020-02-26,46,72.0,,0.72,33.12
2020-02-27,49,72.0,,0.72,35.28
2020-02-28,56,72.0,,0.72,40.32
2020-02-29,79,72.0,,0.72,56.879999999999995
2020-03-01,92,69.0,False,0.69,63.48
2020-03-02,58,69.0,,0.69,40.019999999999996
2020-03-03,52,69.0,,0.69,35.879999999999995
2020-03-04,50,69.0,,0.69,34.5
2020-03-05,54,69.0,,0.69,37.26
2020-03-06,61,69.0,,0.69,42.089999999999996
2020-03-07,87,69.0,,0.69,60.029999999999994
2020-03-08,91,69.0,,0.69,62.78999999999999
2020-03-09,58,69.0,,0.69,40.019999999999996
2020-03-10,54,69.0,,0.69,37.26
2020-03-11,52,69.0,,0.69,35.879999999999995
2020-03-12,52,69.0,,0.69,35.879999999999995
2020-03-13,59,69.0,,0.69,40.709999999999994
2020-03-14,90,69.0,,0.69,62.099999999999994
2020-03-15,93,69.0,,0.69,64.17
2020-03-16,61,69.0,,0.69,42.089999999999996
2020-03-17,58,69.0,,0.69,40.019999999999996
2020-03-18,58,69.0,,0.69,40.019999999999996
2020-03-19,59,69.0,,0.69,40.709999999999994
2020-03-20,65,69.0,,0.69,44.849999999999994
2020-03-21,92,69.0,,0.69,63.48
2020-03-22,100,69.0,,0.69,69.0
2020-03-23,66,69.0,,0.69,45.54
2020-03-24,63,69.0,,0.69,43.47
2020-03-25,59,69.0,,0.69,40.709999999999994
2020-03-26,59,69.0,,0.69,40.709999999999994
2020-03-27,63,69.0,,0.69,43.47
2020-03-28,89,69.0,,0.69,61.41
2020-03-29,97,69.0,,0.69,66.92999999999999
2020-03-30,63,69.0,,0.69,43.47
2020-03-31,59,69.0,,0.69,40.709999999999994
2020-04-01,56,67.0,False,0.67,37.52
2020-04-02,56,67.0,,0.67,37.52
2020-04-03,58,67.0,,0.67,38.86
2020-04-04,81,67.0,,0.67,54.27
2020-04-05,89,67.0,,0.67,59.63
2020-04-06,57,67.0,,0.67,38.190000000000005
2020-04-07,56,67.0,,0.67,37.52
2020-04-08,55,67.0,,0.67,36.85
2020-04-09,58,67.0,,0.67,38.86
2020-04-10,67,67.0,,0.67,44.89
2020-04-11,84,67.0,,0.67,56.28
2020-04-12,100,67.0,,0.67,67.0
2020-04-13,66,67.0,,0.67,44.220000000000006
2020-04-14,57,67.0,,0.67,38.190000000000005
2020-04-15,53,67.0,,0.67,35.510000000000005
2020-04-16,53,67.0,,0.67,35.510000000000005
2020-04-17,56,67.0,,0.67,37.52
2020-04-18,78,67.0,,0.67,52.260000000000005
2020-04-19,83,67.0,,0.67,55.61000000000001
2020-04-20,57,67.0,,0.67,38.190000000000005
2020-04-21,53,67.0,,0.67,35.510000000000005
2020-04-22,52,67.0,,0.67,34.84
2020-04-23,53,67.0,,0.67,35.510000000000005
2020-04-24,53,67.0,,0.67,35.510000000000005
2020-04-25,71,67.0,,0.67,47.57
2020-04-26,79,67.0,,0.67,52.93
2020-04-27,54,67.0,,0.67,36.18
2020-04-28,50,67.0,,0.67,33.5
2020-04-29,52,67.0,,0.67,34.84
2020-04-30,54,67.0,,0.67,36.18
2020-05-01,69,64.0,False,0.64,44.160000000000004
2020-05-02,87,64.0,,0.64,55.68
2020-05-03,95,64.0,,0.64,60.800000000000004
2020-05-04,66,64.0,,0.64,42.24
2020-05-05,63,64.0,,0.64,40.32
2020-05-06,67,64.0,,0.64,42.88
2020-05-07,66,64.0,,0.64,42.24
2020-05-08,68,64.0,,0.64,43.52
2020-05-09,90,64.0,,0.64,57.6
2020-05-10,96,64.0,,0.64,61.44
2020-05-11,70,64.0,,0.64,44.800000000000004
2020-05-12,65,64.0,,0.64,41.6
2020-05-13,66,64.0,,0.64,42.24
2020-05-14,63,64.0,,0.64,40.32
2020-05-15,67,64.0,,0.64,42.88
2020-05-16,93,64.0,,0.64,59.52
2020-05-17,100,64.0,,0.64,64.0
2020-05-18,68,64.0,,0.64,43.52
2020-05-19,64,64.0,,0.64,40.96
2020-05-20,65,64.0,,0.64,41.6
2020-05-21,65,64.0,,0.64,41.6
2020-05-22,68,64.0,,0.64,43.52
2020-05-23,91,64.0,,0.64,58.24
2020-05-24,97,64.0,,0.64,62.08
2020-05-25,92,64.0,,0.64,58.88
2020-05-26,67,64.0,,0.64,42.88
2020-05-27,62,64.0,,0.64,39.68
2020-05-28,61,64.0,,0.64,39.04
2020-05-29,64,64.0,,0.64,40.96
2020-05-30,80,64.0,,0.64,51.2
2020-05-31,83,64.0,,0.64,53.120000000000005
2020-06-01,59,62.0,False,0.62,36.58
2020-06-02,56,62.0,,0.62,34.72
2020-06-03,59,62.0,,0.62,36.58
2020-06-04,61,62.0,,0.62,37.82
2020-06-05,65,62.0,,0.62,40.3
2020-06-06,85,62.0,,0.62,52.7
2020-06-07,91,62.0,,0.62,56.42
2020-06-08,66,62.0,,0.62,40.92
2020-06-09,64,62.0,,0.62,39.68
2020-06-10,62,62.0,,0.62,38.44
2020-06-11,62,62.0,,0.62,38.44
2020-06-12,66,62.0,,0.62,40.92
2020-06-13,86,62.0,,0.62,53.32
2020-06-14,93,62.0,,0.62,57.66
2020-06-15,66,62.0,,0.62,40.92
2020-06-16,61,62.0,,0.62,37.82
2020-06-17,62,62.0,,0.62,38.44
2020-06-18,62,62.0,,0.62,38.44
2020-06-19,68,62.0,,0.62,42.16
2020-06-20,89,62.0,,0.62,55.18
2020-06-21,93,62.0,,0.62,57.66
2020-06-22,68,62.0,,0.62,42.16
2020-06-23,64,62.0,,0.62,39.68
2020-06-24,65,62.0,,0.62,40.3
2020-06-25,64,62.0,,0.62,39.68
2020-06-26,71,62.0,,0.62,44.02
2020-06-27,96,62.0,,0.62,59.519999999999996
2020-06-28,100,62.0,,0.62,62.0
2020-06-29,72,62.0,,0.62,44.64
2020-06-30,67,62.0,,0.62,41.54
2020-07-01,65,62.0,False,0.62,40.3
2020-07-02,67,62.0,,0.62,41.54
2020-07-03,81,62.0,,0.62,50.22
2020-07-04,98,62.0,,0.62,60.76
2020-07-05,100,62.0,,0.62,62.0
2020-07-06,73,62.0,,0.62,45.26
2020-07-07,68,62.0,,0.62,42.16
2020-07-08,68,62.0,,0.62,42.16
2020-07-09,65,62.0,,0.62,40.3
2020-07-10,73,62.0,,0.62,45.26
2020-07-11,91,62.0,,0.62,56.42
2020-07-12,97,62.0,,0.62,60.14
2020-07-13,71,62.0,,0.62,44.02
2020-07-14,62,62.0,,0.62,38.44
2020-07-15,63,62.0,,0.62,39.06
2020-07-16,63,62.0,,0.62,39.06
2020-07-17,68,62.0,,0.62,42.16
2020-07-18,93,62.0,,0.62,57.66
2020-07-19,97,62.0,,0.62,60.14
2020-07-20,66,62.0,,0.62,40.92
2020-07-21,62,62.0,,0.62,38.44
2020-07-22,63,62.0,,0.62,39.06
2020-07-23,61,62.0,,0.62,37.82
2020-07-24,67,62.0,,0.62,41.54
2020-07-25,88,62.0,,0.62,54.56
2020-07-26,94,62.0,,0.62,58.28
2020-07-27,67,62.0,,0.62,41.54
2020-07-28,64,62.0,,0.62,39.68
2020-07-29,64,62.0,,0.62,39.68
2020-07-30,62,62.0,,0.62,38.44
2020-07-31,68,62.0,,0.62,42.16
2020-08-01,87,61.0,False,0.61,53.07
2020-08-02,91,61.0,,0.61,55.51
2020-08-03,65,61.0,,0.61,39.65
2020-08-04,61,61.0,,0.61,37.21
2020-08-05,60,61.0,,0.61,36.6
2020-08-06,61,61.0,,0.61,37.21
2020-08-07,66,61.0,,0.61,40.26
2020-08-08,84,61.0,,0.61,51.24
2020-08-09,93,61.0,,0.61,56.73
2020-08-10,66,61.0,,0.61,40.26
2020-08-11,60,61.0,,0.61,36.6
2020-08-12,61,61.0,,0.61,37.21
2020-08-13,61,61.0,,0.61,37.21
2020-08-14,70,61.0,,0.61,42.699999999999996
2020-08-15,89,61.0,,0.61,54.29
2020-08-16,93,61.0,,0.61,56.73
2020-08-17,65,61.0,,0.61,39.65
2020-08-18,58,61.0,,0.61,35.38
2020-08-19,58,61.0,,0.61,35.38
2020-08-20,59,61.0,,0.61,35.99
2020-08-21,65,61.0,,0.61,39.65
2020-08-22,90,61.0,,0.61,54.9
2020-08-23,96,61.0,,0.61,58.56
2020-08-24,63,61.0,,0.61,38.43
2020-08-25,59,61.0,,0.61,35.99
2020-08-26,58,61.0,,0.61,35.38
2020-08-27,60,61.0,,0.61,36.6
2020-08-28,67,61.0,,0.61,40.87
2020-08-29,100,61.0,,0.61,61.0
2020-08-30,97,61.0,,0.61,59.17
2020-08-31,65,61.0,,0.61,39.65
2020-09-01,58,58.0,False,0.58,33.64
2020-09-02,59,58.0,,0.58,34.22
2020-09-03,59,58.0,,0.58,34.22
2020-09-04,67,58.0,,0.58,38.86
2020-09-05,90,58.0,,0.58,52.199999999999996
2020-09-06,100,58.0,,0.58,57.99999999999999
2020-09-07,91,58.0,,0.58,52.779999999999994
2020-09-08,62,58.0,,0.58,35.96
2020-09-09,57,58.0,,0.58,33.059999999999995
2020-09-10,58,58.0,,0.58,33.64
2020-09-11,67,58.0,,0.58,38.86
2020-09-12,95,58.0,,0.58,55.099999999999994
2020-09-13,93,58.0,,0.58,53.94
2020-09-14,62,58.0,,0.58,35.96
2020-09-15,55,58.0,,0.58,31.9
2020-09-16,57,58.0,,0.58,33.059999999999995
2020-09-17,58,58.0,,0.58,33.64
2020-09-18,64,58.0,,0.58,37.12
2020-09-19,92,58.0,,0.58,53.36
2020-09-20,92,58.0,,0.58,53.36
2020-09-21,60,58.0,,0.58,34.8
2020-09-22,56,58.0,,0.58,32.48
2020-09-23,57,58.0,,0.58,33.059999999999995
2020-09-24,60,58.0,,0.58,34.8
2020-09-25,64,58.0,,0.58,37.12
2020-09-26,86,58.0,,0.58,49.879999999999995
2020-09-27,85,58.0,,0.58,49.3
2020-09-28,60,58.0,,0.58,34.8
2020-09-29,56,58.0,,0.58,32.48
2020-09-30,51,58.0,,0.58,29.58
2020-10-01,51,65.0,False,0.65,33.15
2020-10-02,57,65.0,,0.65,37.050000000000004
2020-10-03,75,65.0,,0.65,48.75
2020-10-04,84,65.0,,0.65,54.6
2020-10-05,58,65.0,,0.65,37.7
2020-10-06,53,65.0,,0.65,34.45
2020-10-07,54,65.0,,0.65,35.1
2020-10-08,53,65.0,,0.65,34.45
2020-10-09,59,65.0,,0.65,38.35
2020-10-10,78,65.0,,0.65,50.7
2020-10-11,87,65.0,,0.65,56.550000000000004
2020-10-12,63,65.0,,0.65,40.95
2020-10-13,54,65.0,,0.65,35.1
2020-10-14,56,65.0,,0.65,36.4
2020-10-15,57,65.0,,0.65,37.050000000000004
2020-10-16,64,65.0,,0.65,41.6
2020-10-17,84,65.0,,0.65,54.6
2020-10-18,87,65.0,,0.65,56.550000000000004
2020-10-19,64,65.0,,0.65,41.6
2020-10-20,58,65.0,,0.65,37.7
2020-10-21,57,65.0,,0.65,37.050000000000004
2020-10-22,77,65.0,,0.65,50.050000000000004
2020-10-23,76,65.0,,0.65,49.4
2020-10-24,96,65.0,,0.65,62.400000000000006
2020-10-25,96,65.0,,0.65,62.400000000000006
2020-10-26,73,65.0,,0.65,47.45
2020-10-27,67,65.0,,0.65,43.550000000000004
2020-10-28,62,65.0,,0.65,40.300000000000004
2020-10-29,65,65.0,,0.65,42.25
2020-10-30,70,65.0,,0.65,45.5
2020-10-31,100,65.0,,0.65,65.0
2020-11-01,100,61.0,False,0.61,61.0
2020-11-02,62,61.0,,0.61,37.82
2020-11-03,54,61.0,,0.61,32.94
2020-11-04,31,61.0,,0.61,18.91
2020-11-05,40,61.0,,0.61,24.4
2020-11-06,47,61.0,,0.61,28.669999999999998
2020-11-07,64,61.0,,0.61,39.04
2020-11-08,73,61.0,,0.61,44.53
2020-11-09,58,61.0,,0.61,35.38
2020-11-10,53,61.0,,0.61,32.33
2020-11-11,58,61.0,,0.61,35.38
2020-11-12,53,61.0,,0.61,32.33
2020-11-13,59,61.0,,0.61,35.99
2020-11-14,79,61.0,,0.61,48.19
2020-11-15,85,61.0,,0.61,51.85
2020-11-16,61,61.0,,0.61,37.21
2020-11-17,56,61.0,,0.61,34.16
2020-11-18,56,61.0,,0.61,34.16
2020-11-19,51,61.0,,0.61,31.11
2020-11-20,55,61.0,,0.61,33.55
2020-11-21,76,61.0,,0.61,46.36
2020-11-22,82,61.0,,0.61,50.019999999999996
2020-11-23,62,61.0,,0.61,37.82
2020-11-24,59,61.0,,0.61,35.99
2020-11-25,62,61.0,,0.61,37.82
2020-11-26,82,61.0,,0.61,50.019999999999996
2020-11-27,83,61.0,,0.61,50.629999999999995
2020-11-28,87,61.0,,0.61,53.07
2020-11-29,85,61.0,,0.61,51.85
