date,movie_unscaled,movie_monthly,isPartial,scale,movie
2017-08-31,51,77.0,,0.77,39.27
2017-09-01,52,80.0,False,0.8,41.6
2017-09-02,73,80.0,,0.8,58.400000000000006
2017-09-03,79,80.0,,0.8,63.2
2017-09-04,74,80.0,,0.8,59.2
2017-09-05,46,80.0,,0.8,36.800000000000004
2017-09-06,45,80.0,,0.8,36.0
2017-09-07,50,80.0,,0.8,40.0
2017-09-08,65,80.0,,0.8,52.0
2017-09-09,100,80.0,,0.8,80.0
2017-09-10,93,80.0,,0.8,74.4
2017-09-11,57,80.0,,0.8,45.6
2017-09-12,51,80.0,,0.8,40.800000000000004
2017-09-13,51,80.0,,0.8,40.800000000000004
2017-09-14,49,80.0,,0.8,39.2
2017-09-15,59,80.0,,0.8,47.2
2017-09-16,88,80.0,,0.8,70.4
2017-09-17,82,80.0,,0.8,65.60000000000001
2017-09-18,50,80.0,,0.8,40.0
2017-09-19,47,80.0,,0.8,37.6
2017-09-20,46,80.0,,0.8,36.800000000000004
2017-09-21,49,80.0,,0.8,39.2
2017-09-22,56,80.0,,0.8,44.800000000000004
2017-09-23,77,80.0,,0.8,61.6
2017-09-24,76,80.0,,0.8,60.800000000000004
2017-09-25,47,80.0,,0.8,37.6
2017-09-26,46,80.0,,0.8,36.800000000000004
2017-09-27,45,80.0,,0.8,36.0
2017-09-28,45,80.0,,0.8,36.0
2017-09-29,51,80.0,,0.8,40.800000000000004
2017-09-30,75,80.0,,0.8,60.0
2017-10-01,92,73.0,False,0.73,67.16
2017-10-02,55,73.0,,0.73,40.15
2017-10-03,53,73.0,,0.73,38.69
2017-10-04,54,73.0,,0.73,39.42
2017-10-05,55,73.0,,0.73,40.15
2017-10-06,68,73.0,,0.73,49.64
2017-10-07,93,73.0,,0.73,67.89
2017-10-08,97,73.0,,0.73,70.81
2017-10-09,67,73.0,,0.73,48.91
2017-10-10,57,73.0,,0.73,41.61
2017-10-11,56,73.0,,0.73,40.879999999999995
2017-10-12,57,73.0,,0.73,41.61
2017-10-13,71,73.0,,0.73,51.83
2017-10-14,100,73.0,,0.73,73.0
2017-10-15,95,73.0,,0.73,69.35
2017-10-16,59,73.0,,0.73,43.07
2017-10-17,58,73.0,,0.73,42.339999999999996
2017-10-18,54,73.0,,0.73,39.42
2017-10-19,58,73.0,,0.73,42.339999999999996
2017-10-20,69,73.0,,0.73,50.37
2017-10-21,96,73.0,,0.73,70.08
2017-10-22,92,73.0,,0.73,67.16
2017-10-23,60,73.0,,0.73,43.8
2017-10-24,58,73.0,,0.73,42.339999999999996
2017-10-25,57,73.0,,0.73,41.61
2017-10-26,58,73.0,,0.73,42.339999999999996
2017-10-27,70,73.0,,0.73,51.1
2017-10-28,94,73.0,,0.73,68.62
2017-10-29,99,73.0,,0.73,72.27
2017-10-30,62,73.0,,0.73,45.26
2017-10-31,63,73.0,,0.73,45.99
2017-11-01,56,76.0,False,0.76,42.56
2017-11-02,54,76.0,,0.76,41.04
2017-11-03,67,76.0,,0.76,50.92
2017-11-04,93,76.0,,0.76,70.68
2017-11-05,89,76.0,,0.76,67.64
2017-11-06,58,76.0,,0.76,44.08
2017-11-07,54,76.0,,0.76,41.04
2017-11-08,52,76.0,,0.76,39.52
2017-11-09,56,76.0,,0.76,42.56
2017-11-10,70,76.0,,0.76,53.2
2017-11-11,95,76.0,,0.76,72.2
2017-11-12,92,76.0,,0.76,69.92
2017-11-13,58,76.0,,0.76,44.08
2017-11-14,52,76.0,,0.76,39.52
2017-11-15,54,76.0,,0.76,41.04
2017-11-16,56,76.0,,0.76,42.56
2017-11-17,70,76.0,,0.76,53.2
2017-11-18,99,76.0,,0.76,75.24
2017-11-19,98,76.0,,0.76,74.48
2017-11-20,65,76.0,,0.76,49.4
2017-11-21,65,76.0,,0.76,49.4
2017-11-22,75,76.0,,0.76,57.0
2017-11-23,89,76.0,,0.76,67.64
2017-11-24,94,76.0,,0.76,71.44
2017-11-25,100,76.0,,0.76,76.0
2017-11-26,98,76.0,,0.76,74.48
2017-11-27,56,76.0,,0.76,42.56
2017-11-28,52,76.0,,0.76,39.52
2017-11-29,54,76.0,,0.76,41.04
2017-11-30,53,76.0,,0.76,40.28
2017-12-01,48,86.0,False,0.86,41.28
2017-12-02,69,86.0,,0.86,59.339999999999996
2017-12-03,71,86.0,,0.86,61.06
2017-12-04,46,86.0,,0.86,39.56
2017-12-05,44,86.0,,0.86,37.839999999999996
2017-12-06,44,86.0,,0.86,37.839999999999996
2017-12-07,45,86.0,,0.86,38.7
2017-12-08,53,86.0,,0.86,45.58
2017-12-09,71,86.0,,0.86,61.06
2017-12-10,74,86.0,,0.86,63.64
2017-12-11,48,86.0,,0.86,41.28
2017-12-12,45,86.0,,0.86,38.7
2017-12-13,45,86.0,,0.86,38.7
2017-12-14,47,86.0,,0.86,40.42
2017-12-15,58,86.0,,0.86,49.88
2017-12-16,79,86.0,,0.86,67.94
2017-12-17,82,86.0,,0.86,70.52
2017-12-18,57,86.0,,0.86,49.019999999999996
2017-12-19,53,86.0,,0.86,45.58
2017-12-20,57,86.0,,0.86,49.019999999999996
2017-12-21,59,86.0,,0.86,50.74
2017-12-22,70,86.0,,0.86,60.199999999999996
2017-12-23,84,86.0,,0.86,72.24
2017-12-24,85,86.0,,0.86,73.1
2017-12-25,100,86.0,,0.86,86.0
2017-12-26,92,86.0,,0.86,79.12
2017-12-27,78,86.0,,0.86,67.08
2017-12-28,71,86.0,,0.86,61.06
2017-12-29,75,86.0,,0.86,64.5
2017-12-30,81,86.0,,0.86,69.66
2017-12-31,86,86.0,,0.86,73.96
2018-01-01,99,81.0,False,0.81,80.19000000000001
2018-01-02,73,81.0,,0.81,59.13
2018-01-03,64,81.0,,0.81,51.84
2018-01-04,65,81.0,,0.81,52.650000000000006
2018-01-05,74,81.0,,0.81,59.940000000000005
2018-01-06,100,81.0,,0.81,81.0
2018-01-07,97,81.0,,0.81,78.57000000000001
2018-01-08,67,81.0,,0.81,54.27
2018-01-09,55,81.0,,0.81,44.550000000000004
2018-01-10,57,81.0,,0.81,46.17
2018-01-11,56,81.0,,0.81,45.36
2018-01-12,69,81.0,,0.81,55.89
2018-01-13,99,81.0,,0.81,80.19000000000001
2018-01-14,100,81.0,,0.81,81.0
2018-01-15,82,81.0,,0.81,66.42
2018-01-16,58,81.0,,0.81,46.980000000000004
2018-01-17,58,81.0,,0.81,46.980000000000004
2018-01-18,58,81.0,,0.81,46.980000000000004
2018-01-19,67,81.0,,0.81,54.27
2018-01-20,99,81.0,,0.81,80.19000000000001
2018-01-21,97,81.0,,0.81,78.57000000000001
2018-01-22,60,81.0,,0.81,48.6
2018-01-23,55,81.0,,0.81,44.550000000000004
2018-01-24,55,81.0,,0.81,44.550000000000004
2018-01-25,55,81.0,,0.81,44.550000000000004
2018-01-26,63,81.0,,0.81,51.03
2018-01-27,98,81.0,,0.81,79.38000000000001
2018-01-28,98,81.0,,0.81,79.38000000000001
2018-01-29,57,81.0,,0.81,46.17
2018-01-30,52,81.0,,0.81,42.120000000000005
2018-01-31,50,81.0,,0.81,40.5
2018-02-01,45,80.0,False,0.8,36.0
2018-02-02,53,80.0,,0.8,42.400000000000006
2018-02-03,78,80.0,,0.8,62.400000000000006
2018-02-04,74,80.0,,0.8,59.2
2018-02-05,46,80.0,,0.8,36.800000000000004
2018-02-06,44,80.0,,0.8,35.2
2018-02-07,46,80.0,,0.8,36.800000000000004
2018-02-08,47,80.0,,0.8,37.6
2018-02-09,55,80.0,,0.8,44.0
2018-02-10,83,80.0,,0.8,66.4
2018-02-11,84,80.0,,0.8,67.2
2018-02-12,52,80.0,,0.8,41.6
2018-02-13,46,80.0,,0.8,36.800000000000004
2018-02-14,48,80.0,,0.8,38.400000000000006
2018-02-15,53,80.0,,0.8,42.400000000000006
2018-02-16,66,80.0,,0.8,52.800000000000004
2018-02-17,96,80.0,,0.8,76.80000000000001
2018-02-18,100,80.0,,0.8,80.0
2018-02-19,73,80.0,,0.8,58.400000000000006
2018-02-20,56,80.0,,0.8,44.800000000000004
2018-02-21,49,80.0,,0.8,39.2
2018-02-22,49,80.0,,0.8,39.2
2018-02-23,57,80.0,,0.8,45.6
2018-02-24,83,80.0,,0.8,66.4
2018-02-25,87,80.0,,0.8,69.60000000000001
2018-02-26,52,80.0,,0.8,41.6
2018-02-27,46,80.0,,0.8,36.800000000000004
2018-02-28,44,80.0,,0.8,35.2
2018-03-01,53,79.0,False,0.79,41.870000000000005
2018-03-02,63,79.0,,0.79,49.77
2018-03-03,93,79.0,,0.79,73.47
2018-03-04,99,79.0,,0.79,78.21000000000001
2018-03-05,74,79.0,,0.79,58.46
2018-03-06,56,79.0,,0.79,44.24
2018-03-07,58,79.0,,0.79,45.82
2018-03-08,58,79.0,,0.79,45.82
2018-03-09,66,79.0,,0.79,52.14
2018-03-10,94,79.0,,0.79,74.26
2018-03-11,100,79.0,,0.79,79.0
2018-03-12,63,79.0,,0.79,49.77
2018-03-13,58,79.0,,0.79,45.82
2018-03-14,59,79.0,,0.79,46.61
2018-03-15,58,79.0,,0.79,45.82
2018-03-16,67,79.0,,0.79,52.93
2018-03-17,94,79.0,,0.79,74.26
2018-03-18,92,79.0,,0.79,72.68
2018-03-19,58,79.0,,0.79,45.82
2018-03-20,56,79.0,,0.79,44.24
2018-03-21,60,79.0,,0.79,47.400000000000006
2018-03-22,58,79.0,,0.79,45.82
2018-03-23,65,79.0,,0.79,51.35
2018-03-24,98,79.0,,0.79,77.42
2018-03-25,93,79.0,,0.79,73.47
2018-03-26,60,79.0,,0.79,47.400000000000006
2018-03-27,60,79.0,,0.79,47.400000000000006
2018-03-28,57,79.0,,0.79,45.03
2018-03-29,59,79.0,,0.79,46.61
2018-03-30,74,79.0,,0.79,58.46
2018-03-31,89,79.0,,0.79,70.31
2018-04-01,95,77.0,False,0.77,73.15
2018-04-02,65,77.0,,0.77,50.050000000000004
2018-04-03,57,77.0,,0.77,43.89
2018-04-04,55,77.0,,0.77,42.35
2018-04-05,57,77.0,,0.77,43.89
2018-04-06,67,77.0,,0.77,51.59
2018-04-07,96,77.0,,0.77,73.92
2018-04-08,92,77.0,,0.77,70.84
2018-04-09,58,77.0,,0.77,44.660000000000004
2018-04-10,52,77.0,,0.77,40.04
2018-04-11,50,77.0,,0.77,38.5
2018-04-12,50,77.0,,0.77,38.5
2018-04-13,64,77.0,,0.77,49.28
2018-04-14,91,77.0,,0.77,70.07000000000001
2018-04-15,94,77.0,,0.77,72.38
2018-04-16,55,77.0,,0.77,42.35
2018-04-17,50,77.0,,0.77,38.5
2018-04-18,50,77.0,,0.77,38.5
2018-04-19,52,77.0,,0.77,40.04
2018-04-20,59,77.0,,0.77,45.43
2018-04-21,84,77.0,,0.77,64.68
2018-04-22,85,77.0,,0.77,65.45
2018-04-23,54,77.0,,0.77,41.58
2018-04-24,52,77.0,,0.77,40.04
2018-04-25,51,77.0,,0.77,39.27
2018-04-26,54,77.0,,0.77,41.58
2018-04-27,69,77.0,,0.77,53.13
2018-04-28,99,77.0,,0.77,76.23
2018-04-29,100,77.0,,0.77,77.0
2018-04-30,61,77.0,,0.77,46.97
2018-05-01,55,71.0,False,0.71,39.05
2018-05-02,52,71.0,,0.71,36.92
2018-05-03,54,71.0,,0.71,38.339999999999996
2018-05-04,63,71.0,,0.71,44.73
2018-05-05,83,71.0,,0.71,58.93
2018-05-06,89,71.0,,0.71,63.19
2018-05-07,57,71.0,,0.71,40.47
2018-05-08,51,71.0,,0.71,36.21
2018-05-09,50,71.0,,0.71,35.5
2018-05-10,51,71.0,,0.71,36.21
2018-05-11,61,71.0,,0.71,43.309999999999995
2018-05-12,89,71.0,,0.71,63.19
2018-05-13,93,71.0,,0.71,66.03
2018-05-14,61,71.0,,0.71,43.309999999999995
2018-05-15,56,71.0,,0.71,39.76
2018-05-16,55,71.0,,0.71,39.05
2018-05-17,55,71.0,,0.71,39.05
2018-05-18,64,71.0,,0.71,45.44
2018-05-19,87,71.0,,0.71,61.769999999999996
2018-05-20,87,71.0,,0.71,61.769999999999996
2018-05-21,58,71.0,,0.71,41.18
2018-05-22,53,71.0,,0.71,37.629999999999995
2018-05-23,52,71.0,,0.71,36.92
2018-05-24,54,71.0,,0.71,38.339999999999996
2018-05-25,65,71.0,,0.71,46.15
2018-05-26,85,71.0,,0.71,60.349999999999994
2018-05-27,100,71.0,,0.71,71.0
2018-05-28,91,71.0,,0.71,64.61
2018-05-29,59,71.0,,0.71,41.89
2018-05-30,54,71.0,,0.71,38.339999999999996
2018-05-31,52,71.0,,0.71,36.92
2018-06-01,59,80.0,False,0.8,47.2
2018-06-02,81,80.0,,0.8,64.8
2018-06-03,83,80.0,,0.8,66.4
2018-06-04,55,80.0,,0.8,44.0
2018-06-05,55,80.0,,0.8,44.0
2018-06-06,56,80.0,,0.8,44.800000000000004
2018-06-07,57,80.0,,0.8,45.6
2018-06-08,62,80.0,,0.8,49.6
2018-06-09,84,80.0,,0.8,67.2
2018-06-10,90,80.0,,0.8,72.0
2018-06-11,62,80.0,,0.8,49.6
2018-06-12,59,80.0,,0.8,47.2
2018-06-13,60,80.0,,0.8,48.0
2018-06-14,61,80.0,,0.8,48.800000000000004
2018-06-15,74,80.0,,0.8,59.2
2018-06-16,94,80.0,,0.8,75.2
2018-06-17,100,80.0,,0.8,80.0
2018-06-18,66,80.0,,0.8,52.800000000000004
2018-06-19,65,80.0,,0.8,52.0
2018-06-20,61,80.0,,0.8,48.800000000000004
2018-06-21,62,80.0,,0.8,49.6
2018-06-22,73,80.0,,0.8,58.400000000000006
2018-06-23,95,80.0,,0.8,76.0
2018-06-24,95,80.0,,0.8,76.0
2018-06-25,64,80.0,,0.8,51.2
2018-06-26,60,80.0,,0.8,48.0
2018-06-27,57,80.0,,0.8,45.6
2018-06-28,59,80.0,,0.8,47.2
2018-06-29,67,80.0,,0.8,53.6
2018-06-30,86,80.0,,0.8,68.8
2018-07-01,89,80.0,False,0.8,71.2
2018-07-02,61,80.0,,0.8,48.800000000000004
2018-07-03,65,80.0,,0.8,52.0
2018-07-04,84,80.0,,0.8,67.2
2018-07-05,74,80.0,,0.8,59.2
2018-07-06,78,80.0,,0.8,62.400000000000006
2018-07-07,93,80.0,,0.8,74.4
2018-07-08,98,80.0,,0.8,78.4
2018-07-09,68,80.0,,0.8,54.400000000000006
2018-07-10,63,80.0,,0.8,50.400000000000006
2018-07-11,57,80.0,,0.8,45.6
2018-07-12,61,80.0,,0.8,48.800000000000004
2018-07-13,66,80.0,,0.8,52.800000000000004
2018-07-14,88,80.0,,0.8,70.4
2018-07-15,90,80.0,,0.8,72.0
2018-07-16,63,80.0,,0.8,50.400000000000006
2018-07-17,61,80.0,,0.8,48.800000000000004
2018-07-18,62,80.0,,0.8,49.6
2018-07-19,60,80.0,,0.8,48.0
2018-07-20,71,80.0,,0.8,56.800000000000004
2018-07-21,97,80.0,,0.8,77.60000000000001
2018-07-22,100,80.0,,0.8,80.0
2018-07-23,70,80.0,,0.8,56.0
2018-07-24,62,80.0,,0.8,49.6
2018-07-25,59,80.0,,0.8,47.2
2018-07-26,60,80.0,,0.8,48.0
2018-07-27,68,80.0,,0.8,54.400000000000006
2018-07-28,87,80.0,,0.8,69.60000000000001
2018-07-29,88,80.0,,0.8,70.4
2018-07-30,66,80.0,,0.8,52.800000000000004
2018-07-31,61,80.0,,0.8,48.800000000000004
2018-08-01,62,73.0,False,0.73,45.26
2018-08-02,63,73.0,,0.73,45.99
2018-08-03,69,73.0,,0.73,50.37
2018-08-04,88,73.0,,0.73,64.24
2018-08-05,90,73.0,,0.73,65.7
2018-08-06,66,73.0,,0.73,48.18
2018-08-07,63,73.0,,0.73,45.99
2018-08-08,61,73.0,,0.73,44.53
2018-08-09,63,73.0,,0.73,45.99
2018-08-10,72,73.0,,0.73,52.56
2018-08-11,97,73.0,,0.73,70.81
2018-08-12,98,73.0,,0.73,71.53999999999999
2018-08-13,70,73.0,,0.73,51.1
2018-08-14,65,73.0,,0.73,47.449999999999996
2018-08-15,64,73.0,,0.73,46.72
2018-08-16,62,73.0,,0.73,45.26
2018-08-17,72,73.0,,0.73,52.56
2018-08-18,97,73.0,,0.73,70.81
2018-08-19,100,73.0,,0.73,73.0
2018-08-20,66,73.0,,0.73,48.18
2018-08-21,59,73.0,,0.73,43.07
2018-08-22,54,73.0,,0.73,39.42
2018-08-23,52,73.0,,0.73,37.96
2018-08-24,62,73.0,,0.73,45.26
2018-08-25,88,73.0,,0.73,64.24
2018-08-26,88,73.0,,0.73,64.24
2018-08-27,56,73.0,,0.73,40.879999999999995
2018-08-28,53,73.0,,0.73,38.69
2018-08-29,51,73.0,,0.73,37.23
2018-08-30,52,73.0,,0.73,37.96
2018-08-31,60,73.0,,0.73,43.8
2018-09-01,88,71.0,False,0.71,62.48
2018-09-02,100,71.0,,0.71,71.0
2018-09-03,97,71.0,,0.71,68.86999999999999
2018-09-04,60,71.0,,0.71,42.599999999999994
2018-09-05,56,71.0,,0.71,39.76
2018-09-06,59,71.0,,0.71,41.89
2018-09-07,67,71.0,,0.71,47.57
2018-09-08,98,71.0,,0.71,69.58
2018-09-09,96,71.0,,0.71,68.16
2018-09-10,63,71.0,,0.71,44.73
2018-09-11,58,71.0,,0.71,41.18
2018-09-12,55,71.0,,0.71,39.05
2018-09-13,57,71.0,,0.71,40.47
2018-09-14,67,71.0,,0.71,47.57
2018-09-15,97,71.0,,0.71,68.86999999999999
2018-09-16,92,71.0,,0.71,65.32
2018-09-17,60,71.0,,0.71,42.599999999999994
2018-09-18,56,71.0,,0.71,39.76
2018-09-19,57,71.0,,0.71,40.47
2018-09-20,55,71.0,,0.71,39.05
2018-09-21,66,71.0,,0.71,46.86
2018-09-22,94,71.0,,0.71,66.74
2018-09-23,91,71.0,,0.71,64.61
2018-09-24,60,71.0,,0.71,42.599999999999994
2018-09-25,56,71.0,,0.71,39.76
2018-09-26,56,71.0,,0.71,39.76
2018-09-27,57,71.0,,0.71,40.47
2018-09-28,65,71.0,,0.71,46.15
2018-09-29,94,71.0,,0.71,66.74
2018-09-30,89,71.0,,0.71,63.19
2018-10-01,53,73.0,False,0.73,38.69
2018-10-02,53,73.0,,0.73,38.69
2018-10-03,51,73.0,,0.73,37.23
2018-10-04,57,73.0,,0.73,41.61
2018-10-05,66,73.0,,0.73,48.18
2018-10-06,90,73.0,,0.73,65.7
2018-10-07,90,73.0,,0.73,65.7
2018-10-08,64,73.0,,0.73,46.72
2018-10-09,55,73.0,,0.73,40.15
2018-10-10,55,73.0,,0.73,40.15
2018-10-11,57,73.0,,0.73,41.61
2018-10-12,67,73.0,,0.73,48.91
2018-10-13,93,73.0,,0.73,67.89
2018-10-14,92,73.0,,0.73,67.16
2018-10-15,58,73.0,,0.73,42.339999999999996
2018-10-16,54,73.0,,0.73,39.42
2018-10-17,53,73.0,,0.73,38.69
2018-10-18,60,73.0,,0.73,43.8
2018-10-19,76,73.0,,0.73,55.48
2018-10-20,100,73.0,,0.73,73.0
2018-10-21,95,73.0,,0.73,69.35
2018-10-22,61,73.0,,0.73,44.53
2018-10-23,56,73.0,,0.73,40.879999999999995
2018-10-24,53,73.0,,0.73,38.69
2018-10-25,56,73.0,,0.73,40.879999999999995
2018-10-26,66,73.0,,0.73,48.18
2018-10-27,90,73.0,,0.73,65.7
2018-10-28,86,73.0,,0.73,62.78
2018-10-29,56,73.0,,0.73,40.879999999999995
2018-10-30,56,73.0,,0.73,40.879999999999995
2018-10-31,62,73.0,,0.73,45.26
2018-11-01,62,77.0,False,0.77,47.74
2018-11-02,68,77.0,,0.77,52.36
2018-11-03,94,77.0,,0.77,72.38
2018-11-04,91,77.0,,0.77,70.07000000000001
2018-11-05,60,77.0,,0.77,46.2
2018-11-06,54,77.0,,0.77,41.58
2018-11-07,46,77.0,,0.77,35.42
2018-11-08,55,77.0,,0.77,42.35
2018-11-09,64,77.0,,0.77,49.28
2018-11-10,95,77.0,,0.77,73.15
2018-11-11,93,77.0,,0.77,71.61
2018-11-12,67,77.0,,0.77,51.59
2018-11-13,55,77.0,,0.77,42.35
2018-11-14,53,77.0,,0.77,40.81
2018-11-15,54,77.0,,0.77,41.58
2018-11-16,63,77.0,,0.77,48.51
2018-11-17,89,77.0,,0.77,68.53
2018-11-18,90,77.0,,0.77,69.3
2018-11-19,64,77.0,,0.77,49.28
2018-11-20,61,77.0,,0.77,46.97
2018-11-21,69,77.0,,0.77,53.13
2018-11-22,83,77.0,,0.77,63.910000000000004
2018-11-23,97,77.0,,0.77,74.69
2018-11-24,100,77.0,,0.77,77.0
2018-11-25,96,77.0,,0.77,73.92
2018-11-26,57,77.0,,0.77,43.89
2018-11-27,54,77.0,,0.77,41.58
2018-11-28,55,77.0,,0.77,42.35
2018-11-29,56,77.0,,0.77,43.120000000000005
2018-11-30,61,77.0,,0.77,46.97
2018-12-01,65,86.0,False,0.86,55.9
2018-12-02,65,86.0,,0.86,55.9
2018-12-03,44,86.0,,0.86,37.839999999999996
2018-12-04,39,86.0,,0.86,33.54
2018-12-05,41,86.0,,0.86,35.26
2018-12-06,41,86.0,,0.86,35.26
2018-12-07,46,86.0,,0.86,39.56
2018-12-08,65,86.0,,0.86,55.9
2018-12-09,66,86.0,,0.86,56.76
2018-12-10,45,86.0,,0.86,38.7
2018-12-11,41,86.0,,0.86,35.26
2018-12-12,43,86.0,,0.86,36.98
2018-12-13,44,86.0,,0.86,37.839999999999996
2018-12-14,50,86.0,,0.86,43.0
2018-12-15,71,86.0,,0.86,61.06
2018-12-16,68,86.0,,0.86,58.48
2018-12-17,50,86.0,,0.86,43.0
2018-12-18,47,86.0,,0.86,40.42
2018-12-19,47,86.0,,0.86,40.42
2018-12-20,51,86.0,,0.86,43.86
2018-12-21,59,86.0,,0.86,50.74
2018-12-22,73,86.0,,0.86,62.78
2018-12-23,75,86.0,,0.86,64.5
2018-12-24,74,86.0,,0.86,63.64
2018-12-25,100,86.0,,0.86,86.0
2018-12-26,83,86.0,,0.86,71.38
2018-12-27,73,86.0,,0.86,62.78
2018-12-28,72,86.0,,0.86,61.92
2018-12-29,81,86.0,,0.86,69.66
2018-12-30,80,86.0,,0.86,68.8
2018-12-31,67,86.0,,0.86,57.62
2019-01-01,100,80.0,False,0.8,80.0
2019-01-02,74,80.0,,0.8,59.2
2019-01-03,64,80.0,,0.8,51.2
2019-01-04,70,80.0,,0.8,56.0
2019-01-05,92,80.0,,0.8,73.60000000000001
2019-01-06,88,80.0,,0.8,70.4
2019-01-07,64,80.0,,0.8,51.2
2019-01-08,53,80.0,,0.8,42.400000000000006
2019-01-09,54,80.0,,0.8,43.2
2019-01-10,54,80.0,,0.8,43.2
2019-01-11,63,80.0,,0.8,50.400000000000006
2019-01-12,90,80.0,,0.8,72.0
2019-01-13,88,80.0,,0.8,70.4
2019-01-14,59,80.0,,0.8,47.2
2019-01-15,53,80.0,,0.8,42.400000000000006
2019-01-16,53,80.0,,0.8,42.400000000000006
2019-01-17,55,80.0,,0.8,44.0
2019-01-18,62,80.0,,0.8,49.6
2019-01-19,93,80.0,,0.8,74.4
2019-01-20,95,80.0,,0.8,76.0
2019-01-21,71,80.0,,0.8,56.800000000000004
2019-01-22,55,80.0,,0.8,44.0
2019-01-23,49,80.0,,0.8,39.2
2019-01-24,50,80.0,,0.8,40.0
2019-01-25,58,80.0,,0.8,46.400000000000006
2019-01-26,91,80.0,,0.8,72.8
2019-01-27,94,80.0,,0.8,75.2
2019-01-28,58,80.0,,0.8,46.400000000000006
2019-01-29,53,80.0,,0.8,42.400000000000006
2019-01-30,53,80.0,,0.8,42.400000000000006
2019-01-31,53,80.0,,0.8,42.400000000000006
2019-02-01,58,72.0,False,0.72,41.76
2019-02-02,90,72.0,,0.72,64.8
2019-02-03,82,72.0,,0.72,59.04
2019-02-04,54,72.0,,0.72,38.879999999999995
2019-02-05,50,72.0,,0.72,36.0
2019-02-06,49,72.0,,0.72,35.28
2019-02-07,52,72.0,,0.72,37.44
2019-02-08,63,72.0,,0.72,45.36
2019-02-09,100,72.0,,0.72,72.0
2019-02-10,100,72.0,,0.72,72.0
2019-02-11,60,72.0,,0.72,43.199999999999996
2019-02-12,54,72.0,,0.72,38.879999999999995
2019-02-13,53,72.0,,0.72,38.16
2019-02-14,58,72.0,,0.72,41.76
2019-02-15,69,72.0,,0.72,49.68
2019-02-16,97,72.0,,0.72,69.84
2019-02-17,99,72.0,,0.72,71.28
2019-02-18,74,72.0,,0.72,53.28
2019-02-19,58,72.0,,0.72,41.76
2019-02-20,54,72.0,,0.72,38.879999999999995
2019-02-21,53,72.0,,0.72,38.16
2019-02-22,60,72.0,,0.72,43.199999999999996
2019-02-23,89,72.0,,0.72,64.08
2019-02-24,92,72.0,,0.72,66.24
2019-02-25,70,72.0,,0.72,50.4
2019-02-26,53,72.0,,0.72,38.16
2019-02-27,47,72.0,,0.72,33.839999999999996
2019-02-28,52,72.0,,0.72,37.44
2019-03-01,52,76.0,False,0.76,39.52
2019-03-02,79,76.0,,0.76,60.04
2019-03-03,84,76.0,,0.76,63.84
2019-03-04,52,76.0,,0.76,39.52
2019-03-05,49,76.0,,0.76,37.24
2019-03-06,47,76.0,,0.76,35.72
2019-03-07,49,76.0,,0.76,37.24
2019-03-08,57,76.0,,0.76,43.32
2019-03-09,84,76.0,,0.76,63.84
2019-03-10,84,76.0,,0.76,63.84
2019-03-11,56,76.0,,0.76,42.56
2019-03-12,50,76.0,,0.76,38.0
2019-03-13,48,76.0,,0.76,36.480000000000004
2019-03-14,50,76.0,,0.76,38.0
2019-03-15,56,76.0,,0.76,42.56
2019-03-16,77,76.0,,0.76,58.52
2019-03-17,80,76.0,,0.76,60.8
2019-03-18,53,76.0,,0.76,40.28
2019-03-19,51,76.0,,0.76,38.76
2019-03-20,51,76.0,,0.76,38.76
2019-03-21,53,76.0,,0.76,40.28
2019-03-22,70,76.0,,0.76,53.2
2019-03-23,100,76.0,,0.76,76.0
2019-03-24,100,76.0,,0.76,76.0
2019-03-25,64,76.0,,0.76,48.64
2019-03-26,59,76.0,,0.76,44.84
2019-03-27,58,76.0,,0.76,44.08
2019-03-28,54,76.0,,0.76,41.04
2019-03-29,64,76.0,,0.76,48.64
2019-03-30,87,76.0,,0.76,66.12
2019-03-31,89,76.0,,0.76,67.64
2019-04-01,54,75.0,False,0.75,40.5
2019-04-02,53,75.0,,0.75,39.75
2019-04-03,52,75.0,,0.75,39.0
2019-04-04,52,75.0,,0.75,39.0
2019-04-05,60,75.0,,0.75,45.0
2019-04-06,82,75.0,,0.75,61.5
2019-04-07,81,75.0,,0.75,60.75
2019-04-08,51,75.0,,0.75,38.25
2019-04-09,46,75.0,,0.75,34.5
2019-04-10,46,75.0,,0.75,34.5
2019-04-11,49,75.0,,0.75,36.75
2019-04-12,58,75.0,,0.75,43.5
2019-04-13,80,75.0,,0.75,60.0
2019-04-14,79,75.0,,0.75,59.25
2019-04-15,51,75.0,,0.75,38.25
2019-04-16,49,75.0,,0.75,36.75
2019-04-17,49,75.0,,0.75,36.75
2019-04-18,50,75.0,,0.75,37.5
2019-04-19,64,75.0,,0.75,48.0
2019-04-20,83,75.0,,0.75,62.25
2019-04-21,85,75.0,,0.75,63.75
2019-04-22,53,75.0,,0.75,39.75
2019-04-23,49,75.0,,0.75,36.75
2019-04-24,50,75.0,,0.75,37.5
2019-04-25,57,75.0,,0.75,42.75
2019-04-26,73,75.0,,0.75,54.75
2019-04-27,98,75.0,,0.75,73.5
2019-04-28,100,75.0,,0.75,75.0
2019-04-29,63,75.0,,0.75,47.25
2019-04-30,61,75.0,,0.75,45.75
2019-05-01,61,74.0,False,0.74,45.14
2019-05-02,60,74.0,,0.74,44.4
2019-05-03,75,74.0,,0.74,55.5
