date,tourism_unscaled,tourism_monthly,isPartial,scale,tourism
2014-02-16,76,38.0,,0.38,28.88
2014-02-17,68,38.0,,0.38,25.84
2014-02-18,90,38.0,,0.38,34.2
2014-02-19,92,38.0,,0.38,34.96
2014-02-20,79,38.0,,0.38,30.02
2014-02-21,86,38.0,,0.38,32.68
2014-02-22,79,38.0,,0.38,30.02
2014-02-23,83,38.0,,0.38,31.54
2014-02-24,87,38.0,,0.38,33.06
2014-02-25,100,38.0,,0.38,38.0
2014-02-26,94,38.0,,0.38,35.72
2014-02-27,89,38.0,,0.38,33.82
2014-02-28,80,38.0,,0.38,30.4
2014-03-01,71,41.0,False,0.41,29.11
2014-03-02,83,41.0,,0.41,34.03
2014-03-03,81,41.0,,0.41,33.21
2014-03-04,85,41.0,,0.41,34.85
2014-03-05,79,41.0,,0.41,32.39
2014-03-06,90,41.0,,0.41,36.9
2014-03-07,84,41.0,,0.41,34.44
2014-03-08,66,41.0,,0.41,27.06
2014-03-09,71,41.0,,0.41,29.11
2014-03-10,93,41.0,,0.41,38.129999999999995
2014-03-11,80,41.0,,0.41,32.8
2014-03-12,85,41.0,,0.41,34.85
2014-03-13,78,41.0,,0.41,31.979999999999997
2014-03-14,92,41.0,,0.41,37.72
2014-03-15,81,41.0,,0.41,33.21
2014-03-16,68,41.0,,0.41,27.88
2014-03-17,89,41.0,,0.41,36.489999999999995
2014-03-18,100,41.0,,0.41,41.0
2014-03-19,95,41.0,,0.41,38.949999999999996
2014-03-20,98,41.0,,0.41,40.18
2014-03-21,86,41.0,,0.41,35.26
2014-03-22,72,41.0,,0.41,29.52
2014-03-23,79,41.0,,0.41,32.39
2014-03-24,99,41.0,,0.41,40.589999999999996
2014-03-25,90,41.0,,0.41,36.9
2014-03-26,82,41.0,,0.41,33.62
2014-03-27,80,41.0,,0.41,32.8
2014-03-28,74,41.0,,0.41,30.34
2014-03-29,85,41.0,,0.41,34.85
2014-03-30,77,41.0,,0.41,31.569999999999997
2014-03-31,80,41.0,,0.41,32.8
2014-04-01,92,43.0,False,0.43,39.56
2014-04-02,85,43.0,,0.43,36.55
2014-04-03,83,43.0,,0.43,35.69
2014-04-04,80,43.0,,0.43,34.4
2014-04-05,64,43.0,,0.43,27.52
2014-04-06,73,43.0,,0.43,31.39
2014-04-07,74,43.0,,0.43,31.82
2014-04-08,93,43.0,,0.43,39.99
2014-04-09,77,43.0,,0.43,33.11
2014-04-10,89,43.0,,0.43,38.269999999999996
2014-04-11,61,43.0,,0.43,26.23
2014-04-12,55,43.0,,0.43,23.65
2014-04-13,75,43.0,,0.43,32.25
2014-04-14,86,43.0,,0.43,36.98
2014-04-15,79,43.0,,0.43,33.97
2014-04-16,83,43.0,,0.43,35.69
2014-04-17,91,43.0,,0.43,39.13
2014-04-18,69,43.0,,0.43,29.669999999999998
2014-04-19,72,43.0,,0.43,30.96
2014-04-20,71,43.0,,0.43,30.53
2014-04-21,88,43.0,,0.43,37.839999999999996
2014-04-22,84,43.0,,0.43,36.12
2014-04-23,100,43.0,,0.43,43.0
2014-04-24,77,43.0,,0.43,33.11
2014-04-25,74,43.0,,0.43,31.82
2014-04-26,59,43.0,,0.43,25.37
2014-04-27,85,43.0,,0.43,36.55
2014-04-28,98,43.0,,0.43,42.14
2014-04-29,74,43.0,,0.43,31.82
2014-04-30,95,43.0,,0.43,40.85
2014-05-01,80,43.0,False,0.43,34.4
2014-05-02,75,43.0,,0.43,32.25
2014-05-03,64,43.0,,0.43,27.52
2014-05-04,64,43.0,,0.43,27.52
2014-05-05,91,43.0,,0.43,39.13
2014-05-06,91,43.0,,0.43,39.13
2014-05-07,72,43.0,,0.43,30.96
2014-05-08,83,43.0,,0.43,35.69
2014-05-09,74,43.0,,0.43,31.82
2014-05-10,79,43.0,,0.43,33.97
2014-05-11,52,43.0,,0.43,22.36
2014-05-12,85,43.0,,0.43,36.55
2014-05-13,94,43.0,,0.43,40.42
2014-05-14,67,43.0,,0.43,28.81
2014-05-15,86,43.0,,0.43,36.98
2014-05-16,88,43.0,,0.43,37.839999999999996
2014-05-17,80,43.0,,0.43,34.4
2014-05-18,75,43.0,,0.43,32.25
2014-05-19,94,43.0,,0.43,40.42
2014-05-20,95,43.0,,0.43,40.85
2014-05-21,100,43.0,,0.43,43.0
2014-05-22,93,43.0,,0.43,39.99
2014-05-23,90,43.0,,0.43,38.7
2014-05-24,64,43.0,,0.43,27.52
2014-05-25,58,43.0,,0.43,24.94
2014-05-26,84,43.0,,0.43,36.12
2014-05-27,89,43.0,,0.43,38.269999999999996
2014-05-28,69,43.0,,0.43,29.669999999999998
2014-05-29,67,43.0,,0.43,28.81
2014-05-30,67,43.0,,0.43,28.81
2014-05-31,66,43.0,,0.43,28.38
2014-06-01,79,43.0,False,0.43,33.97
2014-06-02,100,43.0,,0.43,43.0
2014-06-03,93,43.0,,0.43,39.99
2014-06-04,84,43.0,,0.43,36.12
2014-06-05,95,43.0,,0.43,40.85
2014-06-06,80,43.0,,0.43,34.4
2014-06-07,62,43.0,,0.43,26.66
2014-06-08,75,43.0,,0.43,32.25
2014-06-09,74,43.0,,0.43,31.82
2014-06-10,83,43.0,,0.43,35.69
2014-06-11,68,43.0,,0.43,29.24
2014-06-12,84,43.0,,0.43,36.12
2014-06-13,65,43.0,,0.43,27.95
2014-06-14,53,43.0,,0.43,22.79
2014-06-15,84,43.0,,0.43,36.12
2014-06-16,83,43.0,,0.43,35.69
2014-06-17,79,43.0,,0.43,33.97
2014-06-18,94,43.0,,0.43,40.42
2014-06-19,83,43.0,,0.43,35.69
2014-06-20,79,43.0,,0.43,33.97
2014-06-21,87,43.0,,0.43,37.41
2014-06-22,77,43.0,,0.43,33.11
2014-06-23,69,43.0,,0.43,29.669999999999998
2014-06-24,96,43.0,,0.43,41.28
2014-06-25,91,43.0,,0.43,39.13
2014-06-26,66,43.0,,0.43,28.38
2014-06-27,75,43.0,,0.43,32.25
2014-06-28,80,43.0,,0.43,34.4
2014-06-29,85,43.0,,0.43,36.55
2014-06-30,75,43.0,,0.43,32.25
2014-07-01,76,43.0,False,0.43,32.68
2014-07-02,87,43.0,,0.43,37.41
2014-07-03,86,43.0,,0.43,36.98
2014-07-04,90,43.0,,0.43,38.7
2014-07-05,98,43.0,,0.43,42.14
2014-07-06,83,43.0,,0.43,35.69
2014-07-07,86,43.0,,0.43,36.98
2014-07-08,86,43.0,,0.43,36.98
2014-07-09,80,43.0,,0.43,34.4
2014-07-10,75,43.0,,0.43,32.25
2014-07-11,93,43.0,,0.43,39.99
2014-07-12,76,43.0,,0.43,32.68
2014-07-13,92,43.0,,0.43,39.56
2014-07-14,87,43.0,,0.43,37.41
2014-07-15,95,43.0,,0.43,40.85
2014-07-16,99,43.0,,0.43,42.57
2014-07-17,86,43.0,,0.43,36.98
2014-07-18,81,43.0,,0.43,34.83
2014-07-19,87,43.0,,0.43,37.41
2014-07-20,90,43.0,,0.43,38.7
2014-07-21,100,43.0,,0.43,43.0
2014-07-22,94,43.0,,0.43,40.42
2014-07-23,83,43.0,,0.43,35.69
2014-07-24,77,43.0,,0.43,33.11
2014-07-25,93,43.0,,0.43,39.99
2014-07-26,89,43.0,,0.43,38.269999999999996
2014-07-27,94,43.0,,0.43,40.42
2014-07-28,95,43.0,,0.43,40.85
2014-07-29,72,43.0,,0.43,30.96
2014-07-30,94,43.0,,0.43,40.42
2014-07-31,82,43.0,,0.43,35.26
2014-08-01,70,38.0,False,0.38,26.6
2014-08-02,75,38.0,,0.38,28.5
2014-08-03,81,38.0,,0.38,30.78
2014-08-04,87,38.0,,0.38,33.06
2014-08-05,91,38.0,,0.38,34.58
2014-08-06,81,38.0,,0.38,30.78
2014-08-07,98,38.0,,0.38,37.24
2014-08-08,80,38.0,,0.38,30.4
2014-08-09,78,38.0,,0.38,29.64
2014-08-10,84,38.0,,0.38,31.92
2014-08-11,69,38.0,,0.38,26.22
2014-08-12,82,38.0,,0.38,31.16
2014-08-13,100,38.0,,0.38,38.0
2014-08-14,73,38.0,,0.38,27.740000000000002
2014-08-15,86,38.0,,0.38,32.68
2014-08-16,81,38.0,,0.38,30.78
2014-08-17,72,38.0,,0.38,27.36
2014-08-18,78,38.0,,0.38,29.64
2014-08-19,82,38.0,,0.38,31.16
2014-08-20,75,38.0,,0.38,28.5
2014-08-21,80,38.0,,0.38,30.4
2014-08-22,67,38.0,,0.38,25.46
2014-08-23,64,38.0,,0.38,24.32
2014-08-24,71,38.0,,0.38,26.98
2014-08-25,83,38.0,,0.38,31.54
2014-08-26,89,38.0,,0.38,33.82
2014-08-27,77,38.0,,0.38,29.26
2014-08-28,83,38.0,,0.38,31.54
2014-08-29,81,38.0,,0.38,30.78
2014-08-30,73,38.0,,0.38,27.740000000000002
2014-08-31,79,38.0,,0.38,30.02
2014-09-01,64,38.0,False,0.38,24.32
2014-09-02,86,38.0,,0.38,32.68
2014-09-03,100,38.0,,0.38,38.0
2014-09-04,58,38.0,,0.38,22.04
2014-09-05,79,38.0,,0.38,30.02
2014-09-06,73,38.0,,0.38,27.740000000000002
2014-09-07,82,38.0,,0.38,31.16
2014-09-08,75,38.0,,0.38,28.5
2014-09-09,75,38.0,,0.38,28.5
2014-09-10,97,38.0,,0.38,36.86
2014-09-11,91,38.0,,0.38,34.58
2014-09-12,81,38.0,,0.38,30.78
2014-09-13,44,38.0,,0.38,16.72
2014-09-14,50,38.0,,0.38,19.0
2014-09-15,67,38.0,,0.38,25.46
2014-09-16,94,38.0,,0.38,35.72
2014-09-17,68,38.0,,0.38,25.84
2014-09-18,88,38.0,,0.38,33.44
2014-09-19,83,38.0,,0.38,31.54
2014-09-20,64,38.0,,0.38,24.32
2014-09-21,57,38.0,,0.38,21.66
2014-09-22,86,38.0,,0.38,32.68
2014-09-23,69,38.0,,0.38,26.22
2014-09-24,68,38.0,,0.38,25.84
2014-09-25,60,38.0,,0.38,22.8
2014-09-26,60,38.0,,0.38,22.8
2014-09-27,68,38.0,,0.38,25.84
2014-09-28,74,38.0,,0.38,28.12
2014-09-29,76,38.0,,0.38,28.88
2014-09-30,81,38.0,,0.38,30.78
2014-10-01,84,34.0,False,0.34,28.560000000000002
2014-10-02,71,34.0,,0.34,24.14
2014-10-03,60,34.0,,0.34,20.400000000000002
2014-10-04,57,34.0,,0.34,19.380000000000003
2014-10-05,62,34.0,,0.34,21.080000000000002
2014-10-06,74,34.0,,0.34,25.16
2014-10-07,80,34.0,,0.34,27.200000000000003
2014-10-08,94,34.0,,0.34,31.96
2014-10-09,75,34.0,,0.34,25.500000000000004
2014-10-10,70,34.0,,0.34,23.8
2014-10-11,56,34.0,,0.34,19.040000000000003
2014-10-12,50,34.0,,0.34,17.0
2014-10-13,73,34.0,,0.34,24.82
2014-10-14,73,34.0,,0.34,24.82
2014-10-15,67,34.0,,0.34,22.78
2014-10-16,79,34.0,,0.34,26.860000000000003
2014-10-17,76,34.0,,0.34,25.840000000000003
2014-10-18,57,34.0,,0.34,19.380000000000003
2014-10-19,54,34.0,,0.34,18.360000000000003
2014-10-20,82,34.0,,0.34,27.880000000000003
2014-10-21,100,34.0,,0.34,34.0
2014-10-22,81,34.0,,0.34,27.540000000000003
2014-10-23,66,34.0,,0.34,22.44
2014-10-24,61,34.0,,0.34,20.740000000000002
2014-10-25,55,34.0,,0.34,18.700000000000003
2014-10-26,54,34.0,,0.34,18.360000000000003
2014-10-27,98,34.0,,0.34,33.32
2014-10-28,68,34.0,,0.34,23.12
2014-10-29,63,34.0,,0.34,21.42
2014-10-30,74,34.0,,0.34,25.16
2014-10-31,65,34.0,,0.34,22.1
2014-11-01,67,31.0,False,0.31,20.77
2014-11-02,72,31.0,,0.31,22.32
2014-11-03,90,31.0,,0.31,27.9
2014-11-04,80,31.0,,0.31,24.8
2014-11-05,97,31.0,,0.31,30.07
2014-11-06,88,31.0,,0.31,27.28
2014-11-07,86,31.0,,0.31,26.66
2014-11-08,84,31.0,,0.31,26.04
2014-11-09,60,31.0,,0.31,18.6
2014-11-10,89,31.0,,0.31,27.59
2014-11-11,77,31.0,,0.31,23.87
2014-11-12,100,31.0,,0.31,31.0
2014-11-13,75,31.0,,0.31,23.25
2014-11-14,78,31.0,,0.31,24.18
2014-11-15,62,31.0,,0.31,19.22
2014-11-16,69,31.0,,0.31,21.39
2014-11-17,96,31.0,,0.31,29.759999999999998
2014-11-18,73,31.0,,0.31,22.63
2014-11-19,82,31.0,,0.31,25.419999999999998
2014-11-20,79,31.0,,0.31,24.49
2014-11-21,87,31.0,,0.31,26.97
2014-11-22,60,31.0,,0.31,18.6
2014-11-23,59,31.0,,0.31,18.29
2014-11-24,68,31.0,,0.31,21.08
2014-11-25,62,31.0,,0.31,19.22
2014-11-26,32,31.0,,0.31,9.92
2014-11-27,47,31.0,,0.31,14.57
2014-11-28,56,31.0,,0.31,17.36
2014-11-29,60,31.0,,0.31,18.6
2014-11-30,60,31.0,,0.31,18.6
2014-12-01,81,28.0,False,0.28,22.680000000000003
2014-12-02,99,28.0,,0.28,27.720000000000002
2014-12-03,100,28.0,,0.28,28.000000000000004
2014-12-04,80,28.0,,0.28,22.400000000000002
2014-12-05,79,28.0,,0.28,22.12
2014-12-06,57,28.0,,0.28,15.96
2014-12-07,65,28.0,,0.28,18.200000000000003
2014-12-08,94,28.0,,0.28,26.320000000000004
2014-12-09,85,28.0,,0.28,23.8
2014-12-10,82,28.0,,0.28,22.96
2014-12-11,75,28.0,,0.28,21.000000000000004
2014-12-12,72,28.0,,0.28,20.160000000000004
2014-12-13,55,28.0,,0.28,15.400000000000002
2014-12-14,62,28.0,,0.28,17.360000000000003
2014-12-15,81,28.0,,0.28,22.680000000000003
2014-12-16,75,28.0,,0.28,21.000000000000004
2014-12-17,87,28.0,,0.28,24.360000000000003
2014-12-18,83,28.0,,0.28,23.240000000000002
2014-12-19,62,28.0,,0.28,17.360000000000003
2014-12-20,62,28.0,,0.28,17.360000000000003
2014-12-21,68,28.0,,0.28,19.040000000000003
2014-12-22,80,28.0,,0.28,22.400000000000002
2014-12-23,68,28.0,,0.28,19.040000000000003
2014-12-24,69,28.0,,0.28,19.32
2014-12-25,51,28.0,,0.28,14.280000000000001
2014-12-26,79,28.0,,0.28,22.12
2014-12-27,79,28.0,,0.28,22.12
2014-12-28,57,28.0,,0.28,15.96
2014-12-29,87,28.0,,0.28,24.360000000000003
2014-12-30,82,28.0,,0.28,22.96
2014-12-31,71,28.0,,0.28,19.880000000000003
2015-01-01,58,36.0,False,0.36,20.88
2015-01-02,77,36.0,,0.36,27.72
2015-01-03,63,36.0,,0.36,22.68
2015-01-04,62,36.0,,0.36,22.32
2015-01-05,75,36.0,,0.36,27.0
2015-01-06,62,36.0,,0.36,22.32
2015-01-07,81,36.0,,0.36,29.16
2015-01-08,79,36.0,,0.36,28.439999999999998
2015-01-09,77,36.0,,0.36,27.72
2015-01-10,67,36.0,,0.36,24.119999999999997
2015-01-11,70,36.0,,0.36,25.2
2015-01-12,91,36.0,,0.36,32.76
2015-01-13,77,36.0,,0.36,27.72
2015-01-14,100,36.0,,0.36,36.0
2015-01-15,79,36.0,,0.36,28.439999999999998
2015-01-16,83,36.0,,0.36,29.88
2015-01-17,69,36.0,,0.36,24.84
2015-01-18,59,36.0,,0.36,21.24
2015-01-19,89,36.0,,0.36,32.04
2015-01-20,90,36.0,,0.36,32.4
2015-01-21,84,36.0,,0.36,30.24
2015-01-22,86,36.0,,0.36,30.959999999999997
2015-01-23,63,36.0,,0.36,22.68
2015-01-24,68,36.0,,0.36,24.48
2015-01-25,72,36.0,,0.36,25.919999999999998
2015-01-26,86,36.0,,0.36,30.959999999999997
2015-01-27,73,36.0,,0.36,26.279999999999998
2015-01-28,88,36.0,,0.36,31.68
2015-01-29,79,36.0,,0.36,28.439999999999998
2015-01-30,85,36.0,,0.36,30.599999999999998
2015-01-31,71,36.0,,0.36,25.56
2015-02-01,78,35.0,False,0.35,27.299999999999997
2015-02-02,63,35.0,,0.35,22.049999999999997
2015-02-03,70,35.0,,0.35,24.5
2015-02-04,63,35.0,,0.35,22.049999999999997
2015-02-05,74,35.0,,0.35,25.9
2015-02-06,68,35.0,,0.35,23.799999999999997
2015-02-07,58,35.0,,0.35,20.299999999999997
2015-02-08,60,35.0,,0.35,21.0
2015-02-09,64,35.0,,0.35,22.4
2015-02-10,73,35.0,,0.35,25.549999999999997
2015-02-11,73,35.0,,0.35,25.549999999999997
2015-02-12,71,35.0,,0.35,24.849999999999998
2015-02-13,64,35.0,,0.35,22.4
2015-02-14,54,35.0,,0.35,18.9
2015-02-15,61,35.0,,0.35,21.349999999999998
2015-02-16,74,35.0,,0.35,25.9
2015-02-17,100,35.0,,0.35,35.0
2015-02-18,83,35.0,,0.35,29.049999999999997
2015-02-19,88,35.0,,0.35,30.799999999999997
2015-02-20,72,35.0,,0.35,25.2
2015-02-21,61,35.0,,0.35,21.349999999999998
2015-02-22,76,35.0,,0.35,26.599999999999998
2015-02-23,71,35.0,,0.35,24.849999999999998
2015-02-24,84,35.0,,0.35,29.4
2015-02-25,70,35.0,,0.35,24.5
2015-02-26,72,35.0,,0.35,25.2
2015-02-27,64,35.0,,0.35,22.4
2015-02-28,68,35.0,,0.35,23.799999999999997
2015-03-01,56,39.0,False,0.39,21.84
2015-03-02,89,39.0,,0.39,34.71
2015-03-03,78,39.0,,0.39,30.42
2015-03-04,67,39.0,,0.39,26.130000000000003
2015-03-05,68,39.0,,0.39,26.52
2015-03-06,73,39.0,,0.39,28.470000000000002
2015-03-07,59,39.0,,0.39,23.01
2015-03-08,75,39.0,,0.39,29.25
2015-03-09,77,39.0,,0.39,30.03
2015-03-10,76,39.0,,0.39,29.64
2015-03-11,77,39.0,,0.39,30.03
2015-03-12,81,39.0,,0.39,31.59
2015-03-13,65,39.0,,0.39,25.35
2015-03-14,52,39.0,,0.39,20.28
2015-03-15,71,39.0,,0.39,27.69
2015-03-16,100,39.0,,0.39,39.0
2015-03-17,71,39.0,,0.39,27.69
2015-03-18,74,39.0,,0.39,28.86
2015-03-19,73,39.0,,0.39,28.470000000000002
2015-03-20,67,39.0,,0.39,26.130000000000003
2015-03-21,64,39.0,,0.39,24.96
2015-03-22,72,39.0,,0.39,28.080000000000002
2015-03-23,61,39.0,,0.39,23.79
2015-03-24,67,39.0,,0.39,26.130000000000003
2015-03-25,76,39.0,,0.39,29.64
2015-03-26,68,39.0,,0.39,26.52
2015-03-27,78,39.0,,0.39,30.42
2015-03-28,58,39.0,,0.39,22.62
2015-03-29,68,39.0,,0.39,26.52
2015-03-30,71,39.0,,0.39,27.69
2015-03-31,81,39.0,,0.39,31.59
2015-04-01,73,38.0,False,0.38,27.740000000000002
2015-04-02,81,38.0,,0.38,30.78
2015-04-03,68,38.0,,0.38,25.84
2015-04-04,67,38.0,,0.38,25.46
2015-04-05,50,38.0,,0.38,19.0
2015-04-06,75,38.0,,0.38,28.5
2015-04-07,77,38.0,,0.38,29.26
2015-04-08,84,38.0,,0.38,31.92
2015-04-09,88,38.0,,0.38,33.44
2015-04-10,68,38.0,,0.38,25.84
2015-04-11,64,38.0,,0.38,24.32
2015-04-12,53,38.0,,0.38,20.14
2015-04-13,84,38.0,,0.38,31.92
2015-04-14,82,38.0,,0.38,31.16
2015-04-15,100,38.0,,0.38,38.0
2015-04-16,97,38.0,,0.38,36.86
2015-04-17,80,38.0,,0.38,30.4
2015-04-18,62,38.0,,0.38,23.56
2015-04-19,82,38.0,,0.38,31.16
2015-04-20,92,38.0,,0.38,34.96
2015-04-21,75,38.0,,0.38,28.5
2015-04-22,91,38.0,,0.38,34.58
2015-04-23,75,38.0,,0.38,28.5
2015-04-24,66,38.0,,0.38,25.080000000000002
2015-04-25,44,38.0,,0.38,16.72
2015-04-26,78,38.0,,0.38,29.64
2015-04-27,100,38.0,,0.38,38.0
2015-04-28,74,38.0,,0.38,28.12
2015-04-29,72,38.0,,0.38,27.36
2015-04-30,77,38.0,,0.38,29.26
2015-05-01,73,40.0,False,0.4,29.200000000000003
2015-05-02,58,40.0,,0.4,23.200000000000003
2015-05-03,61,40.0,,0.4,24.400000000000002
2015-05-04,93,40.0,,0.4,37.2
2015-05-05,93,40.0,,0.4,37.2
2015-05-06,86,40.0,,0.4,34.4
2015-05-07,75,40.0,,0.4,30.0
2015-05-08,81,40.0,,0.4,32.4
2015-05-09,64,40.0,,0.4,25.6
2015-05-10,85,40.0,,0.4,34.0
2015-05-11,93,40.0,,0.4,37.2
2015-05-12,78,40.0,,0.4,31.200000000000003
2015-05-13,80,40.0,,0.4,32.0
2015-05-14,85,40.0,,0.4,34.0
2015-05-15,68,40.0,,0.4,27.200000000000003
2015-05-16,62,40.0,,0.4,24.8
2015-05-17,65,40.0,,0.4,26.0
2015-05-18,85,40.0,,0.4,34.0
2015-05-19,95,40.0,,0.4,38.0
2015-05-20,100,40.0,,0.4,40.0
2015-05-21,67,40.0,,0.4,26.8
2015-05-22,81,40.0,,0.4,32.4
2015-05-23,60,40.0,,0.4,24.0
2015-05-24,65,40.0,,0.4,26.0
2015-05-25,75,40.0,,0.4,30.0
2015-05-26,76,40.0,,0.4,30.400000000000002
2015-05-27,83,40.0,,0.4,33.2
2015-05-28,98,40.0,,0.4,39.2
2015-05-29,77,40.0,,0.4,30.8
2015-05-30,50,40.0,,0.4,20.0
2015-05-31,65,40.0,,0.4,26.0
2015-06-01,94,39.0,False,0.39,36.660000000000004
2015-06-02,94,39.0,,0.39,36.660000000000004
2015-06-03,74,39.0,,0.39,28.86
2015-06-04,84,39.0,,0.39,32.76
2015-06-05,84,39.0,,0.39,32.76
2015-06-06,82,39.0,,0.39,31.98
2015-06-07,72,39.0,,0.39,28.080000000000002
2015-06-08,84,39.0,,0.39,32.76
2015-06-09,86,39.0,,0.39,33.54
2015-06-10,94,39.0,,0.39,36.660000000000004
2015-06-11,100,39.0,,0.39,39.0
2015-06-12,79,39.0,,0.39,30.810000000000002
2015-06-13,63,39.0,,0.39,24.57
2015-06-14,75,39.0,,0.39,29.25
2015-06-15,84,39.0,,0.39,32.76
2015-06-16,87,39.0,,0.39,33.93
2015-06-17,69,39.0,,0.39,26.91
2015-06-18,83,39.0,,0.39,32.370000000000005
2015-06-19,77,39.0,,0.39,30.03
2015-06-20,97,39.0,,0.39,37.83
2015-06-21,80,39.0,,0.39,31.200000000000003
2015-06-22,69,39.0,,0.39,26.91
2015-06-23,79,39.0,,0.39,30.810000000000002
2015-06-24,98,39.0,,0.39,38.22
2015-06-25,87,39.0,,0.39,33.93
2015-06-26,75,39.0,,0.39,29.25
2015-06-27,60,39.0,,0.39,23.400000000000002
2015-06-28,92,39.0,,0.39,35.88
2015-06-29,79,39.0,,0.39,30.810000000000002
2015-06-30,94,39.0,,0.39,36.660000000000004
2015-07-01,85,37.0,False,0.37,31.45
2015-07-02,72,37.0,,0.37,26.64
2015-07-03,70,37.0,,0.37,25.9
2015-07-04,89,37.0,,0.37,32.93
2015-07-05,84,37.0,,0.37,31.08
2015-07-06,100,37.0,,0.37,37.0
2015-07-07,94,37.0,,0.37,34.78
2015-07-08,92,37.0,,0.37,34.04
2015-07-09,81,37.0,,0.37,29.97
2015-07-10,74,37.0,,0.37,27.38
2015-07-11,71,37.0,,0.37,26.27
2015-07-12,79,37.0,,0.37,29.23
2015-07-13,73,37.0,,0.37,27.009999999999998
2015-07-14,96,37.0,,0.37,35.519999999999996
2015-07-15,91,37.0,,0.37,33.67
2015-07-16,74,37.0,,0.37,27.38
2015-07-17,75,37.0,,0.37,27.75
2015-07-18,77,37.0,,0.37,28.49
2015-07-19,67,37.0,,0.37,24.79
2015-07-20,89,37.0,,0.37,32.93
2015-07-21,77,37.0,,0.37,28.49
2015-07-22,85,37.0,,0.37,31.45
2015-07-23,86,37.0,,0.37,31.82
2015-07-24,76,37.0,,0.37,28.12
2015-07-25,66,37.0,,0.37,24.419999999999998
2015-07-26,86,37.0,,0.37,31.82
2015-07-27,83,37.0,,0.37,30.71
2015-07-28,80,37.0,,0.37,29.6
2015-07-29,75,37.0,,0.37,27.75
2015-07-30,90,37.0,,0.37,33.3
2015-07-31,82,37.0,,0.37,30.34
2015-08-01,63,35.0,False,0.35,22.049999999999997
2015-08-02,84,35.0,,0.35,29.4
2015-08-03,87,35.0,,0.35,30.45
2015-08-04,91,35.0,,0.35,31.849999999999998
2015-08-05,91,35.0,,0.35,31.849999999999998
2015-08-06,68,35.0,,0.35,23.799999999999997
2015-08-07,78,35.0,,0.35,27.299999999999997
2015-08-08,64,35.0,,0.35,22.4
2015-08-09,88,35.0,,0.35,30.799999999999997
2015-08-10,93,35.0,,0.35,32.55
2015-08-11,76,35.0,,0.35,26.599999999999998
2015-08-12,76,35.0,,0.35,26.599999999999998
2015-08-13,97,35.0,,0.35,33.949999999999996
2015-08-14,60,35.0,,0.35,21.0
2015-08-15,74,35.0,,0.35,25.9
2015-08-16,66,35.0,,0.35,23.099999999999998
2015-08-17,89,35.0,,0.35,31.15
2015-08-18,84,35.0,,0.35,29.4
2015-08-19,73,35.0,,0.35,25.549999999999997
2015-08-20,76,35.0,,0.35,26.599999999999998
2015-08-21,73,35.0,,0.35,25.549999999999997
2015-08-22,66,35.0,,0.35,23.099999999999998
2015-08-23,74,35.0,,0.35,25.9
2015-08-24,83,35.0,,0.35,29.049999999999997
2015-08-25,100,35.0,,0.35,35.0
2015-08-26,91,35.0,,0.35,31.849999999999998
2015-08-27,92,35.0,,0.35,32.199999999999996
2015-08-28,80,35.0,,0.35,28.0
2015-08-29,70,35.0,,0.35,24.5
2015-08-30,82,35.0,,0.35,28.7
2015-08-31,91,35.0,,0.35,31.849999999999998
2015-09-01,85,33.0,False,0.33,28.05
2015-09-02,88,33.0,,0.33,29.040000000000003
2015-09-03,80,33.0,,0.33,26.400000000000002
2015-09-04,75,33.0,,0.33,24.75
2015-09-05,78,33.0,,0.33,25.740000000000002
2015-09-06,70,33.0,,0.33,23.1
2015-09-07,67,33.0,,0.33,22.11
2015-09-08,67,33.0,,0.33,22.11
2015-09-09,80,33.0,,0.33,26.400000000000002
2015-09-10,88,33.0,,0.33,29.040000000000003
2015-09-11,68,33.0,,0.33,22.44
2015-09-12,78,33.0,,0.33,25.740000000000002
2015-09-13,78,33.0,,0.33,25.740000000000002
2015-09-14,90,33.0,,0.33,29.700000000000003
2015-09-15,100,33.0,,0.33,33.0
2015-09-16,78,33.0,,0.33,25.740000000000002
2015-09-17,63,33.0,,0.33,20.790000000000003
2015-09-18,66,33.0,,0.33,21.78
2015-09-19,66,33.0,,0.33,21.78
2015-09-20,65,33.0,,0.33,21.45
2015-09-21,79,33.0,,0.33,26.07
2015-09-22,83,33.0,,0.33,27.39
2015-09-23,71,33.0,,0.33,23.43
2015-09-24,79,33.0,,0.33,26.07
2015-09-25,64,33.0,,0.33,21.12
2015-09-26,56,33.0,,0.33,18.48
2015-09-27,65,33.0,,0.33,21.45
2015-09-28,79,33.0,,0.33,26.07
2015-09-29,79,33.0,,0.33,26.07
2015-09-30,89,33.0,,0.33,29.37
2015-10-01,70,32.0,False,0.32,22.400000000000002
2015-10-02,74,32.0,,0.32,23.68
2015-10-03,42,32.0,,0.32,13.44
2015-10-04,69,32.0,,0.32,22.080000000000002
2015-10-05,83,32.0,,0.32,26.560000000000002
2015-10-06,77,32.0,,0.32,24.64
2015-10-07,89,32.0,,0.32,28.48
2015-10-08,92,32.0,,0.32,29.44
2015-10-09,66,32.0,,0.32,21.12
2015-10-10,64,32.0,,0.32,20.48
2015-10-11,77,32.0,,0.32,24.64
2015-10-12,71,32.0,,0.32,22.72
2015-10-13,100,32.0,,0.32,32.0
2015-10-14,63,32.0,,0.32,20.16
2015-10-15,79,32.0,,0.32,25.28
2015-10-16,77,32.0,,0.32,24.64
