date,fine_unscaled,fine_monthly,isPartial,scale,fine
2017-08-09,98,80.0,,0.8,78.4
2017-08-10,94,80.0,,0.8,75.2
2017-08-11,88,80.0,,0.8,70.4
2017-08-12,86,80.0,,0.8,68.8
2017-08-13,80,80.0,,0.8,64.0
2017-08-14,80,80.0,,0.8,64.0
2017-08-15,84,80.0,,0.8,67.2
2017-08-16,96,80.0,,0.8,76.80000000000001
2017-08-17,93,80.0,,0.8,74.4
2017-08-18,95,80.0,,0.8,76.0
2017-08-19,86,80.0,,0.8,68.8
2017-08-20,82,80.0,,0.8,65.60000000000001
2017-08-21,79,80.0,,0.8,63.2
2017-08-22,85,80.0,,0.8,68.0
2017-08-23,89,80.0,,0.8,71.2
2017-08-24,89,80.0,,0.8,71.2
2017-08-25,86,80.0,,0.8,68.8
2017-08-26,87,80.0,,0.8,69.60000000000001
2017-08-27,76,80.0,,0.8,60.800000000000004
2017-08-28,82,80.0,,0.8,65.60000000000001
2017-08-29,80,80.0,,0.8,64.0
2017-08-30,91,80.0,,0.8,72.8
2017-08-31,84,80.0,,0.8,67.2
2017-09-01,78,78.0,False,0.78,60.84
2017-09-02,84,78.0,,0.78,65.52
2017-09-03,82,78.0,,0.78,63.96
2017-09-04,80,78.0,,0.78,62.400000000000006
2017-09-05,77,78.0,,0.78,60.06
2017-09-06,80,78.0,,0.78,62.400000000000006
2017-09-07,78,78.0,,0.78,60.84
2017-09-08,74,78.0,,0.78,57.72
2017-09-09,74,78.0,,0.78,57.72
2017-09-10,73,78.0,,0.78,56.940000000000005
2017-09-11,71,78.0,,0.78,55.38
2017-09-12,78,78.0,,0.78,60.84
2017-09-13,81,78.0,,0.78,63.18
2017-09-14,81,78.0,,0.78,63.18
2017-09-15,83,78.0,,0.78,64.74000000000001
2017-09-16,90,78.0,,0.78,70.2
2017-09-17,73,78.0,,0.78,56.940000000000005
2017-09-18,85,78.0,,0.78,66.3
2017-09-19,81,78.0,,0.78,63.18
2017-09-20,84,78.0,,0.78,65.52
2017-09-21,80,78.0,,0.78,62.400000000000006
2017-09-22,90,78.0,,0.78,70.2
2017-09-23,81,78.0,,0.78,63.18
2017-09-24,90,78.0,,0.78,70.2
2017-09-25,91,78.0,,0.78,70.98
2017-09-26,97,78.0,,0.78,75.66
2017-09-27,100,78.0,,0.78,78.0
2017-09-28,88,78.0,,0.78,68.64
2017-09-29,83,78.0,,0.78,64.74000000000001
2017-09-30,82,78.0,,0.78,63.96
2017-10-01,88,78.0,False,0.78,68.64
2017-10-02,82,78.0,,0.78,63.96
2017-10-03,91,78.0,,0.78,70.98
2017-10-04,94,78.0,,0.78,73.32000000000001
2017-10-05,92,78.0,,0.78,71.76
2017-10-06,95,78.0,,0.78,74.10000000000001
2017-10-07,94,78.0,,0.78,73.32000000000001
2017-10-08,91,78.0,,0.78,70.98
2017-10-09,89,78.0,,0.78,69.42
2017-10-10,94,78.0,,0.78,73.32000000000001
2017-10-11,90,78.0,,0.78,70.2
2017-10-12,92,78.0,,0.78,71.76
2017-10-13,97,78.0,,0.78,75.66
2017-10-14,94,78.0,,0.78,73.32000000000001
2017-10-15,92,78.0,,0.78,71.76
2017-10-16,93,78.0,,0.78,72.54
2017-10-17,97,78.0,,0.78,75.66
2017-10-18,96,78.0,,0.78,74.88
2017-10-19,98,78.0,,0.78,76.44
2017-10-20,88,78.0,,0.78,68.64
2017-10-21,82,78.0,,0.78,63.96
2017-10-22,85,78.0,,0.78,66.3
2017-10-23,89,78.0,,0.78,69.42
2017-10-24,100,78.0,,0.78,78.0
2017-10-25,97,78.0,,0.78,75.66
2017-10-26,94,78.0,,0.78,73.32000000000001
2017-10-27,89,78.0,,0.78,69.42
2017-10-28,85,78.0,,0.78,66.3
2017-10-29,86,78.0,,0.78,67.08
2017-10-30,86,78.0,,0.78,67.08
2017-10-31,86,78.0,,0.78,67.08
2017-11-01,93,78.0,False,0.78,72.54
2017-11-02,90,78.0,,0.78,70.2
2017-11-03,86,78.0,,0.78,67.08
2017-11-04,92,78.0,,0.78,71.76
2017-11-05,92,78.0,,0.78,71.76
2017-11-06,89,78.0,,0.78,69.42
2017-11-07,94,78.0,,0.78,73.32000000000001
2017-11-08,93,78.0,,0.78,72.54
2017-11-09,100,78.0,,0.78,78.0
2017-11-10,96,78.0,,0.78,74.88
2017-11-11,96,78.0,,0.78,74.88
2017-11-12,94,78.0,,0.78,73.32000000000001
2017-11-13,87,78.0,,0.78,67.86
2017-11-14,92,78.0,,0.78,71.76
2017-11-15,96,78.0,,0.78,74.88
2017-11-16,94,78.0,,0.78,73.32000000000001
2017-11-17,91,78.0,,0.78,70.98
2017-11-18,95,78.0,,0.78,74.10000000000001
2017-11-19,90,78.0,,0.78,70.2
2017-11-20,88,78.0,,0.78,68.64
2017-11-21,92,78.0,,0.78,71.76
2017-11-22,98,78.0,,0.78,76.44
2017-11-23,79,78.0,,0.78,61.620000000000005
2017-11-24,82,78.0,,0.78,63.96
2017-11-25,86,78.0,,0.78,67.08
2017-11-26,83,78.0,,0.78,64.74000000000001
2017-11-27,90,78.0,,0.78,70.2
2017-11-28,91,78.0,,0.78,70.98
2017-11-29,90,78.0,,0.78,70.2
2017-11-30,98,78.0,,0.78,76.44
2017-12-01,92,81.0,False,0.81,74.52000000000001
2017-12-02,88,81.0,,0.81,71.28
2017-12-03,87,81.0,,0.81,70.47
2017-12-04,92,81.0,,0.81,74.52000000000001
2017-12-05,83,81.0,,0.81,67.23
2017-12-06,85,81.0,,0.81,68.85000000000001
2017-12-07,90,81.0,,0.81,72.9
2017-12-08,89,81.0,,0.81,72.09
2017-12-09,85,81.0,,0.81,68.85000000000001
2017-12-10,93,81.0,,0.81,75.33
2017-12-11,85,81.0,,0.81,68.85000000000001
2017-12-12,90,81.0,,0.81,72.9
2017-12-13,91,81.0,,0.81,73.71000000000001
2017-12-14,87,81.0,,0.81,70.47
2017-12-15,86,81.0,,0.81,69.66000000000001
2017-12-16,93,81.0,,0.81,75.33
2017-12-17,92,81.0,,0.81,74.52000000000001
2017-12-18,80,81.0,,0.81,64.80000000000001
2017-12-19,93,81.0,,0.81,75.33
2017-12-20,89,81.0,,0.81,72.09
2017-12-21,95,81.0,,0.81,76.95
2017-12-22,86,81.0,,0.81,69.66000000000001
2017-12-23,100,81.0,,0.81,81.0
2017-12-24,77,81.0,,0.81,62.370000000000005
2017-12-25,78,81.0,,0.81,63.18000000000001
2017-12-26,72,81.0,,0.81,58.32000000000001
2017-12-27,100,81.0,,0.81,81.0
2017-12-28,93,81.0,,0.81,75.33
2017-12-29,99,81.0,,0.81,80.19000000000001
2017-12-30,81,81.0,,0.81,65.61
2017-12-31,92,81.0,,0.81,74.52000000000001
2018-01-01,73,78.0,False,0.78,56.940000000000005
2018-01-02,73,78.0,,0.78,56.940000000000005
2018-01-03,75,78.0,,0.78,58.5
2018-01-04,70,78.0,,0.78,54.6
2018-01-05,73,78.0,,0.78,56.940000000000005
2018-01-06,91,78.0,,0.78,70.98
2018-01-07,83,78.0,,0.78,64.74000000000001
2018-01-08,77,78.0,,0.78,60.06
2018-01-09,87,78.0,,0.78,67.86
2018-01-10,79,78.0,,0.78,61.620000000000005
2018-01-11,84,78.0,,0.78,65.52
2018-01-12,73,78.0,,0.78,56.940000000000005
2018-01-13,76,78.0,,0.78,59.28
2018-01-14,78,78.0,,0.78,60.84
2018-01-15,82,78.0,,0.78,63.96
2018-01-16,79,78.0,,0.78,61.620000000000005
2018-01-17,84,78.0,,0.78,65.52
2018-01-18,100,78.0,,0.78,78.0
2018-01-19,81,78.0,,0.78,63.18
2018-01-20,77,78.0,,0.78,60.06
2018-01-21,76,78.0,,0.78,59.28
2018-01-22,80,78.0,,0.78,62.400000000000006
2018-01-23,79,78.0,,0.78,61.620000000000005
2018-01-24,73,78.0,,0.78,56.940000000000005
2018-01-25,81,78.0,,0.78,63.18
2018-01-26,85,78.0,,0.78,66.3
2018-01-27,83,78.0,,0.78,64.74000000000001
2018-01-28,82,78.0,,0.78,63.96
2018-01-29,83,78.0,,0.78,64.74000000000001
2018-01-30,88,78.0,,0.78,68.64
2018-01-31,77,78.0,,0.78,60.06
2018-02-01,93,78.0,False,0.78,72.54
2018-02-02,88,78.0,,0.78,68.64
2018-02-03,100,78.0,,0.78,78.0
2018-02-04,84,78.0,,0.78,65.52
2018-02-05,84,78.0,,0.78,65.52
2018-02-06,92,78.0,,0.78,71.76
2018-02-07,93,78.0,,0.78,72.54
2018-02-08,88,78.0,,0.78,68.64
2018-02-09,85,78.0,,0.78,66.3
2018-02-10,92,78.0,,0.78,71.76
2018-02-11,86,78.0,,0.78,67.08
2018-02-12,88,78.0,,0.78,68.64
2018-02-13,91,78.0,,0.78,70.98
2018-02-14,95,78.0,,0.78,74.10000000000001
2018-02-15,91,78.0,,0.78,70.98
2018-02-16,94,78.0,,0.78,73.32000000000001
2018-02-17,93,78.0,,0.78,72.54
2018-02-18,87,78.0,,0.78,67.86
2018-02-19,87,78.0,,0.78,67.86
2018-02-20,91,78.0,,0.78,70.98
2018-02-21,95,78.0,,0.78,74.10000000000001
2018-02-22,94,78.0,,0.78,73.32000000000001
2018-02-23,86,78.0,,0.78,67.08
2018-02-24,89,78.0,,0.78,69.42
2018-02-25,90,78.0,,0.78,70.2
2018-02-26,89,78.0,,0.78,69.42
2018-02-27,88,78.0,,0.78,68.64
2018-02-28,79,78.0,,0.78,61.620000000000005
2018-03-01,90,78.0,False,0.78,70.2
2018-03-02,89,78.0,,0.78,69.42
2018-03-03,92,78.0,,0.78,71.76
2018-03-04,91,78.0,,0.78,70.98
2018-03-05,86,78.0,,0.78,67.08
2018-03-06,92,78.0,,0.78,71.76
2018-03-07,90,78.0,,0.78,70.2
2018-03-08,85,78.0,,0.78,66.3
2018-03-09,100,78.0,,0.78,78.0
2018-03-10,89,78.0,,0.78,69.42
2018-03-11,87,78.0,,0.78,67.86
2018-03-12,85,78.0,,0.78,66.3
2018-03-13,89,78.0,,0.78,69.42
2018-03-14,94,78.0,,0.78,73.32000000000001
2018-03-15,88,78.0,,0.78,68.64
2018-03-16,87,78.0,,0.78,67.86
2018-03-17,92,78.0,,0.78,71.76
2018-03-18,83,78.0,,0.78,64.74000000000001
2018-03-19,92,78.0,,0.78,71.76
2018-03-20,88,78.0,,0.78,68.64
2018-03-21,100,78.0,,0.78,78.0
2018-03-22,92,78.0,,0.78,71.76
2018-03-23,91,78.0,,0.78,70.98
2018-03-24,87,78.0,,0.78,67.86
2018-03-25,93,78.0,,0.78,72.54
2018-03-26,92,78.0,,0.78,71.76
2018-03-27,93,78.0,,0.78,72.54
2018-03-28,83,78.0,,0.78,64.74000000000001
2018-03-29,91,78.0,,0.78,70.98
2018-03-30,86,78.0,,0.78,67.08
2018-03-31,91,78.0,,0.78,70.98
2018-04-01,89,80.0,False,0.8,71.2
2018-04-02,89,80.0,,0.8,71.2
2018-04-03,95,80.0,,0.8,76.0
2018-04-04,87,80.0,,0.8,69.60000000000001
2018-04-05,90,80.0,,0.8,72.0
2018-04-06,82,80.0,,0.8,65.60000000000001
2018-04-07,99,80.0,,0.8,79.2
2018-04-08,91,80.0,,0.8,72.8
2018-04-09,86,80.0,,0.8,68.8
2018-04-10,92,80.0,,0.8,73.60000000000001
2018-04-11,96,80.0,,0.8,76.80000000000001
2018-04-12,98,80.0,,0.8,78.4
2018-04-13,93,80.0,,0.8,74.4
2018-04-14,96,80.0,,0.8,76.80000000000001
2018-04-15,88,80.0,,0.8,70.4
2018-04-16,86,80.0,,0.8,68.8
2018-04-17,92,80.0,,0.8,73.60000000000001
2018-04-18,96,80.0,,0.8,76.80000000000001
2018-04-19,95,80.0,,0.8,76.0
2018-04-20,93,80.0,,0.8,74.4
2018-04-21,97,80.0,,0.8,77.60000000000001
2018-04-22,85,80.0,,0.8,68.0
2018-04-23,94,80.0,,0.8,75.2
2018-04-24,97,80.0,,0.8,77.60000000000001
2018-04-25,90,80.0,,0.8,72.0
2018-04-26,100,80.0,,0.8,80.0
2018-04-27,96,80.0,,0.8,76.80000000000001
2018-04-28,92,80.0,,0.8,73.60000000000001
2018-04-29,92,80.0,,0.8,73.60000000000001
2018-04-30,91,80.0,,0.8,72.8
2018-05-01,83,80.0,False,0.8,66.4
2018-05-02,87,80.0,,0.8,69.60000000000001
2018-05-03,86,80.0,,0.8,68.8
2018-05-04,89,80.0,,0.8,71.2
2018-05-05,90,80.0,,0.8,72.0
2018-05-06,91,80.0,,0.8,72.8
2018-05-07,88,80.0,,0.8,70.4
2018-05-08,89,80.0,,0.8,71.2
2018-05-09,87,80.0,,0.8,69.60000000000001
2018-05-10,94,80.0,,0.8,75.2
2018-05-11,96,80.0,,0.8,76.80000000000001
2018-05-12,93,80.0,,0.8,74.4
2018-05-13,82,80.0,,0.8,65.60000000000001
2018-05-14,85,80.0,,0.8,68.0
2018-05-15,88,80.0,,0.8,70.4
2018-05-16,81,80.0,,0.8,64.8
2018-05-17,91,80.0,,0.8,72.8
2018-05-18,88,80.0,,0.8,70.4
2018-05-19,90,80.0,,0.8,72.0
2018-05-20,87,80.0,,0.8,69.60000000000001
2018-05-21,86,80.0,,0.8,68.8
2018-05-22,85,80.0,,0.8,68.0
2018-05-23,90,80.0,,0.8,72.0
2018-05-24,92,80.0,,0.8,73.60000000000001
2018-05-25,95,80.0,,0.8,76.0
2018-05-26,83,80.0,,0.8,66.4
2018-05-27,100,80.0,,0.8,80.0
2018-05-28,95,80.0,,0.8,76.0
2018-05-29,86,80.0,,0.8,68.8
2018-05-30,85,80.0,,0.8,68.0
2018-05-31,87,80.0,,0.8,69.60000000000001
2018-06-01,96,78.0,False,0.78,74.88
2018-06-02,96,78.0,,0.78,74.88
2018-06-03,100,78.0,,0.78,78.0
2018-06-04,91,78.0,,0.78,70.98
2018-06-05,86,78.0,,0.78,67.08
2018-06-06,93,78.0,,0.78,72.54
2018-06-07,98,78.0,,0.78,76.44
2018-06-08,89,78.0,,0.78,69.42
2018-06-09,91,78.0,,0.78,70.98
2018-06-10,97,78.0,,0.78,75.66
2018-06-11,96,78.0,,0.78,74.88
2018-06-12,91,78.0,,0.78,70.98
2018-06-13,96,78.0,,0.78,74.88
2018-06-14,92,78.0,,0.78,71.76
2018-06-15,89,78.0,,0.78,69.42
2018-06-16,92,78.0,,0.78,71.76
2018-06-17,88,78.0,,0.78,68.64
2018-06-18,91,78.0,,0.78,70.98
2018-06-19,82,78.0,,0.78,63.96
2018-06-20,90,78.0,,0.78,70.2
2018-06-21,95,78.0,,0.78,74.10000000000001
2018-06-22,93,78.0,,0.78,72.54
2018-06-23,94,78.0,,0.78,73.32000000000001
2018-06-24,92,78.0,,0.78,71.76
2018-06-25,95,78.0,,0.78,74.10000000000001
2018-06-26,95,78.0,,0.78,74.10000000000001
2018-06-27,98,78.0,,0.78,76.44
2018-06-28,93,78.0,,0.78,72.54
2018-06-29,94,78.0,,0.78,73.32000000000001
2018-06-30,94,78.0,,0.78,73.32000000000001
2018-07-01,87,80.0,False,0.8,69.60000000000001
2018-07-02,76,80.0,,0.8,60.800000000000004
2018-07-03,87,80.0,,0.8,69.60000000000001
2018-07-04,71,80.0,,0.8,56.800000000000004
2018-07-05,90,80.0,,0.8,72.0
2018-07-06,88,80.0,,0.8,70.4
2018-07-07,82,80.0,,0.8,65.60000000000001
2018-07-08,85,80.0,,0.8,68.0
2018-07-09,79,80.0,,0.8,63.2
2018-07-10,80,80.0,,0.8,64.0
2018-07-11,82,80.0,,0.8,65.60000000000001
2018-07-12,82,80.0,,0.8,65.60000000000001
2018-07-13,83,80.0,,0.8,66.4
2018-07-14,82,80.0,,0.8,65.60000000000001
2018-07-15,78,80.0,,0.8,62.400000000000006
2018-07-16,88,80.0,,0.8,70.4
2018-07-17,78,80.0,,0.8,62.400000000000006
2018-07-18,100,80.0,,0.8,80.0
2018-07-19,80,80.0,,0.8,64.0
2018-07-20,82,80.0,,0.8,65.60000000000001
2018-07-21,86,80.0,,0.8,68.8
2018-07-22,83,80.0,,0.8,66.4
2018-07-23,76,80.0,,0.8,60.800000000000004
2018-07-24,88,80.0,,0.8,70.4
2018-07-25,85,80.0,,0.8,68.0
2018-07-26,75,80.0,,0.8,60.0
2018-07-27,76,80.0,,0.8,60.800000000000004
2018-07-28,83,80.0,,0.8,66.4
2018-07-29,82,80.0,,0.8,65.60000000000001
2018-07-30,80,80.0,,0.8,64.0
2018-07-31,86,80.0,,0.8,68.8
2018-08-01,100,82.0,False,0.82,82.0
2018-08-02,86,82.0,,0.82,70.52
2018-08-03,88,82.0,,0.82,72.16
2018-08-04,86,82.0,,0.82,70.52
2018-08-05,96,82.0,,0.82,78.72
2018-08-06,96,82.0,,0.82,78.72
2018-08-07,100,82.0,,0.82,82.0
2018-08-08,90,82.0,,0.82,73.8
2018-08-09,99,82.0,,0.82,81.17999999999999
2018-08-10,96,82.0,,0.82,78.72
2018-08-11,87,82.0,,0.82,71.33999999999999
2018-08-12,92,82.0,,0.82,75.44
2018-08-13,96,82.0,,0.82,78.72
2018-08-14,97,82.0,,0.82,79.53999999999999
2018-08-15,93,82.0,,0.82,76.25999999999999
2018-08-16,94,82.0,,0.82,77.08
2018-08-17,93,82.0,,0.82,76.25999999999999
2018-08-18,92,82.0,,0.82,75.44
2018-08-19,87,82.0,,0.82,71.33999999999999
2018-08-20,92,82.0,,0.82,75.44
2018-08-21,93,82.0,,0.82,76.25999999999999
2018-08-22,91,82.0,,0.82,74.61999999999999
2018-08-23,98,82.0,,0.82,80.36
2018-08-24,97,82.0,,0.82,79.53999999999999
2018-08-25,91,82.0,,0.82,74.61999999999999
2018-08-26,87,82.0,,0.82,71.33999999999999
2018-08-27,88,82.0,,0.82,72.16
2018-08-28,91,82.0,,0.82,74.61999999999999
2018-08-29,92,82.0,,0.82,75.44
2018-08-30,95,82.0,,0.82,77.89999999999999
2018-08-31,90,82.0,,0.82,73.8
2018-09-01,79,78.0,False,0.78,61.620000000000005
2018-09-02,92,78.0,,0.78,71.76
2018-09-03,80,78.0,,0.78,62.400000000000006
2018-09-04,84,78.0,,0.78,65.52
2018-09-05,81,78.0,,0.78,63.18
2018-09-06,88,78.0,,0.78,68.64
2018-09-07,88,78.0,,0.78,68.64
2018-09-08,84,78.0,,0.78,65.52
2018-09-09,86,78.0,,0.78,67.08
2018-09-10,100,78.0,,0.78,78.0
2018-09-11,88,78.0,,0.78,68.64
2018-09-12,91,78.0,,0.78,70.98
2018-09-13,80,78.0,,0.78,62.400000000000006
2018-09-14,83,78.0,,0.78,64.74000000000001
2018-09-15,87,78.0,,0.78,67.86
2018-09-16,80,78.0,,0.78,62.400000000000006
2018-09-17,89,78.0,,0.78,69.42
2018-09-18,87,78.0,,0.78,67.86
2018-09-19,82,78.0,,0.78,63.96
2018-09-20,90,78.0,,0.78,70.2
2018-09-21,88,78.0,,0.78,68.64
2018-09-22,97,78.0,,0.78,75.66
2018-09-23,86,78.0,,0.78,67.08
2018-09-24,84,78.0,,0.78,65.52
2018-09-25,84,78.0,,0.78,65.52
2018-09-26,86,78.0,,0.78,67.08
2018-09-27,80,78.0,,0.78,62.400000000000006
2018-09-28,82,78.0,,0.78,63.96
2018-09-29,80,78.0,,0.78,62.400000000000006
2018-09-30,80,78.0,,0.78,62.400000000000006
2018-10-01,85,77.0,False,0.77,65.45
2018-10-02,95,77.0,,0.77,73.15
2018-10-03,90,77.0,,0.77,69.3
2018-10-04,88,77.0,,0.77,67.76
2018-10-05,86,77.0,,0.77,66.22
2018-10-06,89,77.0,,0.77,68.53
2018-10-07,86,77.0,,0.77,66.22
2018-10-08,85,77.0,,0.77,65.45
2018-10-09,94,77.0,,0.77,72.38
2018-10-10,93,77.0,,0.77,71.61
2018-10-11,87,77.0,,0.77,66.99
2018-10-12,94,77.0,,0.77,72.38
2018-10-13,91,77.0,,0.77,70.07000000000001
2018-10-14,91,77.0,,0.77,70.07000000000001
2018-10-15,96,77.0,,0.77,73.92
2018-10-16,94,77.0,,0.77,72.38
2018-10-17,96,77.0,,0.77,73.92
2018-10-18,100,77.0,,0.77,77.0
2018-10-19,85,77.0,,0.77,65.45
2018-10-20,81,77.0,,0.77,62.370000000000005
2018-10-21,91,77.0,,0.77,70.07000000000001
2018-10-22,99,77.0,,0.77,76.23
2018-10-23,95,77.0,,0.77,73.15
2018-10-24,81,77.0,,0.77,62.370000000000005
2018-10-25,85,77.0,,0.77,65.45
2018-10-26,94,77.0,,0.77,72.38
2018-10-27,90,77.0,,0.77,69.3
2018-10-28,91,77.0,,0.77,70.07000000000001
2018-10-29,90,77.0,,0.77,69.3
2018-10-30,88,77.0,,0.77,67.76
2018-10-31,88,77.0,,0.77,67.76
2018-11-01,88,80.0,False,0.8,70.4
2018-11-02,100,80.0,,0.8,80.0
2018-11-03,97,80.0,,0.8,77.60000000000001
2018-11-04,89,80.0,,0.8,71.2
2018-11-05,94,80.0,,0.8,75.2
2018-11-06,91,80.0,,0.8,72.8
2018-11-07,78,80.0,,0.8,62.400000000000006
2018-11-08,91,80.0,,0.8,72.8
2018-11-09,98,80.0,,0.8,78.4
2018-11-10,98,80.0,,0.8,78.4
2018-11-11,92,80.0,,0.8,73.60000000000001
2018-11-12,98,80.0,,0.8,78.4
2018-11-13,91,80.0,,0.8,72.8
2018-11-14,89,80.0,,0.8,71.2
2018-11-15,93,80.0,,0.8,74.4
2018-11-16,90,80.0,,0.8,72.0
2018-11-17,94,80.0,,0.8,75.2
2018-11-18,92,80.0,,0.8,73.60000000000001
2018-11-19,95,80.0,,0.8,76.0
2018-11-20,93,80.0,,0.8,74.4
2018-11-21,95,80.0,,0.8,76.0
2018-11-22,86,80.0,,0.8,68.8
2018-11-23,84,80.0,,0.8,67.2
2018-11-24,87,80.0,,0.8,69.60000000000001
2018-11-25,89,80.0,,0.8,71.2
2018-11-26,88,80.0,,0.8,70.4
2018-11-27,89,80.0,,0.8,71.2
2018-11-28,97,80.0,,0.8,77.60000000000001
2018-11-29,98,80.0,,0.8,78.4
2018-11-30,95,80.0,,0.8,76.0
2018-12-01,79,85.0,False,0.85,67.14999999999999
2018-12-02,81,85.0,,0.85,68.85
2018-12-03,82,85.0,,0.85,69.7
2018-12-04,82,85.0,,0.85,69.7
2018-12-05,83,85.0,,0.85,70.55
2018-12-06,82,85.0,,0.85,69.7
2018-12-07,88,85.0,,0.85,74.8
2018-12-08,85,85.0,,0.85,72.25
2018-12-09,84,85.0,,0.85,71.39999999999999
2018-12-10,81,85.0,,0.85,68.85
2018-12-11,88,85.0,,0.85,74.8
2018-12-12,81,85.0,,0.85,68.85
2018-12-13,83,85.0,,0.85,70.55
2018-12-14,84,85.0,,0.85,71.39999999999999
2018-12-15,89,85.0,,0.85,75.64999999999999
2018-12-16,81,85.0,,0.85,68.85
2018-12-17,83,85.0,,0.85,70.55
2018-12-18,85,85.0,,0.85,72.25
2018-12-19,89,85.0,,0.85,75.64999999999999
2018-12-20,82,85.0,,0.85,69.7
2018-12-21,80,85.0,,0.85,68.0
2018-12-22,81,85.0,,0.85,68.85
2018-12-23,82,85.0,,0.85,69.7
2018-12-24,81,85.0,,0.85,68.85
2018-12-25,72,85.0,,0.85,61.199999999999996
2018-12-26,77,85.0,,0.85,65.45
2018-12-27,86,85.0,,0.85,73.1
2018-12-28,87,85.0,,0.85,73.95
2018-12-29,89,85.0,,0.85,75.64999999999999
2018-12-30,100,85.0,,0.85,85.0
2018-12-31,88,85.0,,0.85,74.8
2019-01-01,94,82.0,False,0.82,77.08
2019-01-02,96,82.0,,0.82,78.72
2019-01-03,98,82.0,,0.82,80.36
2019-01-04,100,82.0,,0.82,82.0
2019-01-05,94,82.0,,0.82,77.08
2019-01-06,94,82.0,,0.82,77.08
2019-01-07,90,82.0,,0.82,73.8
2019-01-08,93,82.0,,0.82,76.25999999999999
2019-01-09,95,82.0,,0.82,77.89999999999999
2019-01-10,94,82.0,,0.82,77.08
2019-01-11,93,82.0,,0.82,76.25999999999999
2019-01-12,99,82.0,,0.82,81.17999999999999
2019-01-13,90,82.0,,0.82,73.8
2019-01-14,92,82.0,,0.82,75.44
2019-01-15,84,82.0,,0.82,68.88
2019-01-16,93,82.0,,0.82,76.25999999999999
2019-01-17,99,82.0,,0.82,81.17999999999999
2019-01-18,88,82.0,,0.82,72.16
2019-01-19,96,82.0,,0.82,78.72
2019-01-20,97,82.0,,0.82,79.53999999999999
2019-01-21,90,82.0,,0.82,73.8
2019-01-22,90,82.0,,0.82,73.8
2019-01-23,94,82.0,,0.82,77.08
2019-01-24,97,82.0,,0.82,79.53999999999999
2019-01-25,96,82.0,,0.82,78.72
2019-01-26,96,82.0,,0.82,78.72
2019-01-27,91,82.0,,0.82,74.61999999999999
2019-01-28,89,82.0,,0.82,72.97999999999999
2019-01-29,85,82.0,,0.82,69.7
2019-01-30,92,82.0,,0.82,75.44
2019-01-31,85,82.0,,0.82,69.7
2019-02-01,100,77.0,False,0.77,77.0
2019-02-02,86,77.0,,0.77,66.22
2019-02-03,88,77.0,,0.77,67.76
2019-02-04,84,77.0,,0.77,64.68
2019-02-05,90,77.0,,0.77,69.3
2019-02-06,86,77.0,,0.77,66.22
2019-02-07,95,77.0,,0.77,73.15
2019-02-08,94,77.0,,0.77,72.38
2019-02-09,92,77.0,,0.77,70.84
2019-02-10,88,77.0,,0.77,67.76
2019-02-11,85,77.0,,0.77,65.45
2019-02-12,87,77.0,,0.77,66.99
2019-02-13,91,77.0,,0.77,70.07000000000001
2019-02-14,97,77.0,,0.77,74.69
2019-02-15,96,77.0,,0.77,73.92
2019-02-16,95,77.0,,0.77,73.15
2019-02-17,90,77.0,,0.77,69.3
2019-02-18,84,77.0,,0.77,64.68
2019-02-19,80,77.0,,0.77,61.6
2019-02-20,80,77.0,,0.77,61.6
2019-02-21,82,77.0,,0.77,63.14
2019-02-22,76,77.0,,0.77,58.52
2019-02-23,84,77.0,,0.77,64.68
2019-02-24,78,77.0,,0.77,60.06
2019-02-25,87,77.0,,0.77,66.99
2019-02-26,84,77.0,,0.77,64.68
2019-02-27,89,77.0,,0.77,68.53
2019-02-28,92,77.0,,0.77,70.84
2019-03-01,91,79.0,False,0.79,71.89
2019-03-02,94,79.0,,0.79,74.26
2019-03-03,100,79.0,,0.79,79.0
2019-03-04,85,79.0,,0.79,67.15
2019-03-05,91,79.0,,0.79,71.89
2019-03-06,89,79.0,,0.79,70.31
2019-03-07,95,79.0,,0.79,75.05
2019-03-08,91,79.0,,0.79,71.89
2019-03-09,94,79.0,,0.79,74.26
2019-03-10,91,79.0,,0.79,71.89
2019-03-11,85,79.0,,0.79,67.15
2019-03-12,91,79.0,,0.79,71.89
2019-03-13,85,79.0,,0.79,67.15
2019-03-14,92,79.0,,0.79,72.68
2019-03-15,89,79.0,,0.79,70.31
2019-03-16,91,79.0,,0.79,71.89
2019-03-17,88,79.0,,0.79,69.52000000000001
2019-03-18,88,79.0,,0.79,69.52000000000001
2019-03-19,90,79.0,,0.79,71.10000000000001
2019-03-20,94,79.0,,0.79,74.26
2019-03-21,89,79.0,,0.79,70.31
2019-03-22,89,79.0,,0.79,70.31
2019-03-23,87,79.0,,0.79,68.73
2019-03-24,93,79.0,,0.79,73.47
2019-03-25,86,79.0,,0.79,67.94
2019-03-26,88,79.0,,0.79,69.52000000000001
2019-03-27,97,79.0,,0.79,76.63000000000001
2019-03-28,91,79.0,,0.79,71.89
2019-03-29,87,79.0,,0.79,68.73
2019-03-30,92,79.0,,0.79,72.68
2019-03-31,91,79.0,,0.79,71.89
2019-04-01,88,81.0,False,0.81,71.28
2019-04-02,99,81.0,,0.81,80.19000000000001
2019-04-03,94,81.0,,0.81,76.14
2019-04-04,90,81.0,,0.81,72.9
2019-04-05,97,81.0,,0.81,78.57000000000001
