date,gold_unscaled,gold_monthly,isPartial,scale,gold
2011-09-20,79,71.0,,0.71,56.089999999999996
2011-09-21,77,71.0,,0.71,54.669999999999995
2011-09-22,83,71.0,,0.71,58.93
2011-09-23,85,71.0,,0.71,60.349999999999994
2011-09-24,81,71.0,,0.71,57.51
2011-09-25,75,71.0,,0.71,53.25
2011-09-26,100,71.0,,0.71,71.0
2011-09-27,92,71.0,,0.71,65.32
2011-09-28,86,71.0,,0.71,61.059999999999995
2011-09-29,78,71.0,,0.71,55.379999999999995
2011-09-30,78,71.0,,0.71,55.379999999999995
2011-10-01,81,64.0,False,0.64,51.84
2011-10-02,83,64.0,,0.64,53.120000000000005
2011-10-03,82,64.0,,0.64,52.480000000000004
2011-10-04,85,64.0,,0.64,54.4
2011-10-05,78,64.0,,0.64,49.92
2011-10-06,82,64.0,,0.64,52.480000000000004
2011-10-07,82,64.0,,0.64,52.480000000000004
2011-10-08,78,64.0,,0.64,49.92
2011-10-09,77,64.0,,0.64,49.28
2011-10-10,86,64.0,,0.64,55.04
2011-10-11,83,64.0,,0.64,53.120000000000005
2011-10-12,81,64.0,,0.64,51.84
2011-10-13,77,64.0,,0.64,49.28
2011-10-14,79,64.0,,0.64,50.56
2011-10-15,79,64.0,,0.64,50.56
2011-10-16,77,64.0,,0.64,49.28
2011-10-17,79,64.0,,0.64,50.56
2011-10-18,82,64.0,,0.64,52.480000000000004
2011-10-19,76,64.0,,0.64,48.64
2011-10-20,81,64.0,,0.64,51.84
2011-10-21,81,64.0,,0.64,51.84
2011-10-22,88,64.0,,0.64,56.32
2011-10-23,85,64.0,,0.64,54.4
2011-10-24,87,64.0,,0.64,55.68
2011-10-25,79,64.0,,0.64,50.56
2011-10-26,84,64.0,,0.64,53.76
2011-10-27,82,64.0,,0.64,52.480000000000004
2011-10-28,86,64.0,,0.64,55.04
2011-10-29,100,64.0,,0.64,64.0
2011-10-30,85,64.0,,0.64,54.4
2011-10-31,82,64.0,,0.64,52.480000000000004
2011-11-01,83,68.0,False,0.68,56.440000000000005
2011-11-02,90,68.0,,0.68,61.2
2011-11-03,79,68.0,,0.68,53.720000000000006
2011-11-04,79,68.0,,0.68,53.720000000000006
2011-11-05,91,68.0,,0.68,61.88
2011-11-06,82,68.0,,0.68,55.760000000000005
2011-11-07,81,68.0,,0.68,55.080000000000005
2011-11-08,84,68.0,,0.68,57.120000000000005
2011-11-09,84,68.0,,0.68,57.120000000000005
2011-11-10,79,68.0,,0.68,53.720000000000006
2011-11-11,75,68.0,,0.68,51.00000000000001
2011-11-12,91,68.0,,0.68,61.88
2011-11-13,82,68.0,,0.68,55.760000000000005
2011-11-14,88,68.0,,0.68,59.84
2011-11-15,80,68.0,,0.68,54.400000000000006
2011-11-16,78,68.0,,0.68,53.040000000000006
2011-11-17,79,68.0,,0.68,53.720000000000006
2011-11-18,85,68.0,,0.68,57.800000000000004
2011-11-19,93,68.0,,0.68,63.24
2011-11-20,83,68.0,,0.68,56.440000000000005
2011-11-21,85,68.0,,0.68,57.800000000000004
2011-11-22,82,68.0,,0.68,55.760000000000005
2011-11-23,79,68.0,,0.68,53.720000000000006
2011-11-24,74,68.0,,0.68,50.32
2011-11-25,80,68.0,,0.68,54.400000000000006
2011-11-26,100,68.0,,0.68,68.0
2011-11-27,90,68.0,,0.68,61.2
2011-11-28,88,68.0,,0.68,59.84
2011-11-29,85,68.0,,0.68,57.800000000000004
2011-11-30,84,68.0,,0.68,57.120000000000005
2011-12-01,86,71.0,False,0.71,61.059999999999995
2011-12-02,85,71.0,,0.71,60.349999999999994
2011-12-03,95,71.0,,0.71,67.45
2011-12-04,89,71.0,,0.71,63.19
2011-12-05,88,71.0,,0.71,62.48
2011-12-06,87,71.0,,0.71,61.769999999999996
2011-12-07,83,71.0,,0.71,58.93
2011-12-08,81,71.0,,0.71,57.51
2011-12-09,87,71.0,,0.71,61.769999999999996
2011-12-10,96,71.0,,0.71,68.16
2011-12-11,84,71.0,,0.71,59.64
2011-12-12,88,71.0,,0.71,62.48
2011-12-13,87,71.0,,0.71,61.769999999999996
2011-12-14,97,71.0,,0.71,68.86999999999999
2011-12-15,95,71.0,,0.71,67.45
2011-12-16,90,71.0,,0.71,63.9
2011-12-17,100,71.0,,0.71,71.0
2011-12-18,89,71.0,,0.71,63.19
2011-12-19,90,71.0,,0.71,63.9
2011-12-20,87,71.0,,0.71,61.769999999999996
2011-12-21,86,71.0,,0.71,61.059999999999995
2011-12-22,86,71.0,,0.71,61.059999999999995
2011-12-23,87,71.0,,0.71,61.769999999999996
2011-12-24,91,71.0,,0.71,64.61
2011-12-25,82,71.0,,0.71,58.22
2011-12-26,92,71.0,,0.71,65.32
2011-12-27,93,71.0,,0.71,66.03
2011-12-28,86,71.0,,0.71,61.059999999999995
2011-12-29,94,71.0,,0.71,66.74
2011-12-30,87,71.0,,0.71,61.769999999999996
2011-12-31,95,71.0,,0.71,67.45
2012-01-01,89,67.0,False,0.67,59.63
2012-01-02,97,67.0,,0.67,64.99000000000001
2012-01-03,97,67.0,,0.67,64.99000000000001
2012-01-04,87,67.0,,0.67,58.290000000000006
2012-01-05,85,67.0,,0.67,56.95
2012-01-06,85,67.0,,0.67,56.95
2012-01-07,96,67.0,,0.67,64.32000000000001
2012-01-08,93,67.0,,0.67,62.31
2012-01-09,87,67.0,,0.67,58.290000000000006
2012-01-10,83,67.0,,0.67,55.61000000000001
2012-01-11,86,67.0,,0.67,57.620000000000005
2012-01-12,81,67.0,,0.67,54.27
2012-01-13,82,67.0,,0.67,54.940000000000005
2012-01-14,87,67.0,,0.67,58.290000000000006
2012-01-15,81,67.0,,0.67,54.27
2012-01-16,84,67.0,,0.67,56.28
2012-01-17,90,67.0,,0.67,60.300000000000004
2012-01-18,80,67.0,,0.67,53.6
2012-01-19,82,67.0,,0.67,54.940000000000005
2012-01-20,79,67.0,,0.67,52.93
2012-01-21,91,67.0,,0.67,60.970000000000006
2012-01-22,85,67.0,,0.67,56.95
2012-01-23,89,67.0,,0.67,59.63
2012-01-24,83,67.0,,0.67,55.61000000000001
2012-01-25,81,67.0,,0.67,54.27
2012-01-26,81,67.0,,0.67,54.27
2012-01-27,85,67.0,,0.67,56.95
2012-01-28,100,67.0,,0.67,67.0
2012-01-29,96,67.0,,0.67,64.32000000000001
2012-01-30,84,67.0,,0.67,56.28
2012-01-31,82,67.0,,0.67,54.940000000000005
2012-02-01,78,67.0,False,0.67,52.260000000000005
2012-02-02,76,67.0,,0.67,50.92
2012-02-03,75,67.0,,0.67,50.25
2012-02-04,92,67.0,,0.67,61.64
2012-02-05,89,67.0,,0.67,59.63
2012-02-06,78,67.0,,0.67,52.260000000000005
2012-02-07,78,67.0,,0.67,52.260000000000005
2012-02-08,76,67.0,,0.67,50.92
2012-02-09,79,67.0,,0.67,52.93
2012-02-10,78,67.0,,0.67,52.260000000000005
2012-02-11,89,67.0,,0.67,59.63
2012-02-12,77,67.0,,0.67,51.59
2012-02-13,77,67.0,,0.67,51.59
2012-02-14,75,67.0,,0.67,50.25
2012-02-15,77,67.0,,0.67,51.59
2012-02-16,79,67.0,,0.67,52.93
2012-02-17,76,67.0,,0.67,50.92
2012-02-18,90,67.0,,0.67,60.300000000000004
2012-02-19,83,67.0,,0.67,55.61000000000001
2012-02-20,81,67.0,,0.67,54.27
2012-02-21,81,67.0,,0.67,54.27
2012-02-22,75,67.0,,0.67,50.25
2012-02-23,75,67.0,,0.67,50.25
2012-02-24,80,67.0,,0.67,53.6
2012-02-25,100,67.0,,0.67,67.0
2012-02-26,93,67.0,,0.67,62.31
2012-02-27,83,67.0,,0.67,55.61000000000001
2012-02-28,81,67.0,,0.67,54.27
2012-02-29,81,67.0,,0.67,54.27
2012-03-01,90,64.0,False,0.64,57.6
2012-03-02,81,64.0,,0.64,51.84
2012-03-03,97,64.0,,0.64,62.08
2012-03-04,100,64.0,,0.64,64.0
2012-03-05,92,64.0,,0.64,58.88
2012-03-06,91,64.0,,0.64,58.24
2012-03-07,81,64.0,,0.64,51.84
2012-03-08,79,64.0,,0.64,50.56
2012-03-09,86,64.0,,0.64,55.04
2012-03-10,89,64.0,,0.64,56.96
2012-03-11,87,64.0,,0.64,55.68
2012-03-12,83,64.0,,0.64,53.120000000000005
2012-03-13,83,64.0,,0.64,53.120000000000005
2012-03-14,81,64.0,,0.64,51.84
2012-03-15,82,64.0,,0.64,52.480000000000004
2012-03-16,80,64.0,,0.64,51.2
2012-03-17,89,64.0,,0.64,56.96
2012-03-18,86,64.0,,0.64,55.04
2012-03-19,77,64.0,,0.64,49.28
2012-03-20,83,64.0,,0.64,53.120000000000005
2012-03-21,78,64.0,,0.64,49.92
2012-03-22,81,64.0,,0.64,51.84
2012-03-23,83,64.0,,0.64,53.120000000000005
2012-03-24,85,64.0,,0.64,54.4
2012-03-25,86,64.0,,0.64,55.04
2012-03-26,87,64.0,,0.64,55.68
2012-03-27,84,64.0,,0.64,53.76
2012-03-28,79,64.0,,0.64,50.56
2012-03-29,84,64.0,,0.64,53.76
2012-03-30,80,64.0,,0.64,51.2
2012-03-31,83,64.0,,0.64,53.120000000000005
2012-04-01,94,61.0,False,0.61,57.339999999999996
2012-04-02,93,61.0,,0.61,56.73
2012-04-03,89,61.0,,0.61,54.29
2012-04-04,95,61.0,,0.61,57.949999999999996
2012-04-05,94,61.0,,0.61,57.339999999999996
2012-04-06,91,61.0,,0.61,55.51
2012-04-07,92,61.0,,0.61,56.12
2012-04-08,93,61.0,,0.61,56.73
2012-04-09,92,61.0,,0.61,56.12
2012-04-10,88,61.0,,0.61,53.68
2012-04-11,89,61.0,,0.61,54.29
2012-04-12,89,61.0,,0.61,54.29
2012-04-13,89,61.0,,0.61,54.29
2012-04-14,93,61.0,,0.61,56.73
2012-04-15,100,61.0,,0.61,61.0
2012-04-16,87,61.0,,0.61,53.07
2012-04-17,92,61.0,,0.61,56.12
2012-04-18,92,61.0,,0.61,56.12
2012-04-19,88,61.0,,0.61,53.68
2012-04-20,88,61.0,,0.61,53.68
2012-04-21,95,61.0,,0.61,57.949999999999996
2012-04-22,94,61.0,,0.61,57.339999999999996
2012-04-23,91,61.0,,0.61,55.51
2012-04-24,100,61.0,,0.61,61.0
2012-04-25,90,61.0,,0.61,54.9
2012-04-26,90,61.0,,0.61,54.9
2012-04-27,91,61.0,,0.61,55.51
2012-04-28,96,61.0,,0.61,58.56
2012-04-29,94,61.0,,0.61,57.339999999999996
2012-04-30,94,61.0,,0.61,57.339999999999996
2012-05-01,85,63.0,False,0.63,53.55
2012-05-02,88,63.0,,0.63,55.44
2012-05-03,88,63.0,,0.63,55.44
2012-05-04,90,63.0,,0.63,56.7
2012-05-05,93,63.0,,0.63,58.59
2012-05-06,87,63.0,,0.63,54.81
2012-05-07,85,63.0,,0.63,53.55
2012-05-08,91,63.0,,0.63,57.33
2012-05-09,93,63.0,,0.63,58.59
2012-05-10,89,63.0,,0.63,56.07
2012-05-11,88,63.0,,0.63,55.44
2012-05-12,93,63.0,,0.63,58.59
2012-05-13,95,63.0,,0.63,59.85
2012-05-14,90,63.0,,0.63,56.7
2012-05-15,96,63.0,,0.63,60.480000000000004
2012-05-16,94,63.0,,0.63,59.22
2012-05-17,90,63.0,,0.63,56.7
2012-05-18,96,63.0,,0.63,60.480000000000004
2012-05-19,98,63.0,,0.63,61.74
2012-05-20,92,63.0,,0.63,57.96
2012-05-21,93,63.0,,0.63,58.59
2012-05-22,94,63.0,,0.63,59.22
2012-05-23,95,63.0,,0.63,59.85
2012-05-24,95,63.0,,0.63,59.85
2012-05-25,91,63.0,,0.63,57.33
2012-05-26,90,63.0,,0.63,56.7
2012-05-27,94,63.0,,0.63,59.22
2012-05-28,100,63.0,,0.63,63.0
2012-05-29,95,63.0,,0.63,59.85
2012-05-30,94,63.0,,0.63,59.22
2012-05-31,91,63.0,,0.63,57.33
2012-06-01,96,65.0,False,0.65,62.400000000000006
2012-06-02,100,65.0,,0.65,65.0
2012-06-03,94,65.0,,0.65,61.1
2012-06-04,96,65.0,,0.65,62.400000000000006
2012-06-05,95,65.0,,0.65,61.75
2012-06-06,93,65.0,,0.65,60.45
2012-06-07,96,65.0,,0.65,62.400000000000006
2012-06-08,94,65.0,,0.65,61.1
2012-06-09,100,65.0,,0.65,65.0
2012-06-10,95,65.0,,0.65,61.75
2012-06-11,92,65.0,,0.65,59.800000000000004
2012-06-12,100,65.0,,0.65,65.0
2012-06-13,92,65.0,,0.65,59.800000000000004
2012-06-14,93,65.0,,0.65,60.45
2012-06-15,91,65.0,,0.65,59.15
2012-06-16,96,65.0,,0.65,62.400000000000006
2012-06-17,99,65.0,,0.65,64.35000000000001
2012-06-18,89,65.0,,0.65,57.85
2012-06-19,93,65.0,,0.65,60.45
2012-06-20,89,65.0,,0.65,57.85
2012-06-21,97,65.0,,0.65,63.050000000000004
2012-06-22,92,65.0,,0.65,59.800000000000004
2012-06-23,97,65.0,,0.65,63.050000000000004
2012-06-24,100,65.0,,0.65,65.0
2012-06-25,94,65.0,,0.65,61.1
2012-06-26,95,65.0,,0.65,61.75
2012-06-27,89,65.0,,0.65,57.85
2012-06-28,91,65.0,,0.65,59.15
2012-06-29,87,65.0,,0.65,56.550000000000004
2012-06-30,88,65.0,,0.65,57.2
2012-07-01,62,69.0,False,0.69,42.779999999999994
2012-07-02,62,69.0,,0.69,42.779999999999994
2012-07-03,62,69.0,,0.69,42.779999999999994
2012-07-04,62,69.0,,0.69,42.779999999999994
2012-07-05,58,69.0,,0.69,40.019999999999996
2012-07-06,63,69.0,,0.69,43.47
2012-07-07,65,69.0,,0.69,44.849999999999994
2012-07-08,62,69.0,,0.69,42.779999999999994
2012-07-09,59,69.0,,0.69,40.709999999999994
2012-07-10,64,69.0,,0.69,44.16
2012-07-11,64,69.0,,0.69,44.16
2012-07-12,66,69.0,,0.69,45.54
2012-07-13,69,69.0,,0.69,47.61
2012-07-14,68,69.0,,0.69,46.919999999999995
2012-07-15,69,69.0,,0.69,47.61
2012-07-16,64,69.0,,0.69,44.16
2012-07-17,65,69.0,,0.69,44.849999999999994
2012-07-18,65,69.0,,0.69,44.849999999999994
2012-07-19,64,69.0,,0.69,44.16
2012-07-20,58,69.0,,0.69,40.019999999999996
2012-07-21,65,69.0,,0.69,44.849999999999994
2012-07-22,65,69.0,,0.69,44.849999999999994
2012-07-23,64,69.0,,0.69,44.16
2012-07-24,65,69.0,,0.69,44.849999999999994
2012-07-25,64,69.0,,0.69,44.16
2012-07-26,65,69.0,,0.69,44.849999999999994
2012-07-27,66,69.0,,0.69,45.54
2012-07-28,87,69.0,,0.69,60.029999999999994
2012-07-29,100,69.0,,0.69,69.0
2012-07-30,94,69.0,,0.69,64.86
2012-07-31,99,69.0,,0.69,68.30999999999999
2012-08-01,90,89.0,False,0.89,80.1
2012-08-02,82,89.0,,0.89,72.98
2012-08-03,96,89.0,,0.89,85.44
2012-08-04,89,89.0,,0.89,79.21000000000001
2012-08-05,86,89.0,,0.89,76.54
2012-08-06,72,89.0,,0.89,64.08
2012-08-07,69,89.0,,0.89,61.410000000000004
2012-08-08,74,89.0,,0.89,65.86
2012-08-09,81,89.0,,0.89,72.09
2012-08-10,71,89.0,,0.89,63.19
2012-08-11,84,89.0,,0.89,74.76
2012-08-12,100,89.0,,0.89,89.0
2012-08-13,72,89.0,,0.89,64.08
2012-08-14,54,89.0,,0.89,48.06
2012-08-15,51,89.0,,0.89,45.39
2012-08-16,53,89.0,,0.89,47.17
2012-08-17,52,89.0,,0.89,46.28
2012-08-18,60,89.0,,0.89,53.4
2012-08-19,51,89.0,,0.89,45.39
2012-08-20,48,89.0,,0.89,42.72
2012-08-21,48,89.0,,0.89,42.72
2012-08-22,48,89.0,,0.89,42.72
2012-08-23,49,89.0,,0.89,43.61
2012-08-24,49,89.0,,0.89,43.61
2012-08-25,50,89.0,,0.89,44.5
2012-08-26,50,89.0,,0.89,44.5
2012-08-27,48,89.0,,0.89,42.72
2012-08-28,45,89.0,,0.89,40.05
2012-08-29,43,89.0,,0.89,38.27
2012-08-30,45,89.0,,0.89,40.05
2012-08-31,45,89.0,,0.89,40.05
2012-09-01,90,65.0,False,0.65,58.5
2012-09-02,92,65.0,,0.65,59.800000000000004
2012-09-03,93,65.0,,0.65,60.45
2012-09-04,89,65.0,,0.65,57.85
2012-09-05,88,65.0,,0.65,57.2
2012-09-06,89,65.0,,0.65,57.85
2012-09-07,86,65.0,,0.65,55.9
2012-09-08,98,65.0,,0.65,63.7
2012-09-09,86,65.0,,0.65,55.9
2012-09-10,87,65.0,,0.65,56.550000000000004
2012-09-11,86,65.0,,0.65,55.9
2012-09-12,81,65.0,,0.65,52.65
2012-09-13,89,65.0,,0.65,57.85
2012-09-14,87,65.0,,0.65,56.550000000000004
2012-09-15,94,65.0,,0.65,61.1
2012-09-16,87,65.0,,0.65,56.550000000000004
2012-09-17,93,65.0,,0.65,60.45
2012-09-18,94,65.0,,0.65,61.1
2012-09-19,98,65.0,,0.65,63.7
2012-09-20,92,65.0,,0.65,59.800000000000004
2012-09-21,88,65.0,,0.65,57.2
2012-09-22,93,65.0,,0.65,60.45
2012-09-23,89,65.0,,0.65,57.85
2012-09-24,88,65.0,,0.65,57.2
2012-09-25,84,65.0,,0.65,54.6
2012-09-26,85,65.0,,0.65,55.25
2012-09-27,89,65.0,,0.65,57.85
2012-09-28,91,65.0,,0.65,59.15
2012-09-29,100,65.0,,0.65,65.0
2012-09-30,89,65.0,,0.65,57.85
2012-10-01,70,61.0,False,0.61,42.699999999999996
2012-10-02,70,61.0,,0.61,42.699999999999996
2012-10-03,68,61.0,,0.61,41.48
2012-10-04,65,61.0,,0.61,39.65
2012-10-05,65,61.0,,0.61,39.65
2012-10-06,69,61.0,,0.61,42.089999999999996
2012-10-07,70,61.0,,0.61,42.699999999999996
2012-10-08,67,61.0,,0.61,40.87
2012-10-09,68,61.0,,0.61,41.48
2012-10-10,69,61.0,,0.61,42.089999999999996
2012-10-11,66,61.0,,0.61,40.26
2012-10-12,66,61.0,,0.61,40.26
2012-10-13,66,61.0,,0.61,40.26
2012-10-14,64,61.0,,0.61,39.04
2012-10-15,65,61.0,,0.61,39.65
2012-10-16,66,61.0,,0.61,40.26
2012-10-17,64,61.0,,0.61,39.04
2012-10-18,66,61.0,,0.61,40.26
2012-10-19,65,61.0,,0.61,39.65
2012-10-20,73,61.0,,0.61,44.53
2012-10-21,69,61.0,,0.61,42.089999999999996
2012-10-22,66,61.0,,0.61,40.26
2012-10-23,67,61.0,,0.61,40.87
2012-10-24,67,61.0,,0.61,40.87
2012-10-25,64,61.0,,0.61,39.04
2012-10-26,71,61.0,,0.61,43.31
2012-10-27,100,61.0,,0.61,61.0
2012-10-28,68,61.0,,0.61,41.48
2012-10-29,61,61.0,,0.61,37.21
2012-10-30,61,61.0,,0.61,37.21
2012-10-31,69,61.0,,0.61,42.089999999999996
2012-11-01,75,65.0,False,0.65,48.75
2012-11-02,79,65.0,,0.65,51.35
2012-11-03,91,65.0,,0.65,59.15
2012-11-04,82,65.0,,0.65,53.300000000000004
2012-11-05,76,65.0,,0.65,49.4
2012-11-06,74,65.0,,0.65,48.1
2012-11-07,77,65.0,,0.65,50.050000000000004
2012-11-08,80,65.0,,0.65,52.0
2012-11-09,89,65.0,,0.65,57.85
2012-11-10,95,65.0,,0.65,61.75
2012-11-11,89,65.0,,0.65,57.85
2012-11-12,84,65.0,,0.65,54.6
2012-11-13,83,65.0,,0.65,53.95
2012-11-14,84,65.0,,0.65,54.6
2012-11-15,84,65.0,,0.65,54.6
2012-11-16,82,65.0,,0.65,53.300000000000004
2012-11-17,92,65.0,,0.65,59.800000000000004
2012-11-18,86,65.0,,0.65,55.9
2012-11-19,87,65.0,,0.65,56.550000000000004
2012-11-20,82,65.0,,0.65,53.300000000000004
2012-11-21,81,65.0,,0.65,52.65
2012-11-22,78,65.0,,0.65,50.7
2012-11-23,91,65.0,,0.65,59.15
2012-11-24,100,65.0,,0.65,65.0
2012-11-25,98,65.0,,0.65,63.7
2012-11-26,96,65.0,,0.65,62.400000000000006
2012-11-27,92,65.0,,0.65,59.800000000000004
2012-11-28,92,65.0,,0.65,59.800000000000004
2012-11-29,91,65.0,,0.65,59.15
2012-11-30,93,65.0,,0.65,60.45
2012-12-01,90,72.0,False,0.72,64.8
2012-12-02,88,72.0,,0.72,63.36
2012-12-03,78,72.0,,0.72,56.16
2012-12-04,77,72.0,,0.72,55.44
2012-12-05,78,72.0,,0.72,56.16
2012-12-06,81,72.0,,0.72,58.32
2012-12-07,87,72.0,,0.72,62.64
2012-12-08,100,72.0,,0.72,72.0
2012-12-09,84,72.0,,0.72,60.48
2012-12-10,83,72.0,,0.72,59.76
2012-12-11,83,72.0,,0.72,59.76
2012-12-12,79,72.0,,0.72,56.879999999999995
2012-12-13,82,72.0,,0.72,59.04
2012-12-14,76,72.0,,0.72,54.72
2012-12-15,90,72.0,,0.72,64.8
2012-12-16,87,72.0,,0.72,62.64
2012-12-17,81,72.0,,0.72,58.32
2012-12-18,82,72.0,,0.72,59.04
2012-12-19,80,72.0,,0.72,57.599999999999994
2012-12-20,79,72.0,,0.72,56.879999999999995
2012-12-21,78,72.0,,0.72,56.16
2012-12-22,99,72.0,,0.72,71.28
2012-12-23,85,72.0,,0.72,61.199999999999996
2012-12-24,85,72.0,,0.72,61.199999999999996
2012-12-25,89,72.0,,0.72,64.08
2012-12-26,85,72.0,,0.72,61.199999999999996
2012-12-27,83,72.0,,0.72,59.76
2012-12-28,88,72.0,,0.72,63.36
2012-12-29,96,72.0,,0.72,69.12
2012-12-30,82,72.0,,0.72,59.04
2012-12-31,91,72.0,,0.72,65.52
2013-01-01,80,71.0,False,0.71,56.8
2013-01-02,88,71.0,,0.71,62.48
2013-01-03,88,71.0,,0.71,62.48
2013-01-04,85,71.0,,0.71,60.349999999999994
2013-01-05,100,71.0,,0.71,71.0
2013-01-06,97,71.0,,0.71,68.86999999999999
2013-01-07,83,71.0,,0.71,58.93
2013-01-08,91,71.0,,0.71,64.61
2013-01-09,84,71.0,,0.71,59.64
2013-01-10,85,71.0,,0.71,60.349999999999994
2013-01-11,81,71.0,,0.71,57.51
2013-01-12,93,71.0,,0.71,66.03
2013-01-13,90,71.0,,0.71,63.9
2013-01-14,84,71.0,,0.71,59.64
2013-01-15,82,71.0,,0.71,58.22
2013-01-16,80,71.0,,0.71,56.8
2013-01-17,84,71.0,,0.71,59.64
2013-01-18,89,71.0,,0.71,63.19
2013-01-19,100,71.0,,0.71,71.0
2013-01-20,89,71.0,,0.71,63.19
2013-01-21,84,71.0,,0.71,59.64
2013-01-22,80,71.0,,0.71,56.8
2013-01-23,83,71.0,,0.71,58.93
2013-01-24,83,71.0,,0.71,58.93
2013-01-25,82,71.0,,0.71,58.22
2013-01-26,99,71.0,,0.71,70.28999999999999
2013-01-27,93,71.0,,0.71,66.03
2013-01-28,87,71.0,,0.71,61.769999999999996
2013-01-29,87,71.0,,0.71,61.769999999999996
2013-01-30,84,71.0,,0.71,59.64
2013-01-31,82,71.0,,0.71,58.22
2013-02-01,74,71.0,False,0.71,52.54
2013-02-02,86,71.0,,0.71,61.059999999999995
2013-02-03,79,71.0,,0.71,56.089999999999996
2013-02-04,70,71.0,,0.71,49.699999999999996
2013-02-05,71,71.0,,0.71,50.41
2013-02-06,74,71.0,,0.71,52.54
2013-02-07,70,71.0,,0.71,49.699999999999996
2013-02-08,72,71.0,,0.71,51.12
2013-02-09,82,71.0,,0.71,58.22
2013-02-10,79,71.0,,0.71,56.089999999999996
2013-02-11,69,71.0,,0.71,48.989999999999995
2013-02-12,71,71.0,,0.71,50.41
2013-02-13,70,71.0,,0.71,49.699999999999996
2013-02-14,69,71.0,,0.71,48.989999999999995
2013-02-15,73,71.0,,0.71,51.83
2013-02-16,82,71.0,,0.71,58.22
2013-02-17,77,71.0,,0.71,54.669999999999995
2013-02-18,77,71.0,,0.71,54.669999999999995
2013-02-19,71,71.0,,0.71,50.41
2013-02-20,77,71.0,,0.71,54.669999999999995
2013-02-21,75,71.0,,0.71,53.25
2013-02-22,73,71.0,,0.71,51.83
2013-02-23,100,71.0,,0.71,71.0
2013-02-24,77,71.0,,0.71,54.669999999999995
2013-02-25,74,71.0,,0.71,52.54
2013-02-26,71,71.0,,0.71,50.41
2013-02-27,71,71.0,,0.71,50.41
2013-02-28,74,71.0,,0.71,52.54
2013-03-01,94,69.0,False,0.69,64.86
2013-03-02,99,69.0,,0.69,68.30999999999999
2013-03-03,92,69.0,,0.69,63.48
2013-03-04,89,69.0,,0.69,61.41
2013-03-05,95,69.0,,0.69,65.55
2013-03-06,82,69.0,,0.69,56.58
2013-03-07,86,69.0,,0.69,59.339999999999996
2013-03-08,83,69.0,,0.69,57.269999999999996
2013-03-09,99,69.0,,0.69,68.30999999999999
2013-03-10,92,69.0,,0.69,63.48
2013-03-11,89,69.0,,0.69,61.41
2013-03-12,88,69.0,,0.69,60.72
2013-03-13,85,69.0,,0.69,58.65
2013-03-14,88,69.0,,0.69,60.72
2013-03-15,92,69.0,,0.69,63.48
2013-03-16,100,69.0,,0.69,69.0
2013-03-17,89,69.0,,0.69,61.41
2013-03-18,86,69.0,,0.69,59.339999999999996
2013-03-19,86,69.0,,0.69,59.339999999999996
2013-03-20,84,69.0,,0.69,57.959999999999994
2013-03-21,84,69.0,,0.69,57.959999999999994
2013-03-22,82,69.0,,0.69,56.58
2013-03-23,89,69.0,,0.69,61.41
2013-03-24,86,69.0,,0.69,59.339999999999996
2013-03-25,80,69.0,,0.69,55.199999999999996
2013-03-26,86,69.0,,0.69,59.339999999999996
2013-03-27,88,69.0,,0.69,60.72
2013-03-28,84,69.0,,0.69,57.959999999999994
2013-03-29,86,69.0,,0.69,59.339999999999996
2013-03-30,93,69.0,,0.69,64.17
2013-03-31,84,69.0,,0.69,57.959999999999994
2013-04-01,56,72.0,False,0.72,40.32
2013-04-02,60,72.0,,0.72,43.199999999999996
2013-04-03,60,72.0,,0.72,43.199999999999996
2013-04-04,59,72.0,,0.72,42.48
2013-04-05,63,72.0,,0.72,45.36
2013-04-06,58,72.0,,0.72,41.76
2013-04-07,62,72.0,,0.72,44.64
2013-04-08,60,72.0,,0.72,43.199999999999996
2013-04-09,58,72.0,,0.72,41.76
2013-04-10,60,72.0,,0.72,43.199999999999996
2013-04-11,61,72.0,,0.72,43.92
2013-04-12,69,72.0,,0.72,49.68
2013-04-13,67,72.0,,0.72,48.239999999999995
2013-04-14,67,72.0,,0.72,48.239999999999995
2013-04-15,100,72.0,,0.72,72.0
2013-04-16,91,72.0,,0.72,65.52
2013-04-17,84,72.0,,0.72,60.48
2013-04-18,75,72.0,,0.72,54.0
2013-04-19,63,72.0,,0.72,45.36
2013-04-20,67,72.0,,0.72,48.239999999999995
2013-04-21,67,72.0,,0.72,48.239999999999995
2013-04-22,70,72.0,,0.72,50.4
2013-04-23,62,72.0,,0.72,44.64
2013-04-24,64,72.0,,0.72,46.08
2013-04-25,66,72.0,,0.72,47.519999999999996
2013-04-26,61,72.0,,0.72,43.92
2013-04-27,63,72.0,,0.72,45.36
2013-04-28,65,72.0,,0.72,46.8
2013-04-29,65,72.0,,0.72,46.8
2013-04-30,62,72.0,,0.72,44.64
2013-05-01,97,66.0,False,0.66,64.02
2013-05-02,95,66.0,,0.66,62.7
2013-05-03,95,66.0,,0.66,62.7
2013-05-04,96,66.0,,0.66,63.36
2013-05-05,100,66.0,,0.66,66.0
2013-05-06,96,66.0,,0.66,63.36
2013-05-07,94,66.0,,0.66,62.040000000000006
2013-05-08,95,66.0,,0.66,62.7
2013-05-09,92,66.0,,0.66,60.720000000000006
2013-05-10,94,66.0,,0.66,62.040000000000006
2013-05-11,98,66.0,,0.66,64.68
