date,gold_unscaled,gold_monthly,isPartial,scale,gold
2013-05-12,96,66.0,,0.66,63.36
2013-05-13,95,66.0,,0.66,62.7
2013-05-14,90,66.0,,0.66,59.400000000000006
2013-05-15,94,66.0,,0.66,62.040000000000006
2013-05-16,100,66.0,,0.66,66.0
2013-05-17,96,66.0,,0.66,63.36
2013-05-18,100,66.0,,0.66,66.0
2013-05-19,99,66.0,,0.66,65.34
2013-05-20,98,66.0,,0.66,64.68
2013-05-21,91,66.0,,0.66,60.06
2013-05-22,94,66.0,,0.66,62.040000000000006
2013-05-23,94,66.0,,0.66,62.040000000000006
2013-05-24,93,66.0,,0.66,61.38
2013-05-25,91,66.0,,0.66,60.06
2013-05-26,92,66.0,,0.66,60.720000000000006
2013-05-27,97,66.0,,0.66,64.02
2013-05-28,98,66.0,,0.66,64.68
2013-05-29,95,66.0,,0.66,62.7
2013-05-30,91,66.0,,0.66,60.06
2013-05-31,89,66.0,,0.66,58.74
2013-06-01,87,66.0,False,0.66,57.42
2013-06-02,82,66.0,,0.66,54.120000000000005
2013-06-03,83,66.0,,0.66,54.78
2013-06-04,80,66.0,,0.66,52.800000000000004
2013-06-05,78,66.0,,0.66,51.480000000000004
2013-06-06,80,66.0,,0.66,52.800000000000004
2013-06-07,82,66.0,,0.66,54.120000000000005
2013-06-08,85,66.0,,0.66,56.1
2013-06-09,84,66.0,,0.66,55.440000000000005
2013-06-10,84,66.0,,0.66,55.440000000000005
2013-06-11,83,66.0,,0.66,54.78
2013-06-12,84,66.0,,0.66,55.440000000000005
2013-06-13,85,66.0,,0.66,56.1
2013-06-14,81,66.0,,0.66,53.46
2013-06-15,89,66.0,,0.66,58.74
2013-06-16,84,66.0,,0.66,55.440000000000005
2013-06-17,83,66.0,,0.66,54.78
2013-06-18,80,66.0,,0.66,52.800000000000004
2013-06-19,82,66.0,,0.66,54.120000000000005
2013-06-20,99,66.0,,0.66,65.34
2013-06-21,90,66.0,,0.66,59.400000000000006
2013-06-22,86,66.0,,0.66,56.760000000000005
2013-06-23,88,66.0,,0.66,58.080000000000005
2013-06-24,88,66.0,,0.66,58.080000000000005
2013-06-25,85,66.0,,0.66,56.1
2013-06-26,93,66.0,,0.66,61.38
2013-06-27,100,66.0,,0.66,66.0
2013-06-28,98,66.0,,0.66,64.68
2013-06-29,92,66.0,,0.66,60.720000000000006
2013-06-30,92,66.0,,0.66,60.720000000000006
2013-07-01,70,74.0,False,0.74,51.8
2013-07-02,66,74.0,,0.74,48.839999999999996
2013-07-03,63,74.0,,0.74,46.62
2013-07-04,63,74.0,,0.74,46.62
2013-07-05,65,74.0,,0.74,48.1
2013-07-06,68,74.0,,0.74,50.32
2013-07-07,72,74.0,,0.74,53.28
2013-07-08,74,74.0,,0.74,54.76
2013-07-09,71,74.0,,0.74,52.54
2013-07-10,73,74.0,,0.74,54.019999999999996
2013-07-11,67,74.0,,0.74,49.58
2013-07-12,70,74.0,,0.74,51.8
2013-07-13,77,74.0,,0.74,56.98
2013-07-14,72,74.0,,0.74,53.28
2013-07-15,73,74.0,,0.74,54.019999999999996
2013-07-16,73,74.0,,0.74,54.019999999999996
2013-07-17,75,74.0,,0.74,55.5
2013-07-18,69,74.0,,0.74,51.06
2013-07-19,68,74.0,,0.74,50.32
2013-07-20,74,74.0,,0.74,54.76
2013-07-21,89,74.0,,0.74,65.86
2013-07-22,76,74.0,,0.74,56.24
2013-07-23,71,74.0,,0.74,52.54
2013-07-24,74,74.0,,0.74,54.76
2013-07-25,87,74.0,,0.74,64.38
2013-07-26,68,74.0,,0.74,50.32
2013-07-27,77,74.0,,0.74,56.98
2013-07-28,100,74.0,,0.74,74.0
2013-07-29,72,74.0,,0.74,53.28
2013-07-30,65,74.0,,0.74,48.1
2013-07-31,66,74.0,,0.74,48.839999999999996
2013-08-01,87,65.0,False,0.65,56.550000000000004
2013-08-02,86,65.0,,0.65,55.9
2013-08-03,96,65.0,,0.65,62.400000000000006
2013-08-04,88,65.0,,0.65,57.2
2013-08-05,85,65.0,,0.65,55.25
2013-08-06,89,65.0,,0.65,57.85
2013-08-07,90,65.0,,0.65,58.5
2013-08-08,85,65.0,,0.65,55.25
2013-08-09,85,65.0,,0.65,55.25
2013-08-10,89,65.0,,0.65,57.85
2013-08-11,87,65.0,,0.65,56.550000000000004
2013-08-12,92,65.0,,0.65,59.800000000000004
2013-08-13,84,65.0,,0.65,54.6
2013-08-14,81,65.0,,0.65,52.65
2013-08-15,84,65.0,,0.65,54.6
2013-08-16,91,65.0,,0.65,59.15
2013-08-17,99,65.0,,0.65,64.35000000000001
2013-08-18,95,65.0,,0.65,61.75
2013-08-19,95,65.0,,0.65,61.75
2013-08-20,89,65.0,,0.65,57.85
2013-08-21,91,65.0,,0.65,59.15
2013-08-22,85,65.0,,0.65,55.25
2013-08-23,85,65.0,,0.65,55.25
2013-08-24,100,65.0,,0.65,65.0
2013-08-25,92,65.0,,0.65,59.800000000000004
2013-08-26,86,65.0,,0.65,55.9
2013-08-27,87,65.0,,0.65,56.550000000000004
2013-08-28,86,65.0,,0.65,55.9
2013-08-29,94,65.0,,0.65,61.1
2013-08-30,89,65.0,,0.65,57.85
2013-08-31,92,65.0,,0.65,59.800000000000004
2013-09-01,90,68.0,False,0.68,61.2
2013-09-02,91,68.0,,0.68,61.88
2013-09-03,84,68.0,,0.68,57.120000000000005
2013-09-04,87,68.0,,0.68,59.160000000000004
2013-09-05,83,68.0,,0.68,56.440000000000005
2013-09-06,85,68.0,,0.68,57.800000000000004
2013-09-07,97,68.0,,0.68,65.96000000000001
2013-09-08,90,68.0,,0.68,61.2
2013-09-09,84,68.0,,0.68,57.120000000000005
2013-09-10,98,68.0,,0.68,66.64
2013-09-11,97,68.0,,0.68,65.96000000000001
2013-09-12,92,68.0,,0.68,62.56
2013-09-13,88,68.0,,0.68,59.84
2013-09-14,100,68.0,,0.68,68.0
2013-09-15,89,68.0,,0.68,60.52
2013-09-16,86,68.0,,0.68,58.480000000000004
2013-09-17,87,68.0,,0.68,59.160000000000004
2013-09-18,87,68.0,,0.68,59.160000000000004
2013-09-19,87,68.0,,0.68,59.160000000000004
2013-09-20,99,68.0,,0.68,67.32000000000001
2013-09-21,100,68.0,,0.68,68.0
2013-09-22,94,68.0,,0.68,63.92
2013-09-23,91,68.0,,0.68,61.88
2013-09-24,89,68.0,,0.68,60.52
2013-09-25,90,68.0,,0.68,61.2
2013-09-26,92,68.0,,0.68,62.56
2013-09-27,90,68.0,,0.68,61.2
2013-09-28,91,68.0,,0.68,61.88
2013-09-29,88,68.0,,0.68,59.84
2013-09-30,85,68.0,,0.68,57.800000000000004
2013-10-01,92,67.0,False,0.67,61.64
2013-10-02,90,67.0,,0.67,60.300000000000004
2013-10-03,88,67.0,,0.67,58.96
2013-10-04,87,67.0,,0.67,58.290000000000006
2013-10-05,95,67.0,,0.67,63.650000000000006
2013-10-06,87,67.0,,0.67,58.290000000000006
2013-10-07,89,67.0,,0.67,59.63
2013-10-08,86,67.0,,0.67,57.620000000000005
2013-10-09,88,67.0,,0.67,58.96
2013-10-10,86,67.0,,0.67,57.620000000000005
2013-10-11,89,67.0,,0.67,59.63
2013-10-12,91,67.0,,0.67,60.970000000000006
2013-10-13,88,67.0,,0.67,58.96
2013-10-14,88,67.0,,0.67,58.96
2013-10-15,90,67.0,,0.67,60.300000000000004
2013-10-16,95,67.0,,0.67,63.650000000000006
2013-10-17,89,67.0,,0.67,59.63
2013-10-18,90,67.0,,0.67,60.300000000000004
2013-10-19,100,67.0,,0.67,67.0
2013-10-20,91,67.0,,0.67,60.970000000000006
2013-10-21,88,67.0,,0.67,58.96
2013-10-22,88,67.0,,0.67,58.96
2013-10-23,86,67.0,,0.67,57.620000000000005
2013-10-24,85,67.0,,0.67,56.95
2013-10-25,90,67.0,,0.67,60.300000000000004
2013-10-26,96,67.0,,0.67,64.32000000000001
2013-10-27,87,67.0,,0.67,58.290000000000006
2013-10-28,88,67.0,,0.67,58.96
2013-10-29,85,67.0,,0.67,56.95
2013-10-30,98,67.0,,0.67,65.66000000000001
2013-10-31,89,67.0,,0.67,59.63
2013-11-01,85,65.0,False,0.65,55.25
2013-11-02,89,65.0,,0.65,57.85
2013-11-03,87,65.0,,0.65,56.550000000000004
2013-11-04,81,65.0,,0.65,52.65
2013-11-05,80,65.0,,0.65,52.0
2013-11-06,83,65.0,,0.65,53.95
2013-11-07,79,65.0,,0.65,51.35
2013-11-08,85,65.0,,0.65,55.25
2013-11-09,88,65.0,,0.65,57.2
2013-11-10,89,65.0,,0.65,57.85
2013-11-11,87,65.0,,0.65,56.550000000000004
2013-11-12,82,65.0,,0.65,53.300000000000004
2013-11-13,81,65.0,,0.65,52.65
2013-11-14,82,65.0,,0.65,53.300000000000004
2013-11-15,82,65.0,,0.65,53.300000000000004
2013-11-16,89,65.0,,0.65,57.85
2013-11-17,85,65.0,,0.65,55.25
2013-11-18,86,65.0,,0.65,55.9
2013-11-19,83,65.0,,0.65,53.95
2013-11-20,85,65.0,,0.65,55.25
2013-11-21,89,65.0,,0.65,57.85
2013-11-22,83,65.0,,0.65,53.95
2013-11-23,93,65.0,,0.65,60.45
2013-11-24,88,65.0,,0.65,57.2
2013-11-25,83,65.0,,0.65,53.95
2013-11-26,90,65.0,,0.65,58.5
2013-11-27,84,65.0,,0.65,54.6
2013-11-28,76,65.0,,0.65,49.4
2013-11-29,90,65.0,,0.65,58.5
2013-11-30,100,65.0,,0.65,65.0
2013-12-01,87,70.0,False,0.7,60.9
2013-12-02,88,70.0,,0.7,61.599999999999994
2013-12-03,92,70.0,,0.7,64.39999999999999
2013-12-04,88,70.0,,0.7,61.599999999999994
2013-12-05,89,70.0,,0.7,62.3
2013-12-06,88,70.0,,0.7,61.599999999999994
2013-12-07,96,70.0,,0.7,67.19999999999999
2013-12-08,92,70.0,,0.7,64.39999999999999
2013-12-09,87,70.0,,0.7,60.9
2013-12-10,84,70.0,,0.7,58.8
2013-12-11,85,70.0,,0.7,59.49999999999999
2013-12-12,89,70.0,,0.7,62.3
2013-12-13,87,70.0,,0.7,60.9
2013-12-14,96,70.0,,0.7,67.19999999999999
2013-12-15,93,70.0,,0.7,65.1
2013-12-16,92,70.0,,0.7,64.39999999999999
2013-12-17,89,70.0,,0.7,62.3
2013-12-18,86,70.0,,0.7,60.199999999999996
2013-12-19,95,70.0,,0.7,66.5
2013-12-20,94,70.0,,0.7,65.8
2013-12-21,94,70.0,,0.7,65.8
2013-12-22,92,70.0,,0.7,64.39999999999999
2013-12-23,92,70.0,,0.7,64.39999999999999
2013-12-24,92,70.0,,0.7,64.39999999999999
2013-12-25,95,70.0,,0.7,66.5
2013-12-26,95,70.0,,0.7,66.5
2013-12-27,97,70.0,,0.7,67.89999999999999
2013-12-28,100,70.0,,0.7,70.0
2013-12-29,92,70.0,,0.7,64.39999999999999
2013-12-30,90,70.0,,0.7,62.99999999999999
2013-12-31,92,70.0,,0.7,64.39999999999999
2014-01-01,75,68.0,False,0.68,51.00000000000001
2014-01-02,79,68.0,,0.68,53.720000000000006
2014-01-03,79,68.0,,0.68,53.720000000000006
2014-01-04,87,68.0,,0.68,59.160000000000004
2014-01-05,80,68.0,,0.68,54.400000000000006
2014-01-06,76,68.0,,0.68,51.68000000000001
2014-01-07,78,68.0,,0.68,53.040000000000006
2014-01-08,75,68.0,,0.68,51.00000000000001
2014-01-09,76,68.0,,0.68,51.68000000000001
2014-01-10,77,68.0,,0.68,52.36000000000001
2014-01-11,85,68.0,,0.68,57.800000000000004
2014-01-12,100,68.0,,0.68,68.0
2014-01-13,83,68.0,,0.68,56.440000000000005
2014-01-14,78,68.0,,0.68,53.040000000000006
2014-01-15,77,68.0,,0.68,52.36000000000001
2014-01-16,79,68.0,,0.68,53.720000000000006
2014-01-17,84,68.0,,0.68,57.120000000000005
2014-01-18,87,68.0,,0.68,59.160000000000004
2014-01-19,80,68.0,,0.68,54.400000000000006
2014-01-20,81,68.0,,0.68,55.080000000000005
2014-01-21,85,68.0,,0.68,57.800000000000004
2014-01-22,81,68.0,,0.68,55.080000000000005
2014-01-23,80,68.0,,0.68,54.400000000000006
2014-01-24,80,68.0,,0.68,54.400000000000006
2014-01-25,93,68.0,,0.68,63.24
2014-01-26,86,68.0,,0.68,58.480000000000004
2014-01-27,78,68.0,,0.68,53.040000000000006
2014-01-28,79,68.0,,0.68,53.720000000000006
2014-01-29,76,68.0,,0.68,51.68000000000001
2014-01-30,79,68.0,,0.68,53.720000000000006
2014-01-31,83,68.0,,0.68,56.440000000000005
2014-02-01,65,87.0,False,0.87,56.55
2014-02-02,60,87.0,,0.87,52.2
2014-02-03,53,87.0,,0.87,46.11
2014-02-04,55,87.0,,0.87,47.85
2014-02-05,56,87.0,,0.87,48.72
2014-02-06,58,87.0,,0.87,50.46
2014-02-07,60,87.0,,0.87,52.2
2014-02-08,87,87.0,,0.87,75.69
2014-02-09,97,87.0,,0.87,84.39
2014-02-10,100,87.0,,0.87,87.0
2014-02-11,75,87.0,,0.87,65.25
2014-02-12,75,87.0,,0.87,65.25
2014-02-13,76,87.0,,0.87,66.12
2014-02-14,70,87.0,,0.87,60.9
2014-02-15,78,87.0,,0.87,67.86
2014-02-16,76,87.0,,0.87,66.12
2014-02-17,76,87.0,,0.87,66.12
2014-02-18,81,87.0,,0.87,70.47
2014-02-19,77,87.0,,0.87,66.99
2014-02-20,98,87.0,,0.87,85.26
2014-02-21,93,87.0,,0.87,80.91
2014-02-22,85,87.0,,0.87,73.95
2014-02-23,92,87.0,,0.87,80.04
2014-02-24,72,87.0,,0.87,62.64
2014-02-25,66,87.0,,0.87,57.42
2014-02-26,71,87.0,,0.87,61.77
2014-02-27,68,87.0,,0.87,59.16
2014-02-28,65,87.0,,0.87,56.55
2014-03-01,100,68.0,False,0.68,68.0
2014-03-02,92,68.0,,0.68,62.56
2014-03-03,81,68.0,,0.68,55.080000000000005
2014-03-04,85,68.0,,0.68,57.800000000000004
2014-03-05,84,68.0,,0.68,57.120000000000005
2014-03-06,79,68.0,,0.68,53.720000000000006
2014-03-07,81,68.0,,0.68,55.080000000000005
2014-03-08,89,68.0,,0.68,60.52
2014-03-09,86,68.0,,0.68,58.480000000000004
2014-03-10,83,68.0,,0.68,56.440000000000005
2014-03-11,76,68.0,,0.68,51.68000000000001
2014-03-12,80,68.0,,0.68,54.400000000000006
2014-03-13,77,68.0,,0.68,52.36000000000001
2014-03-14,85,68.0,,0.68,57.800000000000004
2014-03-15,86,68.0,,0.68,58.480000000000004
2014-03-16,87,68.0,,0.68,59.160000000000004
2014-03-17,81,68.0,,0.68,55.080000000000005
2014-03-18,78,68.0,,0.68,53.040000000000006
2014-03-19,75,68.0,,0.68,51.00000000000001
2014-03-20,73,68.0,,0.68,49.64
2014-03-21,76,68.0,,0.68,51.68000000000001
2014-03-22,84,68.0,,0.68,57.120000000000005
2014-03-23,85,68.0,,0.68,57.800000000000004
2014-03-24,79,68.0,,0.68,53.720000000000006
2014-03-25,77,68.0,,0.68,52.36000000000001
2014-03-26,79,68.0,,0.68,53.720000000000006
2014-03-27,77,68.0,,0.68,52.36000000000001
2014-03-28,80,68.0,,0.68,54.400000000000006
2014-03-29,77,68.0,,0.68,52.36000000000001
2014-03-30,84,68.0,,0.68,57.120000000000005
2014-03-31,83,68.0,,0.68,56.440000000000005
2014-04-01,99,64.0,False,0.64,63.36
2014-04-02,88,64.0,,0.64,56.32
2014-04-03,85,64.0,,0.64,54.4
2014-04-04,94,64.0,,0.64,60.160000000000004
2014-04-05,95,64.0,,0.64,60.800000000000004
2014-04-06,95,64.0,,0.64,60.800000000000004
2014-04-07,88,64.0,,0.64,56.32
2014-04-08,90,64.0,,0.64,57.6
2014-04-09,93,64.0,,0.64,59.52
2014-04-10,89,64.0,,0.64,56.96
2014-04-11,90,64.0,,0.64,57.6
2014-04-12,99,64.0,,0.64,63.36
2014-04-13,92,64.0,,0.64,58.88
2014-04-14,84,64.0,,0.64,53.76
2014-04-15,88,64.0,,0.64,56.32
2014-04-16,96,64.0,,0.64,61.44
2014-04-17,93,64.0,,0.64,59.52
2014-04-18,99,64.0,,0.64,63.36
2014-04-19,94,64.0,,0.64,60.160000000000004
2014-04-20,95,64.0,,0.64,60.800000000000004
2014-04-21,96,64.0,,0.64,61.44
2014-04-22,91,64.0,,0.64,58.24
2014-04-23,92,64.0,,0.64,58.88
2014-04-24,89,64.0,,0.64,56.96
2014-04-25,91,64.0,,0.64,58.24
2014-04-26,96,64.0,,0.64,61.44
2014-04-27,100,64.0,,0.64,64.0
2014-04-28,93,64.0,,0.64,59.52
2014-04-29,91,64.0,,0.64,58.24
2014-04-30,95,64.0,,0.64,60.800000000000004
2014-05-01,92,62.0,False,0.62,57.04
2014-05-02,97,62.0,,0.62,60.14
2014-05-03,97,62.0,,0.62,60.14
2014-05-04,93,62.0,,0.62,57.66
2014-05-05,91,62.0,,0.62,56.42
2014-05-06,86,62.0,,0.62,53.32
2014-05-07,87,62.0,,0.62,53.94
2014-05-08,87,62.0,,0.62,53.94
2014-05-09,85,62.0,,0.62,52.7
2014-05-10,91,62.0,,0.62,56.42
2014-05-11,89,62.0,,0.62,55.18
2014-05-12,89,62.0,,0.62,55.18
2014-05-13,92,62.0,,0.62,57.04
2014-05-14,90,62.0,,0.62,55.8
2014-05-15,93,62.0,,0.62,57.66
2014-05-16,92,62.0,,0.62,57.04
2014-05-17,90,62.0,,0.62,55.8
2014-05-18,97,62.0,,0.62,60.14
2014-05-19,91,62.0,,0.62,56.42
2014-05-20,90,62.0,,0.62,55.8
2014-05-21,84,62.0,,0.62,52.08
2014-05-22,88,62.0,,0.62,54.56
2014-05-23,89,62.0,,0.62,55.18
2014-05-24,88,62.0,,0.62,54.56
2014-05-25,96,62.0,,0.62,59.519999999999996
2014-05-26,100,62.0,,0.62,62.0
2014-05-27,93,62.0,,0.62,57.66
2014-05-28,90,62.0,,0.62,55.8
2014-05-29,90,62.0,,0.62,55.8
2014-05-30,93,62.0,,0.62,57.66
2014-05-31,96,62.0,,0.62,59.519999999999996
2014-06-01,100,63.0,False,0.63,63.0
2014-06-02,91,63.0,,0.63,57.33
2014-06-03,85,63.0,,0.63,53.55
2014-06-04,83,63.0,,0.63,52.29
2014-06-05,85,63.0,,0.63,53.55
2014-06-06,83,63.0,,0.63,52.29
2014-06-07,88,63.0,,0.63,55.44
2014-06-08,84,63.0,,0.63,52.92
2014-06-09,84,63.0,,0.63,52.92
2014-06-10,81,63.0,,0.63,51.03
2014-06-11,82,63.0,,0.63,51.660000000000004
2014-06-12,81,63.0,,0.63,51.03
2014-06-13,80,63.0,,0.63,50.4
2014-06-14,86,63.0,,0.63,54.18
2014-06-15,89,63.0,,0.63,56.07
2014-06-16,80,63.0,,0.63,50.4
2014-06-17,80,63.0,,0.63,50.4
2014-06-18,83,63.0,,0.63,52.29
2014-06-19,84,63.0,,0.63,52.92
2014-06-20,85,63.0,,0.63,53.55
2014-06-21,86,63.0,,0.63,54.18
2014-06-22,83,63.0,,0.63,52.29
2014-06-23,83,63.0,,0.63,52.29
2014-06-24,78,63.0,,0.63,49.14
2014-06-25,80,63.0,,0.63,50.4
2014-06-26,81,63.0,,0.63,51.03
2014-06-27,78,63.0,,0.63,49.14
2014-06-28,84,63.0,,0.63,52.92
2014-06-29,89,63.0,,0.63,56.07
2014-06-30,79,63.0,,0.63,49.77
2014-07-01,87,64.0,False,0.64,55.68
2014-07-02,92,64.0,,0.64,58.88
2014-07-03,88,64.0,,0.64,56.32
2014-07-04,83,64.0,,0.64,53.120000000000005
2014-07-05,83,64.0,,0.64,53.120000000000005
2014-07-06,88,64.0,,0.64,56.32
2014-07-07,89,64.0,,0.64,56.96
2014-07-08,87,64.0,,0.64,55.68
2014-07-09,79,64.0,,0.64,50.56
2014-07-10,85,64.0,,0.64,54.4
2014-07-11,86,64.0,,0.64,55.04
2014-07-12,88,64.0,,0.64,56.32
2014-07-13,96,64.0,,0.64,61.44
2014-07-14,90,64.0,,0.64,57.6
2014-07-15,95,64.0,,0.64,60.800000000000004
2014-07-16,90,64.0,,0.64,57.6
2014-07-17,85,64.0,,0.64,54.4
2014-07-18,88,64.0,,0.64,56.32
2014-07-19,91,64.0,,0.64,58.24
2014-07-20,100,64.0,,0.64,64.0
2014-07-21,95,64.0,,0.64,60.800000000000004
2014-07-22,90,64.0,,0.64,57.6
2014-07-23,85,64.0,,0.64,54.4
2014-07-24,87,64.0,,0.64,55.68
2014-07-25,84,64.0,,0.64,53.76
2014-07-26,99,64.0,,0.64,63.36
2014-07-27,91,64.0,,0.64,58.24
2014-07-28,89,64.0,,0.64,56.96
2014-07-29,92,64.0,,0.64,58.88
2014-07-30,87,64.0,,0.64,55.68
2014-07-31,89,64.0,,0.64,56.96
2014-08-01,99,63.0,False,0.63,62.37
2014-08-02,100,63.0,,0.63,63.0
2014-08-03,99,63.0,,0.63,62.37
2014-08-04,95,63.0,,0.63,59.85
2014-08-05,92,63.0,,0.63,57.96
2014-08-06,90,63.0,,0.63,56.7
2014-08-07,92,63.0,,0.63,57.96
2014-08-08,98,63.0,,0.63,61.74
2014-08-09,95,63.0,,0.63,59.85
2014-08-10,97,63.0,,0.63,61.11
2014-08-11,86,63.0,,0.63,54.18
2014-08-12,87,63.0,,0.63,54.81
2014-08-13,87,63.0,,0.63,54.81
2014-08-14,90,63.0,,0.63,56.7
2014-08-15,92,63.0,,0.63,57.96
2014-08-16,93,63.0,,0.63,58.59
2014-08-17,94,63.0,,0.63,59.22
2014-08-18,87,63.0,,0.63,54.81
2014-08-19,91,63.0,,0.63,57.33
2014-08-20,93,63.0,,0.63,58.59
2014-08-21,92,63.0,,0.63,57.96
2014-08-22,91,63.0,,0.63,57.33
2014-08-23,99,63.0,,0.63,62.37
2014-08-24,94,63.0,,0.63,59.22
2014-08-25,87,63.0,,0.63,54.81
2014-08-26,88,63.0,,0.63,55.44
2014-08-27,91,63.0,,0.63,57.33
2014-08-28,90,63.0,,0.63,56.7
2014-08-29,93,63.0,,0.63,58.59
2014-08-30,95,63.0,,0.63,59.85
2014-08-31,94,63.0,,0.63,59.22
2014-09-01,94,65.0,False,0.65,61.1
2014-09-02,83,65.0,,0.65,53.95
2014-09-03,83,65.0,,0.65,53.95
2014-09-04,83,65.0,,0.65,53.95
2014-09-05,84,65.0,,0.65,54.6
2014-09-06,90,65.0,,0.65,58.5
2014-09-07,86,65.0,,0.65,55.9
2014-09-08,84,65.0,,0.65,54.6
2014-09-09,86,65.0,,0.65,55.9
2014-09-10,90,65.0,,0.65,58.5
2014-09-11,89,65.0,,0.65,57.85
2014-09-12,92,65.0,,0.65,59.800000000000004
2014-09-13,100,65.0,,0.65,65.0
2014-09-14,98,65.0,,0.65,63.7
2014-09-15,91,65.0,,0.65,59.15
2014-09-16,89,65.0,,0.65,57.85
2014-09-17,91,65.0,,0.65,59.15
2014-09-18,89,65.0,,0.65,57.85
2014-09-19,88,65.0,,0.65,57.2
2014-09-20,99,65.0,,0.65,64.35000000000001
2014-09-21,97,65.0,,0.65,63.050000000000004
2014-09-22,95,65.0,,0.65,61.75
2014-09-23,92,65.0,,0.65,59.800000000000004
2014-09-24,88,65.0,,0.65,57.2
2014-09-25,91,65.0,,0.65,59.15
2014-09-26,88,65.0,,0.65,57.2
2014-09-27,96,65.0,,0.65,62.400000000000006
2014-09-28,95,65.0,,0.65,61.75
2014-09-29,88,65.0,,0.65,57.2
2014-09-30,93,65.0,,0.65,60.45
2014-10-01,89,64.0,False,0.64,56.96
2014-10-02,83,64.0,,0.64,53.120000000000005
2014-10-03,85,64.0,,0.64,54.4
2014-10-04,90,64.0,,0.64,57.6
2014-10-05,83,64.0,,0.64,53.120000000000005
2014-10-06,89,64.0,,0.64,56.96
2014-10-07,88,64.0,,0.64,56.32
2014-10-08,85,64.0,,0.64,54.4
2014-10-09,82,64.0,,0.64,52.480000000000004
2014-10-10,83,64.0,,0.64,53.120000000000005
2014-10-11,85,64.0,,0.64,54.4
2014-10-12,87,64.0,,0.64,55.68
2014-10-13,88,64.0,,0.64,56.32
2014-10-14,84,64.0,,0.64,53.76
2014-10-15,85,64.0,,0.64,54.4
2014-10-16,84,64.0,,0.64,53.76
2014-10-17,88,64.0,,0.64,56.32
2014-10-18,100,64.0,,0.64,64.0
2014-10-19,93,64.0,,0.64,59.52
2014-10-20,84,64.0,,0.64,53.76
2014-10-21,84,64.0,,0.64,53.76
2014-10-22,85,64.0,,0.64,54.4
2014-10-23,83,64.0,,0.64,53.120000000000005
2014-10-24,85,64.0,,0.64,54.4
2014-10-25,92,64.0,,0.64,58.88
2014-10-26,89,64.0,,0.64,56.96
2014-10-27,89,64.0,,0.64,56.96
2014-10-28,82,64.0,,0.64,52.480000000000004
2014-10-29,85,64.0,,0.64,54.4
2014-10-30,90,64.0,,0.64,57.6
2014-10-31,85,64.0,,0.64,54.4
2014-11-01,79,69.0,False,0.69,54.51
2014-11-02,75,69.0,,0.69,51.74999999999999
2014-11-03,75,69.0,,0.69,51.74999999999999
2014-11-04,74,69.0,,0.69,51.059999999999995
2014-11-05,79,69.0,,0.69,54.51
2014-11-06,79,69.0,,0.69,54.51
2014-11-07,78,69.0,,0.69,53.81999999999999
2014-11-08,83,69.0,,0.69,57.269999999999996
2014-11-09,75,69.0,,0.69,51.74999999999999
2014-11-10,76,69.0,,0.69,52.44
2014-11-11,79,69.0,,0.69,54.51
2014-11-12,76,69.0,,0.69,52.44
2014-11-13,72,69.0,,0.69,49.67999999999999
2014-11-14,75,69.0,,0.69,51.74999999999999
2014-11-15,83,69.0,,0.69,57.269999999999996
2014-11-16,80,69.0,,0.69,55.199999999999996
2014-11-17,78,69.0,,0.69,53.81999999999999
2014-11-18,77,69.0,,0.69,53.129999999999995
2014-11-19,73,69.0,,0.69,50.37
2014-11-20,74,69.0,,0.69,51.059999999999995
2014-11-21,75,69.0,,0.69,51.74999999999999
2014-11-22,81,69.0,,0.69,55.88999999999999
2014-11-23,76,69.0,,0.69,52.44
2014-11-24,76,69.0,,0.69,52.44
2014-11-25,75,69.0,,0.69,51.74999999999999
2014-11-26,77,69.0,,0.69,53.129999999999995
2014-11-27,75,69.0,,0.69,51.74999999999999
2014-11-28,84,69.0,,0.69,57.959999999999994
2014-11-29,100,69.0,,0.69,69.0
2014-11-30,94,69.0,,0.69,64.86
2014-12-01,96,73.0,False,0.73,70.08
2014-12-02,90,73.0,,0.73,65.7
2014-12-03,87,73.0,,0.73,63.51
2014-12-04,81,73.0,,0.73,59.129999999999995
2014-12-05,85,73.0,,0.73,62.05
2014-12-06,99,73.0,,0.73,72.27
2014-12-07,94,73.0,,0.73,68.62
2014-12-08,86,73.0,,0.73,62.78
2014-12-09,83,73.0,,0.73,60.589999999999996
2014-12-10,83,73.0,,0.73,60.589999999999996
2014-12-11,86,73.0,,0.73,62.78
2014-12-12,83,73.0,,0.73,60.589999999999996
2014-12-13,99,73.0,,0.73,72.27
2014-12-14,92,73.0,,0.73,67.16
2014-12-15,88,73.0,,0.73,64.24
2014-12-16,90,73.0,,0.73,65.7
2014-12-17,87,73.0,,0.73,63.51
2014-12-18,83,73.0,,0.73,60.589999999999996
2014-12-19,87,73.0,,0.73,63.51
2014-12-20,100,73.0,,0.73,73.0
2014-12-21,94,73.0,,0.73,68.62
2014-12-22,91,73.0,,0.73,66.42999999999999
2014-12-23,88,73.0,,0.73,64.24
2014-12-24,88,73.0,,0.73,64.24
2014-12-25,92,73.0,,0.73,67.16
2014-12-26,98,73.0,,0.73,71.53999999999999
2014-12-27,99,73.0,,0.73,72.27
2014-12-28,85,73.0,,0.73,62.05
2014-12-29,89,73.0,,0.73,64.97
2014-12-30,90,73.0,,0.73,65.7
2014-12-31,89,73.0,,0.73,64.97
