date,metals_unscaled,metals_monthly,isPartial,scale,metals
2019-09-30,100,83.0,,0.83,83.0
2019-10-01,89,96.0,False,0.96,85.44
2019-10-02,87,96.0,,0.96,83.52
2019-10-03,91,96.0,,0.96,87.36
2019-10-04,71,96.0,,0.96,68.16
2019-10-05,33,96.0,,0.96,31.68
2019-10-06,35,96.0,,0.96,33.6
2019-10-07,76,96.0,,0.96,72.96
2019-10-08,85,96.0,,0.96,81.6
2019-10-09,88,96.0,,0.96,84.47999999999999
2019-10-10,88,96.0,,0.96,84.47999999999999
2019-10-11,67,96.0,,0.96,64.32
2019-10-12,37,96.0,,0.96,35.519999999999996
2019-10-13,31,96.0,,0.96,29.759999999999998
2019-10-14,73,96.0,,0.96,70.08
2019-10-15,83,96.0,,0.96,79.67999999999999
2019-10-16,75,96.0,,0.96,72.0
2019-10-17,100,96.0,,0.96,96.0
2019-10-18,90,96.0,,0.96,86.39999999999999
2019-10-19,40,96.0,,0.96,38.4
2019-10-20,47,96.0,,0.96,45.12
2019-10-21,98,96.0,,0.96,94.08
2019-10-22,95,96.0,,0.96,91.2
2019-10-23,86,96.0,,0.96,82.56
2019-10-24,93,96.0,,0.96,89.28
2019-10-25,86,96.0,,0.96,82.56
2019-10-26,36,96.0,,0.96,34.56
2019-10-27,35,96.0,,0.96,33.6
2019-10-28,78,96.0,,0.96,74.88
2019-10-29,86,96.0,,0.96,82.56
2019-10-30,84,96.0,,0.96,80.64
2019-10-31,71,96.0,,0.96,68.16
2019-11-01,84,80.0,False,0.8,67.2
2019-11-02,36,80.0,,0.8,28.8
2019-11-03,39,80.0,,0.8,31.200000000000003
2019-11-04,86,80.0,,0.8,68.8
2019-11-05,89,80.0,,0.8,71.2
2019-11-06,100,80.0,,0.8,80.0
2019-11-07,99,80.0,,0.8,79.2
2019-11-08,87,80.0,,0.8,69.60000000000001
2019-11-09,39,80.0,,0.8,31.200000000000003
2019-11-10,32,80.0,,0.8,25.6
2019-11-11,76,80.0,,0.8,60.800000000000004
2019-11-12,91,80.0,,0.8,72.8
2019-11-13,84,80.0,,0.8,67.2
2019-11-14,89,80.0,,0.8,71.2
2019-11-15,87,80.0,,0.8,69.60000000000001
2019-11-16,38,80.0,,0.8,30.400000000000002
2019-11-17,43,80.0,,0.8,34.4
2019-11-18,95,80.0,,0.8,76.0
2019-11-19,96,80.0,,0.8,76.80000000000001
2019-11-20,92,80.0,,0.8,73.60000000000001
2019-11-21,87,80.0,,0.8,69.60000000000001
2019-11-22,88,80.0,,0.8,70.4
2019-11-23,38,80.0,,0.8,30.400000000000002
2019-11-24,27,80.0,,0.8,21.6
2019-11-25,79,80.0,,0.8,63.2
2019-11-26,70,80.0,,0.8,56.0
2019-11-27,48,80.0,,0.8,38.400000000000006
2019-11-28,25,80.0,,0.8,20.0
2019-11-29,40,80.0,,0.8,32.0
2019-11-30,37,80.0,,0.8,29.6
2019-12-01,32,69.0,False,0.69,22.08
2019-12-02,68,69.0,,0.69,46.919999999999995
2019-12-03,92,69.0,,0.69,63.48
2019-12-04,85,69.0,,0.69,58.65
2019-12-05,69,69.0,,0.69,47.61
2019-12-06,76,69.0,,0.69,52.44
2019-12-07,34,69.0,,0.69,23.459999999999997
2019-12-08,41,69.0,,0.69,28.29
2019-12-09,76,69.0,,0.69,52.44
2019-12-10,77,69.0,,0.69,53.129999999999995
2019-12-11,100,69.0,,0.69,69.0
2019-12-12,64,69.0,,0.69,44.16
2019-12-13,79,69.0,,0.69,54.51
2019-12-14,35,69.0,,0.69,24.15
2019-12-15,34,69.0,,0.69,23.459999999999997
2019-12-16,73,69.0,,0.69,50.37
2019-12-17,94,69.0,,0.69,64.86
2019-12-18,67,69.0,,0.69,46.23
2019-12-19,49,69.0,,0.69,33.809999999999995
2019-12-20,60,69.0,,0.69,41.4
2019-12-21,24,69.0,,0.69,16.56
2019-12-22,24,69.0,,0.69,16.56
2019-12-23,43,69.0,,0.69,29.669999999999998
2019-12-24,30,69.0,,0.69,20.7
2019-12-25,22,69.0,,0.69,15.18
2019-12-26,45,69.0,,0.69,31.049999999999997
2019-12-27,39,69.0,,0.69,26.909999999999997
2019-12-28,29,69.0,,0.69,20.009999999999998
2019-12-29,25,69.0,,0.69,17.25
2019-12-30,48,69.0,,0.69,33.12
2019-12-31,41,69.0,,0.69,28.29
2020-01-01,30,74.0,False,0.74,22.2
2020-01-02,58,74.0,,0.74,42.92
2020-01-03,80,74.0,,0.74,59.2
2020-01-04,36,74.0,,0.74,26.64
2020-01-05,38,74.0,,0.74,28.12
2020-01-06,86,74.0,,0.74,63.64
2020-01-07,84,74.0,,0.74,62.16
2020-01-08,87,74.0,,0.74,64.38
2020-01-09,85,74.0,,0.74,62.9
2020-01-10,83,74.0,,0.74,61.42
2020-01-11,31,74.0,,0.74,22.94
2020-01-12,30,74.0,,0.74,22.2
2020-01-13,76,74.0,,0.74,56.24
2020-01-14,79,74.0,,0.74,58.46
2020-01-15,90,74.0,,0.74,66.6
2020-01-16,94,74.0,,0.74,69.56
2020-01-17,81,74.0,,0.74,59.94
2020-01-18,38,74.0,,0.74,28.12
2020-01-19,35,74.0,,0.74,25.9
2020-01-20,56,74.0,,0.74,41.44
2020-01-21,95,74.0,,0.74,70.3
2020-01-22,81,74.0,,0.74,59.94
2020-01-23,84,74.0,,0.74,62.16
2020-01-24,93,74.0,,0.74,68.82
2020-01-25,57,74.0,,0.74,42.18
2020-01-26,33,74.0,,0.74,24.419999999999998
2020-01-27,93,74.0,,0.74,68.82
2020-01-28,100,74.0,,0.74,74.0
2020-01-29,90,74.0,,0.74,66.6
2020-01-30,88,74.0,,0.74,65.12
2020-01-31,77,74.0,,0.74,56.98
2020-02-01,40,78.0,False,0.78,31.200000000000003
2020-02-02,29,78.0,,0.78,22.62
2020-02-03,88,78.0,,0.78,68.64
2020-02-04,86,78.0,,0.78,67.08
2020-02-05,85,78.0,,0.78,66.3
2020-02-06,83,78.0,,0.78,64.74000000000001
2020-02-07,84,78.0,,0.78,65.52
2020-02-08,42,78.0,,0.78,32.76
2020-02-09,37,78.0,,0.78,28.86
2020-02-10,82,78.0,,0.78,63.96
2020-02-11,88,78.0,,0.78,68.64
2020-02-12,91,78.0,,0.78,70.98
2020-02-13,90,78.0,,0.78,70.2
2020-02-14,73,78.0,,0.78,56.940000000000005
2020-02-15,41,78.0,,0.78,31.98
2020-02-16,36,78.0,,0.78,28.080000000000002
2020-02-17,76,78.0,,0.78,59.28
2020-02-18,82,78.0,,0.78,63.96
2020-02-19,93,78.0,,0.78,72.54
2020-02-20,100,78.0,,0.78,78.0
2020-02-21,90,78.0,,0.78,70.2
2020-02-22,50,78.0,,0.78,39.0
2020-02-23,39,78.0,,0.78,30.42
2020-02-24,92,78.0,,0.78,71.76
2020-02-25,93,78.0,,0.78,72.54
2020-02-26,85,78.0,,0.78,66.3
2020-02-27,93,78.0,,0.78,72.54
2020-02-28,83,78.0,,0.78,64.74000000000001
2020-02-29,51,78.0,,0.78,39.78
2020-03-01,43,71.0,False,0.71,30.529999999999998
2020-03-02,98,71.0,,0.71,69.58
2020-03-03,98,71.0,,0.71,69.58
2020-03-04,87,71.0,,0.71,61.769999999999996
2020-03-05,81,71.0,,0.71,57.51
2020-03-06,90,71.0,,0.71,63.9
2020-03-07,42,71.0,,0.71,29.82
2020-03-08,46,71.0,,0.71,32.66
2020-03-09,80,71.0,,0.71,56.8
2020-03-10,92,71.0,,0.71,65.32
2020-03-11,84,71.0,,0.71,59.64
2020-03-12,84,71.0,,0.71,59.64
2020-03-13,77,71.0,,0.71,54.669999999999995
2020-03-14,43,71.0,,0.71,30.529999999999998
2020-03-15,35,71.0,,0.71,24.849999999999998
2020-03-16,100,71.0,,0.71,71.0
2020-03-17,82,71.0,,0.71,58.22
2020-03-18,78,71.0,,0.71,55.379999999999995
2020-03-19,81,71.0,,0.71,57.51
2020-03-20,76,71.0,,0.71,53.959999999999994
2020-03-21,52,71.0,,0.71,36.92
2020-03-22,40,71.0,,0.71,28.4
2020-03-23,86,71.0,,0.71,61.059999999999995
2020-03-24,84,71.0,,0.71,59.64
2020-03-25,81,71.0,,0.71,57.51
2020-03-26,81,71.0,,0.71,57.51
2020-03-27,73,71.0,,0.71,51.83
2020-03-28,47,71.0,,0.71,33.37
2020-03-29,38,71.0,,0.71,26.979999999999997
2020-03-30,88,71.0,,0.71,62.48
2020-03-31,84,71.0,,0.71,59.64
2020-04-01,88,71.0,False,0.71,62.48
2020-04-02,91,71.0,,0.71,64.61
2020-04-03,82,71.0,,0.71,58.22
2020-04-04,52,71.0,,0.71,36.92
2020-04-05,45,71.0,,0.71,31.95
2020-04-06,82,71.0,,0.71,58.22
2020-04-07,82,71.0,,0.71,58.22
2020-04-08,86,71.0,,0.71,61.059999999999995
2020-04-09,87,71.0,,0.71,61.769999999999996
2020-04-10,67,71.0,,0.71,47.57
2020-04-11,50,71.0,,0.71,35.5
2020-04-12,40,71.0,,0.71,28.4
2020-04-13,88,71.0,,0.71,62.48
2020-04-14,83,71.0,,0.71,58.93
2020-04-15,87,71.0,,0.71,61.769999999999996
2020-04-16,79,71.0,,0.71,56.089999999999996
2020-04-17,87,71.0,,0.71,61.769999999999996
2020-04-18,52,71.0,,0.71,36.92
2020-04-19,46,71.0,,0.71,32.66
2020-04-20,85,71.0,,0.71,60.349999999999994
2020-04-21,97,71.0,,0.71,68.86999999999999
2020-04-22,98,71.0,,0.71,69.58
2020-04-23,97,71.0,,0.71,68.86999999999999
2020-04-24,79,71.0,,0.71,56.089999999999996
2020-04-25,55,71.0,,0.71,39.05
2020-04-26,42,71.0,,0.71,29.82
2020-04-27,87,71.0,,0.71,61.769999999999996
2020-04-28,100,71.0,,0.71,71.0
2020-04-29,88,71.0,,0.71,62.48
2020-04-30,93,71.0,,0.71,66.03
2020-05-01,83,63.0,False,0.63,52.29
2020-05-02,59,63.0,,0.63,37.17
2020-05-03,49,63.0,,0.63,30.87
2020-05-04,99,63.0,,0.63,62.37
2020-05-05,100,63.0,,0.63,63.0
2020-05-06,94,63.0,,0.63,59.22
2020-05-07,91,63.0,,0.63,57.33
2020-05-08,85,63.0,,0.63,53.55
2020-05-09,50,63.0,,0.63,31.5
2020-05-10,41,63.0,,0.63,25.830000000000002
2020-05-11,95,63.0,,0.63,59.85
2020-05-12,86,63.0,,0.63,54.18
2020-05-13,82,63.0,,0.63,51.660000000000004
2020-05-14,100,63.0,,0.63,63.0
2020-05-15,85,63.0,,0.63,53.55
2020-05-16,54,63.0,,0.63,34.02
2020-05-17,48,63.0,,0.63,30.240000000000002
2020-05-18,92,63.0,,0.63,57.96
2020-05-19,90,63.0,,0.63,56.7
2020-05-20,96,63.0,,0.63,60.480000000000004
2020-05-21,81,63.0,,0.63,51.03
2020-05-22,81,63.0,,0.63,51.03
2020-05-23,55,63.0,,0.63,34.65
2020-05-24,37,63.0,,0.63,23.31
2020-05-25,55,63.0,,0.63,34.65
2020-05-26,79,63.0,,0.63,49.77
2020-05-27,75,63.0,,0.63,47.25
2020-05-28,87,63.0,,0.63,54.81
2020-05-29,81,63.0,,0.63,51.03
2020-05-30,51,63.0,,0.63,32.13
2020-05-31,44,63.0,,0.63,27.72
2020-06-01,84,57.0,False,0.57,47.879999999999995
2020-06-02,94,57.0,,0.57,53.58
2020-06-03,95,57.0,,0.57,54.15
2020-06-04,98,57.0,,0.57,55.85999999999999
2020-06-05,82,57.0,,0.57,46.739999999999995
2020-06-06,60,57.0,,0.57,34.199999999999996
2020-06-07,52,57.0,,0.57,29.639999999999997
2020-06-08,91,57.0,,0.57,51.87
2020-06-09,92,57.0,,0.57,52.44
2020-06-10,97,57.0,,0.57,55.28999999999999
2020-06-11,90,57.0,,0.57,51.3
2020-06-12,91,57.0,,0.57,51.87
2020-06-13,59,57.0,,0.57,33.629999999999995
2020-06-14,45,57.0,,0.57,25.65
2020-06-15,88,57.0,,0.57,50.16
2020-06-16,93,57.0,,0.57,53.01
2020-06-17,89,57.0,,0.57,50.73
2020-06-18,92,57.0,,0.57,52.44
2020-06-19,89,57.0,,0.57,50.73
2020-06-20,53,57.0,,0.57,30.209999999999997
2020-06-21,50,57.0,,0.57,28.499999999999996
2020-06-22,98,57.0,,0.57,55.85999999999999
2020-06-23,94,57.0,,0.57,53.58
2020-06-24,88,57.0,,0.57,50.16
2020-06-25,91,57.0,,0.57,51.87
2020-06-26,92,57.0,,0.57,52.44
2020-06-27,52,57.0,,0.57,29.639999999999997
2020-06-28,60,57.0,,0.57,34.199999999999996
2020-06-29,76,57.0,,0.57,43.31999999999999
2020-06-30,100,57.0,,0.57,56.99999999999999
2020-07-01,66,62.0,False,0.62,40.92
2020-07-02,51,62.0,,0.62,31.62
2020-07-03,48,62.0,,0.62,29.759999999999998
2020-07-04,36,62.0,,0.62,22.32
2020-07-05,39,62.0,,0.62,24.18
2020-07-06,70,62.0,,0.62,43.4
2020-07-07,70,62.0,,0.62,43.4
2020-07-08,72,62.0,,0.62,44.64
2020-07-09,66,62.0,,0.62,40.92
2020-07-10,74,62.0,,0.62,45.88
2020-07-11,38,62.0,,0.62,23.56
2020-07-12,24,62.0,,0.62,14.879999999999999
2020-07-13,69,62.0,,0.62,42.78
2020-07-14,57,62.0,,0.62,35.339999999999996
2020-07-15,66,62.0,,0.62,40.92
2020-07-16,84,62.0,,0.62,52.08
2020-07-17,65,62.0,,0.62,40.3
2020-07-18,43,62.0,,0.62,26.66
2020-07-19,36,62.0,,0.62,22.32
2020-07-20,84,62.0,,0.62,52.08
2020-07-21,81,62.0,,0.62,50.22
2020-07-22,79,62.0,,0.62,48.98
2020-07-23,82,62.0,,0.62,50.839999999999996
2020-07-24,69,62.0,,0.62,42.78
2020-07-25,45,62.0,,0.62,27.9
2020-07-26,46,62.0,,0.62,28.52
2020-07-27,100,62.0,,0.62,62.0
2020-07-28,93,62.0,,0.62,57.66
2020-07-29,81,62.0,,0.62,50.22
2020-07-30,68,62.0,,0.62,42.16
2020-07-31,68,62.0,,0.62,42.16
2020-08-01,47,66.0,False,0.66,31.020000000000003
2020-08-02,41,66.0,,0.66,27.060000000000002
2020-08-03,72,66.0,,0.66,47.52
2020-08-04,75,66.0,,0.66,49.5
2020-08-05,87,66.0,,0.66,57.42
2020-08-06,100,66.0,,0.66,66.0
2020-08-07,80,66.0,,0.66,52.800000000000004
2020-08-08,45,66.0,,0.66,29.700000000000003
2020-08-09,47,66.0,,0.66,31.020000000000003
2020-08-10,67,66.0,,0.66,44.22
2020-08-11,91,66.0,,0.66,60.06
2020-08-12,84,66.0,,0.66,55.440000000000005
2020-08-13,70,66.0,,0.66,46.2
2020-08-14,80,66.0,,0.66,52.800000000000004
2020-08-15,55,66.0,,0.66,36.300000000000004
2020-08-16,41,66.0,,0.66,27.060000000000002
2020-08-17,94,66.0,,0.66,62.040000000000006
2020-08-18,85,66.0,,0.66,56.1
2020-08-19,84,66.0,,0.66,55.440000000000005
2020-08-20,85,66.0,,0.66,56.1
2020-08-21,77,66.0,,0.66,50.82
2020-08-22,44,66.0,,0.66,29.040000000000003
2020-08-23,41,66.0,,0.66,27.060000000000002
2020-08-24,78,66.0,,0.66,51.480000000000004
2020-08-25,84,66.0,,0.66,55.440000000000005
2020-08-26,96,66.0,,0.66,63.36
2020-08-27,87,66.0,,0.66,57.42
2020-08-28,84,66.0,,0.66,55.440000000000005
2020-08-29,58,66.0,,0.66,38.28
2020-08-30,39,66.0,,0.66,25.740000000000002
2020-08-31,91,66.0,,0.66,60.06
2020-09-01,72,93.0,False,0.93,66.96000000000001
2020-09-02,73,93.0,,0.93,67.89
2020-09-03,63,93.0,,0.93,58.59
2020-09-04,73,93.0,,0.93,67.89
2020-09-05,35,93.0,,0.93,32.550000000000004
2020-09-06,29,93.0,,0.93,26.970000000000002
2020-09-07,46,93.0,,0.93,42.78
2020-09-08,79,93.0,,0.93,73.47
2020-09-09,77,93.0,,0.93,71.61
2020-09-10,73,93.0,,0.93,67.89
2020-09-11,81,93.0,,0.93,75.33
2020-09-12,32,93.0,,0.93,29.76
2020-09-13,40,93.0,,0.93,37.2
2020-09-14,81,93.0,,0.93,75.33
2020-09-15,86,93.0,,0.93,79.98
2020-09-16,89,93.0,,0.93,82.77000000000001
2020-09-17,83,93.0,,0.93,77.19
2020-09-18,87,93.0,,0.93,80.91000000000001
2020-09-19,46,93.0,,0.93,42.78
2020-09-20,36,93.0,,0.93,33.480000000000004
2020-09-21,82,93.0,,0.93,76.26
2020-09-22,90,93.0,,0.93,83.7
2020-09-23,100,93.0,,0.93,93.0
2020-09-24,94,93.0,,0.93,87.42
2020-09-25,90,93.0,,0.93,83.7
2020-09-26,37,93.0,,0.93,34.410000000000004
2020-09-27,35,93.0,,0.93,32.550000000000004
2020-09-28,87,93.0,,0.93,80.91000000000001
2020-09-29,85,93.0,,0.93,79.05
2020-09-30,81,93.0,,0.93,75.33
2020-10-01,94,89.0,False,0.89,83.66
2020-10-02,83,89.0,,0.89,73.87
2020-10-03,47,89.0,,0.89,41.83
2020-10-04,42,89.0,,0.89,37.38
2020-10-05,100,89.0,,0.89,89.0
2020-10-06,98,89.0,,0.89,87.22
2020-10-07,100,89.0,,0.89,89.0
2020-10-08,97,89.0,,0.89,86.33
2020-10-09,87,89.0,,0.89,77.43
2020-10-10,38,89.0,,0.89,33.82
2020-10-11,37,89.0,,0.89,32.93
2020-10-12,78,89.0,,0.89,69.42
2020-10-13,82,89.0,,0.89,72.98
2020-10-14,92,89.0,,0.89,81.88
2020-10-15,82,89.0,,0.89,72.98
2020-10-16,92,89.0,,0.89,81.88
2020-10-17,37,89.0,,0.89,32.93
2020-10-18,36,89.0,,0.89,32.04
2020-10-19,76,89.0,,0.89,67.64
2020-10-20,92,89.0,,0.89,81.88
2020-10-21,84,89.0,,0.89,74.76
2020-10-22,90,89.0,,0.89,80.1
2020-10-23,87,89.0,,0.89,77.43
2020-10-24,37,89.0,,0.89,32.93
2020-10-25,37,89.0,,0.89,32.93
2020-10-26,72,89.0,,0.89,64.08
2020-10-27,89,89.0,,0.89,79.21000000000001
2020-10-28,85,89.0,,0.89,75.65
2020-10-29,87,89.0,,0.89,77.43
2020-10-30,83,89.0,,0.89,73.87
2020-10-31,49,89.0,,0.89,43.61
2020-11-01,36,72.0,True,0.72,25.919999999999998
2020-11-02,83,72.0,,0.72,59.76
2020-11-03,81,72.0,,0.72,58.32
2020-11-04,55,72.0,,0.72,39.6
2020-11-05,63,72.0,,0.72,45.36
2020-11-06,71,72.0,,0.72,51.12
2020-11-07,36,72.0,,0.72,25.919999999999998
2020-11-08,34,72.0,,0.72,24.48
2020-11-09,80,72.0,,0.72,57.599999999999994
2020-11-10,94,72.0,,0.72,67.67999999999999
2020-11-11,91,72.0,,0.72,65.52
2020-11-12,88,72.0,,0.72,63.36
2020-11-13,92,72.0,,0.72,66.24
2020-11-14,48,72.0,,0.72,34.56
2020-11-15,36,72.0,,0.72,25.919999999999998
2020-11-16,83,72.0,,0.72,59.76
2020-11-17,100,72.0,,0.72,72.0
2020-11-18,92,72.0,,0.72,66.24
2020-11-19,84,72.0,,0.72,60.48
2020-11-20,91,72.0,,0.72,65.52
2020-11-21,39,72.0,,0.72,28.08
2020-11-22,34,72.0,,0.72,24.48
2020-11-23,77,72.0,,0.72,55.44
2020-11-24,85,72.0,,0.72,61.199999999999996
2020-11-25,57,72.0,,0.72,41.04
2020-11-26,31,72.0,,0.72,22.32
2020-11-27,53,72.0,,0.72,38.16
2020-11-28,36,72.0,,0.72,25.919999999999998
2020-11-29,27,72.0,,0.72,19.439999999999998
