date,metals_unscaled,metals_monthly,isPartial,scale,metals
2016-06-04,41,60.0,,0.6,24.599999999999998
2016-06-05,30,60.0,,0.6,18.0
2016-06-06,95,60.0,,0.6,57.0
2016-06-07,75,60.0,,0.6,45.0
2016-06-08,83,60.0,,0.6,49.8
2016-06-09,88,60.0,,0.6,52.8
2016-06-10,64,60.0,,0.6,38.4
2016-06-11,46,60.0,,0.6,27.599999999999998
2016-06-12,57,60.0,,0.6,34.199999999999996
2016-06-13,76,60.0,,0.6,45.6
2016-06-14,85,60.0,,0.6,51.0
2016-06-15,87,60.0,,0.6,52.199999999999996
2016-06-16,88,60.0,,0.6,52.8
2016-06-17,76,60.0,,0.6,45.6
2016-06-18,44,60.0,,0.6,26.4
2016-06-19,24,60.0,,0.6,14.399999999999999
2016-06-20,64,60.0,,0.6,38.4
2016-06-21,67,60.0,,0.6,40.199999999999996
2016-06-22,81,60.0,,0.6,48.6
2016-06-23,68,60.0,,0.6,40.8
2016-06-24,78,60.0,,0.6,46.8
2016-06-25,44,60.0,,0.6,26.4
2016-06-26,32,60.0,,0.6,19.2
2016-06-27,74,60.0,,0.6,44.4
2016-06-28,83,60.0,,0.6,49.8
2016-06-29,78,60.0,,0.6,46.8
2016-06-30,99,60.0,,0.6,59.4
2016-07-01,87,55.0,False,0.55,47.85
2016-07-02,60,55.0,,0.55,33.0
2016-07-03,48,55.0,,0.55,26.400000000000002
2016-07-04,40,55.0,,0.55,22.0
2016-07-05,88,55.0,,0.55,48.400000000000006
2016-07-06,100,55.0,,0.55,55.00000000000001
2016-07-07,86,55.0,,0.55,47.300000000000004
2016-07-08,81,55.0,,0.55,44.550000000000004
2016-07-09,55,55.0,,0.55,30.250000000000004
2016-07-10,39,55.0,,0.55,21.450000000000003
2016-07-11,94,55.0,,0.55,51.7
2016-07-12,91,55.0,,0.55,50.050000000000004
2016-07-13,80,55.0,,0.55,44.0
2016-07-14,88,55.0,,0.55,48.400000000000006
2016-07-15,86,55.0,,0.55,47.300000000000004
2016-07-16,52,55.0,,0.55,28.6
2016-07-17,46,55.0,,0.55,25.3
2016-07-18,85,55.0,,0.55,46.75000000000001
2016-07-19,84,55.0,,0.55,46.2
2016-07-20,88,55.0,,0.55,48.400000000000006
2016-07-21,66,55.0,,0.55,36.300000000000004
2016-07-22,74,55.0,,0.55,40.7
2016-07-23,39,55.0,,0.55,21.450000000000003
2016-07-24,39,55.0,,0.55,21.450000000000003
2016-07-25,81,55.0,,0.55,44.550000000000004
2016-07-26,97,55.0,,0.55,53.35
2016-07-27,84,55.0,,0.55,46.2
2016-07-28,92,55.0,,0.55,50.6
2016-07-29,88,55.0,,0.55,48.400000000000006
2016-07-30,48,55.0,,0.55,26.400000000000002
2016-07-31,46,55.0,,0.55,25.3
2016-08-01,56,77.0,False,0.77,43.120000000000005
2016-08-02,56,77.0,,0.77,43.120000000000005
2016-08-03,58,77.0,,0.77,44.660000000000004
2016-08-04,61,77.0,,0.77,46.97
2016-08-05,60,77.0,,0.77,46.2
2016-08-06,40,77.0,,0.77,30.8
2016-08-07,52,77.0,,0.77,40.04
2016-08-08,72,77.0,,0.77,55.44
2016-08-09,78,77.0,,0.77,60.06
2016-08-10,100,77.0,,0.77,77.0
2016-08-11,80,77.0,,0.77,61.6
2016-08-12,95,77.0,,0.77,73.15
2016-08-13,57,77.0,,0.77,43.89
2016-08-14,70,77.0,,0.77,53.9
2016-08-15,81,77.0,,0.77,62.370000000000005
2016-08-16,63,77.0,,0.77,48.51
2016-08-17,75,77.0,,0.77,57.75
2016-08-18,68,77.0,,0.77,52.36
2016-08-19,56,77.0,,0.77,43.120000000000005
2016-08-20,50,77.0,,0.77,38.5
2016-08-21,53,77.0,,0.77,40.81
2016-08-22,70,77.0,,0.77,53.9
2016-08-23,68,77.0,,0.77,52.36
2016-08-24,61,77.0,,0.77,46.97
2016-08-25,63,77.0,,0.77,48.51
2016-08-26,62,77.0,,0.77,47.74
2016-08-27,37,77.0,,0.77,28.490000000000002
2016-08-28,30,77.0,,0.77,23.1
2016-08-29,62,77.0,,0.77,47.74
2016-08-30,66,77.0,,0.77,50.82
2016-08-31,73,77.0,,0.77,56.21
2016-09-01,71,83.0,False,0.83,58.93
2016-09-02,68,83.0,,0.83,56.44
2016-09-03,30,83.0,,0.83,24.9
2016-09-04,35,83.0,,0.83,29.049999999999997
2016-09-05,40,83.0,,0.83,33.199999999999996
2016-09-06,63,83.0,,0.83,52.29
2016-09-07,76,83.0,,0.83,63.08
2016-09-08,72,83.0,,0.83,59.76
2016-09-09,79,83.0,,0.83,65.57
2016-09-10,46,83.0,,0.83,38.18
2016-09-11,28,83.0,,0.83,23.24
2016-09-12,79,83.0,,0.83,65.57
2016-09-13,100,83.0,,0.83,83.0
2016-09-14,99,83.0,,0.83,82.17
2016-09-15,88,83.0,,0.83,73.03999999999999
2016-09-16,76,83.0,,0.83,63.08
2016-09-17,41,83.0,,0.83,34.03
2016-09-18,35,83.0,,0.83,29.049999999999997
2016-09-19,90,83.0,,0.83,74.7
2016-09-20,86,83.0,,0.83,71.38
2016-09-21,95,83.0,,0.83,78.85
2016-09-22,88,83.0,,0.83,73.03999999999999
2016-09-23,73,83.0,,0.83,60.589999999999996
2016-09-24,40,83.0,,0.83,33.199999999999996
2016-09-25,42,83.0,,0.83,34.86
2016-09-26,59,83.0,,0.83,48.97
2016-09-27,83,83.0,,0.83,68.89
2016-09-28,84,83.0,,0.83,69.72
2016-09-29,88,83.0,,0.83,73.03999999999999
2016-09-30,63,83.0,,0.83,52.29
2016-10-01,29,91.0,False,0.91,26.39
2016-10-02,36,91.0,,0.91,32.76
2016-10-03,88,91.0,,0.91,80.08
2016-10-04,92,91.0,,0.91,83.72
2016-10-05,86,91.0,,0.91,78.26
2016-10-06,73,91.0,,0.91,66.43
2016-10-07,75,91.0,,0.91,68.25
2016-10-08,33,91.0,,0.91,30.03
2016-10-09,32,91.0,,0.91,29.12
2016-10-10,70,91.0,,0.91,63.7
2016-10-11,98,91.0,,0.91,89.18
2016-10-12,80,91.0,,0.91,72.8
2016-10-13,88,91.0,,0.91,80.08
2016-10-14,94,91.0,,0.91,85.54
2016-10-15,39,91.0,,0.91,35.49
2016-10-16,43,91.0,,0.91,39.13
2016-10-17,100,91.0,,0.91,91.0
2016-10-18,88,91.0,,0.91,80.08
2016-10-19,87,91.0,,0.91,79.17
2016-10-20,72,91.0,,0.91,65.52
2016-10-21,80,91.0,,0.91,72.8
2016-10-22,40,91.0,,0.91,36.4
2016-10-23,37,91.0,,0.91,33.67
2016-10-24,96,91.0,,0.91,87.36
2016-10-25,87,91.0,,0.91,79.17
2016-10-26,100,91.0,,0.91,91.0
2016-10-27,98,91.0,,0.91,89.18
2016-10-28,85,91.0,,0.91,77.35000000000001
2016-10-29,44,91.0,,0.91,40.04
2016-10-30,32,91.0,,0.91,29.12
2016-10-31,82,91.0,,0.91,74.62
2016-11-01,100,89.0,False,0.89,89.0
2016-11-02,83,89.0,,0.89,73.87
2016-11-03,91,89.0,,0.89,80.99
2016-11-04,80,89.0,,0.89,71.2
2016-11-05,34,89.0,,0.89,30.26
2016-11-06,36,89.0,,0.89,32.04
2016-11-07,90,89.0,,0.89,80.1
2016-11-08,84,89.0,,0.89,74.76
2016-11-09,76,89.0,,0.89,67.64
2016-11-10,85,89.0,,0.89,75.65
2016-11-11,67,89.0,,0.89,59.63
2016-11-12,36,89.0,,0.89,32.04
2016-11-13,40,89.0,,0.89,35.6
2016-11-14,80,89.0,,0.89,71.2
2016-11-15,86,89.0,,0.89,76.54
2016-11-16,94,89.0,,0.89,83.66
2016-11-17,75,89.0,,0.89,66.75
2016-11-18,83,89.0,,0.89,73.87
2016-11-19,42,89.0,,0.89,37.38
2016-11-20,32,89.0,,0.89,28.48
2016-11-21,80,89.0,,0.89,71.2
2016-11-22,66,89.0,,0.89,58.74
2016-11-23,48,89.0,,0.89,42.72
2016-11-24,24,89.0,,0.89,21.36
2016-11-25,33,89.0,,0.89,29.37
2016-11-26,37,89.0,,0.89,32.93
2016-11-27,31,89.0,,0.89,27.59
2016-11-28,82,89.0,,0.89,72.98
2016-11-29,78,89.0,,0.89,69.42
2016-11-30,82,89.0,,0.89,72.98
2016-12-01,100,75.0,False,0.75,75.0
2016-12-02,80,75.0,,0.75,60.0
2016-12-03,38,75.0,,0.75,28.5
2016-12-04,39,75.0,,0.75,29.25
2016-12-05,90,75.0,,0.75,67.5
2016-12-06,92,75.0,,0.75,69.0
2016-12-07,97,75.0,,0.75,72.75
2016-12-08,85,75.0,,0.75,63.75
2016-12-09,85,75.0,,0.75,63.75
2016-12-10,44,75.0,,0.75,33.0
2016-12-11,39,75.0,,0.75,29.25
2016-12-12,87,75.0,,0.75,65.25
2016-12-13,90,75.0,,0.75,67.5
2016-12-14,90,75.0,,0.75,67.5
2016-12-15,90,75.0,,0.75,67.5
2016-12-16,74,75.0,,0.75,55.5
2016-12-17,31,75.0,,0.75,23.25
2016-12-18,35,75.0,,0.75,26.25
2016-12-19,65,75.0,,0.75,48.75
2016-12-20,66,75.0,,0.75,49.5
2016-12-21,61,75.0,,0.75,45.75
2016-12-22,58,75.0,,0.75,43.5
2016-12-23,41,75.0,,0.75,30.75
2016-12-24,28,75.0,,0.75,21.0
2016-12-25,21,75.0,,0.75,15.75
2016-12-26,36,75.0,,0.75,27.0
2016-12-27,50,75.0,,0.75,37.5
2016-12-28,43,75.0,,0.75,32.25
2016-12-29,37,75.0,,0.75,27.75
2016-12-30,48,75.0,,0.75,36.0
2016-12-31,28,75.0,,0.75,21.0
2017-01-01,24,77.0,False,0.77,18.48
2017-01-02,56,77.0,,0.77,43.120000000000005
2017-01-03,66,77.0,,0.77,50.82
2017-01-04,94,77.0,,0.77,72.38
2017-01-05,83,77.0,,0.77,63.910000000000004
2017-01-06,82,77.0,,0.77,63.14
2017-01-07,37,77.0,,0.77,28.490000000000002
2017-01-08,34,77.0,,0.77,26.18
2017-01-09,85,77.0,,0.77,65.45
2017-01-10,79,77.0,,0.77,60.83
2017-01-11,82,77.0,,0.77,63.14
2017-01-12,95,77.0,,0.77,73.15
2017-01-13,85,77.0,,0.77,65.45
2017-01-14,40,77.0,,0.77,30.8
2017-01-15,39,77.0,,0.77,30.03
2017-01-16,65,77.0,,0.77,50.050000000000004
2017-01-17,82,77.0,,0.77,63.14
2017-01-18,79,77.0,,0.77,60.83
2017-01-19,100,77.0,,0.77,77.0
2017-01-20,79,77.0,,0.77,60.83
2017-01-21,46,77.0,,0.77,35.42
2017-01-22,42,77.0,,0.77,32.34
2017-01-23,86,77.0,,0.77,66.22
2017-01-24,90,77.0,,0.77,69.3
2017-01-25,95,77.0,,0.77,73.15
2017-01-26,98,77.0,,0.77,75.46000000000001
2017-01-27,72,77.0,,0.77,55.44
2017-01-28,43,77.0,,0.77,33.11
2017-01-29,50,77.0,,0.77,38.5
2017-01-30,92,77.0,,0.77,70.84
2017-01-31,91,77.0,,0.77,70.07000000000001
2017-02-01,84,81.0,False,0.81,68.04
2017-02-02,87,81.0,,0.81,70.47
2017-02-03,99,81.0,,0.81,80.19000000000001
2017-02-04,53,81.0,,0.81,42.93
2017-02-05,41,81.0,,0.81,33.21
2017-02-06,79,81.0,,0.81,63.99
2017-02-07,93,81.0,,0.81,75.33
2017-02-08,83,81.0,,0.81,67.23
2017-02-09,96,81.0,,0.81,77.76
2017-02-10,83,81.0,,0.81,67.23
2017-02-11,40,81.0,,0.81,32.400000000000006
2017-02-12,44,81.0,,0.81,35.64
2017-02-13,80,81.0,,0.81,64.80000000000001
2017-02-14,95,81.0,,0.81,76.95
2017-02-15,100,81.0,,0.81,81.0
2017-02-16,96,81.0,,0.81,77.76
2017-02-17,80,81.0,,0.81,64.80000000000001
2017-02-18,48,81.0,,0.81,38.88
2017-02-19,26,81.0,,0.81,21.060000000000002
2017-02-20,80,81.0,,0.81,64.80000000000001
2017-02-21,85,81.0,,0.81,68.85000000000001
2017-02-22,93,81.0,,0.81,75.33
2017-02-23,85,81.0,,0.81,68.85000000000001
2017-02-24,73,81.0,,0.81,59.13
2017-02-25,50,81.0,,0.81,40.5
2017-02-26,36,81.0,,0.81,29.160000000000004
2017-02-27,95,81.0,,0.81,76.95
2017-02-28,93,81.0,,0.81,75.33
2017-03-01,84,78.0,False,0.78,65.52
2017-03-02,85,78.0,,0.78,66.3
2017-03-03,75,78.0,,0.78,58.5
2017-03-04,46,78.0,,0.78,35.88
2017-03-05,46,78.0,,0.78,35.88
2017-03-06,82,78.0,,0.78,63.96
2017-03-07,74,78.0,,0.78,57.72
2017-03-08,100,78.0,,0.78,78.0
2017-03-09,97,78.0,,0.78,75.66
2017-03-10,74,78.0,,0.78,57.72
2017-03-11,25,78.0,,0.78,19.5
2017-03-12,43,78.0,,0.78,33.54
2017-03-13,70,78.0,,0.78,54.6
2017-03-14,72,78.0,,0.78,56.160000000000004
2017-03-15,75,78.0,,0.78,58.5
2017-03-16,70,78.0,,0.78,54.6
2017-03-17,77,78.0,,0.78,60.06
2017-03-18,56,78.0,,0.78,43.68
2017-03-19,37,78.0,,0.78,28.86
2017-03-20,78,78.0,,0.78,60.84
2017-03-21,94,78.0,,0.78,73.32000000000001
2017-03-22,73,78.0,,0.78,56.940000000000005
2017-03-23,87,78.0,,0.78,67.86
2017-03-24,74,78.0,,0.78,57.72
2017-03-25,42,78.0,,0.78,32.76
2017-03-26,39,78.0,,0.78,30.42
2017-03-27,73,78.0,,0.78,56.940000000000005
2017-03-28,78,78.0,,0.78,60.84
2017-03-29,84,78.0,,0.78,65.52
2017-03-30,79,78.0,,0.78,61.620000000000005
2017-03-31,72,78.0,,0.78,56.160000000000004
2017-04-01,36,69.0,False,0.69,24.839999999999996
2017-04-02,34,69.0,,0.69,23.459999999999997
2017-04-03,79,69.0,,0.69,54.51
2017-04-04,100,69.0,,0.69,69.0
2017-04-05,70,69.0,,0.69,48.3
2017-04-06,96,69.0,,0.69,66.24
2017-04-07,85,69.0,,0.69,58.65
2017-04-08,53,69.0,,0.69,36.57
2017-04-09,42,69.0,,0.69,28.979999999999997
2017-04-10,85,69.0,,0.69,58.65
2017-04-11,90,69.0,,0.69,62.099999999999994
2017-04-12,80,69.0,,0.69,55.199999999999996
2017-04-13,79,69.0,,0.69,54.51
2017-04-14,72,69.0,,0.69,49.67999999999999
2017-04-15,45,69.0,,0.69,31.049999999999997
2017-04-16,29,69.0,,0.69,20.009999999999998
2017-04-17,76,69.0,,0.69,52.44
2017-04-18,87,69.0,,0.69,60.029999999999994
2017-04-19,88,69.0,,0.69,60.72
2017-04-20,97,69.0,,0.69,66.92999999999999
2017-04-21,95,69.0,,0.69,65.55
2017-04-22,42,69.0,,0.69,28.979999999999997
2017-04-23,45,69.0,,0.69,31.049999999999997
2017-04-24,86,69.0,,0.69,59.339999999999996
2017-04-25,90,69.0,,0.69,62.099999999999994
2017-04-26,91,69.0,,0.69,62.78999999999999
2017-04-27,94,69.0,,0.69,64.86
2017-04-28,82,69.0,,0.69,56.58
2017-04-29,43,69.0,,0.69,29.669999999999998
2017-04-30,46,69.0,,0.69,31.74
2017-05-01,95,67.0,False,0.67,63.650000000000006
2017-05-02,86,67.0,,0.67,57.620000000000005
2017-05-03,82,67.0,,0.67,54.940000000000005
2017-05-04,96,67.0,,0.67,64.32000000000001
2017-05-05,89,67.0,,0.67,59.63
2017-05-06,53,67.0,,0.67,35.510000000000005
2017-05-07,53,67.0,,0.67,35.510000000000005
2017-05-08,89,67.0,,0.67,59.63
2017-05-09,85,67.0,,0.67,56.95
2017-05-10,92,67.0,,0.67,61.64
2017-05-11,82,67.0,,0.67,54.940000000000005
2017-05-12,80,67.0,,0.67,53.6
2017-05-13,49,67.0,,0.67,32.830000000000005
2017-05-14,33,67.0,,0.67,22.110000000000003
2017-05-15,92,67.0,,0.67,61.64
2017-05-16,94,67.0,,0.67,62.980000000000004
2017-05-17,90,67.0,,0.67,60.300000000000004
2017-05-18,87,67.0,,0.67,58.290000000000006
2017-05-19,74,67.0,,0.67,49.580000000000005
2017-05-20,49,67.0,,0.67,32.830000000000005
2017-05-21,39,67.0,,0.67,26.130000000000003
2017-05-22,93,67.0,,0.67,62.31
2017-05-23,100,67.0,,0.67,67.0
2017-05-24,92,67.0,,0.67,61.64
2017-05-25,73,67.0,,0.67,48.910000000000004
2017-05-26,81,67.0,,0.67,54.27
2017-05-27,55,67.0,,0.67,36.85
2017-05-28,31,67.0,,0.67,20.77
2017-05-29,45,67.0,,0.67,30.150000000000002
2017-05-30,78,67.0,,0.67,52.260000000000005
2017-05-31,80,67.0,,0.67,53.6
2017-06-01,100,61.0,False,0.61,61.0
2017-06-02,75,61.0,,0.61,45.75
2017-06-03,49,61.0,,0.61,29.89
2017-06-04,33,61.0,,0.61,20.13
2017-06-05,91,61.0,,0.61,55.51
2017-06-06,90,61.0,,0.61,54.9
2017-06-07,84,61.0,,0.61,51.24
2017-06-08,77,61.0,,0.61,46.97
2017-06-09,76,61.0,,0.61,46.36
2017-06-10,51,61.0,,0.61,31.11
2017-06-11,35,61.0,,0.61,21.349999999999998
2017-06-12,74,61.0,,0.61,45.14
2017-06-13,69,61.0,,0.61,42.089999999999996
2017-06-14,82,61.0,,0.61,50.019999999999996
2017-06-15,92,61.0,,0.61,56.12
2017-06-16,80,61.0,,0.61,48.8
2017-06-17,36,61.0,,0.61,21.96
2017-06-18,34,61.0,,0.61,20.74
2017-06-19,64,61.0,,0.61,39.04
2017-06-20,78,61.0,,0.61,47.58
2017-06-21,73,61.0,,0.61,44.53
2017-06-22,75,61.0,,0.61,45.75
2017-06-23,71,61.0,,0.61,43.31
2017-06-24,53,61.0,,0.61,32.33
2017-06-25,42,61.0,,0.61,25.62
2017-06-26,62,61.0,,0.61,37.82
2017-06-27,72,61.0,,0.61,43.92
2017-06-28,80,61.0,,0.61,48.8
2017-06-29,60,61.0,,0.61,36.6
2017-06-30,57,61.0,,0.61,34.769999999999996
2017-07-01,48,57.0,False,0.57,27.36
2017-07-02,44,57.0,,0.57,25.08
2017-07-03,79,57.0,,0.57,45.029999999999994
2017-07-04,42,57.0,,0.57,23.939999999999998
2017-07-05,77,57.0,,0.57,43.88999999999999
2017-07-06,82,57.0,,0.57,46.739999999999995
2017-07-07,82,57.0,,0.57,46.739999999999995
2017-07-08,48,57.0,,0.57,27.36
2017-07-09,42,57.0,,0.57,23.939999999999998
2017-07-10,100,57.0,,0.57,56.99999999999999
2017-07-11,92,57.0,,0.57,52.44
2017-07-12,96,57.0,,0.57,54.72
2017-07-13,82,57.0,,0.57,46.739999999999995
2017-07-14,76,57.0,,0.57,43.31999999999999
2017-07-15,49,57.0,,0.57,27.929999999999996
2017-07-16,48,57.0,,0.57,27.36
2017-07-17,96,57.0,,0.57,54.72
2017-07-18,93,57.0,,0.57,53.01
2017-07-19,84,57.0,,0.57,47.879999999999995
2017-07-20,83,57.0,,0.57,47.309999999999995
2017-07-21,92,57.0,,0.57,52.44
2017-07-22,51,57.0,,0.57,29.069999999999997
2017-07-23,45,57.0,,0.57,25.65
2017-07-24,80,57.0,,0.57,45.599999999999994
2017-07-25,84,57.0,,0.57,47.879999999999995
2017-07-26,81,57.0,,0.57,46.169999999999995
2017-07-27,80,57.0,,0.57,45.599999999999994
2017-07-28,78,57.0,,0.57,44.459999999999994
2017-07-29,53,57.0,,0.57,30.209999999999997
2017-07-30,49,57.0,,0.57,27.929999999999996
2017-07-31,90,57.0,,0.57,51.3
2017-08-01,82,60.0,False,0.6,49.199999999999996
2017-08-02,81,60.0,,0.6,48.6
2017-08-03,90,60.0,,0.6,54.0
2017-08-04,73,60.0,,0.6,43.8
2017-08-05,48,60.0,,0.6,28.799999999999997
2017-08-06,40,60.0,,0.6,24.0
2017-08-07,61,60.0,,0.6,36.6
2017-08-08,73,60.0,,0.6,43.8
2017-08-09,80,60.0,,0.6,48.0
2017-08-10,73,60.0,,0.6,43.8
2017-08-11,56,60.0,,0.6,33.6
2017-08-12,51,60.0,,0.6,30.599999999999998
2017-08-13,45,60.0,,0.6,27.0
2017-08-14,100,60.0,,0.6,60.0
2017-08-15,70,60.0,,0.6,42.0
2017-08-16,89,60.0,,0.6,53.4
2017-08-17,68,60.0,,0.6,40.8
2017-08-18,77,60.0,,0.6,46.199999999999996
2017-08-19,30,60.0,,0.6,18.0
2017-08-20,36,60.0,,0.6,21.599999999999998
2017-08-21,57,60.0,,0.6,34.199999999999996
2017-08-22,89,60.0,,0.6,53.4
2017-08-23,88,60.0,,0.6,52.8
2017-08-24,86,60.0,,0.6,51.6
2017-08-25,90,60.0,,0.6,54.0
2017-08-26,51,60.0,,0.6,30.599999999999998
2017-08-27,36,60.0,,0.6,21.599999999999998
2017-08-28,92,60.0,,0.6,55.199999999999996
2017-08-29,88,60.0,,0.6,52.8
2017-08-30,92,60.0,,0.6,55.199999999999996
2017-08-31,82,60.0,,0.6,49.199999999999996
2017-09-01,65,78.0,False,0.78,50.7
2017-09-02,32,78.0,,0.78,24.96
2017-09-03,24,78.0,,0.78,18.72
2017-09-04,45,78.0,,0.78,35.1
2017-09-05,78,78.0,,0.78,60.84
2017-09-06,79,78.0,,0.78,61.620000000000005
2017-09-07,73,78.0,,0.78,56.940000000000005
2017-09-08,71,78.0,,0.78,55.38
2017-09-09,38,78.0,,0.78,29.64
2017-09-10,29,78.0,,0.78,22.62
2017-09-11,81,78.0,,0.78,63.18
2017-09-12,87,78.0,,0.78,67.86
2017-09-13,88,78.0,,0.78,68.64
2017-09-14,77,78.0,,0.78,60.06
2017-09-15,78,78.0,,0.78,60.84
2017-09-16,41,78.0,,0.78,31.98
2017-09-17,45,78.0,,0.78,35.1
2017-09-18,78,78.0,,0.78,60.84
2017-09-19,85,78.0,,0.78,66.3
2017-09-20,98,78.0,,0.78,76.44
2017-09-21,89,78.0,,0.78,69.42
2017-09-22,88,78.0,,0.78,68.64
2017-09-23,37,78.0,,0.78,28.86
2017-09-24,43,78.0,,0.78,33.54
2017-09-25,94,78.0,,0.78,73.32000000000001
2017-09-26,90,78.0,,0.78,70.2
2017-09-27,99,78.0,,0.78,77.22
2017-09-28,100,78.0,,0.78,78.0
2017-09-29,82,78.0,,0.78,63.96
2017-09-30,42,78.0,,0.78,32.76
2017-10-01,30,94.0,False,0.94,28.2
2017-10-02,60,94.0,,0.94,56.4
2017-10-03,77,94.0,,0.94,72.38
2017-10-04,77,94.0,,0.94,72.38
2017-10-05,74,94.0,,0.94,69.56
2017-10-06,65,94.0,,0.94,61.099999999999994
2017-10-07,31,94.0,,0.94,29.139999999999997
2017-10-08,29,94.0,,0.94,27.259999999999998
2017-10-09,59,94.0,,0.94,55.459999999999994
2017-10-10,57,94.0,,0.94,53.58
2017-10-11,58,94.0,,0.94,54.519999999999996
2017-10-12,65,94.0,,0.94,61.099999999999994
2017-10-13,67,94.0,,0.94,62.98
2017-10-14,34,94.0,,0.94,31.959999999999997
2017-10-15,31,94.0,,0.94,29.139999999999997
2017-10-16,75,94.0,,0.94,70.5
2017-10-17,72,94.0,,0.94,67.67999999999999
2017-10-18,63,94.0,,0.94,59.22
2017-10-19,71,94.0,,0.94,66.74
2017-10-20,60,94.0,,0.94,56.4
2017-10-21,39,94.0,,0.94,36.66
2017-10-22,38,94.0,,0.94,35.72
2017-10-23,74,94.0,,0.94,69.56
2017-10-24,100,94.0,,0.94,94.0
2017-10-25,73,94.0,,0.94,68.61999999999999
2017-10-26,79,94.0,,0.94,74.25999999999999
2017-10-27,69,94.0,,0.94,64.86
2017-10-28,29,94.0,,0.94,27.259999999999998
2017-10-29,32,94.0,,0.94,30.08
2017-10-30,70,94.0,,0.94,65.8
2017-10-31,76,94.0,,0.94,71.44
2017-11-01,84,89.0,False,0.89,74.76
2017-11-02,94,89.0,,0.89,83.66
2017-11-03,91,89.0,,0.89,80.99
2017-11-04,37,89.0,,0.89,32.93
2017-11-05,28,89.0,,0.89,24.92
2017-11-06,71,89.0,,0.89,63.19
2017-11-07,89,89.0,,0.89,79.21000000000001
2017-11-08,95,89.0,,0.89,84.55
2017-11-09,85,89.0,,0.89,75.65
2017-11-10,64,89.0,,0.89,56.96
2017-11-11,33,89.0,,0.89,29.37
2017-11-12,54,89.0,,0.89,48.06
2017-11-13,81,89.0,,0.89,72.09
2017-11-14,91,89.0,,0.89,80.99
2017-11-15,100,89.0,,0.89,89.0
2017-11-16,82,89.0,,0.89,72.98
2017-11-17,80,89.0,,0.89,71.2
2017-11-18,35,89.0,,0.89,31.150000000000002
2017-11-19,30,89.0,,0.89,26.7
2017-11-20,66,89.0,,0.89,58.74
2017-11-21,58,89.0,,0.89,51.62
2017-11-22,61,89.0,,0.89,54.29
2017-11-23,25,89.0,,0.89,22.25
2017-11-24,36,89.0,,0.89,32.04
2017-11-25,28,89.0,,0.89,24.92
2017-11-26,35,89.0,,0.89,31.150000000000002
2017-11-27,79,89.0,,0.89,70.31
2017-11-28,80,89.0,,0.89,71.2
2017-11-29,87,89.0,,0.89,77.43
2017-11-30,93,89.0,,0.89,82.77
2017-12-01,87,77.0,False,0.77,66.99
2017-12-02,37,77.0,,0.77,28.490000000000002
2017-12-03,39,77.0,,0.77,30.03
2017-12-04,81,77.0,,0.77,62.370000000000005
2017-12-05,100,77.0,,0.77,77.0
2017-12-06,95,77.0,,0.77,73.15
2017-12-07,90,77.0,,0.77,69.3
2017-12-08,81,77.0,,0.77,62.370000000000005
2017-12-09,37,77.0,,0.77,28.490000000000002
2017-12-10,52,77.0,,0.77,40.04
2017-12-11,96,77.0,,0.77,73.92
2017-12-12,92,77.0,,0.77,70.84
2017-12-13,95,77.0,,0.77,73.15
2017-12-14,94,77.0,,0.77,72.38
2017-12-15,80,77.0,,0.77,61.6
2017-12-16,41,77.0,,0.77,31.57
2017-12-17,41,77.0,,0.77,31.57
2017-12-18,88,77.0,,0.77,67.76
2017-12-19,82,77.0,,0.77,63.14
2017-12-20,85,77.0,,0.77,65.45
2017-12-21,70,77.0,,0.77,53.9
2017-12-22,54,77.0,,0.77,41.58
2017-12-23,28,77.0,,0.77,21.560000000000002
2017-12-24,23,77.0,,0.77,17.71
2017-12-25,23,77.0,,0.77,17.71
2017-12-26,45,77.0,,0.77,34.65
2017-12-27,63,77.0,,0.77,48.51
2017-12-28,50,77.0,,0.77,38.5
2017-12-29,47,77.0,,0.77,36.19
2017-12-30,32,77.0,,0.77,24.64
2017-12-31,27,77.0,,0.77,20.79
2018-01-01,28,76.0,False,0.76,21.28
2018-01-02,62,76.0,,0.76,47.12
2018-01-03,66,76.0,,0.76,50.160000000000004
2018-01-04,71,76.0,,0.76,53.96
2018-01-05,60,76.0,,0.76,45.6
2018-01-06,36,76.0,,0.76,27.36
2018-01-07,35,76.0,,0.76,26.6
2018-01-08,71,76.0,,0.76,53.96
2018-01-09,73,76.0,,0.76,55.480000000000004
2018-01-10,83,76.0,,0.76,63.08
2018-01-11,96,76.0,,0.76,72.96000000000001
2018-01-12,70,76.0,,0.76,53.2
2018-01-13,47,76.0,,0.76,35.72
2018-01-14,34,76.0,,0.76,25.84
2018-01-15,68,76.0,,0.76,51.68
2018-01-16,79,76.0,,0.76,60.04
2018-01-17,87,76.0,,0.76,66.12
2018-01-18,85,76.0,,0.76,64.6
2018-01-19,73,76.0,,0.76,55.480000000000004
2018-01-20,42,76.0,,0.76,31.92
2018-01-21,40,76.0,,0.76,30.4
2018-01-22,77,76.0,,0.76,58.52
2018-01-23,84,76.0,,0.76,63.84
2018-01-24,97,76.0,,0.76,73.72
2018-01-25,97,76.0,,0.76,73.72
2018-01-26,88,76.0,,0.76,66.88
2018-01-27,50,76.0,,0.76,38.0
2018-01-28,43,76.0,,0.76,32.68
2018-01-29,77,76.0,,0.76,58.52
