date,earnings_unscaled,earnings_monthly,isPartial,scale,earnings
2013-04-13,23,44.0,,0.44,10.12
2013-04-14,33,44.0,,0.44,14.52
2013-04-15,41,44.0,,0.44,18.04
2013-04-16,37,44.0,,0.44,16.28
2013-04-17,44,44.0,,0.44,19.36
2013-04-18,36,44.0,,0.44,15.84
2013-04-19,34,44.0,,0.44,14.96
2013-04-20,18,44.0,,0.44,7.92
2013-04-21,17,44.0,,0.44,7.48
2013-04-22,50,44.0,,0.44,22.0
2013-04-23,100,44.0,,0.44,44.0
2013-04-24,56,44.0,,0.44,24.64
2013-04-25,57,44.0,,0.44,25.080000000000002
2013-04-26,32,44.0,,0.44,14.08
2013-04-27,16,44.0,,0.44,7.04
2013-04-28,17,44.0,,0.44,7.48
2013-04-29,37,44.0,,0.44,16.28
2013-04-30,41,44.0,,0.44,18.04
2013-05-01,100,31.0,False,0.31,31.0
2013-05-02,88,31.0,,0.31,27.28
2013-05-03,69,31.0,,0.31,21.39
2013-05-04,41,31.0,,0.31,12.709999999999999
2013-05-05,39,31.0,,0.31,12.09
2013-05-06,73,31.0,,0.31,22.63
2013-05-07,77,31.0,,0.31,23.87
2013-05-08,86,31.0,,0.31,26.66
2013-05-09,68,31.0,,0.31,21.08
2013-05-10,58,31.0,,0.31,17.98
2013-05-11,24,31.0,,0.31,7.4399999999999995
2013-05-12,56,31.0,,0.31,17.36
2013-05-13,58,31.0,,0.31,17.98
2013-05-14,53,31.0,,0.31,16.43
2013-05-15,59,31.0,,0.31,18.29
2013-05-16,56,31.0,,0.31,17.36
2013-05-17,37,31.0,,0.31,11.47
2013-05-18,34,31.0,,0.31,10.54
2013-05-19,48,31.0,,0.31,14.879999999999999
2013-05-20,43,31.0,,0.31,13.33
2013-05-21,47,31.0,,0.31,14.57
2013-05-22,49,31.0,,0.31,15.19
2013-05-23,53,31.0,,0.31,16.43
2013-05-24,36,31.0,,0.31,11.16
2013-05-25,29,31.0,,0.31,8.99
2013-05-26,21,31.0,,0.31,6.51
2013-05-27,28,31.0,,0.31,8.68
2013-05-28,45,31.0,,0.31,13.95
2013-05-29,45,31.0,,0.31,13.95
2013-05-30,43,31.0,,0.31,13.33
2013-05-31,35,31.0,,0.31,10.85
2013-06-01,48,23.0,False,0.23,11.040000000000001
2013-06-02,57,23.0,,0.23,13.110000000000001
2013-06-03,87,23.0,,0.23,20.01
2013-06-04,83,23.0,,0.23,19.09
2013-06-05,71,23.0,,0.23,16.330000000000002
2013-06-06,81,23.0,,0.23,18.630000000000003
2013-06-07,73,23.0,,0.23,16.79
2013-06-08,57,23.0,,0.23,13.110000000000001
2013-06-09,77,23.0,,0.23,17.71
2013-06-10,88,23.0,,0.23,20.240000000000002
2013-06-11,64,23.0,,0.23,14.72
2013-06-12,73,23.0,,0.23,16.79
2013-06-13,75,23.0,,0.23,17.25
2013-06-14,72,23.0,,0.23,16.560000000000002
2013-06-15,60,23.0,,0.23,13.8
2013-06-16,67,23.0,,0.23,15.41
2013-06-17,100,23.0,,0.23,23.0
2013-06-18,76,23.0,,0.23,17.48
2013-06-19,75,23.0,,0.23,17.25
2013-06-20,63,23.0,,0.23,14.49
2013-06-21,80,23.0,,0.23,18.400000000000002
2013-06-22,56,23.0,,0.23,12.88
2013-06-23,91,23.0,,0.23,20.93
2013-06-24,76,23.0,,0.23,17.48
2013-06-25,83,23.0,,0.23,19.09
2013-06-26,71,23.0,,0.23,16.330000000000002
2013-06-27,72,23.0,,0.23,16.560000000000002
2013-06-28,84,23.0,,0.23,19.32
2013-06-29,52,23.0,,0.23,11.96
2013-06-30,77,23.0,,0.23,17.71
2013-07-01,31,41.0,False,0.41,12.709999999999999
2013-07-02,26,41.0,,0.41,10.66
2013-07-03,22,41.0,,0.41,9.02
2013-07-04,17,41.0,,0.41,6.97
2013-07-05,24,41.0,,0.41,9.84
2013-07-06,22,41.0,,0.41,9.02
2013-07-07,21,41.0,,0.41,8.61
2013-07-08,44,41.0,,0.41,18.04
2013-07-09,32,41.0,,0.41,13.12
2013-07-10,40,41.0,,0.41,16.4
2013-07-11,24,41.0,,0.41,9.84
2013-07-12,45,41.0,,0.41,18.45
2013-07-13,25,41.0,,0.41,10.25
2013-07-14,20,41.0,,0.41,8.2
2013-07-15,59,41.0,,0.41,24.189999999999998
2013-07-16,51,41.0,,0.41,20.91
2013-07-17,67,41.0,,0.41,27.47
2013-07-18,69,41.0,,0.41,28.29
2013-07-19,63,41.0,,0.41,25.83
2013-07-20,25,41.0,,0.41,10.25
2013-07-21,44,41.0,,0.41,18.04
2013-07-22,70,41.0,,0.41,28.7
2013-07-23,100,41.0,,0.41,41.0
2013-07-24,85,41.0,,0.41,34.85
2013-07-25,77,41.0,,0.41,31.569999999999997
2013-07-26,45,41.0,,0.41,18.45
2013-07-27,26,41.0,,0.41,10.66
2013-07-28,33,41.0,,0.41,13.53
2013-07-29,50,41.0,,0.41,20.5
2013-07-30,69,41.0,,0.41,28.29
2013-07-31,56,41.0,,0.41,22.959999999999997
2013-08-01,83,31.0,False,0.31,25.73
2013-08-02,64,31.0,,0.31,19.84
2013-08-03,31,31.0,,0.31,9.61
2013-08-04,40,31.0,,0.31,12.4
2013-08-05,74,31.0,,0.31,22.94
2013-08-06,72,31.0,,0.31,22.32
2013-08-07,100,31.0,,0.31,31.0
2013-08-08,80,31.0,,0.31,24.8
2013-08-09,49,31.0,,0.31,15.19
2013-08-10,39,31.0,,0.31,12.09
2013-08-11,40,31.0,,0.31,12.4
2013-08-12,59,31.0,,0.31,18.29
2013-08-13,55,31.0,,0.31,17.05
2013-08-14,56,31.0,,0.31,17.36
2013-08-15,60,31.0,,0.31,18.6
2013-08-16,33,31.0,,0.31,10.23
2013-08-17,27,31.0,,0.31,8.37
2013-08-18,33,31.0,,0.31,10.23
2013-08-19,38,31.0,,0.31,11.78
2013-08-20,50,31.0,,0.31,15.5
2013-08-21,53,31.0,,0.31,16.43
2013-08-22,43,31.0,,0.31,13.33
2013-08-23,40,31.0,,0.31,12.4
2013-08-24,27,31.0,,0.31,8.37
2013-08-25,28,31.0,,0.31,8.68
2013-08-26,42,31.0,,0.31,13.02
2013-08-27,39,31.0,,0.31,12.09
2013-08-28,43,31.0,,0.31,13.33
2013-08-29,46,31.0,,0.31,14.26
2013-08-30,39,31.0,,0.31,12.09
2013-08-31,33,31.0,,0.31,10.23
2013-09-01,42,28.0,False,0.28,11.760000000000002
2013-09-02,63,28.0,,0.28,17.64
2013-09-03,56,28.0,,0.28,15.680000000000001
2013-09-04,70,28.0,,0.28,19.6
2013-09-05,69,28.0,,0.28,19.32
2013-09-06,78,28.0,,0.28,21.840000000000003
2013-09-07,47,28.0,,0.28,13.160000000000002
2013-09-08,54,28.0,,0.28,15.120000000000001
2013-09-09,81,28.0,,0.28,22.680000000000003
2013-09-10,73,28.0,,0.28,20.44
2013-09-11,65,28.0,,0.28,18.200000000000003
2013-09-12,100,28.0,,0.28,28.000000000000004
2013-09-13,62,28.0,,0.28,17.360000000000003
2013-09-14,34,28.0,,0.28,9.520000000000001
2013-09-15,80,28.0,,0.28,22.400000000000002
2013-09-16,78,28.0,,0.28,21.840000000000003
2013-09-17,91,28.0,,0.28,25.480000000000004
2013-09-18,96,28.0,,0.28,26.880000000000003
2013-09-19,90,28.0,,0.28,25.200000000000003
2013-09-20,70,28.0,,0.28,19.6
2013-09-21,60,28.0,,0.28,16.8
2013-09-22,67,28.0,,0.28,18.76
2013-09-23,96,28.0,,0.28,26.880000000000003
2013-09-24,81,28.0,,0.28,22.680000000000003
2013-09-25,77,28.0,,0.28,21.560000000000002
2013-09-26,86,28.0,,0.28,24.080000000000002
2013-09-27,81,28.0,,0.28,22.680000000000003
2013-09-28,54,28.0,,0.28,15.120000000000001
2013-09-29,70,28.0,,0.28,19.6
2013-09-30,90,28.0,,0.28,25.200000000000003
2013-10-01,39,45.0,False,0.45,17.55
2013-10-02,37,45.0,,0.45,16.650000000000002
2013-10-03,41,45.0,,0.45,18.45
2013-10-04,35,45.0,,0.45,15.75
2013-10-05,22,45.0,,0.45,9.9
2013-10-06,28,45.0,,0.45,12.6
2013-10-07,43,45.0,,0.45,19.35
2013-10-08,39,45.0,,0.45,17.55
2013-10-09,50,45.0,,0.45,22.5
2013-10-10,48,45.0,,0.45,21.6
2013-10-11,40,45.0,,0.45,18.0
2013-10-12,26,45.0,,0.45,11.700000000000001
2013-10-13,29,45.0,,0.45,13.05
2013-10-14,46,45.0,,0.45,20.7
2013-10-15,55,45.0,,0.45,24.75
2013-10-16,70,45.0,,0.45,31.5
2013-10-17,76,45.0,,0.45,34.2
2013-10-18,68,45.0,,0.45,30.6
2013-10-19,27,45.0,,0.45,12.15
2013-10-20,32,45.0,,0.45,14.4
2013-10-21,82,45.0,,0.45,36.9
2013-10-22,67,45.0,,0.45,30.150000000000002
2013-10-23,85,45.0,,0.45,38.25
2013-10-24,77,45.0,,0.45,34.65
2013-10-25,68,45.0,,0.45,30.6
2013-10-26,34,45.0,,0.45,15.3
2013-10-27,37,45.0,,0.45,16.650000000000002
2013-10-28,100,45.0,,0.45,45.0
2013-10-29,95,45.0,,0.45,42.75
2013-10-30,95,45.0,,0.45,42.75
2013-10-31,75,45.0,,0.45,33.75
2013-11-01,70,33.0,False,0.33,23.1
2013-11-02,23,33.0,,0.33,7.590000000000001
2013-11-03,30,33.0,,0.33,9.9
2013-11-04,88,33.0,,0.33,29.040000000000003
2013-11-05,100,33.0,,0.33,33.0
2013-11-06,72,33.0,,0.33,23.76
2013-11-07,62,33.0,,0.33,20.46
2013-11-08,41,33.0,,0.33,13.530000000000001
2013-11-09,26,33.0,,0.33,8.58
2013-11-10,41,33.0,,0.33,13.530000000000001
2013-11-11,43,33.0,,0.33,14.190000000000001
2013-11-12,51,33.0,,0.33,16.830000000000002
2013-11-13,58,33.0,,0.33,19.14
2013-11-14,60,33.0,,0.33,19.8
2013-11-15,45,33.0,,0.33,14.850000000000001
2013-11-16,33,33.0,,0.33,10.89
2013-11-17,39,33.0,,0.33,12.870000000000001
2013-11-18,57,33.0,,0.33,18.810000000000002
2013-11-19,42,33.0,,0.33,13.860000000000001
2013-11-20,54,33.0,,0.33,17.82
2013-11-21,53,33.0,,0.33,17.490000000000002
2013-11-22,31,33.0,,0.33,10.23
2013-11-23,22,33.0,,0.33,7.260000000000001
2013-11-24,22,33.0,,0.33,7.260000000000001
2013-11-25,40,33.0,,0.33,13.200000000000001
2013-11-26,41,33.0,,0.33,13.530000000000001
2013-11-27,27,33.0,,0.33,8.91
2013-11-28,22,33.0,,0.33,7.260000000000001
2013-11-29,26,33.0,,0.33,8.58
2013-11-30,26,33.0,,0.33,8.58
2013-12-01,57,23.0,False,0.23,13.110000000000001
2013-12-02,84,23.0,,0.23,19.32
2013-12-03,88,23.0,,0.23,20.240000000000002
2013-12-04,67,23.0,,0.23,15.41
2013-12-05,100,23.0,,0.23,23.0
2013-12-06,76,23.0,,0.23,17.48
2013-12-07,57,23.0,,0.23,13.110000000000001
2013-12-08,62,23.0,,0.23,14.26
2013-12-09,74,23.0,,0.23,17.02
2013-12-10,83,23.0,,0.23,19.09
2013-12-11,96,23.0,,0.23,22.080000000000002
2013-12-12,98,23.0,,0.23,22.540000000000003
2013-12-13,60,23.0,,0.23,13.8
2013-12-14,40,23.0,,0.23,9.200000000000001
2013-12-15,64,23.0,,0.23,14.72
2013-12-16,76,23.0,,0.23,17.48
2013-12-17,76,23.0,,0.23,17.48
2013-12-18,79,23.0,,0.23,18.17
2013-12-19,86,23.0,,0.23,19.78
2013-12-20,92,23.0,,0.23,21.16
2013-12-21,54,23.0,,0.23,12.42
2013-12-22,28,23.0,,0.23,6.44
2013-12-23,65,23.0,,0.23,14.950000000000001
2013-12-24,48,23.0,,0.23,11.040000000000001
2013-12-25,37,23.0,,0.23,8.51
2013-12-26,59,23.0,,0.23,13.57
2013-12-27,59,23.0,,0.23,13.57
2013-12-28,41,23.0,,0.23,9.43
2013-12-29,42,23.0,,0.23,9.66
2013-12-30,51,23.0,,0.23,11.73
2013-12-31,51,23.0,,0.23,11.73
2014-01-01,19,45.0,False,0.45,8.55
2014-01-02,32,45.0,,0.45,14.4
2014-01-03,37,45.0,,0.45,16.650000000000002
2014-01-04,18,45.0,,0.45,8.1
2014-01-05,22,45.0,,0.45,9.9
2014-01-06,42,45.0,,0.45,18.900000000000002
2014-01-07,46,45.0,,0.45,20.7
2014-01-08,42,45.0,,0.45,18.900000000000002
2014-01-09,48,45.0,,0.45,21.6
2014-01-10,52,45.0,,0.45,23.400000000000002
2014-01-11,29,45.0,,0.45,13.05
2014-01-12,31,45.0,,0.45,13.950000000000001
2014-01-13,49,45.0,,0.45,22.05
2014-01-14,62,45.0,,0.45,27.900000000000002
2014-01-15,71,45.0,,0.45,31.95
2014-01-16,74,45.0,,0.45,33.300000000000004
2014-01-17,63,45.0,,0.45,28.35
2014-01-18,45,45.0,,0.45,20.25
2014-01-19,35,45.0,,0.45,15.75
2014-01-20,47,45.0,,0.45,21.150000000000002
2014-01-21,83,45.0,,0.45,37.35
2014-01-22,98,45.0,,0.45,44.1
2014-01-23,88,45.0,,0.45,39.6
2014-01-24,70,45.0,,0.45,31.5
2014-01-25,35,45.0,,0.45,15.75
2014-01-26,40,45.0,,0.45,18.0
2014-01-27,100,45.0,,0.45,45.0
2014-01-28,89,45.0,,0.45,40.050000000000004
2014-01-29,93,45.0,,0.45,41.85
2014-01-30,99,45.0,,0.45,44.550000000000004
2014-01-31,65,45.0,,0.45,29.25
2014-02-01,45,44.0,False,0.44,19.8
2014-02-02,34,44.0,,0.44,14.96
2014-02-03,61,44.0,,0.44,26.84
2014-02-04,84,44.0,,0.44,36.96
2014-02-05,100,44.0,,0.44,44.0
2014-02-06,63,44.0,,0.44,27.72
2014-02-07,56,44.0,,0.44,24.64
2014-02-08,35,44.0,,0.44,15.4
2014-02-09,30,44.0,,0.44,13.2
2014-02-10,55,44.0,,0.44,24.2
2014-02-11,66,44.0,,0.44,29.04
2014-02-12,73,44.0,,0.44,32.12
2014-02-13,60,44.0,,0.44,26.4
2014-02-14,51,44.0,,0.44,22.44
2014-02-15,30,44.0,,0.44,13.2
2014-02-16,38,44.0,,0.44,16.72
2014-02-17,41,44.0,,0.44,18.04
2014-02-18,58,44.0,,0.44,25.52
2014-02-19,76,44.0,,0.44,33.44
2014-02-20,58,44.0,,0.44,25.52
2014-02-21,54,44.0,,0.44,23.76
2014-02-22,28,44.0,,0.44,12.32
2014-02-23,32,44.0,,0.44,14.08
2014-02-24,55,44.0,,0.44,24.2
2014-02-25,71,44.0,,0.44,31.24
2014-02-26,68,44.0,,0.44,29.92
2014-02-27,64,44.0,,0.44,28.16
2014-02-28,51,44.0,,0.44,22.44
2014-03-01,75,29.0,False,0.29,21.75
2014-03-02,43,29.0,,0.29,12.469999999999999
2014-03-03,76,29.0,,0.29,22.04
2014-03-04,100,29.0,,0.29,28.999999999999996
2014-03-05,83,29.0,,0.29,24.069999999999997
2014-03-06,66,29.0,,0.29,19.139999999999997
2014-03-07,75,29.0,,0.29,21.75
2014-03-08,56,29.0,,0.29,16.24
2014-03-09,70,29.0,,0.29,20.299999999999997
2014-03-10,98,29.0,,0.29,28.419999999999998
2014-03-11,70,29.0,,0.29,20.299999999999997
2014-03-12,78,29.0,,0.29,22.619999999999997
2014-03-13,72,29.0,,0.29,20.88
2014-03-14,61,29.0,,0.29,17.689999999999998
2014-03-15,46,29.0,,0.29,13.34
2014-03-16,52,29.0,,0.29,15.079999999999998
2014-03-17,61,29.0,,0.29,17.689999999999998
2014-03-18,85,29.0,,0.29,24.65
2014-03-19,71,29.0,,0.29,20.59
2014-03-20,79,29.0,,0.29,22.91
2014-03-21,70,29.0,,0.29,20.299999999999997
2014-03-22,41,29.0,,0.29,11.889999999999999
2014-03-23,54,29.0,,0.29,15.659999999999998
2014-03-24,85,29.0,,0.29,24.65
2014-03-25,78,29.0,,0.29,22.619999999999997
2014-03-26,68,29.0,,0.29,19.72
2014-03-27,84,29.0,,0.29,24.36
2014-03-28,52,29.0,,0.29,15.079999999999998
2014-03-29,53,29.0,,0.29,15.37
2014-03-30,53,29.0,,0.29,15.37
2014-03-31,67,29.0,,0.29,19.43
2014-04-01,35,45.0,False,0.45,15.75
2014-04-02,35,45.0,,0.45,15.75
2014-04-03,31,45.0,,0.45,13.950000000000001
2014-04-04,34,45.0,,0.45,15.3
2014-04-05,17,45.0,,0.45,7.65
2014-04-06,22,45.0,,0.45,9.9
2014-04-07,41,45.0,,0.45,18.45
2014-04-08,31,45.0,,0.45,13.950000000000001
2014-04-09,44,45.0,,0.45,19.8
2014-04-10,49,45.0,,0.45,22.05
2014-04-11,50,45.0,,0.45,22.5
2014-04-12,34,45.0,,0.45,15.3
2014-04-13,45,45.0,,0.45,20.25
2014-04-14,46,45.0,,0.45,20.7
2014-04-15,62,45.0,,0.45,27.900000000000002
2014-04-16,55,45.0,,0.45,24.75
2014-04-17,69,45.0,,0.45,31.05
2014-04-18,38,45.0,,0.45,17.1
2014-04-19,27,45.0,,0.45,12.15
2014-04-20,31,45.0,,0.45,13.950000000000001
2014-04-21,64,45.0,,0.45,28.8
2014-04-22,73,45.0,,0.45,32.85
2014-04-23,100,45.0,,0.45,45.0
2014-04-24,97,45.0,,0.45,43.65
2014-04-25,63,45.0,,0.45,28.35
2014-04-26,25,45.0,,0.45,11.25
2014-04-27,37,45.0,,0.45,16.650000000000002
2014-04-28,53,45.0,,0.45,23.85
2014-04-29,55,45.0,,0.45,24.75
2014-04-30,61,45.0,,0.45,27.45
2014-05-01,100,31.0,False,0.31,31.0
2014-05-02,58,31.0,,0.31,17.98
2014-05-03,39,31.0,,0.31,12.09
2014-05-04,42,31.0,,0.31,13.02
2014-05-05,78,31.0,,0.31,24.18
2014-05-06,83,31.0,,0.31,25.73
2014-05-07,90,31.0,,0.31,27.9
2014-05-08,77,31.0,,0.31,23.87
2014-05-09,50,31.0,,0.31,15.5
2014-05-10,28,31.0,,0.31,8.68
2014-05-11,36,31.0,,0.31,11.16
2014-05-12,51,31.0,,0.31,15.81
2014-05-13,54,31.0,,0.31,16.74
2014-05-14,49,31.0,,0.31,15.19
2014-05-15,45,31.0,,0.31,13.95
2014-05-16,41,31.0,,0.31,12.709999999999999
2014-05-17,33,31.0,,0.31,10.23
2014-05-18,29,31.0,,0.31,8.99
2014-05-19,44,31.0,,0.31,13.64
2014-05-20,48,31.0,,0.31,14.879999999999999
2014-05-21,51,31.0,,0.31,15.81
2014-05-22,55,31.0,,0.31,17.05
2014-05-23,35,31.0,,0.31,10.85
2014-05-24,15,31.0,,0.31,4.65
2014-05-25,27,31.0,,0.31,8.37
2014-05-26,25,31.0,,0.31,7.75
2014-05-27,50,31.0,,0.31,15.5
2014-05-28,38,31.0,,0.31,11.78
2014-05-29,38,31.0,,0.31,11.78
2014-05-30,38,31.0,,0.31,11.78
2014-05-31,29,31.0,,0.31,8.99
2014-06-01,53,24.0,False,0.24,12.719999999999999
2014-06-02,63,24.0,,0.24,15.12
2014-06-03,49,24.0,,0.24,11.76
2014-06-04,83,24.0,,0.24,19.919999999999998
2014-06-05,81,24.0,,0.24,19.439999999999998
2014-06-06,94,24.0,,0.24,22.56
2014-06-07,44,24.0,,0.24,10.559999999999999
2014-06-08,67,24.0,,0.24,16.08
2014-06-09,79,24.0,,0.24,18.96
2014-06-10,75,24.0,,0.24,18.0
2014-06-11,66,24.0,,0.24,15.84
2014-06-12,67,24.0,,0.24,16.08
2014-06-13,60,24.0,,0.24,14.399999999999999
2014-06-14,42,24.0,,0.24,10.08
2014-06-15,50,24.0,,0.24,12.0
2014-06-16,90,24.0,,0.24,21.599999999999998
2014-06-17,100,24.0,,0.24,24.0
2014-06-18,100,24.0,,0.24,24.0
2014-06-19,80,24.0,,0.24,19.2
2014-06-20,91,24.0,,0.24,21.84
2014-06-21,42,24.0,,0.24,10.08
2014-06-22,47,24.0,,0.24,11.28
2014-06-23,88,24.0,,0.24,21.119999999999997
2014-06-24,84,24.0,,0.24,20.16
2014-06-25,85,24.0,,0.24,20.4
2014-06-26,87,24.0,,0.24,20.88
2014-06-27,92,24.0,,0.24,22.08
2014-06-28,44,24.0,,0.24,10.559999999999999
2014-06-29,61,24.0,,0.24,14.639999999999999
2014-06-30,84,24.0,,0.24,20.16
2014-07-01,35,46.0,False,0.46,16.1
2014-07-02,26,46.0,,0.46,11.96
2014-07-03,22,46.0,,0.46,10.120000000000001
2014-07-04,14,46.0,,0.46,6.44
2014-07-05,10,46.0,,0.46,4.6000000000000005
2014-07-06,17,46.0,,0.46,7.82
2014-07-07,35,46.0,,0.46,16.1
2014-07-08,36,46.0,,0.46,16.560000000000002
2014-07-09,44,46.0,,0.46,20.240000000000002
2014-07-10,31,46.0,,0.46,14.26
2014-07-11,37,46.0,,0.46,17.02
2014-07-12,19,46.0,,0.46,8.74
2014-07-13,22,46.0,,0.46,10.120000000000001
2014-07-14,52,46.0,,0.46,23.92
2014-07-15,46,46.0,,0.46,21.16
2014-07-16,59,46.0,,0.46,27.14
2014-07-17,66,46.0,,0.46,30.360000000000003
2014-07-18,48,46.0,,0.46,22.080000000000002
2014-07-19,27,46.0,,0.46,12.42
2014-07-20,33,46.0,,0.46,15.180000000000001
2014-07-21,63,46.0,,0.46,28.98
2014-07-22,100,46.0,,0.46,46.0
2014-07-23,94,46.0,,0.46,43.24
2014-07-24,68,46.0,,0.46,31.28
2014-07-25,58,46.0,,0.46,26.68
2014-07-26,21,46.0,,0.46,9.66
2014-07-27,24,46.0,,0.46,11.040000000000001
2014-07-28,55,46.0,,0.46,25.3
2014-07-29,70,46.0,,0.46,32.2
2014-07-30,70,46.0,,0.46,32.2
2014-07-31,66,46.0,,0.46,30.360000000000003
2014-08-01,79,30.0,False,0.3,23.7
2014-08-02,43,30.0,,0.3,12.9
2014-08-03,47,30.0,,0.3,14.1
2014-08-04,91,30.0,,0.3,27.3
2014-08-05,100,30.0,,0.3,30.0
2014-08-06,90,30.0,,0.3,27.0
2014-08-07,88,30.0,,0.3,26.4
2014-08-08,53,30.0,,0.3,15.899999999999999
2014-08-09,36,30.0,,0.3,10.799999999999999
2014-08-10,49,30.0,,0.3,14.7
2014-08-11,85,30.0,,0.3,25.5
2014-08-12,69,30.0,,0.3,20.7
2014-08-13,75,30.0,,0.3,22.5
2014-08-14,62,30.0,,0.3,18.599999999999998
2014-08-15,50,30.0,,0.3,15.0
2014-08-16,33,30.0,,0.3,9.9
2014-08-17,39,30.0,,0.3,11.7
2014-08-18,48,30.0,,0.3,14.399999999999999
2014-08-19,60,30.0,,0.3,18.0
2014-08-20,61,30.0,,0.3,18.3
2014-08-21,58,30.0,,0.3,17.4
2014-08-22,46,30.0,,0.3,13.799999999999999
2014-08-23,30,30.0,,0.3,9.0
2014-08-24,36,30.0,,0.3,10.799999999999999
2014-08-25,59,30.0,,0.3,17.7
2014-08-26,62,30.0,,0.3,18.599999999999998
2014-08-27,56,30.0,,0.3,16.8
2014-08-28,63,30.0,,0.3,18.9
2014-08-29,51,30.0,,0.3,15.299999999999999
2014-08-30,38,30.0,,0.3,11.4
2014-08-31,36,30.0,,0.3,10.799999999999999
2014-09-01,41,32.0,False,0.32,13.120000000000001
2014-09-02,83,32.0,,0.32,26.560000000000002
2014-09-03,74,32.0,,0.32,23.68
2014-09-04,73,32.0,,0.32,23.36
2014-09-05,53,32.0,,0.32,16.96
2014-09-06,42,32.0,,0.32,13.44
2014-09-07,53,32.0,,0.32,16.96
2014-09-08,80,32.0,,0.32,25.6
2014-09-09,87,32.0,,0.32,27.84
2014-09-10,71,32.0,,0.32,22.72
2014-09-11,87,32.0,,0.32,27.84
2014-09-12,57,32.0,,0.32,18.240000000000002
2014-09-13,49,32.0,,0.32,15.68
2014-09-14,80,32.0,,0.32,25.6
2014-09-15,86,32.0,,0.32,27.52
2014-09-16,100,32.0,,0.32,32.0
2014-09-17,79,32.0,,0.32,25.28
2014-09-18,85,32.0,,0.32,27.2
2014-09-19,56,32.0,,0.32,17.92
2014-09-20,31,32.0,,0.32,9.92
2014-09-21,53,32.0,,0.32,16.96
2014-09-22,57,32.0,,0.32,18.240000000000002
2014-09-23,71,32.0,,0.32,22.72
2014-09-24,78,32.0,,0.32,24.96
2014-09-25,66,32.0,,0.32,21.12
2014-09-26,57,32.0,,0.32,18.240000000000002
2014-09-27,54,32.0,,0.32,17.28
2014-09-28,35,32.0,,0.32,11.200000000000001
2014-09-29,69,32.0,,0.32,22.080000000000002
2014-09-30,69,32.0,,0.32,22.080000000000002
2014-10-01,41,46.0,False,0.46,18.86
2014-10-02,38,46.0,,0.46,17.48
2014-10-03,32,46.0,,0.46,14.72
2014-10-04,22,46.0,,0.46,10.120000000000001
2014-10-05,23,46.0,,0.46,10.58
2014-10-06,52,46.0,,0.46,23.92
2014-10-07,46,46.0,,0.46,21.16
2014-10-08,52,46.0,,0.46,23.92
2014-10-09,46,46.0,,0.46,21.16
2014-10-10,34,46.0,,0.46,15.64
2014-10-11,27,46.0,,0.46,12.42
2014-10-12,21,46.0,,0.46,9.66
2014-10-13,52,46.0,,0.46,23.92
2014-10-14,59,46.0,,0.46,27.14
2014-10-15,67,46.0,,0.46,30.82
2014-10-16,73,46.0,,0.46,33.58
2014-10-17,57,46.0,,0.46,26.220000000000002
2014-10-18,26,46.0,,0.46,11.96
2014-10-19,39,46.0,,0.46,17.94
2014-10-20,100,46.0,,0.46,46.0
2014-10-21,85,46.0,,0.46,39.1
2014-10-22,75,46.0,,0.46,34.5
2014-10-23,95,46.0,,0.46,43.7
2014-10-24,60,46.0,,0.46,27.6
2014-10-25,25,46.0,,0.46,11.5
2014-10-26,25,46.0,,0.46,11.5
2014-10-27,75,46.0,,0.46,34.5
2014-10-28,84,46.0,,0.46,38.64
2014-10-29,71,46.0,,0.46,32.660000000000004
2014-10-30,82,46.0,,0.46,37.72
2014-10-31,53,46.0,,0.46,24.380000000000003
2014-11-01,36,35.0,False,0.35,12.6
2014-11-02,37,35.0,,0.35,12.95
2014-11-03,85,35.0,,0.35,29.749999999999996
2014-11-04,100,35.0,,0.35,35.0
2014-11-05,78,35.0,,0.35,27.299999999999997
2014-11-06,91,35.0,,0.35,31.849999999999998
2014-11-07,71,35.0,,0.35,24.849999999999998
2014-11-08,22,35.0,,0.35,7.699999999999999
2014-11-09,25,35.0,,0.35,8.75
2014-11-10,67,35.0,,0.35,23.45
2014-11-11,80,35.0,,0.35,28.0
2014-11-12,60,35.0,,0.35,21.0
2014-11-13,58,35.0,,0.35,20.299999999999997
2014-11-14,53,35.0,,0.35,18.549999999999997
2014-11-15,30,35.0,,0.35,10.5
2014-11-16,28,35.0,,0.35,9.799999999999999
2014-11-17,37,35.0,,0.35,12.95
2014-11-18,64,35.0,,0.35,22.4
2014-11-19,58,35.0,,0.35,20.299999999999997
2014-11-20,56,35.0,,0.35,19.599999999999998
2014-11-21,37,35.0,,0.35,12.95
2014-11-22,35,35.0,,0.35,12.25
2014-11-23,34,35.0,,0.35,11.899999999999999
2014-11-24,57,35.0,,0.35,19.95
2014-11-25,51,35.0,,0.35,17.849999999999998
2014-11-26,32,35.0,,0.35,11.2
2014-11-27,18,35.0,,0.35,6.3
2014-11-28,37,35.0,,0.35,12.95
2014-11-29,24,35.0,,0.35,8.399999999999999
2014-11-30,28,35.0,,0.35,9.799999999999999
2014-12-01,81,24.0,False,0.24,19.439999999999998
2014-12-02,89,24.0,,0.24,21.36
2014-12-03,100,24.0,,0.24,24.0
2014-12-04,78,24.0,,0.24,18.72
2014-12-05,66,24.0,,0.24,15.84
2014-12-06,74,24.0,,0.24,17.759999999999998
2014-12-07,81,24.0,,0.24,19.439999999999998
2014-12-08,88,24.0,,0.24,21.119999999999997
