date,earnings_unscaled,earnings_monthly,isPartial,scale,earnings
2011-08-22,59,29.0,,0.29,17.11
2011-08-23,60,29.0,,0.29,17.4
2011-08-24,62,29.0,,0.29,17.98
2011-08-25,73,29.0,,0.29,21.169999999999998
2011-08-26,52,29.0,,0.29,15.079999999999998
2011-08-27,26,29.0,,0.29,7.539999999999999
2011-08-28,50,29.0,,0.29,14.499999999999998
2011-08-29,63,29.0,,0.29,18.27
2011-08-30,64,29.0,,0.29,18.56
2011-08-31,73,29.0,,0.29,21.169999999999998
2011-09-01,67,26.0,False,0.26,17.42
2011-09-02,62,26.0,,0.26,16.12
2011-09-03,40,26.0,,0.26,10.4
2011-09-04,27,26.0,,0.26,7.0200000000000005
2011-09-05,45,26.0,,0.26,11.700000000000001
2011-09-06,65,26.0,,0.26,16.900000000000002
2011-09-07,50,26.0,,0.26,13.0
2011-09-08,77,26.0,,0.26,20.02
2011-09-09,68,26.0,,0.26,17.68
2011-09-10,23,26.0,,0.26,5.98
2011-09-11,38,26.0,,0.26,9.88
2011-09-12,69,26.0,,0.26,17.94
2011-09-13,55,26.0,,0.26,14.3
2011-09-14,73,26.0,,0.26,18.98
2011-09-15,54,26.0,,0.26,14.040000000000001
2011-09-16,48,26.0,,0.26,12.48
2011-09-17,62,26.0,,0.26,16.12
2011-09-18,54,26.0,,0.26,14.040000000000001
2011-09-19,75,26.0,,0.26,19.5
2011-09-20,100,26.0,,0.26,26.0
2011-09-21,66,26.0,,0.26,17.16
2011-09-22,59,26.0,,0.26,15.34
2011-09-23,52,26.0,,0.26,13.52
2011-09-24,29,26.0,,0.26,7.54
2011-09-25,60,26.0,,0.26,15.600000000000001
2011-09-26,81,26.0,,0.26,21.060000000000002
2011-09-27,77,26.0,,0.26,20.02
2011-09-28,67,26.0,,0.26,17.42
2011-09-29,68,26.0,,0.26,17.68
2011-09-30,51,26.0,,0.26,13.26
2011-10-01,15,45.0,False,0.45,6.75
2011-10-02,19,45.0,,0.45,8.55
2011-10-03,38,45.0,,0.45,17.1
2011-10-04,43,45.0,,0.45,19.35
2011-10-05,23,45.0,,0.45,10.35
2011-10-06,35,45.0,,0.45,15.75
2011-10-07,31,45.0,,0.45,13.950000000000001
2011-10-08,24,45.0,,0.45,10.8
2011-10-09,25,45.0,,0.45,11.25
2011-10-10,42,45.0,,0.45,18.900000000000002
2011-10-11,47,45.0,,0.45,21.150000000000002
2011-10-12,56,45.0,,0.45,25.2
2011-10-13,58,45.0,,0.45,26.1
2011-10-14,54,45.0,,0.45,24.3
2011-10-15,31,45.0,,0.45,13.950000000000001
2011-10-16,22,45.0,,0.45,9.9
2011-10-17,69,45.0,,0.45,31.05
2011-10-18,100,45.0,,0.45,45.0
2011-10-19,72,45.0,,0.45,32.4
2011-10-20,63,45.0,,0.45,28.35
2011-10-21,46,45.0,,0.45,20.7
2011-10-22,29,45.0,,0.45,13.05
2011-10-23,28,45.0,,0.45,12.6
2011-10-24,52,45.0,,0.45,23.400000000000002
2011-10-25,65,45.0,,0.45,29.25
2011-10-26,71,45.0,,0.45,31.95
2011-10-27,64,45.0,,0.45,28.8
2011-10-28,46,45.0,,0.45,20.7
2011-10-29,25,45.0,,0.45,11.25
2011-10-30,31,45.0,,0.45,13.950000000000001
2011-10-31,47,45.0,,0.45,21.150000000000002
2011-11-01,83,28.0,False,0.28,23.240000000000002
2011-11-02,70,28.0,,0.28,19.6
2011-11-03,100,28.0,,0.28,28.000000000000004
2011-11-04,90,28.0,,0.28,25.200000000000003
2011-11-05,44,28.0,,0.28,12.32
2011-11-06,46,28.0,,0.28,12.88
2011-11-07,68,28.0,,0.28,19.040000000000003
2011-11-08,94,28.0,,0.28,26.320000000000004
2011-11-09,76,28.0,,0.28,21.28
2011-11-10,70,28.0,,0.28,19.6
2011-11-11,56,28.0,,0.28,15.680000000000001
2011-11-12,33,28.0,,0.28,9.24
2011-11-13,37,28.0,,0.28,10.360000000000001
2011-11-14,71,28.0,,0.28,19.880000000000003
2011-11-15,60,28.0,,0.28,16.8
2011-11-16,66,28.0,,0.28,18.48
2011-11-17,47,28.0,,0.28,13.160000000000002
2011-11-18,66,28.0,,0.28,18.48
2011-11-19,23,28.0,,0.28,6.44
2011-11-20,41,28.0,,0.28,11.48
2011-11-21,52,28.0,,0.28,14.560000000000002
2011-11-22,51,28.0,,0.28,14.280000000000001
2011-11-23,30,28.0,,0.28,8.4
2011-11-24,18,28.0,,0.28,5.040000000000001
2011-11-25,28,28.0,,0.28,7.840000000000001
2011-11-26,27,28.0,,0.28,7.5600000000000005
2011-11-27,40,28.0,,0.28,11.200000000000001
2011-11-28,32,28.0,,0.28,8.96
2011-11-29,57,28.0,,0.28,15.96
2011-11-30,65,28.0,,0.28,18.200000000000003
2011-12-01,79,21.0,False,0.21,16.59
2011-12-02,62,21.0,,0.21,13.02
2011-12-03,53,21.0,,0.21,11.129999999999999
2011-12-04,66,21.0,,0.21,13.86
2011-12-05,100,21.0,,0.21,21.0
2011-12-06,71,21.0,,0.21,14.91
2011-12-07,72,21.0,,0.21,15.12
2011-12-08,79,21.0,,0.21,16.59
2011-12-09,81,21.0,,0.21,17.009999999999998
2011-12-10,50,21.0,,0.21,10.5
2011-12-11,57,21.0,,0.21,11.969999999999999
2011-12-12,71,21.0,,0.21,14.91
2011-12-13,91,21.0,,0.21,19.11
2011-12-14,72,21.0,,0.21,15.12
2011-12-15,69,21.0,,0.21,14.49
2011-12-16,61,21.0,,0.21,12.809999999999999
2011-12-17,45,21.0,,0.21,9.45
2011-12-18,40,21.0,,0.21,8.4
2011-12-19,57,21.0,,0.21,11.969999999999999
2011-12-20,63,21.0,,0.21,13.229999999999999
2011-12-21,49,21.0,,0.21,10.29
2011-12-22,48,21.0,,0.21,10.08
2011-12-23,37,21.0,,0.21,7.77
2011-12-24,24,21.0,,0.21,5.04
2011-12-25,25,21.0,,0.21,5.25
2011-12-26,45,21.0,,0.21,9.45
2011-12-27,46,21.0,,0.21,9.66
2011-12-28,59,21.0,,0.21,12.389999999999999
2011-12-29,46,21.0,,0.21,9.66
2011-12-30,43,21.0,,0.21,9.03
2011-12-31,37,21.0,,0.21,7.77
2012-01-01,22,41.0,False,0.41,9.02
2012-01-02,22,41.0,,0.41,9.02
2012-01-03,23,41.0,,0.41,9.43
2012-01-04,29,41.0,,0.41,11.889999999999999
2012-01-05,14,41.0,,0.41,5.739999999999999
2012-01-06,29,41.0,,0.41,11.889999999999999
2012-01-07,19,41.0,,0.41,7.789999999999999
2012-01-08,17,41.0,,0.41,6.97
2012-01-09,48,41.0,,0.41,19.68
2012-01-10,28,41.0,,0.41,11.479999999999999
2012-01-11,39,41.0,,0.41,15.989999999999998
2012-01-12,36,41.0,,0.41,14.76
2012-01-13,35,41.0,,0.41,14.35
2012-01-14,18,41.0,,0.41,7.38
2012-01-15,27,41.0,,0.41,11.069999999999999
2012-01-16,22,41.0,,0.41,9.02
2012-01-17,51,41.0,,0.41,20.91
2012-01-18,57,41.0,,0.41,23.369999999999997
2012-01-19,69,41.0,,0.41,28.29
2012-01-20,54,41.0,,0.41,22.139999999999997
2012-01-21,30,41.0,,0.41,12.299999999999999
2012-01-22,26,41.0,,0.41,10.66
2012-01-23,55,41.0,,0.41,22.549999999999997
2012-01-24,100,41.0,,0.41,41.0
2012-01-25,82,41.0,,0.41,33.62
2012-01-26,67,41.0,,0.41,27.47
2012-01-27,47,41.0,,0.41,19.27
2012-01-28,34,41.0,,0.41,13.94
2012-01-29,42,41.0,,0.41,17.22
2012-01-30,58,41.0,,0.41,23.779999999999998
2012-01-31,59,41.0,,0.41,24.189999999999998
2012-02-01,99,40.0,False,0.4,39.6
2012-02-02,90,40.0,,0.4,36.0
2012-02-03,66,40.0,,0.4,26.400000000000002
2012-02-04,27,40.0,,0.4,10.8
2012-02-05,48,40.0,,0.4,19.200000000000003
2012-02-06,80,40.0,,0.4,32.0
2012-02-07,100,40.0,,0.4,40.0
2012-02-08,95,40.0,,0.4,38.0
2012-02-09,80,40.0,,0.4,32.0
2012-02-10,60,40.0,,0.4,24.0
2012-02-11,36,40.0,,0.4,14.4
2012-02-12,41,40.0,,0.4,16.400000000000002
2012-02-13,70,40.0,,0.4,28.0
2012-02-14,68,40.0,,0.4,27.200000000000003
2012-02-15,62,40.0,,0.4,24.8
2012-02-16,78,40.0,,0.4,31.200000000000003
2012-02-17,54,40.0,,0.4,21.6
2012-02-18,37,40.0,,0.4,14.8
2012-02-19,37,40.0,,0.4,14.8
2012-02-20,43,40.0,,0.4,17.2
2012-02-21,61,40.0,,0.4,24.400000000000002
2012-02-22,78,40.0,,0.4,31.200000000000003
2012-02-23,67,40.0,,0.4,26.8
2012-02-24,58,40.0,,0.4,23.200000000000003
2012-02-25,29,40.0,,0.4,11.600000000000001
2012-02-26,46,40.0,,0.4,18.400000000000002
2012-02-27,70,40.0,,0.4,28.0
2012-02-28,73,40.0,,0.4,29.200000000000003
2012-02-29,44,40.0,,0.4,17.6
2012-03-01,63,27.0,False,0.27,17.01
2012-03-02,75,27.0,,0.27,20.25
2012-03-03,37,27.0,,0.27,9.99
2012-03-04,49,27.0,,0.27,13.23
2012-03-05,91,27.0,,0.27,24.57
2012-03-06,89,27.0,,0.27,24.03
2012-03-07,100,27.0,,0.27,27.0
2012-03-08,97,27.0,,0.27,26.19
2012-03-09,63,27.0,,0.27,17.01
2012-03-10,42,27.0,,0.27,11.34
2012-03-11,52,27.0,,0.27,14.040000000000001
2012-03-12,77,27.0,,0.27,20.790000000000003
2012-03-13,75,27.0,,0.27,20.25
2012-03-14,59,27.0,,0.27,15.930000000000001
2012-03-15,93,27.0,,0.27,25.110000000000003
2012-03-16,64,27.0,,0.27,17.28
2012-03-17,33,27.0,,0.27,8.91
2012-03-18,54,27.0,,0.27,14.580000000000002
2012-03-19,68,27.0,,0.27,18.36
2012-03-20,57,27.0,,0.27,15.39
2012-03-21,58,27.0,,0.27,15.66
2012-03-22,73,27.0,,0.27,19.71
2012-03-23,76,27.0,,0.27,20.520000000000003
2012-03-24,55,27.0,,0.27,14.850000000000001
2012-03-25,55,27.0,,0.27,14.850000000000001
2012-03-26,71,27.0,,0.27,19.17
2012-03-27,82,27.0,,0.27,22.14
2012-03-28,78,27.0,,0.27,21.060000000000002
2012-03-29,80,27.0,,0.27,21.6
2012-03-30,74,27.0,,0.27,19.98
2012-03-31,35,27.0,,0.27,9.450000000000001
2012-04-01,22,45.0,False,0.45,9.9
2012-04-02,24,45.0,,0.45,10.8
2012-04-03,19,45.0,,0.45,8.55
2012-04-04,23,45.0,,0.45,10.35
2012-04-05,26,45.0,,0.45,11.700000000000001
2012-04-06,19,45.0,,0.45,8.55
2012-04-07,17,45.0,,0.45,7.65
2012-04-08,23,45.0,,0.45,10.35
2012-04-09,41,45.0,,0.45,18.45
2012-04-10,37,45.0,,0.45,16.650000000000002
2012-04-11,30,45.0,,0.45,13.5
2012-04-12,43,45.0,,0.45,19.35
2012-04-13,37,45.0,,0.45,16.650000000000002
2012-04-14,16,45.0,,0.45,7.2
2012-04-15,30,45.0,,0.45,13.5
2012-04-16,51,45.0,,0.45,22.95
2012-04-17,45,45.0,,0.45,20.25
2012-04-18,42,45.0,,0.45,18.900000000000002
2012-04-19,50,45.0,,0.45,22.5
2012-04-20,41,45.0,,0.45,18.45
2012-04-21,21,45.0,,0.45,9.450000000000001
2012-04-22,20,45.0,,0.45,9.0
2012-04-23,46,45.0,,0.45,20.7
2012-04-24,100,45.0,,0.45,45.0
2012-04-25,57,45.0,,0.45,25.650000000000002
2012-04-26,50,45.0,,0.45,22.5
2012-04-27,38,45.0,,0.45,17.1
2012-04-28,23,45.0,,0.45,10.35
2012-04-29,23,45.0,,0.45,10.35
2012-04-30,33,45.0,,0.45,14.85
2012-05-01,100,30.0,False,0.3,30.0
2012-05-02,100,30.0,,0.3,30.0
2012-05-03,100,30.0,,0.3,30.0
2012-05-04,72,30.0,,0.3,21.599999999999998
2012-05-05,60,30.0,,0.3,18.0
2012-05-06,55,30.0,,0.3,16.5
2012-05-07,94,30.0,,0.3,28.2
2012-05-08,86,30.0,,0.3,25.8
2012-05-09,89,30.0,,0.3,26.7
2012-05-10,66,30.0,,0.3,19.8
2012-05-11,73,30.0,,0.3,21.9
2012-05-12,37,30.0,,0.3,11.1
2012-05-13,40,30.0,,0.3,12.0
2012-05-14,75,30.0,,0.3,22.5
2012-05-15,66,30.0,,0.3,19.8
2012-05-16,81,30.0,,0.3,24.3
2012-05-17,74,30.0,,0.3,22.2
2012-05-18,55,30.0,,0.3,16.5
2012-05-19,32,30.0,,0.3,9.6
2012-05-20,47,30.0,,0.3,14.1
2012-05-21,54,30.0,,0.3,16.2
2012-05-22,58,30.0,,0.3,17.4
2012-05-23,64,30.0,,0.3,19.2
2012-05-24,44,30.0,,0.3,13.2
2012-05-25,46,30.0,,0.3,13.799999999999999
2012-05-26,33,30.0,,0.3,9.9
2012-05-27,36,30.0,,0.3,10.799999999999999
2012-05-28,40,30.0,,0.3,12.0
2012-05-29,47,30.0,,0.3,14.1
2012-05-30,45,30.0,,0.3,13.5
2012-05-31,46,30.0,,0.3,13.799999999999999
2012-06-01,57,22.0,False,0.22,12.540000000000001
2012-06-02,37,22.0,,0.22,8.14
2012-06-03,47,22.0,,0.22,10.34
2012-06-04,51,22.0,,0.22,11.22
2012-06-05,50,22.0,,0.22,11.0
2012-06-06,59,22.0,,0.22,12.98
2012-06-07,68,22.0,,0.22,14.96
2012-06-08,70,22.0,,0.22,15.4
2012-06-09,41,22.0,,0.22,9.02
2012-06-10,58,22.0,,0.22,12.76
2012-06-11,75,22.0,,0.22,16.5
2012-06-12,68,22.0,,0.22,14.96
2012-06-13,63,22.0,,0.22,13.86
2012-06-14,59,22.0,,0.22,12.98
2012-06-15,54,22.0,,0.22,11.88
2012-06-16,45,22.0,,0.22,9.9
2012-06-17,74,22.0,,0.22,16.28
2012-06-18,100,22.0,,0.22,22.0
2012-06-19,50,22.0,,0.22,11.0
2012-06-20,54,22.0,,0.22,11.88
2012-06-21,55,22.0,,0.22,12.1
2012-06-22,60,22.0,,0.22,13.2
2012-06-23,33,22.0,,0.22,7.26
2012-06-24,36,22.0,,0.22,7.92
2012-06-25,69,22.0,,0.22,15.18
2012-06-26,77,22.0,,0.22,16.94
2012-06-27,49,22.0,,0.22,10.78
2012-06-28,39,22.0,,0.22,8.58
2012-06-29,62,22.0,,0.22,13.64
2012-06-30,28,22.0,,0.22,6.16
2012-07-01,19,42.0,False,0.42,7.9799999999999995
2012-07-02,28,42.0,,0.42,11.76
2012-07-03,23,42.0,,0.42,9.66
2012-07-04,16,42.0,,0.42,6.72
2012-07-05,22,42.0,,0.42,9.24
2012-07-06,26,42.0,,0.42,10.92
2012-07-07,17,42.0,,0.42,7.14
2012-07-08,24,42.0,,0.42,10.08
2012-07-09,41,42.0,,0.42,17.22
2012-07-10,32,42.0,,0.42,13.44
2012-07-11,38,42.0,,0.42,15.959999999999999
2012-07-12,34,42.0,,0.42,14.28
2012-07-13,36,42.0,,0.42,15.12
2012-07-14,20,42.0,,0.42,8.4
2012-07-15,23,42.0,,0.42,9.66
2012-07-16,48,42.0,,0.42,20.16
2012-07-17,38,42.0,,0.42,15.959999999999999
2012-07-18,48,42.0,,0.42,20.16
2012-07-19,59,42.0,,0.42,24.779999999999998
2012-07-20,37,42.0,,0.42,15.54
2012-07-21,26,42.0,,0.42,10.92
2012-07-22,33,42.0,,0.42,13.86
2012-07-23,57,42.0,,0.42,23.939999999999998
2012-07-24,100,42.0,,0.42,42.0
2012-07-25,71,42.0,,0.42,29.82
2012-07-26,83,42.0,,0.42,34.86
2012-07-27,49,42.0,,0.42,20.58
2012-07-28,19,42.0,,0.42,7.9799999999999995
2012-07-29,22,42.0,,0.42,9.24
2012-07-30,39,42.0,,0.42,16.38
2012-07-31,41,42.0,,0.42,17.22
2012-08-01,98,28.0,False,0.28,27.44
2012-08-02,100,28.0,,0.28,28.000000000000004
2012-08-03,76,28.0,,0.28,21.28
2012-08-04,58,28.0,,0.28,16.240000000000002
2012-08-05,59,28.0,,0.28,16.520000000000003
2012-08-06,78,28.0,,0.28,21.840000000000003
2012-08-07,82,28.0,,0.28,22.96
2012-08-08,81,28.0,,0.28,22.680000000000003
2012-08-09,85,28.0,,0.28,23.8
2012-08-10,59,28.0,,0.28,16.520000000000003
2012-08-11,46,28.0,,0.28,12.88
2012-08-12,51,28.0,,0.28,14.280000000000001
2012-08-13,73,28.0,,0.28,20.44
2012-08-14,83,28.0,,0.28,23.240000000000002
2012-08-15,72,28.0,,0.28,20.160000000000004
2012-08-16,69,28.0,,0.28,19.32
2012-08-17,57,28.0,,0.28,15.96
2012-08-18,28,28.0,,0.28,7.840000000000001
2012-08-19,38,28.0,,0.28,10.64
2012-08-20,64,28.0,,0.28,17.92
2012-08-21,71,28.0,,0.28,19.880000000000003
2012-08-22,69,28.0,,0.28,19.32
2012-08-23,74,28.0,,0.28,20.720000000000002
2012-08-24,50,28.0,,0.28,14.000000000000002
2012-08-25,42,28.0,,0.28,11.760000000000002
2012-08-26,55,28.0,,0.28,15.400000000000002
2012-08-27,50,28.0,,0.28,14.000000000000002
2012-08-28,52,28.0,,0.28,14.560000000000002
2012-08-29,63,28.0,,0.28,17.64
2012-08-30,48,28.0,,0.28,13.440000000000001
2012-08-31,55,28.0,,0.28,15.400000000000002
2012-09-01,37,29.0,False,0.29,10.729999999999999
2012-09-02,53,29.0,,0.29,15.37
2012-09-03,48,29.0,,0.29,13.919999999999998
2012-09-04,61,29.0,,0.29,17.689999999999998
2012-09-05,76,29.0,,0.29,22.04
2012-09-06,71,29.0,,0.29,20.59
2012-09-07,61,29.0,,0.29,17.689999999999998
2012-09-08,36,29.0,,0.29,10.44
2012-09-09,55,29.0,,0.29,15.95
2012-09-10,86,29.0,,0.29,24.939999999999998
2012-09-11,67,29.0,,0.29,19.43
2012-09-12,72,29.0,,0.29,20.88
2012-09-13,56,29.0,,0.29,16.24
2012-09-14,52,29.0,,0.29,15.079999999999998
2012-09-15,37,29.0,,0.29,10.729999999999999
2012-09-16,48,29.0,,0.29,13.919999999999998
2012-09-17,64,29.0,,0.29,18.56
2012-09-18,80,29.0,,0.29,23.2
2012-09-19,73,29.0,,0.29,21.169999999999998
2012-09-20,86,29.0,,0.29,24.939999999999998
2012-09-21,60,29.0,,0.29,17.4
2012-09-22,36,29.0,,0.29,10.44
2012-09-23,48,29.0,,0.29,13.919999999999998
2012-09-24,79,29.0,,0.29,22.91
2012-09-25,100,29.0,,0.29,28.999999999999996
2012-09-26,66,29.0,,0.29,19.139999999999997
2012-09-27,87,29.0,,0.29,25.229999999999997
2012-09-28,73,29.0,,0.29,21.169999999999998
2012-09-29,49,29.0,,0.29,14.209999999999999
2012-09-30,54,29.0,,0.29,15.659999999999998
2012-10-01,36,41.0,False,0.41,14.76
2012-10-02,37,41.0,,0.41,15.17
2012-10-03,31,41.0,,0.41,12.709999999999999
2012-10-04,34,41.0,,0.41,13.94
2012-10-05,24,41.0,,0.41,9.84
2012-10-06,21,41.0,,0.41,8.61
2012-10-07,20,41.0,,0.41,8.2
2012-10-08,35,41.0,,0.41,14.35
2012-10-09,48,41.0,,0.41,19.68
2012-10-10,37,41.0,,0.41,15.17
2012-10-11,37,41.0,,0.41,15.17
2012-10-12,34,41.0,,0.41,13.94
2012-10-13,21,41.0,,0.41,8.61
2012-10-14,24,41.0,,0.41,9.84
2012-10-15,45,41.0,,0.41,18.45
2012-10-16,54,41.0,,0.41,22.139999999999997
2012-10-17,60,41.0,,0.41,24.599999999999998
2012-10-18,75,41.0,,0.41,30.749999999999996
2012-10-19,56,41.0,,0.41,22.959999999999997
2012-10-20,31,41.0,,0.41,12.709999999999999
2012-10-21,27,41.0,,0.41,11.069999999999999
2012-10-22,57,41.0,,0.41,23.369999999999997
2012-10-23,74,41.0,,0.41,30.34
2012-10-24,69,41.0,,0.41,28.29
2012-10-25,100,41.0,,0.41,41.0
2012-10-26,47,41.0,,0.41,19.27
2012-10-27,23,41.0,,0.41,9.43
2012-10-28,21,41.0,,0.41,8.61
2012-10-29,39,41.0,,0.41,15.989999999999998
2012-10-30,32,41.0,,0.41,13.12
2012-10-31,47,41.0,,0.41,19.27
2012-11-01,100,28.0,False,0.28,28.000000000000004
2012-11-02,64,28.0,,0.28,17.92
2012-11-03,35,28.0,,0.28,9.8
2012-11-04,30,28.0,,0.28,8.4
2012-11-05,67,28.0,,0.28,18.76
2012-11-06,64,28.0,,0.28,17.92
2012-11-07,74,28.0,,0.28,20.720000000000002
2012-11-08,80,28.0,,0.28,22.400000000000002
2012-11-09,66,28.0,,0.28,18.48
2012-11-10,28,28.0,,0.28,7.840000000000001
2012-11-11,33,28.0,,0.28,9.24
2012-11-12,52,28.0,,0.28,14.560000000000002
2012-11-13,75,28.0,,0.28,21.000000000000004
2012-11-14,98,28.0,,0.28,27.44
2012-11-15,75,28.0,,0.28,21.000000000000004
2012-11-16,65,28.0,,0.28,18.200000000000003
2012-11-17,29,28.0,,0.28,8.120000000000001
2012-11-18,44,28.0,,0.28,12.32
2012-11-19,55,28.0,,0.28,15.400000000000002
2012-11-20,71,28.0,,0.28,19.880000000000003
2012-11-21,40,28.0,,0.28,11.200000000000001
2012-11-22,27,28.0,,0.28,7.5600000000000005
2012-11-23,30,28.0,,0.28,8.4
2012-11-24,22,28.0,,0.28,6.16
2012-11-25,34,28.0,,0.28,9.520000000000001
2012-11-26,73,28.0,,0.28,20.44
2012-11-27,41,28.0,,0.28,11.48
2012-11-28,73,28.0,,0.28,20.44
2012-11-29,66,28.0,,0.28,18.48
2012-11-30,54,28.0,,0.28,15.120000000000001
2012-12-01,63,21.0,False,0.21,13.229999999999999
2012-12-02,56,21.0,,0.21,11.76
2012-12-03,97,21.0,,0.21,20.37
2012-12-04,100,21.0,,0.21,21.0
2012-12-05,90,21.0,,0.21,18.9
2012-12-06,94,21.0,,0.21,19.74
2012-12-07,81,21.0,,0.21,17.009999999999998
2012-12-08,67,21.0,,0.21,14.07
2012-12-09,72,21.0,,0.21,15.12
2012-12-10,84,21.0,,0.21,17.64
2012-12-11,71,21.0,,0.21,14.91
2012-12-12,71,21.0,,0.21,14.91
2012-12-13,86,21.0,,0.21,18.06
2012-12-14,49,21.0,,0.21,10.29
2012-12-15,66,21.0,,0.21,13.86
2012-12-16,42,21.0,,0.21,8.82
2012-12-17,77,21.0,,0.21,16.169999999999998
2012-12-18,58,21.0,,0.21,12.18
2012-12-19,68,21.0,,0.21,14.28
2012-12-20,82,21.0,,0.21,17.22
2012-12-21,49,21.0,,0.21,10.29
2012-12-22,51,21.0,,0.21,10.709999999999999
2012-12-23,22,21.0,,0.21,4.62
2012-12-24,32,21.0,,0.21,6.72
2012-12-25,31,21.0,,0.21,6.51
2012-12-26,64,21.0,,0.21,13.44
2012-12-27,52,21.0,,0.21,10.92
2012-12-28,48,21.0,,0.21,10.08
2012-12-29,28,21.0,,0.21,5.88
2012-12-30,51,21.0,,0.21,10.709999999999999
2012-12-31,49,21.0,,0.21,10.29
2013-01-01,13,44.0,False,0.44,5.72
2013-01-02,19,44.0,,0.44,8.36
2013-01-03,18,44.0,,0.44,7.92
2013-01-04,19,44.0,,0.44,8.36
2013-01-05,15,44.0,,0.44,6.6
2013-01-06,14,44.0,,0.44,6.16
2013-01-07,24,44.0,,0.44,10.56
2013-01-08,28,44.0,,0.44,12.32
2013-01-09,26,44.0,,0.44,11.44
2013-01-10,28,44.0,,0.44,12.32
2013-01-11,27,44.0,,0.44,11.88
2013-01-12,15,44.0,,0.44,6.6
2013-01-13,19,44.0,,0.44,8.36
2013-01-14,34,44.0,,0.44,14.96
2013-01-15,35,44.0,,0.44,15.4
2013-01-16,34,44.0,,0.44,14.96
2013-01-17,39,44.0,,0.44,17.16
2013-01-18,37,44.0,,0.44,16.28
2013-01-19,23,44.0,,0.44,10.12
2013-01-20,23,44.0,,0.44,10.12
2013-01-21,29,44.0,,0.44,12.76
2013-01-22,51,44.0,,0.44,22.44
2013-01-23,100,44.0,,0.44,44.0
2013-01-24,68,44.0,,0.44,29.92
2013-01-25,37,44.0,,0.44,16.28
2013-01-26,25,44.0,,0.44,11.0
2013-01-27,22,44.0,,0.44,9.68
2013-01-28,43,44.0,,0.44,18.92
2013-01-29,48,44.0,,0.44,21.12
2013-01-30,43,44.0,,0.44,18.92
2013-01-31,45,44.0,,0.44,19.8
2013-02-01,65,39.0,False,0.39,25.35
2013-02-02,36,39.0,,0.39,14.040000000000001
2013-02-03,45,39.0,,0.39,17.55
2013-02-04,79,39.0,,0.39,30.810000000000002
2013-02-05,79,39.0,,0.39,30.810000000000002
2013-02-06,100,39.0,,0.39,39.0
2013-02-07,83,39.0,,0.39,32.370000000000005
2013-02-08,56,39.0,,0.39,21.84
2013-02-09,35,39.0,,0.39,13.65
2013-02-10,42,39.0,,0.39,16.38
2013-02-11,67,39.0,,0.39,26.130000000000003
2013-02-12,77,39.0,,0.39,30.03
2013-02-13,73,39.0,,0.39,28.470000000000002
2013-02-14,65,39.0,,0.39,25.35
2013-02-15,61,39.0,,0.39,23.79
2013-02-16,38,39.0,,0.39,14.82
2013-02-17,47,39.0,,0.39,18.330000000000002
2013-02-18,57,39.0,,0.39,22.23
2013-02-19,65,39.0,,0.39,25.35
2013-02-20,68,39.0,,0.39,26.52
2013-02-21,60,39.0,,0.39,23.400000000000002
2013-02-22,43,39.0,,0.39,16.77
2013-02-23,34,39.0,,0.39,13.26
2013-02-24,46,39.0,,0.39,17.94
2013-02-25,66,39.0,,0.39,25.740000000000002
2013-02-26,62,39.0,,0.39,24.18
2013-02-27,73,39.0,,0.39,28.470000000000002
2013-02-28,66,39.0,,0.39,25.740000000000002
2013-03-01,67,29.0,False,0.29,19.43
2013-03-02,46,29.0,,0.29,13.34
2013-03-03,62,29.0,,0.29,17.98
2013-03-04,100,29.0,,0.29,28.999999999999996
2013-03-05,81,29.0,,0.29,23.49
2013-03-06,62,29.0,,0.29,17.98
2013-03-07,48,29.0,,0.29,13.919999999999998
2013-03-08,70,29.0,,0.29,20.299999999999997
2013-03-09,30,29.0,,0.29,8.7
2013-03-10,55,29.0,,0.29,15.95
2013-03-11,73,29.0,,0.29,21.169999999999998
2013-03-12,88,29.0,,0.29,25.52
2013-03-13,78,29.0,,0.29,22.619999999999997
2013-03-14,79,29.0,,0.29,22.91
2013-03-15,64,29.0,,0.29,18.56
2013-03-16,48,29.0,,0.29,13.919999999999998
2013-03-17,70,29.0,,0.29,20.299999999999997
2013-03-18,61,29.0,,0.29,17.689999999999998
2013-03-19,76,29.0,,0.29,22.04
2013-03-20,90,29.0,,0.29,26.099999999999998
2013-03-21,67,29.0,,0.29,19.43
2013-03-22,61,29.0,,0.29,17.689999999999998
2013-03-23,38,29.0,,0.29,11.02
2013-03-24,54,29.0,,0.29,15.659999999999998
2013-03-25,55,29.0,,0.29,15.95
2013-03-26,65,29.0,,0.29,18.849999999999998
2013-03-27,57,29.0,,0.29,16.529999999999998
2013-03-28,61,29.0,,0.29,17.689999999999998
2013-03-29,60,29.0,,0.29,17.4
2013-03-30,38,29.0,,0.29,11.02
2013-03-31,48,29.0,,0.29,13.919999999999998
2013-04-01,20,44.0,False,0.44,8.8
2013-04-02,23,44.0,,0.44,10.12
2013-04-03,25,44.0,,0.44,11.0
2013-04-04,23,44.0,,0.44,10.12
2013-04-05,23,44.0,,0.44,10.12
2013-04-06,19,44.0,,0.44,8.36
2013-04-07,23,44.0,,0.44,10.12
2013-04-08,32,44.0,,0.44,14.08
2013-04-09,37,44.0,,0.44,16.28
2013-04-10,29,44.0,,0.44,12.76
2013-04-11,28,44.0,,0.44,12.32
2013-04-12,28,44.0,,0.44,12.32
