date,culture_unscaled,culture_monthly,isPartial,scale,culture
2013-04-18,81,66.0,,0.66,53.46
2013-04-19,72,66.0,,0.66,47.52
2013-04-20,51,66.0,,0.66,33.660000000000004
2013-04-21,74,66.0,,0.66,48.84
2013-04-22,84,66.0,,0.66,55.440000000000005
2013-04-23,100,66.0,,0.66,66.0
2013-04-24,82,66.0,,0.66,54.120000000000005
2013-04-25,99,66.0,,0.66,65.34
2013-04-26,72,66.0,,0.66,47.52
2013-04-27,58,66.0,,0.66,38.28
2013-04-28,59,66.0,,0.66,38.940000000000005
2013-04-29,83,66.0,,0.66,54.78
2013-04-30,94,66.0,,0.66,62.040000000000006
2013-05-01,91,58.0,False,0.58,52.779999999999994
2013-05-02,100,58.0,,0.58,57.99999999999999
2013-05-03,76,58.0,,0.58,44.08
2013-05-04,61,58.0,,0.58,35.379999999999995
2013-05-05,72,58.0,,0.58,41.76
2013-05-06,92,58.0,,0.58,53.36
2013-05-07,94,58.0,,0.58,54.519999999999996
2013-05-08,95,58.0,,0.58,55.099999999999994
2013-05-09,87,58.0,,0.58,50.459999999999994
2013-05-10,72,58.0,,0.58,41.76
2013-05-11,57,58.0,,0.58,33.059999999999995
2013-05-12,58,58.0,,0.58,33.64
2013-05-13,83,58.0,,0.58,48.13999999999999
2013-05-14,78,58.0,,0.58,45.239999999999995
2013-05-15,96,58.0,,0.58,55.67999999999999
2013-05-16,84,58.0,,0.58,48.72
2013-05-17,73,58.0,,0.58,42.339999999999996
2013-05-18,57,58.0,,0.58,33.059999999999995
2013-05-19,60,58.0,,0.58,34.8
2013-05-20,80,58.0,,0.58,46.4
2013-05-21,81,58.0,,0.58,46.98
2013-05-22,81,58.0,,0.58,46.98
2013-05-23,80,58.0,,0.58,46.4
2013-05-24,64,58.0,,0.58,37.12
2013-05-25,49,58.0,,0.58,28.419999999999998
2013-05-26,54,58.0,,0.58,31.319999999999997
2013-05-27,51,58.0,,0.58,29.58
2013-05-28,68,58.0,,0.58,39.44
2013-05-29,75,58.0,,0.58,43.5
2013-05-30,77,58.0,,0.58,44.66
2013-05-31,68,58.0,,0.58,39.44
2013-06-01,74,45.0,False,0.45,33.300000000000004
2013-06-02,77,45.0,,0.45,34.65
2013-06-03,95,45.0,,0.45,42.75
2013-06-04,100,45.0,,0.45,45.0
2013-06-05,85,45.0,,0.45,38.25
2013-06-06,93,45.0,,0.45,41.85
2013-06-07,80,45.0,,0.45,36.0
2013-06-08,71,45.0,,0.45,31.95
2013-06-09,80,45.0,,0.45,36.0
2013-06-10,92,45.0,,0.45,41.4
2013-06-11,82,45.0,,0.45,36.9
2013-06-12,86,45.0,,0.45,38.7
2013-06-13,77,45.0,,0.45,34.65
2013-06-14,67,45.0,,0.45,30.150000000000002
2013-06-15,76,45.0,,0.45,34.2
2013-06-16,72,45.0,,0.45,32.4
2013-06-17,79,45.0,,0.45,35.550000000000004
2013-06-18,84,45.0,,0.45,37.800000000000004
2013-06-19,74,45.0,,0.45,33.300000000000004
2013-06-20,87,45.0,,0.45,39.15
2013-06-21,80,45.0,,0.45,36.0
2013-06-22,78,45.0,,0.45,35.1
2013-06-23,69,45.0,,0.45,31.05
2013-06-24,82,45.0,,0.45,36.9
2013-06-25,79,45.0,,0.45,35.550000000000004
2013-06-26,73,45.0,,0.45,32.85
2013-06-27,77,45.0,,0.45,34.65
2013-06-28,65,45.0,,0.45,29.25
2013-06-29,71,45.0,,0.45,31.95
2013-06-30,67,45.0,,0.45,30.150000000000002
2013-07-01,91,40.0,False,0.4,36.4
2013-07-02,87,40.0,,0.4,34.800000000000004
2013-07-03,86,40.0,,0.4,34.4
2013-07-04,74,40.0,,0.4,29.6
2013-07-05,72,40.0,,0.4,28.8
2013-07-06,79,40.0,,0.4,31.6
2013-07-07,83,40.0,,0.4,33.2
2013-07-08,91,40.0,,0.4,36.4
2013-07-09,95,40.0,,0.4,38.0
2013-07-10,91,40.0,,0.4,36.4
2013-07-11,87,40.0,,0.4,34.800000000000004
2013-07-12,97,40.0,,0.4,38.800000000000004
2013-07-13,80,40.0,,0.4,32.0
2013-07-14,79,40.0,,0.4,31.6
2013-07-15,89,40.0,,0.4,35.6
2013-07-16,100,40.0,,0.4,40.0
2013-07-17,86,40.0,,0.4,34.4
2013-07-18,90,40.0,,0.4,36.0
2013-07-19,83,40.0,,0.4,33.2
2013-07-20,83,40.0,,0.4,33.2
2013-07-21,77,40.0,,0.4,30.8
2013-07-22,93,40.0,,0.4,37.2
2013-07-23,100,40.0,,0.4,40.0
2013-07-24,91,40.0,,0.4,36.4
2013-07-25,92,40.0,,0.4,36.800000000000004
2013-07-26,90,40.0,,0.4,36.0
2013-07-27,85,40.0,,0.4,34.0
2013-07-28,88,40.0,,0.4,35.2
2013-07-29,96,40.0,,0.4,38.400000000000006
2013-07-30,99,40.0,,0.4,39.6
2013-07-31,97,40.0,,0.4,38.800000000000004
2013-08-01,60,45.0,False,0.45,27.0
2013-08-02,61,45.0,,0.45,27.45
2013-08-03,50,45.0,,0.45,22.5
2013-08-04,69,45.0,,0.45,31.05
2013-08-05,62,45.0,,0.45,27.900000000000002
2013-08-06,62,45.0,,0.45,27.900000000000002
2013-08-07,60,45.0,,0.45,27.0
2013-08-08,60,45.0,,0.45,27.0
2013-08-09,59,45.0,,0.45,26.55
2013-08-10,58,45.0,,0.45,26.1
2013-08-11,68,45.0,,0.45,30.6
2013-08-12,54,45.0,,0.45,24.3
2013-08-13,60,45.0,,0.45,27.0
2013-08-14,56,45.0,,0.45,25.2
2013-08-15,67,45.0,,0.45,30.150000000000002
2013-08-16,69,45.0,,0.45,31.05
2013-08-17,50,45.0,,0.45,22.5
2013-08-18,69,45.0,,0.45,31.05
2013-08-19,59,45.0,,0.45,26.55
2013-08-20,73,45.0,,0.45,32.85
2013-08-21,68,45.0,,0.45,30.6
2013-08-22,66,45.0,,0.45,29.7
2013-08-23,74,45.0,,0.45,33.300000000000004
2013-08-24,62,45.0,,0.45,27.900000000000002
2013-08-25,70,45.0,,0.45,31.5
2013-08-26,77,45.0,,0.45,34.65
2013-08-27,100,45.0,,0.45,45.0
2013-08-28,98,45.0,,0.45,44.1
2013-08-29,88,45.0,,0.45,39.6
2013-08-30,85,45.0,,0.45,38.25
2013-08-31,59,45.0,,0.45,26.55
2013-09-01,47,68.0,False,0.68,31.96
2013-09-02,67,68.0,,0.68,45.56
2013-09-03,75,68.0,,0.68,51.00000000000001
2013-09-04,80,68.0,,0.68,54.400000000000006
2013-09-05,89,68.0,,0.68,60.52
2013-09-06,65,68.0,,0.68,44.2
2013-09-07,53,68.0,,0.68,36.04
2013-09-08,68,68.0,,0.68,46.24
2013-09-09,85,68.0,,0.68,57.800000000000004
2013-09-10,87,68.0,,0.68,59.160000000000004
2013-09-11,88,68.0,,0.68,59.84
2013-09-12,99,68.0,,0.68,67.32000000000001
2013-09-13,78,68.0,,0.68,53.040000000000006
2013-09-14,61,68.0,,0.68,41.480000000000004
2013-09-15,71,68.0,,0.68,48.28
2013-09-16,86,68.0,,0.68,58.480000000000004
2013-09-17,89,68.0,,0.68,60.52
2013-09-18,89,68.0,,0.68,60.52
2013-09-19,82,68.0,,0.68,55.760000000000005
2013-09-20,80,68.0,,0.68,54.400000000000006
2013-09-21,58,68.0,,0.68,39.440000000000005
2013-09-22,68,68.0,,0.68,46.24
2013-09-23,88,68.0,,0.68,59.84
2013-09-24,94,68.0,,0.68,63.92
2013-09-25,100,68.0,,0.68,68.0
2013-09-26,91,68.0,,0.68,61.88
2013-09-27,79,68.0,,0.68,53.720000000000006
2013-09-28,54,68.0,,0.68,36.720000000000006
2013-09-29,72,68.0,,0.68,48.96
2013-09-30,82,68.0,,0.68,55.760000000000005
2013-10-01,90,69.0,False,0.69,62.099999999999994
2013-10-02,100,69.0,,0.69,69.0
2013-10-03,98,69.0,,0.69,67.61999999999999
2013-10-04,82,69.0,,0.69,56.58
2013-10-05,61,69.0,,0.69,42.089999999999996
2013-10-06,73,69.0,,0.69,50.37
2013-10-07,88,69.0,,0.69,60.72
2013-10-08,95,69.0,,0.69,65.55
2013-10-09,92,69.0,,0.69,63.48
2013-10-10,90,69.0,,0.69,62.099999999999994
2013-10-11,83,69.0,,0.69,57.269999999999996
2013-10-12,55,69.0,,0.69,37.949999999999996
2013-10-13,61,69.0,,0.69,42.089999999999996
2013-10-14,87,69.0,,0.69,60.029999999999994
2013-10-15,89,69.0,,0.69,61.41
2013-10-16,91,69.0,,0.69,62.78999999999999
2013-10-17,86,69.0,,0.69,59.339999999999996
2013-10-18,75,69.0,,0.69,51.74999999999999
2013-10-19,56,69.0,,0.69,38.64
2013-10-20,71,69.0,,0.69,48.989999999999995
2013-10-21,98,69.0,,0.69,67.61999999999999
2013-10-22,86,69.0,,0.69,59.339999999999996
2013-10-23,100,69.0,,0.69,69.0
2013-10-24,92,69.0,,0.69,63.48
2013-10-25,80,69.0,,0.69,55.199999999999996
2013-10-26,58,69.0,,0.69,40.019999999999996
2013-10-27,66,69.0,,0.69,45.54
2013-10-28,91,69.0,,0.69,62.78999999999999
2013-10-29,94,69.0,,0.69,64.86
2013-10-30,86,69.0,,0.69,59.339999999999996
2013-10-31,81,69.0,,0.69,55.88999999999999
2013-11-01,67,63.0,False,0.63,42.21
2013-11-02,55,63.0,,0.63,34.65
2013-11-03,62,63.0,,0.63,39.06
2013-11-04,77,63.0,,0.63,48.51
2013-11-05,87,63.0,,0.63,54.81
2013-11-06,85,63.0,,0.63,53.55
2013-11-07,92,63.0,,0.63,57.96
2013-11-08,77,63.0,,0.63,48.51
2013-11-09,53,63.0,,0.63,33.39
2013-11-10,55,63.0,,0.63,34.65
2013-11-11,79,63.0,,0.63,49.77
2013-11-12,86,63.0,,0.63,54.18
2013-11-13,94,63.0,,0.63,59.22
2013-11-14,91,63.0,,0.63,57.33
2013-11-15,81,63.0,,0.63,51.03
2013-11-16,60,63.0,,0.63,37.8
2013-11-17,69,63.0,,0.63,43.47
2013-11-18,87,63.0,,0.63,54.81
2013-11-19,100,63.0,,0.63,63.0
2013-11-20,89,63.0,,0.63,56.07
2013-11-21,80,63.0,,0.63,50.4
2013-11-22,72,63.0,,0.63,45.36
2013-11-23,52,63.0,,0.63,32.76
2013-11-24,54,63.0,,0.63,34.02
2013-11-25,77,63.0,,0.63,48.51
2013-11-26,79,63.0,,0.63,49.77
2013-11-27,55,63.0,,0.63,34.65
2013-11-28,35,63.0,,0.63,22.05
2013-11-29,44,63.0,,0.63,27.72
2013-11-30,51,63.0,,0.63,32.13
2013-12-01,62,52.0,False,0.52,32.24
2013-12-02,96,52.0,,0.52,49.92
2013-12-03,100,52.0,,0.52,52.0
2013-12-04,100,52.0,,0.52,52.0
2013-12-05,94,52.0,,0.52,48.88
2013-12-06,74,52.0,,0.52,38.480000000000004
2013-12-07,53,52.0,,0.52,27.560000000000002
2013-12-08,68,52.0,,0.52,35.36
2013-12-09,85,52.0,,0.52,44.2
2013-12-10,84,52.0,,0.52,43.68
2013-12-11,86,52.0,,0.52,44.72
2013-12-12,91,52.0,,0.52,47.32
2013-12-13,75,52.0,,0.52,39.0
2013-12-14,48,52.0,,0.52,24.96
2013-12-15,73,52.0,,0.52,37.96
2013-12-16,70,52.0,,0.52,36.4
2013-12-17,84,52.0,,0.52,43.68
2013-12-18,72,52.0,,0.52,37.44
2013-12-19,69,52.0,,0.52,35.88
2013-12-20,56,52.0,,0.52,29.12
2013-12-21,38,52.0,,0.52,19.76
2013-12-22,38,52.0,,0.52,19.76
2013-12-23,39,52.0,,0.52,20.28
2013-12-24,40,52.0,,0.52,20.8
2013-12-25,27,52.0,,0.52,14.040000000000001
2013-12-26,36,52.0,,0.52,18.72
2013-12-27,40,52.0,,0.52,20.8
2013-12-28,42,52.0,,0.52,21.84
2013-12-29,41,52.0,,0.52,21.32
2013-12-30,51,52.0,,0.52,26.52
2013-12-31,39,52.0,,0.52,20.28
2014-01-01,41,53.0,False,0.53,21.73
2014-01-02,55,53.0,,0.53,29.150000000000002
2014-01-03,48,53.0,,0.53,25.44
2014-01-04,48,53.0,,0.53,25.44
2014-01-05,49,53.0,,0.53,25.970000000000002
2014-01-06,59,53.0,,0.53,31.270000000000003
2014-01-07,60,53.0,,0.53,31.8
2014-01-08,78,53.0,,0.53,41.34
2014-01-09,72,53.0,,0.53,38.160000000000004
2014-01-10,70,53.0,,0.53,37.1
2014-01-11,56,53.0,,0.53,29.68
2014-01-12,52,53.0,,0.53,27.560000000000002
2014-01-13,77,53.0,,0.53,40.81
2014-01-14,91,53.0,,0.53,48.230000000000004
2014-01-15,87,53.0,,0.53,46.11
2014-01-16,87,53.0,,0.53,46.11
2014-01-17,76,53.0,,0.53,40.28
2014-01-18,61,53.0,,0.53,32.33
2014-01-19,65,53.0,,0.53,34.45
2014-01-20,65,53.0,,0.53,34.45
2014-01-21,83,53.0,,0.53,43.99
2014-01-22,93,53.0,,0.53,49.29
2014-01-23,88,53.0,,0.53,46.64
2014-01-24,83,53.0,,0.53,43.99
2014-01-25,64,53.0,,0.53,33.92
2014-01-26,72,53.0,,0.53,38.160000000000004
2014-01-27,90,53.0,,0.53,47.7
2014-01-28,89,53.0,,0.53,47.17
2014-01-29,95,53.0,,0.53,50.35
2014-01-30,100,53.0,,0.53,53.0
2014-01-31,84,53.0,,0.53,44.52
2014-02-01,61,62.0,False,0.62,37.82
2014-02-02,72,62.0,,0.62,44.64
2014-02-03,88,62.0,,0.62,54.56
2014-02-04,100,62.0,,0.62,62.0
2014-02-05,90,62.0,,0.62,55.8
2014-02-06,92,62.0,,0.62,57.04
2014-02-07,82,62.0,,0.62,50.839999999999996
2014-02-08,68,62.0,,0.62,42.16
2014-02-09,76,62.0,,0.62,47.12
2014-02-10,95,62.0,,0.62,58.9
2014-02-11,98,62.0,,0.62,60.76
2014-02-12,92,62.0,,0.62,57.04
2014-02-13,82,62.0,,0.62,50.839999999999996
2014-02-14,73,62.0,,0.62,45.26
2014-02-15,58,62.0,,0.62,35.96
2014-02-16,66,62.0,,0.62,40.92
2014-02-17,77,62.0,,0.62,47.74
2014-02-18,96,62.0,,0.62,59.519999999999996
2014-02-19,98,62.0,,0.62,60.76
2014-02-20,94,62.0,,0.62,58.28
2014-02-21,86,62.0,,0.62,53.32
2014-02-22,69,62.0,,0.62,42.78
2014-02-23,77,62.0,,0.62,47.74
2014-02-24,97,62.0,,0.62,60.14
2014-02-25,99,62.0,,0.62,61.38
2014-02-26,93,62.0,,0.62,57.66
2014-02-27,94,62.0,,0.62,58.28
2014-02-28,81,62.0,,0.62,50.22
2014-03-01,67,61.0,False,0.61,40.87
2014-03-02,69,61.0,,0.61,42.089999999999996
2014-03-03,90,61.0,,0.61,54.9
2014-03-04,94,61.0,,0.61,57.339999999999996
2014-03-05,95,61.0,,0.61,57.949999999999996
2014-03-06,97,61.0,,0.61,59.17
2014-03-07,95,61.0,,0.61,57.949999999999996
2014-03-08,65,61.0,,0.61,39.65
2014-03-09,77,61.0,,0.61,46.97
2014-03-10,91,61.0,,0.61,55.51
2014-03-11,100,61.0,,0.61,61.0
2014-03-12,96,61.0,,0.61,58.56
2014-03-13,94,61.0,,0.61,57.339999999999996
2014-03-14,83,61.0,,0.61,50.629999999999995
2014-03-15,66,61.0,,0.61,40.26
2014-03-16,73,61.0,,0.61,44.53
2014-03-17,93,61.0,,0.61,56.73
2014-03-18,90,61.0,,0.61,54.9
2014-03-19,93,61.0,,0.61,56.73
2014-03-20,91,61.0,,0.61,55.51
2014-03-21,86,61.0,,0.61,52.46
2014-03-22,64,61.0,,0.61,39.04
2014-03-23,73,61.0,,0.61,44.53
2014-03-24,91,61.0,,0.61,55.51
2014-03-25,93,61.0,,0.61,56.73
2014-03-26,97,61.0,,0.61,59.17
2014-03-27,92,61.0,,0.61,56.12
2014-03-28,82,61.0,,0.61,50.019999999999996
2014-03-29,65,61.0,,0.61,39.65
2014-03-30,70,61.0,,0.61,42.699999999999996
2014-03-31,89,61.0,,0.61,54.29
2014-04-01,85,62.0,False,0.62,52.7
2014-04-02,89,62.0,,0.62,55.18
2014-04-03,89,62.0,,0.62,55.18
2014-04-04,85,62.0,,0.62,52.7
2014-04-05,57,62.0,,0.62,35.339999999999996
2014-04-06,65,62.0,,0.62,40.3
2014-04-07,93,62.0,,0.62,57.66
2014-04-08,100,62.0,,0.62,62.0
2014-04-09,87,62.0,,0.62,53.94
2014-04-10,90,62.0,,0.62,55.8
2014-04-11,73,62.0,,0.62,45.26
2014-04-12,68,62.0,,0.62,42.16
2014-04-13,64,62.0,,0.62,39.68
2014-04-14,86,62.0,,0.62,53.32
2014-04-15,84,62.0,,0.62,52.08
2014-04-16,88,62.0,,0.62,54.56
2014-04-17,83,62.0,,0.62,51.46
2014-04-18,79,62.0,,0.62,48.98
2014-04-19,64,62.0,,0.62,39.68
2014-04-20,68,62.0,,0.62,42.16
2014-04-21,88,62.0,,0.62,54.56
2014-04-22,94,62.0,,0.62,58.28
2014-04-23,97,62.0,,0.62,60.14
2014-04-24,99,62.0,,0.62,61.38
2014-04-25,81,62.0,,0.62,50.22
2014-04-26,66,62.0,,0.62,40.92
2014-04-27,69,62.0,,0.62,42.78
2014-04-28,97,62.0,,0.62,60.14
2014-04-29,100,62.0,,0.62,62.0
2014-04-30,88,62.0,,0.62,54.56
2014-05-01,93,60.0,False,0.6,55.8
2014-05-02,89,60.0,,0.6,53.4
2014-05-03,62,60.0,,0.6,37.199999999999996
2014-05-04,70,60.0,,0.6,42.0
2014-05-05,100,60.0,,0.6,60.0
2014-05-06,91,60.0,,0.6,54.6
2014-05-07,99,60.0,,0.6,59.4
2014-05-08,91,60.0,,0.6,54.6
2014-05-09,78,60.0,,0.6,46.8
2014-05-10,57,60.0,,0.6,34.199999999999996
2014-05-11,64,60.0,,0.6,38.4
2014-05-12,82,60.0,,0.6,49.199999999999996
2014-05-13,87,60.0,,0.6,52.199999999999996
2014-05-14,90,60.0,,0.6,54.0
2014-05-15,88,60.0,,0.6,52.8
2014-05-16,81,60.0,,0.6,48.6
2014-05-17,51,60.0,,0.6,30.599999999999998
2014-05-18,63,60.0,,0.6,37.8
2014-05-19,85,60.0,,0.6,51.0
2014-05-20,90,60.0,,0.6,54.0
2014-05-21,85,60.0,,0.6,51.0
2014-05-22,78,60.0,,0.6,46.8
2014-05-23,76,60.0,,0.6,45.6
2014-05-24,51,60.0,,0.6,30.599999999999998
2014-05-25,52,60.0,,0.6,31.2
2014-05-26,56,60.0,,0.6,33.6
2014-05-27,76,60.0,,0.6,45.6
2014-05-28,82,60.0,,0.6,49.199999999999996
2014-05-29,71,60.0,,0.6,42.6
2014-05-30,73,60.0,,0.6,43.8
2014-05-31,49,60.0,,0.6,29.4
2014-06-01,74,45.0,False,0.45,33.300000000000004
2014-06-02,96,45.0,,0.45,43.2
2014-06-03,100,45.0,,0.45,45.0
2014-06-04,99,45.0,,0.45,44.550000000000004
2014-06-05,86,45.0,,0.45,38.7
2014-06-06,90,45.0,,0.45,40.5
2014-06-07,66,45.0,,0.45,29.7
2014-06-08,71,45.0,,0.45,31.95
2014-06-09,84,45.0,,0.45,37.800000000000004
2014-06-10,86,45.0,,0.45,38.7
2014-06-11,92,45.0,,0.45,41.4
2014-06-12,82,45.0,,0.45,36.9
2014-06-13,75,45.0,,0.45,33.75
2014-06-14,61,45.0,,0.45,27.45
2014-06-15,65,45.0,,0.45,29.25
2014-06-16,82,45.0,,0.45,36.9
2014-06-17,81,45.0,,0.45,36.45
2014-06-18,78,45.0,,0.45,35.1
2014-06-19,75,45.0,,0.45,33.75
2014-06-20,65,45.0,,0.45,29.25
2014-06-21,66,45.0,,0.45,29.7
2014-06-22,67,45.0,,0.45,30.150000000000002
2014-06-23,82,45.0,,0.45,36.9
2014-06-24,79,45.0,,0.45,35.550000000000004
2014-06-25,82,45.0,,0.45,36.9
2014-06-26,68,45.0,,0.45,30.6
2014-06-27,72,45.0,,0.45,32.4
2014-06-28,65,45.0,,0.45,29.25
2014-06-29,63,45.0,,0.45,28.35
2014-06-30,77,45.0,,0.45,34.65
2014-07-01,68,41.0,False,0.41,27.88
2014-07-02,84,41.0,,0.41,34.44
2014-07-03,92,41.0,,0.41,37.72
2014-07-04,54,41.0,,0.41,22.139999999999997
2014-07-05,62,41.0,,0.41,25.419999999999998
2014-07-06,82,41.0,,0.41,33.62
2014-07-07,87,41.0,,0.41,35.669999999999995
2014-07-08,80,41.0,,0.41,32.8
2014-07-09,82,41.0,,0.41,33.62
2014-07-10,91,41.0,,0.41,37.309999999999995
2014-07-11,81,41.0,,0.41,33.21
2014-07-12,76,41.0,,0.41,31.159999999999997
2014-07-13,91,41.0,,0.41,37.309999999999995
2014-07-14,91,41.0,,0.41,37.309999999999995
2014-07-15,85,41.0,,0.41,34.85
2014-07-16,100,41.0,,0.41,41.0
2014-07-17,85,41.0,,0.41,34.85
2014-07-18,82,41.0,,0.41,33.62
2014-07-19,76,41.0,,0.41,31.159999999999997
2014-07-20,77,41.0,,0.41,31.569999999999997
2014-07-21,71,41.0,,0.41,29.11
2014-07-22,84,41.0,,0.41,34.44
2014-07-23,83,41.0,,0.41,34.03
2014-07-24,82,41.0,,0.41,33.62
2014-07-25,76,41.0,,0.41,31.159999999999997
2014-07-26,73,41.0,,0.41,29.93
2014-07-27,72,41.0,,0.41,29.52
2014-07-28,91,41.0,,0.41,37.309999999999995
2014-07-29,84,41.0,,0.41,34.44
2014-07-30,83,41.0,,0.41,34.03
2014-07-31,81,41.0,,0.41,33.21
2014-08-01,53,44.0,False,0.44,23.32
2014-08-02,46,44.0,,0.44,20.24
2014-08-03,55,44.0,,0.44,24.2
2014-08-04,55,44.0,,0.44,24.2
2014-08-05,60,44.0,,0.44,26.4
2014-08-06,62,44.0,,0.44,27.28
2014-08-07,66,44.0,,0.44,29.04
2014-08-08,61,44.0,,0.44,26.84
2014-08-09,55,44.0,,0.44,24.2
2014-08-10,57,44.0,,0.44,25.080000000000002
2014-08-11,66,44.0,,0.44,29.04
2014-08-12,66,44.0,,0.44,29.04
2014-08-13,63,44.0,,0.44,27.72
2014-08-14,65,44.0,,0.44,28.6
2014-08-15,70,44.0,,0.44,30.8
2014-08-16,51,44.0,,0.44,22.44
2014-08-17,54,44.0,,0.44,23.76
2014-08-18,69,44.0,,0.44,30.36
2014-08-19,66,44.0,,0.44,29.04
2014-08-20,68,44.0,,0.44,29.92
2014-08-21,77,44.0,,0.44,33.88
2014-08-22,67,44.0,,0.44,29.48
2014-08-23,53,44.0,,0.44,23.32
2014-08-24,67,44.0,,0.44,29.48
2014-08-25,77,44.0,,0.44,33.88
2014-08-26,95,44.0,,0.44,41.8
2014-08-27,100,44.0,,0.44,44.0
2014-08-28,91,44.0,,0.44,40.04
2014-08-29,80,44.0,,0.44,35.2
2014-08-30,60,44.0,,0.44,26.4
2014-08-31,61,44.0,,0.44,26.84
2014-09-01,58,69.0,False,0.69,40.019999999999996
2014-09-02,82,69.0,,0.69,56.58
2014-09-03,84,69.0,,0.69,57.959999999999994
2014-09-04,89,69.0,,0.69,61.41
2014-09-05,83,69.0,,0.69,57.269999999999996
2014-09-06,54,69.0,,0.69,37.26
2014-09-07,72,69.0,,0.69,49.67999999999999
2014-09-08,88,69.0,,0.69,60.72
2014-09-09,96,69.0,,0.69,66.24
2014-09-10,96,69.0,,0.69,66.24
2014-09-11,100,69.0,,0.69,69.0
2014-09-12,80,69.0,,0.69,55.199999999999996
2014-09-13,58,69.0,,0.69,40.019999999999996
2014-09-14,74,69.0,,0.69,51.059999999999995
2014-09-15,89,69.0,,0.69,61.41
2014-09-16,95,69.0,,0.69,65.55
2014-09-17,92,69.0,,0.69,63.48
2014-09-18,98,69.0,,0.69,67.61999999999999
2014-09-19,89,69.0,,0.69,61.41
2014-09-20,55,69.0,,0.69,37.949999999999996
2014-09-21,69,69.0,,0.69,47.61
2014-09-22,100,69.0,,0.69,69.0
2014-09-23,92,69.0,,0.69,63.48
2014-09-24,100,69.0,,0.69,69.0
2014-09-25,97,69.0,,0.69,66.92999999999999
2014-09-26,85,69.0,,0.69,58.65
2014-09-27,54,69.0,,0.69,37.26
2014-09-28,70,69.0,,0.69,48.3
2014-09-29,99,69.0,,0.69,68.30999999999999
2014-09-30,99,69.0,,0.69,68.30999999999999
2014-10-01,99,68.0,False,0.68,67.32000000000001
2014-10-02,93,68.0,,0.68,63.24
2014-10-03,84,68.0,,0.68,57.120000000000005
2014-10-04,63,68.0,,0.68,42.84
2014-10-05,72,68.0,,0.68,48.96
2014-10-06,94,68.0,,0.68,63.92
2014-10-07,100,68.0,,0.68,68.0
2014-10-08,98,68.0,,0.68,66.64
2014-10-09,89,68.0,,0.68,60.52
2014-10-10,84,68.0,,0.68,57.120000000000005
2014-10-11,57,68.0,,0.68,38.760000000000005
2014-10-12,68,68.0,,0.68,46.24
2014-10-13,85,68.0,,0.68,57.800000000000004
2014-10-14,91,68.0,,0.68,61.88
2014-10-15,96,68.0,,0.68,65.28
2014-10-16,93,68.0,,0.68,63.24
2014-10-17,86,68.0,,0.68,58.480000000000004
2014-10-18,60,68.0,,0.68,40.800000000000004
2014-10-19,73,68.0,,0.68,49.64
2014-10-20,89,68.0,,0.68,60.52
2014-10-21,95,68.0,,0.68,64.60000000000001
2014-10-22,98,68.0,,0.68,66.64
2014-10-23,86,68.0,,0.68,58.480000000000004
2014-10-24,85,68.0,,0.68,57.800000000000004
2014-10-25,54,68.0,,0.68,36.720000000000006
2014-10-26,67,68.0,,0.68,45.56
2014-10-27,87,68.0,,0.68,59.160000000000004
2014-10-28,96,68.0,,0.68,65.28
2014-10-29,90,68.0,,0.68,61.2
2014-10-30,95,68.0,,0.68,64.60000000000001
2014-10-31,74,68.0,,0.68,50.32
2014-11-01,46,61.0,False,0.61,28.06
2014-11-02,62,61.0,,0.61,37.82
2014-11-03,90,61.0,,0.61,54.9
2014-11-04,86,61.0,,0.61,52.46
2014-11-05,88,61.0,,0.61,53.68
2014-11-06,100,61.0,,0.61,61.0
2014-11-07,77,61.0,,0.61,46.97
2014-11-08,52,61.0,,0.61,31.72
2014-11-09,64,61.0,,0.61,39.04
2014-11-10,83,61.0,,0.61,50.629999999999995
2014-11-11,82,61.0,,0.61,50.019999999999996
2014-11-12,93,61.0,,0.61,56.73
2014-11-13,93,61.0,,0.61,56.73
2014-11-14,83,61.0,,0.61,50.629999999999995
2014-11-15,59,61.0,,0.61,35.99
2014-11-16,62,61.0,,0.61,37.82
2014-11-17,89,61.0,,0.61,54.29
2014-11-18,94,61.0,,0.61,57.339999999999996
2014-11-19,97,61.0,,0.61,59.17
2014-11-20,100,61.0,,0.61,61.0
2014-11-21,80,61.0,,0.61,48.8
2014-11-22,53,61.0,,0.61,32.33
2014-11-23,64,61.0,,0.61,39.04
2014-11-24,78,61.0,,0.61,47.58
2014-11-25,75,61.0,,0.61,45.75
2014-11-26,57,61.0,,0.61,34.769999999999996
2014-11-27,39,61.0,,0.61,23.79
2014-11-28,37,61.0,,0.61,22.57
2014-11-29,44,61.0,,0.61,26.84
2014-11-30,62,61.0,,0.61,37.82
2014-12-01,93,51.0,False,0.51,47.43
2014-12-02,94,51.0,,0.51,47.94
2014-12-03,94,51.0,,0.51,47.94
2014-12-04,93,51.0,,0.51,47.43
2014-12-05,83,51.0,,0.51,42.33
2014-12-06,54,51.0,,0.51,27.54
2014-12-07,66,51.0,,0.51,33.660000000000004
2014-12-08,97,51.0,,0.51,49.47
2014-12-09,95,51.0,,0.51,48.45
2014-12-10,100,51.0,,0.51,51.0
2014-12-11,91,51.0,,0.51,46.410000000000004
2014-12-12,74,51.0,,0.51,37.74
2014-12-13,55,51.0,,0.51,28.05
2014-12-14,63,51.0,,0.51,32.13
2014-12-15,88,51.0,,0.51,44.88
