date,culture_unscaled,culture_monthly,isPartial,scale,culture
2011-08-25,73,45.0,,0.45,32.85
2011-08-26,77,45.0,,0.45,34.65
2011-08-27,51,45.0,,0.45,22.95
2011-08-28,74,45.0,,0.45,33.300000000000004
2011-08-29,85,45.0,,0.45,38.25
2011-08-30,98,45.0,,0.45,44.1
2011-08-31,100,45.0,,0.45,45.0
2011-09-01,67,69.0,False,0.69,46.23
2011-09-02,63,69.0,,0.69,43.47
2011-09-03,46,69.0,,0.69,31.74
2011-09-04,53,69.0,,0.69,36.57
2011-09-05,65,69.0,,0.69,44.849999999999994
2011-09-06,70,69.0,,0.69,48.3
2011-09-07,78,69.0,,0.69,53.81999999999999
2011-09-08,81,69.0,,0.69,55.88999999999999
2011-09-09,69,69.0,,0.69,47.61
2011-09-10,54,69.0,,0.69,37.26
2011-09-11,70,69.0,,0.69,48.3
2011-09-12,90,69.0,,0.69,62.099999999999994
2011-09-13,82,69.0,,0.69,56.58
2011-09-14,93,69.0,,0.69,64.17
2011-09-15,89,69.0,,0.69,61.41
2011-09-16,75,69.0,,0.69,51.74999999999999
2011-09-17,56,69.0,,0.69,38.64
2011-09-18,65,69.0,,0.69,44.849999999999994
2011-09-19,87,69.0,,0.69,60.029999999999994
2011-09-20,91,69.0,,0.69,62.78999999999999
2011-09-21,87,69.0,,0.69,60.029999999999994
2011-09-22,83,69.0,,0.69,57.269999999999996
2011-09-23,71,69.0,,0.69,48.989999999999995
2011-09-24,56,69.0,,0.69,38.64
2011-09-25,70,69.0,,0.69,48.3
2011-09-26,100,69.0,,0.69,69.0
2011-09-27,87,69.0,,0.69,60.029999999999994
2011-09-28,93,69.0,,0.69,64.17
2011-09-29,82,69.0,,0.69,56.58
2011-09-30,75,69.0,,0.69,51.74999999999999
2011-10-01,62,70.0,False,0.7,43.4
2011-10-02,76,70.0,,0.7,53.199999999999996
2011-10-03,91,70.0,,0.7,63.699999999999996
2011-10-04,96,70.0,,0.7,67.19999999999999
2011-10-05,94,70.0,,0.7,65.8
2011-10-06,88,70.0,,0.7,61.599999999999994
2011-10-07,77,70.0,,0.7,53.9
2011-10-08,59,70.0,,0.7,41.3
2011-10-09,62,70.0,,0.7,43.4
2011-10-10,92,70.0,,0.7,64.39999999999999
2011-10-11,87,70.0,,0.7,60.9
2011-10-12,94,70.0,,0.7,65.8
2011-10-13,92,70.0,,0.7,64.39999999999999
2011-10-14,81,70.0,,0.7,56.699999999999996
2011-10-15,54,70.0,,0.7,37.8
2011-10-16,68,70.0,,0.7,47.599999999999994
2011-10-17,85,70.0,,0.7,59.49999999999999
2011-10-18,87,70.0,,0.7,60.9
2011-10-19,95,70.0,,0.7,66.5
2011-10-20,87,70.0,,0.7,60.9
2011-10-21,76,70.0,,0.7,53.199999999999996
2011-10-22,54,70.0,,0.7,37.8
2011-10-23,71,70.0,,0.7,49.699999999999996
2011-10-24,90,70.0,,0.7,62.99999999999999
2011-10-25,100,70.0,,0.7,70.0
2011-10-26,98,70.0,,0.7,68.6
2011-10-27,96,70.0,,0.7,67.19999999999999
2011-10-28,81,70.0,,0.7,56.699999999999996
2011-10-29,54,70.0,,0.7,37.8
2011-10-30,64,70.0,,0.7,44.8
2011-10-31,94,70.0,,0.7,65.8
2011-11-01,93,67.0,False,0.67,62.31
2011-11-02,95,67.0,,0.67,63.650000000000006
2011-11-03,93,67.0,,0.67,62.31
2011-11-04,86,67.0,,0.67,57.620000000000005
2011-11-05,57,67.0,,0.67,38.190000000000005
2011-11-06,71,67.0,,0.67,47.57
2011-11-07,88,67.0,,0.67,58.96
2011-11-08,91,67.0,,0.67,60.970000000000006
2011-11-09,85,67.0,,0.67,56.95
2011-11-10,91,67.0,,0.67,60.970000000000006
2011-11-11,73,67.0,,0.67,48.910000000000004
2011-11-12,60,67.0,,0.67,40.2
2011-11-13,73,67.0,,0.67,48.910000000000004
2011-11-14,98,67.0,,0.67,65.66000000000001
2011-11-15,94,67.0,,0.67,62.980000000000004
2011-11-16,92,67.0,,0.67,61.64
2011-11-17,94,67.0,,0.67,62.980000000000004
2011-11-18,75,67.0,,0.67,50.25
2011-11-19,56,67.0,,0.67,37.52
2011-11-20,72,67.0,,0.67,48.24
2011-11-21,81,67.0,,0.67,54.27
2011-11-22,79,67.0,,0.67,52.93
2011-11-23,58,67.0,,0.67,38.86
2011-11-24,39,67.0,,0.67,26.130000000000003
2011-11-25,50,67.0,,0.67,33.5
2011-11-26,54,67.0,,0.67,36.18
2011-11-27,68,67.0,,0.67,45.56
2011-11-28,88,67.0,,0.67,58.96
2011-11-29,94,67.0,,0.67,62.980000000000004
2011-11-30,100,67.0,,0.67,67.0
2011-12-01,98,53.0,False,0.53,51.940000000000005
2011-12-02,87,53.0,,0.53,46.11
2011-12-03,70,53.0,,0.53,37.1
2011-12-04,72,53.0,,0.53,38.160000000000004
2011-12-05,100,53.0,,0.53,53.0
2011-12-06,97,53.0,,0.53,51.410000000000004
2011-12-07,92,53.0,,0.53,48.760000000000005
2011-12-08,97,53.0,,0.53,51.410000000000004
2011-12-09,87,53.0,,0.53,46.11
2011-12-10,61,53.0,,0.53,32.33
2011-12-11,74,53.0,,0.53,39.22
2011-12-12,97,53.0,,0.53,51.410000000000004
2011-12-13,89,53.0,,0.53,47.17
2011-12-14,91,53.0,,0.53,48.230000000000004
2011-12-15,82,53.0,,0.53,43.46
2011-12-16,69,53.0,,0.53,36.57
2011-12-17,44,53.0,,0.53,23.32
2011-12-18,40,53.0,,0.53,21.200000000000003
2011-12-19,60,53.0,,0.53,31.8
2011-12-20,54,53.0,,0.53,28.62
2011-12-21,52,53.0,,0.53,27.560000000000002
2011-12-22,46,53.0,,0.53,24.380000000000003
2011-12-23,34,53.0,,0.53,18.02
2011-12-24,29,53.0,,0.53,15.370000000000001
2011-12-25,30,53.0,,0.53,15.9
2011-12-26,35,53.0,,0.53,18.55
2011-12-27,44,53.0,,0.53,23.32
2011-12-28,47,53.0,,0.53,24.91
2011-12-29,47,53.0,,0.53,24.91
2011-12-30,45,53.0,,0.53,23.85
2011-12-31,43,53.0,,0.53,22.790000000000003
2012-01-01,49,55.0,False,0.55,26.950000000000003
2012-01-02,51,55.0,,0.55,28.05
2012-01-03,62,55.0,,0.55,34.1
2012-01-04,72,55.0,,0.55,39.6
2012-01-05,80,55.0,,0.55,44.0
2012-01-06,76,55.0,,0.55,41.800000000000004
2012-01-07,45,55.0,,0.55,24.750000000000004
2012-01-08,60,55.0,,0.55,33.0
2012-01-09,90,55.0,,0.55,49.50000000000001
2012-01-10,83,55.0,,0.55,45.650000000000006
2012-01-11,82,55.0,,0.55,45.1
2012-01-12,86,55.0,,0.55,47.300000000000004
2012-01-13,70,55.0,,0.55,38.5
2012-01-14,57,55.0,,0.55,31.35
2012-01-15,47,55.0,,0.55,25.85
2012-01-16,66,55.0,,0.55,36.300000000000004
2012-01-17,92,55.0,,0.55,50.6
2012-01-18,93,55.0,,0.55,51.150000000000006
2012-01-19,89,55.0,,0.55,48.95
2012-01-20,78,55.0,,0.55,42.900000000000006
2012-01-21,62,55.0,,0.55,34.1
2012-01-22,73,55.0,,0.55,40.150000000000006
2012-01-23,97,55.0,,0.55,53.35
2012-01-24,97,55.0,,0.55,53.35
2012-01-25,90,55.0,,0.55,49.50000000000001
2012-01-26,98,55.0,,0.55,53.900000000000006
2012-01-27,81,55.0,,0.55,44.550000000000004
2012-01-28,66,55.0,,0.55,36.300000000000004
2012-01-29,73,55.0,,0.55,40.150000000000006
2012-01-30,100,55.0,,0.55,55.00000000000001
2012-01-31,91,55.0,,0.55,50.050000000000004
2012-02-01,96,64.0,False,0.64,61.44
2012-02-02,93,64.0,,0.64,59.52
2012-02-03,86,64.0,,0.64,55.04
2012-02-04,65,64.0,,0.64,41.6
2012-02-05,71,64.0,,0.64,45.44
2012-02-06,88,64.0,,0.64,56.32
2012-02-07,95,64.0,,0.64,60.800000000000004
2012-02-08,94,64.0,,0.64,60.160000000000004
2012-02-09,100,64.0,,0.64,64.0
2012-02-10,83,64.0,,0.64,53.120000000000005
2012-02-11,59,64.0,,0.64,37.76
2012-02-12,65,64.0,,0.64,41.6
2012-02-13,98,64.0,,0.64,62.72
2012-02-14,87,64.0,,0.64,55.68
2012-02-15,91,64.0,,0.64,58.24
2012-02-16,92,64.0,,0.64,58.88
2012-02-17,87,64.0,,0.64,55.68
2012-02-18,57,64.0,,0.64,36.480000000000004
2012-02-19,71,64.0,,0.64,45.44
2012-02-20,84,64.0,,0.64,53.76
2012-02-21,94,64.0,,0.64,60.160000000000004
2012-02-22,96,64.0,,0.64,61.44
2012-02-23,93,64.0,,0.64,59.52
2012-02-24,81,64.0,,0.64,51.84
2012-02-25,64,64.0,,0.64,40.96
2012-02-26,66,64.0,,0.64,42.24
2012-02-27,92,64.0,,0.64,58.88
2012-02-28,100,64.0,,0.64,64.0
2012-02-29,87,64.0,,0.64,55.68
2012-03-01,100,61.0,False,0.61,61.0
2012-03-02,85,61.0,,0.61,51.85
2012-03-03,64,61.0,,0.61,39.04
2012-03-04,75,61.0,,0.61,45.75
2012-03-05,85,61.0,,0.61,51.85
2012-03-06,92,61.0,,0.61,56.12
2012-03-07,92,61.0,,0.61,56.12
2012-03-08,97,61.0,,0.61,59.17
2012-03-09,75,61.0,,0.61,45.75
2012-03-10,54,61.0,,0.61,32.94
2012-03-11,76,61.0,,0.61,46.36
2012-03-12,92,61.0,,0.61,56.12
2012-03-13,82,61.0,,0.61,50.019999999999996
2012-03-14,86,61.0,,0.61,52.46
2012-03-15,81,61.0,,0.61,49.41
2012-03-16,67,61.0,,0.61,40.87
2012-03-17,55,61.0,,0.61,33.55
2012-03-18,63,61.0,,0.61,38.43
2012-03-19,88,61.0,,0.61,53.68
2012-03-20,88,61.0,,0.61,53.68
2012-03-21,88,61.0,,0.61,53.68
2012-03-22,99,61.0,,0.61,60.39
2012-03-23,74,61.0,,0.61,45.14
2012-03-24,58,61.0,,0.61,35.38
2012-03-25,66,61.0,,0.61,40.26
2012-03-26,88,61.0,,0.61,53.68
2012-03-27,88,61.0,,0.61,53.68
2012-03-28,87,61.0,,0.61,53.07
2012-03-29,86,61.0,,0.61,52.46
2012-03-30,79,61.0,,0.61,48.19
2012-03-31,54,61.0,,0.61,32.94
2012-04-01,57,62.0,False,0.62,35.339999999999996
2012-04-02,81,62.0,,0.62,50.22
2012-04-03,88,62.0,,0.62,54.56
2012-04-04,94,62.0,,0.62,58.28
2012-04-05,75,62.0,,0.62,46.5
2012-04-06,60,62.0,,0.62,37.2
2012-04-07,55,62.0,,0.62,34.1
2012-04-08,56,62.0,,0.62,34.72
2012-04-09,81,62.0,,0.62,50.22
2012-04-10,96,62.0,,0.62,59.519999999999996
2012-04-11,86,62.0,,0.62,53.32
2012-04-12,92,62.0,,0.62,57.04
2012-04-13,73,62.0,,0.62,45.26
2012-04-14,66,62.0,,0.62,40.92
2012-04-15,80,62.0,,0.62,49.6
2012-04-16,97,62.0,,0.62,60.14
2012-04-17,100,62.0,,0.62,62.0
2012-04-18,98,62.0,,0.62,60.76
2012-04-19,95,62.0,,0.62,58.9
2012-04-20,82,62.0,,0.62,50.839999999999996
2012-04-21,62,62.0,,0.62,38.44
2012-04-22,81,62.0,,0.62,50.22
2012-04-23,90,62.0,,0.62,55.8
2012-04-24,84,62.0,,0.62,52.08
2012-04-25,95,62.0,,0.62,58.9
2012-04-26,88,62.0,,0.62,54.56
2012-04-27,83,62.0,,0.62,51.46
2012-04-28,58,62.0,,0.62,35.96
2012-04-29,73,62.0,,0.62,45.26
2012-04-30,100,62.0,,0.62,62.0
2012-05-01,97,58.0,False,0.58,56.26
2012-05-02,100,58.0,,0.58,57.99999999999999
2012-05-03,90,58.0,,0.58,52.199999999999996
2012-05-04,84,58.0,,0.58,48.72
2012-05-05,61,58.0,,0.58,35.379999999999995
2012-05-06,67,58.0,,0.58,38.86
2012-05-07,89,58.0,,0.58,51.62
2012-05-08,93,58.0,,0.58,53.94
2012-05-09,90,58.0,,0.58,52.199999999999996
2012-05-10,92,58.0,,0.58,53.36
2012-05-11,77,58.0,,0.58,44.66
2012-05-12,51,58.0,,0.58,29.58
2012-05-13,59,58.0,,0.58,34.22
2012-05-14,78,58.0,,0.58,45.239999999999995
2012-05-15,80,58.0,,0.58,46.4
2012-05-16,80,58.0,,0.58,46.4
2012-05-17,77,58.0,,0.58,44.66
2012-05-18,72,58.0,,0.58,41.76
2012-05-19,53,58.0,,0.58,30.74
2012-05-20,60,58.0,,0.58,34.8
2012-05-21,75,58.0,,0.58,43.5
2012-05-22,78,58.0,,0.58,45.239999999999995
2012-05-23,82,58.0,,0.58,47.559999999999995
2012-05-24,73,58.0,,0.58,42.339999999999996
2012-05-25,58,58.0,,0.58,33.64
2012-05-26,50,58.0,,0.58,28.999999999999996
2012-05-27,53,58.0,,0.58,30.74
2012-05-28,62,58.0,,0.58,35.96
2012-05-29,65,58.0,,0.58,37.699999999999996
2012-05-30,70,58.0,,0.58,40.599999999999994
2012-05-31,66,58.0,,0.58,38.279999999999994
2012-06-01,89,44.0,False,0.44,39.160000000000004
2012-06-02,73,44.0,,0.44,32.12
2012-06-03,91,44.0,,0.44,40.04
2012-06-04,99,44.0,,0.44,43.56
2012-06-05,93,44.0,,0.44,40.92
2012-06-06,96,44.0,,0.44,42.24
2012-06-07,94,44.0,,0.44,41.36
2012-06-08,83,44.0,,0.44,36.52
2012-06-09,71,44.0,,0.44,31.24
2012-06-10,87,44.0,,0.44,38.28
2012-06-11,100,44.0,,0.44,44.0
2012-06-12,86,44.0,,0.44,37.84
2012-06-13,91,44.0,,0.44,40.04
2012-06-14,98,44.0,,0.44,43.12
2012-06-15,86,44.0,,0.44,37.84
2012-06-16,69,44.0,,0.44,30.36
2012-06-17,80,44.0,,0.44,35.2
2012-06-18,95,44.0,,0.44,41.8
2012-06-19,82,44.0,,0.44,36.08
2012-06-20,86,44.0,,0.44,37.84
2012-06-21,73,44.0,,0.44,32.12
2012-06-22,79,44.0,,0.44,34.76
2012-06-23,66,44.0,,0.44,29.04
2012-06-24,80,44.0,,0.44,35.2
2012-06-25,85,44.0,,0.44,37.4
2012-06-26,81,44.0,,0.44,35.64
2012-06-27,76,44.0,,0.44,33.44
2012-06-28,81,44.0,,0.44,35.64
2012-06-29,71,44.0,,0.44,31.24
2012-06-30,68,44.0,,0.44,29.92
2012-07-01,85,41.0,False,0.41,34.85
2012-07-02,94,41.0,,0.41,38.54
2012-07-03,91,41.0,,0.41,37.309999999999995
2012-07-04,91,41.0,,0.41,37.309999999999995
2012-07-05,75,41.0,,0.41,30.749999999999996
2012-07-06,80,41.0,,0.41,32.8
2012-07-07,88,41.0,,0.41,36.08
2012-07-08,87,41.0,,0.41,35.669999999999995
2012-07-09,90,41.0,,0.41,36.9
2012-07-10,95,41.0,,0.41,38.949999999999996
2012-07-11,98,41.0,,0.41,40.18
2012-07-12,93,41.0,,0.41,38.129999999999995
2012-07-13,86,41.0,,0.41,35.26
2012-07-14,91,41.0,,0.41,37.309999999999995
2012-07-15,82,41.0,,0.41,33.62
2012-07-16,97,41.0,,0.41,39.769999999999996
2012-07-17,94,41.0,,0.41,38.54
2012-07-18,98,41.0,,0.41,40.18
2012-07-19,100,41.0,,0.41,41.0
2012-07-20,85,41.0,,0.41,34.85
2012-07-21,81,41.0,,0.41,33.21
2012-07-22,87,41.0,,0.41,35.669999999999995
2012-07-23,94,41.0,,0.41,38.54
2012-07-24,100,41.0,,0.41,41.0
2012-07-25,95,41.0,,0.41,38.949999999999996
2012-07-26,92,41.0,,0.41,37.72
2012-07-27,85,41.0,,0.41,34.85
2012-07-28,84,41.0,,0.41,34.44
2012-07-29,88,41.0,,0.41,36.08
2012-07-30,93,41.0,,0.41,38.129999999999995
2012-07-31,97,41.0,,0.41,39.769999999999996
2012-08-01,63,44.0,False,0.44,27.72
2012-08-02,73,44.0,,0.44,32.12
2012-08-03,74,44.0,,0.44,32.56
2012-08-04,57,44.0,,0.44,25.080000000000002
2012-08-05,66,44.0,,0.44,29.04
2012-08-06,74,44.0,,0.44,32.56
2012-08-07,70,44.0,,0.44,30.8
2012-08-08,75,44.0,,0.44,33.0
2012-08-09,68,44.0,,0.44,29.92
2012-08-10,65,44.0,,0.44,28.6
2012-08-11,68,44.0,,0.44,29.92
2012-08-12,69,44.0,,0.44,30.36
2012-08-13,78,44.0,,0.44,34.32
2012-08-14,71,44.0,,0.44,31.24
2012-08-15,70,44.0,,0.44,30.8
2012-08-16,78,44.0,,0.44,34.32
2012-08-17,72,44.0,,0.44,31.68
2012-08-18,54,44.0,,0.44,23.76
2012-08-19,70,44.0,,0.44,30.8
2012-08-20,71,44.0,,0.44,31.24
2012-08-21,78,44.0,,0.44,34.32
2012-08-22,84,44.0,,0.44,36.96
2012-08-23,83,44.0,,0.44,36.52
2012-08-24,84,44.0,,0.44,36.96
2012-08-25,64,44.0,,0.44,28.16
2012-08-26,74,44.0,,0.44,32.56
2012-08-27,85,44.0,,0.44,37.4
2012-08-28,83,44.0,,0.44,36.52
2012-08-29,93,44.0,,0.44,40.92
2012-08-30,100,44.0,,0.44,44.0
2012-08-31,89,44.0,,0.44,39.160000000000004
2012-09-01,51,65.0,False,0.65,33.15
2012-09-02,50,65.0,,0.65,32.5
2012-09-03,61,65.0,,0.65,39.65
2012-09-04,81,65.0,,0.65,52.65
2012-09-05,86,65.0,,0.65,55.9
2012-09-06,87,65.0,,0.65,56.550000000000004
2012-09-07,74,65.0,,0.65,48.1
2012-09-08,61,65.0,,0.65,39.65
2012-09-09,75,65.0,,0.65,48.75
2012-09-10,86,65.0,,0.65,55.9
2012-09-11,88,65.0,,0.65,57.2
2012-09-12,90,65.0,,0.65,58.5
2012-09-13,84,65.0,,0.65,54.6
2012-09-14,81,65.0,,0.65,52.65
2012-09-15,66,65.0,,0.65,42.9
2012-09-16,70,65.0,,0.65,45.5
2012-09-17,100,65.0,,0.65,65.0
2012-09-18,89,65.0,,0.65,57.85
2012-09-19,90,65.0,,0.65,58.5
2012-09-20,95,65.0,,0.65,61.75
2012-09-21,79,65.0,,0.65,51.35
2012-09-22,52,65.0,,0.65,33.800000000000004
2012-09-23,71,65.0,,0.65,46.15
2012-09-24,93,65.0,,0.65,60.45
2012-09-25,94,65.0,,0.65,61.1
2012-09-26,87,65.0,,0.65,56.550000000000004
2012-09-27,98,65.0,,0.65,63.7
2012-09-28,83,65.0,,0.65,53.95
2012-09-29,70,65.0,,0.65,45.5
2012-09-30,73,65.0,,0.65,47.45
2012-10-01,92,65.0,False,0.65,59.800000000000004
2012-10-02,96,65.0,,0.65,62.400000000000006
2012-10-03,96,65.0,,0.65,62.400000000000006
2012-10-04,96,65.0,,0.65,62.400000000000006
2012-10-05,75,65.0,,0.65,48.75
2012-10-06,59,65.0,,0.65,38.35
2012-10-07,68,65.0,,0.65,44.2
2012-10-08,86,65.0,,0.65,55.9
2012-10-09,90,65.0,,0.65,58.5
2012-10-10,100,65.0,,0.65,65.0
2012-10-11,94,65.0,,0.65,61.1
2012-10-12,79,65.0,,0.65,51.35
2012-10-13,51,65.0,,0.65,33.15
2012-10-14,65,65.0,,0.65,42.25
2012-10-15,84,65.0,,0.65,54.6
2012-10-16,88,65.0,,0.65,57.2
2012-10-17,95,65.0,,0.65,61.75
2012-10-18,92,65.0,,0.65,59.800000000000004
2012-10-19,79,65.0,,0.65,51.35
2012-10-20,56,65.0,,0.65,36.4
2012-10-21,66,65.0,,0.65,42.9
2012-10-22,88,65.0,,0.65,57.2
2012-10-23,89,65.0,,0.65,57.85
2012-10-24,89,65.0,,0.65,57.85
2012-10-25,90,65.0,,0.65,58.5
2012-10-26,81,65.0,,0.65,52.65
2012-10-27,55,65.0,,0.65,35.75
2012-10-28,67,65.0,,0.65,43.550000000000004
2012-10-29,74,65.0,,0.65,48.1
2012-10-30,81,65.0,,0.65,52.65
2012-10-31,73,65.0,,0.65,47.45
2012-11-01,79,60.0,False,0.6,47.4
2012-11-02,70,60.0,,0.6,42.0
2012-11-03,51,60.0,,0.6,30.599999999999998
2012-11-04,71,60.0,,0.6,42.6
2012-11-05,83,60.0,,0.6,49.8
2012-11-06,77,60.0,,0.6,46.199999999999996
2012-11-07,77,60.0,,0.6,46.199999999999996
2012-11-08,91,60.0,,0.6,54.6
2012-11-09,75,60.0,,0.6,45.0
2012-11-10,59,60.0,,0.6,35.4
2012-11-11,63,60.0,,0.6,37.8
2012-11-12,86,60.0,,0.6,51.6
2012-11-13,88,60.0,,0.6,52.8
2012-11-14,89,60.0,,0.6,53.4
2012-11-15,94,60.0,,0.6,56.4
2012-11-16,80,60.0,,0.6,48.0
2012-11-17,47,60.0,,0.6,28.2
2012-11-18,64,60.0,,0.6,38.4
2012-11-19,85,60.0,,0.6,51.0
2012-11-20,74,60.0,,0.6,44.4
2012-11-21,63,60.0,,0.6,37.8
2012-11-22,49,60.0,,0.6,29.4
2012-11-23,53,60.0,,0.6,31.799999999999997
2012-11-24,53,60.0,,0.6,31.799999999999997
2012-11-25,70,60.0,,0.6,42.0
2012-11-26,91,60.0,,0.6,54.6
2012-11-27,92,60.0,,0.6,55.199999999999996
2012-11-28,100,60.0,,0.6,60.0
2012-11-29,99,60.0,,0.6,59.4
2012-11-30,82,60.0,,0.6,49.199999999999996
2012-12-01,65,53.0,False,0.53,34.45
2012-12-02,82,53.0,,0.53,43.46
2012-12-03,96,53.0,,0.53,50.88
2012-12-04,96,53.0,,0.53,50.88
2012-12-05,100,53.0,,0.53,53.0
2012-12-06,98,53.0,,0.53,51.940000000000005
2012-12-07,86,53.0,,0.53,45.580000000000005
2012-12-08,58,53.0,,0.53,30.740000000000002
2012-12-09,75,53.0,,0.53,39.75
2012-12-10,95,53.0,,0.53,50.35
2012-12-11,95,53.0,,0.53,50.35
2012-12-12,99,53.0,,0.53,52.470000000000006
2012-12-13,98,53.0,,0.53,51.940000000000005
2012-12-14,83,53.0,,0.53,43.99
2012-12-15,57,53.0,,0.53,30.21
2012-12-16,59,53.0,,0.53,31.270000000000003
2012-12-17,76,53.0,,0.53,40.28
2012-12-18,80,53.0,,0.53,42.400000000000006
2012-12-19,71,53.0,,0.53,37.63
2012-12-20,66,53.0,,0.53,34.980000000000004
2012-12-21,48,53.0,,0.53,25.44
2012-12-22,39,53.0,,0.53,20.67
2012-12-23,45,53.0,,0.53,23.85
2012-12-24,40,53.0,,0.53,21.200000000000003
2012-12-25,36,53.0,,0.53,19.080000000000002
2012-12-26,44,53.0,,0.53,23.32
2012-12-27,48,53.0,,0.53,25.44
2012-12-28,45,53.0,,0.53,23.85
2012-12-29,40,53.0,,0.53,21.200000000000003
2012-12-30,43,53.0,,0.53,22.790000000000003
2012-12-31,43,53.0,,0.53,22.790000000000003
2013-01-01,44,54.0,False,0.54,23.76
2013-01-02,52,54.0,,0.54,28.080000000000002
2013-01-03,59,54.0,,0.54,31.860000000000003
2013-01-04,62,54.0,,0.54,33.480000000000004
2013-01-05,50,54.0,,0.54,27.0
2013-01-06,52,54.0,,0.54,28.080000000000002
2013-01-07,63,54.0,,0.54,34.02
2013-01-08,73,54.0,,0.54,39.42
2013-01-09,77,54.0,,0.54,41.580000000000005
2013-01-10,76,54.0,,0.54,41.040000000000006
2013-01-11,75,54.0,,0.54,40.5
2013-01-12,55,54.0,,0.54,29.700000000000003
2013-01-13,64,54.0,,0.54,34.56
2013-01-14,77,54.0,,0.54,41.580000000000005
2013-01-15,80,54.0,,0.54,43.2
2013-01-16,81,54.0,,0.54,43.74
2013-01-17,85,54.0,,0.54,45.900000000000006
2013-01-18,77,54.0,,0.54,41.580000000000005
2013-01-19,60,54.0,,0.54,32.400000000000006
2013-01-20,62,54.0,,0.54,33.480000000000004
2013-01-21,67,54.0,,0.54,36.18
2013-01-22,86,54.0,,0.54,46.440000000000005
2013-01-23,84,54.0,,0.54,45.36
2013-01-24,89,54.0,,0.54,48.06
2013-01-25,79,54.0,,0.54,42.660000000000004
2013-01-26,59,54.0,,0.54,31.860000000000003
2013-01-27,70,54.0,,0.54,37.800000000000004
2013-01-28,84,54.0,,0.54,45.36
2013-01-29,92,54.0,,0.54,49.68000000000001
2013-01-30,91,54.0,,0.54,49.14
2013-01-31,100,54.0,,0.54,54.0
2013-02-01,77,64.0,False,0.64,49.28
2013-02-02,64,64.0,,0.64,40.96
2013-02-03,62,64.0,,0.64,39.68
2013-02-04,81,64.0,,0.64,51.84
2013-02-05,87,64.0,,0.64,55.68
2013-02-06,100,64.0,,0.64,64.0
2013-02-07,90,64.0,,0.64,57.6
2013-02-08,73,64.0,,0.64,46.72
2013-02-09,54,64.0,,0.64,34.56
2013-02-10,69,64.0,,0.64,44.160000000000004
2013-02-11,83,64.0,,0.64,53.120000000000005
2013-02-12,82,64.0,,0.64,52.480000000000004
2013-02-13,87,64.0,,0.64,55.68
2013-02-14,82,64.0,,0.64,52.480000000000004
2013-02-15,70,64.0,,0.64,44.800000000000004
2013-02-16,50,64.0,,0.64,32.0
2013-02-17,56,64.0,,0.64,35.84
2013-02-18,71,64.0,,0.64,45.44
2013-02-19,85,64.0,,0.64,54.4
2013-02-20,90,64.0,,0.64,57.6
2013-02-21,90,64.0,,0.64,57.6
2013-02-22,77,64.0,,0.64,49.28
2013-02-23,55,64.0,,0.64,35.2
2013-02-24,58,64.0,,0.64,37.12
2013-02-25,92,64.0,,0.64,58.88
2013-02-26,91,64.0,,0.64,58.24
2013-02-27,81,64.0,,0.64,51.84
2013-02-28,84,64.0,,0.64,53.76
2013-03-01,89,61.0,False,0.61,54.29
2013-03-02,67,61.0,,0.61,40.87
2013-03-03,76,61.0,,0.61,46.36
2013-03-04,94,61.0,,0.61,57.339999999999996
2013-03-05,97,61.0,,0.61,59.17
2013-03-06,97,61.0,,0.61,59.17
2013-03-07,89,61.0,,0.61,54.29
2013-03-08,87,61.0,,0.61,53.07
2013-03-09,57,61.0,,0.61,34.769999999999996
2013-03-10,69,61.0,,0.61,42.089999999999996
2013-03-11,94,61.0,,0.61,57.339999999999996
2013-03-12,95,61.0,,0.61,57.949999999999996
2013-03-13,100,61.0,,0.61,61.0
2013-03-14,94,61.0,,0.61,57.339999999999996
2013-03-15,75,61.0,,0.61,45.75
2013-03-16,61,61.0,,0.61,37.21
2013-03-17,69,61.0,,0.61,42.089999999999996
2013-03-18,95,61.0,,0.61,57.949999999999996
2013-03-19,100,61.0,,0.61,61.0
2013-03-20,95,61.0,,0.61,57.949999999999996
2013-03-21,95,61.0,,0.61,57.949999999999996
2013-03-22,80,61.0,,0.61,48.8
2013-03-23,60,61.0,,0.61,36.6
2013-03-24,71,61.0,,0.61,43.31
2013-03-25,83,61.0,,0.61,50.629999999999995
2013-03-26,83,61.0,,0.61,50.629999999999995
2013-03-27,84,61.0,,0.61,51.24
2013-03-28,88,61.0,,0.61,53.68
2013-03-29,69,61.0,,0.61,42.089999999999996
2013-03-30,55,61.0,,0.61,33.55
2013-03-31,58,61.0,,0.61,35.38
2013-04-01,65,66.0,False,0.66,42.9
2013-04-02,77,66.0,,0.66,50.82
2013-04-03,80,66.0,,0.66,52.800000000000004
2013-04-04,79,66.0,,0.66,52.14
2013-04-05,62,66.0,,0.66,40.92
2013-04-06,53,66.0,,0.66,34.980000000000004
2013-04-07,60,66.0,,0.66,39.6
2013-04-08,85,66.0,,0.66,56.1
2013-04-09,85,66.0,,0.66,56.1
2013-04-10,93,66.0,,0.66,61.38
2013-04-11,81,66.0,,0.66,53.46
2013-04-12,71,66.0,,0.66,46.86
2013-04-13,49,66.0,,0.66,32.34
2013-04-14,66,66.0,,0.66,43.56
2013-04-15,78,66.0,,0.66,51.480000000000004
2013-04-16,82,66.0,,0.66,54.120000000000005
2013-04-17,83,66.0,,0.66,54.78
