date,health_unscaled,health_monthly,isPartial,scale,health
2018-02-21,95,75.0,,0.75,71.25
2018-02-22,92,75.0,,0.75,69.0
2018-02-23,81,75.0,,0.75,60.75
2018-02-24,48,75.0,,0.75,36.0
2018-02-25,47,75.0,,0.75,35.25
2018-02-26,96,75.0,,0.75,72.0
2018-02-27,94,75.0,,0.75,70.5
2018-02-28,92,75.0,,0.75,69.0
2018-03-01,92,71.0,False,0.71,65.32
2018-03-02,87,71.0,,0.71,61.769999999999996
2018-03-03,50,71.0,,0.71,35.5
2018-03-04,50,71.0,,0.71,35.5
2018-03-05,98,71.0,,0.71,69.58
2018-03-06,99,71.0,,0.71,70.28999999999999
2018-03-07,94,71.0,,0.71,66.74
2018-03-08,95,71.0,,0.71,67.45
2018-03-09,89,71.0,,0.71,63.19
2018-03-10,52,71.0,,0.71,36.92
2018-03-11,48,71.0,,0.71,34.08
2018-03-12,96,71.0,,0.71,68.16
2018-03-13,94,71.0,,0.71,66.74
2018-03-14,92,71.0,,0.71,65.32
2018-03-15,92,71.0,,0.71,65.32
2018-03-16,82,71.0,,0.71,58.22
2018-03-17,46,71.0,,0.71,32.66
2018-03-18,48,71.0,,0.71,34.08
2018-03-19,100,71.0,,0.71,71.0
2018-03-20,98,71.0,,0.71,69.58
2018-03-21,92,71.0,,0.71,65.32
2018-03-22,89,71.0,,0.71,63.19
2018-03-23,85,71.0,,0.71,60.349999999999994
2018-03-24,48,71.0,,0.71,34.08
2018-03-25,47,71.0,,0.71,33.37
2018-03-26,98,71.0,,0.71,69.58
2018-03-27,100,71.0,,0.71,71.0
2018-03-28,95,71.0,,0.71,67.45
2018-03-29,93,71.0,,0.71,66.03
2018-03-30,80,71.0,,0.71,56.8
2018-03-31,48,71.0,,0.71,34.08
2018-04-01,41,74.0,False,0.74,30.34
2018-04-02,94,74.0,,0.74,69.56
2018-04-03,93,74.0,,0.74,68.82
2018-04-04,94,74.0,,0.74,69.56
2018-04-05,87,74.0,,0.74,64.38
2018-04-06,77,74.0,,0.74,56.98
2018-04-07,50,74.0,,0.74,37.0
2018-04-08,48,74.0,,0.74,35.519999999999996
2018-04-09,100,74.0,,0.74,74.0
2018-04-10,92,74.0,,0.74,68.08
2018-04-11,92,74.0,,0.74,68.08
2018-04-12,88,74.0,,0.74,65.12
2018-04-13,79,74.0,,0.74,58.46
2018-04-14,43,74.0,,0.74,31.82
2018-04-15,49,74.0,,0.74,36.26
2018-04-16,91,74.0,,0.74,67.34
2018-04-17,95,74.0,,0.74,70.3
2018-04-18,90,74.0,,0.74,66.6
2018-04-19,89,74.0,,0.74,65.86
2018-04-20,81,74.0,,0.74,59.94
2018-04-21,45,74.0,,0.74,33.3
2018-04-22,47,74.0,,0.74,34.78
2018-04-23,93,74.0,,0.74,68.82
2018-04-24,90,74.0,,0.74,66.6
2018-04-25,88,74.0,,0.74,65.12
2018-04-26,87,74.0,,0.74,64.38
2018-04-27,76,74.0,,0.74,56.24
2018-04-28,45,74.0,,0.74,33.3
2018-04-29,43,74.0,,0.74,31.82
2018-04-30,92,74.0,,0.74,68.08
2018-05-01,96,69.0,False,0.69,66.24
2018-05-02,93,69.0,,0.69,64.17
2018-05-03,91,69.0,,0.69,62.78999999999999
2018-05-04,82,69.0,,0.69,56.58
2018-05-05,47,69.0,,0.69,32.43
2018-05-06,47,69.0,,0.69,32.43
2018-05-07,100,69.0,,0.69,69.0
2018-05-08,96,69.0,,0.69,66.24
2018-05-09,93,69.0,,0.69,64.17
2018-05-10,87,69.0,,0.69,60.029999999999994
2018-05-11,81,69.0,,0.69,55.88999999999999
2018-05-12,47,69.0,,0.69,32.43
2018-05-13,43,69.0,,0.69,29.669999999999998
2018-05-14,93,69.0,,0.69,64.17
2018-05-15,94,69.0,,0.69,64.86
2018-05-16,92,69.0,,0.69,63.48
2018-05-17,87,69.0,,0.69,60.029999999999994
2018-05-18,78,69.0,,0.69,53.81999999999999
2018-05-19,42,69.0,,0.69,28.979999999999997
2018-05-20,46,69.0,,0.69,31.74
2018-05-21,90,69.0,,0.69,62.099999999999994
2018-05-22,92,69.0,,0.69,63.48
2018-05-23,88,69.0,,0.69,60.72
2018-05-24,85,69.0,,0.69,58.65
2018-05-25,76,69.0,,0.69,52.44
2018-05-26,42,69.0,,0.69,28.979999999999997
2018-05-27,42,69.0,,0.69,28.979999999999997
2018-05-28,50,69.0,,0.69,34.5
2018-05-29,90,69.0,,0.69,62.099999999999994
2018-05-30,94,69.0,,0.69,64.86
2018-05-31,91,69.0,,0.69,62.78999999999999
2018-06-01,82,69.0,False,0.69,56.58
2018-06-02,48,69.0,,0.69,33.12
2018-06-03,48,69.0,,0.69,33.12
2018-06-04,96,69.0,,0.69,66.24
2018-06-05,94,69.0,,0.69,64.86
2018-06-06,96,69.0,,0.69,66.24
2018-06-07,90,69.0,,0.69,62.099999999999994
2018-06-08,81,69.0,,0.69,55.88999999999999
2018-06-09,47,69.0,,0.69,32.43
2018-06-10,45,69.0,,0.69,31.049999999999997
2018-06-11,94,69.0,,0.69,64.86
2018-06-12,94,69.0,,0.69,64.86
2018-06-13,94,69.0,,0.69,64.86
2018-06-14,89,69.0,,0.69,61.41
2018-06-15,80,69.0,,0.69,55.199999999999996
2018-06-16,45,69.0,,0.69,31.049999999999997
2018-06-17,41,69.0,,0.69,28.29
2018-06-18,95,69.0,,0.69,65.55
2018-06-19,96,69.0,,0.69,66.24
2018-06-20,91,69.0,,0.69,62.78999999999999
2018-06-21,90,69.0,,0.69,62.099999999999994
2018-06-22,80,69.0,,0.69,55.199999999999996
2018-06-23,46,69.0,,0.69,31.74
2018-06-24,45,69.0,,0.69,31.049999999999997
2018-06-25,100,69.0,,0.69,69.0
2018-06-26,96,69.0,,0.69,66.24
2018-06-27,94,69.0,,0.69,64.86
2018-06-28,91,69.0,,0.69,62.78999999999999
2018-06-29,82,69.0,,0.69,56.58
2018-06-30,45,69.0,,0.69,31.049999999999997
2018-07-01,48,70.0,False,0.7,33.599999999999994
2018-07-02,91,70.0,,0.7,63.699999999999996
2018-07-03,83,70.0,,0.7,58.099999999999994
2018-07-04,45,70.0,,0.7,31.499999999999996
2018-07-05,84,70.0,,0.7,58.8
2018-07-06,79,70.0,,0.7,55.3
2018-07-07,45,70.0,,0.7,31.499999999999996
2018-07-08,45,70.0,,0.7,31.499999999999996
2018-07-09,97,70.0,,0.7,67.89999999999999
2018-07-10,93,70.0,,0.7,65.1
2018-07-11,94,70.0,,0.7,65.8
2018-07-12,89,70.0,,0.7,62.3
2018-07-13,82,70.0,,0.7,57.4
2018-07-14,46,70.0,,0.7,32.199999999999996
2018-07-15,47,70.0,,0.7,32.9
2018-07-16,99,70.0,,0.7,69.3
2018-07-17,92,70.0,,0.7,64.39999999999999
2018-07-18,96,70.0,,0.7,67.19999999999999
2018-07-19,91,70.0,,0.7,63.699999999999996
2018-07-20,80,70.0,,0.7,56.0
2018-07-21,46,70.0,,0.7,32.199999999999996
2018-07-22,48,70.0,,0.7,33.599999999999994
2018-07-23,99,70.0,,0.7,69.3
2018-07-24,94,70.0,,0.7,65.8
2018-07-25,96,70.0,,0.7,67.19999999999999
2018-07-26,92,70.0,,0.7,64.39999999999999
2018-07-27,82,70.0,,0.7,57.4
2018-07-28,49,70.0,,0.7,34.3
2018-07-29,45,70.0,,0.7,31.499999999999996
2018-07-30,100,70.0,,0.7,70.0
2018-07-31,96,70.0,,0.7,67.19999999999999
2018-08-01,93,74.0,False,0.74,68.82
2018-08-02,90,74.0,,0.74,66.6
2018-08-03,81,74.0,,0.74,59.94
2018-08-04,46,74.0,,0.74,34.04
2018-08-05,48,74.0,,0.74,35.519999999999996
2018-08-06,99,74.0,,0.74,73.26
2018-08-07,97,74.0,,0.74,71.78
2018-08-08,92,74.0,,0.74,68.08
2018-08-09,90,74.0,,0.74,66.6
2018-08-10,82,74.0,,0.74,60.68
2018-08-11,48,74.0,,0.74,35.519999999999996
2018-08-12,45,74.0,,0.74,33.3
2018-08-13,98,74.0,,0.74,72.52
2018-08-14,98,74.0,,0.74,72.52
2018-08-15,98,74.0,,0.74,72.52
2018-08-16,94,74.0,,0.74,69.56
2018-08-17,83,74.0,,0.74,61.42
2018-08-18,46,74.0,,0.74,34.04
2018-08-19,48,74.0,,0.74,35.519999999999996
2018-08-20,98,74.0,,0.74,72.52
2018-08-21,100,74.0,,0.74,74.0
2018-08-22,96,74.0,,0.74,71.03999999999999
2018-08-23,92,74.0,,0.74,68.08
2018-08-24,84,74.0,,0.74,62.16
2018-08-25,48,74.0,,0.74,35.519999999999996
2018-08-26,50,74.0,,0.74,37.0
2018-08-27,99,74.0,,0.74,73.26
2018-08-28,98,74.0,,0.74,72.52
2018-08-29,94,74.0,,0.74,69.56
2018-08-30,94,74.0,,0.74,69.56
2018-08-31,78,74.0,,0.74,57.72
2018-09-01,43,72.0,False,0.72,30.959999999999997
2018-09-02,43,72.0,,0.72,30.959999999999997
2018-09-03,49,72.0,,0.72,35.28
2018-09-04,98,72.0,,0.72,70.56
2018-09-05,97,72.0,,0.72,69.84
2018-09-06,95,72.0,,0.72,68.39999999999999
2018-09-07,84,72.0,,0.72,60.48
2018-09-08,47,72.0,,0.72,33.839999999999996
2018-09-09,48,72.0,,0.72,34.56
2018-09-10,98,72.0,,0.72,70.56
2018-09-11,94,72.0,,0.72,67.67999999999999
2018-09-12,91,72.0,,0.72,65.52
2018-09-13,89,72.0,,0.72,64.08
2018-09-14,80,72.0,,0.72,57.599999999999994
2018-09-15,48,72.0,,0.72,34.56
2018-09-16,46,72.0,,0.72,33.12
2018-09-17,100,72.0,,0.72,72.0
2018-09-18,97,72.0,,0.72,69.84
2018-09-19,98,72.0,,0.72,70.56
2018-09-20,93,72.0,,0.72,66.96
2018-09-21,83,72.0,,0.72,59.76
2018-09-22,46,72.0,,0.72,33.12
2018-09-23,47,72.0,,0.72,33.839999999999996
2018-09-24,99,72.0,,0.72,71.28
2018-09-25,95,72.0,,0.72,68.39999999999999
2018-09-26,95,72.0,,0.72,68.39999999999999
2018-09-27,90,72.0,,0.72,64.8
2018-09-28,82,72.0,,0.72,59.04
2018-09-29,48,72.0,,0.72,34.56
2018-09-30,46,72.0,,0.72,33.12
2018-10-01,98,76.0,False,0.76,74.48
2018-10-02,97,76.0,,0.76,73.72
2018-10-03,92,76.0,,0.76,69.92
2018-10-04,91,76.0,,0.76,69.16
2018-10-05,78,76.0,,0.76,59.28
2018-10-06,48,76.0,,0.76,36.480000000000004
2018-10-07,44,76.0,,0.76,33.44
2018-10-08,90,76.0,,0.76,68.4
2018-10-09,96,76.0,,0.76,72.96000000000001
2018-10-10,99,76.0,,0.76,75.24
2018-10-11,92,76.0,,0.76,69.92
2018-10-12,83,76.0,,0.76,63.08
2018-10-13,46,76.0,,0.76,34.96
2018-10-14,45,76.0,,0.76,34.2
2018-10-15,98,76.0,,0.76,74.48
2018-10-16,95,76.0,,0.76,72.2
2018-10-17,93,76.0,,0.76,70.68
2018-10-18,91,76.0,,0.76,69.16
2018-10-19,79,76.0,,0.76,60.04
2018-10-20,44,76.0,,0.76,33.44
2018-10-21,44,76.0,,0.76,33.44
2018-10-22,97,76.0,,0.76,73.72
2018-10-23,93,76.0,,0.76,70.68
2018-10-24,88,76.0,,0.76,66.88
2018-10-25,90,76.0,,0.76,68.4
2018-10-26,81,76.0,,0.76,61.56
2018-10-27,44,76.0,,0.76,33.44
2018-10-28,45,76.0,,0.76,34.2
2018-10-29,100,76.0,,0.76,76.0
2018-10-30,93,76.0,,0.76,70.68
2018-10-31,88,76.0,,0.76,66.88
2018-11-01,96,71.0,False,0.71,68.16
2018-11-02,88,71.0,,0.71,62.48
2018-11-03,52,71.0,,0.71,36.92
2018-11-04,49,71.0,,0.71,34.79
2018-11-05,100,71.0,,0.71,71.0
2018-11-06,99,71.0,,0.71,70.28999999999999
2018-11-07,90,71.0,,0.71,63.9
2018-11-08,97,71.0,,0.71,68.86999999999999
2018-11-09,84,71.0,,0.71,59.64
2018-11-10,49,71.0,,0.71,34.79
2018-11-11,48,71.0,,0.71,34.08
2018-11-12,91,71.0,,0.71,64.61
2018-11-13,99,71.0,,0.71,70.28999999999999
2018-11-14,98,71.0,,0.71,69.58
2018-11-15,90,71.0,,0.71,63.9
2018-11-16,84,71.0,,0.71,59.64
2018-11-17,49,71.0,,0.71,34.79
2018-11-18,44,71.0,,0.71,31.24
2018-11-19,91,71.0,,0.71,64.61
2018-11-20,85,71.0,,0.71,60.349999999999994
2018-11-21,70,71.0,,0.71,49.699999999999996
2018-11-22,33,71.0,,0.71,23.43
2018-11-23,43,71.0,,0.71,30.529999999999998
2018-11-24,41,71.0,,0.71,29.11
2018-11-25,45,71.0,,0.71,31.95
2018-11-26,91,71.0,,0.71,64.61
2018-11-27,96,71.0,,0.71,68.16
2018-11-28,98,71.0,,0.71,69.58
2018-11-29,96,71.0,,0.71,68.16
2018-11-30,86,71.0,,0.71,61.059999999999995
2018-12-01,50,66.0,False,0.66,33.0
2018-12-02,48,66.0,,0.66,31.68
2018-12-03,100,66.0,,0.66,66.0
2018-12-04,99,66.0,,0.66,65.34
2018-12-05,95,66.0,,0.66,62.7
2018-12-06,94,66.0,,0.66,62.040000000000006
2018-12-07,86,66.0,,0.66,56.760000000000005
2018-12-08,48,66.0,,0.66,31.68
2018-12-09,48,66.0,,0.66,31.68
2018-12-10,98,66.0,,0.66,64.68
2018-12-11,98,66.0,,0.66,64.68
2018-12-12,95,66.0,,0.66,62.7
2018-12-13,93,66.0,,0.66,61.38
2018-12-14,86,66.0,,0.66,56.760000000000005
2018-12-15,57,66.0,,0.66,37.620000000000005
2018-12-16,48,66.0,,0.66,31.68
2018-12-17,87,66.0,,0.66,57.42
2018-12-18,88,66.0,,0.66,58.080000000000005
2018-12-19,82,66.0,,0.66,54.120000000000005
2018-12-20,78,66.0,,0.66,51.480000000000004
2018-12-21,73,66.0,,0.66,48.18
2018-12-22,41,66.0,,0.66,27.060000000000002
2018-12-23,36,66.0,,0.66,23.76
2018-12-24,44,66.0,,0.66,29.040000000000003
2018-12-25,29,66.0,,0.66,19.14
2018-12-26,73,66.0,,0.66,48.18
2018-12-27,80,66.0,,0.66,52.800000000000004
2018-12-28,78,66.0,,0.66,51.480000000000004
2018-12-29,47,66.0,,0.66,31.020000000000003
2018-12-30,43,66.0,,0.66,28.380000000000003
2018-12-31,67,66.0,,0.66,44.22
2019-01-01,45,76.0,False,0.76,34.2
2019-01-02,94,76.0,,0.76,71.44
2019-01-03,95,76.0,,0.76,72.2
2019-01-04,90,76.0,,0.76,68.4
2019-01-05,52,76.0,,0.76,39.52
2019-01-06,45,76.0,,0.76,34.2
2019-01-07,96,76.0,,0.76,72.96000000000001
2019-01-08,97,76.0,,0.76,73.72
2019-01-09,97,76.0,,0.76,73.72
2019-01-10,96,76.0,,0.76,72.96000000000001
2019-01-11,89,76.0,,0.76,67.64
2019-01-12,51,76.0,,0.76,38.76
2019-01-13,48,76.0,,0.76,36.480000000000004
2019-01-14,100,76.0,,0.76,76.0
2019-01-15,99,76.0,,0.76,75.24
2019-01-16,95,76.0,,0.76,72.2
2019-01-17,95,76.0,,0.76,72.2
2019-01-18,84,76.0,,0.76,63.84
2019-01-19,52,76.0,,0.76,39.52
2019-01-20,46,76.0,,0.76,34.96
2019-01-21,78,76.0,,0.76,59.28
2019-01-22,97,76.0,,0.76,73.72
2019-01-23,100,76.0,,0.76,76.0
2019-01-24,100,76.0,,0.76,76.0
2019-01-25,87,76.0,,0.76,66.12
2019-01-26,53,76.0,,0.76,40.28
2019-01-27,50,76.0,,0.76,38.0
2019-01-28,95,76.0,,0.76,72.2
2019-01-29,98,76.0,,0.76,74.48
2019-01-30,94,76.0,,0.76,71.44
2019-01-31,91,76.0,,0.76,69.16
2019-02-01,94,76.0,False,0.76,71.44
2019-02-02,55,76.0,,0.76,41.8
2019-02-03,49,76.0,,0.76,37.24
2019-02-04,95,76.0,,0.76,72.2
2019-02-05,100,76.0,,0.76,76.0
2019-02-06,100,76.0,,0.76,76.0
2019-02-07,97,76.0,,0.76,73.72
2019-02-08,93,76.0,,0.76,70.68
2019-02-09,53,76.0,,0.76,40.28
2019-02-10,53,76.0,,0.76,40.28
2019-02-11,100,76.0,,0.76,76.0
2019-02-12,96,76.0,,0.76,72.96000000000001
2019-02-13,97,76.0,,0.76,73.72
2019-02-14,86,76.0,,0.76,65.36
2019-02-15,83,76.0,,0.76,63.08
2019-02-16,50,76.0,,0.76,38.0
2019-02-17,50,76.0,,0.76,38.0
2019-02-18,88,76.0,,0.76,66.88
2019-02-19,98,76.0,,0.76,74.48
2019-02-20,92,76.0,,0.76,69.92
2019-02-21,94,76.0,,0.76,71.44
2019-02-22,86,76.0,,0.76,65.36
2019-02-23,55,76.0,,0.76,41.8
2019-02-24,49,76.0,,0.76,37.24
2019-02-25,97,76.0,,0.76,73.72
2019-02-26,95,76.0,,0.76,72.2
2019-02-27,93,76.0,,0.76,70.68
2019-02-28,87,76.0,,0.76,66.12
2019-03-01,84,73.0,False,0.73,61.32
2019-03-02,50,73.0,,0.73,36.5
2019-03-03,51,73.0,,0.73,37.23
2019-03-04,100,73.0,,0.73,73.0
2019-03-05,96,73.0,,0.73,70.08
2019-03-06,94,73.0,,0.73,68.62
2019-03-07,92,73.0,,0.73,67.16
2019-03-08,85,73.0,,0.73,62.05
2019-03-09,53,73.0,,0.73,38.69
2019-03-10,47,73.0,,0.73,34.31
2019-03-11,92,73.0,,0.73,67.16
2019-03-12,95,73.0,,0.73,69.35
2019-03-13,89,73.0,,0.73,64.97
2019-03-14,90,73.0,,0.73,65.7
2019-03-15,79,73.0,,0.73,57.67
2019-03-16,50,73.0,,0.73,36.5
2019-03-17,49,73.0,,0.73,35.769999999999996
2019-03-18,92,73.0,,0.73,67.16
2019-03-19,98,73.0,,0.73,71.53999999999999
2019-03-20,92,73.0,,0.73,67.16
2019-03-21,87,73.0,,0.73,63.51
2019-03-22,82,73.0,,0.73,59.86
2019-03-23,47,73.0,,0.73,34.31
2019-03-24,47,73.0,,0.73,34.31
2019-03-25,96,73.0,,0.73,70.08
2019-03-26,100,73.0,,0.73,73.0
2019-03-27,95,73.0,,0.73,69.35
2019-03-28,91,73.0,,0.73,66.42999999999999
2019-03-29,83,73.0,,0.73,60.589999999999996
2019-03-30,53,73.0,,0.73,38.69
2019-03-31,51,73.0,,0.73,37.23
2019-04-01,99,76.0,False,0.76,75.24
2019-04-02,95,76.0,,0.76,72.2
2019-04-03,98,76.0,,0.76,74.48
2019-04-04,95,76.0,,0.76,72.2
2019-04-05,85,76.0,,0.76,64.6
2019-04-06,48,76.0,,0.76,36.480000000000004
2019-04-07,48,76.0,,0.76,36.480000000000004
2019-04-08,100,76.0,,0.76,76.0
2019-04-09,95,76.0,,0.76,72.2
2019-04-10,94,76.0,,0.76,71.44
2019-04-11,92,76.0,,0.76,69.92
2019-04-12,81,76.0,,0.76,61.56
2019-04-13,48,76.0,,0.76,36.480000000000004
2019-04-14,44,76.0,,0.76,33.44
2019-04-15,92,76.0,,0.76,69.92
2019-04-16,96,76.0,,0.76,72.96000000000001
2019-04-17,87,76.0,,0.76,66.12
2019-04-18,87,76.0,,0.76,66.12
2019-04-19,73,76.0,,0.76,55.480000000000004
2019-04-20,45,76.0,,0.76,34.2
2019-04-21,44,76.0,,0.76,33.44
2019-04-22,93,76.0,,0.76,70.68
2019-04-23,93,76.0,,0.76,70.68
2019-04-24,89,76.0,,0.76,67.64
2019-04-25,86,76.0,,0.76,65.36
2019-04-26,80,76.0,,0.76,60.8
2019-04-27,46,76.0,,0.76,34.96
2019-04-28,44,76.0,,0.76,33.44
2019-04-29,95,76.0,,0.76,72.2
2019-04-30,97,76.0,,0.76,73.72
2019-05-01,100,72.0,False,0.72,72.0
2019-05-02,96,72.0,,0.72,69.12
2019-05-03,81,72.0,,0.72,58.32
2019-05-04,48,72.0,,0.72,34.56
2019-05-05,44,72.0,,0.72,31.68
2019-05-06,98,72.0,,0.72,70.56
2019-05-07,96,72.0,,0.72,69.12
2019-05-08,92,72.0,,0.72,66.24
2019-05-09,90,72.0,,0.72,64.8
2019-05-10,81,72.0,,0.72,58.32
2019-05-11,46,72.0,,0.72,33.12
2019-05-12,43,72.0,,0.72,30.959999999999997
2019-05-13,96,72.0,,0.72,69.12
2019-05-14,95,72.0,,0.72,68.39999999999999
2019-05-15,92,72.0,,0.72,66.24
2019-05-16,95,72.0,,0.72,68.39999999999999
2019-05-17,80,72.0,,0.72,57.599999999999994
2019-05-18,47,72.0,,0.72,33.839999999999996
2019-05-19,45,72.0,,0.72,32.4
2019-05-20,93,72.0,,0.72,66.96
2019-05-21,93,72.0,,0.72,66.96
2019-05-22,91,72.0,,0.72,65.52
2019-05-23,92,72.0,,0.72,66.24
2019-05-24,77,72.0,,0.72,55.44
2019-05-25,43,72.0,,0.72,30.959999999999997
2019-05-26,41,72.0,,0.72,29.52
2019-05-27,46,72.0,,0.72,33.12
2019-05-28,92,72.0,,0.72,66.24
2019-05-29,94,72.0,,0.72,67.67999999999999
2019-05-30,91,72.0,,0.72,65.52
2019-05-31,84,72.0,,0.72,60.48
2019-06-01,48,70.0,False,0.7,33.599999999999994
2019-06-02,47,70.0,,0.7,32.9
2019-06-03,98,70.0,,0.7,68.6
2019-06-04,98,70.0,,0.7,68.6
2019-06-05,94,70.0,,0.7,65.8
2019-06-06,93,70.0,,0.7,65.1
2019-06-07,85,70.0,,0.7,59.49999999999999
2019-06-08,46,70.0,,0.7,32.199999999999996
2019-06-09,46,70.0,,0.7,32.199999999999996
2019-06-10,98,70.0,,0.7,68.6
2019-06-11,98,70.0,,0.7,68.6
2019-06-12,95,70.0,,0.7,66.5
2019-06-13,93,70.0,,0.7,65.1
2019-06-14,82,70.0,,0.7,57.4
2019-06-15,48,70.0,,0.7,33.599999999999994
2019-06-16,44,70.0,,0.7,30.799999999999997
2019-06-17,99,70.0,,0.7,69.3
2019-06-18,100,70.0,,0.7,70.0
2019-06-19,95,70.0,,0.7,66.5
2019-06-20,93,70.0,,0.7,65.1
2019-06-21,84,70.0,,0.7,58.8
2019-06-22,48,70.0,,0.7,33.599999999999994
2019-06-23,46,70.0,,0.7,32.199999999999996
2019-06-24,98,70.0,,0.7,68.6
2019-06-25,98,70.0,,0.7,68.6
2019-06-26,95,70.0,,0.7,66.5
2019-06-27,93,70.0,,0.7,65.1
2019-06-28,86,70.0,,0.7,60.199999999999996
2019-06-29,47,70.0,,0.7,32.9
2019-06-30,45,70.0,,0.7,31.499999999999996
2019-07-01,92,71.0,False,0.71,65.32
2019-07-02,90,71.0,,0.71,63.9
2019-07-03,82,71.0,,0.71,58.22
2019-07-04,45,71.0,,0.71,31.95
2019-07-05,68,71.0,,0.71,48.28
2019-07-06,43,71.0,,0.71,30.529999999999998
2019-07-07,43,71.0,,0.71,30.529999999999998
2019-07-08,99,71.0,,0.71,70.28999999999999
2019-07-09,100,71.0,,0.71,71.0
2019-07-10,97,71.0,,0.71,68.86999999999999
2019-07-11,90,71.0,,0.71,63.9
2019-07-12,82,71.0,,0.71,58.22
2019-07-13,46,71.0,,0.71,32.66
2019-07-14,47,71.0,,0.71,33.37
2019-07-15,98,71.0,,0.71,69.58
2019-07-16,95,71.0,,0.71,67.45
2019-07-17,95,71.0,,0.71,67.45
2019-07-18,87,71.0,,0.71,61.769999999999996
2019-07-19,78,71.0,,0.71,55.379999999999995
2019-07-20,46,71.0,,0.71,32.66
2019-07-21,45,71.0,,0.71,31.95
2019-07-22,97,71.0,,0.71,68.86999999999999
2019-07-23,94,71.0,,0.71,66.74
2019-07-24,89,71.0,,0.71,63.19
2019-07-25,90,71.0,,0.71,63.9
2019-07-26,81,71.0,,0.71,57.51
2019-07-27,47,71.0,,0.71,33.37
2019-07-28,43,71.0,,0.71,30.529999999999998
2019-07-29,95,71.0,,0.71,67.45
2019-07-30,94,71.0,,0.71,66.74
2019-07-31,88,71.0,,0.71,62.48
2019-08-01,94,73.0,False,0.73,68.62
2019-08-02,79,73.0,,0.73,57.67
2019-08-03,42,73.0,,0.73,30.66
2019-08-04,45,73.0,,0.73,32.85
2019-08-05,93,73.0,,0.73,67.89
2019-08-06,94,73.0,,0.73,68.62
2019-08-07,93,73.0,,0.73,67.89
2019-08-08,90,73.0,,0.73,65.7
2019-08-09,83,73.0,,0.73,60.589999999999996
2019-08-10,45,73.0,,0.73,32.85
2019-08-11,45,73.0,,0.73,32.85
2019-08-12,97,73.0,,0.73,70.81
2019-08-13,98,73.0,,0.73,71.53999999999999
2019-08-14,95,73.0,,0.73,69.35
2019-08-15,93,73.0,,0.73,67.89
2019-08-16,80,73.0,,0.73,58.4
2019-08-17,46,73.0,,0.73,33.58
2019-08-18,45,73.0,,0.73,32.85
2019-08-19,100,73.0,,0.73,73.0
2019-08-20,96,73.0,,0.73,70.08
2019-08-21,97,73.0,,0.73,70.81
2019-08-22,90,73.0,,0.73,65.7
2019-08-23,84,73.0,,0.73,61.32
2019-08-24,45,73.0,,0.73,32.85
2019-08-25,45,73.0,,0.73,32.85
2019-08-26,95,73.0,,0.73,69.35
2019-08-27,97,73.0,,0.73,70.81
2019-08-28,97,73.0,,0.73,70.81
2019-08-29,92,73.0,,0.73,67.16
2019-08-30,81,73.0,,0.73,59.129999999999995
2019-08-31,43,73.0,,0.73,31.39
2019-09-01,40,74.0,False,0.74,29.6
2019-09-02,47,74.0,,0.74,34.78
2019-09-03,94,74.0,,0.74,69.56
2019-09-04,94,74.0,,0.74,69.56
2019-09-05,93,74.0,,0.74,68.82
2019-09-06,85,74.0,,0.74,62.9
2019-09-07,46,74.0,,0.74,34.04
2019-09-08,45,74.0,,0.74,33.3
2019-09-09,100,74.0,,0.74,74.0
2019-09-10,99,74.0,,0.74,73.26
2019-09-11,97,74.0,,0.74,71.78
2019-09-12,94,74.0,,0.74,69.56
2019-09-13,85,74.0,,0.74,62.9
2019-09-14,47,74.0,,0.74,34.78
2019-09-15,46,74.0,,0.74,34.04
2019-09-16,100,74.0,,0.74,74.0
2019-09-17,98,74.0,,0.74,72.52
2019-09-18,98,74.0,,0.74,72.52
2019-09-19,92,74.0,,0.74,68.08
2019-09-20,84,74.0,,0.74,62.16
2019-09-21,47,74.0,,0.74,34.78
2019-09-22,47,74.0,,0.74,34.78
2019-09-23,99,74.0,,0.74,73.26
2019-09-24,96,74.0,,0.74,71.03999999999999
2019-09-25,95,74.0,,0.74,70.3
2019-09-26,89,74.0,,0.74,65.86
2019-09-27,84,74.0,,0.74,62.16
2019-09-28,47,74.0,,0.74,34.78
2019-09-29,46,74.0,,0.74,34.04
2019-09-30,99,74.0,,0.74,73.26
2019-10-01,98,78.0,False,0.78,76.44
2019-10-02,98,78.0,,0.78,76.44
2019-10-03,94,78.0,,0.78,73.32000000000001
2019-10-04,83,78.0,,0.78,64.74000000000001
2019-10-05,48,78.0,,0.78,37.44
2019-10-06,48,78.0,,0.78,37.44
2019-10-07,94,78.0,,0.78,73.32000000000001
2019-10-08,95,78.0,,0.78,74.10000000000001
2019-10-09,91,78.0,,0.78,70.98
2019-10-10,100,78.0,,0.78,78.0
2019-10-11,86,78.0,,0.78,67.08
2019-10-12,45,78.0,,0.78,35.1
2019-10-13,45,78.0,,0.78,35.1
2019-10-14,96,78.0,,0.78,74.88
2019-10-15,96,78.0,,0.78,74.88
2019-10-16,94,78.0,,0.78,73.32000000000001
2019-10-17,93,78.0,,0.78,72.54
2019-10-18,80,78.0,,0.78,62.400000000000006
2019-10-19,47,78.0,,0.78,36.660000000000004
2019-10-20,44,78.0,,0.78,34.32
2019-10-21,97,78.0,,0.78,75.66
2019-10-22,96,78.0,,0.78,74.88
2019-10-23,97,78.0,,0.78,75.66
