date,health_unscaled,health_monthly,isPartial,scale,health
2019-10-24,89,78.0,,0.78,69.42
2019-10-25,82,78.0,,0.78,63.96
2019-10-26,46,78.0,,0.78,35.88
2019-10-27,44,78.0,,0.78,34.32
2019-10-28,96,78.0,,0.78,74.88
2019-10-29,93,78.0,,0.78,72.54
2019-10-30,89,78.0,,0.78,69.42
2019-10-31,80,78.0,,0.78,62.400000000000006
2019-11-01,86,72.0,False,0.72,61.919999999999995
2019-11-02,46,72.0,,0.72,33.12
2019-11-03,47,72.0,,0.72,33.839999999999996
2019-11-04,99,72.0,,0.72,71.28
2019-11-05,100,72.0,,0.72,72.0
2019-11-06,95,72.0,,0.72,68.39999999999999
2019-11-07,95,72.0,,0.72,68.39999999999999
2019-11-08,87,72.0,,0.72,62.64
2019-11-09,49,72.0,,0.72,35.28
2019-11-10,45,72.0,,0.72,32.4
2019-11-11,85,72.0,,0.72,61.199999999999996
2019-11-12,94,72.0,,0.72,67.67999999999999
2019-11-13,94,72.0,,0.72,67.67999999999999
2019-11-14,94,72.0,,0.72,67.67999999999999
2019-11-15,85,72.0,,0.72,61.199999999999996
2019-11-16,49,72.0,,0.72,35.28
2019-11-17,46,72.0,,0.72,33.12
2019-11-18,98,72.0,,0.72,70.56
2019-11-19,96,72.0,,0.72,69.12
2019-11-20,94,72.0,,0.72,67.67999999999999
2019-11-21,89,72.0,,0.72,64.08
2019-11-22,80,72.0,,0.72,57.599999999999994
2019-11-23,46,72.0,,0.72,33.12
2019-11-24,45,72.0,,0.72,32.4
2019-11-25,88,72.0,,0.72,63.36
2019-11-26,80,72.0,,0.72,57.599999999999994
2019-11-27,67,72.0,,0.72,48.239999999999995
2019-11-28,34,72.0,,0.72,24.48
2019-11-29,44,72.0,,0.72,31.68
2019-11-30,37,72.0,,0.72,26.64
2019-12-01,46,68.0,False,0.68,31.28
2019-12-02,94,68.0,,0.68,63.92
2019-12-03,97,68.0,,0.68,65.96000000000001
2019-12-04,100,68.0,,0.68,68.0
2019-12-05,96,68.0,,0.68,65.28
2019-12-06,84,68.0,,0.68,57.120000000000005
2019-12-07,49,68.0,,0.68,33.32
2019-12-08,46,68.0,,0.68,31.28
2019-12-09,90,68.0,,0.68,61.2
2019-12-10,94,68.0,,0.68,63.92
2019-12-11,94,68.0,,0.68,63.92
2019-12-12,90,68.0,,0.68,61.2
2019-12-13,84,68.0,,0.68,57.120000000000005
2019-12-14,50,68.0,,0.68,34.0
2019-12-15,49,68.0,,0.68,33.32
2019-12-16,92,68.0,,0.68,62.56
2019-12-17,88,68.0,,0.68,59.84
2019-12-18,83,68.0,,0.68,56.440000000000005
2019-12-19,75,68.0,,0.68,51.00000000000001
2019-12-20,75,68.0,,0.68,51.00000000000001
2019-12-21,42,68.0,,0.68,28.560000000000002
2019-12-22,36,68.0,,0.68,24.48
2019-12-23,73,68.0,,0.68,49.64
2019-12-24,49,68.0,,0.68,33.32
2019-12-25,30,68.0,,0.68,20.400000000000002
2019-12-26,69,68.0,,0.68,46.92
2019-12-27,73,68.0,,0.68,49.64
2019-12-28,44,68.0,,0.68,29.92
2019-12-29,41,68.0,,0.68,27.880000000000003
2019-12-30,82,68.0,,0.68,55.760000000000005
2019-12-31,74,68.0,,0.68,50.32
2020-01-01,41,79.0,False,0.79,32.39
2020-01-02,89,79.0,,0.79,70.31
2020-01-03,84,79.0,,0.79,66.36
2020-01-04,51,79.0,,0.79,40.29
2020-01-05,45,79.0,,0.79,35.550000000000004
2020-01-06,95,79.0,,0.79,75.05
2020-01-07,96,79.0,,0.79,75.84
2020-01-08,94,79.0,,0.79,74.26
2020-01-09,91,79.0,,0.79,71.89
2020-01-10,85,79.0,,0.79,67.15
2020-01-11,50,79.0,,0.79,39.5
2020-01-12,45,79.0,,0.79,35.550000000000004
2020-01-13,96,79.0,,0.79,75.84
2020-01-14,94,79.0,,0.79,74.26
2020-01-15,98,79.0,,0.79,77.42
2020-01-16,93,79.0,,0.79,73.47
2020-01-17,85,79.0,,0.79,67.15
2020-01-18,50,79.0,,0.79,39.5
2020-01-19,44,79.0,,0.79,34.760000000000005
2020-01-20,79,79.0,,0.79,62.410000000000004
2020-01-21,99,79.0,,0.79,78.21000000000001
2020-01-22,100,79.0,,0.79,79.0
2020-01-23,96,79.0,,0.79,75.84
2020-01-24,86,79.0,,0.79,67.94
2020-01-25,52,79.0,,0.79,41.08
2020-01-26,44,79.0,,0.79,34.760000000000005
2020-01-27,97,79.0,,0.79,76.63000000000001
2020-01-28,97,79.0,,0.79,76.63000000000001
2020-01-29,99,79.0,,0.79,78.21000000000001
2020-01-30,100,79.0,,0.79,79.0
2020-01-31,94,79.0,,0.79,74.26
2020-02-01,53,78.0,False,0.78,41.34
2020-02-02,48,78.0,,0.78,37.44
2020-02-03,92,78.0,,0.78,71.76
2020-02-04,95,78.0,,0.78,74.10000000000001
2020-02-05,93,78.0,,0.78,72.54
2020-02-06,91,78.0,,0.78,70.98
2020-02-07,85,78.0,,0.78,66.3
2020-02-08,53,78.0,,0.78,41.34
2020-02-09,50,78.0,,0.78,39.0
2020-02-10,94,78.0,,0.78,73.32000000000001
2020-02-11,95,78.0,,0.78,74.10000000000001
2020-02-12,95,78.0,,0.78,74.10000000000001
2020-02-13,92,78.0,,0.78,71.76
2020-02-14,79,78.0,,0.78,61.620000000000005
2020-02-15,49,78.0,,0.78,38.22
2020-02-16,48,78.0,,0.78,37.44
2020-02-17,86,78.0,,0.78,67.08
2020-02-18,97,78.0,,0.78,75.66
2020-02-19,95,78.0,,0.78,74.10000000000001
2020-02-20,93,78.0,,0.78,72.54
2020-02-21,86,78.0,,0.78,67.08
2020-02-22,52,78.0,,0.78,40.56
2020-02-23,50,78.0,,0.78,39.0
2020-02-24,99,78.0,,0.78,77.22
2020-02-25,100,78.0,,0.78,78.0
2020-02-26,96,78.0,,0.78,74.88
2020-02-27,95,78.0,,0.78,74.10000000000001
2020-02-28,86,78.0,,0.78,67.08
2020-02-29,56,78.0,,0.78,43.68
2020-03-01,38,100.0,False,1.0,38.0
2020-03-02,71,100.0,,1.0,71.0
2020-03-03,67,100.0,,1.0,67.0
2020-03-04,65,100.0,,1.0,65.0
2020-03-05,68,100.0,,1.0,68.0
2020-03-06,65,100.0,,1.0,65.0
2020-03-07,38,100.0,,1.0,38.0
2020-03-08,37,100.0,,1.0,37.0
2020-03-09,71,100.0,,1.0,71.0
2020-03-10,72,100.0,,1.0,72.0
2020-03-11,79,100.0,,1.0,79.0
2020-03-12,82,100.0,,1.0,82.0
2020-03-13,82,100.0,,1.0,82.0
2020-03-14,55,100.0,,1.0,55.0
2020-03-15,63,100.0,,1.0,63.0
2020-03-16,100,100.0,,1.0,100.0
2020-03-17,89,100.0,,1.0,89.0
2020-03-18,89,100.0,,1.0,89.0
2020-03-19,84,100.0,,1.0,84.0
2020-03-20,78,100.0,,1.0,78.0
2020-03-21,59,100.0,,1.0,59.0
2020-03-22,59,100.0,,1.0,59.0
2020-03-23,86,100.0,,1.0,86.0
2020-03-24,81,100.0,,1.0,81.0
2020-03-25,78,100.0,,1.0,78.0
2020-03-26,76,100.0,,1.0,76.0
2020-03-27,74,100.0,,1.0,74.0
2020-03-28,56,100.0,,1.0,56.0
2020-03-29,54,100.0,,1.0,54.0
2020-03-30,81,100.0,,1.0,81.0
2020-03-31,77,100.0,,1.0,77.0
2020-04-01,100,86.0,False,0.86,86.0
2020-04-02,96,86.0,,0.86,82.56
2020-04-03,90,86.0,,0.86,77.4
2020-04-04,70,86.0,,0.86,60.199999999999996
2020-04-05,65,86.0,,0.86,55.9
2020-04-06,98,86.0,,0.86,84.28
2020-04-07,97,86.0,,0.86,83.42
2020-04-08,94,86.0,,0.86,80.84
2020-04-09,88,86.0,,0.86,75.67999999999999
2020-04-10,82,86.0,,0.86,70.52
2020-04-11,58,86.0,,0.86,49.88
2020-04-12,54,86.0,,0.86,46.44
2020-04-13,87,86.0,,0.86,74.82
2020-04-14,89,86.0,,0.86,76.53999999999999
2020-04-15,86,86.0,,0.86,73.96
2020-04-16,80,86.0,,0.86,68.8
2020-04-17,78,86.0,,0.86,67.08
2020-04-18,56,86.0,,0.86,48.16
2020-04-19,57,86.0,,0.86,49.019999999999996
2020-04-20,87,86.0,,0.86,74.82
2020-04-21,83,86.0,,0.86,71.38
2020-04-22,83,86.0,,0.86,71.38
2020-04-23,83,86.0,,0.86,71.38
2020-04-24,76,86.0,,0.86,65.36
2020-04-25,53,86.0,,0.86,45.58
2020-04-26,55,86.0,,0.86,47.3
2020-04-27,85,86.0,,0.86,73.1
2020-04-28,82,86.0,,0.86,70.52
2020-04-29,79,86.0,,0.86,67.94
2020-04-30,80,86.0,,0.86,68.8
2020-05-01,90,75.0,False,0.75,67.5
2020-05-02,60,75.0,,0.75,45.0
2020-05-03,60,75.0,,0.75,45.0
2020-05-04,97,75.0,,0.75,72.75
2020-05-05,94,75.0,,0.75,70.5
2020-05-06,95,75.0,,0.75,71.25
2020-05-07,91,75.0,,0.75,68.25
2020-05-08,88,75.0,,0.75,66.0
2020-05-09,58,75.0,,0.75,43.5
2020-05-10,51,75.0,,0.75,38.25
2020-05-11,99,75.0,,0.75,74.25
2020-05-12,97,75.0,,0.75,72.75
2020-05-13,95,75.0,,0.75,71.25
2020-05-14,94,75.0,,0.75,70.5
2020-05-15,88,75.0,,0.75,66.0
2020-05-16,59,75.0,,0.75,44.25
2020-05-17,58,75.0,,0.75,43.5
2020-05-18,100,75.0,,0.75,75.0
2020-05-19,98,75.0,,0.75,73.5
2020-05-20,95,75.0,,0.75,71.25
2020-05-21,92,75.0,,0.75,69.0
2020-05-22,83,75.0,,0.75,62.25
2020-05-23,53,75.0,,0.75,39.75
2020-05-24,50,75.0,,0.75,37.5
2020-05-25,58,75.0,,0.75,43.5
2020-05-26,96,75.0,,0.75,72.0
2020-05-27,92,75.0,,0.75,69.0
2020-05-28,90,75.0,,0.75,67.5
2020-05-29,87,75.0,,0.75,65.25
2020-05-30,53,75.0,,0.75,39.75
2020-05-31,50,75.0,,0.75,37.5
2020-06-01,83,80.0,False,0.8,66.4
2020-06-02,80,80.0,,0.8,64.0
2020-06-03,81,80.0,,0.8,64.8
2020-06-04,81,80.0,,0.8,64.8
2020-06-05,76,80.0,,0.8,60.800000000000004
2020-06-06,48,80.0,,0.8,38.400000000000006
2020-06-07,48,80.0,,0.8,38.400000000000006
2020-06-08,88,80.0,,0.8,70.4
2020-06-09,90,80.0,,0.8,72.0
2020-06-10,88,80.0,,0.8,70.4
2020-06-11,84,80.0,,0.8,67.2
2020-06-12,79,80.0,,0.8,63.2
2020-06-13,50,80.0,,0.8,40.0
2020-06-14,50,80.0,,0.8,40.0
2020-06-15,93,80.0,,0.8,74.4
2020-06-16,93,80.0,,0.8,74.4
2020-06-17,90,80.0,,0.8,72.0
2020-06-18,87,80.0,,0.8,69.60000000000001
2020-06-19,80,80.0,,0.8,64.0
2020-06-20,50,80.0,,0.8,40.0
2020-06-21,46,80.0,,0.8,36.800000000000004
2020-06-22,96,80.0,,0.8,76.80000000000001
2020-06-23,92,80.0,,0.8,73.60000000000001
2020-06-24,94,80.0,,0.8,75.2
2020-06-25,90,80.0,,0.8,72.0
2020-06-26,85,80.0,,0.8,68.0
2020-06-27,53,80.0,,0.8,42.400000000000006
2020-06-28,51,80.0,,0.8,40.800000000000004
2020-06-29,100,80.0,,0.8,80.0
2020-06-30,95,80.0,,0.8,76.0
2020-07-01,93,85.0,False,0.85,79.05
2020-07-02,88,85.0,,0.85,74.8
2020-07-03,65,85.0,,0.85,55.25
2020-07-04,46,85.0,,0.85,39.1
2020-07-05,47,85.0,,0.85,39.949999999999996
2020-07-06,98,85.0,,0.85,83.3
2020-07-07,99,85.0,,0.85,84.14999999999999
2020-07-08,99,85.0,,0.85,84.14999999999999
2020-07-09,95,85.0,,0.85,80.75
2020-07-10,88,85.0,,0.85,74.8
2020-07-11,53,85.0,,0.85,45.05
2020-07-12,54,85.0,,0.85,45.9
2020-07-13,100,85.0,,0.85,85.0
2020-07-14,99,85.0,,0.85,84.14999999999999
2020-07-15,96,85.0,,0.85,81.6
2020-07-16,94,85.0,,0.85,79.89999999999999
2020-07-17,86,85.0,,0.85,73.1
2020-07-18,53,85.0,,0.85,45.05
2020-07-19,51,85.0,,0.85,43.35
2020-07-20,98,85.0,,0.85,83.3
2020-07-21,98,85.0,,0.85,83.3
2020-07-22,97,85.0,,0.85,82.45
2020-07-23,93,85.0,,0.85,79.05
2020-07-24,84,85.0,,0.85,71.39999999999999
2020-07-25,50,85.0,,0.85,42.5
2020-07-26,49,85.0,,0.85,41.65
2020-07-27,98,85.0,,0.85,83.3
2020-07-28,96,85.0,,0.85,81.6
2020-07-29,95,85.0,,0.85,80.75
2020-07-30,90,85.0,,0.85,76.5
2020-07-31,82,85.0,,0.85,69.7
2020-08-01,53,80.0,False,0.8,42.400000000000006
2020-08-02,50,80.0,,0.8,40.0
2020-08-03,100,80.0,,0.8,80.0
2020-08-04,93,80.0,,0.8,74.4
2020-08-05,94,80.0,,0.8,75.2
2020-08-06,96,80.0,,0.8,76.80000000000001
2020-08-07,86,80.0,,0.8,68.8
2020-08-08,54,80.0,,0.8,43.2
2020-08-09,51,80.0,,0.8,40.800000000000004
2020-08-10,100,80.0,,0.8,80.0
2020-08-11,95,80.0,,0.8,76.0
2020-08-12,93,80.0,,0.8,74.4
2020-08-13,91,80.0,,0.8,72.8
2020-08-14,83,80.0,,0.8,66.4
2020-08-15,53,80.0,,0.8,42.400000000000006
2020-08-16,48,80.0,,0.8,38.400000000000006
2020-08-17,96,80.0,,0.8,76.80000000000001
2020-08-18,94,80.0,,0.8,75.2
2020-08-19,93,80.0,,0.8,74.4
2020-08-20,90,80.0,,0.8,72.0
2020-08-21,85,80.0,,0.8,68.0
2020-08-22,52,80.0,,0.8,41.6
2020-08-23,51,80.0,,0.8,40.800000000000004
2020-08-24,96,80.0,,0.8,76.80000000000001
2020-08-25,94,80.0,,0.8,75.2
2020-08-26,91,80.0,,0.8,72.8
2020-08-27,89,80.0,,0.8,71.2
2020-08-28,82,80.0,,0.8,65.60000000000001
2020-08-29,53,80.0,,0.8,42.400000000000006
2020-08-30,50,80.0,,0.8,40.0
2020-08-31,96,80.0,,0.8,76.80000000000001
2020-09-01,98,80.0,False,0.8,78.4
2020-09-02,96,80.0,,0.8,76.80000000000001
2020-09-03,94,80.0,,0.8,75.2
2020-09-04,84,80.0,,0.8,67.2
2020-09-05,51,80.0,,0.8,40.800000000000004
2020-09-06,47,80.0,,0.8,37.6
2020-09-07,58,80.0,,0.8,46.400000000000006
2020-09-08,99,80.0,,0.8,79.2
2020-09-09,96,80.0,,0.8,76.80000000000001
2020-09-10,94,80.0,,0.8,75.2
2020-09-11,88,80.0,,0.8,70.4
2020-09-12,56,80.0,,0.8,44.800000000000004
2020-09-13,52,80.0,,0.8,41.6
2020-09-14,98,80.0,,0.8,78.4
2020-09-15,99,80.0,,0.8,79.2
2020-09-16,95,80.0,,0.8,76.0
2020-09-17,95,80.0,,0.8,76.0
2020-09-18,87,80.0,,0.8,69.60000000000001
2020-09-19,50,80.0,,0.8,40.0
2020-09-20,50,80.0,,0.8,40.0
2020-09-21,100,80.0,,0.8,80.0
2020-09-22,98,80.0,,0.8,78.4
2020-09-23,96,80.0,,0.8,76.80000000000001
2020-09-24,99,80.0,,0.8,79.2
2020-09-25,87,80.0,,0.8,69.60000000000001
2020-09-26,53,80.0,,0.8,42.400000000000006
2020-09-27,50,80.0,,0.8,40.0
2020-09-28,100,80.0,,0.8,80.0
2020-09-29,98,80.0,,0.8,78.4
2020-09-30,97,80.0,,0.8,77.60000000000001
2020-10-01,86,87.0,False,0.87,74.82
2020-10-02,80,87.0,,0.87,69.6
2020-10-03,58,87.0,,0.87,50.46
2020-10-04,59,87.0,,0.87,51.33
2020-10-05,100,87.0,,0.87,87.0
2020-10-06,94,87.0,,0.87,81.78
2020-10-07,89,87.0,,0.87,77.42999999999999
2020-10-08,89,87.0,,0.87,77.42999999999999
2020-10-09,83,87.0,,0.87,72.21
2020-10-10,57,87.0,,0.87,49.589999999999996
2020-10-11,49,87.0,,0.87,42.63
2020-10-12,88,87.0,,0.87,76.56
2020-10-13,92,87.0,,0.87,80.04
2020-10-14,91,87.0,,0.87,79.17
2020-10-15,88,87.0,,0.87,76.56
2020-10-16,81,87.0,,0.87,70.47
2020-10-17,47,87.0,,0.87,40.89
2020-10-18,45,87.0,,0.87,39.15
2020-10-19,91,87.0,,0.87,79.17
2020-10-20,94,87.0,,0.87,81.78
2020-10-21,92,87.0,,0.87,80.04
2020-10-22,89,87.0,,0.87,77.42999999999999
2020-10-23,80,87.0,,0.87,69.6
2020-10-24,50,87.0,,0.87,43.5
2020-10-25,44,87.0,,0.87,38.28
2020-10-26,93,87.0,,0.87,80.91
2020-10-27,93,87.0,,0.87,80.91
2020-10-28,91,87.0,,0.87,79.17
2020-10-29,90,87.0,,0.87,78.3
2020-10-30,82,87.0,,0.87,71.34
2020-10-31,47,87.0,,0.87,40.89
2020-11-01,47,79.0,True,0.79,37.13
2020-11-02,95,79.0,,0.79,75.05
2020-11-03,84,79.0,,0.79,66.36
2020-11-04,53,79.0,,0.79,41.870000000000005
2020-11-05,67,79.0,,0.79,52.93
2020-11-06,66,79.0,,0.79,52.14
2020-11-07,41,79.0,,0.79,32.39
2020-11-08,46,79.0,,0.79,36.34
2020-11-09,95,79.0,,0.79,75.05
2020-11-10,95,79.0,,0.79,75.05
2020-11-11,87,79.0,,0.79,68.73
2020-11-12,92,79.0,,0.79,72.68
2020-11-13,91,79.0,,0.79,71.89
2020-11-14,52,79.0,,0.79,41.08
2020-11-15,49,79.0,,0.79,38.71
2020-11-16,99,79.0,,0.79,78.21000000000001
2020-11-17,100,79.0,,0.79,79.0
2020-11-18,99,79.0,,0.79,78.21000000000001
2020-11-19,97,79.0,,0.79,76.63000000000001
2020-11-20,88,79.0,,0.79,69.52000000000001
2020-11-21,54,79.0,,0.79,42.660000000000004
2020-11-22,49,79.0,,0.79,38.71
2020-11-23,91,79.0,,0.79,71.89
2020-11-24,88,79.0,,0.79,69.52000000000001
2020-11-25,76,79.0,,0.79,60.040000000000006
2020-11-26,40,79.0,,0.79,31.6
2020-11-27,54,79.0,,0.79,42.660000000000004
2020-11-28,45,79.0,,0.79,35.550000000000004
2020-11-29,45,79.0,,0.79,35.550000000000004
