date,quarantine_unscaled,quarantine_monthly,isPartial,scale,quarantine
2011-09-10,18,1.0,,0.01,0.18
2011-09-11,45,1.0,,0.01,0.45
2011-09-12,43,1.0,,0.01,0.43
2011-09-13,56,1.0,,0.01,0.56
2011-09-14,57,1.0,,0.01,0.5700000000000001
2011-09-15,22,1.0,,0.01,0.22
2011-09-16,31,1.0,,0.01,0.31
2011-09-17,55,1.0,,0.01,0.55
2011-09-18,63,1.0,,0.01,0.63
2011-09-19,50,1.0,,0.01,0.5
2011-09-20,35,1.0,,0.01,0.35000000000000003
2011-09-21,50,1.0,,0.01,0.5
2011-09-22,57,1.0,,0.01,0.5700000000000001
2011-09-23,95,1.0,,0.01,0.9500000000000001
2011-09-24,46,1.0,,0.01,0.46
2011-09-25,27,1.0,,0.01,0.27
2011-09-26,64,1.0,,0.01,0.64
2011-09-27,62,1.0,,0.01,0.62
2011-09-28,21,1.0,,0.01,0.21
2011-09-29,100,1.0,,0.01,1.0
2011-09-30,30,1.0,,0.01,0.3
2011-10-01,39,1.0,False,0.01,0.39
2011-10-02,78,1.0,,0.01,0.78
2011-10-03,61,1.0,,0.01,0.61
2011-10-04,67,1.0,,0.01,0.67
2011-10-05,38,1.0,,0.01,0.38
2011-10-06,46,1.0,,0.01,0.46
2011-10-07,49,1.0,,0.01,0.49
2011-10-08,100,1.0,,0.01,1.0
2011-10-09,97,1.0,,0.01,0.97
2011-10-10,77,1.0,,0.01,0.77
2011-10-11,71,1.0,,0.01,0.71
2011-10-12,71,1.0,,0.01,0.71
2011-10-13,53,1.0,,0.01,0.53
2011-10-14,79,1.0,,0.01,0.79
2011-10-15,78,1.0,,0.01,0.78
2011-10-16,28,1.0,,0.01,0.28
2011-10-17,98,1.0,,0.01,0.98
2011-10-18,59,1.0,,0.01,0.59
2011-10-19,52,1.0,,0.01,0.52
2011-10-20,69,1.0,,0.01,0.6900000000000001
2011-10-21,40,1.0,,0.01,0.4
2011-10-22,79,1.0,,0.01,0.79
2011-10-23,48,1.0,,0.01,0.48
2011-10-24,37,1.0,,0.01,0.37
2011-10-25,52,1.0,,0.01,0.52
2011-10-26,66,1.0,,0.01,0.66
2011-10-27,45,1.0,,0.01,0.45
2011-10-28,55,1.0,,0.01,0.55
2011-10-29,76,1.0,,0.01,0.76
2011-10-30,97,1.0,,0.01,0.97
2011-10-31,86,1.0,,0.01,0.86
2011-11-01,66,1.0,False,0.01,0.66
2011-11-02,32,1.0,,0.01,0.32
2011-11-03,79,1.0,,0.01,0.79
2011-11-04,41,1.0,,0.01,0.41000000000000003
2011-11-05,100,1.0,,0.01,1.0
2011-11-06,78,1.0,,0.01,0.78
2011-11-07,31,1.0,,0.01,0.31
2011-11-08,39,1.0,,0.01,0.39
2011-11-09,31,1.0,,0.01,0.31
2011-11-10,78,1.0,,0.01,0.78
2011-11-11,33,1.0,,0.01,0.33
2011-11-12,50,1.0,,0.01,0.5
2011-11-13,59,1.0,,0.01,0.59
2011-11-14,46,1.0,,0.01,0.46
2011-11-15,69,1.0,,0.01,0.6900000000000001
2011-11-16,69,1.0,,0.01,0.6900000000000001
2011-11-17,40,1.0,,0.01,0.4
2011-11-18,25,1.0,,0.01,0.25
2011-11-19,59,1.0,,0.01,0.59
2011-11-20,29,1.0,,0.01,0.29
2011-11-21,62,1.0,,0.01,0.62
2011-11-22,47,1.0,,0.01,0.47000000000000003
2011-11-23,34,1.0,,0.01,0.34
2011-11-24,61,1.0,,0.01,0.61
2011-11-25,39,1.0,,0.01,0.39
2011-11-26,49,1.0,,0.01,0.49
2011-11-27,39,1.0,,0.01,0.39
2011-11-28,59,1.0,,0.01,0.59
2011-11-29,88,1.0,,0.01,0.88
2011-11-30,67,1.0,,0.01,0.67
2011-12-01,43,1.0,False,0.01,0.43
2011-12-02,52,1.0,,0.01,0.52
2011-12-03,27,1.0,,0.01,0.27
2011-12-04,36,1.0,,0.01,0.36
2011-12-05,100,1.0,,0.01,1.0
2011-12-06,42,1.0,,0.01,0.42
2011-12-07,55,1.0,,0.01,0.55
2011-12-08,36,1.0,,0.01,0.36
2011-12-09,37,1.0,,0.01,0.37
2011-12-10,35,1.0,,0.01,0.35000000000000003
2011-12-11,71,1.0,,0.01,0.71
2011-12-12,14,1.0,,0.01,0.14
2011-12-13,21,1.0,,0.01,0.21
2011-12-14,29,1.0,,0.01,0.29
2011-12-15,58,1.0,,0.01,0.58
2011-12-16,60,1.0,,0.01,0.6
2011-12-17,45,1.0,,0.01,0.45
2011-12-18,55,1.0,,0.01,0.55
2011-12-19,44,1.0,,0.01,0.44
2011-12-20,58,1.0,,0.01,0.58
2011-12-21,15,1.0,,0.01,0.15
2011-12-22,78,1.0,,0.01,0.78
2011-12-23,34,1.0,,0.01,0.34
2011-12-24,30,1.0,,0.01,0.3
2011-12-25,56,1.0,,0.01,0.56
2011-12-26,65,1.0,,0.01,0.65
2011-12-27,23,1.0,,0.01,0.23
2011-12-28,54,1.0,,0.01,0.54
2011-12-29,39,1.0,,0.01,0.39
2011-12-30,48,1.0,,0.01,0.48
2011-12-31,27,1.0,,0.01,0.27
2012-01-01,68,1.0,False,0.01,0.68
2012-01-02,63,1.0,,0.01,0.63
2012-01-03,73,1.0,,0.01,0.73
2012-01-04,48,1.0,,0.01,0.48
2012-01-05,57,1.0,,0.01,0.5700000000000001
2012-01-06,74,1.0,,0.01,0.74
2012-01-07,49,1.0,,0.01,0.49
2012-01-08,39,1.0,,0.01,0.39
2012-01-09,55,1.0,,0.01,0.55
2012-01-10,39,1.0,,0.01,0.39
2012-01-11,32,1.0,,0.01,0.32
2012-01-12,63,1.0,,0.01,0.63
2012-01-13,65,1.0,,0.01,0.65
2012-01-14,58,1.0,,0.01,0.58
2012-01-15,29,1.0,,0.01,0.29
2012-01-16,73,1.0,,0.01,0.73
2012-01-17,78,1.0,,0.01,0.78
2012-01-18,31,1.0,,0.01,0.31
2012-01-19,23,1.0,,0.01,0.23
2012-01-20,48,1.0,,0.01,0.48
2012-01-21,47,1.0,,0.01,0.47000000000000003
2012-01-22,100,1.0,,0.01,1.0
2012-01-23,68,1.0,,0.01,0.68
2012-01-24,54,1.0,,0.01,0.54
2012-01-25,46,1.0,,0.01,0.46
2012-01-26,31,1.0,,0.01,0.31
2012-01-27,95,1.0,,0.01,0.9500000000000001
2012-01-28,47,1.0,,0.01,0.47000000000000003
2012-01-29,29,1.0,,0.01,0.29
2012-01-30,70,1.0,,0.01,0.7000000000000001
2012-01-31,83,1.0,,0.01,0.8300000000000001
2012-02-01,55,1.0,False,0.01,0.55
2012-02-02,20,1.0,,0.01,0.2
2012-02-03,63,1.0,,0.01,0.63
2012-02-04,56,1.0,,0.01,0.56
2012-02-05,62,1.0,,0.01,0.62
2012-02-06,55,1.0,,0.01,0.55
2012-02-07,35,1.0,,0.01,0.35000000000000003
2012-02-08,25,1.0,,0.01,0.25
2012-02-09,80,1.0,,0.01,0.8
2012-02-10,47,1.0,,0.01,0.47000000000000003
2012-02-11,73,1.0,,0.01,0.73
2012-02-12,58,1.0,,0.01,0.58
2012-02-13,53,1.0,,0.01,0.53
2012-02-14,55,1.0,,0.01,0.55
2012-02-15,20,1.0,,0.01,0.2
2012-02-16,46,1.0,,0.01,0.46
2012-02-17,57,1.0,,0.01,0.5700000000000001
2012-02-18,55,1.0,,0.01,0.55
2012-02-19,100,1.0,,0.01,1.0
2012-02-20,31,1.0,,0.01,0.31
2012-02-21,55,1.0,,0.01,0.55
2012-02-22,65,1.0,,0.01,0.65
2012-02-23,35,1.0,,0.01,0.35000000000000003
2012-02-24,26,1.0,,0.01,0.26
2012-02-25,18,1.0,,0.01,0.18
2012-02-26,37,1.0,,0.01,0.37
2012-02-27,50,1.0,,0.01,0.5
2012-02-28,59,1.0,,0.01,0.59
2012-02-29,30,1.0,,0.01,0.3
2012-03-01,47,1.0,False,0.01,0.47000000000000003
2012-03-02,100,1.0,,0.01,1.0
2012-03-03,86,1.0,,0.01,0.86
2012-03-04,43,1.0,,0.01,0.43
2012-03-05,34,1.0,,0.01,0.34
2012-03-06,77,1.0,,0.01,0.77
2012-03-07,75,1.0,,0.01,0.75
2012-03-08,96,1.0,,0.01,0.96
2012-03-09,39,1.0,,0.01,0.39
2012-03-10,31,1.0,,0.01,0.31
2012-03-11,24,1.0,,0.01,0.24
2012-03-12,64,1.0,,0.01,0.64
2012-03-13,32,1.0,,0.01,0.32
2012-03-14,52,1.0,,0.01,0.52
2012-03-15,65,1.0,,0.01,0.65
2012-03-16,47,1.0,,0.01,0.47000000000000003
2012-03-17,32,1.0,,0.01,0.32
2012-03-18,40,1.0,,0.01,0.4
2012-03-19,76,1.0,,0.01,0.76
2012-03-20,32,1.0,,0.01,0.32
2012-03-21,45,1.0,,0.01,0.45
2012-03-22,39,1.0,,0.01,0.39
2012-03-23,34,1.0,,0.01,0.34
2012-03-24,24,1.0,,0.01,0.24
2012-03-25,40,1.0,,0.01,0.4
2012-03-26,44,1.0,,0.01,0.44
2012-03-27,32,1.0,,0.01,0.32
2012-03-28,63,1.0,,0.01,0.63
2012-03-29,52,1.0,,0.01,0.52
2012-03-30,41,1.0,,0.01,0.41000000000000003
2012-03-31,23,1.0,,0.01,0.23
2012-04-01,29,1.0,False,0.01,0.29
2012-04-02,23,1.0,,0.01,0.23
2012-04-03,15,1.0,,0.01,0.15
2012-04-04,52,1.0,,0.01,0.52
2012-04-05,48,1.0,,0.01,0.48
2012-04-06,17,1.0,,0.01,0.17
2012-04-07,31,1.0,,0.01,0.31
2012-04-08,27,1.0,,0.01,0.27
2012-04-09,47,1.0,,0.01,0.47000000000000003
2012-04-10,21,1.0,,0.01,0.21
2012-04-11,34,1.0,,0.01,0.34
2012-04-12,12,1.0,,0.01,0.12
2012-04-13,32,1.0,,0.01,0.32
2012-04-14,34,1.0,,0.01,0.34
2012-04-15,19,1.0,,0.01,0.19
2012-04-16,42,1.0,,0.01,0.42
2012-04-17,38,1.0,,0.01,0.38
2012-04-18,23,1.0,,0.01,0.23
2012-04-19,39,1.0,,0.01,0.39
2012-04-20,24,1.0,,0.01,0.24
2012-04-21,24,1.0,,0.01,0.24
2012-04-22,38,1.0,,0.01,0.38
2012-04-23,34,1.0,,0.01,0.34
2012-04-24,23,1.0,,0.01,0.23
2012-04-25,23,1.0,,0.01,0.23
2012-04-26,61,1.0,,0.01,0.61
2012-04-27,100,1.0,,0.01,1.0
2012-04-28,29,1.0,,0.01,0.29
2012-04-29,49,1.0,,0.01,0.49
2012-04-30,53,1.0,,0.01,0.53
2012-05-01,100,1.0,False,0.01,1.0
2012-05-02,27,1.0,,0.01,0.27
2012-05-03,27,1.0,,0.01,0.27
2012-05-04,50,1.0,,0.01,0.5
2012-05-05,53,1.0,,0.01,0.53
2012-05-06,35,1.0,,0.01,0.35000000000000003
2012-05-07,34,1.0,,0.01,0.34
2012-05-08,40,1.0,,0.01,0.4
2012-05-09,73,1.0,,0.01,0.73
2012-05-10,35,1.0,,0.01,0.35000000000000003
2012-05-11,81,1.0,,0.01,0.81
2012-05-12,36,1.0,,0.01,0.36
2012-05-13,56,1.0,,0.01,0.56
2012-05-14,56,1.0,,0.01,0.56
2012-05-15,60,1.0,,0.01,0.6
2012-05-16,34,1.0,,0.01,0.34
2012-05-17,50,1.0,,0.01,0.5
2012-05-18,44,1.0,,0.01,0.44
2012-05-19,66,1.0,,0.01,0.66
2012-05-20,27,1.0,,0.01,0.27
2012-05-21,48,1.0,,0.01,0.48
2012-05-22,41,1.0,,0.01,0.41000000000000003
2012-05-23,48,1.0,,0.01,0.48
2012-05-24,14,1.0,,0.01,0.14
2012-05-25,37,1.0,,0.01,0.37
2012-05-26,28,1.0,,0.01,0.28
2012-05-27,87,1.0,,0.01,0.87
2012-05-28,52,1.0,,0.01,0.52
2012-05-29,70,1.0,,0.01,0.7000000000000001
2012-05-30,34,1.0,,0.01,0.34
2012-05-31,76,1.0,,0.01,0.76
2012-06-01,37,1.0,False,0.01,0.37
2012-06-02,64,1.0,,0.01,0.64
2012-06-03,93,1.0,,0.01,0.93
2012-06-04,64,1.0,,0.01,0.64
2012-06-05,100,1.0,,0.01,1.0
2012-06-06,65,1.0,,0.01,0.65
2012-06-07,44,1.0,,0.01,0.44
2012-06-08,86,1.0,,0.01,0.86
2012-06-09,47,1.0,,0.01,0.47000000000000003
2012-06-10,66,1.0,,0.01,0.66
2012-06-11,29,1.0,,0.01,0.29
2012-06-12,65,1.0,,0.01,0.65
2012-06-13,73,1.0,,0.01,0.73
2012-06-14,74,1.0,,0.01,0.74
2012-06-15,54,1.0,,0.01,0.54
2012-06-16,38,1.0,,0.01,0.38
2012-06-17,10,1.0,,0.01,0.1
2012-06-18,37,1.0,,0.01,0.37
2012-06-19,37,1.0,,0.01,0.37
2012-06-20,44,1.0,,0.01,0.44
2012-06-21,83,1.0,,0.01,0.8300000000000001
2012-06-22,46,1.0,,0.01,0.46
2012-06-23,38,1.0,,0.01,0.38
2012-06-24,38,1.0,,0.01,0.38
2012-06-25,36,1.0,,0.01,0.36
2012-06-26,51,1.0,,0.01,0.51
2012-06-27,59,1.0,,0.01,0.59
2012-06-28,59,1.0,,0.01,0.59
2012-06-29,53,1.0,,0.01,0.53
2012-06-30,28,1.0,,0.01,0.28
2012-07-01,96,1.0,False,0.01,0.96
2012-07-02,82,1.0,,0.01,0.8200000000000001
2012-07-03,57,1.0,,0.01,0.5700000000000001
2012-07-04,70,1.0,,0.01,0.7000000000000001
2012-07-05,44,1.0,,0.01,0.44
2012-07-06,51,1.0,,0.01,0.51
2012-07-07,40,1.0,,0.01,0.4
2012-07-08,92,1.0,,0.01,0.92
2012-07-09,81,1.0,,0.01,0.81
2012-07-10,56,1.0,,0.01,0.56
2012-07-11,81,1.0,,0.01,0.81
2012-07-12,81,1.0,,0.01,0.81
2012-07-13,25,1.0,,0.01,0.25
2012-07-14,61,1.0,,0.01,0.61
2012-07-15,92,1.0,,0.01,0.92
2012-07-16,48,1.0,,0.01,0.48
2012-07-17,79,1.0,,0.01,0.79
2012-07-18,32,1.0,,0.01,0.32
2012-07-19,74,1.0,,0.01,0.74
2012-07-20,74,1.0,,0.01,0.74
2012-07-21,71,1.0,,0.01,0.71
2012-07-22,52,1.0,,0.01,0.52
2012-07-23,72,1.0,,0.01,0.72
2012-07-24,32,1.0,,0.01,0.32
2012-07-25,56,1.0,,0.01,0.56
2012-07-26,40,1.0,,0.01,0.4
2012-07-27,100,1.0,,0.01,1.0
2012-07-28,59,1.0,,0.01,0.59
2012-07-29,50,1.0,,0.01,0.5
2012-07-30,64,1.0,,0.01,0.64
2012-07-31,56,1.0,,0.01,0.56
2012-08-01,71,1.0,False,0.01,0.71
2012-08-02,21,1.0,,0.01,0.21
2012-08-03,52,1.0,,0.01,0.52
2012-08-04,36,1.0,,0.01,0.36
2012-08-05,90,1.0,,0.01,0.9
2012-08-06,100,1.0,,0.01,1.0
2012-08-07,85,1.0,,0.01,0.85
2012-08-08,56,1.0,,0.01,0.56
2012-08-09,65,1.0,,0.01,0.65
2012-08-10,74,1.0,,0.01,0.74
2012-08-11,62,1.0,,0.01,0.62
2012-08-12,63,1.0,,0.01,0.63
2012-08-13,77,1.0,,0.01,0.77
2012-08-14,14,1.0,,0.01,0.14
2012-08-15,57,1.0,,0.01,0.5700000000000001
2012-08-16,22,1.0,,0.01,0.22
2012-08-17,68,1.0,,0.01,0.68
2012-08-18,45,1.0,,0.01,0.45
2012-08-19,45,1.0,,0.01,0.45
2012-08-20,58,1.0,,0.01,0.58
2012-08-21,49,1.0,,0.01,0.49
2012-08-22,29,1.0,,0.01,0.29
2012-08-23,22,1.0,,0.01,0.22
2012-08-24,30,1.0,,0.01,0.3
2012-08-25,79,1.0,,0.01,0.79
2012-08-26,52,1.0,,0.01,0.52
2012-08-27,42,1.0,,0.01,0.42
2012-08-28,21,1.0,,0.01,0.21
2012-08-29,50,1.0,,0.01,0.5
2012-08-30,29,1.0,,0.01,0.29
2012-08-31,74,1.0,,0.01,0.74
2012-09-01,53,1.0,False,0.01,0.53
2012-09-02,90,1.0,,0.01,0.9
2012-09-03,56,1.0,,0.01,0.56
2012-09-04,55,1.0,,0.01,0.55
2012-09-05,21,1.0,,0.01,0.21
2012-09-06,28,1.0,,0.01,0.28
2012-09-07,21,1.0,,0.01,0.21
2012-09-08,34,1.0,,0.01,0.34
2012-09-09,42,1.0,,0.01,0.42
2012-09-10,21,1.0,,0.01,0.21
2012-09-11,34,1.0,,0.01,0.34
2012-09-12,54,1.0,,0.01,0.54
2012-09-13,56,1.0,,0.01,0.56
2012-09-14,65,1.0,,0.01,0.65
2012-09-15,70,1.0,,0.01,0.7000000000000001
2012-09-16,34,1.0,,0.01,0.34
2012-09-17,41,1.0,,0.01,0.41000000000000003
2012-09-18,60,1.0,,0.01,0.6
2012-09-19,76,1.0,,0.01,0.76
2012-09-20,35,1.0,,0.01,0.35000000000000003
2012-09-21,65,1.0,,0.01,0.65
2012-09-22,51,1.0,,0.01,0.51
2012-09-23,25,1.0,,0.01,0.25
2012-09-24,48,1.0,,0.01,0.48
2012-09-25,27,1.0,,0.01,0.27
2012-09-26,55,1.0,,0.01,0.55
2012-09-27,69,1.0,,0.01,0.6900000000000001
2012-09-28,36,1.0,,0.01,0.36
2012-09-29,43,1.0,,0.01,0.43
2012-09-30,100,1.0,,0.01,1.0
2012-10-01,90,1.0,False,0.01,0.9
2012-10-02,88,1.0,,0.01,0.88
2012-10-03,48,1.0,,0.01,0.48
2012-10-04,16,1.0,,0.01,0.16
2012-10-05,42,1.0,,0.01,0.42
2012-10-06,41,1.0,,0.01,0.41000000000000003
2012-10-07,30,1.0,,0.01,0.3
2012-10-08,41,1.0,,0.01,0.41000000000000003
2012-10-09,32,1.0,,0.01,0.32
2012-10-10,78,1.0,,0.01,0.78
2012-10-11,57,1.0,,0.01,0.5700000000000001
2012-10-12,42,1.0,,0.01,0.42
2012-10-13,100,1.0,,0.01,1.0
2012-10-14,67,1.0,,0.01,0.67
2012-10-15,85,1.0,,0.01,0.85
2012-10-16,63,1.0,,0.01,0.63
2012-10-17,39,1.0,,0.01,0.39
2012-10-18,56,1.0,,0.01,0.56
2012-10-19,74,1.0,,0.01,0.74
2012-10-20,50,1.0,,0.01,0.5
2012-10-21,80,1.0,,0.01,0.8
2012-10-22,78,1.0,,0.01,0.78
2012-10-23,76,1.0,,0.01,0.76
2012-10-24,62,1.0,,0.01,0.62
2012-10-25,78,1.0,,0.01,0.78
2012-10-26,81,1.0,,0.01,0.81
2012-10-27,79,1.0,,0.01,0.79
2012-10-28,48,1.0,,0.01,0.48
2012-10-29,75,1.0,,0.01,0.75
2012-10-30,39,1.0,,0.01,0.39
2012-10-31,97,1.0,,0.01,0.97
2012-11-01,52,1.0,False,0.01,0.52
2012-11-02,52,1.0,,0.01,0.52
2012-11-03,79,1.0,,0.01,0.79
2012-11-04,68,1.0,,0.01,0.68
2012-11-05,62,1.0,,0.01,0.62
2012-11-06,54,1.0,,0.01,0.54
2012-11-07,57,1.0,,0.01,0.5700000000000001
2012-11-08,57,1.0,,0.01,0.5700000000000001
2012-11-09,66,1.0,,0.01,0.66
2012-11-10,63,1.0,,0.01,0.63
2012-11-11,35,1.0,,0.01,0.35000000000000003
2012-11-12,100,1.0,,0.01,1.0
2012-11-13,70,1.0,,0.01,0.7000000000000001
2012-11-14,71,1.0,,0.01,0.71
2012-11-15,21,1.0,,0.01,0.21
2012-11-16,51,1.0,,0.01,0.51
2012-11-17,9,1.0,,0.01,0.09
2012-11-18,60,1.0,,0.01,0.6
2012-11-19,56,1.0,,0.01,0.56
2012-11-20,63,1.0,,0.01,0.63
2012-11-21,22,1.0,,0.01,0.22
2012-11-22,62,1.0,,0.01,0.62
2012-11-23,66,1.0,,0.01,0.66
2012-11-24,43,1.0,,0.01,0.43
2012-11-25,42,1.0,,0.01,0.42
2012-11-26,66,1.0,,0.01,0.66
2012-11-27,46,1.0,,0.01,0.46
2012-11-28,27,1.0,,0.01,0.27
2012-11-29,33,1.0,,0.01,0.33
2012-11-30,69,1.0,,0.01,0.6900000000000001
2012-12-01,54,1.0,False,0.01,0.54
2012-12-02,46,1.0,,0.01,0.46
2012-12-03,44,1.0,,0.01,0.44
2012-12-04,44,1.0,,0.01,0.44
2012-12-05,37,1.0,,0.01,0.37
2012-12-06,68,1.0,,0.01,0.68
2012-12-07,54,1.0,,0.01,0.54
2012-12-08,47,1.0,,0.01,0.47000000000000003
2012-12-09,72,1.0,,0.01,0.72
2012-12-10,73,1.0,,0.01,0.73
2012-12-11,51,1.0,,0.01,0.51
2012-12-12,52,1.0,,0.01,0.52
2012-12-13,91,1.0,,0.01,0.91
2012-12-14,38,1.0,,0.01,0.38
2012-12-15,28,1.0,,0.01,0.28
2012-12-16,65,1.0,,0.01,0.65
2012-12-17,46,1.0,,0.01,0.46
2012-12-18,76,1.0,,0.01,0.76
2012-12-19,31,1.0,,0.01,0.31
2012-12-20,40,1.0,,0.01,0.4
2012-12-21,66,1.0,,0.01,0.66
2012-12-22,69,1.0,,0.01,0.6900000000000001
2012-12-23,81,1.0,,0.01,0.81
2012-12-24,48,1.0,,0.01,0.48
2012-12-25,77,1.0,,0.01,0.77
2012-12-26,71,1.0,,0.01,0.71
2012-12-27,41,1.0,,0.01,0.41000000000000003
2012-12-28,100,1.0,,0.01,1.0
2012-12-29,66,1.0,,0.01,0.66
2012-12-30,66,1.0,,0.01,0.66
2012-12-31,85,1.0,,0.01,0.85
2013-01-01,16,1.0,False,0.01,0.16
2013-01-02,44,1.0,,0.01,0.44
2013-01-03,43,1.0,,0.01,0.43
2013-01-04,19,1.0,,0.01,0.19
2013-01-05,50,1.0,,0.01,0.5
2013-01-06,100,1.0,,0.01,1.0
2013-01-07,85,1.0,,0.01,0.85
2013-01-08,24,1.0,,0.01,0.24
2013-01-09,54,1.0,,0.01,0.54
2013-01-10,42,1.0,,0.01,0.42
2013-01-11,86,1.0,,0.01,0.86
2013-01-12,58,1.0,,0.01,0.58
2013-01-13,71,1.0,,0.01,0.71
2013-01-14,41,1.0,,0.01,0.41000000000000003
2013-01-15,41,1.0,,0.01,0.41000000000000003
2013-01-16,70,1.0,,0.01,0.7000000000000001
2013-01-17,83,1.0,,0.01,0.8300000000000001
2013-01-18,49,1.0,,0.01,0.49
2013-01-19,59,1.0,,0.01,0.59
2013-01-20,44,1.0,,0.01,0.44
2013-01-21,68,1.0,,0.01,0.68
2013-01-22,41,1.0,,0.01,0.41000000000000003
2013-01-23,77,1.0,,0.01,0.77
2013-01-24,71,1.0,,0.01,0.71
2013-01-25,55,1.0,,0.01,0.55
2013-01-26,63,1.0,,0.01,0.63
2013-01-27,43,1.0,,0.01,0.43
2013-01-28,47,1.0,,0.01,0.47000000000000003
2013-01-29,35,1.0,,0.01,0.35000000000000003
2013-01-30,29,1.0,,0.01,0.29
2013-01-31,46,1.0,,0.01,0.46
2013-02-01,33,1.0,False,0.01,0.33
2013-02-02,69,1.0,,0.01,0.6900000000000001
2013-02-03,68,1.0,,0.01,0.68
2013-02-04,50,1.0,,0.01,0.5
2013-02-05,43,1.0,,0.01,0.43
2013-02-06,56,1.0,,0.01,0.56
2013-02-07,44,1.0,,0.01,0.44
2013-02-08,76,1.0,,0.01,0.76
2013-02-09,46,1.0,,0.01,0.46
2013-02-10,100,1.0,,0.01,1.0
2013-02-11,74,1.0,,0.01,0.74
2013-02-12,31,1.0,,0.01,0.31
2013-02-13,37,1.0,,0.01,0.37
2013-02-14,46,1.0,,0.01,0.46
2013-02-15,40,1.0,,0.01,0.4
2013-02-16,61,1.0,,0.01,0.61
2013-02-17,31,1.0,,0.01,0.31
2013-02-18,70,1.0,,0.01,0.7000000000000001
2013-02-19,56,1.0,,0.01,0.56
2013-02-20,56,1.0,,0.01,0.56
2013-02-21,50,1.0,,0.01,0.5
2013-02-22,51,1.0,,0.01,0.51
2013-02-23,30,1.0,,0.01,0.3
2013-02-24,30,1.0,,0.01,0.3
2013-02-25,37,1.0,,0.01,0.37
2013-02-26,48,1.0,,0.01,0.48
2013-02-27,61,1.0,,0.01,0.61
2013-02-28,37,1.0,,0.01,0.37
2013-03-01,41,1.0,False,0.01,0.41000000000000003
2013-03-02,72,1.0,,0.01,0.72
2013-03-03,41,1.0,,0.01,0.41000000000000003
2013-03-04,46,1.0,,0.01,0.46
2013-03-05,39,1.0,,0.01,0.39
2013-03-06,71,1.0,,0.01,0.71
2013-03-07,66,1.0,,0.01,0.66
2013-03-08,61,1.0,,0.01,0.61
2013-03-09,24,1.0,,0.01,0.24
2013-03-10,48,1.0,,0.01,0.48
2013-03-11,100,1.0,,0.01,1.0
2013-03-12,58,1.0,,0.01,0.58
2013-03-13,45,1.0,,0.01,0.45
2013-03-14,40,1.0,,0.01,0.4
2013-03-15,69,1.0,,0.01,0.6900000000000001
2013-03-16,48,1.0,,0.01,0.48
2013-03-17,48,1.0,,0.01,0.48
2013-03-18,58,1.0,,0.01,0.58
2013-03-19,39,1.0,,0.01,0.39
2013-03-20,72,1.0,,0.01,0.72
2013-03-21,46,1.0,,0.01,0.46
2013-03-22,47,1.0,,0.01,0.47000000000000003
2013-03-23,56,1.0,,0.01,0.56
2013-03-24,80,1.0,,0.01,0.8
2013-03-25,52,1.0,,0.01,0.52
2013-03-26,100,1.0,,0.01,1.0
2013-03-27,81,1.0,,0.01,0.81
2013-03-28,83,1.0,,0.01,0.8300000000000001
2013-03-29,58,1.0,,0.01,0.58
2013-03-30,51,1.0,,0.01,0.51
2013-03-31,78,1.0,,0.01,0.78
2013-04-01,32,1.0,False,0.01,0.32
2013-04-02,63,1.0,,0.01,0.63
2013-04-03,42,1.0,,0.01,0.42
2013-04-04,10,1.0,,0.01,0.1
2013-04-05,27,1.0,,0.01,0.27
2013-04-06,100,1.0,,0.01,1.0
2013-04-07,46,1.0,,0.01,0.46
2013-04-08,47,1.0,,0.01,0.47000000000000003
2013-04-09,36,1.0,,0.01,0.36
2013-04-10,73,1.0,,0.01,0.73
2013-04-11,42,1.0,,0.01,0.42
2013-04-12,81,1.0,,0.01,0.81
2013-04-13,46,1.0,,0.01,0.46
2013-04-14,52,1.0,,0.01,0.52
2013-04-15,20,1.0,,0.01,0.2
2013-04-16,41,1.0,,0.01,0.41000000000000003
2013-04-17,62,1.0,,0.01,0.62
2013-04-18,47,1.0,,0.01,0.47000000000000003
2013-04-19,48,1.0,,0.01,0.48
2013-04-20,33,1.0,,0.01,0.33
2013-04-21,66,1.0,,0.01,0.66
2013-04-22,26,1.0,,0.01,0.26
2013-04-23,36,1.0,,0.01,0.36
2013-04-24,36,1.0,,0.01,0.36
2013-04-25,37,1.0,,0.01,0.37
2013-04-26,39,1.0,,0.01,0.39
2013-04-27,27,1.0,,0.01,0.27
2013-04-28,40,1.0,,0.01,0.4
2013-04-29,46,1.0,,0.01,0.46
2013-04-30,41,1.0,,0.01,0.41000000000000003
2013-05-01,91,1.0,False,0.01,0.91
2013-05-02,18,1.0,,0.01,0.18
2013-05-03,76,1.0,,0.01,0.76
2013-05-04,92,1.0,,0.01,0.92
2013-05-05,35,1.0,,0.01,0.35000000000000003
2013-05-06,82,1.0,,0.01,0.8200000000000001
2013-05-07,90,1.0,,0.01,0.9
2013-05-08,63,1.0,,0.01,0.63
2013-05-09,46,1.0,,0.01,0.46
2013-05-10,39,1.0,,0.01,0.39
2013-05-11,92,1.0,,0.01,0.92
2013-05-12,60,1.0,,0.01,0.6
2013-05-13,83,1.0,,0.01,0.8300000000000001
2013-05-14,46,1.0,,0.01,0.46
2013-05-15,84,1.0,,0.01,0.84
2013-05-16,92,1.0,,0.01,0.92
2013-05-17,88,1.0,,0.01,0.88
2013-05-18,94,1.0,,0.01,0.9400000000000001
