date,quarantine_unscaled,quarantine_monthly,isPartial,scale,quarantine
2013-05-19,34,1.0,,0.01,0.34
2013-05-20,64,1.0,,0.01,0.64
2013-05-21,82,1.0,,0.01,0.8200000000000001
2013-05-22,64,1.0,,0.01,0.64
2013-05-23,75,1.0,,0.01,0.75
2013-05-24,88,1.0,,0.01,0.88
2013-05-25,36,1.0,,0.01,0.36
2013-05-26,100,1.0,,0.01,1.0
2013-05-27,57,1.0,,0.01,0.5700000000000001
2013-05-28,82,1.0,,0.01,0.8200000000000001
2013-05-29,64,1.0,,0.01,0.64
2013-05-30,65,1.0,,0.01,0.65
2013-05-31,99,1.0,,0.01,0.99
2013-06-01,41,1.0,False,0.01,0.41000000000000003
2013-06-02,57,1.0,,0.01,0.5700000000000001
2013-06-03,52,1.0,,0.01,0.52
2013-06-04,77,1.0,,0.01,0.77
2013-06-05,46,1.0,,0.01,0.46
2013-06-06,33,1.0,,0.01,0.33
2013-06-07,74,1.0,,0.01,0.74
2013-06-08,100,1.0,,0.01,1.0
2013-06-09,83,1.0,,0.01,0.8300000000000001
2013-06-10,39,1.0,,0.01,0.39
2013-06-11,64,1.0,,0.01,0.64
2013-06-12,39,1.0,,0.01,0.39
2013-06-13,66,1.0,,0.01,0.66
2013-06-14,42,1.0,,0.01,0.42
2013-06-15,93,1.0,,0.01,0.93
2013-06-16,68,1.0,,0.01,0.68
2013-06-17,19,1.0,,0.01,0.19
2013-06-18,64,1.0,,0.01,0.64
2013-06-19,52,1.0,,0.01,0.52
2013-06-20,13,1.0,,0.01,0.13
2013-06-21,55,1.0,,0.01,0.55
2013-06-22,67,1.0,,0.01,0.67
2013-06-23,42,1.0,,0.01,0.42
2013-06-24,33,1.0,,0.01,0.33
2013-06-25,52,1.0,,0.01,0.52
2013-06-26,26,1.0,,0.01,0.26
2013-06-27,73,1.0,,0.01,0.73
2013-06-28,69,1.0,,0.01,0.6900000000000001
2013-06-29,58,1.0,,0.01,0.58
2013-06-30,50,1.0,,0.01,0.5
2013-07-01,40,1.0,False,0.01,0.4
2013-07-02,60,1.0,,0.01,0.6
2013-07-03,21,1.0,,0.01,0.21
2013-07-04,50,1.0,,0.01,0.5
2013-07-05,47,1.0,,0.01,0.47000000000000003
2013-07-06,59,1.0,,0.01,0.59
2013-07-07,41,1.0,,0.01,0.41000000000000003
2013-07-08,59,1.0,,0.01,0.59
2013-07-09,65,1.0,,0.01,0.65
2013-07-10,46,1.0,,0.01,0.46
2013-07-11,87,1.0,,0.01,0.87
2013-07-12,48,1.0,,0.01,0.48
2013-07-13,81,1.0,,0.01,0.81
2013-07-14,24,1.0,,0.01,0.24
2013-07-15,39,1.0,,0.01,0.39
2013-07-16,32,1.0,,0.01,0.32
2013-07-17,39,1.0,,0.01,0.39
2013-07-18,53,1.0,,0.01,0.53
2013-07-19,83,1.0,,0.01,0.8300000000000001
2013-07-20,41,1.0,,0.01,0.41000000000000003
2013-07-21,49,1.0,,0.01,0.49
2013-07-22,45,1.0,,0.01,0.45
2013-07-23,64,1.0,,0.01,0.64
2013-07-24,73,1.0,,0.01,0.73
2013-07-25,100,1.0,,0.01,1.0
2013-07-26,69,1.0,,0.01,0.6900000000000001
2013-07-27,25,1.0,,0.01,0.25
2013-07-28,24,1.0,,0.01,0.24
2013-07-29,45,1.0,,0.01,0.45
2013-07-30,46,1.0,,0.01,0.46
2013-07-31,65,1.0,,0.01,0.65
2013-08-01,98,1.0,False,0.01,0.98
2013-08-02,83,1.0,,0.01,0.8300000000000001
2013-08-03,100,1.0,,0.01,1.0
2013-08-04,67,1.0,,0.01,0.67
2013-08-05,36,1.0,,0.01,0.36
2013-08-06,71,1.0,,0.01,0.71
2013-08-07,54,1.0,,0.01,0.54
2013-08-08,45,1.0,,0.01,0.45
2013-08-09,37,1.0,,0.01,0.37
2013-08-10,22,1.0,,0.01,0.22
2013-08-11,79,1.0,,0.01,0.79
2013-08-12,27,1.0,,0.01,0.27
2013-08-13,71,1.0,,0.01,0.71
2013-08-14,72,1.0,,0.01,0.72
2013-08-15,36,1.0,,0.01,0.36
2013-08-16,47,1.0,,0.01,0.47000000000000003
2013-08-17,34,1.0,,0.01,0.34
2013-08-18,22,1.0,,0.01,0.22
2013-08-19,63,1.0,,0.01,0.63
2013-08-20,44,1.0,,0.01,0.44
2013-08-21,71,1.0,,0.01,0.71
2013-08-22,54,1.0,,0.01,0.54
2013-08-23,55,1.0,,0.01,0.55
2013-08-24,33,1.0,,0.01,0.33
2013-08-25,44,1.0,,0.01,0.44
2013-08-26,69,1.0,,0.01,0.6900000000000001
2013-08-27,85,1.0,,0.01,0.85
2013-08-28,69,1.0,,0.01,0.6900000000000001
2013-08-29,53,1.0,,0.01,0.53
2013-08-30,64,1.0,,0.01,0.64
2013-08-31,64,1.0,,0.01,0.64
2013-09-01,49,1.0,False,0.01,0.49
2013-09-02,53,1.0,,0.01,0.53
2013-09-03,46,1.0,,0.01,0.46
2013-09-04,54,1.0,,0.01,0.54
2013-09-05,31,1.0,,0.01,0.31
2013-09-06,40,1.0,,0.01,0.4
2013-09-07,86,1.0,,0.01,0.86
2013-09-08,46,1.0,,0.01,0.46
2013-09-09,92,1.0,,0.01,0.92
2013-09-10,67,1.0,,0.01,0.67
2013-09-11,45,1.0,,0.01,0.45
2013-09-12,61,1.0,,0.01,0.61
2013-09-13,31,1.0,,0.01,0.31
2013-09-14,19,1.0,,0.01,0.19
2013-09-15,46,1.0,,0.01,0.46
2013-09-16,52,1.0,,0.01,0.52
2013-09-17,53,1.0,,0.01,0.53
2013-09-18,53,1.0,,0.01,0.53
2013-09-19,31,1.0,,0.01,0.31
2013-09-20,32,1.0,,0.01,0.32
2013-09-21,67,1.0,,0.01,0.67
2013-09-22,28,1.0,,0.01,0.28
2013-09-23,85,1.0,,0.01,0.85
2013-09-24,69,1.0,,0.01,0.6900000000000001
2013-09-25,93,1.0,,0.01,0.93
2013-09-26,63,1.0,,0.01,0.63
2013-09-27,100,1.0,,0.01,1.0
2013-09-28,79,1.0,,0.01,0.79
2013-09-29,67,1.0,,0.01,0.67
2013-09-30,39,1.0,,0.01,0.39
2013-10-01,36,1.0,False,0.01,0.36
2013-10-02,43,1.0,,0.01,0.43
2013-10-03,49,1.0,,0.01,0.49
2013-10-04,38,1.0,,0.01,0.38
2013-10-05,31,1.0,,0.01,0.31
2013-10-06,22,1.0,,0.01,0.22
2013-10-07,30,1.0,,0.01,0.3
2013-10-08,30,1.0,,0.01,0.3
2013-10-09,74,1.0,,0.01,0.74
2013-10-10,31,1.0,,0.01,0.31
2013-10-11,59,1.0,,0.01,0.59
2013-10-12,23,1.0,,0.01,0.23
2013-10-13,38,1.0,,0.01,0.38
2013-10-14,49,1.0,,0.01,0.49
2013-10-15,36,1.0,,0.01,0.36
2013-10-16,36,1.0,,0.01,0.36
2013-10-17,44,1.0,,0.01,0.44
2013-10-18,45,1.0,,0.01,0.45
2013-10-19,61,1.0,,0.01,0.61
2013-10-20,30,1.0,,0.01,0.3
2013-10-21,43,1.0,,0.01,0.43
2013-10-22,78,1.0,,0.01,0.78
2013-10-23,48,1.0,,0.01,0.48
2013-10-24,43,1.0,,0.01,0.43
2013-10-25,51,1.0,,0.01,0.51
2013-10-26,100,1.0,,0.01,1.0
2013-10-27,68,1.0,,0.01,0.68
2013-10-28,42,1.0,,0.01,0.42
2013-10-29,60,1.0,,0.01,0.6
2013-10-30,48,1.0,,0.01,0.48
2013-10-31,37,1.0,,0.01,0.37
2013-11-01,82,1.0,False,0.01,0.8200000000000001
2013-11-02,74,1.0,,0.01,0.74
2013-11-03,52,1.0,,0.01,0.52
2013-11-04,92,1.0,,0.01,0.92
2013-11-05,99,1.0,,0.01,0.99
2013-11-06,74,1.0,,0.01,0.74
2013-11-07,100,1.0,,0.01,1.0
2013-11-08,87,1.0,,0.01,0.87
2013-11-09,84,1.0,,0.01,0.84
2013-11-10,63,1.0,,0.01,0.63
2013-11-11,68,1.0,,0.01,0.68
2013-11-12,74,1.0,,0.01,0.74
2013-11-13,100,1.0,,0.01,1.0
2013-11-14,76,1.0,,0.01,0.76
2013-11-15,43,1.0,,0.01,0.43
2013-11-16,41,1.0,,0.01,0.41000000000000003
2013-11-17,80,1.0,,0.01,0.8
2013-11-18,58,1.0,,0.01,0.58
2013-11-19,24,1.0,,0.01,0.24
2013-11-20,58,1.0,,0.01,0.58
2013-11-21,75,1.0,,0.01,0.75
2013-11-22,26,1.0,,0.01,0.26
2013-11-23,71,1.0,,0.01,0.71
2013-11-24,51,1.0,,0.01,0.51
2013-11-25,25,1.0,,0.01,0.25
2013-11-26,50,1.0,,0.01,0.5
2013-11-27,27,1.0,,0.01,0.27
2013-11-28,54,1.0,,0.01,0.54
2013-11-29,30,1.0,,0.01,0.3
2013-11-30,30,1.0,,0.01,0.3
2013-12-01,23,1.0,False,0.01,0.23
2013-12-02,33,1.0,,0.01,0.33
2013-12-03,46,1.0,,0.01,0.46
2013-12-04,61,1.0,,0.01,0.61
2013-12-05,54,1.0,,0.01,0.54
2013-12-06,28,1.0,,0.01,0.28
2013-12-07,33,1.0,,0.01,0.33
2013-12-08,25,1.0,,0.01,0.25
2013-12-09,54,1.0,,0.01,0.54
2013-12-10,61,1.0,,0.01,0.61
2013-12-11,42,1.0,,0.01,0.42
2013-12-12,100,1.0,,0.01,1.0
2013-12-13,51,1.0,,0.01,0.51
2013-12-14,17,1.0,,0.01,0.17
2013-12-15,52,1.0,,0.01,0.52
2013-12-16,49,1.0,,0.01,0.49
2013-12-17,63,1.0,,0.01,0.63
2013-12-18,78,1.0,,0.01,0.78
2013-12-19,29,1.0,,0.01,0.29
2013-12-20,39,1.0,,0.01,0.39
2013-12-21,46,1.0,,0.01,0.46
2013-12-22,65,1.0,,0.01,0.65
2013-12-23,39,1.0,,0.01,0.39
2013-12-24,62,1.0,,0.01,0.62
2013-12-25,21,1.0,,0.01,0.21
2013-12-26,59,1.0,,0.01,0.59
2013-12-27,24,1.0,,0.01,0.24
2013-12-28,63,1.0,,0.01,0.63
2013-12-29,53,1.0,,0.01,0.53
2013-12-30,60,1.0,,0.01,0.6
2013-12-31,86,1.0,,0.01,0.86
2014-01-01,68,1.0,False,0.01,0.68
2014-01-02,39,1.0,,0.01,0.39
2014-01-03,46,1.0,,0.01,0.46
2014-01-04,68,1.0,,0.01,0.68
2014-01-05,45,1.0,,0.01,0.45
2014-01-06,57,1.0,,0.01,0.5700000000000001
2014-01-07,81,1.0,,0.01,0.81
2014-01-08,71,1.0,,0.01,0.71
2014-01-09,39,1.0,,0.01,0.39
2014-01-10,65,1.0,,0.01,0.65
2014-01-11,100,1.0,,0.01,1.0
2014-01-12,39,1.0,,0.01,0.39
2014-01-13,57,1.0,,0.01,0.5700000000000001
2014-01-14,44,1.0,,0.01,0.44
2014-01-15,45,1.0,,0.01,0.45
2014-01-16,44,1.0,,0.01,0.44
2014-01-17,32,1.0,,0.01,0.32
2014-01-18,31,1.0,,0.01,0.31
2014-01-19,31,1.0,,0.01,0.31
2014-01-20,53,1.0,,0.01,0.53
2014-01-21,37,1.0,,0.01,0.37
2014-01-22,50,1.0,,0.01,0.5
2014-01-23,68,1.0,,0.01,0.68
2014-01-24,82,1.0,,0.01,0.8200000000000001
2014-01-25,30,1.0,,0.01,0.3
2014-01-26,68,1.0,,0.01,0.68
2014-01-27,78,1.0,,0.01,0.78
2014-01-28,67,1.0,,0.01,0.67
2014-01-29,43,1.0,,0.01,0.43
2014-01-30,44,1.0,,0.01,0.44
2014-01-31,51,1.0,,0.01,0.51
2014-02-01,57,1.0,False,0.01,0.5700000000000001
2014-02-02,43,1.0,,0.01,0.43
2014-02-03,61,1.0,,0.01,0.61
2014-02-04,30,1.0,,0.01,0.3
2014-02-05,47,1.0,,0.01,0.47000000000000003
2014-02-06,31,1.0,,0.01,0.31
2014-02-07,18,1.0,,0.01,0.18
2014-02-08,25,1.0,,0.01,0.25
2014-02-09,6,1.0,,0.01,0.06
2014-02-10,100,1.0,,0.01,1.0
2014-02-11,45,1.0,,0.01,0.45
2014-02-12,20,1.0,,0.01,0.2
2014-02-13,31,1.0,,0.01,0.31
2014-02-14,71,1.0,,0.01,0.71
2014-02-15,32,1.0,,0.01,0.32
2014-02-16,65,1.0,,0.01,0.65
2014-02-17,43,1.0,,0.01,0.43
2014-02-18,31,1.0,,0.01,0.31
2014-02-19,26,1.0,,0.01,0.26
2014-02-20,36,1.0,,0.01,0.36
2014-02-21,53,1.0,,0.01,0.53
2014-02-22,71,1.0,,0.01,0.71
2014-02-23,51,1.0,,0.01,0.51
2014-02-24,51,1.0,,0.01,0.51
2014-02-25,95,1.0,,0.01,0.9500000000000001
2014-02-26,81,1.0,,0.01,0.81
2014-02-27,46,1.0,,0.01,0.46
2014-02-28,32,1.0,,0.01,0.32
2014-03-01,53,1.0,False,0.01,0.53
2014-03-02,52,1.0,,0.01,0.52
2014-03-03,76,1.0,,0.01,0.76
2014-03-04,64,1.0,,0.01,0.64
2014-03-05,58,1.0,,0.01,0.58
2014-03-06,87,1.0,,0.01,0.87
2014-03-07,45,1.0,,0.01,0.45
2014-03-08,72,1.0,,0.01,0.72
2014-03-09,81,1.0,,0.01,0.81
2014-03-10,87,1.0,,0.01,0.87
2014-03-11,59,1.0,,0.01,0.59
2014-03-12,51,1.0,,0.01,0.51
2014-03-13,73,1.0,,0.01,0.73
2014-03-14,69,1.0,,0.01,0.6900000000000001
2014-03-15,65,1.0,,0.01,0.65
2014-03-16,53,1.0,,0.01,0.53
2014-03-17,43,1.0,,0.01,0.43
2014-03-18,52,1.0,,0.01,0.52
2014-03-19,80,1.0,,0.01,0.8
2014-03-20,81,1.0,,0.01,0.81
2014-03-21,61,1.0,,0.01,0.61
2014-03-22,28,1.0,,0.01,0.28
2014-03-23,88,1.0,,0.01,0.88
2014-03-24,73,1.0,,0.01,0.73
2014-03-25,100,1.0,,0.01,1.0
2014-03-26,80,1.0,,0.01,0.8
2014-03-27,82,1.0,,0.01,0.8200000000000001
2014-03-28,83,1.0,,0.01,0.8300000000000001
2014-03-29,71,1.0,,0.01,0.71
2014-03-30,62,1.0,,0.01,0.62
2014-03-31,87,1.0,,0.01,0.87
2014-04-01,62,1.0,False,0.01,0.62
2014-04-02,100,1.0,,0.01,1.0
2014-04-03,89,1.0,,0.01,0.89
2014-04-04,72,1.0,,0.01,0.72
2014-04-05,32,1.0,,0.01,0.32
2014-04-06,40,1.0,,0.01,0.4
2014-04-07,37,1.0,,0.01,0.37
2014-04-08,56,1.0,,0.01,0.56
2014-04-09,57,1.0,,0.01,0.5700000000000001
2014-04-10,65,1.0,,0.01,0.65
2014-04-11,54,1.0,,0.01,0.54
2014-04-12,66,1.0,,0.01,0.66
2014-04-13,48,1.0,,0.01,0.48
2014-04-14,50,1.0,,0.01,0.5
2014-04-15,43,1.0,,0.01,0.43
2014-04-16,64,1.0,,0.01,0.64
2014-04-17,66,1.0,,0.01,0.66
2014-04-18,56,1.0,,0.01,0.56
2014-04-19,66,1.0,,0.01,0.66
2014-04-20,94,1.0,,0.01,0.9400000000000001
2014-04-21,93,1.0,,0.01,0.93
2014-04-22,57,1.0,,0.01,0.5700000000000001
2014-04-23,57,1.0,,0.01,0.5700000000000001
2014-04-24,39,1.0,,0.01,0.39
2014-04-25,41,1.0,,0.01,0.41000000000000003
2014-04-26,74,1.0,,0.01,0.74
2014-04-27,56,1.0,,0.01,0.56
2014-04-28,50,1.0,,0.01,0.5
2014-04-29,79,1.0,,0.01,0.79
2014-04-30,62,1.0,,0.01,0.62
2014-05-01,68,1.0,False,0.01,0.68
2014-05-02,61,1.0,,0.01,0.61
2014-05-03,22,1.0,,0.01,0.22
2014-05-04,22,1.0,,0.01,0.22
2014-05-05,75,1.0,,0.01,0.75
2014-05-06,80,1.0,,0.01,0.8
2014-05-07,63,1.0,,0.01,0.63
2014-05-08,52,1.0,,0.01,0.52
2014-05-09,54,1.0,,0.01,0.54
2014-05-10,81,1.0,,0.01,0.81
2014-05-11,92,1.0,,0.01,0.92
2014-05-12,70,1.0,,0.01,0.7000000000000001
2014-05-13,40,1.0,,0.01,0.4
2014-05-14,58,1.0,,0.01,0.58
2014-05-15,100,1.0,,0.01,1.0
2014-05-16,30,1.0,,0.01,0.3
2014-05-17,37,1.0,,0.01,0.37
2014-05-18,60,1.0,,0.01,0.6
2014-05-19,70,1.0,,0.01,0.7000000000000001
2014-05-20,84,1.0,,0.01,0.84
2014-05-21,71,1.0,,0.01,0.71
2014-05-22,80,1.0,,0.01,0.8
2014-05-23,35,1.0,,0.01,0.35000000000000003
2014-05-24,44,1.0,,0.01,0.44
2014-05-25,37,1.0,,0.01,0.37
2014-05-26,33,1.0,,0.01,0.33
2014-05-27,26,1.0,,0.01,0.26
2014-05-28,32,1.0,,0.01,0.32
2014-05-29,33,1.0,,0.01,0.33
2014-05-30,42,1.0,,0.01,0.42
2014-05-31,86,1.0,,0.01,0.86
2014-06-01,35,1.0,False,0.01,0.35000000000000003
2014-06-02,44,1.0,,0.01,0.44
2014-06-03,26,1.0,,0.01,0.26
2014-06-04,62,1.0,,0.01,0.62
2014-06-05,54,1.0,,0.01,0.54
2014-06-06,47,1.0,,0.01,0.47000000000000003
2014-06-07,47,1.0,,0.01,0.47000000000000003
2014-06-08,81,1.0,,0.01,0.81
2014-06-09,80,1.0,,0.01,0.8
2014-06-10,45,1.0,,0.01,0.45
2014-06-11,44,1.0,,0.01,0.44
2014-06-12,45,1.0,,0.01,0.45
2014-06-13,37,1.0,,0.01,0.37
2014-06-14,12,1.0,,0.01,0.12
2014-06-15,98,1.0,,0.01,0.98
2014-06-16,45,1.0,,0.01,0.45
2014-06-17,36,1.0,,0.01,0.36
2014-06-18,63,1.0,,0.01,0.63
2014-06-19,74,1.0,,0.01,0.74
2014-06-20,76,1.0,,0.01,0.76
2014-06-21,69,1.0,,0.01,0.6900000000000001
2014-06-22,47,1.0,,0.01,0.47000000000000003
2014-06-23,37,1.0,,0.01,0.37
2014-06-24,80,1.0,,0.01,0.8
2014-06-25,100,1.0,,0.01,1.0
2014-06-26,82,1.0,,0.01,0.8200000000000001
2014-06-27,47,1.0,,0.01,0.47000000000000003
2014-06-28,69,1.0,,0.01,0.6900000000000001
2014-06-29,58,1.0,,0.01,0.58
2014-06-30,100,1.0,,0.01,1.0
2014-07-01,46,1.0,False,0.01,0.46
2014-07-02,51,1.0,,0.01,0.51
2014-07-03,45,1.0,,0.01,0.45
2014-07-04,28,1.0,,0.01,0.28
2014-07-05,40,1.0,,0.01,0.4
2014-07-06,56,1.0,,0.01,0.56
2014-07-07,82,1.0,,0.01,0.8200000000000001
2014-07-08,59,1.0,,0.01,0.59
2014-07-09,50,1.0,,0.01,0.5
2014-07-10,51,1.0,,0.01,0.51
2014-07-11,59,1.0,,0.01,0.59
2014-07-12,31,1.0,,0.01,0.31
2014-07-13,36,1.0,,0.01,0.36
2014-07-14,57,1.0,,0.01,0.5700000000000001
2014-07-15,59,1.0,,0.01,0.59
2014-07-16,36,1.0,,0.01,0.36
2014-07-17,54,1.0,,0.01,0.54
2014-07-18,23,1.0,,0.01,0.23
2014-07-19,68,1.0,,0.01,0.68
2014-07-20,32,1.0,,0.01,0.32
2014-07-21,28,1.0,,0.01,0.28
2014-07-22,63,1.0,,0.01,0.63
2014-07-23,87,1.0,,0.01,0.87
2014-07-24,99,1.0,,0.01,0.99
2014-07-25,78,1.0,,0.01,0.78
2014-07-26,62,1.0,,0.01,0.62
2014-07-27,45,1.0,,0.01,0.45
2014-07-28,71,1.0,,0.01,0.71
2014-07-29,63,1.0,,0.01,0.63
2014-07-30,64,1.0,,0.01,0.64
2014-07-31,100,1.0,,0.01,1.0
2014-08-01,100,1.0,False,0.01,1.0
2014-08-02,73,1.0,,0.01,0.73
2014-08-03,61,1.0,,0.01,0.61
2014-08-04,90,1.0,,0.01,0.9
2014-08-05,80,1.0,,0.01,0.8
2014-08-06,64,1.0,,0.01,0.64
2014-08-07,49,1.0,,0.01,0.49
2014-08-08,46,1.0,,0.01,0.46
2014-08-09,48,1.0,,0.01,0.48
2014-08-10,48,1.0,,0.01,0.48
2014-08-11,69,1.0,,0.01,0.6900000000000001
2014-08-12,36,1.0,,0.01,0.36
2014-08-13,47,1.0,,0.01,0.47000000000000003
2014-08-14,86,1.0,,0.01,0.86
2014-08-15,39,1.0,,0.01,0.39
2014-08-16,53,1.0,,0.01,0.53
2014-08-17,67,1.0,,0.01,0.67
2014-08-18,92,1.0,,0.01,0.92
2014-08-19,74,1.0,,0.01,0.74
2014-08-20,68,1.0,,0.01,0.68
2014-08-21,32,1.0,,0.01,0.32
2014-08-22,38,1.0,,0.01,0.38
2014-08-23,26,1.0,,0.01,0.26
2014-08-24,46,1.0,,0.01,0.46
2014-08-25,16,1.0,,0.01,0.16
2014-08-26,78,1.0,,0.01,0.78
2014-08-27,62,1.0,,0.01,0.62
2014-08-28,62,1.0,,0.01,0.62
2014-08-29,38,1.0,,0.01,0.38
2014-08-30,39,1.0,,0.01,0.39
2014-08-31,33,1.0,,0.01,0.33
2014-09-01,45,1.0,False,0.01,0.45
2014-09-02,53,1.0,,0.01,0.53
2014-09-03,40,1.0,,0.01,0.4
2014-09-04,50,1.0,,0.01,0.5
2014-09-05,48,1.0,,0.01,0.48
2014-09-06,23,1.0,,0.01,0.23
2014-09-07,54,1.0,,0.01,0.54
2014-09-08,56,1.0,,0.01,0.56
2014-09-09,48,1.0,,0.01,0.48
2014-09-10,40,1.0,,0.01,0.4
2014-09-11,56,1.0,,0.01,0.56
2014-09-12,44,1.0,,0.01,0.44
2014-09-13,55,1.0,,0.01,0.55
2014-09-14,51,1.0,,0.01,0.51
2014-09-15,46,1.0,,0.01,0.46
2014-09-16,49,1.0,,0.01,0.49
2014-09-17,81,1.0,,0.01,0.81
2014-09-18,100,1.0,,0.01,1.0
2014-09-19,71,1.0,,0.01,0.71
2014-09-20,64,1.0,,0.01,0.64
2014-09-21,27,1.0,,0.01,0.27
2014-09-22,80,1.0,,0.01,0.8
2014-09-23,40,1.0,,0.01,0.4
2014-09-24,59,1.0,,0.01,0.59
2014-09-25,51,1.0,,0.01,0.51
2014-09-26,49,1.0,,0.01,0.49
2014-09-27,45,1.0,,0.01,0.45
2014-09-28,52,1.0,,0.01,0.52
2014-09-29,40,1.0,,0.01,0.4
2014-09-30,82,1.0,,0.01,0.8200000000000001
2014-10-01,23,4.0,False,0.04,0.92
2014-10-02,20,4.0,,0.04,0.8
2014-10-03,30,4.0,,0.04,1.2
2014-10-04,21,4.0,,0.04,0.84
2014-10-05,24,4.0,,0.04,0.96
2014-10-06,17,4.0,,0.04,0.68
2014-10-07,19,4.0,,0.04,0.76
2014-10-08,24,4.0,,0.04,0.96
2014-10-09,23,4.0,,0.04,0.92
2014-10-10,33,4.0,,0.04,1.32
2014-10-11,21,4.0,,0.04,0.84
2014-10-12,20,4.0,,0.04,0.8
2014-10-13,24,4.0,,0.04,0.96
2014-10-14,43,4.0,,0.04,1.72
2014-10-15,100,4.0,,0.04,4.0
2014-10-16,80,4.0,,0.04,3.2
2014-10-17,52,4.0,,0.04,2.08
2014-10-18,43,4.0,,0.04,1.72
2014-10-19,33,4.0,,0.04,1.32
2014-10-20,24,4.0,,0.04,0.96
2014-10-21,23,4.0,,0.04,0.92
2014-10-22,18,4.0,,0.04,0.72
2014-10-23,18,4.0,,0.04,0.72
2014-10-24,43,4.0,,0.04,1.72
2014-10-25,54,4.0,,0.04,2.16
2014-10-26,41,4.0,,0.04,1.6400000000000001
2014-10-27,69,4.0,,0.04,2.7600000000000002
2014-10-28,52,4.0,,0.04,2.08
2014-10-29,74,4.0,,0.04,2.96
2014-10-30,66,4.0,,0.04,2.64
2014-10-31,60,4.0,,0.04,2.4
2014-11-01,83,1.0,False,0.01,0.8300000000000001
2014-11-02,100,1.0,,0.01,1.0
2014-11-03,54,1.0,,0.01,0.54
2014-11-04,69,1.0,,0.01,0.6900000000000001
2014-11-05,40,1.0,,0.01,0.4
2014-11-06,84,1.0,,0.01,0.84
2014-11-07,29,1.0,,0.01,0.29
2014-11-08,36,1.0,,0.01,0.36
2014-11-09,46,1.0,,0.01,0.46
2014-11-10,59,1.0,,0.01,0.59
2014-11-11,36,1.0,,0.01,0.36
2014-11-12,36,1.0,,0.01,0.36
2014-11-13,42,1.0,,0.01,0.42
2014-11-14,26,1.0,,0.01,0.26
2014-11-15,35,1.0,,0.01,0.35000000000000003
2014-11-16,41,1.0,,0.01,0.41000000000000003
2014-11-17,46,1.0,,0.01,0.46
2014-11-18,44,1.0,,0.01,0.44
2014-11-19,41,1.0,,0.01,0.41000000000000003
2014-11-20,31,1.0,,0.01,0.31
2014-11-21,20,1.0,,0.01,0.2
2014-11-22,10,1.0,,0.01,0.1
2014-11-23,14,1.0,,0.01,0.14
2014-11-24,33,1.0,,0.01,0.33
2014-11-25,39,1.0,,0.01,0.39
2014-11-26,18,1.0,,0.01,0.18
2014-11-27,29,1.0,,0.01,0.29
2014-11-28,24,1.0,,0.01,0.24
2014-11-29,21,1.0,,0.01,0.21
2014-11-30,21,1.0,,0.01,0.21
2014-12-01,63,1.0,False,0.01,0.63
2014-12-02,76,1.0,,0.01,0.76
2014-12-03,100,1.0,,0.01,1.0
2014-12-04,61,1.0,,0.01,0.61
2014-12-05,43,1.0,,0.01,0.43
2014-12-06,61,1.0,,0.01,0.61
2014-12-07,70,1.0,,0.01,0.7000000000000001
2014-12-08,58,1.0,,0.01,0.58
2014-12-09,65,1.0,,0.01,0.65
2014-12-10,69,1.0,,0.01,0.6900000000000001
2014-12-11,67,1.0,,0.01,0.67
2014-12-12,63,1.0,,0.01,0.63
2014-12-13,47,1.0,,0.01,0.47000000000000003
2014-12-14,61,1.0,,0.01,0.61
2014-12-15,71,1.0,,0.01,0.71
2014-12-16,54,1.0,,0.01,0.54
2014-12-17,49,1.0,,0.01,0.49
2014-12-18,57,1.0,,0.01,0.5700000000000001
2014-12-19,78,1.0,,0.01,0.78
2014-12-20,31,1.0,,0.01,0.31
2014-12-21,77,1.0,,0.01,0.77
2014-12-22,64,1.0,,0.01,0.64
2014-12-23,27,1.0,,0.01,0.27
2014-12-24,52,1.0,,0.01,0.52
2014-12-25,40,1.0,,0.01,0.4
2014-12-26,60,1.0,,0.01,0.6
2014-12-27,35,1.0,,0.01,0.35000000000000003
2014-12-28,84,1.0,,0.01,0.84
2014-12-29,63,1.0,,0.01,0.63
2014-12-30,67,1.0,,0.01,0.67
2014-12-31,82,1.0,,0.01,0.8200000000000001
2015-01-01,47,1.0,False,0.01,0.47000000000000003
2015-01-02,28,1.0,,0.01,0.28
2015-01-03,24,1.0,,0.01,0.24
2015-01-04,48,1.0,,0.01,0.48
2015-01-05,40,1.0,,0.01,0.4
2015-01-06,50,1.0,,0.01,0.5
2015-01-07,50,1.0,,0.01,0.5
2015-01-08,55,1.0,,0.01,0.55
2015-01-09,55,1.0,,0.01,0.55
2015-01-10,55,1.0,,0.01,0.55
2015-01-11,30,1.0,,0.01,0.3
2015-01-12,34,1.0,,0.01,0.34
2015-01-13,39,1.0,,0.01,0.39
2015-01-14,45,1.0,,0.01,0.45
2015-01-15,100,1.0,,0.01,1.0
2015-01-16,57,1.0,,0.01,0.5700000000000001
2015-01-17,19,1.0,,0.01,0.19
2015-01-18,75,1.0,,0.01,0.75
2015-01-19,32,1.0,,0.01,0.32
2015-01-20,54,1.0,,0.01,0.54
2015-01-21,49,1.0,,0.01,0.49
2015-01-22,45,1.0,,0.01,0.45
2015-01-23,75,1.0,,0.01,0.75
2015-01-24,24,1.0,,0.01,0.24
2015-01-25,74,1.0,,0.01,0.74
2015-01-26,29,1.0,,0.01,0.29
2015-01-27,38,1.0,,0.01,0.38
