date,oil_unscaled,oil_monthly,isPartial,scale,oil
2020-11-18,85,71.0,,0.71,60.349999999999994
2020-11-19,85,71.0,,0.71,60.349999999999994
2020-11-20,86,71.0,,0.71,61.059999999999995
2020-11-21,100,71.0,,0.71,71.0
2020-11-22,93,71.0,,0.71,66.03
2020-11-23,88,71.0,,0.71,62.48
2020-11-24,90,71.0,,0.71,63.9
2020-11-25,93,71.0,,0.71,66.03
2020-11-26,86,71.0,,0.71,61.059999999999995
2020-11-27,85,71.0,,0.71,60.349999999999994
2020-11-28,92,71.0,,0.71,65.32
2020-11-29,86,71.0,,0.71,61.059999999999995
