date,oil_unscaled,oil_monthly,isPartial,scale,oil
2010-01-01,76,39.0,False,0.39,29.64
2010-01-02,84,39.0,,0.39,32.76
2010-01-03,84,39.0,,0.39,32.76
2010-01-04,100,39.0,,0.39,39.0
2010-01-05,97,39.0,,0.39,37.83
2010-01-06,92,39.0,,0.39,35.88
2010-01-07,93,39.0,,0.39,36.27
2010-01-08,87,39.0,,0.39,33.93
2010-01-09,82,39.0,,0.39,31.98
2010-01-10,76,39.0,,0.39,29.64
2010-01-11,95,39.0,,0.39,37.050000000000004
2010-01-12,87,39.0,,0.39,33.93
2010-01-13,92,39.0,,0.39,35.88
2010-01-14,84,39.0,,0.39,32.76
2010-01-15,83,39.0,,0.39,32.370000000000005
2010-01-16,90,39.0,,0.39,35.1
2010-01-17,81,39.0,,0.39,31.59
2010-01-18,96,39.0,,0.39,37.44
2010-01-19,88,39.0,,0.39,34.32
2010-01-20,94,39.0,,0.39,36.660000000000004
2010-01-21,77,39.0,,0.39,30.03
2010-01-22,83,39.0,,0.39,32.370000000000005
2010-01-23,84,39.0,,0.39,32.76
2010-01-24,93,39.0,,0.39,36.27
2010-01-25,91,39.0,,0.39,35.49
2010-01-26,85,39.0,,0.39,33.15
2010-01-27,85,39.0,,0.39,33.15
2010-01-28,90,39.0,,0.39,35.1
2010-01-29,89,39.0,,0.39,34.71
2010-01-30,75,39.0,,0.39,29.25
2010-01-31,84,39.0,,0.39,32.76
2010-02-01,95,38.0,False,0.38,36.1
2010-02-02,100,38.0,,0.38,38.0
2010-02-03,93,38.0,,0.38,35.34
2010-02-04,93,38.0,,0.38,35.34
2010-02-05,93,38.0,,0.38,35.34
2010-02-06,87,38.0,,0.38,33.06
2010-02-07,82,38.0,,0.38,31.16
2010-02-08,94,38.0,,0.38,35.72
2010-02-09,90,38.0,,0.38,34.2
2010-02-10,87,38.0,,0.38,33.06
2010-02-11,84,38.0,,0.38,31.92
2010-02-12,89,38.0,,0.38,33.82
2010-02-13,90,38.0,,0.38,34.2
2010-02-14,84,38.0,,0.38,31.92
2010-02-15,92,38.0,,0.38,34.96
2010-02-16,95,38.0,,0.38,36.1
2010-02-17,97,38.0,,0.38,36.86
2010-02-18,94,38.0,,0.38,35.72
2010-02-19,90,38.0,,0.38,34.2
2010-02-20,91,38.0,,0.38,34.58
2010-02-21,94,38.0,,0.38,35.72
2010-02-22,98,38.0,,0.38,37.24
2010-02-23,93,38.0,,0.38,35.34
2010-02-24,88,38.0,,0.38,33.44
2010-02-25,88,38.0,,0.38,33.44
2010-02-26,87,38.0,,0.38,33.06
2010-02-27,78,38.0,,0.38,29.64
2010-02-28,86,38.0,,0.38,32.68
2010-03-01,87,38.0,False,0.38,33.06
2010-03-02,84,38.0,,0.38,31.92
2010-03-03,96,38.0,,0.38,36.480000000000004
2010-03-04,91,38.0,,0.38,34.58
2010-03-05,84,38.0,,0.38,31.92
2010-03-06,96,38.0,,0.38,36.480000000000004
2010-03-07,84,38.0,,0.38,31.92
2010-03-08,88,38.0,,0.38,33.44
2010-03-09,86,38.0,,0.38,32.68
2010-03-10,81,38.0,,0.38,30.78
2010-03-11,88,38.0,,0.38,33.44
2010-03-12,84,38.0,,0.38,31.92
2010-03-13,77,38.0,,0.38,29.26
2010-03-14,84,38.0,,0.38,31.92
2010-03-15,90,38.0,,0.38,34.2
2010-03-16,90,38.0,,0.38,34.2
2010-03-17,91,38.0,,0.38,34.58
2010-03-18,79,38.0,,0.38,30.02
2010-03-19,75,38.0,,0.38,28.5
2010-03-20,82,38.0,,0.38,31.16
2010-03-21,89,38.0,,0.38,33.82
2010-03-22,90,38.0,,0.38,34.2
2010-03-23,92,38.0,,0.38,34.96
2010-03-24,87,38.0,,0.38,33.06
2010-03-25,97,38.0,,0.38,36.86
2010-03-26,92,38.0,,0.38,34.96
2010-03-27,95,38.0,,0.38,36.1
2010-03-28,76,38.0,,0.38,28.88
2010-03-29,89,38.0,,0.38,33.82
2010-03-30,82,38.0,,0.38,31.16
2010-03-31,100,38.0,,0.38,38.0
2010-04-01,40,44.0,False,0.44,17.6
2010-04-02,41,44.0,,0.44,18.04
2010-04-03,40,44.0,,0.44,17.6
2010-04-04,38,44.0,,0.44,16.72
2010-04-05,40,44.0,,0.44,17.6
2010-04-06,39,44.0,,0.44,17.16
2010-04-07,39,44.0,,0.44,17.16
2010-04-08,38,44.0,,0.44,16.72
2010-04-09,37,44.0,,0.44,16.28
2010-04-10,37,44.0,,0.44,16.28
2010-04-11,36,44.0,,0.44,15.84
2010-04-12,39,44.0,,0.44,17.16
2010-04-13,35,44.0,,0.44,15.4
2010-04-14,36,44.0,,0.44,15.84
2010-04-15,37,44.0,,0.44,16.28
2010-04-16,38,44.0,,0.44,16.72
2010-04-17,35,44.0,,0.44,15.4
2010-04-18,39,44.0,,0.44,17.16
2010-04-19,39,44.0,,0.44,17.16
2010-04-20,37,44.0,,0.44,16.28
2010-04-21,41,44.0,,0.44,18.04
2010-04-22,44,44.0,,0.44,19.36
2010-04-23,43,44.0,,0.44,18.92
2010-04-24,38,44.0,,0.44,16.72
2010-04-25,40,44.0,,0.44,17.6
2010-04-26,41,44.0,,0.44,18.04
2010-04-27,48,44.0,,0.44,21.12
2010-04-28,50,44.0,,0.44,22.0
2010-04-29,68,44.0,,0.44,29.92
2010-04-30,100,44.0,,0.44,44.0
2010-05-01,66,92.0,False,0.92,60.720000000000006
2010-05-02,69,92.0,,0.92,63.480000000000004
2010-05-03,78,92.0,,0.92,71.76
2010-05-04,64,92.0,,0.92,58.88
2010-05-05,57,92.0,,0.92,52.440000000000005
2010-05-06,56,92.0,,0.92,51.52
2010-05-07,53,92.0,,0.92,48.760000000000005
2010-05-08,45,92.0,,0.92,41.4
2010-05-09,46,92.0,,0.92,42.32
2010-05-10,56,92.0,,0.92,51.52
2010-05-11,49,92.0,,0.92,45.080000000000005
2010-05-12,50,92.0,,0.92,46.0
2010-05-13,48,92.0,,0.92,44.160000000000004
2010-05-14,52,92.0,,0.92,47.84
2010-05-15,44,92.0,,0.92,40.480000000000004
2010-05-16,44,92.0,,0.92,40.480000000000004
2010-05-17,50,92.0,,0.92,46.0
2010-05-18,51,92.0,,0.92,46.92
2010-05-19,47,92.0,,0.92,43.24
2010-05-20,55,92.0,,0.92,50.6
2010-05-21,54,92.0,,0.92,49.68
2010-05-22,48,92.0,,0.92,44.160000000000004
2010-05-23,45,92.0,,0.92,41.4
2010-05-24,57,92.0,,0.92,52.440000000000005
2010-05-25,60,92.0,,0.92,55.2
2010-05-26,79,92.0,,0.92,72.68
2010-05-27,100,92.0,,0.92,92.0
2010-05-28,78,92.0,,0.92,71.76
2010-05-29,74,92.0,,0.92,68.08
2010-05-30,72,92.0,,0.92,66.24000000000001
2010-05-31,60,92.0,,0.92,55.2
2010-06-01,65,98.0,False,0.98,63.699999999999996
2010-06-02,80,98.0,,0.98,78.4
2010-06-03,83,98.0,,0.98,81.34
2010-06-04,100,98.0,,0.98,98.0
2010-06-05,82,98.0,,0.98,80.36
2010-06-06,70,98.0,,0.98,68.6
2010-06-07,73,98.0,,0.98,71.53999999999999
2010-06-08,75,98.0,,0.98,73.5
2010-06-09,67,98.0,,0.98,65.66
2010-06-10,67,98.0,,0.98,65.66
2010-06-11,60,98.0,,0.98,58.8
2010-06-12,52,98.0,,0.98,50.96
2010-06-13,55,98.0,,0.98,53.9
2010-06-14,57,98.0,,0.98,55.86
2010-06-15,57,98.0,,0.98,55.86
2010-06-16,63,98.0,,0.98,61.74
2010-06-17,57,98.0,,0.98,55.86
2010-06-18,53,98.0,,0.98,51.94
2010-06-19,45,98.0,,0.98,44.1
2010-06-20,46,98.0,,0.98,45.08
2010-06-21,49,98.0,,0.98,48.019999999999996
2010-06-22,47,98.0,,0.98,46.06
2010-06-23,49,98.0,,0.98,48.019999999999996
2010-06-24,48,98.0,,0.98,47.04
2010-06-25,47,98.0,,0.98,46.06
2010-06-26,42,98.0,,0.98,41.16
2010-06-27,41,98.0,,0.98,40.18
2010-06-28,43,98.0,,0.98,42.14
2010-06-29,39,98.0,,0.98,38.22
2010-06-30,41,98.0,,0.98,40.18
2010-07-01,86,59.0,False,0.59,50.739999999999995
2010-07-02,80,59.0,,0.59,47.199999999999996
2010-07-03,77,59.0,,0.59,45.43
2010-07-04,67,59.0,,0.59,39.53
2010-07-05,75,59.0,,0.59,44.25
2010-07-06,80,59.0,,0.59,47.199999999999996
2010-07-07,73,59.0,,0.59,43.07
2010-07-08,74,59.0,,0.59,43.66
2010-07-09,69,59.0,,0.59,40.71
2010-07-10,70,59.0,,0.59,41.3
2010-07-11,74,59.0,,0.59,43.66
2010-07-12,78,59.0,,0.59,46.019999999999996
2010-07-13,91,59.0,,0.59,53.69
2010-07-14,85,59.0,,0.59,50.15
2010-07-15,100,59.0,,0.59,59.0
2010-07-16,90,59.0,,0.59,53.099999999999994
2010-07-17,72,59.0,,0.59,42.48
2010-07-18,69,59.0,,0.59,40.71
2010-07-19,70,59.0,,0.59,41.3
2010-07-20,70,59.0,,0.59,41.3
2010-07-21,69,59.0,,0.59,40.71
2010-07-22,67,59.0,,0.59,39.53
2010-07-23,59,59.0,,0.59,34.809999999999995
2010-07-24,58,59.0,,0.59,34.22
2010-07-25,57,59.0,,0.59,33.629999999999995
2010-07-26,59,59.0,,0.59,34.809999999999995
2010-07-27,66,59.0,,0.59,38.94
2010-07-28,67,59.0,,0.59,39.53
2010-07-29,62,59.0,,0.59,36.58
2010-07-30,60,59.0,,0.59,35.4
2010-07-31,59,59.0,,0.59,34.809999999999995
2010-08-01,93,42.0,False,0.42,39.059999999999995
2010-08-02,98,42.0,,0.42,41.16
2010-08-03,92,42.0,,0.42,38.64
2010-08-04,100,42.0,,0.42,42.0
2010-08-05,87,42.0,,0.42,36.54
2010-08-06,86,42.0,,0.42,36.12
2010-08-07,89,42.0,,0.42,37.379999999999995
2010-08-08,87,42.0,,0.42,36.54
2010-08-09,89,42.0,,0.42,37.379999999999995
2010-08-10,85,42.0,,0.42,35.699999999999996
2010-08-11,85,42.0,,0.42,35.699999999999996
2010-08-12,82,42.0,,0.42,34.44
2010-08-13,80,42.0,,0.42,33.6
2010-08-14,76,42.0,,0.42,31.919999999999998
2010-08-15,82,42.0,,0.42,34.44
2010-08-16,87,42.0,,0.42,36.54
2010-08-17,83,42.0,,0.42,34.86
2010-08-18,85,42.0,,0.42,35.699999999999996
2010-08-19,83,42.0,,0.42,34.86
2010-08-20,85,42.0,,0.42,35.699999999999996
2010-08-21,82,42.0,,0.42,34.44
2010-08-22,79,42.0,,0.42,33.18
2010-08-23,91,42.0,,0.42,38.22
2010-08-24,82,42.0,,0.42,34.44
2010-08-25,85,42.0,,0.42,35.699999999999996
2010-08-26,90,42.0,,0.42,37.8
2010-08-27,80,42.0,,0.42,33.6
2010-08-28,78,42.0,,0.42,32.76
2010-08-29,74,42.0,,0.42,31.08
2010-08-30,84,42.0,,0.42,35.28
2010-08-31,81,42.0,,0.42,34.019999999999996
2010-09-01,50,43.0,False,0.43,21.5
2010-09-02,100,43.0,,0.43,43.0
2010-09-03,55,43.0,,0.43,23.65
2010-09-04,49,43.0,,0.43,21.07
2010-09-05,52,43.0,,0.43,22.36
2010-09-06,50,43.0,,0.43,21.5
2010-09-07,52,43.0,,0.43,22.36
2010-09-08,53,43.0,,0.43,22.79
2010-09-09,52,43.0,,0.43,22.36
2010-09-10,52,43.0,,0.43,22.36
2010-09-11,49,43.0,,0.43,21.07
2010-09-12,50,43.0,,0.43,21.5
2010-09-13,56,43.0,,0.43,24.08
2010-09-14,55,43.0,,0.43,23.65
2010-09-15,56,43.0,,0.43,24.08
2010-09-16,55,43.0,,0.43,23.65
2010-09-17,56,43.0,,0.43,24.08
2010-09-18,50,43.0,,0.43,21.5
2010-09-19,52,43.0,,0.43,22.36
2010-09-20,54,43.0,,0.43,23.22
2010-09-21,53,43.0,,0.43,22.79
2010-09-22,52,43.0,,0.43,22.36
2010-09-23,50,43.0,,0.43,21.5
2010-09-24,50,43.0,,0.43,21.5
2010-09-25,47,43.0,,0.43,20.21
2010-09-26,46,43.0,,0.43,19.78
2010-09-27,52,43.0,,0.43,22.36
2010-09-28,52,43.0,,0.43,22.36
2010-09-29,51,43.0,,0.43,21.93
2010-09-30,52,43.0,,0.43,22.36
2010-10-01,83,40.0,False,0.4,33.2
2010-10-02,82,40.0,,0.4,32.800000000000004
2010-10-03,79,40.0,,0.4,31.6
2010-10-04,91,40.0,,0.4,36.4
2010-10-05,97,40.0,,0.4,38.800000000000004
2010-10-06,85,40.0,,0.4,34.0
2010-10-07,100,40.0,,0.4,40.0
2010-10-08,86,40.0,,0.4,34.4
2010-10-09,77,40.0,,0.4,30.8
2010-10-10,83,40.0,,0.4,33.2
2010-10-11,89,40.0,,0.4,35.6
2010-10-12,87,40.0,,0.4,34.800000000000004
2010-10-13,92,40.0,,0.4,36.800000000000004
2010-10-14,91,40.0,,0.4,36.4
2010-10-15,84,40.0,,0.4,33.6
2010-10-16,83,40.0,,0.4,33.2
2010-10-17,83,40.0,,0.4,33.2
2010-10-18,94,40.0,,0.4,37.6
2010-10-19,88,40.0,,0.4,35.2
2010-10-20,88,40.0,,0.4,35.2
2010-10-21,93,40.0,,0.4,37.2
2010-10-22,87,40.0,,0.4,34.800000000000004
2010-10-23,74,40.0,,0.4,29.6
2010-10-24,90,40.0,,0.4,36.0
2010-10-25,93,40.0,,0.4,37.2
2010-10-26,85,40.0,,0.4,34.0
2010-10-27,84,40.0,,0.4,33.6
2010-10-28,88,40.0,,0.4,35.2
2010-10-29,79,40.0,,0.4,31.6
2010-10-30,76,40.0,,0.4,30.400000000000002
2010-10-31,78,40.0,,0.4,31.200000000000003
2010-11-01,92,39.0,False,0.39,35.88
2010-11-02,96,39.0,,0.39,37.44
2010-11-03,88,39.0,,0.39,34.32
2010-11-04,88,39.0,,0.39,34.32
2010-11-05,94,39.0,,0.39,36.660000000000004
2010-11-06,93,39.0,,0.39,36.27
2010-11-07,72,39.0,,0.39,28.080000000000002
2010-11-08,100,39.0,,0.39,39.0
2010-11-09,91,39.0,,0.39,35.49
2010-11-10,89,39.0,,0.39,34.71
2010-11-11,92,39.0,,0.39,35.88
2010-11-12,85,39.0,,0.39,33.15
2010-11-13,94,39.0,,0.39,36.660000000000004
2010-11-14,91,39.0,,0.39,35.49
2010-11-15,97,39.0,,0.39,37.83
2010-11-16,91,39.0,,0.39,35.49
2010-11-17,88,39.0,,0.39,34.32
2010-11-18,94,39.0,,0.39,36.660000000000004
2010-11-19,92,39.0,,0.39,35.88
2010-11-20,95,39.0,,0.39,37.050000000000004
2010-11-21,83,39.0,,0.39,32.370000000000005
2010-11-22,90,39.0,,0.39,35.1
2010-11-23,86,39.0,,0.39,33.54
2010-11-24,93,39.0,,0.39,36.27
2010-11-25,80,39.0,,0.39,31.200000000000003
2010-11-26,68,39.0,,0.39,26.52
2010-11-27,84,39.0,,0.39,32.76
2010-11-28,83,39.0,,0.39,32.370000000000005
2010-11-29,86,39.0,,0.39,33.54
2010-11-30,83,39.0,,0.39,32.370000000000005
2010-12-01,92,37.0,False,0.37,34.04
2010-12-02,94,37.0,,0.37,34.78
2010-12-03,91,37.0,,0.37,33.67
2010-12-04,93,37.0,,0.37,34.41
2010-12-05,86,37.0,,0.37,31.82
2010-12-06,98,37.0,,0.37,36.26
2010-12-07,100,37.0,,0.37,37.0
2010-12-08,91,37.0,,0.37,33.67
2010-12-09,100,37.0,,0.37,37.0
2010-12-10,94,37.0,,0.37,34.78
2010-12-11,85,37.0,,0.37,31.45
2010-12-12,74,37.0,,0.37,27.38
2010-12-13,96,37.0,,0.37,35.519999999999996
2010-12-14,94,37.0,,0.37,34.78
2010-12-15,100,37.0,,0.37,37.0
2010-12-16,94,37.0,,0.37,34.78
2010-12-17,75,37.0,,0.37,27.75
2010-12-18,82,37.0,,0.37,30.34
2010-12-19,83,37.0,,0.37,30.71
2010-12-20,85,37.0,,0.37,31.45
2010-12-21,85,37.0,,0.37,31.45
2010-12-22,88,37.0,,0.37,32.56
2010-12-23,94,37.0,,0.37,34.78
2010-12-24,82,37.0,,0.37,30.34
2010-12-25,70,37.0,,0.37,25.9
2010-12-26,68,37.0,,0.37,25.16
2010-12-27,88,37.0,,0.37,32.56
2010-12-28,88,37.0,,0.37,32.56
2010-12-29,95,37.0,,0.37,35.15
2010-12-30,91,37.0,,0.37,33.67
2010-12-31,87,37.0,,0.37,32.19
2011-01-01,69,47.0,False,0.47,32.43
2011-01-02,88,47.0,,0.47,41.36
2011-01-03,92,47.0,,0.47,43.239999999999995
2011-01-04,95,47.0,,0.47,44.65
2011-01-05,92,47.0,,0.47,43.239999999999995
2011-01-06,90,47.0,,0.47,42.3
2011-01-07,90,47.0,,0.47,42.3
2011-01-08,90,47.0,,0.47,42.3
2011-01-09,88,47.0,,0.47,41.36
2011-01-10,88,47.0,,0.47,41.36
2011-01-11,83,47.0,,0.47,39.01
2011-01-12,82,47.0,,0.47,38.54
2011-01-13,85,47.0,,0.47,39.949999999999996
2011-01-14,89,47.0,,0.47,41.83
2011-01-15,87,47.0,,0.47,40.89
2011-01-16,86,47.0,,0.47,40.419999999999995
2011-01-17,93,47.0,,0.47,43.71
2011-01-18,86,47.0,,0.47,40.419999999999995
2011-01-19,90,47.0,,0.47,42.3
2011-01-20,88,47.0,,0.47,41.36
2011-01-21,84,47.0,,0.47,39.48
2011-01-22,89,47.0,,0.47,41.83
2011-01-23,95,47.0,,0.47,44.65
2011-01-24,91,47.0,,0.47,42.769999999999996
2011-01-25,89,47.0,,0.47,41.83
2011-01-26,90,47.0,,0.47,42.3
2011-01-27,82,47.0,,0.47,38.54
2011-01-28,92,47.0,,0.47,43.239999999999995
2011-01-29,92,47.0,,0.47,43.239999999999995
2011-01-30,97,47.0,,0.47,45.589999999999996
2011-01-31,100,47.0,,0.47,47.0
2011-02-01,74,48.0,False,0.48,35.519999999999996
2011-02-02,71,48.0,,0.48,34.08
2011-02-03,74,48.0,,0.48,35.519999999999996
2011-02-04,71,48.0,,0.48,34.08
2011-02-05,74,48.0,,0.48,35.519999999999996
2011-02-06,65,48.0,,0.48,31.2
2011-02-07,71,48.0,,0.48,34.08
2011-02-08,73,48.0,,0.48,35.04
2011-02-09,76,48.0,,0.48,36.48
2011-02-10,76,48.0,,0.48,36.48
2011-02-11,77,48.0,,0.48,36.96
2011-02-12,76,48.0,,0.48,36.48
2011-02-13,74,48.0,,0.48,35.519999999999996
2011-02-14,71,48.0,,0.48,34.08
2011-02-15,74,48.0,,0.48,35.519999999999996
2011-02-16,76,48.0,,0.48,36.48
2011-02-17,74,48.0,,0.48,35.519999999999996
2011-02-18,75,48.0,,0.48,36.0
2011-02-19,73,48.0,,0.48,35.04
2011-02-20,73,48.0,,0.48,35.04
2011-02-21,80,48.0,,0.48,38.4
2011-02-22,89,48.0,,0.48,42.72
2011-02-23,100,48.0,,0.48,48.0
2011-02-24,90,48.0,,0.48,43.199999999999996
2011-02-25,86,48.0,,0.48,41.28
2011-02-26,79,48.0,,0.48,37.92
2011-02-27,82,48.0,,0.48,39.36
2011-02-28,83,48.0,,0.48,39.839999999999996
2011-03-01,91,50.0,False,0.5,45.5
2011-03-02,90,50.0,,0.5,45.0
2011-03-03,94,50.0,,0.5,47.0
2011-03-04,91,50.0,,0.5,45.5
2011-03-05,81,50.0,,0.5,40.5
2011-03-06,84,50.0,,0.5,42.0
2011-03-07,100,50.0,,0.5,50.0
2011-03-08,89,50.0,,0.5,44.5
2011-03-09,88,50.0,,0.5,44.0
2011-03-10,89,50.0,,0.5,44.5
2011-03-11,85,50.0,,0.5,42.5
2011-03-12,81,50.0,,0.5,40.5
2011-03-13,77,50.0,,0.5,38.5
2011-03-14,85,50.0,,0.5,42.5
2011-03-15,86,50.0,,0.5,43.0
2011-03-16,79,50.0,,0.5,39.5
2011-03-17,78,50.0,,0.5,39.0
2011-03-18,76,50.0,,0.5,38.0
2011-03-19,83,50.0,,0.5,41.5
2011-03-20,85,50.0,,0.5,42.5
2011-03-21,87,50.0,,0.5,43.5
2011-03-22,83,50.0,,0.5,41.5
2011-03-23,87,50.0,,0.5,43.5
2011-03-24,81,50.0,,0.5,40.5
2011-03-25,80,50.0,,0.5,40.0
2011-03-26,79,50.0,,0.5,39.5
2011-03-27,76,50.0,,0.5,38.0
2011-03-28,78,50.0,,0.5,39.0
2011-03-29,84,50.0,,0.5,42.0
2011-03-30,81,50.0,,0.5,40.5
2011-03-31,80,50.0,,0.5,40.0
2011-04-01,88,49.0,False,0.49,43.12
2011-04-02,88,49.0,,0.49,43.12
2011-04-03,85,49.0,,0.49,41.65
2011-04-04,92,49.0,,0.49,45.08
2011-04-05,90,49.0,,0.49,44.1
2011-04-06,89,49.0,,0.49,43.61
2011-04-07,92,49.0,,0.49,45.08
2011-04-08,89,49.0,,0.49,43.61
2011-04-09,87,49.0,,0.49,42.63
2011-04-10,90,49.0,,0.49,44.1
2011-04-11,98,49.0,,0.49,48.019999999999996
2011-04-12,94,49.0,,0.49,46.06
2011-04-13,91,49.0,,0.49,44.589999999999996
2011-04-14,89,49.0,,0.49,43.61
2011-04-15,87,49.0,,0.49,42.63
2011-04-16,86,49.0,,0.49,42.14
2011-04-17,85,49.0,,0.49,41.65
2011-04-18,94,49.0,,0.49,46.06
2011-04-19,94,49.0,,0.49,46.06
2011-04-20,100,49.0,,0.49,49.0
2011-04-21,95,49.0,,0.49,46.55
2011-04-22,92,49.0,,0.49,45.08
2011-04-23,93,49.0,,0.49,45.57
2011-04-24,86,49.0,,0.49,42.14
2011-04-25,96,49.0,,0.49,47.04
2011-04-26,96,49.0,,0.49,47.04
2011-04-27,91,49.0,,0.49,44.589999999999996
2011-04-28,87,49.0,,0.49,42.63
2011-04-29,82,49.0,,0.49,40.18
2011-04-30,83,49.0,,0.49,40.67
2011-05-01,74,49.0,False,0.49,36.26
2011-05-02,85,49.0,,0.49,41.65
2011-05-03,85,49.0,,0.49,41.65
2011-05-04,82,49.0,,0.49,40.18
2011-05-05,94,49.0,,0.49,46.06
2011-05-06,100,49.0,,0.49,49.0
2011-05-07,98,49.0,,0.49,48.019999999999996
2011-05-08,76,49.0,,0.49,37.24
2011-05-09,97,49.0,,0.49,47.53
2011-05-10,86,49.0,,0.49,42.14
2011-05-11,92,49.0,,0.49,45.08
2011-05-12,95,49.0,,0.49,46.55
2011-05-13,86,49.0,,0.49,42.14
2011-05-14,86,49.0,,0.49,42.14
2011-05-15,80,49.0,,0.49,39.2
2011-05-16,79,49.0,,0.49,38.71
2011-05-17,92,49.0,,0.49,45.08
2011-05-18,83,49.0,,0.49,40.67
2011-05-19,85,49.0,,0.49,41.65
2011-05-20,84,49.0,,0.49,41.16
2011-05-21,77,49.0,,0.49,37.73
2011-05-22,86,49.0,,0.49,42.14
2011-05-23,77,49.0,,0.49,37.73
2011-05-24,82,49.0,,0.49,40.18
2011-05-25,80,49.0,,0.49,39.2
2011-05-26,77,49.0,,0.49,37.73
2011-05-27,81,49.0,,0.49,39.69
2011-05-28,81,49.0,,0.49,39.69
2011-05-29,78,49.0,,0.49,38.22
2011-05-30,79,49.0,,0.49,38.71
2011-05-31,83,49.0,,0.49,40.67
2011-06-01,90,47.0,False,0.47,42.3
2011-06-02,88,47.0,,0.47,41.36
2011-06-03,87,47.0,,0.47,40.89
2011-06-04,94,47.0,,0.47,44.18
2011-06-05,88,47.0,,0.47,41.36
2011-06-06,87,47.0,,0.47,40.89
2011-06-07,89,47.0,,0.47,41.83
2011-06-08,92,47.0,,0.47,43.239999999999995
2011-06-09,88,47.0,,0.47,41.36
2011-06-10,85,47.0,,0.47,39.949999999999996
2011-06-11,89,47.0,,0.47,41.83
2011-06-12,87,47.0,,0.47,40.89
2011-06-13,89,47.0,,0.47,41.83
2011-06-14,88,47.0,,0.47,41.36
2011-06-15,86,47.0,,0.47,40.419999999999995
2011-06-16,86,47.0,,0.47,40.419999999999995
2011-06-17,89,47.0,,0.47,41.83
2011-06-18,92,47.0,,0.47,43.239999999999995
2011-06-19,84,47.0,,0.47,39.48
2011-06-20,87,47.0,,0.47,40.89
2011-06-21,85,47.0,,0.47,39.949999999999996
2011-06-22,85,47.0,,0.47,39.949999999999996
2011-06-23,100,47.0,,0.47,47.0
2011-06-24,95,47.0,,0.47,44.65
2011-06-25,95,47.0,,0.47,44.65
2011-06-26,89,47.0,,0.47,41.83
2011-06-27,90,47.0,,0.47,42.3
2011-06-28,92,47.0,,0.47,43.239999999999995
2011-06-29,90,47.0,,0.47,42.3
2011-06-30,91,47.0,,0.47,42.769999999999996
2011-07-01,100,45.0,False,0.45,45.0
2011-07-02,97,45.0,,0.45,43.65
2011-07-03,100,45.0,,0.45,45.0
2011-07-04,93,45.0,,0.45,41.85
2011-07-05,91,45.0,,0.45,40.95
2011-07-06,91,45.0,,0.45,40.95
2011-07-07,93,45.0,,0.45,41.85
2011-07-08,89,45.0,,0.45,40.050000000000004
2011-07-09,100,45.0,,0.45,45.0
2011-07-10,95,45.0,,0.45,42.75
2011-07-11,90,45.0,,0.45,40.5
2011-07-12,91,45.0,,0.45,40.95
2011-07-13,93,45.0,,0.45,41.85
2011-07-14,91,45.0,,0.45,40.95
2011-07-15,92,45.0,,0.45,41.4
2011-07-16,96,45.0,,0.45,43.2
2011-07-17,93,45.0,,0.45,41.85
2011-07-18,99,45.0,,0.45,44.550000000000004
2011-07-19,96,45.0,,0.45,43.2
2011-07-20,92,45.0,,0.45,41.4
2011-07-21,92,45.0,,0.45,41.4
2011-07-22,90,45.0,,0.45,40.5
2011-07-23,88,45.0,,0.45,39.6
2011-07-24,85,45.0,,0.45,38.25
2011-07-25,94,45.0,,0.45,42.300000000000004
2011-07-26,89,45.0,,0.45,40.050000000000004
2011-07-27,91,45.0,,0.45,40.95
2011-07-28,89,45.0,,0.45,40.050000000000004
2011-07-29,93,45.0,,0.45,41.85
2011-07-30,94,45.0,,0.45,42.300000000000004
2011-07-31,86,45.0,,0.45,38.7
2011-08-01,87,47.0,False,0.47,40.89
2011-08-02,83,47.0,,0.47,39.01
2011-08-03,89,47.0,,0.47,41.83
2011-08-04,90,47.0,,0.47,42.3
2011-08-05,90,47.0,,0.47,42.3
2011-08-06,85,47.0,,0.47,39.949999999999996
2011-08-07,85,47.0,,0.47,39.949999999999996
2011-08-08,98,47.0,,0.47,46.059999999999995
2011-08-09,100,47.0,,0.47,47.0
2011-08-10,98,47.0,,0.47,46.059999999999995
2011-08-11,89,47.0,,0.47,41.83
2011-08-12,87,47.0,,0.47,40.89
2011-08-13,92,47.0,,0.47,43.239999999999995
2011-08-14,83,47.0,,0.47,39.01
2011-08-15,91,47.0,,0.47,42.769999999999996
2011-08-16,85,47.0,,0.47,39.949999999999996
2011-08-17,87,47.0,,0.47,40.89
2011-08-18,91,47.0,,0.47,42.769999999999996
2011-08-19,90,47.0,,0.47,42.3
2011-08-20,86,47.0,,0.47,40.419999999999995
2011-08-21,86,47.0,,0.47,40.419999999999995
2011-08-22,93,47.0,,0.47,43.71
2011-08-23,89,47.0,,0.47,41.83
2011-08-24,89,47.0,,0.47,41.83
2011-08-25,88,47.0,,0.47,41.36
2011-08-26,85,47.0,,0.47,39.949999999999996
2011-08-27,83,47.0,,0.47,39.01
2011-08-28,79,47.0,,0.47,37.129999999999995
2011-08-29,88,47.0,,0.47,41.36
2011-08-30,91,47.0,,0.47,42.769999999999996
2011-08-31,88,47.0,,0.47,41.36
2011-09-01,96,47.0,False,0.47,45.12
2011-09-02,93,47.0,,0.47,43.71
2011-09-03,92,47.0,,0.47,43.239999999999995
2011-09-04,92,47.0,,0.47,43.239999999999995
2011-09-05,95,47.0,,0.47,44.65
2011-09-06,99,47.0,,0.47,46.529999999999994
